LGA_CODE_2021,C11_AP_15_19_NCB_0,C11_AP_15_19_NCB_1,C11_AP_15_19_NCB_2,C11_AP_15_19_NCB_3,C11_AP_15_19_NCB_4,C11_AP_15_19_NCB_5,C11_AP_15_19_NCB_6mor,C11_AP_15_19_NCB_NS,C11_AP_15_19_Tot,C11_AP_20_24_NCB_0,C11_AP_20_24_NCB_1,C11_AP_20_24_NCB_2,C11_AP_20_24_NCB_3,C11_AP_20_24_NCB_4,C11_AP_20_24_NCB_5,C11_AP_20_24_NCB_6mor,C11_AP_20_24_NCB_NS,C11_AP_20_24_Tot,C11_AP_25_29_NCB_0,C11_AP_25_29_NCB_1,C11_AP_25_29_NCB_2,C11_AP_25_29_NCB_3,C11_AP_25_29_NCB_4,C11_AP_25_29_NCB_5,C11_AP_25_29_NCB_6mor,C11_AP_25_29_NCB_NS,C11_AP_25_29_Tot,C11_AP_30_34_NCB_0,C11_AP_30_34_NCB_1,C11_AP_30_34_NCB_2,C11_AP_30_34_NCB_3,C11_AP_30_34_NCB_4,C11_AP_30_34_NCB_5,C11_AP_30_34_NCB_6mor,C11_AP_30_34_NCB_NS,C11_AP_30_34_Tot,C11_AP_35_39_NCB_0,C11_AP_35_39_NCB_1,C11_AP_35_39_NCB_2,C11_AP_35_39_NCB_3,C11_AP_35_39_NCB_4,C11_AP_35_39_NCB_5,C11_AP_35_39_NCB_6mor,C11_AP_35_39_NCB_NS,C11_AP_35_39_Tot,C11_AP_40_44_NCB_0,C11_AP_40_44_NCB_1,C11_AP_40_44_NCB_2,C11_AP_40_44_NCB_3,C11_AP_40_44_NCB_4,C11_AP_40_44_NCB_5,C11_AP_40_44_NCB_6mor,C11_AP_40_44_NCB_NS,C11_AP_40_44_Tot,C11_AP_45_49_NCB_0,C11_AP_45_49_NCB_1,C11_AP_45_49_NCB_2,C11_AP_45_49_NCB_3,C11_AP_45_49_NCB_4,C11_AP_45_49_NCB_5,C11_AP_45_49_NCB_6mor,C11_AP_45_49_NCB_NS,C11_AP_45_49_Tot,C11_AP_50_54_NCB_0,C11_AP_50_54_NCB_1,C11_AP_50_54_NCB_2,C11_AP_50_54_NCB_3,C11_AP_50_54_NCB_4,C11_AP_50_54_NCB_5,C11_AP_50_54_NCB_6mor,C11_AP_50_54_NCB_NS,C11_AP_50_54_Tot,C11_AP_55_59_NCB_0,C11_AP_55_59_NCB_1,C11_AP_55_59_NCB_2,C11_AP_55_59_NCB_3,C11_AP_55_59_NCB_4,C11_AP_55_59_NCB_5,C11_AP_55_59_NCB_6mor,C11_AP_55_59_NCB_NS,C11_AP_55_59_Tot,C11_AP_60_64_NCB_0,C11_AP_60_64_NCB_1,C11_AP_60_64_NCB_2,C11_AP_60_64_NCB_3,C11_AP_60_64_NCB_4,C11_AP_60_64_NCB_5,C11_AP_60_64_NCB_6mor,C11_AP_60_64_NCB_NS,C11_AP_60_64_Tot,C11_AP_65_69_NCB_0,C11_AP_65_69_NCB_1,C11_AP_65_69_NCB_2,C11_AP_65_69_NCB_3,C11_AP_65_69_NCB_4,C11_AP_65_69_NCB_5,C11_AP_65_69_NCB_6mor,C11_AP_65_69_NCB_NS,C11_AP_65_69_Tot,C11_AP_70_74_NCB_0,C11_AP_70_74_NCB_1,C11_AP_70_74_NCB_2,C11_AP_70_74_NCB_3,C11_AP_70_74_NCB_4,C11_AP_70_74_NCB_5,C11_AP_70_74_NCB_6mor,C11_AP_70_74_NCB_NS,C11_AP_70_74_Tot,C11_AP_75_79_NCB_0,C11_AP_75_79_NCB_1,C11_AP_75_79_NCB_2,C11_AP_75_79_NCB_3,C11_AP_75_79_NCB_4,C11_AP_75_79_NCB_5,C11_AP_75_79_NCB_6mor,C11_AP_75_79_NCB_NS,C11_AP_75_79_Tot,C11_AP_80_84_NCB_0,C11_AP_80_84_NCB_1,C11_AP_80_84_NCB_2,C11_AP_80_84_NCB_3,C11_AP_80_84_NCB_4,C11_AP_80_84_NCB_5,C11_AP_80_84_NCB_6mor,C11_AP_80_84_NCB_NS,C11_AP_80_84_Tot,C11_AP_85over_N_c_b_0,C11_AP_85over_N_c_b_1,C11_AP_85over_N_c_b_2,C11_AP_85over_N_c_b_3,C11_AP_85over_N_c_b_4,C11_AP_85over_N_c_b_5,C11_AP_85over_N_c_b_6mor,C11_AP_85over_N_c_b_NS,C11_AP_85over_Tot,C11_AP_Tot_NCB_0,C11_AP_Tot_NCB_1,C11_AP_Tot_NCB_2,C11_AP_Tot_NCB_3,C11_AP_Tot_NCB_4,C11_AP_Tot_NCB_5,C11_AP_Tot_N_c_b_6mor,C11_AP_Tot_NCB_NS,C11_AP_Tot_Tot,C16_AP_15_19_NCB_0,C16_AP_15_19_NCB_1,C16_AP_15_19_NCB_2,C16_AP_15_19_NCB_3,C16_AP_15_19_NCB_4,C16_AP_15_19_NCB_5,C16_AP_15_19_NCB_6mor,C16_AP_15_19_NCB_NS,C16_AP_15_19_Tot,C16_AP_20_24_NCB_0,C16_AP_20_24_NCB_1,C16_AP_20_24_NCB_2,C16_AP_20_24_NCB_3,C16_AP_20_24_NCB_4,C16_AP_20_24_NCB_5,C16_AP_20_24_NCB_6mor,C16_AP_20_24_NCB_NS,C16_AP_20_24_Tot,C16_AP_25_29_NCB_0,C16_AP_25_29_NCB_1,C16_AP_25_29_NCB_2,C16_AP_25_29_NCB_3,C16_AP_25_29_NCB_4,C16_AP_25_29_NCB_5,C16_AP_25_29_NCB_6mor,C16_AP_25_29_NCB_NS,C16_AP_25_29_Tot,C16_AP_30_34_NCB_0,C16_AP_30_34_NCB_1,C16_AP_30_34_NCB_2,C16_AP_30_34_NCB_3,C16_AP_30_34_NCB_4,C16_AP_30_34_NCB_5,C16_AP_30_34_NCB_6mor,C16_AP_30_34_NCB_NS,C16_AP_30_34_Tot,C16_AP_35_39_NCB_0,C16_AP_35_39_NCB_1,C16_AP_35_39_NCB_2,C16_AP_35_39_NCB_3,C16_AP_35_39_NCB_4,C16_AP_35_39_NCB_5,C16_AP_35_39_NCB_6mor,C16_AP_35_39_NCB_NS,C16_AP_35_39_Tot,C16_AP_40_44_NCB_0,C16_AP_40_44_NCB_1,C16_AP_40_44_NCB_2,C16_AP_40_44_NCB_3,C16_AP_40_44_NCB_4,C16_AP_40_44_NCB_5,C16_AP_40_44_NCB_6mor,C16_AP_40_44_NCB_NS,C16_AP_40_44_Tot,C16_AP_45_49_NCB_0,C16_AP_45_49_NCB_1
LGA52450,36,0,0,0,0,0,0,0,35,21,4,0,0,0,0,0,0,24,18,6,8,6,0,0,0,0,42,11,4,19,3,0,0,0,3,39,6,4,11,12,3,0,0,4,33,0,3,13,13,7,0,0,0,37,0,0,15,16,7,7,5,0,37,4,0,11,12,4,6,0,0,42,0,3,12,18,5,0,0,4,40,0,0,14,15,5,0,3,0,40,0,0,6,8,3,0,0,0,16,7,0,6,9,7,3,0,0,34,5,0,0,6,6,0,0,0,19,0,0,0,3,3,0,0,0,13,0,0,4,3,7,0,0,0,21,109,35,126,116,54,16,10,22,491,37,0,0,0,0,0,0,8,45,16,5,0,0,0,0,0,0,22,16,11,11,4,0,0,0,4,38,6,4,11,12,7,0,0,0,41,4,3,15,14,0,0,3,4,45,5,4,18,10,3,0,0,5,41,0,4
LGA52520,23,0,0,0,0,0,0,0,23,30,5,0,0,0,0,0,3,42,19,14,5,7,3,0,0,0,47,6,3,5,7,0,0,0,0,36,0,0,10,10,4,0,0,0,31,5,0,8,13,6,0,0,0,33,0,3,19,16,8,0,9,0,59,0,3,16,14,8,0,9,4,46,4,4,6,7,0,0,0,0,35,0,0,12,7,3,0,3,0,33,3,5,7,10,4,6,0,3,28,0,4,8,8,3,3,0,0,23,0,0,0,9,0,0,0,0,17,0,0,6,4,8,0,3,0,14,4,0,0,3,0,0,4,0,9,102,39,103,117,49,25,24,20,468,21,0,0,0,0,0,0,4,19,27,3,4,0,0,0,0,6,39,22,8,3,3,5,0,0,3,41,16,5,18,14,3,0,0,6,63,3,7,15,13,0,0,4,0,46,4,6,8,14,3,0,0,5,43,0,0
LGA52590,30,0,0,0,0,0,0,6,38,31,10,3,0,0,0,0,4,52,48,15,4,5,0,0,0,6,81,21,11,31,13,3,0,0,11,94,17,9,41,18,13,4,0,6,116,10,5,32,24,5,5,0,14,90,22,15,26,25,11,0,0,4,108,12,11,35,24,13,0,3,11,119,16,8,38,39,13,7,0,8,116,5,4,53,32,14,3,0,11,123,0,0,36,25,11,0,0,11,93,0,8,10,16,13,5,4,0,60,4,5,7,9,14,9,9,6,50,0,0,3,6,3,4,8,5,32,0,3,3,7,0,0,5,3,20,208,118,321,246,122,37,24,123,1190,43,0,0,0,0,0,0,9,58,35,8,0,0,0,0,0,9,53,40,11,5,8,0,0,0,12,80,20,15,35,7,3,4,0,15,94,10,12,30,19,3,0,0,10,82,14,7,35,20,11,6,0,4,95,15,3
LGA52660,348,7,0,0,0,0,0,31,392,271,66,15,8,3,0,0,29,399,170,82,107,31,4,5,0,16,413,89,79,138,72,16,7,0,18,417,53,52,172,95,31,10,5,20,437,42,65,204,106,56,10,6,15,508,42,49,169,104,30,12,8,17,424,29,28,182,120,41,12,0,14,429,32,21,135,105,31,6,8,12,354,10,9,127,87,29,9,3,6,282,18,13,73,61,30,9,3,16,214,9,12,44,56,46,14,12,11,196,4,0,21,39,32,14,6,11,138,7,4,18,15,25,10,10,25,115,5,3,26,14,16,11,4,45,121,1128,491,1427,912,390,131,68,291,4842,399,4,0,0,0,0,0,42,451,275,50,28,4,0,0,0,21,383,215,91,91,26,7,0,0,35,468,91,92,155,73,16,7,5,31,478,37,75,187,84,33,10,0,21,445,53,47,167,108,34,11,9,22,452,39,61
LGA52730,121,0,0,0,0,0,0,10,128,49,6,3,0,0,0,0,6,67,40,23,21,6,0,0,0,4,88,34,20,35,12,14,0,0,6,124,22,25,60,30,8,7,0,3,151,26,29,91,34,13,10,0,9,212,33,27,75,53,20,0,0,9,220,42,30,65,38,18,3,0,10,217,36,17,70,38,13,9,4,3,190,39,12,94,50,17,5,0,6,225,21,14,77,52,15,7,0,4,195,11,8,29,40,11,6,4,0,114,3,5,24,21,26,8,4,6,93,0,5,11,22,12,0,5,0,64,3,5,14,18,9,4,3,8,62,490,235,664,414,186,52,30,87,2156,156,0,0,0,0,0,0,32,186,39,3,0,0,0,0,0,7,43,45,21,11,7,0,0,0,14,100,27,29,31,18,0,0,0,10,118,26,23,56,21,16,0,0,17,158,25,30,71,30,19,3,4,23,197,27,27
LGA52800,151,33,4,0,0,0,0,38,229,133,65,54,19,0,0,0,38,309,115,43,47,34,19,11,4,42,301,86,43,48,32,21,10,5,43,302,62,28,42,31,40,12,21,46,267,37,17,45,31,35,19,18,26,225,48,18,31,38,29,14,14,24,210,36,14,45,38,27,12,10,30,211,22,17,33,39,24,12,12,27,182,11,18,13,18,15,8,10,10,105,7,0,12,8,5,4,13,8,60,6,4,3,0,3,9,3,9,36,4,0,0,3,4,4,11,0,25,3,0,0,0,0,3,3,12,24,0,0,0,3,0,0,7,3,16,711,291,375,304,217,120,133,351,2489,133,29,0,0,0,0,0,66,230,122,78,37,4,0,0,0,52,304,110,58,60,39,21,6,0,59,359,107,35,55,56,37,7,8,55,348,64,21,47,35,38,17,15,42,277,49,32,44,34,20,22,23,33,251,36,29
LGA52870,115,0,0,0,0,0,0,8,118,80,5,10,0,0,0,0,0,96,52,23,15,12,0,0,0,4,108,22,14,45,15,9,0,0,6,117,18,30,67,37,17,0,0,6,172,28,23,80,43,14,6,0,6,201,32,20,64,49,23,8,4,9,211,39,21,92,62,32,7,0,4,251,20,9,71,69,34,9,0,15,223,11,18,78,69,26,3,0,14,217,14,13,46,48,16,10,7,6,158,13,7,26,23,23,6,7,5,108,0,12,11,17,14,7,0,0,67,0,3,6,11,5,4,3,0,37,5,0,14,12,5,4,8,3,49,444,203,632,460,219,72,32,84,2138,116,0,0,0,0,0,0,24,139,62,16,6,0,0,0,0,12,100,62,16,18,10,0,0,0,14,119,43,22,51,20,3,0,0,10,149,32,10,50,26,12,5,5,12,156,29,22,65,42,8,0,0,21,191,26,23
LGA52940,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,6,8,4,9,0,0,0,0,24,6,3,5,0,4,0,0,0,20,0,5,5,10,0,0,0,0,25,0,4,6,7,0,0,0,0,19,5,0,8,8,0,0,0,0,19,3,4,3,6,3,0,0,0,19,0,5,10,9,5,5,0,0,34,3,0,7,12,5,0,0,0,30,0,0,4,4,0,0,0,0,14,0,0,0,6,9,3,0,0,18,0,0,0,9,0,0,0,0,5,0,0,4,0,0,0,0,0,12,0,0,0,3,0,0,4,0,10,36,24,58,66,38,15,9,0,253,8,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,14,3,0,6,5,0,0,0,0,7,6,9,10,9,0,0,0,4,30,0,8,11,3,3,0,0,0,22,4,0,4,9,0,0,0,5,20,0,0
LGA53010,7,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,10,15,5,0,3,0,0,0,0,21,9,4,4,3,0,0,0,0,18,3,4,8,9,0,0,0,0,22,4,0,0,3,3,0,0,0,8,0,0,3,12,6,0,0,0,29,4,0,8,10,6,0,0,3,24,0,0,4,3,6,3,0,0,26,0,0,3,9,4,0,0,0,14,0,0,0,0,7,0,0,0,10,0,0,4,9,0,4,0,0,14,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,7,44,21,42,59,30,12,3,9,220,4,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,10,12,9,0,0,0,0,0,0,26,7,7,7,5,0,0,0,0,30,3,3,3,6,0,0,0,3,20,5,3,5,12,0,0,0,5,27,0,3
LGA53080,8,0,0,0,0,0,0,6,18,21,13,8,0,0,0,0,9,48,29,5,12,3,0,0,0,4,54,8,8,7,4,5,0,0,5,37,0,5,4,3,6,0,3,8,29,8,4,11,3,5,0,5,0,34,3,8,6,10,3,0,4,4,40,6,5,8,11,5,0,0,0,26,3,7,9,3,6,0,0,0,30,3,0,0,9,7,0,0,0,21,0,3,13,3,0,3,0,3,28,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,5,104,52,83,50,30,9,16,37,382,10,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,20,10,3,7,0,0,0,0,8,29,12,7,3,0,0,0,0,3,23,8,6,5,4,0,0,0,0,12,4,0,5,3,0,0,0,10,14,3,0
LGA53150,190,0,0,0,0,0,0,20,209,183,4,0,0,0,0,0,21,207,140,24,0,0,0,0,0,8,168,95,29,30,3,0,0,0,8,168,64,41,96,33,3,0,0,19,249,44,36,108,67,15,3,0,7,276,57,50,136,55,12,0,0,14,324,56,34,107,74,12,0,0,14,297,42,28,98,63,17,0,0,6,248,31,27,79,51,18,0,0,3,217,23,16,58,28,11,0,0,6,139,11,11,38,40,22,6,0,4,131,12,4,18,25,24,5,5,12,108,9,7,23,17,14,7,3,17,90,10,10,25,20,12,6,6,20,106,948,315,813,479,156,38,20,180,2944,200,0,0,0,0,0,0,22,224,189,0,0,0,0,0,0,25,218,137,14,6,0,0,0,0,14,170,114,38,28,10,0,0,0,15,210,62,44,79,22,0,0,0,12,222,41,39,120,52,12,0,0,8,274,38,41
LGA53220,160,7,0,0,0,0,0,40,217,250,32,32,6,0,0,0,59,380,298,68,46,28,14,0,0,91,540,157,45,77,42,17,4,3,76,422,76,38,90,46,19,7,5,69,352,52,29,90,50,24,10,7,61,325,43,38,70,45,16,7,3,37,257,16,17,66,35,13,10,10,37,212,8,12,53,33,20,8,8,26,162,8,6,18,21,11,7,3,19,88,4,6,16,9,5,0,0,0,38,0,0,3,5,8,3,0,4,20,3,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1073,305,557,332,150,49,48,518,3036,122,6,0,0,0,0,0,39,162,165,33,12,4,0,0,0,54,269,224,52,58,34,8,0,0,81,451,155,49,88,54,20,4,0,85,447,72,37,70,50,26,4,7,49,322,39,26,62,34,20,10,0,35,230,37,32
LGA53290,440,9,3,0,0,0,0,46,504,219,46,34,4,4,0,0,28,338,141,62,76,22,7,6,0,22,343,82,70,119,54,40,9,4,12,394,62,58,189,99,35,5,8,21,480,42,44,186,119,39,14,5,19,476,41,44,200,128,53,12,11,27,521,38,35,162,141,52,21,10,23,479,28,27,148,105,45,14,8,24,393,27,21,128,100,43,10,3,20,349,9,5,97,94,65,13,7,21,313,9,6,47,62,55,12,17,17,219,5,4,21,55,40,24,21,26,198,6,5,20,19,30,11,21,15,123,0,9,20,19,15,11,17,29,125,1171,467,1446,1024,520,160,122,359,5268,397,10,0,0,0,0,0,86,482,217,36,31,5,0,0,0,39,329,204,62,60,21,9,0,0,51,412,101,57,116,55,25,11,4,46,419,60,38,152,71,39,13,3,40,413,42,48,190,99,36,10,12,45,482,33,45
LGA53360,33,0,0,0,0,0,0,4,40,44,7,0,4,0,0,0,9,63,42,23,19,6,0,0,0,7,88,40,17,19,13,3,0,0,10,107,29,17,32,16,3,0,0,10,106,22,12,33,10,5,0,0,4,86,12,13,28,14,7,4,0,4,79,14,4,38,13,3,5,0,3,88,9,4,21,18,4,0,0,4,66,6,10,27,12,12,4,0,9,71,6,0,13,16,8,7,0,3,50,0,3,6,8,6,0,0,4,17,0,0,0,5,3,0,0,5,16,0,0,0,5,3,0,0,0,9,0,0,0,0,0,0,0,0,4,250,113,234,131,59,16,3,74,882,54,0,0,0,0,0,0,8,62,50,5,0,0,0,0,0,7,64,67,14,8,0,0,0,0,11,100,45,28,23,4,4,0,0,10,115,12,19,44,19,4,3,0,18,122,12,13,44,25,7,0,0,15,115,23,12
LGA53430,534,8,0,0,0,0,0,80,617,755,32,9,0,3,0,0,50,853,768,71,61,13,11,4,0,71,991,551,191,129,35,0,3,4,51,957,326,183,265,86,27,10,3,57,957,281,185,316,153,30,7,5,55,1023,263,168,324,129,34,6,10,53,988,217,161,343,164,50,15,7,48,1007,181,121,344,179,75,12,4,45,966,138,100,301,192,75,11,5,49,882,54,55,224,149,57,19,7,47,609,42,47,154,162,65,31,14,40,545,25,34,103,116,85,21,19,45,451,23,28,88,95,51,30,28,54,394,24,47,85,69,53,16,20,69,378,4177,1419,2738,1552,606,186,131,812,11624,607,0,0,0,0,0,0,75,690,669,25,7,4,0,0,0,117,822,864,81,48,9,7,0,0,142,1153,717,209,115,33,12,0,0,117,1210,329,239,279,76,7,10,5,90,1033,255,167,313,133,25,7,4,80,984,269,170
LGA53570,87,4,0,0,0,0,0,18,115,47,11,7,0,0,0,0,5,71,40,19,22,10,5,0,0,10,105,19,18,39,14,10,0,0,4,107,14,12,46,27,18,0,0,11,125,34,12,60,33,25,6,3,16,185,20,22,57,28,14,10,3,9,154,26,16,46,39,13,0,0,5,156,14,18,72,38,24,7,6,18,188,24,16,77,55,22,10,0,13,206,10,10,56,49,31,3,3,8,164,3,0,26,24,19,9,7,11,100,0,7,13,24,13,3,7,8,75,0,0,10,4,6,0,4,0,25,4,5,8,4,4,4,4,0,25,335,166,531,353,212,56,32,123,1803,92,0,0,0,0,0,0,14,110,70,8,14,3,0,0,0,6,97,85,17,22,13,0,0,0,8,147,30,14,35,22,10,0,0,6,118,23,21,34,31,6,4,3,20,143,12,19,52,35,17,0,0,10,139,30,18
LGA53640,14,0,0,0,0,0,0,0,17,11,9,0,4,0,0,0,0,29,16,4,8,4,4,0,0,3,34,4,5,10,14,9,0,0,0,44,5,3,6,17,3,0,0,4,41,0,3,16,9,3,4,0,3,47,4,3,19,4,7,5,0,5,37,9,0,13,9,6,3,4,0,43,5,0,15,12,7,0,5,0,51,4,3,15,5,4,5,0,0,35,0,0,3,5,3,0,0,0,17,0,0,3,6,4,0,0,0,13,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,10,74,39,115,105,48,21,13,21,441,11,0,0,0,0,0,0,0,15,23,5,0,0,0,0,0,4,32,21,10,8,0,0,0,0,3,49,9,3,13,9,3,0,0,0,39,0,0,14,14,3,0,0,0,34,3,8,9,11,0,0,0,0,38,0,0
LGA53710,21,0,0,0,0,0,0,0,25,7,4,0,0,0,0,0,0,20,15,7,3,7,0,0,0,0,33,4,3,6,9,3,0,0,0,20,0,0,14,11,7,0,0,4,36,3,3,15,3,5,0,3,0,31,6,0,9,10,0,0,0,0,33,5,3,9,12,3,0,0,3,39,4,5,13,7,3,0,0,0,31,0,3,12,6,10,0,0,0,32,0,4,4,9,8,3,0,0,27,0,0,3,5,11,3,0,4,22,0,0,0,0,6,4,0,0,12,0,0,4,0,0,0,0,6,3,0,0,0,3,0,0,0,0,10,70,32,96,83,52,15,15,22,381,17,0,0,0,0,0,0,3,25,6,0,0,0,0,0,0,0,11,12,3,4,0,0,0,0,0,20,8,4,17,8,0,0,0,3,39,8,0,7,9,3,0,0,0,28,4,0,10,5,3,0,0,4,32,4,5
LGA53780,3253,92,14,5,3,0,4,374,3745,2864,434,188,41,5,3,0,249,3782,2201,872,600,180,53,14,8,265,4185,1166,903,1088,450,152,51,28,254,4091,665,674,1325,681,244,80,66,216,3951,487,561,1434,750,264,112,67,203,3886,379,389,1364,724,278,92,72,202,3499,355,345,1192,804,305,87,71,157,3322,254,284,1130,756,308,81,48,184,3041,211,246,1082,650,249,88,47,128,2699,113,153,621,495,226,78,60,97,1837,75,101,396,401,237,97,75,105,1479,63,65,213,249,182,93,99,69,1036,39,46,162,141,129,71,78,92,760,39,63,121,99,89,56,70,139,675,12164,5223,10941,6416,2722,987,802,2733,41994,3183,52,8,0,0,0,0,428,3671,2927,345,156,31,11,0,0,356,3830,2360,860,587,180,51,9,5,334,4388,1380,1251,1388,476,148,50,23,265,4974,783,795,1560,715,224,88,66,245,4475,573,611,1420,775,294,113,85,201,4077,464,568
LGA53800,1212,55,5,0,0,0,0,114,1388,731,169,91,20,7,6,0,90,1110,503,212,187,85,26,6,9,63,1090,270,188,348,161,64,26,18,57,1128,157,180,477,257,77,40,33,66,1282,171,154,516,328,113,46,25,57,1411,135,141,466,348,142,39,20,66,1356,118,120,450,334,158,43,32,48,1307,88,76,434,294,129,30,25,52,1142,50,57,335,296,126,34,19,40,950,55,39,174,183,127,41,20,41,679,34,24,112,170,116,50,53,43,596,15,29,69,109,106,48,40,42,465,18,22,44,73,58,28,31,34,308,27,29,50,54,49,30,40,39,310,3586,1488,3735,2711,1310,457,375,852,14520,1109,22,4,0,0,0,0,197,1331,715,143,68,11,0,0,0,129,1074,547,190,210,73,20,9,0,106,1175,317,183,341,175,62,14,14,120,1231,179,136,409,224,104,24,24,94,1202,139,163,465,281,91,36,45,112,1324,170,168
LGA53920,108,11,5,0,0,0,0,14,141,67,48,23,8,0,0,0,12,161,69,29,27,14,7,0,0,9,168,44,17,16,22,20,10,18,7,152,26,6,21,18,14,9,10,4,105,14,10,13,17,8,12,13,6,93,12,8,14,18,9,0,13,4,79,13,9,11,23,15,8,16,3,106,9,6,22,14,9,8,15,6,81,6,4,16,12,6,3,10,3,65,3,0,0,9,3,3,4,4,25,12,0,0,0,0,0,9,0,21,0,0,0,3,0,0,0,3,10,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,3,11,385,164,171,151,106,61,113,84,1227,60,10,0,0,0,0,0,50,122,59,38,10,3,0,0,0,40,151,46,30,20,18,3,3,4,54,172,29,14,14,16,4,4,5,53,147,15,15,13,10,14,7,15,21,112,8,10,13,8,17,14,11,43,123,9,0
LGA53990,672,10,0,0,0,0,0,64,752,382,100,49,13,0,0,0,46,600,283,153,155,40,12,3,0,43,688,123,117,264,113,38,3,10,45,705,99,101,343,197,62,22,8,43,868,78,88,365,225,83,19,14,40,914,79,75,355,225,81,17,14,44,892,53,64,318,235,86,20,17,50,847,49,52,265,195,87,23,18,39,718,45,29,248,197,76,15,15,44,669,31,19,131,141,66,23,14,18,455,15,20,91,99,67,33,19,24,366,14,7,34,52,52,22,22,20,216,9,12,19,30,31,28,24,11,152,5,0,17,32,19,10,19,14,119,1926,857,2655,1783,747,248,185,556,8963,729,13,0,0,0,0,0,134,875,414,65,28,10,0,0,0,63,575,300,168,153,40,13,5,0,60,733,173,147,332,145,42,9,5,54,907,86,115,313,186,66,26,3,54,852,84,86,371,232,79,24,14,70,954,100,96
LGA54060,73,5,0,0,0,0,0,10,81,45,8,8,0,0,0,0,0,66,28,14,19,9,0,0,0,0,63,15,16,27,15,6,0,0,3,86,13,8,50,34,14,4,0,3,126,7,8,61,29,11,3,0,6,130,11,10,47,41,11,0,0,4,130,10,14,43,34,14,4,0,7,130,10,12,49,35,16,9,0,4,132,16,14,51,34,26,0,0,4,140,13,11,34,31,21,7,4,7,125,0,3,24,21,11,7,0,0,72,4,0,10,13,14,7,0,5,59,0,0,3,6,15,5,4,0,33,0,0,7,3,3,0,0,4,28,243,120,441,308,159,49,22,66,1405,64,5,0,0,0,0,0,22,85,30,7,5,0,0,0,0,8,49,28,11,8,7,0,0,0,4,57,11,19,26,16,3,0,0,7,87,7,6,45,18,4,0,0,3,89,11,11,40,35,9,4,0,14,124,12,12
LGA54130,11,0,0,0,0,0,0,6,9,12,0,0,0,0,0,0,0,17,17,6,9,0,0,0,0,0,37,0,5,15,8,0,0,0,0,25,6,4,20,9,0,0,0,0,34,5,6,14,19,0,0,0,6,42,3,4,9,15,3,0,0,5,43,0,5,13,13,3,0,0,3,45,0,3,7,12,3,0,0,0,29,0,0,12,9,6,0,0,0,32,0,4,0,6,3,0,0,0,13,0,0,3,3,4,0,0,0,14,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,5,65,38,108,102,31,9,6,18,370,4,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,3,17,14,10,7,0,0,0,0,7,35,8,7,6,11,0,0,0,8,45,0,3,9,11,0,0,0,0,33,9,5,13,8,0,0,0,3,34,0,0
LGA54170,5560,41,5,0,0,0,0,363,5965,4562,261,71,12,7,0,0,240,5142,2653,605,371,93,18,4,5,166,3912,1390,1024,1187,350,82,12,8,164,4219,785,852,2235,872,209,40,25,146,5165,653,800,2896,1295,328,66,34,189,6262,612,749,3022,1480,411,72,29,181,6553,510,623,2915,1566,457,95,38,184,6382,397,535,2473,1424,410,82,38,161,5521,310,433,2079,1241,382,91,32,164,4730,173,248,1150,779,273,65,22,98,2803,119,153,639,522,244,86,46,101,1915,92,119,419,412,257,106,66,95,1564,53,104,338,280,212,101,65,114,1263,76,138,346,279,151,68,62,186,1306,17942,6684,20148,10598,3437,887,468,2540,62701,4746,13,0,0,0,0,0,408,5173,4129,172,47,12,0,0,0,304,4667,2809,563,286,82,16,6,0,222,3972,1618,1046,1199,344,78,12,3,179,4483,791,857,2137,836,183,30,13,203,5046,597,712,2664,1127,296,61,39,205,5692,570,773
LGA54200,1753,26,4,0,0,0,0,169,1958,1333,156,74,8,0,0,0,107,1675,820,282,235,71,9,0,4,78,1499,461,313,478,199,61,16,4,69,1604,279,275,665,330,102,31,9,78,1760,289,240,774,411,149,35,29,87,2018,193,232,790,439,134,43,16,76,1924,203,169,736,466,194,56,19,82,1921,143,179,699,463,179,34,24,64,1786,136,134,717,469,180,41,25,79,1769,82,96,458,332,155,46,24,53,1245,60,57,270,306,175,52,30,56,1006,52,49,180,188,122,63,45,65,774,24,39,99,112,89,43,31,31,464,22,49,114,106,66,33,21,61,483,5850,2294,6294,3892,1605,489,291,1160,21875,1712,12,0,0,0,0,0,172,1895,1280,125,34,5,0,0,0,129,1575,946,309,216,67,11,8,0,122,1675,575,391,533,205,47,15,8,119,1898,316,286,716,354,99,30,17,87,1899,265,248,792,383,129,57,22,92,1985,302,236
