LGA_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
LGA52380,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,56,3,0,0,0,5,0,0,3,5,20,7,3,0,31,36,5,80,144,15,3,0,0,24,26,5,28,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,52,67,0,0,0,0,0,0,0,3,3,0,0,0,0
LGA52450,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,13,0,0,0,0,0,4,0,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,23,5,6,0,0,13,5,0,0,15,149,151,36,4,336,139,5,59,542,126,141,25,0,292,127,7,41,469,0,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52520,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,11,22,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,8,0,0,5,0,6,15,0,15,34,5,0,0,0,7,0,0,0,6,151,165,27,3,347,140,15,68,571,128,142,21,0,294,96,9,69,471,0,0,0,0,3,3,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,8,0,0,0,0,0,0,0,0,4,0,5,0,0
LGA52590,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,0,0,0,9,18,0,62,91,8,3,0,0,10,9,0,6,20,0,0,0,0,7,0,0,3,10,22,3,0,0,22,27,0,68,123,0,0,0,0,0,9,0,7,10,475,286,86,10,852,342,38,216,1446,485,254,74,5,817,318,21,145,1295,10,4,4,0,16,7,3,9,32,3,0,0,0,3,3,0,6,8,10,4,4,0,20,12,3,11,44,5,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,5,5,0,0,0,5,6,0,71,89,11,4,0,0,11,12,5,6,34,0,0,0,0
LGA52660,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,24,0,0,0,24,45,0,37,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,45,0,34,106,9,4,0,0,11,10,0,0,20,1520,1697,520,34,3771,944,114,322,5153,1569,1714,515,39,3832,953,104,191,5084,90,21,32,0,140,150,3,22,317,0,0,0,0,3,0,0,0,4,87,21,33,0,145,150,4,22,322,0,0,0,0,0,12,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,16,21,0,0,0,30,57,0,55,145,0,0,0,0,0,0,0,0,5,0,0,0,0
LGA52730,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,3,0,14,26,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,3,8,0,20,28,10,7,0,0,15,0,0,0,19,778,544,207,12,1533,603,49,260,2453,755,511,197,3,1467,646,55,254,2417,50,41,13,0,107,53,5,16,181,4,0,0,0,0,4,0,0,3,53,46,13,0,113,57,5,16,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,7,0,39,54,0,0,0,0,0,0,0,70,72,0,0,0,0
LGA52800,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,23,5,10,0,40,33,3,29,110,20,0,0,0,25,32,6,403,460,5,9,4,0,14,21,0,267,310,5,6,0,0,11,3,0,3,15,31,15,4,0,45,61,5,677,789,3,3,0,0,4,9,0,23,38,442,597,346,94,1486,508,50,959,3002,326,458,290,62,1135,419,35,386,1976,22,5,11,3,41,75,8,66,191,0,0,0,0,4,6,0,4,10,29,8,10,3,50,76,8,67,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,24,30,0,600,657,3,0,0,0,3,0,0,49,56,4,0,0,6
LGA52870,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,10,3,0,6,19,0,0,0,0,0,0,0,0,3,6,0,0,0,12,9,0,6,18,5,3,0,0,10,5,0,0,14,800,580,160,20,1556,517,56,210,2339,874,589,171,16,1654,519,47,143,2361,8,4,3,0,13,25,0,0,45,0,0,0,0,3,0,0,0,3,8,4,7,0,20,25,0,0,43,0,0,0,0,0,5,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,6,0,0,5,7,0,8,20,0,0,0,0,5,3,0,5,15,6,0,0,0
LGA52940,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,85,76,21,3,182,78,3,23,291,79,68,23,0,174,93,6,26,298,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,92,76,15,0,179,83,5,34,301,78,65,7,0,154,66,6,46,266,4,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,0,128,134,0,0,0,0,0,5,0,6,8,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,133,147,4,0,0,0,4,11,0,41,53,70,37,31,0,142,148,5,209,511,64,32,31,3,125,122,4,47,292,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,25,33,0,0,0,0,0,0,0,8,8,0,0,0,0
LGA53150,14,0,87,75,13,42,206,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,95,15,20,10,139,208,16,52,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,0,0,12,4,0,0,0,4,9,0,0,12,0,0,0,0,5,3,0,0,6,745,947,220,26,1940,679,94,154,2866,534,872,142,11,1557,332,37,57,1982,59,35,32,5,135,75,13,7,233,102,56,46,4,205,108,13,10,335,162,92,80,3,340,178,27,21,570,9,0,3,0,17,33,7,7,60,20,8,7,5,40,113,4,10,163,49,6,11,0,71,92,11,8,182,13,4,4,0,19,14,5,0,35,0,0,0,0,0,4,0,0,4,89,17,33,4,151,254,19,29,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0
LGA53220,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,0,0,8,11,0,63,76,7,0,4,0,9,23,0,244,277,0,0,0,0,0,0,0,3,4,0,4,0,0,4,5,0,6,11,10,3,4,0,14,33,0,245,290,4,0,0,0,5,18,0,54,77,376,658,131,17,1192,362,29,646,2230,347,609,148,21,1123,329,39,327,1817,0,0,0,0,8,30,4,7,43,3,0,0,0,9,11,0,4,27,6,4,0,0,14,38,8,13,73,5,0,0,0,11,23,0,44,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,23,0,44,82,10,0,4,0,14,12,0,295,327,0,0,0,0,0,3,0,35,37,0,0,0,0
LGA53290,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,5,12,4,12,0,32,33,3,16,84,11,0,0,0,17,17,0,74,110,9,0,0,0,5,3,0,30,44,0,5,0,0,4,4,0,0,5,22,9,3,0,32,22,0,102,157,19,18,4,0,43,31,5,101,175,1430,1476,465,40,3417,1276,129,757,5572,1387,1298,426,40,3154,1062,122,496,4837,52,24,43,6,121,244,6,61,432,8,5,0,0,19,22,0,11,46,67,33,43,6,141,265,7,61,478,5,4,4,0,18,71,0,22,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,4,0,14,73,0,22,115,16,3,0,6,23,37,6,103,164,8,0,0,0,8,3,0,25,36,0,0,0,0
LGA53360,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,29,42,0,741,820,8,3,0,0,7,9,0,132,143,0,0,0,0,0,0,0,0,0,29,8,3,0,41,55,0,872,968,5,0,0,0,3,0,0,67,74,296,288,71,6,652,250,39,1127,2075,287,278,62,3,627,167,64,224,1082,7,0,5,0,9,8,0,4,29,0,0,0,0,0,0,4,3,13,11,0,5,0,11,7,9,16,42,14,0,5,0,21,35,3,12,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,21,35,3,18,71,38,22,4,0,66,53,4,975,1100,6,0,0,0,4,3,0,47,56,3,9,0,0
LGA53430,22,0,257,272,22,124,674,..,..,..,..,..,..,..,..,..,0,0,0,0,0,5,0,0,4,387,96,66,12,553,740,66,322,1684,36,0,3,0,39,46,9,19,110,0,0,0,0,0,0,0,41,42,3,8,0,0,12,9,0,7,24,35,8,3,0,49,58,5,62,178,27,5,3,0,39,48,3,42,121,3166,2731,1156,119,7169,3669,681,1118,12639,2204,2531,858,64,5667,1758,447,287,8152,324,185,142,18,678,715,85,80,1557,397,192,144,18,748,616,93,103,1556,724,378,282,38,1425,1330,175,179,3115,61,21,15,0,101,249,18,44,415,143,27,39,6,217,305,26,66,612,376,86,50,0,514,573,45,116,1258,18,0,0,0,20,31,4,12,69,13,6,4,0,21,17,3,9,51,609,152,111,8,874,1179,98,242,2391,44,5,8,0,50,77,4,38,179,0,0,0,0,0,0,0,93,93,7,4,4,0
LGA53570,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,12,7,0,0,0,7,6,0,11,22,6,0,0,0,6,0,0,0,12,3,0,0,0,3,0,0,0,3,15,0,0,0,19,10,0,12,39,9,5,0,0,22,13,3,30,66,714,477,135,12,1333,476,68,282,2163,748,470,132,18,1370,468,71,193,2104,14,0,3,0,16,25,0,4,43,6,0,0,0,0,3,0,4,8,17,0,3,0,14,23,0,4,53,5,0,0,0,5,16,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,16,0,4,28,7,0,0,0,11,19,3,30,65,0,0,3,0,3,0,0,4,7,0,0,0,0
LGA53640,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,133,127,40,5,304,116,11,70,496,136,136,26,8,305,108,8,39,470,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,23,0,4,0,0,4,4,0,4,16,128,105,29,0,260,116,5,48,438,123,92,27,4,250,102,3,31,397,0,0,0,0,0,14,0,10,29,0,0,0,0,0,0,0,0,0,3,0,0,0,7,14,0,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,98,86,52,13,244,190,40,36,505,19,3,4,0,29,80,0,33,144,0,3,0,0,3,0,0,5,10,17,25,16,0,58,15,6,0,78,41,35,15,0,92,100,5,42,232,18,16,4,4,44,33,0,9,85,9324,15311,4652,612,29900,7722,1371,1815,40811,8678,15802,4701,520,29697,7043,1173,1319,39238,673,537,358,46,1606,1550,100,209,3459,94,91,58,15,257,214,26,33,525,760,627,415,59,1859,1763,125,239,3983,85,66,62,3,220,243,21,40,520,58,27,19,9,119,123,19,14,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,8,0,29,28,0,5,56,155,106,89,19,366,391,44,58,855,23,0,7,0,26,80,3,28,144,0,0,0,0,0,0,0,27,31,18,7,5,3
LGA53800,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,39,14,26,5,88,154,10,71,324,51,0,3,0,60,114,0,113,282,14,8,0,0,21,10,0,21,52,19,28,20,4,69,14,5,14,101,83,34,24,4,142,136,6,148,433,15,5,7,0,27,24,6,66,119,3938,4020,1727,160,9843,3466,402,1296,15008,3709,3712,1596,125,9147,2884,334,950,13318,215,77,128,26,440,748,37,192,1417,97,52,28,0,182,105,5,43,337,312,126,157,31,629,850,44,231,1757,35,13,20,7,64,137,8,60,265,0,0,0,0,0,13,0,3,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,13,30,13,20,7,73,152,10,64,299,36,0,4,0,42,75,0,233,351,8,0,0,0,6,8,0,60,82,6,4,0,0
LGA53920,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,6,0,6,0,9,11,0,14,37,4,0,0,0,0,15,0,159,175,0,0,4,0,3,11,0,58,69,0,0,0,0,4,4,0,0,14,4,4,7,0,16,23,0,223,258,0,0,0,0,5,3,0,4,9,118,189,155,23,482,199,13,461,1155,86,236,216,34,572,153,15,125,862,6,13,10,0,34,31,3,11,79,0,0,0,0,0,10,0,3,20,6,13,10,0,34,42,3,14,91,6,0,0,0,8,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,4,0,0,10,13,0,0,0,15,16,0,265,300,0,0,0,0,0,5,0,43,46,0,0,0,0
LGA53990,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,10,11,10,0,23,28,0,17,64,18,0,3,0,23,53,4,65,147,0,0,0,0,0,3,0,8,11,0,0,0,0,0,3,0,6,7,18,0,3,0,24,64,3,75,168,12,12,4,0,34,18,0,3,57,2783,3322,878,61,7042,1765,172,681,9654,3076,3367,1052,79,7578,1722,202,331,9835,89,26,28,4,143,204,7,25,366,0,13,0,0,14,0,0,0,11,88,34,28,4,154,201,7,25,379,6,3,5,0,18,27,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,18,27,0,0,50,31,11,5,4,44,89,0,132,260,0,0,3,0,8,6,0,52,63,0,3,0,0
LGA54060,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,10,0,0,0,13,34,0,6,46,9,0,0,0,14,21,0,62,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,17,23,0,62,96,4,3,3,0,10,4,0,20,42,526,339,106,9,986,392,30,181,1590,474,302,109,9,896,327,21,144,1378,7,4,11,0,20,61,4,14,95,20,12,3,0,34,21,4,12,61,30,15,13,0,51,77,5,28,159,8,0,0,0,10,20,0,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,20,0,9,39,8,0,0,0,11,14,0,104,126,0,0,0,0,0,0,0,8,10,4,0,0,0
LGA54130,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,3,12,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,3,8,0,0,0,4,3,0,4,20,0,0,0,0,0,0,0,0,0,134,107,23,3,270,108,7,81,471,133,113,17,3,276,112,6,54,447,0,0,0,0,0,11,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,6,0,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0
