LGA_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
LGA57770,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,12,0,0,0,8,9,0,4,25,14,0,0,0,13,37,0,378,435,0,0,0,0,5,0,0,33,39,6,0,0,0,7,0,0,6,12,16,0,0,0,27,39,3,418,482,3,0,0,0,3,14,0,44,57,125,75,11,5,216,154,14,543,930,89,60,9,0,167,89,8,92,355,0,0,0,0,3,10,0,10,27,0,0,0,0,0,3,0,0,3,0,0,0,0,3,12,3,12,34,0,0,0,0,4,9,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,8,22,6,3,0,33,23,0,580,641,0,0,0,0,4,0,0,47,53,0,0,0,0
LGA57840,18,9,385,349,44,171,942,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,627,197,103,69,993,1085,164,359,2599,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,8,8,5,4,0,0,7,0,0,0,7,5,4,0,0,7,0,0,14,21,15,15,5,0,32,21,6,6,64,4524,4228,1247,376,10373,4947,1019,1259,17599,2485,3378,742,157,6758,1577,373,244,8956,678,343,200,45,1277,1292,151,145,2862,1047,518,246,94,1901,1289,252,155,3603,1730,860,450,143,3175,2581,405,297,6466,186,104,42,19,355,482,59,77,971,188,44,23,17,276,464,45,57,840,185,49,27,20,275,263,34,40,621,161,46,22,5,227,270,28,33,562,0,0,0,0,0,3,0,0,7,717,245,118,65,1143,1477,175,207,2996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57910,21,11,276,397,32,75,774,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,8,1660,669,394,105,2830,3929,453,798,8006,12,0,0,0,16,21,0,72,103,0,0,0,0,0,4,0,17,25,7,3,7,0,12,6,3,4,25,16,10,6,0,31,33,3,99,156,45,46,10,0,107,63,14,13,198,21674,23308,7599,1241,53819,23645,3955,4998,86422,14074,19834,5289,639,39838,10702,1841,1553,53935,4963,3655,2244,295,11162,9767,1139,1079,23152,1912,1424,663,90,4093,2254,468,318,7135,6875,5081,2908,388,15253,12022,1609,1394,30285,1149,504,317,70,2037,3074,259,378,5751,550,246,101,23,917,1170,146,161,2392,286,55,40,12,394,515,44,61,1012,101,29,9,3,148,136,31,26,340,7,8,4,0,26,22,0,3,47,2096,842,479,109,3521,4918,478,629,9550,20,5,0,0,24,20,3,52,103,6,0,0,0,6,0,0,43,46,0,0,0,0
LGA57980,33,15,341,474,53,139,992,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,573,167,98,30,871,1248,140,323,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,8,3,3,0,0,11,11,0,3,17,1826,1633,465,78,4002,2366,378,572,7313,994,1319,285,31,2636,692,119,70,3513,65,68,17,5,151,132,11,14,308,267,184,104,15,570,420,62,41,1096,333,249,118,21,720,548,78,57,1406,169,62,39,9,276,402,38,39,757,213,60,36,10,319,561,31,64,974,256,98,50,8,407,619,40,91,1156,0,6,5,0,12,11,3,0,36,0,0,0,0,0,0,0,0,0,650,218,127,28,1020,1596,112,196,2922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0
LGA58050,0,0,12,11,4,0,26,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,106,38,50,9,210,241,30,102,581,61,9,5,0,73,132,8,79,299,12,12,0,0,23,0,0,42,66,9,5,7,0,23,8,5,5,36,84,21,10,0,116,140,14,128,402,18,25,10,3,64,39,4,9,107,11070,16972,5720,551,34312,8412,1271,2632,46627,11488,19156,6203,572,37417,8170,1200,1489,48282,684,503,485,55,1727,1851,155,219,3952,183,108,132,16,431,412,46,98,978,862,612,616,66,2160,2263,198,314,4931,60,24,43,10,139,218,12,32,402,59,24,43,6,124,209,17,22,375,24,8,9,0,44,56,4,7,110,14,0,7,0,20,37,3,8,63,21,10,3,0,33,37,0,0,74,168,61,106,17,354,553,38,79,1025,54,6,7,0,66,133,3,77,281,0,3,0,0,3,4,0,399,410,7,5,6,3
LGA58190,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,3,32,43,15,0,87,40,6,24,153,28,40,12,4,91,53,0,27,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,68,58,22,4,154,63,0,22,237,62,51,16,0,132,59,0,35,218,0,0,0,0,3,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA58330,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,13,11,0,8,34,4,0,0,0,3,7,0,3,16,0,0,0,0,0,0,0,0,0,13,4,0,0,20,19,0,16,52,8,3,0,0,7,0,0,0,14,710,393,142,8,1250,452,40,185,1922,698,359,140,16,1215,437,54,195,1897,0,0,0,0,4,3,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,11,0,20,36,0,0,0,0,4,0,0,0,6,0,0,0,0
LGA58400,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,50,18,9,3,81,52,5,32,168,39,12,12,0,64,54,0,21,141,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40,43,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,43,46,0,0,0,0,0,0,0,0,0,8,18,16,0,45,14,4,58,124,4,11,6,0,24,12,0,4,39,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,60,73,0,0,0,0,0,0,0,4,4,0,0,0,0
LGA58510,42,21,558,491,84,154,1283,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,741,291,99,57,1188,1164,182,358,2903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,6,0,0,12,5,0,0,16,3,6,0,0,12,5,4,7,22,15,10,7,0,26,19,4,10,62,3773,3007,1006,336,8126,4278,1176,1156,14734,2394,2421,680,151,5645,2081,635,322,8677,531,401,171,50,1151,1038,196,119,2508,369,227,88,36,721,503,114,88,1427,902,626,258,85,1875,1543,317,211,3938,182,112,46,7,342,490,36,80,948,163,59,20,9,255,378,61,62,761,276,88,33,19,416,608,59,95,1178,236,67,46,11,357,214,38,45,658,0,0,0,0,0,0,0,0,0,855,321,144,52,1376,1690,194,290,3545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0
LGA58540,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,4,0,0,0,4,104,106,16,4,234,103,7,29,369,107,78,11,3,201,75,4,44,321,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58570,22,20,561,627,126,215,1531,..,..,..,..,..,..,..,..,..,0,0,0,0,0,4,0,0,0,1112,210,91,51,1471,1737,354,580,4136,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,43,43,14,7,0,0,31,20,8,10,67,21,8,0,0,30,20,6,50,113,17,7,5,0,31,23,5,3,62,3773,3080,834,198,7888,4182,1323,1250,14642,2024,2614,619,86,5348,1540,541,192,7610,342,266,77,25,713,604,107,72,1491,633,323,153,33,1134,628,200,81,2045,976,589,228,54,1844,1232,311,155,3536,234,44,42,14,342,530,86,78,1032,456,97,72,14,643,902,145,123,1815,516,129,60,20,728,1002,163,160,2048,15,0,0,0,17,17,0,0,31,0,0,0,0,5,3,3,0,12,1224,266,188,51,1720,2443,407,365,4935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,18,9,4,0
LGA58610,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,13,0,0,0,0,3,0,0,0,6,250,150,67,3,470,231,17,85,801,223,127,64,9,421,205,20,64,707,0,0,0,0,4,33,4,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,4,3,38,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58680,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,5,8,4,0,0,8,4,0,4,16,71,49,9,0,131,37,0,24,188,77,51,15,0,134,41,4,39,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,0,0,3,5,0,0,9,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,4,33,19,15,0,60,55,8,37,164,23,4,10,0,40,105,0,63,206,0,3,0,0,7,0,0,4,12,0,5,0,0,9,0,0,4,15,27,13,11,0,59,105,4,68,233,22,26,4,0,49,24,0,8,78,15090,26007,7690,696,49484,10367,1635,3217,64700,15744,28065,8860,703,53372,10907,1367,1886,67535,1034,484,580,36,2137,2108,123,196,4562,146,93,119,14,370,300,34,52,749,1183,578,704,48,2510,2407,154,243,5310,13,5,15,0,32,44,5,11,89,33,17,7,3,57,81,5,9,154,3,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,24,17,5,0,40,33,0,6,78,64,37,27,8,138,164,9,19,323,16,0,4,0,29,108,0,27,159,13,4,0,0,16,17,0,35,68,5,4,0,0
LGA58820,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,11,7,4,0,24,41,0,5,72,0,0,0,0,6,5,0,18,31,4,4,0,0,5,0,0,0,7,3,0,0,0,3,0,0,0,5,3,6,0,0,14,11,0,12,38,0,0,0,0,7,8,0,0,18,465,425,159,10,1059,366,29,153,1608,502,417,130,10,1059,360,33,81,1536,16,5,7,0,32,63,3,11,101,0,0,0,0,0,0,0,0,0,16,5,7,0,32,65,3,11,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,10,0,8,23,0,0,0,0,0,0,0,3,3,0,0,0,0
LGA58890,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,120,75,16,4,218,105,7,33,366,113,72,19,0,199,81,3,41,323,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59030,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,32,27,0,0,61,21,0,20,100,43,20,0,0,68,30,0,17,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,98,74,12,0,188,85,8,22,302,87,57,16,3,166,57,3,45,269,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59170,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,138,101,26,0,262,79,8,25,379,131,104,18,0,255,84,7,48,388,0,0,0,0,6,10,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59250,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,41,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,39,42,5,0,0,0,0,0,0,4,7,22,19,22,8,67,31,4,77,172,19,10,15,3,46,29,3,31,112,0,0,0,0,0,3,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,3,3,0,0,0,0
LGA59310,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,5,0,10,21,0,0,0,0,0,4,0,0,4,166,142,44,8,359,170,20,36,587,154,119,47,3,324,158,12,38,527,0,0,3,0,10,16,0,6,25,0,0,0,0,0,0,0,0,0,0,0,3,0,10,16,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59320,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,45,10,0,110,39,3,13,169,46,52,12,0,119,44,7,16,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59330,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,37,8,0,111,94,6,41,251,54,31,15,5,100,91,9,27,232,0,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
