LGA_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
LGA52800,280,491,281,49,1103,274,41,269,1685,7,4,6,0,18,23,3,25,71,3,4,0,0,6,3,0,7,21,6,7,3,0,24,28,3,35,89,19,4,7,0,30,23,4,13,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,19,4,7,0,30,23,4,13,76,37,6,0,0,44,50,3,401,495,3,0,0,0,3,4,0,224,235,0,0,0,0,5,0,0,0,8,42,9,6,4,50,56,3,625,737,9,0,0,0,9,5,0,121,141,360,511,295,52,1220,397,49,1061,2725,350,543,309,85,1294,296,30,185,1811,34,29,18,11,89,100,8,48,243,0,4,0,0,7,4,0,0,13,35,27,20,11,95,104,8,50,251,23,5,10,0,40,33,3,29,110,0,0,0,0,0,0,0,0,0,0,0
LGA52870,726,584,165,10,1486,393,29,81,1994,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,7,0,0,0,8,22,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,7,0,0,0,8,22,0,0,36,0,0,0,0,4,3,0,10,14,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,6,3,3,0,0,4,5,0,12,22,0,0,0,0,0,0,0,0,0,734,592,165,10,1508,432,29,87,2059,779,570,151,14,1519,462,47,199,2230,8,3,3,0,11,37,5,10,71,0,0,0,0,0,0,0,0,0,8,3,3,0,11,37,4,10,71,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0
LGA52940,104,74,15,0,194,74,4,5,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,76,18,0,198,80,4,7,296,82,76,19,0,181,76,3,13,275,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,87,68,14,0,171,74,0,4,255,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,94,68,17,0,176,80,0,6,260,93,72,15,0,172,86,5,33,290,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,82,74,44,0,201,113,10,30,353,0,0,0,0,0,3,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,9,0,93,112,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,12,0,5,0,16,8,0,93,118,0,0,0,0,0,0,0,35,35,99,73,49,0,224,125,11,157,517,68,35,31,0,137,117,5,31,299,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA53150,493,802,147,7,1446,345,63,67,1922,53,26,19,4,97,72,14,11,194,77,35,23,6,136,91,17,20,256,127,57,41,7,238,163,27,31,453,23,7,6,0,36,34,7,14,86,18,7,6,4,30,102,5,10,148,25,12,5,6,41,49,16,24,127,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,66,22,16,11,112,182,27,46,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,687,878,208,27,1797,694,115,145,2753,483,841,142,10,1483,281,45,73,1881,53,34,27,0,118,77,11,12,212,105,58,38,5,200,98,23,21,340,156,88,67,4,318,177,27,28,557,10,3,6,0,17,42,0,3,66,26,0,4,5,31,96,3,5,137,60,11
LGA53220,309,731,116,16,1171,228,53,314,1769,23,5,6,0,34,39,3,34,104,0,0,0,0,0,0,0,0,0,23,5,6,0,34,39,3,34,104,33,4,0,0,45,46,6,45,142,3,0,0,0,3,0,0,0,0,6,0,0,0,6,5,0,0,12,..,..,..,..,..,..,..,..,..,5,4,0,0,7,8,0,0,13,44,6,6,0,53,56,10,48,165,14,3,4,0,17,6,0,99,126,0,0,0,0,0,0,0,26,29,0,0,0,0,0,4,0,0,6,16,4,4,0,24,13,0,123,156,3,0,0,0,11,7,0,84,99,392,746,130,16,1288,344,64,595,2289,349,651,120,15,1134,269,26,255,1680,9,4,9,0,22,25,3,32,77,0,0,0,0,0,9,0,9,20,9,3,11,0,24,38,3,34,100,3,0,0,0,8,11,0,63,76,0,0,0,0,0,0,0,0,0,0,0
LGA53290,1250,1407,429,29,3123,827,87,265,4305,42,11,9,0,58,142,5,14,213,55,51,10,0,118,36,0,4,155,95,65,13,0,177,174,3,16,368,30,19,19,3,73,112,9,43,227,0,0,0,0,0,0,0,0,0,7,0,4,0,10,17,0,0,23,..,..,..,..,..,..,..,..,..,0,0,0,0,4,0,0,0,5,39,20,23,3,85,127,9,41,256,22,13,8,4,39,47,0,120,204,0,3,0,0,10,6,0,5,22,3,3,5,0,12,5,0,5,16,30,21,11,6,61,63,0,125,245,0,4,0,0,3,4,0,9,17,1410,1517,478,35,3442,1188,103,461,5187,1318,1414,412,36,3180,947,109,483,4714,49,28,31,6,115,237,11,51,409,7,5,6,0,18,11,0,10,33,62,29,36,3,130,243,12,62,448,13,4,12,0,30,33,3,12,80,0,0,0,0,0,0,0,0,0,0,0
LGA53360,222,217,53,0,491,123,37,127,775,8,5,10,0,23,23,6,7,55,0,0,0,0,0,0,0,4,7,8,6,10,0,24,21,4,15,65,10,0,0,0,10,38,3,35,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,10,0,0,0,10,38,3,35,89,42,8,0,0,47,32,4,785,868,5,3,0,0,4,0,0,92,99,10,3,5,0,14,7,0,6,25,49,11,5,0,66,41,4,883,998,0,3,0,0,3,0,3,12,14,296,239,61,0,598,224,45,1070,1943,251,272,62,4,593,171,37,172,971,13,6,0,0,15,27,0,5,50,0,0,0,0,0,0,0,11,12,13,6,0,0,20,27,4,15,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53430,1937,2105,815,86,4935,1670,421,291,7320,297,140,148,17,604,651,91,80,1426,307,134,96,13,548,351,85,84,1072,605,274,244,29,1154,1011,175,163,2498,117,26,30,0,182,363,44,95,687,121,21,32,3,187,273,39,112,604,96,21,15,8,143,241,14,59,455,..,..,..,..,..,..,..,..,..,4,0,0,0,4,0,0,0,7,342,72,78,15,512,877,98,267,1753,39,3,11,0,55,71,0,67,198,0,0,0,0,0,0,0,68,68,6,4,5,0,12,16,7,8,45,47,13,12,0,69,88,11,143,312,0,0,0,0,3,0,0,3,11,2927,2468,1149,128,6673,3645,709,864,11890,1961,2225,785,74,5048,1612,430,413,7500,322,189,146,21,674,695,84,104,1560,429,201,164,16,804,519,97,175,1601,751,387,305,35,1480,1214,180,281,3156,71,25,18,0,112,201,13,78,404,122,33,23,8,179,258,28,125,594,195,45
LGA53570,657,454,103,7,1225,349,24,152,1759,6,0,3,0,11,6,0,3,13,4,3,0,0,5,0,0,0,11,7,4,4,0,14,8,0,3,23,9,0,4,0,12,20,3,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,9,0,4,0,12,20,3,3,46,11,3,0,0,13,3,0,18,32,5,3,0,0,9,5,0,0,16,3,0,0,0,3,0,0,0,3,19,5,0,0,27,7,0,23,57,0,3,0,0,3,0,0,3,4,691,465,117,8,1278,387,36,180,1882,670,461,126,15,1272,432,61,230,1997,11,0,4,0,23,16,4,12,48,0,0,0,0,0,0,0,0,7,10,4,4,0,25,13,0,10,51,0,0,0,0,7,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0
LGA53640,138,148,34,3,320,128,5,31,484,0,0,0,0,5,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,6,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,4,10,0,0,0,0,0,0,0,0,5,140,149,32,3,325,140,6,38,514,136,123,30,5,293,107,11,66,469,0,0,0,0,6,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,131,104,23,0,270,108,14,17,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,10,0,0,0,0,0,0,0,0,0,139,104,26,0,271,111,14,27,419,126,103,27,0,257,104,5,29,395,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,8383,13068,4117,532,26101,5585,1139,1509,34328,398,202,183,27,814,793,58,76,1734,22,28,13,0,53,18,8,10,86,417,222,193,27,868,812,64,86,1824,253,143,161,25,583,695,54,94,1425,9,7,0,0,14,18,4,4,43,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,4,4,0,0,11,269,146,159,25,599,723,60,99,1482,18,3,0,0,23,84,3,9,119,0,0,0,0,0,0,0,0,0,7,14,9,0,26,13,0,0,39,28,13,15,0,53,87,6,12,161,9,0,0,0,6,9,0,3,14,9099,13451,4481,584,27615,7220,1260,1713,37809,8286,14386,4114,518,27303,5830,1179,1434,35752,806,722,432,64,2025,1493,119,281,3915,71,79,32,5,191,88,17,18,320,884,796,463,72,2219,1581,139,302,4232,88,61,45,7,205,139,27,29,396,11,19,6,8,46,46,14,9,107,0,0
LGA53800,3313,3999,1446,99,8863,2299,324,439,11928,122,58,101,8,284,355,25,52,713,8,10,14,0,35,15,0,10,63,131,69,111,8,317,372,24,59,779,141,46,57,7,257,472,34,66,827,4,0,4,0,11,19,6,0,37,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,4,143,45,63,7,267,497,32,68,867,79,16,9,0,102,138,8,269,513,4,0,0,0,4,4,0,25,35,9,0,0,0,11,3,0,7,16,90,15,9,0,112,144,11,296,564,3,0,0,0,3,5,0,18,29,3685,4131,1630,114,9565,3318,398,881,14165,3512,3804,1533,132,8975,2391,327,838,12530,204,72,124,16,411,670,41,155,1282,85,82,22,5,193,98,15,19,322,286,157,144,21,607,763,51,172,1597,39,17,23,5,82,142,10,65,301,5,0,0,0,7,10,0,7,25,0,0
LGA53920,89,212,151,18,468,104,16,30,619,4,3,4,0,11,14,3,0,27,5,0,0,0,7,3,0,0,10,5,3,3,0,14,14,3,5,37,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,15,10,4,3,31,24,5,110,168,0,0,0,0,0,0,0,48,50,0,0,0,0,7,0,0,5,5,17,8,4,3,41,25,5,156,226,4,4,0,0,13,18,4,81,111,123,228,163,23,536,165,28,270,1000,86,165,130,23,403,116,14,178,706,12,14,15,5,46,40,3,34,123,3,0,5,0,6,7,0,9,25,16,18,17,5,51,43,3,38,144,5,0,6,0,12,11,0,14,31,0,0,0,0,0,0,0,0,0,0,0
LGA53990,2377,2936,739,40,6092,1195,146,402,7835,51,17,13,0,86,77,6,3,171,0,3,3,0,6,5,0,0,14,54,22,16,0,89,81,8,5,187,19,24,31,0,74,83,7,13,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,3,0,0,3,0,0,0,3,18,28,31,0,76,83,7,13,176,25,0,6,0,37,75,11,79,202,0,0,0,0,0,6,0,3,10,7,0,0,0,4,0,0,0,4,36,3,9,0,46,78,11,82,218,9,0,0,0,9,3,0,0,12,2489,2986,789,44,6309,1442,173,497,8424,2652,3269,821,54,6801,1473,153,546,8969,92,32,38,0,156,178,15,40,383,4,7,0,0,13,0,0,0,8,96,36,38,0,170,178,15,40,395,10,11,10,0,23,28,0,17,64,0,0,0,0,0,0,0,0,0,0,0
LGA54060,444,379,95,9,924,263,27,63,1276,9,5,8,0,14,11,0,0,29,3,0,0,0,3,0,0,3,3,8,8,8,0,15,11,0,3,37,14,3,0,0,15,24,0,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,14,3,0,0,15,24,0,11,40,12,0,0,0,16,16,0,76,106,0,0,0,0,6,0,0,3,6,0,0,0,0,0,0,0,0,9,19,3,0,0,22,15,0,79,118,0,0,0,0,0,4,0,10,19,479,391,107,9,979,317,29,166,1490,489,336,101,10,930,303,28,87,1362,10,0,4,0,17,22,0,0,41,0,0,0,0,0,0,0,0,0,10,0,4,0,17,22,0,0,41,10,0,0,0,13,34,0,6,46,0,0,0,0,0,0,0,0,0,0,0
LGA54130,109,135,14,0,259,88,10,24,393,0,0,0,0,3,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,0,0,0,3,8,0,10,19,0,0,0,0,0,0,0,0,0,115,135,20,0,269,109,10,41,432,129,105,27,3,260,95,5,73,431,3,0,0,0,9,9,0,6,19,0,0,0,0,0,0,0,0,0,3,0,0,0,9,9,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,13520,21618,4796,507,40446,6798,1167,1217,49623,554,228,218,27,1028,898,75,62,2066,196,128,91,15,434,151,75,35,695,754,360,307,41,1463,1052,151,101,2765,253,63,69,8,390,613,32,56,1086,136,46,40,15,237,160,61,62,518,63,17,17,4,107,73,19,39,236,..,..,..,..,..,..,..,..,..,15,3,0,0,26,35,0,20,81,469,139,126,24,750,881,111,175,1921,39,4,4,0,47,110,3,28,186,0,0,0,0,0,0,0,4,4,3,3,0,0,4,0,0,9,14,45,4,4,0,53,112,5,35,207,3,0,0,0,10,5,0,0,12,14793,22117,5229,573,42717,8851,1439,1533,54528,13900,21333,4548,437,40218,6687,997,1462,49366,783,431,374,42,1628,1488,83,151,3346,417,249,138,20,829,326,86,76,1320,1201,684,516,58,2451,1818,174,226,4672,114,17,24,6,156,338,10,44,547,116,30,35,14,188,134,43,38,399,99,24
LGA54200,5544,6657,1936,173,14312,3011,477,699,18495,182,58,60,3,307,378,5,30,722,29,35,7,3,68,9,0,3,77,212,90,64,4,378,382,12,32,804,53,8,13,0,71,133,6,5,219,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,10,..,..,..,..,..,..,..,..,..,4,0,0,0,0,0,0,0,4,54,9,16,0,81,142,3,7,237,27,0,0,0,30,34,0,56,121,0,0,0,0,0,0,0,4,7,0,0,0,0,3,0,0,0,5,26,3,4,0,32,38,0,61,137,5,0,0,0,5,0,0,0,5,5841,6757,2023,180,14804,3580,492,807,19679,5672,7097,2057,198,15031,3383,458,854,19727,222,80,75,8,389,546,26,70,1030,10,4,5,0,21,23,4,4,55,235,84,78,8,411,570,31,77,1087,5,0,0,0,6,38,0,0,45,0,0,0,0,0,0,0,0,0,0,0
LGA54280,2140,3225,789,91,6249,1401,350,849,8849,185,182,98,13,471,333,48,190,1051,20,13,17,3,49,26,11,27,108,205,194,108,12,519,359,55,221,1160,144,105,62,7,315,260,48,152,777,0,0,3,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,4,144,107,60,7,320,262,48,159,791,65,19,3,0,85,155,6,174,421,0,0,0,0,4,0,0,79,80,7,3,0,0,12,0,3,5,20,70,15,6,0,99,160,10,258,528,10,8,6,0,14,13,0,9,38,2568,3549,967,115,7204,2202,467,1491,11370,2026,3255,773,86,6141,1516,316,690,8665,306,248,146,13,710,590,59,215,1585,42,38,21,3,109,66,14,51,240,348,293,160,22,821,662,76,270,1818,36,14,11,3,64,117,15,37,236,0,0,0,0,0,0,0,0,0,0,0
LGA54310,1017,2009,294,43,3360,440,187,976,4967,173,138,46,8,373,209,38,279,895,16,7,0,0,27,12,7,43,85,191,145,49,8,392,226,40,318,975,61,27,9,0,100,119,4,178,409,12,5,0,0,17,13,5,10,46,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,69,35,9,4,116,135,11,189,451,166,43,9,0,221,101,10,546,877,3,0,0,0,3,3,0,48,52,0,4,0,0,4,0,0,3,15,175,50,9,0,224,106,14,597,943,9,6,0,0,13,8,0,36,62,1459,2240,357,48,4112,921,258,2119,7406,1267,2474,388,51,4185,742,183,670,5787,149,110,74,15,348,274,25,128,780,13,10,8,0,33,30,0,23,85,168,117,78,15,383,305,25,153,861,39,15,5,0,59,71,0,77,214,0,0,0,0,0,20,0,4,29,16,0
LGA54340,396,429,148,18,995,359,35,56,1448,8,14,0,0,20,15,7,0,37,0,0,0,0,0,0,0,0,0,8,14,0,0,20,15,7,0,37,8,14,0,0,29,38,5,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,14,0,0,29,38,5,5,75,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,5,0,0,6,0,0,3,15,0,0,0,0,0,0,0,0,0,420,463,150,18,1052,419,44,63,1575,394,352,128,20,893,326,53,165,1443,21,12,12,4,47,46,8,22,113,0,0,0,0,0,0,0,0,0,21,12,12,4,47,46,8,22,113,0,0,0,0,5,10,4,7,23,0,0,0,0,0,0,0,0,0,0,0
LGA54410,135,126,32,4,298,101,7,8,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,17,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,3,5,9,17,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,141,130,35,4,309,120,7,6,451,148,113,40,5,299,106,7,45,460,0,0,0,0,9,11,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
