LGA_CODE_2021,C21_Chr_Ch_nfd_0_14,C21_Chr_Ch_nfd_15_24,C21_Chr_Ch_nfd_25_34,C21_Chr_Ch_nfd_35_44,C21_Chr_Ch_nfd_45_54,C21_Chr_Ch_nfd_55_64,C21_Chr_Ch_nfd_65_74,C21_Chr_Ch_nfd_75_84,C21_Chr_Ch_nfd_85ov,C21_Chr_Ch_nfd_Tot,C21_Chr_Oth_Ch_0_14,C21_Chr_Oth_Ch_15_24,C21_Chr_Oth_Ch_25_34,C21_Chr_Oth_Ch_35_44,C21_Chr_Oth_Ch_45_54,C21_Chr_Oth_Ch_55_64,C21_Chr_Oth_Ch_65_74,C21_Chr_Oth_Ch_75_84,C21_Chr_Oth_Ch_85ov,C21_Chr_Oth_Ch_Tot,C21_Christ_Tot_0_14,C21_Christ_Tot_15_24,C21_Christ_Tot_25_34,C21_Christ_Tot_35_44,C21_Christ_Tot_45_54,C21_Christ_Tot_55_64,C21_Christ_Tot_65_74,C21_Christ_Tot_75_84,C21_Christ_Tot_85ov,C21_Christ_Tot_Tot,C21_Hinduism_0_14,C21_Hinduism_15_24,C21_Hinduism_25_34,C21_Hinduism_35_44,C21_Hinduism_45_54,C21_Hinduism_55_64,C21_Hinduism_65_74,C21_Hinduism_75_84,C21_Hinduism_85ov,C21_Hinduism_Tot,C21_Islam_0_14,C21_Islam_15_24,C21_Islam_25_34,C21_Islam_35_44,C21_Islam_45_54,C21_Islam_55_64,C21_Islam_65_74,C21_Islam_75_84,C21_Islam_85ov,C21_Islam_Tot,C21_Judaism_0_14,C21_Judaism_15_24,C21_Judaism_25_34,C21_Judaism_35_44,C21_Judaism_45_54,C21_Judaism_55_64,C21_Judaism_65_74,C21_Judaism_75_84,C21_Judaism_85ov,C21_Judaism_Tot,C21_OR_AusAborTrad_0_14,C21_OR_AusAborTrad15_24,C21_OR_AusAborTrad25_34,C21_OR_AusAborTrad35_44,C21_OR_AusAborTrad45_54,C21_OR_AusAborTrad55_64,C21_OR_AusAborTrad65_74,C21_OR_AusAborTrad75_84,C21_OR_AusAborTrad85ov,C21_OR_AusAborTrade_Tot,C21_OR_Sikhism_0_14,C21_OR_Sikhism_15_24,C21_OR_Sikhism_25_34,C21_OR_Sikhism_35_44,C21_OR_Sikhism_45_54,C21_OR_Sikhism_55_64,C21_OR_Sikhism_65_74,C21_OR_Sikhism_75_84,C21_OR_Sikhism_85ov,C21_OR_Sikhism_Tot,C21_OR_Ot_Re_Gr_0_14,C21_OR_Ot_Re_Gr_15_24,C21_OR_Ot_Re_Gr_25_34,C21_OR_Ot_Re_Gr_35_44,C21_OR_Ot_Re_Gr_45_54,C21_OR_Ot_Re_Gr_55_64,C21_OR_Ot_Re_Gr_65_74,C21_OR_Ot_Re_Gr_75_84,C21_OR_Ot_Re_Gr_85ov,C21_OR_Ot_Re_Gr_Tot,C21_Oth_Rel_Tot_0_14,C21_Oth_Rel_Tot_15_24,C21_Oth_Rel_Tot_25_34,C21_Oth_Rel_Tot_35_44,C21_Oth_Rel_Tot_45_54,C21_Oth_Rel_Tot_55_64,C21_Oth_Rel_Tot_65_74,C21_Oth_Rel_Tot_75_84,C21_Oth_Rel_Tot_85ov,C21_Oth_Rel_Tot_Tot,C21_SBOSB_No_RA_0_14,C21_SBOSB_No_RA_15_24,C21_SBOSB_No_RA_25_34,C21_SBOSB_No_RA_35_44,C21_SBOSB_No_RA_45_54,C21_SBOSB_No_RA_55_64,C21_SBOSB_No_RA_65_74,C21_SBOSB_No_RA_75_84,C21_SBOSB_No_RA_85ov,C21_SBOSB_No_RA_Tot,C21_Rel_aff_ns_0_14,C21_Rel_aff_ns_15_24,C21_Rel_aff_ns_25_34,C21_Rel_aff_ns_35_44,C21_Rel_aff_ns_45_54,C21_Rel_aff_ns_55_64,C21_Rel_aff_ns_65_74,C21_Rel_aff_ns_75_84,C21_Rel_aff_ns_85ov,C21_Rel_aff_ns_Tot,C21_Tot_0_14,C21_Tot_15_24,C21_Tot_25_34,C21_Tot_35_44,C21_Tot_45_54,C21_Tot_55_64,C21_Tot_65_74,C21_Tot_75_84,C21_Tot_85ov,C21_Tot_Tot
LGA52380,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,9,18,11,23,10,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,4,11,14,18,9,0,95,3,0,0,7,6,0,11,0,0,39,4,19,35,20,31,35,58,11,0,215
LGA52450,5,5,6,6,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,108,75,73,75,63,91,86,37,22,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,4,0,0,0,9,136,115,66,58,54,53,42,19,6,544,17,11,12,17,19,15,17,0,3,110,260,201,152,155,136,154,151,64,27,1302
LGA52520,20,0,0,8,4,8,3,4,0,60,0,0,0,0,0,0,0,0,0,0,121,51,78,97,70,96,51,40,29,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,52,72,79,51,70,48,9,4,506,49,18,28,38,33,36,16,7,6,232,298,118,176,211,155,204,118,63,36,1379
LGA52590,14,4,0,9,10,5,17,4,0,59,0,0,0,0,0,3,0,0,0,3,83,47,72,100,154,251,332,169,49,1254,0,3,8,3,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,0,0,0,3,0,4,0,0,10,4,6,0,0,3,0,4,0,0,18,349,132,221,201,205,273,194,68,9,1650,34,33,61,55,49,57,66,30,7,403,471,224,368,364,413,589,599,265,65,3355
LGA52660,107,54,39,64,67,51,33,20,0,435,0,3,0,0,0,11,0,0,0,20,929,472,469,703,879,892,860,620,217,6042,13,6,7,16,3,0,0,0,0,47,31,13,19,32,10,19,3,0,0,129,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,11,0,11,14,0,0,0,0,0,35,5,0,11,10,3,5,3,0,0,36,16,0,16,20,3,5,6,0,0,75,1816,946,1174,1002,793,728,492,164,53,7157,157,85,129,133,149,145,122,112,81,1121,2991,1526,1843,1927,1851,1805,1489,900,347,14686
LGA52730,17,7,10,15,15,15,30,3,3,104,0,0,0,3,0,0,3,0,0,5,124,62,54,109,174,331,422,285,74,1642,0,0,0,0,4,0,4,3,0,10,0,0,6,0,0,3,0,0,0,12,0,0,0,0,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,10,5,10,5,0,0,41,6,4,5,10,5,10,5,0,0,41,797,390,271,472,503,573,476,199,59,3743,144,56,56,85,120,120,109,46,19,754,1084,522,393,691,833,1055,1042,542,155,6310
LGA52800,109,87,57,58,46,33,17,9,9,419,0,0,0,0,0,5,0,0,0,5,537,347,344,353,365,339,213,71,23,2585,6,0,9,4,0,0,0,0,0,14,14,0,4,9,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,25,16,22,4,10,12,0,0,0,91,3,0,0,0,0,0,0,0,0,3,5,3,0,5,0,5,3,0,0,17,37,16,26,11,10,15,3,0,0,119,442,284,448,257,199,218,97,15,0,1965,584,380,437,324,272,199,105,24,3,2331,1609,1036,1270,958,858,781,421,119,29,7075
LGA52870,42,15,18,28,31,29,26,13,9,205,0,0,0,0,0,0,0,0,0,3,339,142,119,217,335,470,489,292,96,2498,4,0,0,0,0,0,0,0,0,6,10,0,8,3,3,9,0,0,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,5,0,3,3,8,12,5,8,0,0,38,0,3,5,4,12,5,7,0,0,39,618,337,318,389,424,428,387,127,23,3055,58,49,41,60,73,83,85,34,8,489,1024,537,502,684,847,1009,978,460,127,6155
LGA52940,8,3,6,3,3,5,7,3,0,28,0,0,0,0,0,0,0,0,0,0,40,25,16,30,43,42,83,30,10,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,96,32,30,44,32,34,32,7,0,312,14,10,4,7,19,8,10,5,0,78,152,60,55,86,90,84,126,45,10,715
LGA53010,5,0,3,0,3,0,0,0,0,11,6,0,0,0,0,0,0,0,0,3,33,9,27,31,32,50,46,25,0,248,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,6,83,19,35,46,37,36,27,7,0,299,21,8,11,14,16,21,20,9,0,121,136,39,74,93,89,102,96,44,0,681
LGA53080,3,3,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,29,18,27,12,40,41,38,29,5,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,29,33,38,29,36,60,36,11,0,272,18,17,22,8,26,28,15,3,0,149,74,62,96,53,109,133,95,49,3,677
LGA53150,21,6,9,12,12,17,18,8,3,121,0,0,0,0,5,0,0,0,0,3,480,374,176,281,532,540,451,293,137,3270,3,0,5,3,3,0,0,0,0,22,0,0,5,5,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,4,10,7,5,15,5,0,51,8,0,5,10,7,5,15,3,0,50,814,496,471,546,581,472,341,114,38,3878,71,31,52,71,60,48,43,47,79,509,1374,912,717,925,1198,1081,876,471,254,7819
LGA53220,106,62,63,81,48,32,13,3,0,399,0,0,0,0,0,5,0,0,0,6,489,291,476,581,521,416,117,23,3,2903,13,5,22,22,10,3,3,0,0,76,15,9,30,24,20,6,0,0,0,95,0,0,0,0,0,0,0,0,0,4,50,32,25,30,10,8,4,4,3,163,0,0,14,0,0,0,0,0,0,17,4,4,3,5,5,3,0,0,0,26,52,37,41,42,12,18,4,4,3,202,775,446,1037,727,440,286,69,15,3,3817,232,230,689,595,437,294,55,6,0,2547,1578,1026,2324,2020,1476,1035,251,44,13,9760
LGA53290,144,68,71,96,91,73,73,37,10,663,3,3,0,0,4,0,3,3,0,17,710,361,368,516,737,876,848,574,214,5203,4,0,3,4,0,0,0,0,0,15,3,0,7,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,7,0,10,0,3,3,0,0,0,20,5,5,9,4,5,6,0,0,0,33,1615,942,964,897,900,796,455,219,50,6842,357,168,190,199,237,209,174,119,23,1686,2720,1488,1548,1642,1899,1894,1486,918,284,13883
LGA53360,18,10,16,11,8,12,3,0,0,75,0,0,0,0,0,0,0,0,0,0,92,55,113,109,121,146,124,67,16,839,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,3,3,0,0,0,0,9,390,217,364,309,240,184,94,23,0,1831,71,42,63,59,48,46,27,7,0,367,562,323,544,498,425,379,244,101,16,3085
LGA53430,75,42,58,68,79,89,70,36,6,519,3,0,0,0,3,4,0,3,0,17,1226,838,840,1091,1516,1821,1716,1251,593,10893,18,13,22,15,18,11,10,0,0,105,38,16,26,33,26,28,12,11,0,194,14,18,10,8,14,6,18,5,0,90,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,0,16,11,12,16,23,18,22,28,0,6,142,18,18,22,29,22,24,31,0,6,167,2945,2026,3122,2862,2258,2172,1486,509,137,17511,304,246,455,388,393,294,236,138,116,2567,4575,3203,4531,4498,4338,4423,3573,1936,849,31930
LGA53570,29,12,31,15,29,28,26,13,6,194,0,0,0,0,0,0,0,0,0,0,216,150,171,213,328,442,541,295,62,2411,0,0,0,6,0,0,0,0,0,9,3,3,0,7,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,14,0,0,4,4,5,0,0,0,0,16,502,262,317,291,340,363,277,113,19,2472,77,46,63,51,101,79,96,59,6,578,794,462,574,577,782,898,928,462,88,5576
LGA53640,0,3,0,8,0,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,90,48,59,68,81,83,84,10,11,533,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,41,104,57,60,77,41,17,0,532,39,10,8,23,7,22,20,3,0,130,261,98,175,155,150,181,143,34,8,1215
LGA53710,7,5,0,4,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,60,29,30,57,56,84,97,39,22,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,95,37,33,50,52,53,44,10,0,370,10,11,8,10,19,20,16,12,3,115,166,76,65,117,122,153,158,68,24,955
LGA53780,1172,736,704,836,694,575,345,142,38,5239,33,32,33,22,33,41,18,11,0,228,7849,5494,4415,6208,6882,6585,6074,3496,1209,48214,1627,501,941,1516,570,259,122,33,0,5577,4630,2088,2219,2362,1279,714,335,102,20,13744,0,6,9,7,8,12,5,0,0,44,7,0,0,3,3,0,0,0,0,12,754,320,1087,588,112,100,63,16,3,3049,34,59,77,97,85,90,52,17,7,498,789,379,1164,686,200,184,109,34,11,3563,9104,6275,6488,6498,5284,3842,2480,987,314,41279,1625,1067,1726,1606,1252,793,580,384,282,9324,26265,16250,17620,19859,16225,12945,10175,5162,1869,126376
LGA53800,251,120,124,134,141,114,73,42,8,1025,0,0,4,4,10,11,4,0,0,24,2829,1735,1366,1750,2605,2790,2509,1488,561,17642,39,9,37,54,17,6,3,3,0,169,165,61,84,93,43,71,22,19,0,563,0,0,3,6,0,4,3,0,0,13,4,0,0,4,0,0,0,0,0,15,8,0,9,6,3,0,0,0,0,31,13,24,24,19,22,9,11,6,0,122,23,26,29,35,26,11,11,6,0,168,3932,2200,2503,2224,2033,1746,1066,423,151,16276,824,503,616,637,574,489,347,204,113,4314,7863,4581,4684,4866,5377,5164,3981,2149,839,39489
LGA53920,41,52,26,22,15,9,4,5,3,167,0,0,0,0,0,0,0,0,0,0,553,414,342,315,236,169,102,31,9,2172,0,0,3,0,0,0,0,0,0,7,0,0,5,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,33,7,20,15,6,6,7,4,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,33,6,22,15,12,6,4,4,0,94,152,122,137,76,96,53,19,6,0,664,154,99,93,87,84,53,30,18,3,620,890,648,605,505,421,277,158,62,11,3574
LGA53990,266,107,120,136,112,133,110,41,7,1023,7,0,3,10,7,4,6,0,0,30,1994,1055,914,1452,1732,2052,1878,1036,273,12391,28,11,27,35,10,4,4,0,0,125,43,21,36,28,17,3,8,0,0,154,3,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,12,7,0,0,0,0,0,24,9,9,13,6,21,12,10,5,0,82,15,9,23,14,17,15,10,5,0,106,3538,1826,1975,1926,1653,1407,947,301,78,13655,326,214,233,261,280,287,196,121,47,1962,5963,3146,3228,3762,3741,3784,3061,1466,400,28567
LGA54060,7,0,5,3,7,8,10,3,0,53,0,0,0,0,0,0,0,0,0,0,128,69,44,95,205,300,389,233,57,1525,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,4,3,0,0,8,351,205,131,198,204,245,198,79,11,1628,69,27,42,51,60,90,76,48,8,481,551,308,222,359,479,644,673,362,78,3680
LGA54130,23,0,6,8,5,0,5,0,0,58,0,0,0,0,0,0,0,0,0,0,54,18,31,41,58,81,79,25,6,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,60,99,102,70,72,39,17,3,631,29,9,12,12,23,30,18,3,0,142,252,90,137,158,148,191,133,46,12,1160
LGA54170,949,608,445,683,730,612,472,167,45,4703,14,10,11,14,25,31,32,3,10,139,11648,7962,5033,8165,11046,12399,11466,5606,1950,75272,276,163,214,272,172,156,107,36,9,1393,270,192,216,262,168,162,119,33,9,1420,31,19,19,25,30,36,34,16,5,205,0,0,0,0,4,0,0,0,0,0,44,20,50,30,30,21,17,3,3,221,52,58,64,96,75,93,71,20,3,533,93,74,117,125,110,117,88,23,9,755,16281,9947,9538,11038,9731,7657,5281,1643,562,71681,1096,804,947,1112,1181,992,783,438,231,7585,29848,19300,16285,21336,22768,21744,18096,7853,2782,160003
LGA54200,508,250,211,319,300,269,222,123,34,2234,36,28,23,26,33,27,11,19,9,209,3833,2532,1785,2777,3646,3802,3891,2481,928,25669,318,52,147,280,65,41,21,4,0,928,412,180,176,221,152,52,29,12,0,1240,0,6,5,4,3,9,10,0,0,39,0,4,0,3,0,0,0,0,0,3,75,7,55,66,10,11,10,0,0,237,23,14,19,50,27,42,22,9,0,202,94,29,70,114,39,54,30,9,5,443,6018,3561,3720,3891,3367,2727,1851,831,255,26212,580,357,463,525,474,447,340,244,105,3537,11358,6770,6450,7970,7889,7218,6227,3593,1292,58762
LGA54280,340,127,193,199,158,148,44,24,5,1239,5,10,6,6,14,12,4,0,0,58,2153,1173,1355,1569,1706,1791,1038,431,120,11338,112,25,81,116,30,5,6,0,0,375,59,32,60,66,34,11,9,0,0,274,0,0,0,0,5,0,0,4,0,6,0,0,5,0,0,0,0,0,0,4,31,0,18,28,3,5,0,0,0,92,3,14,14,18,17,10,0,0,0,75,36,12,32,49,25,12,4,0,0,169,3339,1881,2518,1939,1551,1164,483,153,42,13075,754,464,699,580,510,398,226,81,38,3749,6492,3610,4812,4401,3915,3416,1782,678,202,29306
LGA54310,141,44,107,114,68,49,23,0,0,545,3,4,5,5,5,9,0,0,0,23,1442,546,873,1250,1150,821,256,78,12,6425,82,24,78,97,31,8,0,0,0,319,70,17,45,63,22,8,4,0,0,222,7,0,6,0,0,0,4,0,0,19,19,17,9,19,10,8,0,0,0,77,12,4,16,11,3,0,0,0,0,42,0,11,15,7,6,3,0,0,0,47,28,26,42,34,20,7,4,0,0,160,3095,1210,2111,1946,1287,612,167,31,0,10458,866,512,892,874,581,382,131,24,4,4261,5642,2369,4115,4351,3142,1864,574,135,12,22199
LGA54340,39,18,15,19,25,9,8,16,4,146,0,0,0,0,3,0,0,0,0,3,255,156,186,175,215,263,219,148,69,1692,3,0,0,7,0,3,3,0,0,13,69,45,26,43,41,54,46,24,4,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,10,330,229,239,176,155,142,111,40,15,1433,116,66,64,72,55,49,43,21,11,489,782,503,531,486,489,518,427,232,100,4057
LGA54410,6,0,7,0,4,3,9,0,3,22,0,0,0,0,0,0,0,0,0,0,28,32,12,48,71,115,86,67,36,487,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,7,97,61,55,56,56,60,47,31,8,480,18,16,14,11,24,37,15,15,6,156,147,109,93,119,154,206,153,114,46,1138
LGA54480,3,0,9,5,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,35,9,19,26,32,28,27,13,0,172,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,34,39,44,43,23,7,0,0,255,12,4,11,12,10,4,5,4,0,63,120,41,59,84,84,47,32,19,0,491
LGA54550,0,6,0,0,4,8,6,3,0,26,0,0,0,0,0,0,3,0,0,6,119,45,52,117,121,160,151,98,44,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,6,0,0,0,19,223,74,101,111,89,105,51,28,15,792,28,8,19,18,28,34,14,22,4,181,372,137,179,249,236,305,222,150,54,1901
LGA54620,0,5,6,8,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,30,13,32,44,65,77,64,40,17,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,42,35,45,51,36,28,7,0,337,29,11,14,20,11,23,16,10,6,130,145,74,82,114,125,130,110,51,18,847
LGA54690,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,3,5,17,38,29,31,15,3,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,44,12,22,14,18,29,25,4,0,176,4,0,0,0,6,5,8,3,0,26,64,14,28,41,56,69,60,27,6,361
LGA54760,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,46,10,22,37,52,61,66,35,13,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,26,41,54,51,34,18,10,0,334,20,3,14,14,13,10,12,3,0,92,163,41,78,107,117,114,94,43,11,769
LGA54830,562,308,315,354,316,178,74,33,3,2140,24,12,12,14,19,11,0,3,0,110,3466,1939,2033,2696,2571,2057,1573,820,235,17386,428,85,251,430,90,34,28,4,0,1350,239,62,116,173,71,43,24,4,0,724,0,0,4,7,0,6,0,5,0,19,0,0,0,3,0,0,0,0,0,3,291,60,332,206,12,35,11,0,0,947,24,18,51,28,25,30,8,3,0,189,318,81,383,234,42,61,19,3,0,1142,5183,2901,3930,3159,2247,1553,827,314,74,20180,692,520,1040,879,522,315,211,153,108,4443,10410,5642,7857,7718,5670,4134,2717,1314,416,45867
LGA54900,17,9,9,9,11,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,70,31,45,67,91,113,82,47,13,567,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,162,59,91,91,65,62,34,13,0,576,8,17,8,15,14,26,12,5,0,111,251,119,144,178,173,200,128,67,13,1265
LGA54970,6,4,12,9,6,4,6,0,0,52,0,0,0,0,0,0,0,0,0,0,44,20,62,52,49,83,20,7,5,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,73,70,110,86,74,53,17,3,0,492,23,45,135,94,94,69,15,0,0,472,133,136,323,236,223,207,56,11,5,1333
LGA55040,15,3,3,11,3,3,9,0,0,40,0,0,0,7,0,0,0,0,0,7,55,36,59,57,63,67,34,16,0,382,0,0,3,4,0,0,0,0,0,4,6,0,7,4,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,7,155,80,138,86,72,56,32,3,0,621,45,82,142,102,76,56,11,8,3,525,265,205,351,265,216,180,81,26,3,1588
LGA55110,587,320,304,380,372,355,320,153,32,2821,16,4,15,10,9,17,9,10,3,86,4806,3177,2375,3409,4773,6187,7702,5409,1723,39565,130,51,108,131,50,21,13,4,0,506,98,28,56,80,41,37,23,7,0,363,3,0,3,3,0,5,8,11,0,41,0,0,0,0,0,0,0,0,0,0,36,8,72,30,7,4,6,0,0,163,49,42,81,70,53,45,35,19,0,396,87,53,153,103,56,49,42,19,0,561,9451,5430,5641,5192,4949,4695,3910,1745,548,41562,999,649,761,868,935,836,730,646,427,6858,15677,9464,9182,9972,10978,11960,12513,7848,2707,90306
LGA55180,32,17,11,18,25,34,23,10,9,166,3,0,0,0,0,0,4,0,0,10,402,223,188,288,452,682,652,435,166,3489,4,0,3,0,5,0,0,0,0,14,33,4,19,19,6,3,3,0,0,88,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,15,10,0,0,0,36,0,0,11,0,15,10,0,0,0,42,920,598,587,537,599,647,422,162,31,4497,120,98,89,93,159,151,123,54,17,904,1484,927,907,944,1246,1510,1213,647,221,9093
LGA55250,0,0,9,5,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,37,33,60,58,46,75,47,21,0,370,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,13,90,80,105,57,41,44,13,7,0,444,44,54,100,44,56,39,17,4,0,365,174,165,270,166,154,155,81,31,0,1200
