LGA_CODE_2021,C11_SH_0b_s_a_b_NPFH_2,C11_SH_0b_s_a_b_NPFH_3,C11_SH_0b_s_a_b_NPFH_4,C11_SH_0b_s_a_b_NPFH_5,C11_SH_0b_s_a_b_NPFH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPFH_2,C11_SDRTHT_0b_s_a_b_NPFH_3,C11_SDRTHT_0b_s_a_b_NPFH_4,C11_SDRTHT_0b_s_a_b_NPFH_5,C11_SDRTHT_0b_s_a_b_NPFH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPFH_2,C11_F_a_0b_s_a_b_NPFH_3,C11_F_a_0b_s_a_b_NPFH_4,C11_F_a_0b_s_a_b_NPFH_5,C11_F_a_0b_s_a_b_NPFH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPFH_2,C11_F_a_1b_NPFH_3,C11_F_a_1b_NPFH_4,C11_F_a_1b_NPFH_5,C11_F_a_1b_NPFH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPFH_2,C11_F_a_2b_NPFH_3,C11_F_a_2b_NPFH_4,C11_F_a_2b_NPFH_5,C11_F_a_2b_NPFH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPFH_2,C11_F_a_3b_NPFH_3,C11_F_a_3b_NPFH_4,C11_F_a_3b_NPFH_5,C11_F_a_3b_NPFH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPFH_2,C11_F_a_4mb_NPFH_3,C11_F_a_4mb_NPFH_4,C11_F_a_4mb_NPFH_5,C11_F_a_4mb_NPFH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPFH_2,C11_F_a_NB_NS_NPFH_3,C11_F_a_NB_NS_NPFH_4,C11_F_a_NB_NS_NPFH_5,C11_F_a_NB_NS_NPFH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPFH_2,C11_F_a_Tot_NPFH_3,C11_F_a_Tot_NPFH_4,C11_F_a_Tot_NPFH_5,C11_F_a_Tot_NPFH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPFH_2,C11_OD_0b_s_a_b_NPFH_3,C11_OD_0b_s_a_b_NPFH_4,C11_OD_0b_s_a_b_NPFH_5,C11_OD_0b_s_a_b_NPFH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_Tot,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPFH_2,C16_SH_0b_s_a_b_NPFH_3,C16_SH_0b_s_a_b_NPFH_4,C16_SH_0b_s_a_b_NPFH_5,C16_SH_0b_s_a_b_NPFH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3
LGA52380,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,7,16,4,0,0,0,24,3,0,0,3,3,13,0,0,0,0,4,4,25,8,0,0,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,29,10,0,0,7,57,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,9,3
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,23,0,11,0,0,32,105,30,26,9,5,173,46,24,25,15,7,123,5,0,0,0,0,5,182,63,58,30,9,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,63,61,30,8,344,0,0,0,0,0,0,0,0,0,0,0,0,14,6,10,0,0,22,81,29
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,26,76,32,18,14,0,136,53,31,28,31,16,165,0,0,0,0,0,0,151,72,47,42,18,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,72,47,42,18,332,0,0,0,0,0,0,0,0,0,0,0,0,11,5,9,0,0,22,86,28
LGA52590,0,0,0,0,0,0,11,0,0,0,0,11,50,8,0,0,0,60,200,48,35,15,5,306,174,73,86,40,23,393,0,3,0,0,0,9,438,130,124,53,28,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,6,5,0,0,0,9,3,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,16,5,0,0,0,19,0,0,0,0,0,4,461,144,123,60,28,814,0,0,0,0,0,0,4,0,0,0,0,4,46,12,3,0,0,62,204,37
LGA52660,0,0,0,0,0,0,10,0,0,0,0,10,57,3,8,0,0,78,532,198,155,43,17,951,736,466,589,266,115,2175,12,10,3,4,0,27,1353,681,761,317,135,3237,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,87,12,3,6,0,0,24,0,0,0,0,0,0,7,0,0,0,0,7,104,9,3,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,9,3,5,0,0,13,26,3,5,0,0,33,0,0,0,0,0,0,1497,698,764,317,133,3406,0,0,0,0,0,0,5,0,3,0,0,12,124,10,4,5,0,147,551,190
LGA52730,6,0,0,0,0,6,21,0,0,0,0,21,147,35,15,5,0,210,403,136,126,33,6,701,188,73,105,45,25,429,3,0,0,0,0,8,763,240,245,84,31,1366,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,14,0,3,0,0,16,4,4,3,0,0,12,0,0,0,0,0,0,18,6,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,6,8,0,0,0,0,9,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,19,0,0,0,0,0,0,805,255,249,84,31,1424,0,0,0,0,0,0,22,0,3,0,0,28,148,29,16,8,0,201,427,150
LGA52800,0,0,0,0,0,3,18,5,3,0,0,20,66,29,16,15,11,136,176,93,122,96,120,602,53,44,64,59,109,320,3,5,0,0,10,16,314,170,207,164,246,1103,0,0,0,0,0,0,4,0,0,0,0,4,7,8,0,0,0,12,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,0,0,24,0,0,0,0,0,0,6,0,0,0,0,6,13,0,0,0,0,20,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5,4,0,30,11,0,0,0,0,12,5,0,0,0,0,5,0,0,4,0,0,8,4,3,0,0,0,10,8,0,0,0,0,7,6,0,0,0,0,11,45,8,6,0,0,50,9,0,0,0,0,9,396,184,218,166,247,1220,0,0,0,0,0,0,18,0,0,0,0,30,74,36,23,11,9,160,202,141
LGA52870,0,0,0,0,0,4,15,3,0,0,0,19,102,21,20,3,0,146,384,98,101,33,5,617,285,127,154,83,47,689,6,3,5,0,0,8,791,247,276,112,58,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,804,248,282,112,58,1508,0,0,0,0,0,0,15,0,0,0,0,18,92,20,16,0,0,127,381,83
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13,66,21,6,3,5,103,33,8,13,10,5,79,0,0,0,0,0,0,114,34,18,17,12,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,34,18,21,12,198,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,53,19
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,45,19,9,10,0,77,33,16,10,8,3,70,0,0,0,0,0,0,96,27,22,21,6,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,101,27,25,17,6,176,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,54,12
LGA53080,0,0,0,0,0,0,3,0,0,0,0,3,29,9,0,0,0,39,59,24,18,7,6,103,24,5,13,3,7,53,4,0,0,0,0,3,105,41,31,12,7,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,3,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,12,0,3,0,0,16,0,0,0,0,0,0,118,44,36,13,13,224,0,0,0,0,0,0,0,6,0,0,0,3,20,3,3,0,0,28,37,14
LGA53150,0,0,0,0,0,0,11,0,0,0,0,11,97,22,19,0,0,140,286,156,167,41,0,656,152,104,212,135,24,634,6,0,0,0,0,8,550,281,403,182,29,1446,0,0,0,0,0,0,6,0,0,0,0,0,66,9,0,0,0,74,81,29,10,4,0,125,7,11,7,0,0,31,5,0,0,0,0,5,160,46,24,4,5,238,0,0,0,0,0,0,3,0,0,0,0,7,49,14,5,0,0,68,22,9,5,0,0,31,0,0,0,0,0,5,0,0,0,0,0,0,79,18,9,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,354,434,189,28,1797,0,0,0,0,0,0,9,3,3,0,0,10,80,21,4,0,0,105,264,148
LGA53220,0,0,0,0,0,0,6,0,0,0,0,13,47,10,6,8,9,71,203,162,219,55,87,721,56,51,78,100,65,347,3,0,0,0,9,23,314,230,303,159,171,1171,0,0,0,0,0,0,7,0,0,0,0,7,21,8,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,0,42,5,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,43,3,9,0,0,53,4,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,4,0,0,6,24,10,0,0,0,0,11,406,243,310,159,170,1288,0,0,0,0,0,0,4,0,0,0,4,10,77,11,6,3,11,113,196,132
LGA53290,0,0,0,0,0,3,21,7,0,0,0,28,141,37,11,0,0,193,753,296,269,99,30,1443,486,261,355,213,105,1434,9,5,8,0,0,21,1411,604,649,314,135,3123,0,0,0,0,0,0,6,0,0,0,0,6,27,0,0,0,0,33,34,15,9,0,0,68,31,16,19,5,0,66,0,0,0,0,0,0,100,33,29,8,5,177,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,34,26,9,4,0,0,36,0,0,3,0,0,4,0,0,0,0,0,0,56,11,12,7,0,85,3,0,0,0,0,3,10,3,0,0,0,15,12,10,3,0,0,22,4,0,8,0,0,8,0,0,0,0,0,4,5,0,0,0,0,3,37,18,7,0,0,61,0,0,0,0,0,3,1608,667,694,332,138,3442,0,0,0,0,0,0,22,0,0,0,0,27,122,28,14,4,0,177,747,288
LGA53360,0,0,0,0,0,3,4,0,0,0,0,4,24,11,7,0,0,41,146,63,58,18,0,300,51,25,40,15,13,145,0,0,0,0,0,3,239,102,101,34,14,491,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,17,4,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,13,0,0,0,0,13,11,6,0,0,0,14,15,0,5,3,0,18,6,3,0,0,0,8,5,0,0,0,0,6,53,3,3,3,5,66,0,0,3,0,0,3,314,112,117,37,19,598,0,0,0,0,0,0,11,0,0,0,0,9,27,15,7,0,0,49,169,75
LGA53430,0,0,0,0,0,3,44,4,3,0,0,51,486,156,60,15,0,716,1258,600,522,116,25,2517,471,335,438,252,106,1600,32,13,4,0,0,49,2287,1108,1019,386,136,4935,0,0,0,0,0,0,35,0,5,0,0,40,345,79,19,4,3,451,308,154,76,17,8,559,31,19,18,8,4,83,9,5,0,0,0,9,733,259,124,24,11,1154,9,0,0,0,0,6,79,4,0,0,0,96,207,41,8,0,0,256,102,31,12,3,0,146,4,3,0,0,0,12,3,0,0,0,0,3,406,77,23,5,0,512,4,4,0,0,0,4,10,0,0,0,0,10,25,3,0,0,0,27,7,5,7,0,0,15,5,0,0,0,0,3,0,0,0,0,0,0,55,8,6,0,0,69,0,0,0,0,0,3,3478,1451,1177,417,150,6673,0,0,0,0,0,0,49,4,6,0,0,57,447,121,60,7,0,641,1200,665
LGA53570,0,0,0,0,0,0,19,0,0,0,0,18,66,16,9,0,0,92,292,67,75,18,4,464,304,92,122,70,48,638,7,0,0,0,0,10,688,183,209,95,53,1225,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,9,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,5,7,0,3,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,19,3,4,0,0,27,0,3,0,0,0,3,726,189,216,95,53,1278,4,0,0,0,0,4,14,5,0,0,0,19,68,21,10,0,0,102,290,71
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,20,73,24,18,12,3,132,63,19,43,28,23,165,0,0,0,0,0,0,151,46,63,39,18,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,151,50,60,39,18,325,0,0,0,0,0,0,7,0,0,0,0,7,15,5,0,0,0,26,73,19
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,24,12,0,0,0,29,76,24,22,13,9,132,45,12,19,12,8,101,0,0,0,0,0,3,143,43,43,22,11,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,147,43,43,22,11,271,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,28,62,28
LGA53780,5,10,3,4,0,27,31,11,8,0,0,44,455,99,33,13,12,611,4584,2358,1703,549,267,9466,4471,3408,4383,2102,1321,15681,108,43,61,26,27,266,9650,5933,6186,2694,1633,26101,0,0,0,0,0,6,17,0,0,0,0,22,155,16,10,3,5,185,332,151,60,16,10,572,20,14,15,12,7,58,10,0,6,3,0,19,536,191,87,33,22,868,0,0,0,0,0,4,14,0,0,0,0,18,108,24,9,0,0,141,219,90,56,10,6,390,15,11,7,4,0,39,0,4,0,3,0,8,364,130,80,20,7,599,9,0,0,0,0,9,16,0,0,0,0,16,0,0,0,0,0,6,8,9,4,0,0,18,4,0,4,0,0,9,3,0,0,0,0,3,29,8,11,0,0,53,9,0,0,0,0,6,10584,6260,6365,2753,1658,27615,9,6,3,0,10,21,28,12,5,5,7,52,373,92,48,17,11,546,4205,2333
LGA53800,4,0,5,0,0,11,25,9,8,4,0,43,329,87,33,8,5,460,1907,868,678,225,118,3797,1480,880,1141,610,336,4458,45,16,17,9,12,98,3797,1852,1881,866,472,8863,0,0,0,0,0,0,7,5,0,0,0,11,108,14,11,4,0,140,73,36,20,4,6,140,0,7,3,0,0,14,3,0,7,3,0,10,194,63,41,12,9,317,0,0,0,0,0,0,8,0,0,0,0,10,91,22,9,4,0,124,81,19,11,8,0,113,0,3,3,3,0,14,3,0,0,0,0,8,189,47,20,7,0,267,10,0,0,0,0,12,55,5,0,0,0,53,22,8,0,0,0,29,3,0,4,0,0,12,5,0,0,0,0,9,3,0,0,0,0,9,92,17,6,7,0,112,3,0,0,0,0,3,4269,1973,1945,885,483,9565,6,0,0,0,0,9,36,9,4,0,0,46,294,68,36,9,6,400,1814,734
LGA53920,0,0,0,0,0,5,0,0,0,0,3,9,30,10,8,5,14,68,54,40,41,28,111,281,14,13,6,9,51,100,3,3,0,0,0,10,104,70,66,49,184,468,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,7,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,4,0,8,8,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,4,0,7,0,0,0,0,0,0,17,12,3,6,0,41,5,5,0,0,3,13,141,85,63,60,187,536,0,0,0,0,0,0,4,0,0,0,0,12,16,10,12,4,4,46,51,40
LGA53990,0,3,0,0,0,0,10,0,0,0,0,16,147,46,13,3,0,210,993,353,296,90,35,1771,1402,842,1067,517,201,4034,37,8,15,4,0,60,2592,1252,1391,620,242,6092,0,0,0,0,0,0,0,0,0,0,0,3,28,4,0,0,0,28,32,7,0,0,0,40,5,0,4,0,0,12,4,0,0,0,0,4,63,8,5,0,3,89,0,0,0,0,0,0,4,0,0,0,0,4,14,0,11,0,0,30,18,13,3,0,0,35,3,3,0,0,0,6,5,0,0,0,0,4,39,21,16,6,0,76,10,0,0,0,0,10,10,0,0,0,0,10,6,4,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,6,37,7,0,0,0,46,9,0,0,0,0,9,2737,1286,1412,629,248,6309,0,0,0,0,0,0,17,4,0,0,0,19,124,41,23,6,5,194,1016,366
LGA54060,5,0,0,0,0,5,6,0,0,0,0,11,47,10,6,0,0,64,243,73,76,19,4,420,172,79,92,69,17,422,5,0,5,0,0,9,470,163,174,95,27,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,22,0,0,0,0,0,0,513,164,174,99,20,979,0,0,0,0,0,0,3,0,0,0,0,9,32,7,7,0,0,45,265,70
LGA54130,0,0,0,0,0,0,3,0,0,0,0,3,9,3,3,0,0,16,56,24,28,17,3,119,50,28,32,15,0,124,0,0,0,0,0,0,116,58,59,28,6,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,121,55,59,28,6,269,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,22,58,20
