LGA_CODE_2021,C11_SH_0b_s_a_b_NPFH_2,C11_SH_0b_s_a_b_NPFH_3,C11_SH_0b_s_a_b_NPFH_4,C11_SH_0b_s_a_b_NPFH_5,C11_SH_0b_s_a_b_NPFH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPFH_2,C11_SDRTHT_0b_s_a_b_NPFH_3,C11_SDRTHT_0b_s_a_b_NPFH_4,C11_SDRTHT_0b_s_a_b_NPFH_5,C11_SDRTHT_0b_s_a_b_NPFH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPFH_2,C11_F_a_0b_s_a_b_NPFH_3,C11_F_a_0b_s_a_b_NPFH_4,C11_F_a_0b_s_a_b_NPFH_5,C11_F_a_0b_s_a_b_NPFH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPFH_2,C11_F_a_1b_NPFH_3,C11_F_a_1b_NPFH_4,C11_F_a_1b_NPFH_5,C11_F_a_1b_NPFH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPFH_2,C11_F_a_2b_NPFH_3,C11_F_a_2b_NPFH_4,C11_F_a_2b_NPFH_5,C11_F_a_2b_NPFH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPFH_2,C11_F_a_3b_NPFH_3,C11_F_a_3b_NPFH_4,C11_F_a_3b_NPFH_5,C11_F_a_3b_NPFH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPFH_2,C11_F_a_4mb_NPFH_3,C11_F_a_4mb_NPFH_4,C11_F_a_4mb_NPFH_5,C11_F_a_4mb_NPFH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPFH_2,C11_F_a_NB_NS_NPFH_3,C11_F_a_NB_NS_NPFH_4,C11_F_a_NB_NS_NPFH_5,C11_F_a_NB_NS_NPFH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPFH_2,C11_F_a_Tot_NPFH_3,C11_F_a_Tot_NPFH_4,C11_F_a_Tot_NPFH_5,C11_F_a_Tot_NPFH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPFH_2,C11_OD_0b_s_a_b_NPFH_3,C11_OD_0b_s_a_b_NPFH_4,C11_OD_0b_s_a_b_NPFH_5,C11_OD_0b_s_a_b_NPFH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_Tot,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPFH_2,C16_SH_0b_s_a_b_NPFH_3,C16_SH_0b_s_a_b_NPFH_4,C16_SH_0b_s_a_b_NPFH_5,C16_SH_0b_s_a_b_NPFH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3
LGA57770,0,0,0,0,0,0,4,0,0,0,0,4,14,3,3,0,0,18,56,22,15,9,3,103,20,9,8,5,0,47,0,0,0,0,0,0,92,33,30,14,3,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,6,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,12,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,9,7,0,0,0,0,7,3,0,0,0,0,3,26,0,0,0,0,28,0,0,0,0,0,0,133,34,29,14,3,222,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,18,57,15
LGA57840,3,0,0,0,0,3,19,0,0,0,0,18,440,117,53,10,0,622,1213,560,532,118,27,2450,873,600,989,461,149,3077,26,11,8,4,0,54,2583,1289,1581,598,184,6231,0,0,0,0,0,0,26,6,0,0,0,30,519,108,19,6,0,654,816,304,167,35,7,1326,111,55,50,18,11,236,15,0,0,0,0,19,1483,470,239,57,19,2258,0,0,0,0,0,0,149,16,3,0,0,161,603,135,46,7,3,789,318,97,44,13,3,486,12,9,12,5,0,38,6,3,4,0,0,14,1088,259,109,26,3,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5150,2022,1929,680,202,9978,0,0,0,0,0,0,24,0,0,0,0,24,321,69,39,11,5,432,1122,546
LGA57910,11,3,3,6,3,25,65,18,9,5,0,87,1442,380,155,40,8,2029,7744,3524,3012,832,359,15470,5080,3380,4980,2387,992,16823,177,64,50,23,42,360,14519,7373,8206,3289,1407,34790,7,6,6,0,0,14,142,11,5,0,0,170,1796,431,134,30,14,2406,3996,1720,972,245,89,7020,347,234,317,138,69,1107,74,40,18,5,9,141,6359,2447,1453,422,182,10864,11,3,0,0,0,10,296,50,13,0,0,353,1563,433,182,39,9,2222,809,330,186,49,21,1389,34,31,44,9,4,132,35,14,6,3,0,57,2740,854,433,105,36,4173,0,0,0,0,0,4,5,0,0,0,0,10,7,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,24,5,9,8,0,0,12,23639,10686,10104,3811,1626,49864,0,3,3,0,3,16,69,20,8,3,3,104,1101,270,144,28,9,1554,7116,3401
LGA57980,0,0,0,0,0,5,24,0,0,0,0,24,201,77,42,0,0,319,448,239,277,54,4,1024,199,143,284,131,35,788,11,0,3,0,0,13,877,464,600,185,36,2175,0,0,0,0,0,0,29,0,0,0,0,29,136,34,5,4,0,180,264,93,60,7,4,422,47,24,19,7,0,99,6,0,0,0,0,9,479,154,84,18,0,740,0,0,0,0,0,0,139,11,0,0,0,152,309,62,23,3,3,398,71,21,6,4,0,103,8,3,0,0,0,15,9,0,0,0,0,9,530,98,33,14,3,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,6,0,0,4,0,9,1896,721,724,216,43,3605,0,0,0,0,0,0,16,0,0,0,0,19,219,57,33,4,0,313,486,243
LGA58050,13,0,3,0,0,22,59,12,0,4,5,78,527,140,73,20,8,779,4035,2103,1598,414,187,8331,4635,3614,4930,2359,1296,16832,100,56,48,24,35,266,9365,5926,6659,2825,1525,26306,5,0,0,0,0,5,21,0,0,0,0,24,168,37,14,3,0,227,368,212,95,24,14,707,45,28,33,21,14,136,9,0,4,0,0,18,613,287,146,51,23,1115,0,0,0,0,0,0,27,0,0,0,0,26,150,22,3,0,0,184,181,82,45,13,0,328,10,9,10,0,3,31,13,0,4,0,0,15,381,119,56,16,3,580,4,0,0,0,0,4,30,0,0,0,0,30,45,3,0,0,0,48,13,0,0,0,0,8,5,0,0,0,0,7,11,0,0,0,0,12,96,4,7,0,0,108,9,0,4,0,0,16,10465,6339,6873,2893,1552,28109,11,4,5,0,7,25,60,15,0,12,9,91,508,123,74,12,10,732,4482,2427
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,21,12,5,6,0,43,17,9,6,10,6,41,0,0,0,0,0,0,44,17,18,17,7,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,46,19,19,17,7,100,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13,16,6
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,19,43,8,14,8,3,70,28,14,14,5,4,60,0,0,0,0,0,3,86,20,27,11,5,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,25,27,10,5,164,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,45,6
LGA58330,0,0,0,0,0,6,14,0,0,0,0,14,114,12,6,0,0,134,326,120,60,21,14,549,221,86,98,61,37,512,4,0,0,0,0,9,687,225,175,86,51,1225,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,13,0,0,0,0,0,0,704,226,180,87,54,1250,5,0,0,0,0,5,12,3,3,0,0,20,103,19,0,0,0,128,351,86
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,32,8,8,3,0,53,18,0,3,4,7,30,0,0,0,0,0,0,54,9,15,9,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,9,15,9,3,96,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,26,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,8,5,3,0,10,26,4,0,0,0,5,19,0,0,0,0,0,0,20,9,6,6,11,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,6,6,11,52,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,7
LGA58510,3,0,0,0,0,6,31,6,0,0,0,42,501,154,72,16,0,751,1287,624,480,98,47,2540,368,272,388,193,86,1302,32,10,7,4,0,47,2215,1070,947,308,137,4681,0,0,0,0,0,5,26,0,0,0,0,31,189,54,19,7,3,265,582,260,138,46,13,1042,63,53,37,11,3,168,10,8,3,3,0,26,874,371,195,75,21,1539,3,0,0,0,0,3,259,52,6,0,0,315,371,104,42,5,0,526,214,82,46,9,4,354,20,12,16,4,3,52,13,3,4,0,0,24,887,250,112,25,9,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,4,0,0,0,0,3982,1700,1257,408,169,7513,0,0,0,0,0,0,21,5,4,0,0,36,469,114,71,7,0,662,1330,645
LGA58540,0,0,0,0,0,0,4,0,0,0,0,4,17,0,3,0,0,23,49,23,27,12,0,100,34,17,20,12,6,96,0,0,0,0,0,4,100,40,48,27,6,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,105,43,52,27,6,225,0,0,0,0,0,0,4,0,0,0,0,4,15,8,0,0,0,23,55,13
LGA58570,4,0,0,0,0,0,59,0,0,0,0,59,670,176,74,14,6,942,1105,643,652,109,37,2557,304,276,415,219,59,1274,16,7,0,0,0,29,2162,1110,1141,343,102,4861,0,0,0,0,0,0,43,7,4,0,0,53,302,70,18,3,0,395,368,177,83,26,7,659,44,28,28,15,8,115,4,0,0,0,0,6,758,278,138,47,17,1230,15,0,0,0,0,11,306,21,10,0,0,334,430,116,19,10,0,572,134,57,30,4,3,227,4,6,0,3,0,10,10,0,0,0,0,12,901,203,60,16,8,1177,0,0,0,0,0,0,8,0,0,0,0,6,5,4,0,0,0,13,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,12,5,7,0,0,24,5,0,0,0,0,10,3834,1591,1344,407,123,7303,0,0,0,0,0,0,34,0,0,0,0,35,551,135,82,9,0,774,1042,559
LGA58610,0,0,0,0,0,0,0,0,0,0,0,0,41,3,4,0,0,51,148,37,45,13,14,243,73,38,36,24,17,189,6,0,0,6,0,6,261,78,80,43,22,485,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,80,80,43,22,497,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,51,150,25
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,21,33,6,7,3,0,50,25,17,13,3,0,64,0,0,0,0,0,3,70,29,20,10,6,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,76,29,20,10,6,141,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,11,35,5
LGA58760,15,4,5,4,0,29,43,10,6,8,4,66,605,87,46,9,5,757,4764,2391,1653,472,254,9534,7528,5736,8197,3691,1970,27123,131,51,60,43,37,318,13088,8287,9969,4227,2260,37820,0,0,0,0,0,0,19,0,0,0,0,22,340,30,8,0,0,382,672,242,140,47,9,1109,141,121,186,85,43,584,18,0,0,0,0,23,1193,395,332,133,54,2115,0,0,0,0,0,0,15,0,0,0,0,19,130,9,3,3,0,150,118,60,22,12,11,223,7,3,5,0,4,18,8,0,0,0,0,12,277,79,29,16,15,419,5,0,0,0,0,5,23,0,0,0,0,22,40,3,0,0,0,43,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,81,5,0,0,0,87,0,0,0,0,0,0,14638,8770,10331,4382,2330,40448,8,0,8,3,4,27,36,13,5,5,9,60,682,102,56,17,6,864,5609,2968
LGA58820,0,0,0,0,0,0,7,0,0,0,0,7,57,14,4,0,0,75,214,76,63,16,3,376,184,72,109,68,25,468,0,0,0,0,0,3,467,165,178,91,32,937,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,3,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,20,4,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,498,171,186,93,32,977,8,0,0,0,0,8,4,4,0,0,0,9,53,20,6,0,0,87,202,85
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,23,79,16,20,9,3,125,34,19,19,18,8,97,0,0,0,0,0,0,130,39,39,26,10,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,136,44,43,26,10,256,0,0,0,0,0,0,3,0,0,0,0,3,19,0,0,0,0,14,67,17
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,22,0,8,0,0,32,10,4,3,8,0,22,0,0,0,0,0,0,36,10,13,9,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,13,9,0,63,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,19,3
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,20,52,15,12,10,4,96,40,19,17,12,6,87,0,0,0,0,0,3,114,40,27,15,12,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,36,27,15,12,209,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,10,52,7
LGA59170,0,0,0,0,0,0,3,0,0,0,0,9,16,3,0,0,0,24,73,20,12,7,0,117,64,21,19,13,3,118,4,0,0,0,0,4,156,46,33,22,3,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,158,47,33,22,6,271,0,0,0,0,0,0,3,0,0,0,0,3,9,6,4,0,0,20,70,21
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,11,9,3,6,7,39,0,3,0,0,14,21,0,0,0,0,0,0,22,9,7,3,22,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,9,5,25,78,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,11,4,3
LGA59310,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,21,87,39,28,14,5,174,66,34,38,18,14,160,0,3,0,0,0,5,172,77,68,26,17,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,181,80,66,27,19,376,0,0,0,0,0,0,7,0,0,0,0,7,14,8,0,0,0,21,88,23
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,30,10,15,3,0,59,16,15,16,6,0,50,0,0,0,0,0,0,49,23,26,9,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,54,28,26,9,0,118,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,25,16
