LGA_CODE_2021,C21_75_99_CF_CU15_NDS,C21_75_99_CF_NCU15_DS,C21_75_99_CF_NDCO,C21_75_99_Tot,C21_100_149_CF_NC,C21_100_149_CF_Cu15DS_,C21_100_149_CF_CU15_NDS,C21_100_149_CF_NCU15_DS,C21_100_149_CF_NDCO,C21_100_149_Tot,C21_150_199_CF_NC,C21_150_199_CF_Cu15DS_,C21_150_199_CF_CU15_NDS,C21_150_199_CF_NCU15_DS,C21_150_199_CF_NDCO,C21_150_199_Tot,C21_200_224_CF_NC,C21_200_224_CF_Cu15DS_,C21_200_224_CF_CU15_NDS,C21_200_224_CF_NCU15_DS,C21_200_224_CF_NDCO,C21_200_224_Tot,C21_225_274_CF_NC,C21_225_274_CF_Cu15DS_,C21_225_274_CF_CU15_NDS,C21_225_274_CF_NCU15_DS,C21_225_274_CF_NDCO,C21_225_274_Tot,C21_275_349_CF_NC,C21_275_349_CF_Cu15DS_,C21_275_349_CF_CU15_NDS,C21_275_349_CF_NCU15_DS,C21_275_349_CF_NDCO,C21_275_349_Tot,C21_350_449_CF_NC,C21_350_449_CF_Cu15DS_,C21_350_449_CF_CU15_NDS,C21_350_449_CF_NCU15_DS,C21_350_449_CF_NDCO,C21_350_449_Tot,C21_450_549_CF_NC,C21_450_549_CF_Cu15DS_,C21_450_549_CF_CU15_NDS,C21_450_549_CF_NCU15_DS,C21_450_549_CF_NDCO,C21_450_549_Tot,C21_550_649_CF_NC,C21_550_649_CF_Cu15DS_,C21_550_649_CF_CU15_NDS,C21_550_649_CF_NCU15_DS,C21_550_649_CF_NDCO,C21_550_649_Tot,C21_650_749_CF_NC,C21_650_749_CF_Cu15DS_,C21_650_749_CF_CU15_NDS,C21_650_749_CF_NCU15_DS,C21_650_749_CF_NDCO,C21_650_749_Tot,C21_750_849_CF_NC,C21_750_849_CF_Cu15DS_,C21_750_849_CF_CU15_NDS,C21_750_849_CF_NCU15_DS,C21_750_849_CF_NDCO,C21_750_849_Tot,C21_850_949_CF_NC,C21_850_949_CF_Cu15DS_,C21_850_949_CF_CU15_NDS,C21_850_949_CF_NCU15_DS,C21_850_949_CF_NDCO,C21_850_949_Tot,C21_950over_CF_NC,C21_950over_CF_Cu15DS_,C21_950over_CF_CU15_NDS,C21_950over_CF_NCU15_DS,C21_950over_CF_NDCO,C21_950over_Tot,C21_Rns_CF_NC,C21_Rns_CF_Cu15DS_,C21_Rns_CF_CU15_NDS,C21_Rns_CF_NCU15_DS,C21_Rns_CF_NDCO,C21_Rns_Tot,C21_Tot_CF_NC,C21_Tot_CF_Cu15DS_,C21_Tot_CF_CU15_NDS,C21_Tot_CF_NCU15_DS,C21_Tot_CF_NDCO,C21_Tot_Tot
LGA54200,0,0,0,6,12,0,4,0,0,21,23,0,6,0,0,35,14,0,14,0,4,35,27,0,21,0,3,48,139,9,95,7,17,263,278,41,284,15,44,666,108,30,153,29,26,352,15,12,35,10,10,84,3,4,6,0,4,18,3,0,6,0,0,5,0,0,6,0,0,8,0,0,0,0,0,5,23,3,21,6,6,57,663,109,637,65,118,1597
LGA54280,5,0,0,16,26,6,20,5,0,52,39,0,31,0,3,73,51,0,14,0,0,70,103,3,81,10,11,205,153,9,160,13,18,353,208,23,217,14,26,490,78,19,120,4,10,232,36,3,63,5,8,119,11,0,12,5,4,27,3,0,4,0,0,12,0,0,0,0,0,0,7,0,0,0,0,6,26,0,26,0,4,55,744,71,752,60,82,1707
LGA54310,36,3,0,67,51,8,72,7,6,148,53,16,86,8,12,169,38,4,29,3,11,91,58,9,80,4,10,154,97,16,100,3,12,231,83,11,71,6,10,180,81,9,77,6,9,175,71,5,59,8,7,144,46,7,68,8,3,132,37,9,60,3,4,110,35,10,40,3,4,86,34,19,84,7,3,144,68,24,98,17,5,208,901,184,1169,107,110,2469
LGA54340,0,0,0,0,7,0,8,0,0,11,18,3,12,0,3,29,12,0,5,0,0,20,18,6,17,0,0,40,14,4,20,0,4,43,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,71,10,65,3,5,164
LGA54410,0,0,0,0,0,0,5,0,0,4,9,0,0,0,0,7,3,0,0,0,0,3,4,0,3,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,21,0,12,0,0,35
LGA54480,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,11,0,0,14
LGA54550,0,0,0,0,10,0,4,0,0,10,9,0,9,0,0,13,3,0,9,0,0,18,0,0,5,0,0,7,8,0,7,0,5,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,37,3,37,0,0,75
LGA54620,0,0,0,5,3,0,0,0,0,6,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,12,0,0,30
LGA54690,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,9
LGA54760,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,12,0,0,27
LGA54830,0,0,0,0,15,0,4,0,0,19,44,0,11,0,0,62,45,6,16,0,4,72,93,12,76,10,5,193,192,27,224,17,24,478,273,55,382,21,36,772,47,17,44,8,16,129,6,0,3,0,3,18,0,0,5,0,5,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,12,0,3,43,745,119,781,55,93,1794
LGA54900,0,0,0,3,3,0,0,0,0,6,3,0,0,0,3,3,5,0,6,0,0,13,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,12,20,4,12,0,4,46
LGA54970,5,0,0,9,3,0,3,0,0,7,5,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,33,4,15,0,4,56
LGA55040,0,0,0,3,5,0,0,0,0,9,0,0,4,0,0,7,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,32,3,37,0,4,79
LGA55110,0,0,0,9,32,0,9,0,3,42,98,3,16,4,0,122,95,4,23,4,0,124,234,8,101,8,26,370,495,47,364,33,57,995,454,93,534,57,82,1214,142,41,142,32,33,395,42,13,32,11,17,109,11,0,10,4,0,25,4,0,0,0,0,10,0,0,4,0,0,0,5,0,0,0,0,0,49,3,20,3,11,82,1667,211,1256,145,229,3513
LGA55180,0,0,0,0,14,0,0,0,0,21,26,0,10,0,5,40,17,0,3,0,0,25,21,0,17,5,7,45,36,0,46,0,4,88,18,5,24,0,0,50,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,18,144,11,117,11,19,304
LGA55250,3,0,0,6,8,0,9,0,0,23,4,0,6,0,0,9,3,0,0,0,0,3,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,10,28,0,23,0,0,56
LGA55320,0,6,0,0,24,0,10,0,0,31,49,3,13,0,5,75,48,0,11,0,3,59,72,7,22,10,4,113,204,6,119,12,10,348,533,47,352,42,30,993,313,61,397,74,58,904,123,64,231,52,34,492,53,34,110,27,14,236,28,15,54,21,11,132,15,16,40,15,8,93,21,20,63,13,7,131,36,9,29,7,3,90,1527,275,1457,256,186,3701
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,6,13
LGA55460,0,0,0,0,0,0,0,0,0,0,23,0,9,0,0,24,6,0,8,0,0,13,9,3,17,0,0,29,10,6,12,0,0,27,5,0,8,0,0,14,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6,52,4,3,124
LGA55530,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,7
LGA55600,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,11,0,3,0,0,11,5,0,5,0,0,18,5,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,29,3,21,0,0,53
LGA55670,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,7,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,10,0,3,21
LGA55740,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,7,11,0,4,0,0,17,38,0,16,0,0,59,51,0,8,0,0,64,50,0,13,4,0,66,33,4,21,3,0,57,8,0,7,0,0,22,9,0,10,3,3,20,6,6,8,6,0,27,4,6,11,3,3,21,9,12,21,10,0,56,10,0,0,0,0,9,228,30,117,30,13,419
LGA55810,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,15
LGA55880,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14
LGA55950,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,4,0,0,18
LGA56090,0,0,0,0,7,0,4,0,0,17,17,0,6,0,0,26,8,0,0,0,0,17,24,3,9,0,6,40,44,6,34,3,3,96,73,7,81,11,17,187,36,18,51,7,13,122,6,8,23,6,9,54,5,0,9,3,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,24,241,52,229,26,48,595
LGA56160,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA56230,0,0,0,3,7,0,3,0,0,11,13,0,0,0,0,25,21,0,0,0,0,29,25,4,20,0,5,47,75,8,64,4,5,158,65,16,61,10,11,169,15,4,17,0,7,45,0,4,5,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,3,21,254,40,180,18,31,517
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,4,0,0,6,6,0,0,0,0,3,4,0,8,0,0,11,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,19,0,19,0,5,36
LGA56370,0,0,0,0,7,0,0,0,0,7,0,0,5,0,0,5,5,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,26
LGA56460,0,0,0,0,5,0,0,0,0,4,4,0,7,0,0,12,15,0,10,0,0,24,28,3,8,0,0,43,16,3,16,0,0,41,6,4,19,0,0,27,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,87,12,56,5,7,166
LGA56580,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,4,0,5,0,0,6,27,0,62,3,0,95,29,0,36,0,0,65,50,4,33,3,0,90,60,7,33,0,0,108,24,5,37,5,3,74,25,16,32,11,4,86,16,10,39,10,0,73,21,7,50,4,3,76,32,28,99,34,6,196,5,0,16,3,0,28,294,83,433,84,19,913
LGA56620,11,0,6,28,0,3,8,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,4,13,67,13,76,3,15,174
LGA56730,0,0,0,3,7,0,4,0,0,9,21,0,12,0,0,31,15,3,3,0,0,21,39,0,39,4,0,77,43,4,47,3,4,105,25,5,24,3,8,74,0,0,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,10,154,19,138,17,19,351
LGA56790,0,0,0,0,0,0,4,0,0,3,4,0,8,0,0,11,10,0,3,0,0,15,10,0,8,0,0,21,13,0,9,3,3,27,4,0,6,0,0,10,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,13,46,7,51,4,3,108
LGA56860,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,4,3,0,5,0,0,7,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,6,0,0,7,0,0,17,0,0,0,0,0,0,17,8,16,6,0,48
LGA57000,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,10
LGA57080,0,0,0,3,12,0,0,0,0,16,21,0,0,0,0,27,30,0,7,0,0,33,96,0,18,0,0,114,268,0,88,0,0,358,777,5,200,13,9,1004,549,9,143,14,17,723,204,5,64,15,9,295,93,6,49,9,6,160,68,0,36,0,3,108,35,0,23,8,0,59,52,0,17,7,4,84,32,0,13,0,0,40,2234,33,664,57,45,3036
LGA57140,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,8,0,0,0,0,0,0,3,0,5,0,0,6,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,13,4,18,0,0,39
LGA57210,0,0,0,0,10,0,3,0,0,12,8,4,5,0,0,19,5,0,10,0,3,24,9,3,22,4,0,41,11,4,16,4,0,34,3,0,5,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,15,71,10,66,11,11,162
LGA57280,21,0,0,36,94,28,225,12,13,372,41,0,24,0,3,73,42,0,34,0,5,89,53,7,44,6,5,119,52,4,32,0,0,86,63,7,61,0,9,144,77,4,68,0,11,167,48,5,41,6,8,100,28,6,26,3,3,63,16,0,28,0,6,43,17,5,20,0,3,46,9,6,42,4,0,64,52,14,97,0,3,164,723,95,913,37,90,1861
LGA57350,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,0,13,0,0,22
LGA57420,0,0,0,0,0,0,5,0,0,4,6,0,0,0,0,5,3,0,0,0,0,5,8,0,8,0,4,18,3,0,12,0,0,12,5,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,29,38,4,46,0,4,96
LGA57490,0,0,0,7,18,0,13,0,0,40,72,0,10,0,5,96,81,3,32,0,11,124,256,19,176,11,30,493,592,55,530,38,81,1300,814,196,1022,107,167,2318,132,69,268,34,36,533,28,18,46,5,12,112,11,0,18,5,0,30,4,0,4,0,0,6,0,0,4,0,0,0,3,0,9,0,0,10,59,4,52,12,0,124,2081,376,2176,212,351,5197
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3
LGA57700,0,0,0,0,6,0,3,0,0,9,3,0,4,0,0,7,14,0,0,0,0,15,9,0,14,0,0,25,47,4,40,0,5,96,80,26,185,7,25,324,36,13,45,3,10,112,9,7,9,0,4,30,7,0,5,0,0,12,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,6,18,224,52,310,15,52,660
LGA57770,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,3,0,0,8,3,0,8,0,0,13,5,0,3,0,0,11,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,16,33,0,13,0,4,54
LGA57840,0,0,0,4,15,0,3,0,0,16,43,0,7,5,0,59,32,0,9,0,0,43,93,4,35,3,3,142,316,6,114,7,12,464,473,11,187,24,16,715,240,6,160,21,18,441,130,9,97,24,14,287,47,11,57,17,10,135,24,7,42,3,6,86,13,5,21,3,3,43,18,12,22,5,3,68,32,3,16,0,3,59,1484,81,784,115,95,2559
LGA57910,0,0,0,18,66,0,13,0,0,82,248,8,47,3,10,313,242,7,84,16,10,363,687,32,405,24,18,1163,1678,111,1022,65,66,2947,2194,149,1384,106,96,3935,947,81,602,50,60,1743,312,53,333,55,39,794,126,38,217,39,28,446,57,17,104,26,13,224,18,16,65,19,10,131,32,15,83,11,0,148,136,8,81,18,21,269,6777,540,4451,442,386,12598
LGA57980,0,0,0,4,8,0,0,0,0,10,15,0,3,0,0,17,11,0,3,0,0,8,43,0,10,0,0,55,77,3,10,0,0,92,174,5,43,4,3,233,153,12,69,9,3,242,86,3,83,14,4,191,39,7,59,0,0,109,19,3,26,6,4,56,12,6,40,0,6,61,20,8,45,6,0,82,19,0,7,0,0,25,675,45,405,37,19,1191
LGA58050,3,0,0,8,31,0,10,0,3,42,90,4,25,3,6,125,49,0,26,0,4,91,157,11,104,17,13,303,540,54,461,21,58,1129,737,139,919,71,133,2003,204,78,344,48,65,739,41,20,61,10,11,147,13,0,21,5,9,51,9,0,12,5,5,23,4,0,4,0,0,6,3,0,6,0,0,12,58,7,46,3,14,132,1958,316,2046,190,320,4830
LGA58190,0,0,0,0,0,0,7,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,8
LGA58260,0,0,0,3,0,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,9,16,0,10,0,0,26
LGA58330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,11,11,0,6,0,0,29,9,3,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,34,4,31,0,7,79
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10
LGA58510,0,0,0,3,15,0,3,0,0,17,35,0,14,0,0,51,64,0,28,0,0,95,161,5,59,0,0,229,313,12,159,5,6,507,591,14,306,22,18,948,297,19,164,11,4,502,113,5,59,10,4,193,33,0,22,3,9,74,18,0,16,0,0,30,0,0,7,0,0,12,7,0,5,0,4,20,35,0,18,5,4,60,1697,65,860,63,62,2740
LGA58540,0,0,0,0,3,0,0,0,0,3,10,0,4,0,0,7,0,0,0,0,0,0,5,0,5,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,14,20,3,10,0,0,40
LGA58570,0,0,0,0,15,0,0,0,0,10,25,0,9,3,4,39,34,0,0,0,0,34,71,0,11,0,3,92,212,0,46,4,6,267,646,12,151,8,7,822,467,3,176,10,4,668,154,8,87,3,3,262,56,9,56,0,0,123,29,5,34,3,4,69,11,0,16,0,0,32,8,0,13,0,0,23,30,0,6,0,0,38,1763,47,608,34,33,2497
LGA58610,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,9,6,0,0,0,0,3,16,0,5,0,0,17,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,30,3,14,3,0,52
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,5,0,0,8
LGA58760,0,0,0,6,35,0,13,0,4,59,94,4,15,6,5,125,55,8,35,0,10,105,162,24,108,7,15,319,671,72,593,50,68,1457,1136,220,1344,134,193,3025,363,161,700,104,146,1469,74,53,162,42,53,383,23,13,41,14,12,109,8,3,11,4,0,32,0,3,7,0,3,13,0,0,7,4,5,18,71,8,72,9,25,186,2713,572,3128,375,531,7324
LGA58820,0,0,0,0,5,0,0,0,0,5,4,0,4,0,0,12,4,0,0,0,3,9,18,5,4,0,0,29,10,0,16,3,6,30,6,0,6,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,10,52,8,33,7,17,117
LGA58890,0,0,0,4,0,0,0,0,3,5,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,14,0,8,0,3,25
LGA59030,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,11
LGA59100,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,4,0,0,3,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,14,0,11,0,0,22
