LGA_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
LGA52380,45,0,0,48,0,97,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,6,0,0,3,0,3,0,0,0,0,0,0,16,0,0,3,0,21,9,0,0,3,0,17,19,0,0,17,0,36,98,0,0,69,0,177,22,0,0,31,0,56,5,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,3,0,10,0,0,0,0,0,0,16,0,0,0,0,19,6,0,0,0,0,5,19,0,4,19,6,44,74,0,4,54,5,142,32,0,0,7,3,45,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,16,0,0,5,0,20,0,0,0,0,0,0,27,0,0,5,0,34,9,0
LGA52450,202,0,0,9,0,213,126,0,0,0,0,126,9,0,0,0,0,16,21,4,0,0,0,28,3,0,0,0,0,4,39,0,0,0,0,40,14,0,0,5,0,14,0,0,0,0,0,0,88,9,0,3,0,100,32,0,0,0,0,37,26,0,0,0,0,29,473,13,3,12,0,500,179,0,0,8,4,191,114,0,0,3,3,122,23,0,0,0,0,23,15,0,8,0,0,23,0,0,6,0,0,9,38,0,0,0,0,44,15,0,3,0,6,21,0,0,0,0,0,0,93,0,13,3,4,112,31,0,0,0,0,36,54,0,0,10,0,67,477,0,13,23,20,531,178,0,0,4,0,190,126,0,0,0,0,125,19,0,0,0,0,17,17,5,0,0,0,28,5,4,0,0,0,10,49,0,0,0,0,49,14,0,0,4,0,17,0,0,0,0,0,0,102,9,0,4,0,121,26,0
LGA52520,224,0,0,10,7,243,100,0,0,0,0,107,3,0,0,0,0,3,18,0,0,0,0,19,0,0,0,0,0,0,43,0,0,6,0,48,25,0,0,0,0,25,0,0,0,0,0,0,90,0,0,6,0,93,36,0,0,0,0,41,16,0,0,0,0,19,474,0,0,15,4,498,196,0,0,10,3,204,110,0,0,3,0,105,3,0,0,0,0,3,13,5,0,0,0,20,3,0,0,0,0,4,65,0,0,0,0,75,27,7,0,0,0,35,0,0,0,0,0,0,113,11,5,0,3,133,39,0,0,0,0,45,42,3,0,11,0,61,494,13,3,28,6,550,188,0,0,7,3,193,104,0,0,5,0,103,0,0,0,0,0,0,12,3,0,0,0,18,6,4,0,0,0,12,41,3,0,0,0,41,28,0,0,0,0,30,0,0,0,0,0,0,88,11,0,5,6,108,28,0
LGA52590,449,7,5,71,9,540,270,0,3,4,0,283,101,5,3,0,0,105,22,0,3,0,0,28,0,0,0,6,0,6,82,0,6,3,0,92,27,0,4,14,0,43,3,0,0,0,0,4,246,5,19,22,0,282,78,0,0,5,0,93,129,0,0,23,0,154,1165,16,26,130,11,1346,508,9,0,65,4,577,325,3,0,8,0,336,95,10,0,0,0,105,25,0,0,0,0,26,0,0,0,0,0,0,92,6,0,0,0,96,28,4,0,10,0,39,0,0,0,0,0,0,233,12,3,12,0,265,70,0,0,24,0,94,119,8,0,16,5,145,1254,36,7,117,12,1422,570,13,0,66,3,655,308,3,0,7,4,323,97,14,4,4,0,116,28,0,0,0,0,24,6,0,0,0,0,6,87,8,3,0,0,99,43,0,0,13,9,67,0,0,0,0,0,0,254,15,9,18,9,311,66,0
LGA52660,1085,81,5,34,0,1209,1920,15,0,6,0,1942,481,17,14,0,0,511,18,12,0,0,0,30,5,4,0,0,0,9,326,11,4,0,0,337,20,0,0,12,0,34,6,0,0,0,0,6,851,41,24,17,0,927,61,70,0,0,0,129,174,10,0,56,0,233,4083,214,28,117,0,4445,1309,71,0,51,5,1427,2149,40,0,3,3,2196,471,65,0,0,5,543,25,15,0,0,0,33,7,0,0,0,0,7,327,21,0,3,0,355,28,4,0,19,4,48,7,0,0,0,0,7,858,110,0,22,10,998,114,26,0,0,0,138,295,31,5,22,4,363,4723,269,5,104,20,5120,1504,88,5,54,0,1651,2369,37,0,5,5,2410,470,68,5,0,0,548,28,17,0,0,0,41,16,3,0,0,0,20,325,24,0,0,0,353,31,5,0,36,0,74,7,0,0,0,0,7,875,111,8,37,0,1035,125,64
LGA52730,855,21,0,27,0,907,515,0,6,3,0,524,226,10,0,0,0,241,55,20,0,0,0,74,14,4,0,0,0,19,162,4,0,0,0,172,26,3,0,7,0,39,0,0,0,0,0,0,478,50,4,9,0,541,72,10,0,4,0,95,84,5,0,13,0,100,2005,97,10,54,0,2162,957,13,0,12,7,983,596,6,0,0,6,606,179,5,0,0,0,182,56,21,0,0,0,76,12,15,0,0,0,20,190,8,0,0,0,201,25,0,0,6,0,27,0,0,0,0,0,3,457,49,0,6,0,505,77,24,0,3,3,102,211,9,4,12,0,228,2289,86,4,30,19,2433,1074,57,0,22,0,1158,585,57,0,0,3,648,130,9,0,0,0,142,58,17,0,0,0,78,26,0,0,0,0,33,220,7,0,3,0,228,36,0,0,12,4,49,4,0,0,0,0,4,478,35,0,18,5,531,83,18
LGA52800,152,4,0,314,75,538,175,0,0,41,3,218,38,5,0,3,0,53,311,18,18,0,0,350,370,0,0,10,0,385,34,0,0,18,0,58,153,12,17,29,6,216,7,0,0,0,0,12,911,36,36,65,13,1062,145,6,26,72,20,270,219,24,5,209,18,469,1598,69,70,695,126,2561,131,6,3,438,4,572,158,0,0,31,6,188,67,32,0,3,0,98,793,85,22,0,0,905,47,0,0,0,0,44,41,8,0,17,0,65,149,43,19,37,4,258,7,5,0,3,0,12,1099,173,42,62,8,1383,111,9,25,54,5,204,203,57,30,154,10,452,1697,242,95,741,32,2803,144,3,0,380,33,561,127,0,0,21,6,153,60,35,0,4,0,99,572,28,0,0,5,609,344,6,0,3,5,366,69,0,0,19,15,101,178,38,4,75,22,323,10,0,0,0,0,12,1235,118,4,105,48,1512,129,17
LGA52870,829,0,10,10,0,846,743,0,0,4,0,751,99,0,0,0,0,97,25,0,6,0,0,32,3,0,3,0,0,9,119,4,0,0,0,124,14,0,0,0,0,23,0,0,0,0,0,0,263,8,16,0,0,282,51,0,0,0,0,55,94,0,4,8,0,102,1974,4,31,22,0,2039,857,12,5,5,6,885,806,8,0,9,4,829,87,6,0,0,0,99,21,14,0,0,0,35,0,4,0,0,0,7,145,5,0,0,0,159,19,0,0,0,0,19,0,0,0,0,0,0,275,34,0,0,0,313,62,7,0,0,0,68,216,9,0,6,0,234,2220,66,7,18,14,2329,993,4,0,13,4,1012,856,8,0,9,5,875,104,8,0,0,0,111,20,7,0,0,0,27,5,5,0,0,0,6,165,4,0,4,0,176,23,0,0,0,0,28,4,0,0,0,0,5,316,31,5,4,0,357,68,0
LGA52940,143,0,0,0,0,143,53,0,0,0,0,53,3,0,0,0,0,4,3,0,6,0,0,11,0,0,4,0,0,4,26,0,3,0,0,25,12,0,0,0,0,12,0,0,0,0,0,0,41,0,11,0,0,55,20,0,0,0,0,20,14,0,0,0,0,17,273,0,11,0,0,284,139,0,0,0,0,139,44,0,0,0,0,52,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,3,25,0,0,0,0,25,15,0,0,0,0,15,0,0,0,0,0,0,50,4,0,0,0,51,15,0,0,0,0,15,17,0,0,0,0,18,272,5,0,4,0,282,126,0,0,4,0,133,62,0,0,6,0,62,0,0,0,0,0,0,4,3,0,0,0,9,4,0,0,0,0,4,28,0,0,0,0,29,12,0,0,3,0,23,0,0,0,0,0,0,54,3,0,3,0,65,23,0
LGA53010,134,0,0,0,0,138,49,0,0,0,0,48,0,0,0,0,0,3,8,0,0,0,0,11,0,0,0,0,0,4,15,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,38,0,0,3,0,39,23,0,0,0,0,23,3,0,0,0,0,7,245,3,0,4,0,258,133,0,0,0,0,133,44,0,0,3,0,47,3,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,14,0,0,0,0,21,11,0,0,0,0,11,0,0,0,0,0,0,47,0,0,0,0,45,26,0,0,0,0,26,36,4,0,0,0,39,285,7,0,3,0,295,124,0,0,0,5,129,40,0,0,0,0,44,4,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,3,17,0,0,0,0,18,4,0,0,0,0,9,0,0,0,0,0,0,29,0,0,0,0,35,29,0
LGA53080,128,0,0,63,21,213,58,0,0,12,0,69,0,0,0,0,0,5,10,0,0,0,0,11,3,0,0,0,0,3,40,0,0,0,0,40,28,0,0,4,0,34,0,0,0,0,0,0,81,5,0,8,0,97,37,0,0,0,9,48,37,3,0,27,0,69,342,11,0,112,35,500,118,0,0,32,0,157,39,0,0,5,0,43,6,0,0,0,0,6,6,5,0,0,0,11,0,0,0,0,0,0,36,0,0,0,0,37,12,0,0,5,0,24,0,0,0,0,0,0,57,5,0,11,0,72,21,0,0,8,7,26,43,0,0,101,50,193,287,5,3,145,54,496,115,0,0,22,11,146,28,0,0,0,0,34,3,0,0,0,0,6,11,0,0,0,0,14,0,0,0,0,0,0,44,0,0,0,4,46,20,0,0,4,11,32,0,0,0,0,0,0,72,0,0,6,18,98,21,0
LGA53150,798,133,57,4,0,989,748,120,75,0,0,936,161,76,95,0,0,333,17,21,12,0,0,50,3,0,0,0,0,6,89,43,59,0,0,192,0,11,6,0,0,14,0,0,0,0,0,3,263,159,176,0,0,599,22,6,3,0,0,37,78,39,51,5,0,170,1913,450,363,4,0,2731,807,192,52,3,0,1058,767,143,102,0,0,1005,129,103,118,0,8,358,14,19,24,0,0,50,0,0,3,0,0,4,57,51,35,3,0,149,0,7,6,0,0,14,0,0,0,0,0,5,197,185,186,6,8,577,16,3,7,0,0,26,87,34,60,0,0,186,1875,553,410,12,6,2853,896,211,91,4,0,1204,775,153,96,0,0,1022,162,110,143,4,3,418,10,20,19,0,0,42,4,0,0,0,0,4,73,50,62,3,0,186,3,0,0,0,0,9,0,0,0,0,0,5,242,178,230,10,3,663,17,5
LGA53220,92,0,0,90,56,247,196,3,4,7,5,216,28,4,0,3,0,36,75,4,13,0,0,102,131,0,0,0,0,134,17,0,4,0,0,28,514,34,57,0,3,616,0,0,0,0,0,0,770,46,76,10,9,912,271,15,41,11,14,358,274,26,28,33,8,368,1602,91,154,156,90,2092,83,3,3,160,3,252,58,4,0,7,0,76,200,16,8,4,0,227,149,21,5,0,0,165,74,0,0,0,0,74,22,0,0,3,0,23,587,22,4,12,3,624,4,0,0,0,0,4,1030,52,11,16,3,1117,173,11,19,22,19,248,210,29,26,75,42,388,1560,95,68,278,75,2077,111,0,0,278,24,410,81,0,0,15,0,101,186,13,22,0,4,226,105,8,0,3,3,124,152,0,3,0,0,153,46,0,0,11,4,59,735,28,15,35,38,848,4,0,0,0,0,3,1226,52,42,49,51,1414,208,6
LGA53290,1418,122,28,127,7,1702,1311,60,18,17,0,1411,380,37,57,0,0,471,163,37,38,0,0,237,4,35,7,0,0,44,358,36,39,13,4,447,92,14,22,28,0,155,7,0,4,0,0,13,1003,157,159,41,4,1372,211,9,8,9,0,244,288,18,29,42,3,375,4235,365,248,239,17,5098,1522,71,10,79,39,1719,1433,19,6,16,14,1487,363,81,22,0,3,465,125,64,9,0,7,203,11,38,0,0,0,47,395,50,23,4,3,479,86,14,0,7,13,123,13,3,0,0,0,17,993,251,59,12,17,1335,217,14,3,4,13,246,512,86,8,46,84,733,4666,445,80,153,164,5508,1622,90,19,98,25,1853,1469,36,0,5,8,1516,343,111,22,0,0,473,120,68,5,0,0,195,7,17,26,0,0,52,477,65,12,10,6,573,118,15,0,34,8,174,10,7,0,0,0,13,1077,277,66,47,16,1478,214,10
LGA53360,168,0,10,738,11,927,212,0,4,39,0,257,130,14,19,8,0,166,53,34,26,0,0,110,0,0,0,0,0,0,49,0,0,12,0,72,45,0,0,87,5,143,0,0,0,4,0,4,275,47,52,114,5,492,33,0,0,32,0,62,66,9,11,54,0,143,754,59,71,975,14,1888,186,0,0,670,0,855,279,0,0,34,3,306,157,11,0,7,0,173,87,0,0,0,0,92,0,0,0,0,0,0,50,6,0,4,0,66,55,4,0,43,0,106,0,0,0,0,0,0,346,23,0,57,3,433,24,0,0,41,3,66,120,35,0,140,61,355,953,60,0,942,73,2027,230,5,5,784,14,1033,326,5,0,73,0,402,135,16,9,5,0,161,83,6,7,0,0,96,11,0,26,0,0,42,108,3,0,32,4,147,67,6,10,193,4,268,0,0,0,5,0,3,406,27,52,231,9,722,36,0
LGA53430,2648,529,213,129,0,3527,2556,462,214,11,0,3245,626,456,446,14,3,1549,215,415,361,0,0,985,32,14,7,0,0,47,642,260,179,12,3,1091,33,26,8,27,0,91,8,3,0,0,0,17,1556,1176,999,47,3,3788,104,79,23,9,0,210,376,197,243,104,0,921,7239,2440,1693,299,11,11692,2619,695,233,68,20,3632,2732,659,246,10,21,3665,619,542,431,3,10,1603,202,521,206,0,0,931,19,37,6,0,0,68,544,253,154,3,9,970,39,30,11,16,10,106,7,7,4,0,0,20,1440,1395,813,28,23,3695,162,63,26,8,6,255,496,295,332,62,54,1242,7440,3103,1651,177,121,12493,3028,747,461,117,19,4366,3180,666,462,10,3,4316,742,577,717,3,4,2043,178,441,208,0,0,835,25,82,32,0,0,142,579,271,236,4,4,1095,48,16,28,52,4,153,6,0,7,0,0,16,1566,1395,1239,66,12,4285,98,106
LGA53570,722,3,3,22,5,753,579,3,0,11,0,598,61,0,5,3,0,73,20,5,11,0,0,32,0,0,0,0,0,7,105,0,3,3,0,115,33,0,5,0,0,47,6,0,0,0,0,5,223,13,31,8,3,276,77,0,0,3,0,86,138,3,5,8,0,155,1735,23,46,57,4,1856,780,12,0,15,21,831,646,3,5,4,10,669,66,14,0,0,0,74,21,3,0,0,0,26,0,0,0,0,0,0,128,10,0,0,4,146,40,4,0,0,5,49,6,0,0,0,0,6,260,30,0,3,10,299,70,5,0,0,6,76,215,5,4,8,23,262,1971,51,12,39,66,2137,868,9,3,36,4,929,697,4,0,0,4,704,78,0,6,0,0,92,10,8,0,0,0,19,3,4,0,0,0,13,148,8,9,5,0,167,52,0,0,3,0,62,3,0,0,0,0,3,292,28,20,17,0,352,81,5
LGA53640,200,0,0,10,0,208,120,0,0,0,0,121,9,0,0,0,0,11,14,3,6,0,0,20,0,3,0,0,0,0,22,3,0,0,0,25,16,0,0,0,0,19,0,0,0,0,0,0,75,9,3,0,0,88,51,0,0,0,0,55,32,0,0,0,0,28,477,8,4,10,5,506,169,0,0,0,0,172,99,0,0,0,0,99,6,7,0,0,0,12,11,0,0,0,0,15,6,3,0,0,0,8,41,0,0,0,0,46,19,0,0,0,0,23,0,0,0,0,0,0,87,10,0,5,0,101,45,0,0,0,0,47,60,0,0,0,0,67,466,13,0,3,3,489,185,0,0,4,0,190,88,0,0,0,0,92,13,0,0,0,0,13,12,0,0,0,0,12,3,0,0,0,0,3,45,0,0,0,0,45,20,0,0,0,0,27,0,0,0,0,0,0,97,0,0,0,0,101,59,0
LGA53710,189,0,0,9,0,201,91,0,0,0,0,91,4,0,0,0,0,4,22,0,0,0,0,22,5,0,0,0,0,5,23,0,0,0,0,23,21,0,0,0,0,15,0,0,0,0,0,0,79,0,0,0,0,79,24,0,0,0,0,21,19,0,0,0,0,19,398,0,0,10,0,410,171,0,0,7,6,181,96,0,0,4,0,99,6,0,0,0,0,6,15,3,0,0,0,18,4,0,0,0,0,9,37,0,0,0,0,33,13,0,0,0,0,16,0,0,0,0,0,0,76,0,0,0,0,84,19,0,0,0,0,20,37,0,0,14,3,55,391,4,0,23,16,438,180,4,0,3,0,191,88,0,0,0,0,88,15,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,10,35,0,0,0,0,31,8,0,0,0,0,15,0,0,0,0,0,0,59,16,0,0,0,74,25,0
LGA53780,8919,413,251,63,4,9653,16410,424,254,23,3,17111,3022,323,253,9,0,3605,564,165,211,0,0,946,33,28,57,0,0,122,2376,161,139,6,0,2684,237,17,15,47,0,317,45,7,10,0,0,61,6277,711,687,58,0,7732,464,118,89,0,5,678,2018,134,167,13,0,2329,34086,1793,1449,157,16,37506,9314,718,57,66,11,10167,17315,1067,116,26,21,18548,3295,909,140,14,15,4371,574,335,49,0,0,964,33,89,9,0,0,139,2272,296,50,12,5,2630,297,40,8,50,4,394,41,19,4,0,0,65,6514,1690,260,75,26,8561,439,281,26,3,0,753,1923,419,43,50,26,2466,35504,4177,499,225,87,40494,10531,629,72,69,11,11312,18515,796,140,15,8,19471,4571,1031,355,17,9,5975,557,309,58,0,0,922,70,127,63,0,0,267,2528,297,68,12,4,2908,378,62,16,60,9,531,53,27,4,0,0,81,8153,1857,570,88,18,10689,359,410
LGA53800,3691,92,125,327,17,4247,4380,55,61,25,0,4527,1245,180,272,0,0,1698,453,204,117,0,4,779,24,8,37,0,0,64,922,73,95,8,0,1095,216,26,18,73,0,331,9,7,7,0,0,27,2870,498,541,87,3,3998,257,11,26,17,0,313,591,91,92,104,3,880,11792,742,844,554,30,13958,3691,291,26,218,57,4280,4559,172,10,54,8,4804,1350,402,82,5,10,1845,419,233,71,14,3,742,38,34,4,0,0,82,931,150,27,12,5,1134,192,28,9,33,3,262,13,7,0,0,0,25,2953,855,194,68,23,4085,202,65,20,10,0,293,998,202,64,78,35,1374,12398,1581,313,422,116,14839,4152,308,22,270,37,4785,4810,187,20,21,5,5042,1475,465,103,4,7,2053,312,186,48,3,0,553,60,44,5,0,0,110,1106,165,29,5,9,1309,197,60,5,51,8,321,17,13,0,0,0,32,3173,934,189,59,25,4376,215,108
LGA53920,22,4,0,119,61,208,13,0,0,7,8,23,0,0,0,0,0,0,322,9,0,9,9,346,64,0,0,9,0,73,11,0,0,3,0,16,27,14,5,16,4,62,0,0,0,0,0,0,415,21,3,36,18,494,101,10,0,42,19,175,25,0,0,17,7,48,588,32,7,212,109,952,33,0,0,146,0,188,6,0,0,19,0,27,0,0,0,8,0,8,265,40,8,3,0,310,26,9,0,0,0,34,8,0,0,4,0,11,28,24,3,13,0,71,3,0,0,0,0,0,330,72,15,19,0,432,82,18,9,27,5,143,164,36,12,31,0,249,617,130,25,248,10,1029,39,0,0,216,26,290,8,0,0,10,0,17,0,0,0,0,0,0,364,41,12,5,7,427,157,5,0,0,0,171,5,0,0,19,7,34,69,4,0,26,11,114,7,0,0,0,0,8,609,57,10,50,31,754,92,25
LGA53990,2357,39,12,42,3,2453,3330,18,4,4,0,3351,801,27,39,0,0,867,104,48,50,0,0,199,6,0,3,0,0,12,547,27,26,7,3,608,68,8,7,35,5,123,7,0,6,0,0,15,1532,106,127,45,4,1823,125,6,7,3,0,144,449,10,17,117,0,591,7790,181,176,216,12,8371,2660,68,8,56,12,2803,3888,31,0,3,17,3941,857,79,11,0,0,952,99,65,17,0,0,182,8,10,0,0,0,18,549,38,11,4,5,599,62,9,0,26,4,99,11,0,0,0,0,11,1583,205,41,26,8,1861,126,41,0,9,0,178,668,44,13,75,15,818,8922,384,64,168,57,9602,3139,70,14,94,5,3323,4448,27,5,15,4,4493,905,69,9,5,5,989,124,53,9,0,0,191,15,27,0,0,4,45,612,47,8,8,0,672,94,5,0,100,0,202,15,0,0,0,0,16,1769,201,26,112,6,2112,136,60
LGA54060,479,6,4,75,8,577,380,0,0,8,0,388,144,8,6,0,0,161,52,10,15,0,0,78,9,0,5,0,0,8,85,0,3,0,0,91,15,0,0,7,0,27,7,0,0,0,0,9,307,24,26,9,0,372,33,0,3,4,0,43,51,4,4,20,0,77,1257,32,41,113,19,1461,555,4,5,51,24,637,395,0,7,5,4,413,126,10,5,0,0,144,34,15,24,0,0,68,7,0,0,0,0,11,67,5,0,0,0,75,14,0,3,16,5,41,3,0,0,0,0,6,251,29,31,20,6,337,48,5,0,9,0,63,94,4,8,6,3,114,1341,41,44,86,39,1555,612,40,7,67,5,727,338,11,4,3,0,364,123,18,0,0,0,146,16,20,6,0,0,46,3,14,5,0,0,25,99,12,0,9,8,122,16,0,0,28,11,53,5,0,0,0,0,4,271,72,16,36,12,402,29,17
LGA54130,138,0,0,11,0,150,97,0,0,0,0,96,13,0,0,0,0,17,14,6,0,0,0,25,0,0,0,0,0,3,33,0,0,4,0,37,16,0,0,0,0,16,0,0,0,0,0,5,82,13,0,4,0,96,40,0,0,7,0,41,30,0,0,3,0,30,379,13,0,17,0,415,150,0,0,5,0,159,94,0,0,3,0,98,12,0,0,0,0,13,11,8,0,0,0,16,0,3,0,0,0,8,35,0,0,0,0,37,9,7,0,4,0,16,0,0,0,0,0,0,70,14,0,3,0,91,39,0,0,0,0,46,59,5,0,0,0,67,416,20,0,17,0,457,159,0,0,17,0,175,96,0,0,4,0,103,3,0,0,0,0,3,13,8,0,0,0,22,0,5,0,0,0,3,40,0,0,0,0,45,39,0,0,7,4,61,0,0,0,0,0,3,104,16,0,10,6,131,51,0
