LGA_CODE_2021,C16_C_Lat_Da_Saint_0_14,C16_C_Lat_Da_Saint_15_24,C16_C_Lat_Da_Saint_25_34,C16_C_Lat_Da_Saint_35_44,C16_C_Lat_Da_Saint_45_54,C16_C_Lat_Da_Saint_55_64,C16_C_Lat_Da_Saint_65_74,C16_C_Lat_Da_Saint_75_84,C16_C_Lat_Da_Saint_85ov,C16_C_Lat_Da_Saint_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Orth_Tot,C16_C_Oth_Prot_0_14,C16_C_Oth_Prot_15_24,C16_C_Oth_Prot_25_34,C16_C_Oth_Prot_35_44,C16_C_Oth_Prot_45_54,C16_C_Oth_Prot_55_64,C16_C_Oth_Prot_65_74,C16_C_Oth_Prot_75_84,C16_C_Oth_Prot_85ov,C16_C_Oth_Prot_Tot,C16_C_Pentec_0_14,C16_C_Pentec_15_24,C16_C_Pentec_25_34,C16_C_Pentec_35_44,C16_C_Pentec_45_54,C16_C_Pentec_55_64,C16_C_Pentec_65_74,C16_C_Pentec_75_84,C16_C_Pentec_85ov,C16_C_Pentec_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_C_Unit_Chur_0_14,C16_C_Unit_Chur_15_24,C16_C_Unit_Chur_25_34,C16_C_Unit_Chur_35_44,C16_C_Unit_Chur_45_54,C16_C_Unit_Chur_55_64,C16_C_Unit_Chur_65_74,C16_C_Unit_Chur_75_84,C16_C_Unit_Chur_85ov,C16_C_Unit_Chur_Tot,C16_Chr_Ch_nfd_0_14,C16_Chr_Ch_nfd_15_24,C16_Chr_Ch_nfd_25_34,C16_Chr_Ch_nfd_35_44,C16_Chr_Ch_nfd_45_54,C16_Chr_Ch_nfd_55_64,C16_Chr_Ch_nfd_65_74,C16_Chr_Ch_nfd_75_84,C16_Chr_Ch_nfd_85ov,C16_Chr_Ch_nfd_Tot,C16_Chr_Oth_Ch_0_14,C16_Chr_Oth_Ch_15_24,C16_Chr_Oth_Ch_25_34,C16_Chr_Oth_Ch_35_44,C16_Chr_Oth_Ch_45_54,C16_Chr_Oth_Ch_55_64,C16_Chr_Oth_Ch_65_74,C16_Chr_Oth_Ch_75_84,C16_Chr_Oth_Ch_85ov,C16_Chr_Oth_Ch_Tot,C16_Chr_Tot_0_14,C16_Chr_Tot_15_24,C16_Chr_Tot_25_34,C16_Chr_Tot_35_44,C16_Chr_Tot_45_54,C16_Chr_Tot_55_64,C16_Chr_Tot_65_74,C16_Chr_Tot_75_84,C16_Chr_Tot_85ov,C16_Chr_Tot_Tot,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85ov,C16_OR_AusAborTrade_Tot,C16_OR_Sikh_0_14,C16_OR_Sikh_15_24,C16_OR_Sikh_25_34,C16_OR_Sikh_35_44,C16_OR_Sikh_45_54,C16_OR_Sikh_55_64,C16_OR_Sikh_65_74,C16_OR_Sikh_75_84,C16_OR_Sikh_85ov,C16_OR_Sikh_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_OR_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_OthRel_Tot_0_14,C16_OthRel_Tot_15_24,C16_OthRel_Tot_25_34,C16_OthRel_Tot_35_44,C16_OthRel_Tot_45_54,C16_OthRel_Tot_55_64,C16_OthRel_Tot_65_74,C16_OthRel_Tot_75_84,C16_OthRel_Tot_85ov,C16_OthRel_Tot_Tot,C16_SBOSB_N_RA_0_14,C16_SBOSB_N_RA_15_24,C16_SBOSB_N_RA_25_34,C16_SBOSB_N_RA_35_44,C16_SBOSB_N_RA_45_54,C16_SBOSB_N_RA_55_64,C16_SBOSB_N_RA_65_74,C16_SBOSB_N_RA_75_84,C16_SBOSB_N_RA_85ov,C16_SBOSB_N_RA_Tot
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,15,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,18,7,14,15,14,21,13,10,4,108,12,0,6,10,4,6,0,4,0,39,0,0,0,0,0,0,0,0,0,0,166,88,96,122,99,130,86,62,20,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,4,92,126,47,44,53,34,26,10,0,426
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,0,3,0,4,0,5,0,0,0,12,0,4,5,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,8,12,20,7,18,4,85,15,4,8,11,5,4,4,4,0,48,0,0,0,0,0,0,0,0,0,5,144,75,114,113,116,128,79,53,19,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,113,39,70,62,37,46,26,0,4,397
LGA52590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,18,0,0,5,0,0,0,0,0,0,5,0,0,0,0,3,5,5,5,0,17,0,0,0,0,0,0,0,0,0,0,9,0,3,3,9,18,22,7,0,73,0,0,0,4,0,4,0,3,0,8,7,0,0,3,4,0,0,0,0,13,14,5,6,9,23,20,34,20,4,139,9,0,10,6,7,16,9,6,5,67,0,0,0,0,0,0,0,0,0,0,184,79,118,161,248,332,334,162,34,1650,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,5,0,0,5,0,0,8,0,4,0,5,0,0,8,252,128,183,153,155,156,89,38,8,1172
LGA52660,23,13,7,8,12,9,0,0,0,64,3,4,4,6,4,10,11,3,0,39,0,0,0,0,0,0,0,0,0,0,6,0,5,0,13,10,17,5,3,64,45,10,8,28,19,9,4,3,0,134,13,6,9,19,39,51,42,19,4,201,0,4,5,0,0,4,9,0,0,25,5,0,4,5,3,6,7,3,5,37,40,38,25,28,73,78,75,50,17,419,121,54,64,61,64,69,26,15,4,477,0,8,3,0,3,3,0,0,0,22,1319,770,744,897,1144,1061,848,537,211,7524,14,0,14,10,0,0,0,0,0,39,24,8,20,17,17,3,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,3,0,0,0,24,5,7,9,3,12,4,3,0,0,36,10,10,16,10,12,8,3,0,0,63,1397,777,848,663,554,404,208,68,29,4943
LGA52730,0,0,0,0,0,0,0,0,0,10,0,0,0,6,4,8,6,5,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,15,0,0,0,0,0,0,8,0,0,6,3,0,0,7,13,13,20,18,4,87,0,0,0,0,0,0,0,0,0,7,5,0,0,3,0,0,4,0,0,14,6,4,5,8,23,39,41,22,10,161,20,10,16,9,16,21,24,10,5,123,0,0,0,0,0,5,0,0,0,7,186,121,91,177,300,371,482,238,76,2046,4,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,12,4,3,5,9,8,6,0,0,51,12,4,3,5,9,8,6,0,0,54,644,331,241,340,435,437,291,99,27,2838
LGA52800,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,339,201,195,149,144,81,33,22,3,1167,45,27,25,20,10,13,7,0,0,157,8,4,7,3,19,26,10,9,0,81,0,0,0,0,0,4,0,0,0,5,29,8,8,10,3,3,3,0,0,60,49,34,36,25,36,51,26,10,8,268,286,144,132,114,86,64,18,5,5,844,0,0,0,0,0,0,0,0,0,3,1103,627,674,562,588,508,216,72,27,4365,9,0,7,9,0,0,0,0,0,20,0,0,3,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,48,43,37,24,22,4,3,6,0,194,3,0,8,4,0,0,0,0,0,18,0,0,3,0,3,4,0,0,0,13,52,43,43,34,28,12,3,6,0,219,498,240,373,252,174,166,57,11,8,1772
LGA52870,0,0,0,0,5,0,0,0,0,3,3,0,0,0,6,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,6,7,0,0,22,0,9,0,0,0,12,0,4,0,26,8,0,0,11,14,24,26,11,3,100,0,0,0,0,0,4,0,0,0,10,4,6,5,4,9,11,3,3,0,37,19,13,7,15,30,61,49,17,8,226,23,19,10,14,21,28,22,12,3,159,0,0,0,0,0,0,0,0,0,4,464,211,202,292,435,581,498,214,75,2976,3,0,0,3,0,0,0,0,0,9,10,0,4,3,6,0,0,0,0,22,4,4,0,0,0,4,0,0,0,13,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,9,4,0,0,39,0,6,11,9,6,9,4,0,0,45,443,231,238,272,288,301,188,59,11,2032
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,6,3,4,12,20,18,9,4,76,3,0,0,5,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,67,20,27,47,59,72,69,25,8,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,77,25,35,28,27,23,11,3,0,234
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,4,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,4,16,11,14,4,48,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,53,10,37,43,52,64,47,23,5,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,56,16,51,28,21,40,6,6,0,230
LGA53080,3,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,13,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,4,0,0,13,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,56,15,41,21,60,60,52,23,4,324,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,37,27,42,17,49,50,26,5,0,261
LGA53150,0,0,0,0,0,3,0,0,0,5,3,0,0,0,6,4,5,5,4,25,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,6,4,3,0,21,3,0,7,3,0,3,6,0,0,24,0,0,3,10,21,33,29,18,5,115,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,33,21,5,19,35,43,25,23,4,189,19,16,9,12,20,16,6,0,0,103,0,0,0,0,0,0,0,0,0,3,652,360,231,414,658,534,402,271,97,3621,4,3,0,7,0,0,0,0,0,22,0,3,6,5,4,0,4,0,0,13,5,0,5,5,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,12,9,8,0,0,50,0,7,4,7,12,9,10,0,0,48,568,405,386,433,432,395,165,57,16,2855
LGA53220,3,0,9,4,5,4,0,0,0,24,24,16,19,16,14,9,4,3,0,113,0,0,0,0,0,0,0,0,0,5,0,0,4,6,10,7,4,0,0,26,25,11,19,20,11,7,0,0,0,102,0,3,26,24,38,28,6,0,0,116,0,0,0,0,0,0,0,0,0,9,88,38,43,39,27,8,3,4,0,255,30,4,35,39,43,34,9,0,0,193,61,38,66,63,44,24,3,0,0,288,0,0,0,5,7,6,5,0,0,22,682,366,1000,909,771,470,118,14,5,4340,13,4,27,20,9,0,0,0,0,72,8,7,20,14,6,5,0,0,0,57,0,0,0,5,0,4,0,0,0,10,18,29,33,19,16,12,4,0,0,126,0,0,4,0,0,0,0,0,0,5,0,0,4,14,5,6,0,0,0,26,19,29,41,31,17,18,4,0,0,160,634,389,1098,675,437,211,47,10,0,3490
LGA53290,4,3,0,0,0,6,0,0,0,17,49,18,18,20,17,28,26,15,4,187,0,0,0,0,0,0,0,0,0,0,12,3,3,9,18,17,12,8,0,95,36,13,18,17,24,23,15,0,0,155,17,7,12,14,33,62,59,31,14,243,0,0,0,0,9,9,3,3,5,29,30,5,10,14,12,21,10,10,3,110,42,49,41,52,96,128,116,70,31,619,207,139,88,108,95,84,40,27,3,784,3,0,0,0,4,0,0,0,0,15,1267,762,649,827,1160,1066,917,512,190,7347,0,0,4,6,0,3,4,0,0,14,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,6,4,0,4,5,0,0,0,0,0,10,4,0,3,4,7,3,3,0,0,34,14,5,6,12,7,3,3,0,0,50,1260,715,714,648,599,452,249,105,27,4777
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,6,0,0,14,5,5,0,10,0,0,0,0,0,20,5,4,5,9,13,7,8,8,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,4,9,3,7,7,0,41,21,15,23,3,8,9,3,0,0,83,0,0,0,0,0,0,0,0,0,0,181,80,124,177,192,182,151,42,10,1139,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,321,137,233,216,163,104,63,14,0,1249
LGA53430,3,0,0,0,6,0,0,0,0,16,10,7,10,15,20,10,8,10,3,83,0,0,0,0,0,0,0,0,0,0,3,3,10,15,19,10,9,4,5,93,11,13,21,10,21,16,18,3,0,113,25,13,30,34,38,74,68,58,12,358,0,0,4,0,3,4,0,4,0,18,3,0,5,0,0,3,5,0,0,15,36,27,36,46,70,69,88,48,11,424,60,40,60,65,58,67,40,19,5,421,0,0,0,0,8,3,4,0,0,21,1427,944,1192,1375,1771,1831,1615,1181,491,11831,14,19,47,13,19,3,0,0,0,123,24,22,31,29,16,22,13,0,0,145,8,4,22,8,11,3,10,10,0,82,0,0,0,0,0,0,0,0,0,4,4,0,15,0,0,0,0,0,0,21,14,6,16,35,20,30,8,5,0,137,13,14,36,36,20,31,8,5,0,155,2172,1508,2588,1978,1772,1459,785,230,70,12554
LGA53570,3,6,0,0,3,0,0,0,0,13,0,0,0,0,0,5,5,5,0,16,0,0,0,0,0,0,0,0,0,0,4,4,0,5,3,6,4,8,0,31,22,4,6,10,6,8,4,0,0,59,9,7,0,3,12,29,35,21,0,119,0,0,0,0,3,5,4,0,0,8,0,0,0,0,0,0,0,6,0,3,33,19,18,20,19,40,52,16,10,237,30,8,16,16,31,25,13,9,3,152,0,0,0,0,0,0,0,0,0,0,403,189,190,272,400,503,535,228,46,2771,0,0,0,0,0,0,0,0,0,3,4,5,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,16,0,0,0,3,4,10,0,0,0,16,376,199,250,208,239,237,164,58,8,1739
LGA53640,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,6,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,8,8,13,7,0,0,45,9,0,8,4,0,8,0,0,0,30,0,0,0,0,0,0,0,0,0,0,125,56,86,100,99,117,67,28,6,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,86,32,76,40,47,57,19,0,3,355
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,16,6,9,5,6,60,9,4,0,3,6,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,117,33,64,71,94,95,92,50,24,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,79,25,34,34,43,40,23,9,3,285
LGA53780,92,59,55,59,44,40,27,12,6,392,47,28,24,39,43,42,39,25,6,292,72,62,33,44,49,33,13,7,0,311,158,116,129,132,150,134,86,49,16,961,405,289,233,237,285,205,115,55,12,1826,359,188,210,257,340,379,350,185,60,2319,14,17,21,23,38,50,49,31,20,256,107,63,79,64,52,43,41,25,7,492,267,192,194,235,257,307,313,173,45,1979,1150,759,802,723,655,494,267,89,25,4972,63,47,35,39,56,47,16,14,0,320,9668,6486,6310,7314,7793,7234,5693,3066,1019,54575,1203,410,1167,1030,348,149,76,14,0,4410,2944,1588,1707,1420,814,410,160,34,13,9083,0,4,4,3,9,5,7,0,0,31,10,4,4,5,0,0,0,0,0,23,368,289,688,208,78,62,30,9,0,1732,41,52,101,88,106,67,34,8,4,491,417,353,787,300,180,124,62,16,8,2247,7763,5143,6383,4942,3865,2623,1378,505,177,32785
LGA53800,0,4,0,3,5,4,5,7,6,41,27,6,15,18,28,26,24,17,3,167,3,0,0,0,0,0,0,0,0,7,25,14,20,26,42,33,23,7,12,200,117,45,44,64,73,56,31,14,4,450,19,19,16,26,109,139,106,58,27,516,12,4,13,7,14,30,14,9,0,98,55,25,33,30,27,20,25,8,5,224,115,67,53,128,139,209,184,97,34,1024,289,173,137,178,173,141,81,21,3,1213,8,4,3,8,6,9,3,0,0,37,3879,2319,1929,2537,3424,3118,2363,1386,497,21458,39,8,45,46,12,6,0,0,0,160,170,64,88,82,57,45,21,14,3,538,0,0,10,0,0,3,0,0,0,17,5,4,3,0,4,0,0,0,0,17,10,0,8,6,0,0,0,0,0,27,19,6,13,26,15,13,7,3,0,105,38,13,24,36,15,14,7,3,0,149,3058,1904,1932,1551,1429,1017,492,193,72,11652
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,111,61,60,38,36,38,19,3,0,370,88,53,44,28,22,19,11,0,0,268,0,4,0,0,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,39,14,15,22,19,13,3,0,5,123,36,32,33,10,16,11,4,3,0,145,0,0,0,0,0,0,0,0,0,0,545,353,328,250,194,180,84,16,4,1963,0,0,8,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,5,4,5,4,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,9,4,6,4,3,0,0,35,116,75,96,61,61,47,13,0,0,470
LGA53990,43,32,14,19,20,6,4,3,0,147,4,3,5,6,8,14,10,9,3,57,0,0,0,0,0,0,0,0,0,0,12,4,10,6,29,27,14,5,5,106,36,16,23,11,24,14,12,7,0,148,88,22,32,51,63,97,94,38,10,501,4,0,4,5,3,10,4,3,3,35,23,6,11,16,10,10,10,6,6,106,82,41,41,71,101,134,179,73,14,740,250,108,95,141,130,125,74,25,9,960,10,6,4,6,7,7,7,0,0,43,2764,1436,1339,1875,2222,2118,1715,805,229,14506,19,3,14,15,11,5,0,0,0,60,29,12,18,19,14,6,0,0,0,90,4,4,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,11,12,5,4,7,22,14,5,5,0,83,18,8,8,11,22,13,5,5,0,89,2519,1267,1401,1255,1088,836,397,144,33,8940
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,4,0,17,0,0,0,0,6,0,5,6,0,13,0,0,0,3,9,18,24,15,0,70,0,0,5,0,0,0,6,0,0,16,11,0,0,0,0,0,3,3,0,19,14,11,5,11,16,32,40,25,11,170,11,11,3,0,11,10,5,0,0,56,0,0,0,0,0,0,0,0,0,0,266,134,107,187,288,366,396,207,68,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,291,131,134,154,154,158,111,39,8,1182
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,9,16,7,4,3,0,55,19,0,9,8,6,0,3,0,0,43,0,0,0,0,0,0,0,0,0,0,66,24,52,51,101,99,54,26,4,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,43,76,46,49,61,21,11,0,434
LGA54170,100,56,42,46,44,51,41,11,5,401,73,43,31,57,92,71,91,27,24,511,42,56,44,28,31,50,13,15,0,272,114,86,67,118,196,189,115,64,24,975,387,305,228,230,276,222,149,43,15,1847,309,253,170,337,604,730,556,282,112,3359,16,20,15,15,25,34,31,21,10,189,29,17,8,15,25,24,27,13,5,163,631,450,233,489,602,793,708,287,121,4322,1031,632,568,664,719,522,339,116,21,4612,21,15,9,22,25,39,21,7,3,149,14931,10326,7077,10458,14073,13531,10050,4291,1783,86516,231,173,212,195,140,118,64,10,7,1146,229,288,258,172,152,106,67,22,4,1298,21,18,15,24,27,35,26,11,3,180,0,0,0,0,0,0,0,0,0,0,38,25,60,27,23,21,16,0,0,218,63,67,104,85,102,81,63,18,13,593,95,98,164,113,126,96,84,22,12,806,11822,8000,7886,7968,7086,5221,2470,793,317,51563
LGA54200,29,29,13,16,28,15,8,5,0,147,14,14,9,21,34,29,34,18,11,198,11,6,9,11,0,4,0,0,0,35,42,32,42,41,50,62,47,18,6,341,131,64,57,67,71,53,47,16,3,506,140,77,51,109,211,216,223,133,28,1177,10,12,3,19,11,18,17,7,3,91,106,83,55,61,80,71,49,34,6,539,166,106,85,140,188,236,281,150,42,1400,490,283,271,280,269,251,203,77,22,2140,54,39,32,25,34,19,17,12,3,239,5176,3443,2712,3686,4589,4260,3894,2155,643,30550,219,35,194,195,38,35,15,0,0,734,307,150,173,164,84,33,25,12,0,950,10,4,3,10,7,0,4,0,0,41,0,0,0,0,0,0,0,0,0,6,39,8,57,26,5,7,0,0,0,137,21,13,26,27,41,31,8,3,0,170,56,22,88,51,49,36,8,0,4,315,4425,2928,3113,2783,2417,1799,1060,443,115,19087
