Age group,Sex,Date,NSW_Population,Vic_Population,Qld_Population,WA_Population,SA_Population,Tas_Population,ACT_Population,NT_Population,National_Population
20-24,Female,2021-03-31,246204,205774,164102,81022,54529,15672,17089,8071,792569
20-24,Female,2021-06-30,243734,203094,163349,80580,54144,15523,17271,8038,785839
20-24,Female,2021-12-31,480104,401418,325038,159622,106909,30397,34333,15910,1553937
20-24,Female,2022-03-31,243902,205098,164612,80135,53967,15092,17536,7955,788401
20-24,Female,2022-06-30,245751,205831,165401,80350,53857,14943,17538,7941,791716
20-24,Female,2022-12-31,504159,421578,336208,163414,108371,29571,36080,16006,1615590
20-24,Female,2023-03-31,259317,217959,171296,83546,54736,14710,18604,8047,828315
20-24,Male,2012-03-31,256094,211482,165270,93698,59240,16457,17187,10545,830159
20-24,Male,2012-06-30,256224,211688,165752,93860,59303,16379,17111,10659,831151
20-24,Male,2012-12-31,514593,424280,333895,188410,118431,32647,34135,21416,1668128
20-24,Male,2013-03-31,259256,213659,168012,94635,59446,16323,16951,10757,839186
20-24,Male,2013-06-30,259499,213713,168333,94323,59402,16292,16895,10915,839510
20-24,Male,2013-12-31,521486,429935,338750,187227,118282,32597,33422,21471,1683435
20-24,Male,2014-03-31,262745,217599,170884,93116,59199,16375,16804,10526,847376
20-24,Male,2014-06-30,263117,218448,171534,92362,59123,16339,16686,10449,848183
20-24,Male,2014-12-31,529243,440701,343529,183444,118371,32725,33206,20505,1701976
20-24,Male,2015-03-31,266902,222949,172342,91491,59419,16461,16606,9994,856290
20-24,Male,2015-06-30,266737,223342,172448,90858,59412,16481,16452,10518,856374
20-24,Male,2015-12-31,536686,451092,344339,180757,118816,32998,32971,19964,1717875
20-24,Male,2016-03-31,270722,229089,172562,90121,59538,16551,16586,9640,864938
20-24,Male,2016-06-30,270639,229694,172656,89424,59497,16501,16540,9873,864974
20-24,Male,2016-12-31,544675,463966,345021,177801,118555,33388,33907,19236,1736843
20-24,Male,2017-03-31,275175,236376,173051,88381,59461,16917,17271,9290,876070
20-24,Male,2017-06-30,274824,236330,173171,87714,59381,17018,17312,9533,875429
20-24,Male,2017-12-31,553099,476222,343986,174201,118845,34424,35084,18800,1754947
20-24,Male,2018-03-31,278993,242035,172536,87002,59576,17293,17696,9308,884583
20-24,Male,2018-06-30,279362,242513,172601,86753,59605,17314,17693,9496,885481
20-24,Male,2018-12-31,563692,488440,345242,174122,119623,34767,35679,18649,1780487
20-24,Male,2019-03-31,283861,247281,173383,87533,60323,17390,17980,9254,897139
20-24,Male,2019-06-30,282850,245693,173212,87415,60325,17265,17909,9451,894252
20-24,Male,2019-12-31,561769,488300,345391,175248,120214,34073,35649,18373,1779277
20-24,Male,2020-03-31,278782,241882,172512,88096,60196,16847,17441,9100,884985
20-24,Male,2020-06-30,276091,238531,171777,87577,59903,16659,17439,9151,877255
20-24,Male,2020-12-31,539931,457159,340323,173624,118215,33290,34444,18251,1715486
20-24,Male,2021-03-31,264940,221084,169157,86265,58472,16668,17173,9108,842989
20-24,Male,2021-06-30,263020,217862,168920,85971,58173,16564,17331,9107,837065
20-24,Male,2021-12-31,519194,430529,336127,170509,114926,32634,34273,18025,1656434
20-24,Male,2022-03-31,264700,219517,170255,85775,58102,16221,17470,8878,841023
20-24,Male,2022-06-30,268017,219853,171080,86105,58218,16081,17474,8985,845912
20-24,Male,2022-12-31,550588,449964,346586,175502,117623,31974,35971,17506,1725899
20-24,Male,2023-03-31,284670,232512,176714,90134,59806,15873,18596,9108,887500
20-24,Total,2012-03-31,502732,414948,327055,181161,115333,32006,33697,19520,1626712
20-24,Total,2012-06-30,502787,415249,328356,181616,115406,31814,33629,19673,1628778
20-24,Total,2012-12-31,1009300,833239,660700,365283,230473,63263,67009,39716,3269443
20-24,Total,2013-03-31,508104,419813,332388,183689,115538,31540,33440,19991,1644717
20-24,Total,2013-06-30,508363,420370,333051,183357,115432,31436,33254,20196,1645662
20-24,Total,2013-12-31,1022601,846381,669631,364788,230386,62817,65926,40059,3302980
20-24,Total,2014-03-31,515195,427769,337097,181490,115388,31421,33039,19812,1661399
20-24,Total,2014-06-30,515578,428772,338014,179972,115286,31330,32794,19703,1661633
20-24,Total,2014-12-31,1037083,864832,676883,357395,230757,62822,65376,38769,3334289
20-24,Total,2015-03-31,522593,437078,339929,177904,115720,31590,32650,19044,1676695
20-24,Total,2015-06-30,522419,437824,340118,176645,115587,31592,32388,19518,1676279
20-24,Total,2015-12-31,1051718,884781,680199,351460,231411,63221,64885,37701,3365746
20-24,Total,2016-03-31,530490,448884,341315,175059,115901,31684,32712,18384,1694615
20-24,Total,2016-06-30,530047,450298,341504,173500,115774,31609,32615,18506,1694074
20-24,Total,2016-12-31,1067785,909105,682842,345492,230844,64056,66839,36345,3403755
20-24,Total,2017-03-31,538943,462006,342467,171811,115734,32426,34228,17830,1715676
20-24,Total,2017-06-30,537932,462013,342351,170686,115572,32573,34305,18026,1713691
20-24,Total,2017-12-31,1082805,930597,682496,339401,231319,65896,69883,35684,3438540
20-24,Total,2018-03-31,545701,471347,342374,169216,115985,33163,35377,17612,1731008
20-24,Total,2018-06-30,545622,471352,342319,168541,115959,33191,35406,17849,1730472
20-24,Total,2018-12-31,1098813,947367,685227,338045,232494,66888,71305,35210,3475810
20-24,Total,2019-03-31,552323,478272,343671,169759,116949,33605,35920,17510,1748243
20-24,Total,2019-06-30,549214,474507,343123,169444,116799,33420,35687,17695,1740123
20-24,Total,2019-12-31,1090005,941647,684354,340125,232604,66114,70706,34975,3460997
20-24,Total,2020-03-31,540270,466079,341590,170963,116217,32823,34707,17350,1720231
20-24,Total,2020-06-30,534467,459820,339688,169909,115627,32474,34761,17312,1704289
20-24,Total,2020-12-31,1043411,881796,671679,336815,228409,64756,68671,34506,3330501
20-24,Total,2021-03-31,511144,426858,333259,167287,113001,32340,34262,17179,1635558
20-24,Total,2021-06-30,506754,420956,332269,166551,112317,32087,34602,17145,1622904
20-24,Total,2021-12-31,999298,831947,661165,330131,221835,63031,68606,33935,3210371
20-24,Total,2022-03-31,508602,424615,334867,165910,112069,31313,35006,16833,1629424
20-24,Total,2022-06-30,513768,425684,336481,166455,112075,31024,35012,16926,1637628
20-24,Total,2022-12-31,1054747,871542,682794,338916,225994,61545,72051,33512,3341489
20-24,Total,2023-03-31,543987,450471,348010,173680,114542,30583,37200,17155,1715815
25-29,Female,2012-03-31,262639,214998,164638,92848,55936,15199,16658,10768,833762
25-29,Female,2012-06-30,263291,216373,165794,94284,56062,15145,16769,10962,838756
25-29,Female,2012-12-31,529042,436621,333512,192561,112298,30372,33768,22170,1690500
25-29,Female,2013-03-31,266296,220889,167843,98105,56365,15222,17046,11249,853095
25-29,Female,2013-06-30,266963,222529,168539,99106,56456,15196,17120,11362,857350
25-29,Female,2013-12-31,538211,449886,338499,200262,113190,30442,34200,22745,1727597
25-29,Female,2014-03-31,271714,227759,169928,100892,56803,15200,17153,11356,870880
25-29,Female,2014-06-30,272560,229165,170266,100991,56863,15131,17115,11399,873565
25-29,Female,2014-12-31,550573,462679,341690,202394,114012,30233,34290,22808,1758830
25-29,Female,2015-03-31,278524,234192,171412,101320,57406,15069,17213,11444,886652
25-29,Female,2015-06-30,280138,235676,171911,101248,57517,14986,17221,11593,890360
25-29,Female,2015-12-31,565276,475610,345301,201504,115104,30139,34498,23195,1790772
25-29,Female,2016-03-31,285902,240948,173764,100218,57666,15139,17280,11657,902648
25-29,Female,2016-06-30,287607,242878,174567,99564,57592,15193,17276,11783,906561
25-29,Female,2016-12-31,580559,489924,351139,197300,115292,30986,34733,23579,1823711
25-29,Female,2017-03-31,293252,248034,176876,97797,57750,15854,17610,11804,919080
25-29,Female,2017-06-30,294255,248946,177853,97096,57686,16084,17729,11884,921638
25-29,Female,2017-12-31,590850,500984,357797,193079,115665,32887,35831,23630,1850933
25-29,Female,2018-03-31,296843,252911,179980,96011,58134,16853,18254,11726,930819
25-29,Female,2018-06-30,297114,253848,180560,95515,58154,17132,18373,11700,932508
25-29,Female,2018-12-31,596362,511438,362586,189985,116589,35097,37263,23269,1872807
25-29,Female,2019-03-31,299350,257896,182121,94773,58666,17965,18960,11620,941460
25-29,Female,2019-06-30,298821,258310,182686,94462,58818,18178,19194,11683,942258
25-29,Female,2019-12-31,596922,517263,366685,188975,118379,36990,38414,23343,1887185
25-29,Female,2020-03-31,297335,258327,183756,94576,59500,18782,19255,11641,943285
25-29,Female,2020-06-30,294737,256318,183037,93749,59467,18847,19310,11599,937176
25-29,Female,2020-12-31,578052,499162,362592,185557,118573,38053,38601,23031,1843844
25-29,Female,2021-03-31,284094,243888,179945,92175,59230,19373,19430,11460,909710
25-29,Female,2021-06-30,281425,240676,179078,91703,59198,19599,19705,11468,902967
25-29,Female,2021-12-31,555121,476834,356129,182047,117525,38582,39194,23018,1788676
25-29,Female,2022-03-31,278414,239735,178876,91326,59229,19287,19864,11619,898464
25-29,Female,2022-06-30,279533,240646,179748,91799,59607,19246,20025,11683,902404
25-29,Female,2022-12-31,568371,488708,364950,186783,120501,38086,40469,23344,1831453
25-29,Female,2023-03-31,289854,249173,185861,95696,61067,18885,20582,11660,932902
25-29,Male,2012-03-31,264476,218801,167631,101822,57865,15345,17053,11819,855161
25-29,Male,2012-06-30,264849,220074,168762,103555,58027,15357,17101,11951,860012
25-29,Male,2012-12-31,531739,443355,339200,210193,116047,30587,34268,24291,1730301
25-29,Male,2013-03-31,267484,223735,170425,106654,58164,15271,17279,12342,871641
25-29,Male,2013-06-30,268217,225051,170857,107182,58102,15165,17261,12604,874714
25-29,Male,2013-12-31,539510,452810,341597,213556,116249,30337,34423,25378,1754363
25-29,Male,2014-03-31,271949,228293,170788,106737,58206,15183,17150,12855,881391
25-29,Male,2014-06-30,272989,229237,170756,106365,58048,15134,16983,12888,882620
25-29,Male,2014-12-31,550250,462769,342246,211504,116379,30416,33860,25581,1773402
25-29,Male,2015-03-31,278160,233807,171580,105457,58384,15281,17025,12762,892639
25-29,Male,2015-06-30,279780,235118,171925,105074,58329,15288,17003,12974,895666
25-29,Male,2015-12-31,564571,473974,344238,207916,116668,30560,33906,25426,1797592
25-29,Male,2016-03-31,285629,240206,172758,103073,58369,15327,16972,12542,905031
25-29,Male,2016-06-30,287121,241834,173347,102139,58227,15344,16967,12584,907735
25-29,Male,2016-12-31,579859,487883,348045,202187,116495,31365,34252,24972,1825396
25-29,Male,2017-03-31,293531,247358,175202,100094,58315,16066,17393,12286,920415
25-29,Male,2017-06-30,295166,248451,176087,99204,58295,16278,17452,12291,923392
25-29,Male,2017-12-31,594533,500782,353129,196141,116986,33274,35395,24051,1854621
25-29,Male,2018-03-31,299660,253389,177566,97272,58769,17070,17990,11763,933640
25-29,Male,2018-06-30,300662,254769,178468,96398,58933,17339,18128,11747,936602
25-29,Male,2018-12-31,604026,515367,358295,191639,118459,35588,36550,23265,1883517
25-29,Male,2019-03-31,303454,260985,180356,95371,59613,18185,18567,11488,948187
25-29,Male,2019-06-30,303569,261950,180970,94964,59642,18436,18789,11493,949985
25-29,Male,2019-12-31,605794,526665,362838,189777,120207,37512,37899,22820,1903856
25-29,Male,2020-03-31,301547,263447,181778,95149,60584,19074,19074,11350,952178
25-29,Male,2020-06-30,299182,262371,181197,94571,60713,19172,19183,11297,947862
25-29,Male,2020-12-31,587332,511920,359370,187662,121560,39103,38602,22433,1868334
25-29,Male,2021-03-31,288912,250216,178642,93431,60966,20100,19560,11177,923178
25-29,Male,2021-06-30,286918,247078,178193,93254,61269,20497,19958,11196,918534
25-29,Male,2021-12-31,566306,492888,355550,185836,121893,40361,39764,22468,1825408
25-29,Male,2022-03-31,284751,248404,179038,93609,61603,20140,20102,11200,919021
25-29,Male,2022-06-30,286773,249419,180251,94439,62000,19946,20162,11195,924363
25-29,Male,2022-12-31,583724,506443,365937,193734,125428,39290,40427,22277,1877613
25-29,Male,2023-03-31,298141,258350,186572,99970,63497,19364,20348,11182,957597
25-29,Total,2012-03-31,527115,433799,332269,194670,113801,30544,33711,22587,1688923
25-29,Total,2012-06-30,528140,436447,334556,197839,114089,30502,33870,22913,1698768
25-29,Total,2012-12-31,1060781,879976,672712,402754,228345,60959,68036,46461,3420801
25-29,Total,2013-03-31,533780,444624,338268,204759,114529,30493,34325,23591,1724736
25-29,Total,2013-06-30,535180,447580,339396,206288,114558,30361,34381,23966,1732064
25-29,Total,2013-12-31,1077721,902696,680096,413818,229439,60779,68623,48123,3481960
25-29,Total,2014-03-31,543663,456052,340716,207629,115009,30383,34303,24211,1752271
25-29,Total,2014-06-30,545549,458402,341022,207356,114911,30265,34098,24287,1756185
25-29,Total,2014-12-31,1100823,925448,683936,413898,230391,60649,68150,48389,3532232
25-29,Total,2015-03-31,556684,467999,342992,206777,115790,30350,34238,24206,1779291
25-29,Total,2015-06-30,559918,470794,343836,206322,115846,30274,34224,24567,1786026
25-29,Total,2015-12-31,1129847,949584,689539,409420,231772,60699,68404,48621,3588364
25-29,Total,2016-03-31,571531,481154,346522,203291,116035,30466,34252,24199,1807679
25-29,Total,2016-06-30,574728,484712,347914,201703,115819,30537,34243,24367,1814296
25-29,Total,2016-12-31,1160418,977807,699184,399487,231787,62351,68985,48551,3649107
25-29,Total,2017-03-31,586783,495392,352078,197891,116065,31920,35003,24090,1839495
25-29,Total,2017-06-30,589421,497397,353940,196300,115981,32362,35181,24175,1845030
25-29,Total,2017-12-31,1185383,1001766,710926,389220,232651,66161,71226,47681,3705554
25-29,Total,2018-03-31,596503,506300,357546,193283,116903,33923,36244,23489,1864459
25-29,Total,2018-06-30,597776,508617,359028,191913,117087,34471,36501,23447,1869110
25-29,Total,2018-12-31,1200388,1026805,720881,381624,235048,70685,73813,46534,3756324
25-29,Total,2019-03-31,602804,518881,362477,190144,118279,36150,37527,23108,1889647
25-29,Total,2019-06-30,602390,520260,363656,189426,118460,36614,37983,23176,1892243
25-29,Total,2019-12-31,1202716,1043928,729523,378752,238586,74502,76313,46163,3791041
25-29,Total,2020-03-31,598882,521774,365534,189725,120084,37856,38329,22991,1895463
25-29,Total,2020-06-30,593919,518689,364234,188320,120180,38019,38493,22896,1885038
25-29,Total,2020-12-31,1165384,1011082,721962,373219,240133,77156,77203,45464,3712178
25-29,Total,2021-03-31,573006,494104,358587,185606,120196,39473,38990,22637,1832888
25-29,Total,2021-06-30,568343,487754,357271,184957,120467,40096,39663,22664,1821501
25-29,Total,2021-12-31,1121427,969722,711679,367883,239418,78943,78958,45486,3614084
25-29,Total,2022-03-31,563165,488139,357914,184935,120832,39427,39966,22819,1817485
25-29,Total,2022-06-30,566306,490065,359999,186238,121607,39192,40187,22878,1826767
25-29,Total,2022-12-31,1152095,995151,730887,380517,245929,77376,80896,45621,3709066
25-29,Total,2023-03-31,587995,507523,372433,195666,124564,38249,40930,22842,1890499
30-34,Female,2012-03-31,254130,201808,154194,84752,51402,14707,15075,9639,785777
30-34,Female,2012-06-30,255441,203651,155232,85929,51787,14737,15287,9776,791913
30-34,Female,2012-12-31,516738,413667,314698,175851,104758,29536,31110,19926,1606429
30-34,Female,2013-03-31,261522,210310,159412,90034,53030,14822,15818,10149,815171
30-34,Female,2013-06-30,263473,212396,160707,91152,53495,14856,15988,10262,822405
30-34,Female,2013-12-31,532875,431355,324779,185107,108262,29919,32341,20849,1665640
30-34,Female,2014-03-31,269813,219071,164180,94020,54789,15073,16389,10604,844018
30-34,Female,2014-06-30,271743,221090,165268,94752,55277,15110,16540,10635,850497
30-34,Female,2014-12-31,549365,448458,333456,191915,111587,30410,33436,21583,1720374
30-34,Female,2015-03-31,277788,227792,168324,97234,56447,15304,16927,10934,870834
30-34,Female,2015-06-30,279605,230184,169369,97970,56783,15337,17040,11048,877424
30-34,Female,2015-12-31,564438,466973,341079,197922,114181,30657,34281,22167,1771878
30-34,Female,2016-03-31,284959,237284,171959,99971,57438,15327,17346,11219,895600
30-34,Female,2016-06-30,286915,239789,172910,100451,57637,15336,17490,11349,902024
30-34,Female,2016-12-31,579061,484672,348221,202173,116089,31014,35249,22930,1819707
30-34,Female,2017-03-31,292121,245378,175423,101675,58468,15693,17815,11579,918304
30-34,Female,2017-06-30,293351,247170,176198,102041,58690,15879,17875,11676,923032
30-34,Female,2017-12-31,589533,499135,353732,204622,117788,32326,36021,23571,1857025
30-34,Female,2018-03-31,295940,252338,177629,102546,59229,16499,18264,11852,934449
30-34,Female,2018-06-30,296358,253900,178132,102671,59352,16726,18447,11901,937638
30-34,Female,2018-12-31,595937,512429,358057,205647,119143,34108,37096,23722,1886432
30-34,Female,2019-03-31,299361,258581,179974,103135,59834,17393,18715,11819,948954
30-34,Female,2019-06-30,299912,259846,180512,103272,59935,17543,18755,11884,951798
30-34,Female,2019-12-31,602736,523716,363191,207130,120679,35807,37857,23674,1915056
30-34,Female,2020-03-31,302359,263723,182614,104090,60795,18276,19135,11832,962954
30-34,Female,2020-06-30,302029,263622,182717,103946,60773,18406,19211,11819,962651
30-34,Female,2020-12-31,602244,522685,365935,207416,121398,37409,38499,23718,1919556
30-34,Female,2021-03-31,300753,259625,183551,103700,60743,19068,19331,11928,958827
30-34,Female,2021-06-30,300607,258724,183945,103749,60763,19326,19467,11955,958664
30-34,Female,2021-12-31,598960,517395,370191,206362,121388,38891,39035,23968,1916451
30-34,Female,2022-03-31,300303,260133,187012,103160,61176,19722,19729,12089,963457
30-34,Female,2022-06-30,301287,261402,188372,103364,61421,19904,19868,12169,967923
30-34,Female,2022-12-31,607478,528013,381273,208804,124192,40168,40250,24551,1955007
30-34,Female,2023-03-31,306663,267172,193213,106001,62769,20146,20446,12355,988902
30-34,Male,2012-03-31,253461,201828,153979,89628,52359,14193,14983,10199,790866
30-34,Male,2012-06-30,255021,203669,155382,91257,52646,14237,15169,10363,797981
30-34,Male,2012-12-31,515836,413910,315882,187416,106421,28643,30761,21295,1620650
30-34,Male,2013-03-31,260900,210450,160162,96129,53835,14445,15682,11019,822864
30-34,Male,2013-06-30,262688,212530,161405,97382,54249,14514,15835,11302,830150
30-34,Male,2013-12-31,530303,430626,325521,197166,109437,29078,32074,22710,1677392
30-34,Male,2014-03-31,268165,218426,164165,99942,55300,14583,16248,11454,848510
30-34,Male,2014-06-30,269880,220135,165087,100632,55638,14589,16344,11528,854052
30-34,Male,2014-12-31,544738,445149,331776,203031,112015,29282,33082,23161,1722651
30-34,Male,2015-03-31,275398,225684,166708,102355,56515,14667,16756,11692,869970
30-34,Male,2015-06-30,276941,227578,167254,102763,56726,14711,16873,11831,874867
30-34,Male,2015-12-31,557987,460053,335108,206217,113833,29543,33758,23610,1760459
30-34,Male,2016-03-31,281562,233176,168222,103417,57190,14840,17018,11854,887437
30-34,Male,2016-06-30,283211,235258,168749,103474,57292,14909,17084,11913,892061
30-34,Male,2016-12-31,570950,475223,339194,207204,115158,30277,34328,23918,1796604
30-34,Male,2017-03-31,287944,240723,170538,103847,57816,15373,17342,12028,905790
30-34,Male,2017-06-30,289299,242440,171114,103849,58009,15518,17413,12137,909960
30-34,Male,2017-12-31,581613,489099,342850,207351,116311,31632,35067,24085,1828378
30-34,Male,2018-03-31,292301,247074,172009,103554,58412,16136,17668,11911,919252
30-34,Male,2018-06-30,293079,248548,172494,103290,58486,16392,17803,11851,922131
30-34,Male,2018-12-31,589303,501114,346104,206270,117464,33513,35868,23456,1853469
30-34,Male,2019-03-31,296130,252835,173773,103144,59007,17057,18060,11702,931894
30-34,Male,2019-06-30,296769,253989,174361,103024,59218,17253,18070,11691,934561
30-34,Male,2019-12-31,596645,512225,351185,206213,119107,35487,36567,23331,1881128
30-34,Male,2020-03-31,299471,257807,176836,103369,59979,18231,18619,11648,946143
30-34,Male,2020-06-30,299129,257653,177215,103122,59953,18485,18795,11718,946250
30-34,Male,2020-12-31,595081,510454,355239,205167,120012,37704,37801,23357,1885174
30-34,Male,2021-03-31,296365,253175,178364,102301,60255,19359,19056,11662,940717
30-34,Male,2021-06-30,295922,252120,178976,102226,60532,19699,19257,11659,940571
30-34,Male,2021-12-31,588861,504214,359284,203553,120533,39551,38569,23408,1878330
30-34,Male,2022-03-31,295162,252865,181165,101982,60752,20048,19506,11779,943437
30-34,Male,2022-06-30,296170,253591,182391,102353,61056,20175,19627,11905,947448
30-34,Male,2022-12-31,598204,513090,369332,207041,123561,40766,39937,23874,1916153
30-34,Male,2023-03-31,302533,260141,187396,105188,62504,20534,20407,11967,970837
30-34,Total,2012-03-31,507591,403636,308173,174380,103761,28900,30058,19838,1576643
30-34,Total,2012-06-30,510462,407320,310614,177186,104433,28974,30456,20139,1589894
30-34,Total,2012-12-31,1032574,827577,630580,363267,211179,58179,61871,41221,3227079
30-34,Total,2013-03-31,522422,420760,319574,186163,106865,29267,31500,21168,1638035
30-34,Total,2013-06-30,526161,424926,322112,188534,107744,29370,31823,21564,1652555
30-34,Total,2013-12-31,1063178,861981,650300,382273,217699,58997,64415,43559,3343032
30-34,Total,2014-03-31,537978,437497,328345,193962,110089,29656,32637,22058,1692528
30-34,Total,2014-06-30,541623,441225,330355,195384,110915,29699,32884,22163,1704549
30-34,Total,2014-12-31,1094103,893607,665232,394946,223602,59692,66518,44744,3443025
30-34,Total,2015-03-31,553186,453476,335032,199589,112962,29971,33683,22626,1740804
30-34,Total,2015-06-30,556546,457762,336623,200733,113509,30048,33913,22879,1752291
30-34,Total,2015-12-31,1122425,927026,676187,404139,228014,60200,68039,45777,3532337
30-34,Total,2016-03-31,566521,470460,340181,203388,114628,30167,34364,23073,1783037
30-34,Total,2016-06-30,570126,475047,341659,203925,114929,30245,34574,23262,1794085
30-34,Total,2016-12-31,1150011,959895,687415,409377,231247,61291,69577,46848,3616311
30-34,Total,2017-03-31,580065,486101,345961,205522,116284,31066,35157,23607,1824094
30-34,Total,2017-06-30,582650,489610,347312,205890,116699,31397,35288,23813,1832992
30-34,Total,2017-12-31,1171146,988234,696582,411973,234099,63958,71088,47656,3685403
30-34,Total,2018-03-31,588241,499412,349638,206100,117641,32635,35932,23763,1853701
30-34,Total,2018-06-30,589437,502448,350626,205961,117838,33118,36250,23752,1859769
30-34,Total,2018-12-31,1185240,1013543,704161,411917,236607,67621,72964,47178,3739901
30-34,Total,2019-03-31,595491,511416,353747,206279,118841,34450,36775,23521,1880848
30-34,Total,2019-06-30,596681,513835,354873,206296,119153,34796,36825,23575,1886359
30-34,Total,2019-12-31,1199381,1035941,714376,413343,239786,71294,74424,47005,3796184
30-34,Total,2020-03-31,601830,521530,359450,207459,120774,36507,37754,23480,1909097
30-34,Total,2020-06-30,601158,521275,359932,207068,120726,36891,38006,23537,1908901
30-34,Total,2020-12-31,1197325,1033139,721174,412583,241410,75113,76300,47075,3804730
30-34,Total,2021-03-31,597118,512800,361915,206001,120998,38427,38387,23590,1899544
30-34,Total,2021-06-30,596529,510844,362921,205975,121295,39025,38724,23614,1899235
30-34,Total,2021-12-31,1187821,1021609,729475,409915,241921,78442,77604,47376,3794781
30-34,Total,2022-03-31,595465,512998,368177,205142,121928,39770,39235,23868,1906894
30-34,Total,2022-06-30,597457,514993,370763,205717,122477,40079,39495,24074,1915371
30-34,Total,2022-12-31,1205682,1041103,750605,415845,247753,80934,80187,48425,3871160
30-34,Total,2023-03-31,609196,527313,380609,211189,125273,40680,40853,24322,1959739
35-39,Female,2012-03-31,253066,198543,158540,83392,52280,15607,13860,8762,784137
35-39,Female,2012-06-30,251795,197840,157927,83369,51972,15393,13845,8793,781021
35-39,Female,2012-12-31,501872,395829,315040,167475,103360,30386,27660,17724,1559516
35-39,Female,2013-03-31,250158,198068,157102,84121,51363,14997,13852,8920,778663
35-39,Female,2013-06-30,249550,197959,156582,84221,51171,14899,13857,8935,777256
35-39,Female,2013-12-31,499231,397138,312409,169294,102329,29609,27970,17915,1556055
35-39,Female,2014-03-31,249802,199095,155841,85036,51172,14704,14056,8967,778754
35-39,Female,2014-06-30,249703,199266,155553,85106,51172,14643,14067,8962,778551
35-39,Female,2014-12-31,501435,401248,311521,170912,102542,29128,28385,18006,1563330
35-39,Female,2015-03-31,251875,202235,156071,85829,51467,14520,14366,9051,785491
35-39,Female,2015-06-30,252525,203160,156271,86009,51558,14510,14442,9091,787641
35-39,Female,2015-12-31,508912,410908,314226,173047,103647,29229,29306,18313,1587737
35-39,Female,2016-03-31,256559,208060,158139,87088,52128,14711,14922,9211,800895
35-39,Female,2016-06-30,258020,209784,158844,87352,52316,14773,15102,9265,805594
35-39,Female,2016-12-31,522592,426530,321015,177106,105597,29939,30831,18798,1632681
35-39,Female,2017-03-31,264699,216890,162149,89701,53327,15194,15794,9541,827434
35-39,Female,2017-06-30,266688,219129,163296,90398,53726,15358,16008,9667,834411
35-39,Female,2017-12-31,540387,445658,331651,183355,108823,31035,32670,19461,1693328
35-39,Female,2018-03-31,273558,226814,168415,93021,55119,15692,16724,9833,859324
35-39,Female,2018-06-30,275758,229216,170088,93968,55574,15793,16888,9908,867341
35-39,Female,2018-12-31,557728,465807,344658,190417,112867,32128,34424,19914,1758247
35-39,Female,2019-03-31,281976,236653,174565,96578,57251,16343,17551,10001,891073
35-39,Female,2019-06-30,283729,238743,175839,97445,57811,16520,17771,10063,898081
35-39,Female,2019-12-31,573026,484705,356022,197783,117027,33709,36027,20307,1818921
35-39,Female,2020-03-31,289232,245779,180158,100386,59333,17207,18318,10240,920813
35-39,Female,2020-06-30,290456,247333,181057,101131,59719,17385,18471,10323,926037
35-39,Female,2020-12-31,582450,495879,364363,204082,120238,35138,37165,20753,1860393
35-39,Female,2021-03-31,292309,248757,183571,103073,60571,17802,18696,10424,935369
35-39,Female,2021-06-30,293027,249397,184594,103748,60879,17942,18793,10422,938968
35-39,Female,2021-12-31,586799,500863,371901,208595,122231,36056,37441,21032,1885238
35-39,Female,2022-03-31,294583,252155,187750,105304,61751,18149,18804,10587,949242
35-39,Female,2022-06-30,295561,253649,188850,106153,62105,18200,18791,10645,954114
35-39,Female,2022-12-31,594261,512402,379995,214689,125135,36756,37803,21467,1922828
35-39,Female,2023-03-31,298925,259103,191355,108751,63041,18549,18996,10814,969691
35-39,Male,2012-03-31,249353,195100,156248,85810,52610,15064,13926,9372,777617
35-39,Male,2012-06-30,248345,195052,155878,85998,52409,14896,13957,9398,776062
35-39,Male,2012-12-31,495734,391249,311048,173289,104450,29496,28091,18938,1552548
35-39,Male,2013-03-31,247388,196300,154904,87127,52069,14593,14137,9568,776210
35-39,Male,2013-06-30,247081,196594,154298,87227,51874,14550,14201,9599,775548
35-39,Male,2013-12-31,494941,394370,307292,175045,103731,28870,28623,19215,1552339
35-39,Male,2014-03-31,247657,197914,153061,87847,51894,14328,14403,9615,776849
35-39,Male,2014-06-30,247520,198137,152545,87939,51904,14267,14450,9604,776498
35-39,Male,2014-12-31,497666,399151,305157,176463,103868,28350,29020,19257,1559190
35-39,Male,2015-03-31,250260,201375,152626,88558,52007,14089,14599,9646,783288
35-39,Male,2015-06-30,251059,202366,152625,88667,51983,14041,14728,9721,785317
35-39,Male,2015-12-31,506090,409439,306235,178301,104050,28000,29788,19493,1581649
35-39,Male,2016-03-31,255469,207313,153810,89615,52156,13939,15115,9836,797378
35-39,Male,2016-06-30,257039,209119,154378,89836,52277,13900,15238,9903,801868
35-39,Male,2016-12-31,520587,424156,311677,181790,105075,28127,30937,19973,1622671
35-39,Male,2017-03-31,263453,215382,157464,91921,52870,14240,15762,10032,821301
35-39,Male,2017-06-30,265631,217357,158566,92508,53115,14376,15969,10110,827806
35-39,Male,2017-12-31,537983,441514,321207,187185,107464,29248,32430,20374,1677757
35-39,Male,2018-03-31,272513,224499,162874,94607,54424,14928,16482,10201,850711
35-39,Male,2018-06-30,274698,226852,164477,95346,54836,15126,16673,10266,858458
35-39,Male,2018-12-31,555399,460608,332872,193006,111119,30777,33877,20473,1738489
