Age group,Sex,Date,NSW_Population,Vic_Population,Qld_Population,WA_Population,SA_Population,Tas_Population,ACT_Population,NT_Population,National_Population
65+,Female,2015-03-31,629858,479985,356742,175723,158808,49475,25441,7448,1883556
65+,Female,2015-06-30,633473,483465,360097,177135,159645,49874,25701,7549,1897017
65+,Female,2015-12-31,1277114,978041,729937,358542,321921,100807,52264,15448,3834249
65+,Female,2016-03-31,645161,495641,370508,181590,162736,51090,26594,7864,1941279
65+,Female,2016-06-30,649102,499559,374276,183030,163866,51479,26808,7964,1956405
65+,Female,2016-12-31,1309547,1009200,758967,371194,330938,104099,54500,16245,3955348
65+,Female,2017-03-31,661411,510300,384848,188414,167290,52791,27778,8225,2001397
65+,Female,2017-06-30,665157,513717,388463,190383,168404,53238,28034,8332,2016069
65+,Female,2017-12-31,1340517,1037007,787351,386793,339755,107515,56944,17016,4073601
65+,Female,2018-03-31,677459,524677,399624,196612,171837,54519,28955,8707,2062744
65+,Female,2018-06-30,681696,528449,403517,198629,173112,55005,29246,8789,2078805
65+,Female,2018-12-31,1376271,1067711,818700,403725,349908,111559,59271,17891,4205772
65+,Female,2019-03-31,695305,539946,415384,205228,177015,56563,30079,9119,2129014
65+,Female,2019-06-30,699895,543957,419334,207353,178295,57019,30342,9257,2145831
65+,Female,2019-12-31,1416831,1103105,851213,422989,360918,115402,61773,18929,4351945
65+,Female,2020-03-31,718522,560241,432606,216096,182904,58577,31481,9727,2210562
65+,Female,2020-06-30,723356,564145,436834,218326,184212,59054,31775,9882,2227995
65+,Female,2020-12-31,1460824,1138344,886700,443772,372645,119604,64477,20213,4507427
65+,Female,2021-03-31,737525,574221,449920,225480,188487,60511,32720,10321,2279618
65+,Female,2021-06-30,741501,577315,453899,227658,189909,60926,33026,10440,2295109
65+,Female,2021-12-31,1495235,1164936,920672,460808,383307,123094,66733,21192,4636873
65+,Female,2022-03-31,754546,588080,467145,233675,193651,62270,33811,10808,2344447
65+,Female,2022-06-30,758296,591858,471251,235727,194720,62717,34059,10912,2360008
65+,Female,2022-12-31,1529173,1194783,954380,477762,392615,126617,68854,22210,4767348
65+,Female,2023-03-31,772280,603573,483905,242164,198152,63937,34821,11312,2410630
65+,Male,2012-03-31,494808,365721,282841,137709,121404,39748,18540,7329,1468202
65+,Male,2012-06-30,499312,369832,286381,139416,122659,40163,18843,7465,1484177
65+,Male,2012-12-31,1011133,750434,581896,283485,248007,81319,38409,15340,3010252
65+,Male,2013-03-31,513318,381149,296060,144259,125690,41240,19608,7844,1529284
65+,Male,2013-06-30,517607,384862,299473,145815,126739,41623,19847,7945,1544030
65+,Male,2013-12-31,1047187,780288,608373,295882,256481,84235,40426,16161,3129280
65+,Male,2014-03-31,530508,395757,309286,150272,129939,42686,20606,8242,1587422
65+,Male,2014-06-30,534216,399061,312445,151637,131030,43025,20833,8360,1600737
65+,Male,2014-12-31,1080102,808584,634160,307480,264883,87059,42486,16984,3242021
65+,Male,2015-03-31,547070,410052,322174,156002,134073,44113,21623,8624,1643887
65+,Male,2015-06-30,550693,413548,325414,157309,135119,44461,21884,8698,1657287
65+,Male,2015-12-31,1112918,837964,660663,319040,273061,89862,44496,17608,3355953
65+,Male,2016-03-31,563298,425187,335541,161999,138233,45470,22602,8927,1701440
65+,Male,2016-06-30,567238,428916,338949,163512,139251,45849,22764,8992,1715846
65+,Male,2016-12-31,1145858,867159,687766,331831,281310,93082,46242,18275,3472291
65+,Male,2017-03-31,579003,438870,349182,168734,142345,47260,23506,9222,1758516
65+,Male,2017-06-30,582614,441916,352572,170552,143353,47745,23707,9336,1772192
65+,Male,2017-12-31,1175032,892322,714650,346306,289585,96687,48098,19032,3582521
65+,Male,2018-03-31,594360,451404,362703,176148,146616,49101,24395,9673,1814817
65+,Male,2018-06-30,598353,454806,366134,178003,147717,49560,24582,9763,1829338
65+,Male,2018-12-31,1208332,918649,742349,361585,298537,100443,49778,19793,3700317
65+,Male,2019-03-31,610654,464295,376564,183771,151078,50895,25298,10015,1873005
65+,Male,2019-06-30,614566,467396,380068,185725,152179,51293,25531,10125,1887326
65+,Male,2019-12-31,1245145,947934,771268,378766,308557,103904,51916,20590,3828974
65+,Male,2020-03-31,631606,481326,391800,193401,156511,52713,26372,10533,1944719
65+,Male,2020-06-30,635898,484411,395409,195490,157717,53217,26561,10640,1959806
65+,Male,2020-12-31,1284202,977432,802082,397595,318941,107778,53730,21674,3964382
65+,Male,2021-03-31,648448,492907,406917,202132,161364,54624,27188,11027,2005087
65+,Male,2021-06-30,652172,495499,410617,204262,162529,55057,27370,11120,2019110
65+,Male,2021-12-31,1314733,999590,832673,413590,328236,111228,55194,22472,4078699
65+,Male,2022-03-31,662938,504271,421898,209686,165843,56259,27878,11410,2060682
65+,Male,2022-06-30,666146,507127,425071,211451,166789,56570,28028,11514,2073203
65+,Male,2022-12-31,1342870,1023886,859340,428401,336588,114216,56580,23253,4186189
65+,Male,2023-03-31,677731,517049,434940,216995,170073,57729,28533,11796,2115386
65+,Total,2012-03-31,1076332,802013,600588,296007,268756,84808,40603,13585,3182855
65+,Total,2012-06-30,1085147,809924,607620,299250,271120,85581,41209,13832,3213853
65+,Total,2012-12-31,2193518,1640855,1233120,607274,547380,173026,83978,28380,6507890
65+,Total,2013-03-31,1111841,832189,626697,308466,276996,87615,42829,14518,3301330
65+,Total,2013-06-30,1120092,839694,633435,311502,279043,88376,43358,14695,3330378
65+,Total,2013-12-31,2263439,1700300,1285835,631404,563752,178855,88304,29988,6742259
65+,Total,2014-03-31,1145183,861445,652980,320302,285039,90636,44977,15297,3416051
65+,Total,2014-06-30,1152524,867954,659271,322955,287054,91252,45451,15486,3442148
65+,Total,2014-12-31,2326712,1757018,1337372,654400,579300,184757,92476,31577,6964046
65+,Total,2015-03-31,1176928,890037,678916,331725,292881,93588,47064,16072,3527443
65+,Total,2015-06-30,1184166,897013,685511,334444,294764,94335,47585,16247,3554304
65+,Total,2015-12-31,2390032,1816005,1390600,677582,594982,190669,96760,33056,7190202
65+,Total,2016-03-31,1208459,920828,706049,343589,300969,96560,49196,16791,3642719
65+,Total,2016-06-30,1216340,928475,713225,346542,303117,97328,49572,16956,3672251
65+,Total,2016-12-31,2455405,1876359,1446733,703025,612248,197181,100742,34520,7427639
65+,Total,2017-03-31,1240414,949170,734030,357148,309635,100051,51284,17447,3759913
65+,Total,2017-06-30,1247771,955633,741035,360935,311757,100983,51741,17668,3788261
65+,Total,2017-12-31,2515549,1929329,1502001,733099,629340,204202,105042,36048,7656122
65+,Total,2018-03-31,1271819,976081,762327,372760,318453,103620,53350,18380,3877561
65+,Total,2018-06-30,1280049,983255,769651,376632,320829,104565,53828,18552,3908143
65+,Total,2018-12-31,2584603,1986360,1561049,765310,648445,212002,109049,37684,7906089
65+,Total,2019-03-31,1305959,1004241,791948,388999,328093,107458,55377,19134,4002019
65+,Total,2019-06-30,1314461,1011353,799402,393078,330474,108312,55873,19382,4033157
65+,Total,2019-12-31,2661976,2051039,1622481,801755,669475,219306,113689,39519,8180919
65+,Total,2020-03-31,1350128,1041567,824406,409497,339415,111290,57853,20260,4155281
65+,Total,2020-06-30,1359254,1048556,832243,413816,341929,112271,58336,20522,4187801
65+,Total,2020-12-31,2745026,2115776,1688782,841367,691586,227382,118207,41887,8471809
65+,Total,2021-03-31,1385973,1067128,856837,427612,349851,115135,59908,21348,4284705
65+,Total,2021-06-30,1393673,1072814,864516,431920,352438,115983,60396,21560,4314219
65+,Total,2021-12-31,2809968,2164526,1753345,874398,711543,234322,121927,43664,8715572
65+,Total,2022-03-31,1417484,1092351,889043,443361,359494,118529,61689,22218,4405129
65+,Total,2022-06-30,1424442,1098985,896322,447178,361509,119287,62087,22426,4433211
65+,Total,2022-12-31,2872043,2218669,1813720,906163,729203,240833,125434,45463,8953537
65+,Total,2023-03-31,1450011,1120622,918845,459159,368225,121666,63354,23108,4526016
All ages,Female,2012-03-31,3667943,2842062,2278429,1193753,834197,257127,188551,111573,11374718
All ages,Female,2012-06-30,3677844,2854776,2290058,1201893,836125,256938,189383,112382,11420486
All ages,Female,2012-12-31,7393121,5753664,4613059,2428182,1677295,514032,381558,226825,22989948
All ages,Female,2013-03-31,3718548,2902104,2323563,1226479,841784,257397,192291,114328,11577594
All ages,Female,2013-06-30,3729622,2916250,2333557,1232622,843524,257507,192890,114887,11621964
All ages,Female,2013-12-31,7500328,5881304,4695002,2480550,1692696,515904,388262,230830,23387116
All ages,Female,2014-03-31,3773570,2966737,2362042,1247760,849869,258547,195534,115725,11770897
All ages,Female,2014-06-30,3784138,2979640,2370090,1250714,851781,258613,195886,115815,11807800
All ages,Female,2014-12-31,7610668,6008014,4764555,2511467,1708410,517951,394558,232176,23750077
All ages,Female,2015-03-31,3828816,3031015,2395640,1261339,857844,259502,198917,116319,11950526
All ages,Female,2015-06-30,3839594,3045122,2403253,1263974,859146,259758,199576,116778,11988343
All ages,Female,2015-12-31,7722720,6144983,4830787,2536000,1723074,520388,401596,234207,24116081
All ages,Female,2016-03-31,3886003,3104471,2431542,1272719,864510,260924,202532,117561,12141438
All ages,Female,2016-06-30,3899051,3122116,2441979,1274010,865966,261301,203324,118002,12187868
All ages,Female,2016-12-31,7846838,6292046,4914380,2559993,1738028,525828,411190,236961,24529507
All ages,Female,2017-03-31,3948484,3174112,2473249,1286242,872591,264835,208510,118850,12349031
All ages,Female,2017-06-30,3958486,3186104,2483230,1289817,874337,265962,209598,119308,12389001
All ages,Female,2017-12-31,7952104,6415560,4996351,2592497,1754298,535452,423359,239224,24913165
All ages,Female,2018-03-31,3995032,3233353,2515128,1303071,881150,269937,214315,119709,12533885
All ages,Female,2018-06-30,4003713,3244815,2525615,1307064,883103,271183,215465,119874,12573037
All ages,Female,2018-12-31,8045263,6532796,5083070,2628929,1774070,546742,434692,239809,25289782
All ages,Female,2019-03-31,4041105,3291538,2558148,1323190,891684,275583,219533,119952,12722969
All ages,Female,2019-06-30,4047296,3300774,2567514,1328458,893901,276644,220508,120270,12757605
All ages,Female,2019-12-31,8128426,6644143,5167969,2679781,1797567,557169,444698,241400,25665632
All ages,Female,2020-03-31,4081000,3341983,2601650,1352770,904519,280824,224326,121219,12910547
All ages,Female,2020-06-30,4079900,3341372,2607075,1355781,905890,281597,225327,121415,12920609
All ages,Female,2020-12-31,8145715,6649155,5226452,2722468,1814882,565993,452516,243394,25825097
All ages,Female,2021-03-31,4070456,3313296,2623054,1368393,909896,284834,227650,121982,12921844
All ages,Female,2021-06-30,4071669,3310228,2630271,1373048,911534,285835,229147,121985,12936002
All ages,Female,2021-12-31,8143398,6630195,5293942,2754082,1825041,572120,457943,244163,25925460
All ages,Female,2022-03-31,4093234,3338799,2671102,1386408,918233,287325,230671,122937,13051019
All ages,Female,2022-06-30,4106831,3352655,2685066,1393302,920995,287864,231295,123226,13103559
All ages,Female,2022-12-31,8271794,6766547,5417790,2813957,1852764,576567,466106,247423,26417619
All ages,Female,2023-03-31,4169339,3420513,2735377,1424030,932516,288731,235211,124132,13332186
All ages,Male,2012-03-31,3617039,2783292,2267184,1214355,818519,254866,186302,122702,11266225
All ages,Male,2012-06-30,3626400,2796315,2278629,1223614,820600,254786,187156,123533,11312979
All ages,Male,2012-12-31,7287682,5636342,4590345,2472183,1645985,509363,376840,249420,22771997
All ages,Male,2013-03-31,3664409,2842811,2310867,1248763,826272,254843,189791,125779,11465410
All ages,Male,2013-06-30,3674410,2856419,2319267,1254322,827964,254724,190367,126835,11506165
All ages,Male,2013-12-31,7385514,5755780,4661221,2517923,1660669,509621,382746,253775,23130892
All ages,Male,2014-03-31,3714264,2902774,2343145,1264796,833675,255134,192656,127065,11635296
All ages,Male,2014-06-30,3724215,2915277,2349563,1266894,835164,255008,192913,127079,11667886
All ages,Male,2014-12-31,7487780,5876697,4717321,2541194,1674830,509987,388077,253778,23453155
All ages,Male,2015-03-31,3766915,2964190,2368799,1275265,840589,255310,195574,126740,11795103
All ages,Male,2015-06-30,3776574,2977200,2374439,1276698,841522,255359,196237,127914,11827652
All ages,Male,2015-12-31,7594005,6005624,4765666,2557254,1686566,511003,394818,254453,23772771
All ages,Male,2016-03-31,3821409,3034156,2394996,1281787,845824,255937,199141,127066,11961987
All ages,Male,2016-06-30,3833807,3051056,2403173,1281968,846877,256213,199780,127676,12003039
All ages,Male,2016-12-31,7716702,6149587,4833862,2574105,1698827,515759,403728,255547,24153087
All ages,Male,2017-03-31,3884979,3104443,2433121,1293034,852662,259739,204507,127381,12162378
All ages,Male,2017-06-30,3896830,3116504,2443150,1295903,854336,260800,205448,128104,12203587
All ages,Male,2017-12-31,7833594,6276164,4909743,2601569,1714411,525459,414831,255152,24535924
All ages,Male,2018-03-31,3939656,3165233,2470827,1307249,861105,264817,209495,126965,12347866
All ages,Male,2018-06-30,3950763,3178223,2481008,1310728,863034,266108,210616,127221,12390221
All ages,Male,2018-12-31,7942826,6401875,4990907,2635596,1733494,536426,424483,253117,24923757
All ages,Male,2019-03-31,3991886,3227178,2512158,1326451,871205,270220,214268,126064,12541963
All ages,Male,2019-06-30,3999452,3236531,2521333,1331167,873494,271197,215222,126289,12577221
All ages,Male,2019-12-31,8031285,6513805,5072312,2683264,1755367,546118,434202,251490,25292909
All ages,Male,2020-03-31,4031001,3274653,2552655,1353580,883328,275151,218709,125750,12717377
All ages,Male,2020-06-30,4030710,3273674,2558538,1357131,884465,275981,219576,126013,12728639
All ages,Male,2020-12-31,8047490,6509477,5130948,2725720,1771810,555315,440883,252180,25438942
All ages,Male,2021-03-31,4022559,3242006,2576494,1370712,888690,280006,221923,126203,12731161
All ages,Male,2021-06-30,4025393,3237594,2585543,1376317,891067,281404,223361,126166,12749410
All ages,Male,2021-12-31,8046328,6488877,5202326,2762147,1782760,563436,446555,252349,25549907
All ages,Male,2022-03-31,4044454,3266069,2623154,1390844,897209,282947,224986,126588,12858831
All ages,Male,2022-06-30,4059694,3277603,2635645,1398130,900091,283143,225594,127007,12909502
All ages,Male,2022-12-31,8178339,6616691,5314567,2826023,1810942,567078,454573,253789,26027218
All ages,Male,2023-03-31,4124626,3346046,2683076,1431564,912100,283929,229390,127522,13140869
All ages,Total,2012-03-31,7284982,5625354,4545613,2408108,1652716,511993,374853,234275,22640943
All ages,Total,2012-06-30,7304244,5651091,4568687,2425507,1656725,511724,376539,235915,22733465
All ages,Total,2012-12-31,14680803,11390006,9203404,4900365,3323280,1023395,758398,476245,45761945
All ages,Total,2013-03-31,7382957,5744915,4634430,2475242,1668056,512240,382082,240107,23043004
All ages,Total,2013-06-30,7404032,5772669,4652824,2486944,1671488,512231,383257,241722,23128129
All ages,Total,2013-12-31,14885842,11637084,9356223,4998473,3353365,1025525,771008,484605,46518008
All ages,Total,2014-03-31,7487834,5869511,4705187,2512556,1683544,513681,388190,242790,23406193
All ages,Total,2014-06-30,7508353,5894917,4719653,2517608,1686945,513621,388799,242894,23475686
All ages,Total,2014-12-31,15098448,11884711,9481876,5052661,3383240,1027938,782635,485954,47203232
All ages,Total,2015-03-31,7595731,5995205,4764439,2536604,1698433,514812,394491,243059,23745629
All ages,Total,2015-06-30,7616168,6022322,4777692,2540672,1700668,515117,395813,244692,23815995
All ages,Total,2015-12-31,15316725,12150607,9596453,5093254,3409640,1031391,796414,488660,47888852
All ages,Total,2016-03-31,7707412,6138627,4826538,2554506,1710334,516861,401673,244627,24103425
All ages,Total,2016-06-30,7732858,6173172,4845152,2555978,1712843,517514,403104,245678,24190907
All ages,Total,2016-12-31,15563540,12441633,9748242,5134098,3436855,1041587,814918,492508,48682594
All ages,Total,2017-03-31,7833463,6278555,4906370,2579276,1725253,524574,413017,246231,24511409
All ages,Total,2017-06-30,7855316,6302608,4926380,2585720,1728673,526762,415046,247412,24592588
All ages,Total,2017-12-31,15785698,12691724,9906094,5194066,3468709,1060911,838190,494376,49449089
All ages,Total,2018-03-31,7934688,6398586,4985955,2610320,1742255,534754,423810,246674,24881751
All ages,Total,2018-06-30,7954476,6423038,5006623,2617792,1746137,537291,426081,247095,24963258
All ages,Total,2018-12-31,15988089,12934671,10073977,5264525,3507564,1083168,859175,492926,50213539
All ages,Total,2019-03-31,8032991,6518716,5070306,2649641,1762889,545803,433801,246016,25264932
All ages,Total,2019-06-30,8046748,6537305,5088847,2659625,1767395,547841,435730,246559,25334826
All ages,Total,2019-12-31,16159711,13157948,10240281,5363045,3552934,1103287,878900,492890,50958541
All ages,Total,2020-03-31,8112001,6616636,5154305,2706350,1787847,555975,443035,246969,25627924
All ages,Total,2020-06-30,8110610,6615046,5165613,2712912,1790355,557578,444903,247428,25649248
All ages,Total,2020-12-31,16193205,13158632,10357400,5448188,3586692,1121308,893399,495574,51264039
All ages,Total,2021-03-31,8093015,6555302,5199548,2739105,1798586,564840,449573,248185,25653005
All ages,Total,2021-06-30,8097062,6547822,5215814,2749365,1802601,567239,452508,248151,25685412
All ages,Total,2021-12-31,16189726,13119072,10496268,5516229,3607801,1135556,904498,496512,51475367
All ages,Total,2022-03-31,8137688,6604868,5294256,2777252,1815442,570272,455657,249525,25909850
All ages,Total,2022-06-30,8166525,6630258,5320711,2791432,1821086,571007,456889,250233,26013061
All ages,Total,2022-12-31,16450133,13383238,10732357,5639980,3663706,1143645,920679,501212,52444837
All ages,Total,2023-03-31,8293965,6766559,5418453,2855594,1844616,572660,464601,251654,26473055
