Date,Sex,Age group,Region,Population
31-03-2023,Male,45-49,Qld,165655
31-03-2012,Male,70-74,Qld,72388
30-06-2012,Male,70-74,Qld,73247
31-12-2012,Male,70-74,Qld,73916
31-12-2012,Male,70-74,Qld,74663
31-03-2013,Male,70-74,Qld,75334
30-06-2013,Male,70-74,Qld,76074
31-12-2013,Male,70-74,Qld,77026
31-12-2013,Male,70-74,Qld,78053
31-03-2014,Male,70-74,Qld,79080
30-06-2014,Male,70-74,Qld,80085
31-12-2014,Male,70-74,Qld,81126
31-12-2014,Male,70-74,Qld,82207
31-03-2015,Male,70-74,Qld,83376
30-06-2015,Male,70-74,Qld,84532
31-12-2015,Male,70-74,Qld,85703
31-12-2015,Male,70-74,Qld,86903
31-03-2016,Male,70-74,Qld,88054
30-06-2016,Male,70-74,Qld,89276
31-12-2016,Male,70-74,Qld,91055
31-12-2016,Male,70-74,Qld,92914
31-03-2017,Male,70-74,Qld,94754
30-06-2017,Male,70-74,Qld,96656
31-12-2017,Male,70-74,Qld,98236
31-12-2017,Male,70-74,Qld,99831
31-03-2018,Male,70-74,Qld,101487
30-06-2018,Male,70-74,Qld,103130
31-12-2018,Male,70-74,Qld,104255
31-12-2018,Male,70-74,Qld,105495
31-03-2019,Male,70-74,Qld,106677
30-06-2019,Male,70-74,Qld,107895
31-12-2019,Male,70-74,Qld,108828
31-12-2019,Male,70-74,Qld,110019
31-03-2020,Male,70-74,Qld,111057
30-06-2020,Male,70-74,Qld,112067
31-12-2020,Male,70-74,Qld,112940
31-12-2020,Male,70-74,Qld,113905
31-03-2021,Male,70-74,Qld,114767
30-06-2021,Male,70-74,Qld,115687
31-12-2021,Male,70-74,Qld,115834
31-12-2021,Male,70-74,Qld,115925
31-03-2022,Male,70-74,Qld,115975
30-06-2022,Male,70-74,Qld,115978
31-12-2022,Male,70-74,Qld,116018
31-12-2022,Male,70-74,Qld,116295
31-03-2023,Male,70-74,Qld,116493
31-03-2012,Total,80-84,Qld,78582
30-06-2012,Total,80-84,Qld,78797
31-12-2012,Total,80-84,Qld,78667
31-12-2012,Total,80-84,Qld,78888
31-03-2013,Total,80-84,Qld,79071
30-06-2013,Total,80-84,Qld,79235
31-12-2013,Total,80-84,Qld,79270
31-12-2013,Total,80-84,Qld,79445
31-03-2014,Total,80-84,Qld,79660
30-06-2014,Total,80-84,Qld,79826
31-12-2014,Total,80-84,Qld,79940
31-12-2014,Total,80-84,Qld,80215
31-03-2015,Total,80-84,Qld,80514
30-06-2015,Total,80-84,Qld,80742
31-12-2015,Total,80-84,Qld,81080
31-12-2015,Total,80-84,Qld,81589
31-03-2016,Total,80-84,Qld,82075
30-06-2016,Total,80-84,Qld,82559
31-12-2016,Total,80-84,Qld,83323
31-12-2016,Total,80-84,Qld,84185
31-03-2017,Total,80-84,Qld,85028
30-06-2017,Total,80-84,Qld,85879
31-12-2017,Total,80-84,Qld,86588
31-12-2017,Total,80-84,Qld,87628
31-03-2018,Total,80-84,Qld,88687
30-06-2018,Total,80-84,Qld,89681
31-12-2018,Total,80-84,Qld,90795
31-12-2018,Total,80-84,Qld,92057
31-03-2019,Total,80-84,Qld,93453
30-06-2019,Total,80-84,Qld,94696
31-12-2019,Total,80-84,Qld,95895
31-12-2019,Total,80-84,Qld,97321
31-03-2020,Total,80-84,Qld,98698
30-06-2020,Total,80-84,Qld,100022
31-12-2020,Total,80-84,Qld,101291
31-12-2020,Total,80-84,Qld,102566
31-03-2021,Total,80-84,Qld,103875
30-06-2021,Total,80-84,Qld,105041
31-12-2021,Total,80-84,Qld,106445
31-12-2021,Total,80-84,Qld,107995
31-03-2022,Total,80-84,Qld,109458
30-06-2022,Total,80-84,Qld,110786
31-12-2022,Total,80-84,Qld,111908
31-12-2022,Total,80-84,Qld,113371
31-03-2023,Total,80-84,Qld,114719
31-03-2012,Male,55-59,Qld,133168
30-06-2012,Male,55-59,Qld,133723
31-12-2012,Male,55-59,Qld,134257
31-12-2012,Male,55-59,Qld,134766
31-03-2013,Male,55-59,Qld,135238
30-06-2013,Male,55-59,Qld,135710
31-12-2013,Male,55-59,Qld,136394
31-12-2013,Male,55-59,Qld,137112
31-03-2014,Male,55-59,Qld,137802
30-06-2014,Male,55-59,Qld,138573
31-12-2014,Male,55-59,Qld,139238
31-12-2014,Male,55-59,Qld,139940
31-03-2015,Male,55-59,Qld,140711
30-06-2015,Male,55-59,Qld,141468
31-12-2015,Male,55-59,Qld,142211
31-12-2015,Male,55-59,Qld,143082
31-03-2016,Male,55-59,Qld,144055
30-06-2016,Male,55-59,Qld,144940
31-12-2016,Male,55-59,Qld,145807
31-12-2016,Male,55-59,Qld,146751
31-03-2017,Male,55-59,Qld,147705
30-06-2017,Male,55-59,Qld,148585
31-12-2017,Male,55-59,Qld,149332
31-12-2017,Male,55-59,Qld,150120
31-03-2018,Male,55-59,Qld,150942
30-06-2018,Male,55-59,Qld,151824
31-12-2018,Male,55-59,Qld,152508
31-12-2018,Male,55-59,Qld,153272
31-03-2019,Male,55-59,Qld,154027
30-06-2019,Male,55-59,Qld,154738
31-12-2019,Male,55-59,Qld,155056
31-12-2019,Male,55-59,Qld,155579
31-03-2020,Male,55-59,Qld,156049
30-06-2020,Male,55-59,Qld,156379
31-12-2020,Male,55-59,Qld,156233
31-12-2020,Male,55-59,Qld,156194
31-03-2021,Male,55-59,Qld,156104
30-06-2021,Male,55-59,Qld,156075
31-12-2021,Male,55-59,Qld,156232
31-12-2021,Male,55-59,Qld,156326
31-03-2022,Male,55-59,Qld,156379
30-06-2022,Male,55-59,Qld,156267
31-12-2022,Male,55-59,Qld,156147
31-12-2022,Male,55-59,Qld,156111
31-03-2023,Male,55-59,Qld,156059
31-03-2012,Total,5-9,NSW,453612
30-06-2012,Total,5-9,NSW,455693
31-12-2012,Total,5-9,NSW,457830
31-12-2012,Total,5-9,NSW,460224
31-03-2013,Total,5-9,NSW,462901
30-06-2013,Total,5-9,NSW,465436
31-12-2013,Total,5-9,NSW,468241
31-12-2013,Total,5-9,NSW,471056
31-03-2014,Total,5-9,NSW,474086
30-06-2014,Total,5-9,NSW,476943
31-12-2014,Total,5-9,NSW,479856
31-12-2014,Total,5-9,NSW,482863
31-03-2015,Total,5-9,NSW,486119
30-06-2015,Total,5-9,NSW,489154
31-12-2015,Total,5-9,NSW,491365
31-12-2015,Total,5-9,NSW,493471
31-03-2016,Total,5-9,NSW,495957
30-06-2016,Total,5-9,NSW,498455
31-12-2016,Total,5-9,NSW,500152
31-12-2016,Total,5-9,NSW,501679
31-03-2017,Total,5-9,NSW,503274
30-06-2017,Total,5-9,NSW,504405
31-12-2017,Total,5-9,NSW,505248
31-12-2017,Total,5-9,NSW,505958
31-03-2018,Total,5-9,NSW,507032
30-06-2018,Total,5-9,NSW,507774
31-12-2018,Total,5-9,NSW,508456
31-12-2018,Total,5-9,NSW,508774
31-03-2019,Total,5-9,NSW,509376
30-06-2019,Total,5-9,NSW,509629
31-12-2019,Total,5-9,NSW,509590
31-12-2019,Total,5-9,NSW,509262
31-03-2020,Total,5-9,NSW,509438
30-06-2020,Total,5-9,NSW,508380
31-12-2020,Total,5-9,NSW,507592
31-12-2020,Total,5-9,NSW,507529
31-03-2021,Total,5-9,NSW,507009
30-06-2021,Total,5-9,NSW,506610
31-12-2021,Total,5-9,NSW,504859
31-12-2021,Total,5-9,NSW,503713
31-03-2022,Total,5-9,NSW,503087
30-06-2022,Total,5-9,NSW,502354
31-12-2022,Total,5-9,NSW,501171
31-12-2022,Total,5-9,NSW,500416
31-03-2023,Total,5-9,NSW,499737
31-03-2012,Total,10-14,National,1389808
30-06-2012,Total,10-14,National,1389913
31-12-2012,Total,10-14,National,1391339
31-12-2012,Total,10-14,National,1392425
31-03-2013,Total,10-14,National,1394179
30-06-2013,Total,10-14,National,1394915
31-12-2013,Total,10-14,National,1397041
31-12-2013,Total,10-14,National,1398538
31-03-2014,Total,10-14,National,1400575
30-06-2014,Total,10-14,National,1401491
31-12-2014,Total,10-14,National,1403995
31-12-2014,Total,10-14,National,1406141
31-03-2015,Total,10-14,National,1409020
30-06-2015,Total,10-14,National,1410688
31-12-2015,Total,10-14,National,1416131
31-12-2015,Total,10-14,National,1420823
31-03-2016,Total,10-14,National,1426457
30-06-2016,Total,10-14,National,1431690
31-12-2016,Total,10-14,National,1442279
31-12-2016,Total,10-14,National,1452422
31-03-2017,Total,10-14,National,1463528
30-06-2017,Total,10-14,National,1473401
31-12-2017,Total,10-14,National,1484924
31-12-2017,Total,10-14,National,1495246
31-03-2018,Total,10-14,National,1506854
30-06-2018,Total,10-14,National,1517663
31-12-2018,Total,10-14,National,1528816
31-12-2018,Total,10-14,National,1539235
31-03-2019,Total,10-14,National,1550686
30-06-2019,Total,10-14,National,1560842
31-12-2019,Total,10-14,National,1571814
31-12-2019,Total,10-14,National,1582695
31-03-2020,Total,10-14,National,1594436
30-06-2020,Total,10-14,National,1602822
31-12-2020,Total,10-14,National,1607131
31-12-2020,Total,10-14,National,1612516
31-03-2021,Total,10-14,National,1618059
30-06-2021,Total,10-14,National,1623574
31-12-2021,Total,10-14,National,1625632
31-12-2021,Total,10-14,National,1629415
31-03-2022,Total,10-14,National,1634301
30-06-2022,Total,10-14,National,1638765
31-12-2022,Total,10-14,National,1642868
31-12-2022,Total,10-14,National,1647442
31-03-2023,Total,10-14,National,1652476
31-03-2012,Male,25-29,NT,11819
30-06-2012,Male,25-29,NT,11951
31-12-2012,Male,25-29,NT,12075
31-12-2012,Male,25-29,NT,12216
31-03-2013,Male,25-29,NT,12342
30-06-2013,Male,25-29,NT,12604
31-12-2013,Male,25-29,NT,12633
31-12-2013,Male,25-29,NT,12745
31-03-2014,Male,25-29,NT,12855
30-06-2014,Male,25-29,NT,12888
31-12-2014,Male,25-29,NT,12828
31-12-2014,Male,25-29,NT,12753
31-03-2015,Male,25-29,NT,12762
30-06-2015,Male,25-29,NT,12974
31-12-2015,Male,25-29,NT,12800
31-12-2015,Male,25-29,NT,12626
31-03-2016,Male,25-29,NT,12542
30-06-2016,Male,25-29,NT,12584
31-12-2016,Male,25-29,NT,12570
31-12-2016,Male,25-29,NT,12402
31-03-2017,Male,25-29,NT,12286
30-06-2017,Male,25-29,NT,12291
31-12-2017,Male,25-29,NT,12138
31-12-2017,Male,25-29,NT,11913
31-03-2018,Male,25-29,NT,11763
30-06-2018,Male,25-29,NT,11747
31-12-2018,Male,25-29,NT,11701
31-12-2018,Male,25-29,NT,11564
31-03-2019,Male,25-29,NT,11488
30-06-2019,Male,25-29,NT,11493
31-12-2019,Male,25-29,NT,11458
31-12-2019,Male,25-29,NT,11362
31-03-2020,Male,25-29,NT,11350
30-06-2020,Male,25-29,NT,11297
31-12-2020,Male,25-29,NT,11241
31-12-2020,Male,25-29,NT,11192
31-03-2021,Male,25-29,NT,11177
30-06-2021,Male,25-29,NT,11196
31-12-2021,Male,25-29,NT,11293
31-12-2021,Male,25-29,NT,11175
31-03-2022,Male,25-29,NT,11200
30-06-2022,Male,25-29,NT,11195
31-12-2022,Male,25-29,NT,11149
31-12-2022,Male,25-29,NT,11128
31-03-2023,Male,25-29,NT,11182
31-03-2012,Total,All ages,WA,2408108
30-06-2012,Total,All ages,WA,2425507
31-12-2012,Total,All ages,WA,2442876
31-12-2012,Total,All ages,WA,2457489
31-03-2013,Total,All ages,WA,2475242
30-06-2013,Total,All ages,WA,2486944
31-12-2013,Total,All ages,WA,2496285
31-12-2013,Total,All ages,WA,2502188
31-03-2014,Total,All ages,WA,2512556
30-06-2014,Total,All ages,WA,2517608
31-12-2014,Total,All ages,WA,2524042
31-12-2014,Total,All ages,WA,2528619
31-03-2015,Total,All ages,WA,2536604
30-06-2015,Total,All ages,WA,2540672
31-12-2015,Total,All ages,WA,2545509
31-12-2015,Total,All ages,WA,2547745
31-03-2016,Total,All ages,WA,2554506
30-06-2016,Total,All ages,WA,2555978
31-12-2016,Total,All ages,WA,2564492
31-12-2016,Total,All ages,WA,2569606
31-03-2017,Total,All ages,WA,2579276
30-06-2017,Total,All ages,WA,2585720
31-12-2017,Total,All ages,WA,2594138
31-12-2017,Total,All ages,WA,2599928
31-03-2018,Total,All ages,WA,2610320
30-06-2018,Total,All ages,WA,2617792
31-12-2018,Total,All ages,WA,2628121
31-12-2018,Total,All ages,WA,2636404
31-03-2019,Total,All ages,WA,2649641
30-06-2019,Total,All ages,WA,2659625
31-12-2019,Total,All ages,WA,2674246
31-12-2019,Total,All ages,WA,2688799
31-03-2020,Total,All ages,WA,2706350
30-06-2020,Total,All ages,WA,2712912
31-12-2020,Total,All ages,WA,2720001
31-12-2020,Total,All ages,WA,2728187
31-03-2021,Total,All ages,WA,2739105
30-06-2021,Total,All ages,WA,2749365
31-12-2021,Total,All ages,WA,2753214
31-12-2021,Total,All ages,WA,2763015
31-03-2022,Total,All ages,WA,2777252
30-06-2022,Total,All ages,WA,2791432
31-12-2022,Total,All ages,WA,2810391
31-12-2022,Total,All ages,WA,2829589
31-03-2023,Total,All ages,WA,2855594
31-03-2012,Total,20-24,Qld,327055
30-06-2012,Total,20-24,Qld,328356
31-12-2012,Total,20-24,Qld,330452
31-12-2012,Total,20-24,Qld,330248
31-03-2013,Total,20-24,Qld,332388
30-06-2013,Total,20-24,Qld,333051
31-12-2013,Total,20-24,Qld,334792
31-12-2013,Total,20-24,Qld,334839
31-03-2014,Total,20-24,Qld,337097
30-06-2014,Total,20-24,Qld,338014
31-12-2014,Total,20-24,Qld,338730
31-12-2014,Total,20-24,Qld,338153
31-03-2015,Total,20-24,Qld,339929
30-06-2015,Total,20-24,Qld,340118
31-12-2015,Total,20-24,Qld,340548
31-12-2015,Total,20-24,Qld,339651
31-03-2016,Total,20-24,Qld,341315
30-06-2016,Total,20-24,Qld,341504
31-12-2016,Total,20-24,Qld,341911
31-12-2016,Total,20-24,Qld,340931
31-03-2017,Total,20-24,Qld,342467
30-06-2017,Total,20-24,Qld,342351
31-12-2017,Total,20-24,Qld,342112
31-12-2017,Total,20-24,Qld,340384
31-03-2018,Total,20-24,Qld,342374
30-06-2018,Total,20-24,Qld,342319
31-12-2018,Total,20-24,Qld,343319
31-12-2018,Total,20-24,Qld,341908
31-03-2019,Total,20-24,Qld,343671
30-06-2019,Total,20-24,Qld,343123
31-12-2019,Total,20-24,Qld,343869
31-12-2019,Total,20-24,Qld,340485
31-03-2020,Total,20-24,Qld,341590
30-06-2020,Total,20-24,Qld,339688
31-12-2020,Total,20-24,Qld,337040
31-12-2020,Total,20-24,Qld,334639
31-03-2021,Total,20-24,Qld,333259
30-06-2021,Total,20-24,Qld,332269
31-12-2021,Total,20-24,Qld,330607
31-12-2021,Total,20-24,Qld,330558
31-03-2022,Total,20-24,Qld,334867
30-06-2022,Total,20-24,Qld,336481
31-12-2022,Total,20-24,Qld,340289
31-12-2022,Total,20-24,Qld,342505
31-03-2023,Total,20-24,Qld,348010
31-03-2012,Total,40-44,Tas,35042
30-06-2012,Total,40-44,Tas,35163
31-12-2012,Total,40-44,Tas,35112
31-12-2012,Total,40-44,Tas,35025
31-03-2013,Total,40-44,Tas,34941
30-06-2013,Total,40-44,Tas,34822
31-12-2013,Total,40-44,Tas,34639
31-12-2013,Total,40-44,Tas,34450
31-03-2014,Total,40-44,Tas,34275
30-06-2014,Total,40-44,Tas,34040
31-12-2014,Total,40-44,Tas,33789
31-12-2014,Total,40-44,Tas,33593
31-03-2015,Total,40-44,Tas,33389
30-06-2015,Total,40-44,Tas,33184
31-12-2015,Total,40-44,Tas,32886
31-12-2015,Total,40-44,Tas,32573
31-03-2016,Total,40-44,Tas,32249
30-06-2016,Total,40-44,Tas,31929
31-12-2016,Total,40-44,Tas,31611
31-12-2016,Total,40-44,Tas,31366
31-03-2017,Total,40-44,Tas,31114
30-06-2017,Total,40-44,Tas,30882
31-12-2017,Total,40-44,Tas,30808
31-12-2017,Total,40-44,Tas,30740
31-03-2018,Total,40-44,Tas,30678
30-06-2018,Total,40-44,Tas,30592
31-12-2018,Total,40-44,Tas,30598
31-12-2018,Total,40-44,Tas,30643
31-03-2019,Total,40-44,Tas,30713
30-06-2019,Total,40-44,Tas,30701
31-12-2019,Total,40-44,Tas,30705
31-12-2019,Total,40-44,Tas,30879
31-03-2020,Total,40-44,Tas,30960
30-06-2020,Total,40-44,Tas,31009
31-12-2020,Total,40-44,Tas,31133
31-12-2020,Total,40-44,Tas,31286
31-03-2021,Total,40-44,Tas,31481
30-06-2021,Total,40-44,Tas,31657
31-12-2021,Total,40-44,Tas,31858
31-12-2021,Total,40-44,Tas,32171
31-03-2022,Total,40-44,Tas,32447
30-06-2022,Total,40-44,Tas,32724
31-12-2022,Total,40-44,Tas,32916
31-12-2022,Total,40-44,Tas,33184
31-03-2023,Total,40-44,Tas,33308
31-03-2012,Male,10-14,SA,50058
30-06-2012,Male,10-14,SA,50031
31-12-2012,Male,10-14,SA,49985
31-12-2012,Male,10-14,SA,49905
31-03-2013,Male,10-14,SA,49827
30-06-2013,Male,10-14,SA,49775
31-12-2013,Male,10-14,SA,49831
31-12-2013,Male,10-14,SA,49797
31-03-2014,Male,10-14,SA,49780
30-06-2014,Male,10-14,SA,49771
31-12-2014,Male,10-14,SA,49720
31-12-2014,Male,10-14,SA,49610
31-03-2015,Male,10-14,SA,49619
30-06-2015,Male,10-14,SA,49533
31-12-2015,Male,10-14,SA,49625
31-12-2015,Male,10-14,SA,49713
31-03-2016,Male,10-14,SA,49813
30-06-2016,Male,10-14,SA,49923
31-12-2016,Male,10-14,SA,50156
31-12-2016,Male,10-14,SA,50306
31-03-2017,Male,10-14,SA,50595
30-06-2017,Male,10-14,SA,50807
31-12-2017,Male,10-14,SA,51115
31-12-2017,Male,10-14,SA,51401
31-03-2018,Male,10-14,SA,51712
30-06-2018,Male,10-14,SA,51999
31-12-2018,Male,10-14,SA,52300
31-12-2018,Male,10-14,SA,52535
31-03-2019,Male,10-14,SA,52849
30-06-2019,Male,10-14,SA,53186
31-12-2019,Male,10-14,SA,53535
31-12-2019,Male,10-14,SA,53921
31-03-2020,Male,10-14,SA,54387
30-06-2020,Male,10-14,SA,54637
31-12-2020,Male,10-14,SA,54748
31-12-2020,Male,10-14,SA,54864
31-03-2021,Male,10-14,SA,55007
30-06-2021,Male,10-14,SA,55146
31-12-2021,Male,10-14,SA,55217
31-12-2021,Male,10-14,SA,55354
31-03-2022,Male,10-14,SA,55542
30-06-2022,Male,10-14,SA,55677
31-12-2022,Male,10-14,SA,55817
31-12-2022,Male,10-14,SA,55949
31-03-2023,Male,10-14,SA,56171
31-03-2012,Male,10-14,WA,76443
30-06-2012,Male,10-14,WA,76508
31-12-2012,Male,10-14,WA,76573
31-12-2012,Male,10-14,WA,76617
31-03-2013,Male,10-14,WA,76758
30-06-2013,Male,10-14,WA,76792
31-12-2013,Male,10-14,WA,76854
31-12-2013,Male,10-14,WA,76863
31-03-2014,Male,10-14,WA,76956
30-06-2014,Male,10-14,WA,76986
31-12-2014,Male,10-14,WA,77129
31-12-2014,Male,10-14,WA,77270
31-03-2015,Male,10-14,WA,77396
30-06-2015,Male,10-14,WA,77510
31-12-2015,Male,10-14,WA,77692
31-12-2015,Male,10-14,WA,77850
31-03-2016,Male,10-14,WA,78145
30-06-2016,Male,10-14,WA,78394
31-12-2016,Male,10-14,WA,79044
31-12-2016,Male,10-14,WA,79629
31-03-2017,Male,10-14,WA,80383
30-06-2017,Male,10-14,WA,81120
31-12-2017,Male,10-14,WA,81930
31-12-2017,Male,10-14,WA,82674
31-03-2018,Male,10-14,WA,83502
30-06-2018,Male,10-14,WA,84339
31-12-2018,Male,10-14,WA,85002
31-12-2018,Male,10-14,WA,85637
31-03-2019,Male,10-14,WA,86410
30-06-2019,Male,10-14,WA,87103
31-12-2019,Male,10-14,WA,87807
31-12-2019,Male,10-14,WA,88522
31-03-2020,Male,10-14,WA,89326
30-06-2020,Male,10-14,WA,89977
31-12-2020,Male,10-14,WA,90499
31-12-2020,Male,10-14,WA,91081
31-03-2021,Male,10-14,WA,91660
30-06-2021,Male,10-14,WA,92240
31-12-2021,Male,10-14,WA,92300
31-12-2021,Male,10-14,WA,92531
31-03-2022,Male,10-14,WA,92772
30-06-2022,Male,10-14,WA,93070
31-12-2022,Male,10-14,WA,93392
31-12-2022,Male,10-14,WA,93768
31-03-2023,Male,10-14,WA,94206
31-03-2012,Total,25-29,NSW,527115
30-06-2012,Total,25-29,NSW,528140
31-12-2012,Total,25-29,NSW,529461
31-12-2012,Total,25-29,NSW,531320
31-03-2013,Total,25-29,NSW,533780
30-06-2013,Total,25-29,NSW,535180
31-12-2013,Total,25-29,NSW,537629
31-12-2013,Total,25-29,NSW,540092
31-03-2014,Total,25-29,NSW,543663
30-06-2014,Total,25-29,NSW,545549
31-12-2014,Total,25-29,NSW,548821
31-12-2014,Total,25-29,NSW,552002
31-03-2015,Total,25-29,NSW,556684
30-06-2015,Total,25-29,NSW,559918
31-12-2015,Total,25-29,NSW,563193
31-12-2015,Total,25-29,NSW,566654
31-03-2016,Total,25-29,NSW,571531
30-06-2016,Total,25-29,NSW,574728
31-12-2016,Total,25-29,NSW,578607
31-12-2016,Total,25-29,NSW,581811
31-03-2017,Total,25-29,NSW,586783
30-06-2017,Total,25-29,NSW,589421
31-12-2017,Total,25-29,NSW,592234
31-12-2017,Total,25-29,NSW,593149
31-03-2018,Total,25-29,NSW,596503
30-06-2018,Total,25-29,NSW,597776
31-12-2018,Total,25-29,NSW,599902
31-12-2018,Total,25-29,NSW,600486
31-03-2019,Total,25-29,NSW,602804
30-06-2019,Total,25-29,NSW,602390
31-12-2019,Total,25-29,NSW,602004
31-12-2019,Total,25-29,NSW,600712
31-03-2020,Total,25-29,NSW,598882
30-06-2020,Total,25-29,NSW,593919
31-12-2020,Total,25-29,NSW,585943
31-12-2020,Total,25-29,NSW,579441
31-03-2021,Total,25-29,NSW,573006
30-06-2021,Total,25-29,NSW,568343
31-12-2021,Total,25-29,NSW,561673
31-12-2021,Total,25-29,NSW,559754
31-03-2022,Total,25-29,NSW,563165
30-06-2022,Total,25-29,NSW,566306
31-12-2022,Total,25-29,NSW,572764
31-12-2022,Total,25-29,NSW,579331
31-03-2023,Total,25-29,NSW,587995
31-03-2012,Total,20-24,Vic,414948
30-06-2012,Total,20-24,Vic,415249
31-12-2012,Total,20-24,Vic,416785
31-12-2012,Total,20-24,Vic,416454
31-03-2013,Total,20-24,Vic,419813
30-06-2013,Total,20-24,Vic,420370
31-12-2013,Total,20-24,Vic,422993
31-12-2013,Total,20-24,Vic,423388
31-03-2014,Total,20-24,Vic,427769
30-06-2014,Total,20-24,Vic,428772
31-12-2014,Total,20-24,Vic,431938
31-12-2014,Total,20-24,Vic,432894
31-03-2015,Total,20-24,Vic,437078
30-06-2015,Total,20-24,Vic,437824
31-12-2015,Total,20-24,Vic,441497
31-12-2015,Total,20-24,Vic,443284
31-03-2016,Total,20-24,Vic,448884
30-06-2016,Total,20-24,Vic,450298
31-12-2016,Total,20-24,Vic,454194
31-12-2016,Total,20-24,Vic,454911
31-03-2017,Total,20-24,Vic,462006
30-06-2017,Total,20-24,Vic,462013
31-12-2017,Total,20-24,Vic,465754
31-12-2017,Total,20-24,Vic,464843
31-03-2018,Total,20-24,Vic,471347
30-06-2018,Total,20-24,Vic,471352
31-12-2018,Total,20-24,Vic,474567
31-12-2018,Total,20-24,Vic,472800
31-03-2019,Total,20-24,Vic,478272
30-06-2019,Total,20-24,Vic,474507
31-12-2019,Total,20-24,Vic,474789
31-12-2019,Total,20-24,Vic,466858
31-03-2020,Total,20-24,Vic,466079
30-06-2020,Total,20-24,Vic,459820
31-12-2020,Total,20-24,Vic,447172
31-12-2020,Total,20-24,Vic,434624
31-03-2021,Total,20-24,Vic,426858
30-06-2021,Total,20-24,Vic,420956
31-12-2021,Total,20-24,Vic,416298
31-12-2021,Total,20-24,Vic,415649
31-03-2022,Total,20-24,Vic,424615
30-06-2022,Total,20-24,Vic,425684
31-12-2022,Total,20-24,Vic,433732
31-12-2022,Total,20-24,Vic,437810
31-03-2023,Total,20-24,Vic,450471
31-03-2012,Total,50-54,Vic,369912
30-06-2012,Total,50-54,Vic,371851
31-12-2012,Total,50-54,Vic,373602
31-12-2012,Total,50-54,Vic,375433
31-03-2013,Total,50-54,Vic,377168
30-06-2013,Total,50-54,Vic,378951
31-12-2013,Total,50-54,Vic,380078
31-12-2013,Total,50-54,Vic,381330
31-03-2014,Total,50-54,Vic,382712
30-06-2014,Total,50-54,Vic,383958
31-12-2014,Total,50-54,Vic,384530
31-12-2014,Total,50-54,Vic,385218
31-03-2015,Total,50-54,Vic,385769
30-06-2015,Total,50-54,Vic,386258
31-12-2015,Total,50-54,Vic,386433
31-12-2015,Total,50-54,Vic,386677
31-03-2016,Total,50-54,Vic,386971
30-06-2016,Total,50-54,Vic,387287
31-12-2016,Total,50-54,Vic,387058
31-12-2016,Total,50-54,Vic,387000
31-03-2017,Total,50-54,Vic,386971
30-06-2017,Total,50-54,Vic,386620
31-12-2017,Total,50-54,Vic,386990
31-12-2017,Total,50-54,Vic,387107
31-03-2018,Total,50-54,Vic,387424
30-06-2018,Total,50-54,Vic,387672
31-12-2018,Total,50-54,Vic,388798
31-12-2018,Total,50-54,Vic,389997
31-03-2019,Total,50-54,Vic,391311
30-06-2019,Total,50-54,Vic,392553
31-12-2019,Total,50-54,Vic,394842
31-12-2019,Total,50-54,Vic,397317
31-03-2020,Total,50-54,Vic,399346
30-06-2020,Total,50-54,Vic,400597
31-12-2020,Total,50-54,Vic,402637
31-12-2020,Total,50-54,Vic,404546
31-03-2021,Total,50-54,Vic,406556
30-06-2021,Total,50-54,Vic,408797
31-12-2021,Total,50-54,Vic,411092
31-12-2021,Total,50-54,Vic,413224
31-03-2022,Total,50-54,Vic,415778
30-06-2022,Total,50-54,Vic,418498
31-12-2022,Total,50-54,Vic,419877
31-12-2022,Total,50-54,Vic,421315
31-03-2023,Total,50-54,Vic,422545
31-03-2012,Male,40-44,ACT,13528
30-06-2012,Male,40-44,ACT,13634
31-12-2012,Male,40-44,ACT,13712
31-12-2012,Male,40-44,ACT,13772
31-03-2013,Male,40-44,ACT,13847
30-06-2013,Male,40-44,ACT,13921
31-12-2013,Male,40-44,ACT,13944
31-12-2013,Male,40-44,ACT,14007
31-03-2014,Male,40-44,ACT,14022
30-06-2014,Male,40-44,ACT,14062
31-12-2014,Male,40-44,ACT,14097
31-12-2014,Male,40-44,ACT,14125
31-03-2015,Male,40-44,ACT,14194
30-06-2015,Male,40-44,ACT,14254
31-12-2015,Male,40-44,ACT,14227
31-12-2015,Male,40-44,ACT,14202
31-03-2016,Male,40-44,ACT,14193
30-06-2016,Male,40-44,ACT,14172
31-12-2016,Male,40-44,ACT,14176
31-12-2016,Male,40-44,ACT,14197
31-03-2017,Male,40-44,ACT,14296
30-06-2017,Male,40-44,ACT,14326
31-12-2017,Male,40-44,ACT,14385
31-12-2017,Male,40-44,ACT,14432
31-03-2018,Male,40-44,ACT,14478
30-06-2018,Male,40-44,ACT,14548
31-12-2018,Male,40-44,ACT,14617
31-12-2018,Male,40-44,ACT,14677
31-03-2019,Male,40-44,ACT,14746
30-06-2019,Male,40-44,ACT,14798
31-12-2019,Male,40-44,ACT,14881
31-12-2019,Male,40-44,ACT,14992
31-03-2020,Male,40-44,ACT,15087
30-06-2020,Male,40-44,ACT,15151
31-12-2020,Male,40-44,ACT,15266
31-12-2020,Male,40-44,ACT,15392
31-03-2021,Male,40-44,ACT,15535
30-06-2021,Male,40-44,ACT,15675
31-12-2021,Male,40-44,ACT,15824
31-12-2021,Male,40-44,ACT,15967
31-03-2022,Male,40-44,ACT,16124
30-06-2022,Male,40-44,ACT,16296
31-12-2022,Male,40-44,ACT,16423
