Date,Sex,Age group,Region,Population
31-12-2013,Male,15-19,Qld,157186
31-03-2014,Male,15-19,Qld,157340
30-06-2014,Male,15-19,Qld,156864
31-12-2014,Male,15-19,Qld,156826
31-12-2014,Male,15-19,Qld,156471
31-03-2015,Male,15-19,Qld,156456
30-06-2015,Male,15-19,Qld,155985
31-12-2015,Male,15-19,Qld,156249
31-12-2015,Male,15-19,Qld,156178
31-03-2016,Male,15-19,Qld,156733
30-06-2016,Male,15-19,Qld,156725
31-12-2016,Male,15-19,Qld,157536
31-12-2016,Male,15-19,Qld,157909
31-03-2017,Male,15-19,Qld,158864
30-06-2017,Male,15-19,Qld,159219
31-12-2017,Male,15-19,Qld,159481
31-12-2017,Male,15-19,Qld,159286
31-03-2018,Male,15-19,Qld,159928
30-06-2018,Male,15-19,Qld,159932
31-12-2018,Male,15-19,Qld,160490
31-12-2018,Male,15-19,Qld,160570
31-03-2019,Male,15-19,Qld,161306
30-06-2019,Male,15-19,Qld,161234
31-12-2019,Male,15-19,Qld,161641
31-12-2019,Male,15-19,Qld,161466
31-03-2020,Male,15-19,Qld,162132
30-06-2020,Male,15-19,Qld,161984
31-12-2020,Male,15-19,Qld,162208
31-12-2020,Male,15-19,Qld,162483
31-03-2021,Male,15-19,Qld,162944
30-06-2021,Male,15-19,Qld,163340
31-12-2021,Male,15-19,Qld,164595
31-12-2021,Male,15-19,Qld,166275
31-03-2022,Male,15-19,Qld,168485
30-06-2022,Male,15-19,Qld,170025
31-12-2022,Male,15-19,Qld,172152
31-12-2022,Male,15-19,Qld,174210
31-03-2023,Male,15-19,Qld,176782
31-03-2012,Female,65-69,Qld,100276
30-06-2012,Female,65-69,Qld,102072
31-12-2012,Female,65-69,Qld,103498
31-12-2012,Female,65-69,Qld,104930
31-03-2013,Female,65-69,Qld,106344
30-06-2013,Female,65-69,Qld,107853
31-12-2013,Female,65-69,Qld,108875
31-12-2013,Female,65-69,Qld,109952
31-03-2014,Female,65-69,Qld,111017
30-06-2014,Female,65-69,Qld,112145
31-12-2014,Female,65-69,Qld,113133
31-12-2014,Female,65-69,Qld,114206
31-03-2015,Female,65-69,Qld,115272
30-06-2015,Female,65-69,Qld,116363
31-12-2015,Female,65-69,Qld,117435
31-12-2015,Female,65-69,Qld,118552
31-03-2016,Female,65-69,Qld,119718
30-06-2016,Female,65-69,Qld,120922
31-12-2016,Female,65-69,Qld,121226
31-12-2016,Female,65-69,Qld,121586
31-03-2017,Female,65-69,Qld,121876
30-06-2017,Female,65-69,Qld,122255
31-12-2017,Female,65-69,Qld,122851
31-12-2017,Female,65-69,Qld,123485
31-03-2018,Female,65-69,Qld,124136
30-06-2018,Female,65-69,Qld,124863
31-12-2018,Female,65-69,Qld,125613
31-12-2018,Female,65-69,Qld,126422
31-03-2019,Female,65-69,Qld,127150
30-06-2019,Female,65-69,Qld,127957
31-12-2019,Female,65-69,Qld,128669
31-12-2019,Female,65-69,Qld,129668
31-03-2020,Female,65-69,Qld,130534
30-06-2020,Female,65-69,Qld,131185
31-12-2020,Female,65-69,Qld,131937
31-12-2020,Female,65-69,Qld,132711
31-03-2021,Female,65-69,Qld,133408
30-06-2021,Female,65-69,Qld,134165
31-12-2021,Female,65-69,Qld,134899
31-12-2021,Female,65-69,Qld,135781
31-03-2022,Female,65-69,Qld,136704
30-06-2022,Female,65-69,Qld,137609
31-12-2022,Female,65-69,Qld,138466
31-12-2022,Female,65-69,Qld,139403
31-03-2023,Female,65-69,Qld,140370
31-03-2012,Male,40-44,WA,90524
30-06-2012,Male,40-44,WA,91470
31-12-2012,Male,40-44,WA,92001
31-12-2012,Male,40-44,WA,92395
31-03-2013,Male,40-44,WA,92832
30-06-2013,Male,40-44,WA,93125
31-12-2013,Male,40-44,WA,92968
31-12-2013,Male,40-44,WA,92808
31-03-2014,Male,40-44,WA,92658
30-06-2014,Male,40-44,WA,92432
31-12-2014,Male,40-44,WA,92142
31-12-2014,Male,40-44,WA,91904
31-03-2015,Male,40-44,WA,91629
30-06-2015,Male,40-44,WA,91330
31-12-2015,Male,40-44,WA,90755
31-12-2015,Male,40-44,WA,90086
31-03-2016,Male,40-44,WA,89542
30-06-2016,Male,40-44,WA,88901
31-12-2016,Male,40-44,WA,88489
31-12-2016,Male,40-44,WA,88128
31-03-2017,Male,40-44,WA,87818
30-06-2017,Male,40-44,WA,87379
31-12-2017,Male,40-44,WA,87280
31-12-2017,Male,40-44,WA,87077
31-03-2018,Male,40-44,WA,86946
30-06-2018,Male,40-44,WA,86825
31-12-2018,Male,40-44,WA,86900
31-12-2018,Male,40-44,WA,87007
31-03-2019,Male,40-44,WA,87150
30-06-2019,Male,40-44,WA,87272
31-12-2019,Male,40-44,WA,87742
31-12-2019,Male,40-44,WA,88183
31-03-2020,Male,40-44,WA,88638
30-06-2020,Male,40-44,WA,88915
31-12-2020,Male,40-44,WA,89478
31-12-2020,Male,40-44,WA,90104
31-03-2021,Male,40-44,WA,90806
30-06-2021,Male,40-44,WA,91493
31-12-2021,Male,40-44,WA,92181
31-12-2021,Male,40-44,WA,93182
31-03-2022,Male,40-44,WA,94084
30-06-2022,Male,40-44,WA,95102
31-12-2022,Male,40-44,WA,96343
31-12-2022,Male,40-44,WA,97729
31-03-2023,Male,40-44,WA,99140
31-03-2012,Total,65-69,SA,81125
30-06-2012,Total,65-69,SA,82588
31-12-2012,Total,65-69,SA,83552
31-12-2012,Total,65-69,SA,84621
31-03-2013,Total,65-69,SA,85662
30-06-2013,Total,65-69,SA,86728
31-12-2013,Total,65-69,SA,87529
31-12-2013,Total,65-69,SA,88388
31-03-2014,Total,65-69,SA,89227
30-06-2014,Total,65-69,SA,90092
31-12-2014,Total,65-69,SA,90764
31-12-2014,Total,65-69,SA,91459
31-03-2015,Total,65-69,SA,92167
30-06-2015,Total,65-69,SA,92889
31-12-2015,Total,65-69,SA,93533
31-12-2015,Total,65-69,SA,94200
31-03-2016,Total,65-69,SA,94839
30-06-2016,Total,65-69,SA,95466
31-12-2016,Total,65-69,SA,95403
31-12-2016,Total,65-69,SA,95349
31-03-2017,Total,65-69,SA,95290
30-06-2017,Total,65-69,SA,95191
31-12-2017,Total,65-69,SA,95437
31-12-2017,Total,65-69,SA,95726
31-03-2018,Total,65-69,SA,96054
30-06-2018,Total,65-69,SA,96395
31-12-2018,Total,65-69,SA,96720
31-12-2018,Total,65-69,SA,97123
31-03-2019,Total,65-69,SA,97456
30-06-2019,Total,65-69,SA,97905
31-12-2019,Total,65-69,SA,98434
31-12-2019,Total,65-69,SA,99067
31-03-2020,Total,65-69,SA,99602
30-06-2020,Total,65-69,SA,99914
31-12-2020,Total,65-69,SA,100275
31-12-2020,Total,65-69,SA,100607
31-03-2021,Total,65-69,SA,100873
30-06-2021,Total,65-69,SA,101229
31-12-2021,Total,65-69,SA,101577
31-12-2021,Total,65-69,SA,101969
31-03-2022,Total,65-69,SA,102429
30-06-2022,Total,65-69,SA,102809
31-12-2022,Total,65-69,SA,103072
31-12-2022,Total,65-69,SA,103420
31-03-2023,Total,65-69,SA,103718
31-03-2012,Total,15-19,NT,15967
30-06-2012,Total,15-19,NT,15916
31-12-2012,Total,15-19,NT,15989
31-12-2012,Total,15-19,NT,15962
31-03-2013,Total,15-19,NT,15925
30-06-2013,Total,15-19,NT,15847
31-12-2013,Total,15-19,NT,15765
31-12-2013,Total,15-19,NT,15632
31-03-2014,Total,15-19,NT,15498
30-06-2014,Total,15-19,NT,15341
31-12-2014,Total,15-19,NT,15311
31-12-2014,Total,15-19,NT,15117
31-03-2015,Total,15-19,NT,14985
30-06-2015,Total,15-19,NT,14968
31-12-2015,Total,15-19,NT,14985
31-12-2015,Total,15-19,NT,14909
31-03-2016,Total,15-19,NT,14892
30-06-2016,Total,15-19,NT,14921
31-12-2016,Total,15-19,NT,15027
31-12-2016,Total,15-19,NT,14978
31-03-2017,Total,15-19,NT,15004
30-06-2017,Total,15-19,NT,15087
31-12-2017,Total,15-19,NT,15100
31-12-2017,Total,15-19,NT,15072
31-03-2018,Total,15-19,NT,15110
30-06-2018,Total,15-19,NT,15130
31-12-2018,Total,15-19,NT,15186
31-12-2018,Total,15-19,NT,15140
31-03-2019,Total,15-19,NT,15113
30-06-2019,Total,15-19,NT,15119
31-12-2019,Total,15-19,NT,15171
31-12-2019,Total,15-19,NT,15118
31-03-2020,Total,15-19,NT,15219
30-06-2020,Total,15-19,NT,15274
31-12-2020,Total,15-19,NT,15294
31-12-2020,Total,15-19,NT,15258
31-03-2021,Total,15-19,NT,15232
30-06-2021,Total,15-19,NT,15145
31-12-2021,Total,15-19,NT,15161
31-12-2021,Total,15-19,NT,15254
31-03-2022,Total,15-19,NT,15428
30-06-2022,Total,15-19,NT,15491
31-12-2022,Total,15-19,NT,15616
31-12-2022,Total,15-19,NT,15674
31-03-2023,Total,15-19,NT,15905
31-03-2012,Female,15-19,National,711071
30-06-2012,Female,15-19,National,710664
31-12-2012,Female,15-19,National,712533
31-12-2012,Female,15-19,National,712428
31-03-2013,Female,15-19,National,714842
30-06-2013,Female,15-19,National,713960
31-12-2013,Female,15-19,National,715762
31-12-2013,Female,15-19,National,715472
31-03-2014,Female,15-19,National,717950
30-06-2014,Female,15-19,National,716320
31-12-2014,Female,15-19,National,717940
31-12-2014,Female,15-19,National,716760
31-03-2015,Female,15-19,National,719294
30-06-2015,Female,15-19,National,717359
31-12-2015,Female,15-19,National,719196
31-12-2015,Female,15-19,National,718109
31-03-2016,Female,15-19,National,721200
30-06-2016,Female,15-19,National,719579
31-12-2016,Female,15-19,National,721799
31-12-2016,Female,15-19,National,720286
31-03-2017,Female,15-19,National,723675
30-06-2017,Female,15-19,National,721582
31-12-2017,Female,15-19,National,723754
31-12-2017,Female,15-19,National,721507
31-03-2018,Female,15-19,National,725228
30-06-2018,Female,15-19,National,723689
31-12-2018,Female,15-19,National,726094
31-12-2018,Female,15-19,National,724644
31-03-2019,Female,15-19,National,728083
30-06-2019,Female,15-19,National,725135
31-12-2019,Female,15-19,National,725993
31-12-2019,Female,15-19,National,722206
31-03-2020,Female,15-19,National,724020
30-06-2020,Female,15-19,National,720171
31-12-2020,Female,15-19,National,718379
31-12-2020,Female,15-19,National,716744
31-03-2021,Female,15-19,National,717042
30-06-2021,Female,15-19,National,717331
31-12-2021,Female,15-19,National,720661
31-12-2021,Female,15-19,National,725795
31-03-2022,Female,15-19,National,737158
30-06-2022,Female,15-19,National,743071
31-12-2022,Female,15-19,National,752629
31-12-2022,Female,15-19,National,759120
31-03-2023,Female,15-19,National,771870
31-03-2012,Female,70-74,NSW,127832
30-06-2012,Female,70-74,NSW,128731
31-12-2012,Female,70-74,NSW,129668
31-12-2012,Female,70-74,NSW,130698
31-03-2013,Female,70-74,NSW,131778
30-06-2013,Female,70-74,NSW,132711
31-12-2013,Female,70-74,NSW,134106
31-12-2013,Female,70-74,NSW,135546
31-03-2014,Female,70-74,NSW,136916
30-06-2014,Female,70-74,NSW,138293
31-12-2014,Female,70-74,NSW,139674
31-12-2014,Female,70-74,NSW,141167
31-03-2015,Female,70-74,NSW,142548
30-06-2015,Female,70-74,NSW,143853
31-12-2015,Female,70-74,NSW,145249
31-12-2015,Female,70-74,NSW,146661
31-03-2016,Female,70-74,NSW,148051
30-06-2016,Female,70-74,NSW,149432
31-12-2016,Female,70-74,NSW,151972
31-12-2016,Female,70-74,NSW,154566
31-03-2017,Female,70-74,NSW,157049
30-06-2017,Female,70-74,NSW,159578
31-12-2017,Female,70-74,NSW,161642
31-12-2017,Female,70-74,NSW,163858
31-03-2018,Female,70-74,NSW,166045
30-06-2018,Female,70-74,NSW,168347
31-12-2018,Female,70-74,NSW,169859
31-12-2018,Female,70-74,NSW,171407
31-03-2019,Female,70-74,NSW,172968
30-06-2019,Female,70-74,NSW,174630
31-12-2019,Female,70-74,NSW,176327
31-12-2019,Female,70-74,NSW,178521
31-03-2020,Female,70-74,NSW,180535
30-06-2020,Female,70-74,NSW,182150
31-12-2020,Female,70-74,NSW,183598
31-12-2020,Female,70-74,NSW,185034
31-03-2021,Female,70-74,NSW,186384
30-06-2021,Female,70-74,NSW,187796
31-12-2021,Female,70-74,NSW,187612
31-12-2021,Female,70-74,NSW,187577
31-03-2022,Female,70-74,NSW,187668
30-06-2022,Female,70-74,NSW,187640
31-12-2022,Female,70-74,NSW,188065
31-12-2022,Female,70-74,NSW,188615
31-03-2023,Female,70-74,NSW,189167
31-03-2012,Total,0-4,National,1485656
30-06-2012,Total,0-4,National,1494690
31-12-2012,Total,0-4,National,1503670
31-12-2012,Total,0-4,National,1511466
31-03-2013,Total,0-4,National,1518526
30-06-2013,Total,0-4,National,1524375
31-12-2013,Total,0-4,National,1529352
31-12-2013,Total,0-4,National,1532454
31-03-2014,Total,0-4,National,1537932
30-06-2014,Total,0-4,National,1541431
31-12-2014,Total,0-4,National,1546586
31-12-2014,Total,0-4,National,1549299
31-03-2015,Total,0-4,National,1552004
30-06-2015,Total,0-4,National,1552567
31-12-2015,Total,0-4,National,1558634
31-12-2015,Total,0-4,National,1561785
31-03-2016,Total,0-4,National,1568311
30-06-2016,Total,0-4,National,1573626
31-12-2016,Total,0-4,National,1576215
31-12-2016,Total,0-4,National,1575533
31-03-2017,Total,0-4,National,1575735
30-06-2017,Total,0-4,National,1574432
31-12-2017,Total,0-4,National,1573423
31-12-2017,Total,0-4,National,1568795
31-03-2018,Total,0-4,National,1566815
30-06-2018,Total,0-4,National,1563415
31-12-2018,Total,0-4,National,1561558
31-12-2018,Total,0-4,National,1558456
31-03-2019,Total,0-4,National,1556654
30-06-2019,Total,0-4,National,1554029
31-12-2019,Total,0-4,National,1552273
31-12-2019,Total,0-4,National,1547505
31-03-2020,Total,0-4,National,1542954
30-06-2020,Total,0-4,National,1535006
31-12-2020,Total,0-4,National,1524774
31-12-2020,Total,0-4,National,1513124
31-03-2021,Total,0-4,National,1511346
30-06-2021,Total,0-4,National,1509001
31-12-2021,Total,0-4,National,1510043
31-12-2021,Total,0-4,National,1511129
31-03-2022,Total,0-4,National,1512788
30-06-2022,Total,0-4,National,1513049
31-12-2022,Total,0-4,National,1514997
31-12-2022,Total,0-4,National,1516254
31-03-2023,Total,0-4,National,1517904
31-03-2012,Total,15-19,Qld,304944
30-06-2012,Total,15-19,Qld,305127
31-12-2012,Total,15-19,Qld,306210
31-12-2012,Total,15-19,Qld,306566
31-03-2013,Total,15-19,Qld,307628
30-06-2013,Total,15-19,Qld,307553
31-12-2013,Total,15-19,Qld,308068
31-12-2013,Total,15-19,Qld,308011
31-03-2014,Total,15-19,Qld,308340
30-06-2014,Total,15-19,Qld,307460
31-12-2014,Total,15-19,Qld,307391
31-12-2014,Total,15-19,Qld,306722
31-03-2015,Total,15-19,Qld,306767
30-06-2015,Total,15-19,Qld,305839
31-12-2015,Total,15-19,Qld,306277
31-12-2015,Total,15-19,Qld,306161
31-03-2016,Total,15-19,Qld,307328
30-06-2016,Total,15-19,Qld,307274
31-12-2016,Total,15-19,Qld,308526
31-12-2016,Total,15-19,Qld,308820
31-03-2017,Total,15-19,Qld,310284
30-06-2017,Total,15-19,Qld,310660
31-12-2017,Total,15-19,Qld,311350
31-12-2017,Total,15-19,Qld,310946
31-03-2018,Total,15-19,Qld,312155
30-06-2018,Total,15-19,Qld,312028
31-12-2018,Total,15-19,Qld,313161
31-12-2018,Total,15-19,Qld,313381
31-03-2019,Total,15-19,Qld,314770
30-06-2019,Total,15-19,Qld,314552
31-12-2019,Total,15-19,Qld,315251
31-12-2019,Total,15-19,Qld,314888
31-03-2020,Total,15-19,Qld,316193
30-06-2020,Total,15-19,Qld,315814
31-12-2020,Total,15-19,Qld,316195
31-12-2020,Total,15-19,Qld,316726
31-03-2021,Total,15-19,Qld,317587
30-06-2021,Total,15-19,Qld,318330
31-12-2021,Total,15-19,Qld,320670
31-12-2021,Total,15-19,Qld,323736
31-03-2022,Total,15-19,Qld,327994
30-06-2022,Total,15-19,Qld,330768
31-12-2022,Total,15-19,Qld,334825
31-12-2022,Total,15-19,Qld,338626
31-03-2023,Total,15-19,Qld,343389
31-03-2012,Total,10-14,ACT,21220
30-06-2012,Total,10-14,ACT,21186
31-12-2012,Total,10-14,ACT,21222
31-12-2012,Total,10-14,ACT,21202
31-03-2013,Total,10-14,ACT,21221
30-06-2013,Total,10-14,ACT,21197
31-12-2013,Total,10-14,ACT,21216
31-12-2013,Total,10-14,ACT,21289
31-03-2014,Total,10-14,ACT,21265
30-06-2014,Total,10-14,ACT,21270
31-12-2014,Total,10-14,ACT,21298
31-12-2014,Total,10-14,ACT,21359
31-03-2015,Total,10-14,ACT,21500
30-06-2015,Total,10-14,ACT,21583
31-12-2015,Total,10-14,ACT,21738
31-12-2015,Total,10-14,ACT,21883
31-03-2016,Total,10-14,ACT,22036
30-06-2016,Total,10-14,ACT,22170
31-12-2016,Total,10-14,ACT,22419
31-12-2016,Total,10-14,ACT,22659
31-03-2017,Total,10-14,ACT,22913
30-06-2017,Total,10-14,ACT,23103
31-12-2017,Total,10-14,ACT,23272
31-12-2017,Total,10-14,ACT,23470
31-03-2018,Total,10-14,ACT,23728
30-06-2018,Total,10-14,ACT,23931
31-12-2018,Total,10-14,ACT,24203
31-12-2018,Total,10-14,ACT,24484
31-03-2019,Total,10-14,ACT,24735
30-06-2019,Total,10-14,ACT,25050
31-12-2019,Total,10-14,ACT,25386
31-12-2019,Total,10-14,ACT,25757
31-03-2020,Total,10-14,ACT,26121
30-06-2020,Total,10-14,ACT,26420
31-12-2020,Total,10-14,ACT,26595
31-12-2020,Total,10-14,ACT,26804
31-03-2021,Total,10-14,ACT,27009
30-06-2021,Total,10-14,ACT,27223
31-12-2021,Total,10-14,ACT,27236
31-12-2021,Total,10-14,ACT,27351
31-03-2022,Total,10-14,ACT,27443
30-06-2022,Total,10-14,ACT,27524
31-12-2022,Total,10-14,ACT,27695
31-12-2022,Total,10-14,ACT,27822
31-03-2023,Total,10-14,ACT,28004
31-03-2012,Total,55-59,National,1356696
30-06-2012,Total,55-59,National,1363695
31-12-2012,Total,55-59,National,1369975
31-12-2012,Total,55-59,National,1376631
31-03-2013,Total,55-59,National,1382842
30-06-2013,Total,55-59,National,1389209
31-12-2013,Total,55-59,National,1396283
31-12-2013,Total,55-59,National,1403474
31-03-2014,Total,55-59,National,1410517
30-06-2014,Total,55-59,National,1417422
31-12-2014,Total,55-59,National,1424318
31-12-2014,Total,55-59,National,1431505
31-03-2015,Total,55-59,National,1438558
30-06-2015,Total,55-59,National,1445632
31-12-2015,Total,55-59,National,1452761
31-12-2015,Total,55-59,National,1460347
31-03-2016,Total,55-59,National,1468045
30-06-2016,Total,55-59,National,1475915
31-12-2016,Total,55-59,National,1483954
31-12-2016,Total,55-59,National,1492207
31-03-2017,Total,55-59,National,1500079
30-06-2017,Total,55-59,National,1507941
31-12-2017,Total,55-59,National,1514428
31-12-2017,Total,55-59,National,1520307
31-03-2018,Total,55-59,National,1526754
30-06-2018,Total,55-59,National,1533492
31-12-2018,Total,55-59,National,1538216
31-12-2018,Total,55-59,National,1543271
31-03-2019,Total,55-59,National,1548013
30-06-2019,Total,55-59,National,1553707
31-12-2019,Total,55-59,National,1557562
31-12-2019,Total,55-59,National,1563078
31-03-2020,Total,55-59,National,1566668
30-06-2020,Total,55-59,National,1567097
31-12-2020,Total,55-59,National,1563156
31-12-2020,Total,55-59,National,1558985
31-03-2021,Total,55-59,National,1554445
30-06-2021,Total,55-59,National,1550803
31-12-2021,Total,55-59,National,1545732
31-12-2021,Total,55-59,National,1541739
31-03-2022,Total,55-59,National,1538119
30-06-2022,Total,55-59,National,1534695
31-12-2022,Total,55-59,National,1531445
31-12-2022,Total,55-59,National,1528558
31-03-2023,Total,55-59,National,1525218
31-03-2012,Total,40-44,National,1622611
30-06-2012,Total,40-44,National,1634211
31-12-2012,Total,40-44,National,1640992
31-12-2012,Total,40-44,National,1647540
31-03-2013,Total,40-44,National,1653811
30-06-2013,Total,40-44,National,1659367
31-12-2013,Total,40-44,National,1660339
31-12-2013,Total,40-44,National,1661563
31-03-2014,Total,40-44,National,1663077
30-06-2014,Total,40-44,National,1663547
31-12-2014,Total,40-44,National,1661273
31-12-2014,Total,40-44,National,1659316
31-03-2015,Total,40-44,National,1657665
30-06-2015,Total,40-44,National,1655210
31-12-2015,Total,40-44,National,1647553
31-12-2015,Total,40-44,National,1640264
31-03-2016,Total,40-44,National,1633576
30-06-2016,Total,40-44,National,1626776
31-12-2016,Total,40-44,National,1621223
31-12-2016,Total,40-44,National,1615706
31-03-2017,Total,40-44,National,1610573
30-06-2017,Total,40-44,National,1604710
31-12-2017,Total,40-44,National,1602812
31-12-2017,Total,40-44,National,1599875
31-03-2018,Total,40-44,National,1597688
30-06-2018,Total,40-44,National,1594890
31-12-2018,Total,40-44,National,1596059
31-12-2018,Total,40-44,National,1597346
31-03-2019,Total,40-44,National,1598752
30-06-2019,Total,40-44,National,1599113
31-12-2019,Total,40-44,National,1605036
31-12-2019,Total,40-44,National,1611608
31-03-2020,Total,40-44,National,1617935
30-06-2020,Total,40-44,National,1621162
31-12-2020,Total,40-44,National,1628134
31-12-2020,Total,40-44,National,1636361
31-03-2021,Total,40-44,National,1645100
30-06-2021,Total,40-44,National,1654391
31-12-2021,Total,40-44,National,1664975
31-12-2021,Total,40-44,National,1677187
31-03-2022,Total,40-44,National,1691044
30-06-2022,Total,40-44,National,1704801
31-12-2022,Total,40-44,National,1722030
31-12-2022,Total,40-44,National,1740709
31-03-2023,Total,40-44,National,1759337
31-03-2012,Male,10-14,ACT,10764
30-06-2012,Male,10-14,ACT,10747
31-12-2012,Male,10-14,ACT,10761
31-12-2012,Male,10-14,ACT,10749
31-03-2013,Male,10-14,ACT,10753
30-06-2013,Male,10-14,ACT,10747
31-12-2013,Male,10-14,ACT,10769
31-12-2013,Male,10-14,ACT,10817
31-03-2014,Male,10-14,ACT,10825
30-06-2014,Male,10-14,ACT,10847
31-12-2014,Male,10-14,ACT,10868
31-12-2014,Male,10-14,ACT,10921
31-03-2015,Male,10-14,ACT,11005
30-06-2015,Male,10-14,ACT,11057
31-12-2015,Male,10-14,ACT,11156
31-12-2015,Male,10-14,ACT,11235
31-03-2016,Male,10-14,ACT,11320
30-06-2016,Male,10-14,ACT,11384
31-12-2016,Male,10-14,ACT,11513
31-12-2016,Male,10-14,ACT,11650
31-03-2017,Male,10-14,ACT,11808
30-06-2017,Male,10-14,ACT,11931
31-12-2017,Male,10-14,ACT,12021
31-12-2017,Male,10-14,ACT,12120
31-03-2018,Male,10-14,ACT,12241
30-06-2018,Male,10-14,ACT,12352
31-12-2018,Male,10-14,ACT,12494
31-12-2018,Male,10-14,ACT,12656
31-03-2019,Male,10-14,ACT,12784
30-06-2019,Male,10-14,ACT,12962
31-12-2019,Male,10-14,ACT,13109
31-12-2019,Male,10-14,ACT,13304
31-03-2020,Male,10-14,ACT,13487
30-06-2020,Male,10-14,ACT,13630
31-12-2020,Male,10-14,ACT,13707
31-12-2020,Male,10-14,ACT,13809
31-03-2021,Male,10-14,ACT,13908
30-06-2021,Male,10-14,ACT,14005
31-12-2021,Male,10-14,ACT,14018
31-12-2021,Male,10-14,ACT,14082
31-03-2022,Male,10-14,ACT,14099
30-06-2022,Male,10-14,ACT,14151
31-12-2022,Male,10-14,ACT,14234
31-12-2022,Male,10-14,ACT,14299
31-03-2023,Male,10-14,ACT,14367
31-03-2012,Female,10-14,National,677355
30-06-2012,Female,10-14,National,677461
31-12-2012,Female,10-14,National,678224
31-12-2012,Female,10-14,National,678831
31-03-2013,Female,10-14,National,679676
30-06-2013,Female,10-14,National,680087
31-12-2013,Female,10-14,National,680905
31-12-2013,Female,10-14,National,681475
31-03-2014,Female,10-14,National,682294
30-06-2014,Female,10-14,National,682553
31-12-2014,Female,10-14,National,683488
31-12-2014,Female,10-14,National,684315
31-03-2015,Female,10-14,National,685436
30-06-2015,Female,10-14,National,686064
31-12-2015,Female,10-14,National,688708
31-12-2015,Female,10-14,National,691032
31-03-2016,Female,10-14,National,693724
30-06-2016,Female,10-14,National,696242
31-12-2016,Female,10-14,National,701107
31-12-2016,Female,10-14,National,705817
31-03-2017,Female,10-14,National,710979
30-06-2017,Female,10-14,National,715571
31-12-2017,Female,10-14,National,720964
31-12-2017,Female,10-14,National,725720
31-03-2018,Female,10-14,National,731243
30-06-2018,Female,10-14,National,736363
31-12-2018,Female,10-14,National,741808
31-12-2018,Female,10-14,National,746903
31-03-2019,Female,10-14,National,752430
30-06-2019,Female,10-14,National,757349
