LGA_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
LGA52870,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,7,0,8,5,0,21,0,9,3,20,4,0,35,3,0,0,19,3,0,30,16,0,0,27,3,0,49,41,8,0,45,3,0,96,42,0,0,22,0,0,65,7,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,14,3,0,23,112,27,6,167,19,5,337
LGA52940,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,4,0,8,4,0,15,0,7,6,0,0,0,8,0,0,0,7,3,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,0,9,4,29,14,0,58
LGA53010,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,3,5,0,0,12,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,4,5,3,18,9,0,29
LGA53080,0,0,0,5,6,0,7,0,0,0,4,0,0,5,0,4,0,8,5,0,9,0,0,0,20,5,0,28,4,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,39,18,0,70
LGA53150,0,6,0,0,0,0,6,0,4,0,0,0,0,10,0,11,0,3,0,0,20,4,7,0,7,0,0,19,0,0,0,3,0,0,17,34,3,0,19,0,0,52,43,4,0,28,3,0,80,101,0,0,46,0,0,157,79,0,0,30,0,0,112,61,0,0,12,0,0,73,44,0,0,14,0,0,57,14,0,0,6,0,0,20,18,0,0,0,0,0,16,21,0,0,3,0,0,26,0,0,0,8,0,0,13,418,42,4,187,4,3,652
LGA53220,0,15,98,0,166,0,284,0,9,17,0,25,0,53,0,22,25,0,352,0,401,0,37,6,0,29,0,68,4,21,0,5,34,0,60,5,3,0,0,7,0,14,20,0,0,0,5,0,26,47,0,0,10,3,0,59,57,0,0,6,4,0,71,35,0,0,3,0,0,41,13,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,7,8,81,0,127,207,115,146,39,720,0,1220
LGA53290,0,11,0,5,4,0,23,0,5,0,10,4,0,19,8,65,24,31,19,0,148,34,24,13,51,13,3,137,37,24,4,47,9,0,124,81,43,4,88,24,0,238,133,9,6,149,15,0,318,133,0,0,114,11,0,251,23,0,0,12,3,0,41,4,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,4,29,35,3,90,465,191,49,543,135,17,1403
LGA53360,0,3,5,0,3,0,3,0,6,0,0,0,0,7,0,17,6,3,11,0,33,0,20,13,0,13,0,43,0,15,5,5,6,0,26,7,25,8,4,23,0,67,11,6,6,6,6,0,30,35,4,9,27,0,0,79,40,0,0,20,3,0,65,22,0,0,3,0,0,31,8,0,0,3,0,0,16,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,5,0,0,8,4,8,0,5,14,0,33,137,95,42,83,76,0,444
LGA53430,8,44,0,4,0,0,55,4,62,9,0,0,0,73,8,396,33,20,3,3,467,15,114,43,36,3,0,210,31,59,16,44,9,0,152,109,46,14,86,31,0,284,264,39,11,154,38,0,500,511,12,4,268,21,3,822,448,0,0,190,17,0,658,275,0,0,110,0,0,382,135,0,0,44,0,0,183,80,0,0,15,0,0,103,42,0,0,8,0,0,51,59,3,0,15,0,0,71,19,51,10,45,8,11,150,2014,823,141,1040,131,16,4168
LGA53570,0,3,0,3,10,0,11,0,0,0,6,6,0,4,0,5,4,13,11,0,26,7,4,0,10,4,0,22,6,3,0,11,0,0,25,15,0,5,28,10,0,57,21,0,0,31,3,0,61,33,0,0,25,6,0,63,3,0,0,8,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,21,6,0,32,87,19,13,159,54,3,329
LGA53640,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,6,3,0,14,6,0,0,8,3,0,21,4,0,0,7,0,0,13,0,0,6,13,0,0,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,13,12,4,46,22,0,97
LGA53710,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,0,0,7,0,0,10,0,0,5,12,0,0,21,6,0,0,9,0,0,13,3,0,0,7,3,0,17,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,15,0,10,35,15,0,75
LGA53780,13,29,7,14,3,0,67,5,41,11,13,5,0,74,26,234,47,89,20,5,417,69,206,68,108,35,8,498,151,78,41,162,25,5,465,563,129,33,368,74,10,1173,1922,97,11,903,143,16,3098,2222,37,22,810,135,4,3230,708,5,6,185,27,0,925,114,0,0,29,9,0,155,25,0,0,10,0,0,37,8,0,0,6,0,0,13,3,0,0,3,0,0,5,8,0,0,15,8,0,25,112,55,15,161,36,28,414,5942,918,266,2879,517,82,10592
LGA53800,4,15,0,14,0,0,38,4,30,0,15,7,0,48,39,168,17,77,15,0,312,210,112,39,141,37,10,547,204,38,11,198,34,4,496,380,65,10,262,48,3,769,636,67,22,303,53,0,1084,410,7,0,168,24,0,612,76,3,0,22,6,0,103,17,0,0,9,3,0,29,6,0,0,3,0,0,9,3,0,0,6,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,4,33,33,8,60,42,6,182,2031,545,111,1271,255,25,4238
LGA53920,0,134,58,0,9,0,197,0,91,38,0,7,0,132,0,87,42,0,20,0,147,0,39,10,0,9,3,57,0,10,0,0,4,0,15,0,19,4,0,3,0,26,0,19,3,0,3,0,28,0,5,0,0,0,0,4,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,5,12,0,45,0,412,168,7,67,6,661
LGA53990,0,4,0,8,3,0,7,0,9,5,3,0,0,14,6,71,5,26,6,5,112,11,35,7,37,22,0,107,31,24,4,56,20,0,137,56,20,6,103,27,3,214,290,21,7,214,25,4,547,456,3,4,172,29,4,668,93,0,0,17,0,0,113,14,0,0,9,4,0,26,4,0,0,3,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,11,0,22,17,5,75,972,185,41,667,140,13,2036
LGA54060,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,20,9,10,0,0,42,7,14,9,8,4,0,39,5,3,0,15,0,0,28,35,4,3,28,3,0,80,58,0,3,26,0,0,88,27,0,0,11,0,0,41,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,4,0,18,139,46,25,116,17,5,345
LGA54130,0,0,0,3,9,0,11,0,0,0,3,4,0,9,0,0,3,0,7,0,18,0,7,5,3,0,0,14,0,0,0,8,3,0,14,0,0,0,9,3,0,19,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,20,3,17,3,38,43,3,106
LGA54170,4,10,4,16,0,0,29,0,15,3,9,0,0,24,9,120,6,67,3,0,215,41,67,31,104,7,3,244,28,24,12,101,11,0,173,89,43,13,188,15,0,344,693,30,17,511,28,8,1285,2236,15,8,1057,48,14,3375,1346,0,0,420,22,0,1798,632,0,0,148,3,0,795,281,5,0,68,4,0,357,164,0,0,24,3,0,191,65,0,0,15,0,0,83,70,0,0,13,6,0,93,82,30,7,129,15,18,278,5756,359,101,2867,169,51,9295
LGA54200,0,0,0,11,0,0,18,0,10,4,0,0,0,17,0,82,16,37,8,0,144,7,55,20,46,6,0,134,14,14,0,74,9,0,108,35,19,3,95,7,0,169,359,20,9,286,24,4,696,943,20,4,390,35,4,1399,409,0,0,127,7,0,549,87,0,0,25,0,0,115,17,0,0,8,0,0,31,8,0,0,0,0,0,16,4,0,0,3,0,0,7,4,0,0,0,0,0,5,38,19,0,65,9,5,139,1942,242,62,1167,107,18,3538
LGA54280,0,8,0,4,5,0,15,3,23,0,4,14,0,47,21,126,40,28,55,9,277,22,78,13,43,61,4,226,64,69,0,68,60,0,256,189,117,5,108,78,3,497,538,58,0,165,70,0,832,625,18,0,168,29,0,849,261,6,0,45,8,0,322,119,4,0,19,6,0,145,30,0,0,3,0,0,37,7,0,0,0,3,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,8,29,17,8,33,39,7,139,1922,525,68,696,424,27,3667
LGA54310,10,13,19,0,539,0,584,3,17,3,0,90,0,113,3,90,8,3,159,0,266,15,55,5,12,164,0,249,14,66,0,7,89,0,179,24,100,4,16,136,0,275,71,127,7,21,146,0,368,158,21,3,50,88,0,322,198,7,0,38,55,0,291,186,0,0,15,33,0,237,146,4,0,16,20,0,188,107,6,0,21,18,0,148,81,0,0,9,15,0,110,118,0,0,18,34,0,167,61,39,6,20,194,8,326,1207,542,54,245,1778,9,3828
LGA54340,0,3,0,0,0,0,7,0,5,0,0,4,3,10,18,22,8,13,7,0,66,44,24,5,20,10,0,102,20,10,0,20,8,0,59,28,20,0,23,6,0,80,31,7,0,19,3,0,67,4,3,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,3,0,20,158,108,14,106,42,4,437
LGA54410,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,6,7,9,0,0,19,5,5,5,9,0,0,24,4,0,3,4,0,0,12,0,0,0,8,0,0,14,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,12,12,19,12,34,11,0,96
LGA54480,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,3,0,0,0,0,9,0,0,6,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,10,0,7,6,6,22,0,42
LGA54550,0,0,0,4,0,0,8,0,0,0,0,0,0,6,0,7,6,12,10,0,35,4,4,3,13,3,0,39,3,3,0,17,10,0,31,3,0,3,13,4,0,24,4,4,0,22,0,0,30,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,14,17,30,16,89,43,4,192
LGA54620,0,0,0,5,8,0,13,0,0,0,4,7,0,3,0,9,5,0,0,0,18,0,3,0,4,5,0,12,0,0,0,0,4,0,9,0,0,0,3,5,0,6,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,6,8,5,21,29,3,76
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,12,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,12,5,0,26
LGA54760,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,3,5,0,10,0,3,4,6,3,0,19,0,0,0,6,0,0,6,0,0,0,5,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,3,15,18,0,51
LGA54830,6,20,3,5,0,0,35,0,25,3,3,0,0,33,15,145,35,30,9,5,232,75,115,47,41,0,0,287,125,29,17,73,7,0,242,290,64,22,146,55,0,575,822,39,9,272,22,0,1159,1065,6,3,264,25,0,1358,141,0,0,49,4,0,190,20,0,0,0,0,0,21,9,0,0,4,4,0,17,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,34,7,47,12,9,161,2611,483,141,932,132,23,4324
LGA54900,0,0,0,0,5,0,5,0,3,0,0,9,0,8,0,3,0,8,3,0,5,0,11,0,9,0,0,24,0,0,0,8,5,0,19,0,0,0,3,0,0,14,0,0,0,4,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,14,0,17,4,43,32,0,97
LGA54970,0,5,24,0,9,0,35,0,3,23,0,0,0,31,0,4,5,0,0,0,8,0,6,0,5,0,0,7,0,3,0,4,0,0,9,0,0,0,4,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,14,3,28,50,11,16,0,108
LGA55040,0,3,3,4,50,0,60,0,8,0,0,0,0,7,0,4,0,0,11,0,17,0,0,0,6,3,0,9,0,0,0,5,0,0,5,0,0,0,8,0,0,3,0,0,0,4,6,0,10,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,16,0,23,8,22,87,0,143
LGA55110,9,16,6,12,3,0,45,0,33,5,9,6,0,48,19,222,64,73,15,9,401,135,199,125,131,29,3,624,163,78,44,190,23,4,493,729,72,46,447,44,7,1342,1774,24,30,768,65,10,2665,1663,18,35,512,61,8,2301,443,5,5,112,8,3,576,104,0,0,26,0,3,139,32,0,0,4,0,0,36,7,0,0,3,0,0,18,3,0,0,0,0,0,5,8,0,0,8,6,0,12,72,49,30,109,21,27,294,5172,707,395,2403,268,66,9008
LGA55180,0,12,3,11,3,0,29,0,5,0,0,0,0,9,12,60,3,24,4,0,105,45,21,28,49,21,6,161,50,4,9,27,12,0,100,68,19,0,45,11,0,140,112,11,0,58,7,0,196,58,5,0,21,0,0,86,7,0,0,3,0,0,13,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,0,13,9,6,43,365,146,42,252,78,10,883
LGA55250,0,15,0,0,3,0,24,0,11,0,0,0,0,10,0,22,0,7,15,0,43,0,10,0,0,4,0,15,0,0,0,5,0,0,6,0,3,0,4,3,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,3,0,25,0,71,6,19,37,0,137
LGA55320,8,17,4,11,3,0,43,0,35,3,12,4,0,50,18,335,22,63,13,5,442,32,153,29,92,11,0,315,59,42,6,91,3,5,188,141,71,14,127,14,0,375,620,43,25,376,19,0,1079,1555,24,3,590,38,6,2216,1223,0,6,319,18,0,1560,631,0,0,123,4,3,761,271,0,0,61,4,0,337,129,0,0,42,0,0,173,98,6,0,18,0,0,119,123,0,0,21,4,0,146,55,35,12,106,9,18,249,4954,757,119,2052,141,44,8070
LGA55390,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,20,0,9,0,27
LGA55460,0,0,0,0,5,0,0,0,5,0,5,3,0,12,0,20,0,17,5,0,44,11,24,16,14,15,0,82,10,4,0,11,7,0,29,17,16,0,25,9,0,75,21,4,0,16,3,0,48,11,0,0,8,4,0,26,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,17,82,76,17,97,53,5,333
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,3,0,17
LGA55600,0,0,0,0,0,0,0,0,6,0,0,0,0,8,3,12,0,3,0,0,21,0,9,0,14,0,0,28,3,12,0,14,0,0,32,11,17,0,26,5,0,51,6,5,0,12,0,0,25,0,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,10,26,53,4,81,21,5,188
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,4,0,0,7,0,0,0,5,4,0,10,0,7,0,4,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,4,11,0,20,10,0,50
LGA55740,4,7,4,0,0,0,12,0,17,0,0,0,0,13,3,81,0,0,0,0,92,5,30,5,6,0,0,51,56,0,4,19,0,0,82,148,8,5,30,0,0,193,169,4,0,47,7,0,230,95,3,0,52,5,0,155,77,0,0,25,3,0,110,31,0,0,9,0,0,38,33,0,0,7,0,0,41,29,0,0,3,0,0,37,22,0,0,3,0,0,24,49,0,0,16,0,0,66,9,6,4,11,3,4,36,743,169,16,240,21,7,1194
LGA55810,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,12,3,11,12,0,39
LGA55880,0,4,0,0,4,0,4,0,0,0,0,3,0,3,0,3,0,0,0,0,10,0,5,3,6,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,10,5,11,18,0,38
LGA55950,0,0,0,0,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,3,0,0,5,3,0,0,6,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,11,7,11,6,5,47
LGA56090,0,7,5,6,0,0,23,0,5,0,3,0,0,11,0,54,0,24,3,0,87,6,21,17,29,8,0,79,14,4,0,32,3,0,56,42,8,0,65,7,0,124,144,7,0,141,3,0,295,261,4,6,149,16,0,438,138,0,0,51,0,0,192,54,0,0,17,0,0,68,17,0,0,0,0,0,18,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,16,7,3,34,5,4,74,706,127,28,564,53,6,1484
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,4,9,0,5,0,16
LGA56230,0,4,0,9,0,0,16,0,3,0,0,3,0,7,0,10,5,23,4,0,52,15,14,7,32,13,0,82,19,8,0,52,13,3,102,71,6,3,79,18,0,167,260,3,0,115,9,4,402,195,0,0,79,13,0,286,44,0,0,12,4,0,63,5,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,0,29,5,4,56,621,62,24,436,87,8,1238
LGA56300,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,4,0,0,15,4,0,0,7,3,0,13,3,4,0,6,3,0,16,22,0,3,10,5,0,34,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8,47,9,6,27,18,0,112
LGA56370,0,4,0,0,6,0,7,0,0,0,0,0,0,4,0,0,7,0,0,0,15,0,0,0,4,0,0,8,0,4,0,7,3,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,11,5,18,11,0,49
