LGA_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
LGA53710,0,0,3,0,0,0,3,4,0,16,0,5,10,0,0,3,0,4,0,32,6,8,15,3,9,0,5,6,0,48,32,10,12,9,11,4,7,10,0,94,32,11,8,7,11,0,14,5,0,91,28,9,10,16,10,4,18,8,3,101,19,3,3,3,3,0,5,5,0,47,5,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,4,129,44,62,41,49,17,52,50,8,440
LGA53780,50,68,335,444,122,1117,214,773,60,3184,197,590,1002,1007,567,919,514,863,138,5796,823,2376,2218,1603,1439,848,1324,1344,259,12233,1457,3243,2562,1730,1869,698,1471,1298,247,14594,1310,2013,2108,1392,1741,653,1268,1377,208,12076,802,1177,1267,887,1302,511,1144,955,152,8195,188,317,299,202,367,154,273,311,35,2145,17,35,13,14,23,12,13,25,13,167,0,0,0,0,0,0,0,0,4,10,4848,9817,9809,7286,7434,4916,6217,6947,1116,58391
LGA53800,14,24,213,238,44,423,47,301,20,1323,57,134,345,257,130,196,90,209,20,1441,237,633,714,456,356,228,261,355,50,3290,426,753,612,440,424,222,263,338,39,3520,505,801,550,514,492,268,420,371,73,4000,415,522,452,406,450,211,445,345,55,3299,168,153,116,97,134,53,106,108,21,960,40,21,13,4,5,7,5,11,13,122,4,0,0,0,0,0,0,0,7,14,1878,3032,3012,2421,2036,1618,1645,2043,282,17963
LGA53920,0,0,0,8,0,0,0,9,0,19,9,15,7,26,6,3,4,13,0,79,22,50,16,53,12,13,12,14,19,201,16,35,20,41,14,6,6,18,8,168,32,32,24,28,8,3,9,12,10,157,27,20,16,19,7,0,10,13,8,119,3,12,0,9,3,0,0,5,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,161,86,176,54,26,37,84,48,786
LGA53990,17,9,155,145,36,295,52,260,15,973,36,62,257,123,92,90,101,175,16,955,162,340,611,219,234,133,250,467,39,2459,300,475,615,319,340,178,360,393,65,3037,375,437,556,365,405,174,386,281,58,3028,272,370,400,252,300,141,332,261,28,2351,114,101,82,48,75,30,74,73,21,607,41,3,0,0,8,4,4,11,4,69,5,0,0,0,0,0,0,0,0,9,1314,1797,2670,1461,1485,1030,1550,1933,246,13484
LGA54060,0,0,17,23,0,30,0,25,6,94,6,0,20,14,4,9,9,21,0,86,8,23,31,18,8,19,20,12,5,143,30,40,56,27,30,10,23,46,0,259,57,44,66,35,42,16,42,46,11,351,55,46,71,24,35,23,52,39,13,354,44,18,12,8,18,9,17,13,5,137,8,0,4,0,4,4,0,5,10,35,0,0,0,0,0,0,0,0,0,0,211,172,282,140,137,118,156,210,42,1465
LGA54130,0,0,7,0,0,0,0,4,0,14,3,0,5,7,6,3,3,10,0,44,32,12,12,4,4,5,11,16,0,103,63,8,15,0,15,7,9,19,0,132,58,12,14,4,5,0,10,10,0,115,47,8,11,7,13,8,12,20,0,122,28,5,5,4,7,0,0,5,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,49,68,26,48,17,46,90,4,589
LGA54170,52,104,575,1185,234,1812,210,1205,31,5414,256,1049,1205,1494,792,1235,305,783,98,7215,1280,4021,2646,1440,1592,786,581,753,243,13330,3012,5732,2828,1616,2390,701,652,745,252,17936,3623,5351,2644,1921,2996,970,749,862,291,19415,2540,3804,2180,1557,2791,938,782,925,187,15711,613,1007,576,343,819,316,269,333,61,4338,40,92,39,18,54,32,18,50,16,353,3,8,5,0,6,3,0,4,0,22,11428,21153,12693,9590,11672,6794,3570,5652,1187,83741
LGA54200,23,24,229,307,89,545,98,407,21,1751,70,216,520,440,266,362,202,336,39,2454,429,1056,1175,533,696,282,411,369,103,5057,915,1547,1132,581,965,307,571,340,106,6472,979,1332,1025,638,1011,319,620,423,106,6454,731,902,722,514,880,283,604,355,68,5058,244,328,193,113,252,93,161,123,27,1537,36,32,18,7,21,8,9,17,11,163,6,0,0,0,0,0,0,0,4,16,3443,5442,5011,3138,4186,2198,2690,2378,491,28979
LGA54280,9,14,210,112,43,257,56,173,22,888,26,195,408,141,140,121,209,166,22,1429,205,696,920,316,386,172,565,276,46,3572,415,556,717,334,355,150,531,215,54,3326,355,413,616,268,378,143,566,227,57,3029,292,298,434,201,296,135,474,242,42,2416,81,68,89,41,75,25,134,71,15,589,5,9,4,3,8,0,4,12,5,46,0,0,0,0,0,0,0,0,0,0,1386,2246,3390,1414,1687,994,2545,1372,265,15298
LGA54310,6,7,113,73,32,185,27,140,13,597,33,69,224,92,86,56,79,101,8,748,223,520,808,232,321,129,245,306,45,2834,404,504,868,285,384,87,312,239,80,3167,317,321,535,221,271,99,300,192,58,2310,168,173,258,107,128,47,208,126,19,1242,28,37,35,17,17,6,58,26,3,230,0,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,1183,1631,2850,1029,1252,604,1216,1128,239,11129
LGA54340,5,6,19,17,10,29,5,27,0,110,14,13,35,22,20,12,4,47,5,175,29,55,65,35,23,23,18,102,4,356,41,42,45,32,40,25,24,84,3,330,50,37,48,34,36,25,24,86,5,345,65,43,42,37,34,21,29,70,15,353,27,12,12,8,21,9,10,28,0,126,10,0,3,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,241,207,272,181,180,141,111,447,37,1816
LGA54410,0,0,5,0,0,8,0,15,7,34,0,0,0,3,6,3,0,4,0,24,4,16,17,11,6,7,4,10,0,65,18,7,14,11,7,6,3,15,0,80,31,10,8,11,12,3,8,17,0,102,24,12,16,19,3,7,18,15,0,120,16,5,0,3,6,0,4,5,0,30,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,103,49,61,59,34,31,44,79,11,472
LGA54480,0,0,0,0,0,0,4,3,0,6,4,0,0,4,4,0,6,7,0,18,12,6,0,0,0,0,11,10,0,48,43,4,0,0,5,0,0,10,0,68,36,5,0,0,0,0,6,6,0,66,21,0,0,3,0,0,9,8,0,37,6,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,125,20,12,12,15,5,32,42,6,258
LGA54550,0,5,3,6,0,8,0,12,3,30,4,7,12,0,8,0,6,25,0,63,23,18,29,13,9,6,10,30,0,146,70,27,17,15,11,4,7,39,0,194,71,15,19,12,12,15,19,22,6,183,90,13,19,13,16,4,26,28,0,215,56,9,4,6,12,0,9,7,5,106,18,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,3,340,89,100,65,71,42,79,165,16,967
LGA54620,0,0,3,0,0,0,0,3,3,16,4,3,3,4,3,0,10,11,4,34,20,8,10,9,15,0,4,13,0,67,28,4,8,7,12,0,7,12,0,79,44,3,8,6,8,6,9,9,0,99,34,0,12,3,8,0,10,8,0,86,22,0,5,7,5,3,5,5,0,54,11,0,0,3,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,7,174,24,44,38,40,19,43,60,12,459
LGA54690,0,0,0,0,0,4,0,6,0,7,4,0,0,0,0,0,0,0,0,4,9,3,0,0,3,4,0,0,0,28,16,0,0,0,7,0,5,4,0,32,15,4,3,8,0,0,3,4,0,45,23,0,7,8,0,0,10,4,0,47,11,0,0,3,0,0,11,4,0,28,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,72,9,14,16,15,8,26,24,3,193
LGA54760,0,0,4,0,0,0,0,3,0,9,0,0,0,3,0,0,4,3,0,19,19,12,6,4,3,0,0,11,0,55,34,12,7,3,8,5,4,6,0,88,40,14,7,12,6,7,5,10,0,95,44,6,6,4,8,0,10,8,0,81,28,0,0,0,4,0,3,3,0,38,10,0,0,0,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,175,42,31,20,28,15,33,51,6,404
LGA54830,11,24,148,122,45,414,59,286,17,1119,82,158,439,376,170,264,162,311,31,2011,410,966,1046,733,654,386,615,562,81,5458,534,1100,1024,719,751,295,619,502,88,5621,387,568,778,524,533,248,544,504,66,4142,199,296,409,295,377,153,388,320,47,2473,53,57,70,62,73,25,81,80,12,508,4,9,0,0,9,0,7,12,0,38,0,0,0,0,4,0,0,0,0,4,1679,3181,3915,2829,2613,1791,2465,2575,340,21377
LGA54900,0,0,4,5,0,0,4,6,0,22,3,5,9,3,4,6,4,13,3,49,41,18,16,7,10,9,11,14,0,120,58,12,23,11,15,3,18,11,5,150,65,12,19,6,6,10,13,18,3,151,81,9,3,6,15,8,14,13,3,154,44,0,0,0,12,6,6,4,0,71,19,0,0,0,0,3,0,3,5,23,0,0,0,0,0,0,0,0,0,0,304,57,71,40,61,38,71,81,23,744
LGA54970,0,0,0,4,0,0,3,3,3,9,0,0,10,5,0,0,10,8,0,40,7,23,27,12,10,0,51,8,3,144,10,13,26,0,3,0,45,12,5,104,9,13,25,10,5,0,35,6,0,99,10,13,15,13,8,0,30,15,0,99,0,0,6,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,66,106,41,30,4,180,41,7,518
LGA55040,0,0,0,3,0,0,3,4,0,17,0,0,10,8,9,0,20,19,0,69,9,17,50,25,15,3,46,23,0,188,15,13,31,12,19,0,33,17,9,143,12,10,26,17,14,5,31,15,0,120,14,8,15,6,12,4,23,20,0,100,7,0,5,0,6,3,7,0,0,28,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,62,52,138,62,69,17,165,97,16,669
LGA55110,27,29,295,464,87,815,108,570,44,2432,120,244,640,616,229,513,245,461,53,3128,484,958,1553,895,576,477,657,652,121,6385,779,1236,1415,978,764,430,832,677,112,7220,1003,1329,1435,1051,927,533,955,682,127,8043,799,1098,1159,885,897,496,895,652,106,6989,244,296,222,154,252,149,225,180,45,1763,35,31,21,9,28,19,23,18,21,192,0,0,0,0,0,0,0,0,10,15,3489,5215,6739,5061,3765,3438,3937,3895,632,36163
LGA55180,8,5,51,43,8,73,12,85,6,289,19,21,56,31,18,27,30,74,3,277,97,74,110,69,56,39,50,162,13,671,150,107,89,57,69,47,62,126,9,716,218,110,115,95,93,55,99,133,12,917,213,117,105,92,121,53,106,169,17,995,135,35,42,34,31,25,29,54,6,393,45,0,0,3,9,0,0,9,3,71,9,0,0,0,0,0,0,0,0,3,886,463,568,427,401,320,389,812,73,4339
LGA55250,0,0,0,0,0,0,0,0,4,3,0,4,7,4,0,0,13,4,4,41,12,27,37,14,11,7,20,21,0,149,10,10,15,10,9,3,16,8,0,81,23,7,10,8,3,4,16,6,3,73,20,11,12,5,5,3,14,6,3,83,5,3,4,0,4,0,8,4,0,37,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,75,60,85,47,38,18,87,60,12,483
LGA55320,38,103,251,720,134,1135,142,685,42,3248,203,917,620,984,540,816,217,437,56,4796,924,3853,1147,824,945,477,271,417,131,8980,2075,4506,1130,737,1385,416,299,352,162,11058,2394,3902,1089,884,1677,550,335,382,158,11375,1707,2783,835,665,1529,484,316,431,121,8878,503,973,257,184,526,215,139,175,40,3016,66,123,20,18,47,28,18,26,20,370,3,6,0,0,3,0,0,0,10,27,7912,17167,5352,5008,6802,4135,1728,2908,734,51746
LGA55390,0,0,0,0,0,0,0,6,0,4,0,3,7,5,3,0,14,8,0,34,0,9,21,0,7,0,21,0,0,60,0,0,15,0,0,0,18,5,0,49,5,0,12,4,0,0,18,0,0,48,7,10,6,0,0,0,7,7,0,33,0,0,0,0,0,0,8,0,0,14,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,30,60,7,14,0,90,24,3,247
LGA55460,0,0,8,19,0,29,7,19,0,88,8,7,38,13,10,13,6,11,0,118,31,47,43,30,29,19,32,30,0,268,52,28,57,26,34,17,23,14,9,259,60,34,33,21,33,17,34,36,9,288,59,33,23,35,26,14,47,26,5,285,28,5,11,9,3,3,13,8,5,96,11,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,3,258,165,222,155,151,112,173,148,34,1414
LGA55530,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,3,0,15,6,5,0,0,4,0,0,3,0,27,15,8,4,0,4,4,7,9,0,38,23,0,0,6,3,0,4,4,0,42,18,0,4,4,0,0,6,3,3,37,10,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,83,13,14,14,9,9,20,20,3,184
LGA55600,0,0,16,9,0,7,0,18,0,53,6,7,22,12,5,13,7,16,0,70,20,19,24,12,19,11,13,28,3,156,51,33,14,15,18,11,11,12,0,171,66,24,32,28,30,6,25,28,4,240,69,20,30,18,28,13,36,27,7,246,41,9,7,6,9,5,21,14,0,107,19,0,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,267,115,144,106,110,58,113,144,16,1078
LGA55670,0,0,0,0,0,3,0,0,0,12,3,3,0,4,0,0,0,5,5,17,10,9,4,5,0,5,4,0,0,37,9,4,5,5,5,0,9,13,0,43,29,5,0,3,5,0,6,8,0,52,21,3,3,6,9,4,10,4,0,62,12,0,4,0,0,0,0,3,0,19,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,95,32,17,26,20,12,19,28,3,249
LGA55740,0,4,14,85,10,86,6,47,0,255,13,91,34,111,59,57,10,40,5,425,57,346,64,104,57,48,26,53,9,768,206,413,64,55,64,32,23,28,17,916,284,438,54,64,104,48,20,24,12,1051,175,292,35,46,77,38,10,25,13,708,75,120,15,19,35,10,6,14,7,301,19,24,0,3,5,7,0,3,0,61,0,0,0,0,0,0,0,0,0,0,836,1733,278,482,424,321,99,235,65,4486
LGA55810,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,15,0,5,7,0,0,0,3,3,3,25,6,6,0,12,4,0,5,5,0,34,3,7,6,5,4,0,6,9,0,45,11,8,4,0,4,0,6,7,0,42,5,6,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,25,26,27,12,16,7,29,28,6,179
LGA55880,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,0,4,0,13,7,4,7,3,3,0,5,8,0,33,21,5,9,3,0,0,3,3,0,48,37,3,6,0,6,0,0,9,0,58,35,5,0,5,4,0,12,10,0,61,9,0,4,4,0,0,3,3,0,25,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,116,13,23,14,18,3,22,36,3,249
LGA55950,0,0,6,0,0,0,0,3,0,9,0,0,0,0,0,0,6,0,0,5,3,5,6,0,4,8,5,3,0,42,13,4,7,4,3,0,4,6,3,49,22,9,10,0,0,5,9,3,0,56,30,0,0,5,0,0,9,5,5,57,30,0,0,4,0,0,6,0,0,41,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,112,29,33,13,21,11,28,20,7,270
LGA56090,7,20,143,221,49,386,59,320,22,1224,53,132,325,232,139,218,124,178,36,1442,236,648,671,296,345,166,192,172,49,2771,529,914,617,338,457,132,238,190,66,3475,756,1010,656,496,615,207,309,217,78,4346,590,828,586,390,613,241,345,248,74,3918,139,293,156,96,156,78,101,71,27,1120,30,52,11,9,13,11,12,9,3,153,0,0,0,0,0,0,0,0,3,6,2355,3891,3161,2079,2385,1445,1375,1410,358,18464
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,6,0,5,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,4,0,0,0,9,4,40
LGA56230,3,8,85,93,11,175,29,127,10,538,22,34,163,89,38,73,67,104,6,603,94,143,337,145,116,63,164,132,20,1216,150,177,340,162,144,77,222,122,22,1418,203,212,305,189,191,97,291,169,30,1680,193,149,264,167,148,82,234,158,33,1432,88,59,51,33,51,31,48,54,5,421,23,0,6,0,0,5,7,10,3,60,0,4,0,0,0,0,0,0,0,7,777,787,1553,874,698,610,1055,879,141,7368
LGA56300,0,0,0,4,0,0,3,9,0,20,3,0,4,0,0,0,0,0,0,8,11,3,10,7,5,0,9,20,0,61,37,22,19,9,6,10,13,18,0,123,26,17,16,13,14,4,13,25,0,130,27,21,32,15,16,7,10,26,6,164,42,10,4,3,9,0,6,7,0,86,6,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,151,80,83,54,57,23,52,119,8,617
LGA56370,0,0,0,0,0,4,0,3,0,7,4,5,5,3,0,0,0,8,0,20,25,4,6,5,8,3,3,19,0,77,24,7,3,3,0,3,4,3,0,53,25,5,6,9,4,4,3,4,0,68,44,7,5,0,3,0,10,16,0,83,19,4,0,0,4,0,4,6,0,34,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,146,34,36,20,26,16,22,53,4,362
LGA56460,3,7,16,16,5,29,4,25,6,118,3,24,46,26,13,15,11,26,0,171,40,70,76,60,37,20,30,64,0,383,69,54,53,52,53,30,23,47,3,382,83,68,61,57,52,21,33,48,8,432,78,77,56,42,49,27,43,60,7,437,56,32,10,9,18,11,16,7,0,162,13,5,5,3,3,0,3,6,0,28,0,0,0,0,0,0,0,0,0,5,339,336,323,258,221,160,162,282,31,2119
LGA56580,6,41,30,211,44,161,25,136,9,667,40,282,54,257,142,157,43,71,13,1048,181,794,108,153,121,59,23,44,18,1503,438,1079,82,108,159,38,21,28,29,1991,689,1270,97,100,254,94,12,37,43,2607,470,986,65,71,208,96,17,31,26,1965,185,446,35,33,102,44,12,12,12,885,28,83,8,5,18,9,3,9,9,173,4,4,0,0,0,0,0,0,4,13,2036,4989,484,937,1059,671,154,364,158,10851
LGA56620,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,17,0,9,6,4,0,3,0,38,17,20,3,3,3,0,0,10,0,49,9,17,6,10,0,6,3,6,0,47,10,17,4,3,5,0,3,7,0,43,3,3,0,4,3,0,0,0,0,15,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,38,86,7,35,22,0,6,22,5,221
LGA56730,4,0,45,24,18,109,8,78,10,294,13,24,76,57,44,46,27,75,8,364,74,107,160,77,76,52,66,101,16,730,95,133,142,122,88,59,63,93,20,812,143,130,145,135,141,60,123,110,15,1002,159,135,136,111,135,71,134,109,16,1006,73,46,37,37,33,26,48,31,5,336,14,0,0,3,0,0,5,4,0,29,3,0,0,0,0,0,0,0,0,3,573,579,739,571,545,415,465,605,88,4577
LGA56790,0,0,6,9,0,10,4,12,0,50,11,0,3,5,8,4,3,14,0,58,27,24,17,15,16,7,16,22,3,150,52,31,31,23,16,10,18,42,5,226,63,42,37,27,24,15,32,46,4,280,83,34,26,35,38,20,51,68,4,355,52,6,21,20,6,3,10,25,8,151,18,0,0,4,0,3,0,6,0,27,5,0,0,0,0,0,0,0,0,0,308,138,142,136,109,78,127,233,33,1306
LGA56860,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,0,3,0,0,11,7,0,0,4,0,0,3,0,0,12,9,0,4,0,0,0,0,0,0,9,3,3,0,4,0,0,0,4,0,19,13,4,5,3,7,0,3,0,0,29,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,7,10,12,10,3,13,12,0,98
LGA56930,0,6,0,27,0,15,0,7,0,64,0,23,4,25,14,9,6,3,0,78,12,39,10,11,4,6,0,0,0,91,20,41,3,3,15,3,0,6,0,92,60,72,3,5,13,4,0,4,7,164,48,59,3,0,11,3,0,0,8,143,30,29,0,0,9,8,0,0,3,85,13,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,184,280,28,78,65,51,10,21,17,737
LGA57000,0,0,0,0,0,0,3,3,0,8,5,0,7,0,0,0,0,9,0,22,9,4,8,4,4,0,12,12,0,48,22,12,4,5,6,0,6,4,0,54,24,8,7,5,4,0,13,0,4,62,35,7,3,4,3,0,17,8,0,72,19,0,4,4,0,0,0,0,0,25,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,119,25,32,18,25,3,57,35,4,308
LGA57080,5,32,22,199,41,151,19,75,10,549,90,460,170,661,198,247,63,211,31,2127,629,2765,603,737,623,267,197,463,84,6369,585,1549,374,259,345,113,131,175,57,3582,416,611,177,123,243,96,78,93,32,1867,375,494,144,83,221,68,51,73,21,1541,130,191,28,25,83,41,10,18,4,535,30,40,0,0,19,6,4,6,0,114,0,3,0,0,0,0,0,0,0,4,2254,6138,1527,2092,1775,986,550,1124,249,16702
LGA57140,0,0,5,0,0,3,0,10,0,21,3,0,9,0,0,3,4,5,0,32,6,5,13,8,6,0,4,13,0,57,16,12,8,5,10,4,4,6,0,61,22,10,6,5,4,3,4,10,3,75,31,8,10,13,10,0,13,7,0,101,21,4,5,4,0,0,0,10,0,38,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,112,41,53,38,35,19,29,59,10,391
LGA57210,0,0,24,19,0,24,0,45,5,128,9,12,30,16,6,12,7,38,5,131,57,38,33,26,33,14,25,73,8,310,75,54,56,36,35,18,41,64,7,384,118,72,61,62,60,36,53,60,12,536,127,59,58,49,54,37,53,85,16,538,104,22,28,14,19,4,13,23,7,232,28,0,0,0,5,0,3,12,0,46,4,0,0,0,0,0,0,0,0,0,523,257,287,219,221,143,205,401,55,2308
LGA57280,4,6,77,50,24,93,28,73,19,379,7,60,134,46,57,45,64,84,15,511,158,341,619,178,238,96,292,193,54,2167,230,298,558,193,246,78,259,177,52,2095,175,169,333,93,156,50,277,122,37,1417,134,124,187,63,123,53,220,97,24,1026,24,28,32,10,24,10,23,19,4,178,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,731,1020,1938,650,871,431,1161,774,202,7782
LGA57350,0,0,0,3,0,0,0,4,0,12,0,0,0,4,0,0,0,0,0,7,16,6,7,5,4,3,0,8,0,51,12,10,0,5,0,0,0,4,0,42,27,3,4,7,4,0,5,3,0,57,27,5,8,7,11,4,7,12,0,82,20,0,3,0,0,4,0,7,0,33,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,107,25,27,34,24,17,27,35,0,296
LGA57420,0,0,4,4,0,4,3,9,0,27,0,6,5,11,0,4,22,10,0,57,33,30,43,14,19,10,40,21,5,226,46,26,30,15,32,7,26,20,0,197,50,16,38,12,16,7,38,25,5,208,53,16,35,8,12,11,38,28,13,203,12,7,7,0,8,0,11,4,4,46,8,0,0,0,0,0,6,0,0,20,4,0,0,0,0,0,0,0,3,9,219,99,166,66,93,40,182,112,34,997
LGA57490,55,68,536,703,116,1429,198,1044,85,4223,241,468,1318,1175,460,835,421,822,110,5850,1086,2018,3183,1926,1542,826,1253,1280,250,13358,1631,2478,2781,1937,1670,744,1264,1192,238,13935,1745,2183,2491,1922,1785,804,1404,1188,251,13775,1063,1452,1664,1283,1427,584,1253,959,157,9840,209,295,244,210,279,137,243,235,36,1890,18,35,14,9,20,4,13,26,15,143,0,0,0,0,0,0,0,3,11,11,6050,8990,12233,9169,7292,5361,6046,6742,1145,63025
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,8,3,0,3,5,0,0,3,4,0,18,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,3,5,3,0,8,8,5,44
LGA57700,9,18,164,169,46,299,60,255,26,1048,58,93,366,238,123,156,107,182,19,1343,300,535,945,472,526,217,402,303,85,3786,459,591,719,426,531,194,473,290,78,3762,420,444,571,344,500,173,429,261,68,3213,341,272,381,219,393,134,317,195,48,2301,90,68,85,43,76,33,84,58,10,544,22,8,3,0,10,3,5,6,11,61,0,0,0,0,0,0,0,0,0,3,1696,2025,3232,1913,2205,1211,1879,1555,341,16059
LGA57770,0,0,0,4,0,0,0,5,0,15,0,3,5,8,0,5,5,10,0,30,9,11,16,24,14,9,3,28,3,121,18,11,18,11,11,3,11,8,4,92,16,10,13,3,11,7,10,12,4,87,18,7,15,9,16,7,3,19,3,101,4,7,5,3,0,5,3,7,5,25,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,67,51,76,61,46,30,36,84,14,475
LGA57840,24,50,68,289,48,356,46,197,6,1091,104,591,261,638,289,356,113,225,43,2619,521,2482,537,517,542,260,182,282,88,5411,892,2126,413,305,494,170,106,143,65,4714,981,1600,327,300,546,187,112,133,55,4248,719,1227,260,237,552,174,111,134,51,3459,229,493,92,68,212,117,48,58,24,1337,42,71,13,9,32,13,0,17,7,200,0,3,0,0,0,0,0,0,5,10,3507,8629,1962,2356,2709,1645,724,1194,355,23079
