LGA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA52520,0,5,28,170,127,39,17,5,397,0,3,10,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,6,0,0,16,0,3,3,0,0,0,0,0,9,0,17,35,180,130,41,17,9,431
LGA52590,5,22,107,452,478,62,13,15,1152,0,0,8,14,0,0,0,0,25,0,0,0,6,0,0,0,0,11,0,4,8,18,3,0,0,0,35,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,6,13,13,3,6,0,0,5,48,4,0,4,11,0,0,0,0,16,12,34,125,487,490,63,19,21,1253
LGA52660,0,23,256,1436,2838,238,44,57,4886,0,4,162,117,14,0,0,4,302,0,0,0,4,0,0,0,0,3,0,4,162,119,14,0,0,4,303,0,0,9,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,15,5,41,33,3,0,0,0,12,93,0,0,0,0,3,0,0,0,6,7,75,459,1560,2857,236,44,73,5302
LGA52730,13,89,388,1001,535,90,17,30,2162,0,5,30,69,46,5,0,3,163,0,0,0,4,0,0,0,0,3,0,5,30,78,47,5,0,3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,7,0,0,0,0,15,0,0,0,6,0,0,0,0,16,8,100,424,1098,582,96,17,31,2362
LGA52800,3,70,297,759,375,43,7,27,1588,0,20,68,27,3,0,0,5,127,0,0,5,3,0,0,0,0,8,0,20,74,33,6,0,0,5,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,12,27,12,8,4,0,0,20,78,0,12,4,10,10,0,3,6,43,13,124,380,807,393,52,14,58,1844
LGA52870,12,49,263,897,828,110,31,30,2221,0,8,16,10,3,0,0,0,38,0,0,0,0,0,0,0,0,3,0,8,19,10,5,0,0,0,44,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,10,6,4,0,0,0,0,23,0,0,4,6,3,0,0,0,12,17,66,293,921,837,115,35,34,2305
LGA52940,0,0,27,127,83,18,0,11,271,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,32,133,86,18,0,11,282
LGA53010,0,8,26,93,73,18,3,3,224,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,93,78,18,6,0,235
LGA53080,0,11,44,123,38,3,5,22,248,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,5,0,17,44,121,44,10,4,27,258
LGA53150,7,13,184,797,694,194,33,13,1926,0,11,87,108,9,6,0,4,225,0,3,90,196,28,3,0,0,327,0,12,183,306,38,8,0,0,548,0,16,20,12,0,0,0,0,59,0,39,97,16,0,0,0,3,156,0,27,106,41,0,0,0,0,174,0,0,30,4,0,0,0,0,33,0,0,0,0,0,0,0,0,4,5,84,249,80,0,0,0,4,424,0,4,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,9,117,624,1186,732,201,33,18,2913
LGA53220,3,20,200,825,371,30,8,24,1491,0,14,22,5,0,0,0,0,41,0,13,6,0,0,0,0,0,18,0,24,29,5,0,0,0,0,58,0,7,26,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,0,0,0,0,0,38,7,17,0,0,3,0,0,3,33,4,15,0,0,3,0,4,4,28,11,79,259,829,381,30,9,41,1644
LGA53290,5,79,326,1987,1572,256,61,56,4339,5,64,184,89,15,4,0,17,378,0,0,17,13,3,0,0,0,40,5,65,200,102,22,3,0,17,413,0,36,35,8,0,0,0,5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,36,39,10,0,0,0,5,95,21,27,16,3,0,0,0,4,72,0,3,6,19,21,10,0,0,67,28,221,588,2129,1621,266,60,82,4990
LGA53360,3,29,74,475,224,32,5,14,856,0,6,9,5,0,0,0,0,18,0,0,3,3,0,0,0,0,8,0,6,13,9,0,0,0,3,25,0,30,10,8,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,8,0,0,0,0,50,25,42,15,24,26,3,3,10,146,0,5,0,3,0,0,0,0,17,36,103,117,516,249,35,16,28,1097
LGA53430,18,186,1200,3897,2139,291,71,69,7871,7,183,740,435,71,8,0,25,1477,15,176,488,648,94,10,4,27,1457,15,363,1231,1086,168,19,4,55,2932,7,158,165,20,4,3,3,3,372,7,126,287,114,3,0,0,3,547,37,356,518,193,13,0,0,11,1139,0,30,26,0,0,0,0,0,53,5,15,4,4,10,0,0,0,46,50,676,1003,338,39,5,11,20,2154,17,60,57,15,3,0,0,8,160,0,6,4,10,3,0,0,6,31,104,1291,3496,5345,2344,315,86,160,13148
LGA53570,12,59,182,698,758,122,44,38,1912,0,8,21,14,4,0,0,0,37,0,0,0,0,6,0,0,0,3,0,8,18,11,5,0,0,0,43,0,10,9,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,22,3,11,8,14,0,0,0,4,39,0,0,0,0,0,0,0,0,7,20,84,215,727,764,131,44,46,2026
LGA53640,0,4,45,188,122,46,11,5,425,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,3,47,193,121,46,11,13,437
LGA53710,0,10,63,153,109,17,4,9,361,0,0,10,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,67,160,107,17,4,10,383
LGA53780,33,152,1170,14567,19039,2131,342,485,37916,10,253,918,1870,134,9,9,56,3252,0,44,248,181,10,0,0,9,491,10,294,1166,2049,145,12,9,66,3746,0,64,189,199,9,0,4,10,479,0,58,163,44,0,0,0,4,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,4,6,4,0,0,54,3,131,373,248,17,4,12,18,801,17,87,24,17,20,3,4,7,176,0,3,12,8,4,0,0,3,40,58,670,2739,16897,19220,2150,361,580,42675
LGA53800,27,113,845,4984,5488,623,119,174,12367,3,111,660,396,30,0,0,27,1227,0,8,86,99,84,13,0,0,295,5,116,744,493,112,19,4,27,1519,0,64,84,48,6,0,0,8,206,0,4,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,12,0,74,99,44,6,0,0,8,230,19,77,28,15,7,0,0,0,154,0,22,15,7,7,0,0,3,67,50,407,1733,5550,5619,643,126,213,14338
LGA53920,4,46,138,365,122,12,6,43,740,0,22,31,9,5,0,0,0,66,0,0,0,7,0,0,0,0,10,0,22,33,15,6,0,0,3,80,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,8,16,5,12,4,0,0,7,48,0,4,5,9,0,0,0,15,30,16,85,188,396,138,11,4,71,908
LGA53990,11,67,399,2844,5395,586,99,102,9503,4,32,139,157,6,0,0,15,350,0,0,5,6,0,0,0,0,11,4,32,139,159,14,0,0,15,360,0,9,22,23,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,19,0,0,0,0,47,13,87,29,10,4,0,0,6,149,0,5,3,5,4,0,0,0,13,26,195,590,3037,5419,587,107,123,10077
LGA54060,9,22,102,522,479,66,8,32,1238,0,22,35,17,0,0,0,3,76,0,0,0,20,19,10,0,0,55,0,22,37,42,19,10,0,8,130,0,7,8,11,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,0,0,0,0,23,9,7,6,3,4,0,0,0,31,0,0,3,3,0,0,0,0,11,11,56,162,582,499,75,8,35,1437
LGA54130,0,12,48,169,135,22,7,0,391,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,5,0,0,0,0,19,0,0,0,0,0,0,0,0,4,11,18,61,171,135,20,7,0,424
LGA54170,24,130,666,14589,29610,4944,691,324,50982,0,153,865,2274,237,14,3,66,3617,8,90,237,637,231,47,13,20,1285,11,248,1104,2914,466,64,11,88,4900,26,73,183,129,5,0,0,41,464,0,81,259,104,5,0,0,15,469,4,99,241,125,0,0,0,5,471,0,0,0,0,0,0,0,0,0,0,24,26,6,9,3,9,0,83,35,279,711,360,24,3,7,68,1483,0,30,58,18,7,0,0,10,120,0,3,10,7,0,0,0,7,32,75,690,2543,17883,30108,5015,718,499,57522
LGA54200,15,109,846,7128,9579,1707,326,211,19923,4,141,319,445,39,0,0,25,975,0,11,27,32,6,0,0,0,80,4,146,344,480,38,0,0,23,1048,0,3,33,0,0,0,0,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,3,4,0,38,0,15,45,7,5,3,4,7,86,8,22,77,26,10,7,8,3,165,0,5,6,0,7,0,0,0,20,29,294,1319,7640,9643,1727,339,247,21248
LGA54280,9,107,520,3431,3281,514,95,157,8110,3,207,514,553,41,0,0,43,1369,0,9,39,103,41,4,0,3,202,3,215,553,656,80,4,0,50,1569,0,42,61,6,3,0,0,3,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,42,61,13,3,0,0,3,125,24,90,12,12,4,4,0,0,150,3,6,0,0,4,0,4,3,26,43,466,1151,4116,3377,523,105,219,9991
LGA54310,5,45,173,2051,2357,209,37,83,4951,4,38,341,281,46,4,0,23,739,0,34,42,70,3,0,0,4,155,4,71,384,353,52,4,0,27,893,5,49,29,14,0,0,0,3,98,0,32,14,12,0,0,0,3,59,0,7,28,10,0,0,0,0,40,0,61,65,5,0,0,0,0,137,0,0,0,0,0,0,0,0,0,4,151,129,37,0,0,0,3,330,13,38,20,10,12,0,0,5,97,4,10,6,3,4,0,0,8,34,32,312,708,2457,2420,213,40,126,6308
LGA54340,3,19,152,652,384,61,20,27,1313,0,18,82,11,3,0,0,9,121,0,0,4,0,0,0,0,0,4,0,18,81,11,3,0,0,9,126,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,6,9,39,238,670,384,63,18,32,1456
LGA54410,0,8,63,189,96,28,3,9,400,0,0,6,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,12,0,9,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,19,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,23,75,188,103,28,7,9,436
LGA54480,0,3,9,77,56,14,5,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,78,56,14,5,0,174
LGA54550,7,3,95,301,221,45,12,14,696,0,8,15,8,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,8,15,8,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,3,7,16,105,307,224,44,16,21,737
LGA54620,0,6,40,116,93,21,0,8,282,0,0,7,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,49,125,93,21,0,11,297
LGA54690,0,4,33,62,41,10,7,4,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,62,41,10,7,4,157
LGA54760,0,11,30,108,86,15,0,7,258,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,11,35,113,92,15,6,7,270
LGA54830,15,105,587,5676,7213,632,119,218,14566,0,72,159,215,13,0,0,5,462,0,12,51,25,0,0,0,0,87,0,87,212,237,13,0,0,11,552,0,59,192,49,0,0,0,10,308,0,18,140,39,0,0,0,8,201,0,3,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,15,0,82,339,91,0,0,0,13,529,0,3,0,3,0,0,0,0,9,0,3,0,6,0,0,0,0,7,18,278,1136,6013,7226,630,115,243,15666
LGA54900,0,3,42,195,137,36,5,14,438,0,0,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,18,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,10,57,202,137,43,5,14,469
LGA54970,0,0,23,81,37,0,0,3,149,0,7,3,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,7,0,14,28,82,41,0,0,8,183
LGA55040,0,7,27,123,73,0,0,14,248,0,5,11,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,5,18,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,7,6,12,6,3,0,0,0,0,29,0,3,3,0,0,0,0,5,9,0,28,41,133,72,8,0,23,314
LGA55110,26,303,1862,9725,15471,1554,235,365,29540,7,383,1442,1472,72,9,5,101,3486,3,46,294,642,64,7,0,8,1069,8,425,1741,2113,132,19,5,112,4557,0,100,212,91,0,0,0,15,420,0,5,56,119,12,4,0,0,189,0,7,66,115,0,0,0,8,197,0,0,48,103,0,0,0,0,155,0,9,13,3,7,0,0,0,34,0,114,401,442,19,0,0,25,1006,20,86,74,14,4,0,0,32,224,0,4,11,6,5,0,0,6,32,57,934,4086,12304,15626,1576,241,536,35358
LGA55180,8,57,410,1489,1017,162,52,48,3251,0,55,116,12,0,0,0,8,200,0,4,0,0,0,0,0,0,4,0,59,122,12,0,0,0,8,203,0,9,6,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,5,0,10,6,3,0,0,0,0,23,5,0,0,0,0,0,0,0,9,0,0,9,7,0,0,6,0,28,17,131,547,1517,1027,162,57,58,3514
LGA55250,0,9,23,133,32,4,3,10,217,0,6,8,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,8,3,0,0,0,0,18,0,5,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,11,0,0,0,0,5,0,0,0,10,0,0,0,5,7,0,3,4,14,5,26,36,140,43,4,6,14,276
LGA55320,9,99,1399,9666,14362,2960,557,208,29265,4,211,2394,2734,386,48,16,67,5862,0,29,202,697,315,57,5,11,1321,4,241,2601,3434,704,102,18,76,7179,7,193,526,117,4,0,3,14,874,0,86,267,40,0,0,0,5,397,3,89,322,153,10,0,0,7,581,0,48,104,19,0,0,0,4,177,0,6,22,5,4,0,0,0,41,17,416,1242,334,24,0,3,31,2067,0,0,0,0,0,0,0,0,4,0,0,13,15,14,0,0,0,44,32,759,5250,13454,15106,3065,586,324,38566
LGA55390,0,8,5,13,11,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,3,0,0,0,0,10,0,3,5,0,0,0,0,0,12,0,19,12,17,9,0,0,4,66
LGA55460,3,33,141,512,316,52,20,19,1092,0,12,15,13,0,0,0,7,40,0,0,0,0,0,0,0,0,0,0,8,15,13,0,0,0,7,43,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,6,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,6,7,45,161,531,315,49,18,28,1151
LGA55530,0,3,14,53,39,11,5,5,132,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,7,18,57,41,11,5,5,147
LGA55600,0,15,82,344,237,45,9,18,752,0,11,28,10,0,0,0,4,53,0,0,0,0,0,0,0,0,0,0,11,28,10,0,0,0,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,10,0,0,0,4,4,0,0,0,7,4,23,110,352,243,43,9,31,824
LGA55670,0,4,29,78,71,8,4,0,199,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,11,35,83,71,8,4,0,214
