LGA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
LGA52380,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,10,..,0,0,0,13,13,119,9,0,9,14,147,55,..,..,..,..,55,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA52450,0,3,0,6,..,0,0,0,0,0,..,14,0,14,0,19,..,0,0,0,0,0,..,17,0,17,3,24,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,6,..,31,0,37,3,41,..,0,0,0,43,43,599,31,0,37,48,680,532,..,..,..,..,532,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA52520,0,16,0,16,..,0,0,0,0,0,..,32,0,29,0,29,..,4,0,4,0,4,..,45,0,51,0,51,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,3,8,..,67,4,70,3,72,..,4,0,4,108,111,533,71,4,76,109,720,498,..,..,..,..,498,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA52590,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,14,4,17,0,17,..,59,4,65,4,70,..,0,0,0,207,208,1520,65,4,72,202,1790,1373,..,..,..,..,1373,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,3,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA52660,0,3,0,3,..,5,0,5,0,5,..,19,0,19,0,19,..,23,0,24,0,24,..,57,0,55,0,55,..,16,0,20,0,20,..,3,0,3,0,3,..,4,0,9,0,9,..,3,0,3,0,3,..,4,0,9,0,9,..,103,10,116,3,123,..,399,29,429,7,437,..,15,0,15,441,460,6382,414,29,447,454,7281,6543,..,..,..,..,6543,..,55,0,55,0,54,..,8,0,7,0,7,..,7,0,7,0,7,..,6,4,6,0,6,..,28,3,33,0,33,..,3,0,3,0,3,..,40,4,46,0,46,..,0,0,0,0,0,..,5,0,5,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,16,3,19,0,17,..,5,0,3,0,3,..,5,0,5,0,5,..,0,0,0
LGA52730,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,8,0,8,..,13,0,12,0,12,..,82,8,89,0,89,..,6,0,6,293,299,2697,87,8,96,293,3084,2785,..,..,..,..,2785,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,9,0,12,0,12,..,5,0,5,0,5,..,9,0,9,0,9,..,38,0,38,0,38,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA52800,0,5,0,5,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,17,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,932,99,1032,28,1055,..,1029,107,1140,34,1171,..,57,75,128,698,825,1577,1085,178,1268,724,3568,1557,..,..,..,..,1557,..,0,0,0,0,0,..,0,0,0,0,0,..,994,81,1075,26,1102,..,3,0,3,0,3,..,12,0,12,0,12,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
LGA52870,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,9,0,9,..,28,3,34,0,38,..,113,13,135,0,131,..,0,3,6,205,208,2700,118,14,135,206,3039,2781,..,..,..,..,2781,..,6,0,6,0,6,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,8,0,8,..,17,0,22,0,22,..,0,0,0,0,0,..,23,5,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0
LGA52940,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,7,..,0,0,0,36,36,331,4,0,4,34,374,311,..,..,..,..,311,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA53010,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,6,0,6,..,0,0,0,62,62,286,0,3,7,62,353,259,..,..,..,..,259,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA53080,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,20,0,20,0,20,..,4,0,4,73,79,277,21,0,21,73,372,226,..,..,..,..,226,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA53150,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,23,0,23,0,23,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,5,0,5,..,0,0,0,0,0,..,27,3,31,0,34,..,238,22,259,0,260,..,5,0,5,155,163,3299,243,24,269,154,3721,3607,..,..,..,..,3607,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,9,0,9,..,16,3,17,0,17,..,0,0,0,0,0,..,22,4,30,0,30,..,7,0,7,0,7,..,29,0,29,0,29,..,25,0,24,0,28,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA53220,0,63,0,63,..,26,0,20,0,20,..,66,3,72,0,78,..,18,0,18,0,18,..,169,8,178,0,180,..,29,0,31,0,31,..,4,0,4,0,7,..,15,0,16,0,16,..,0,0,0,0,0,..,7,0,7,0,7,..,615,62,672,5,678,..,1064,76,1141,8,1150,..,19,5,24,1710,1736,3373,1088,81,1166,1717,6256,2012,..,..,..,..,2012,..,18,0,18,0,18,..,6,0,9,0,9,..,445,48,491,8,500,..,0,0,4,0,4,..,21,0,24,0,24,..,0,0,0,0,0,..,24,7,23,0,23,..,0,0,0,0,0,..,22,0,23,0,23,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0
LGA53290,0,15,0,15,..,0,0,0,0,0,..,6,0,3,0,3,..,0,0,0,0,0,..,18,0,17,0,17,..,5,0,9,0,9,..,4,0,3,0,3,..,4,0,7,0,7,..,0,0,0,0,0,..,6,0,9,0,9,..,63,4,68,0,65,..,249,20,274,9,275,..,32,0,29,754,779,5927,277,20,301,761,6990,5890,..,..,..,..,5890,..,57,0,57,0,57,..,0,0,0,0,0,..,14,0,14,0,14,..,9,3,10,0,13,..,7,4,14,0,14,..,3,0,3,0,3,..,20,6,22,0,23,..,0,0,0,0,0,..,11,0,11,0,11,..,31,0,31,0,31,..,3,0,3,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,11,0,11,..,0,0,0,0,0,..,0,0,0
LGA53360,0,4,0,4,..,0,0,0,0,0,..,9,0,11,0,11,..,0,0,0,0,0,..,11,0,13,0,13,..,14,0,14,0,14,..,0,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,16,0,14,..,74,8,86,4,91,..,10,0,10,164,177,1346,87,6,94,167,1613,1237,..,..,..,..,1237,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,5,5,0,11,..,0,0,0,0,0,..,3,5,5,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA53430,0,3,0,3,..,27,0,30,0,26,..,25,0,25,0,24,..,14,0,14,0,14,..,69,3,70,0,72,..,128,7,137,0,138,..,0,0,0,0,0,..,8,0,8,0,8,..,8,0,8,0,8,..,22,0,19,6,21,..,231,33,268,5,267,..,1601,193,1791,29,1821,..,38,3,44,1033,1073,12622,1635,198,1837,1056,15510,13242,..,..,..,..,13242,..,19,0,19,0,19,..,14,0,14,0,14,..,14,0,13,0,14,..,20,0,22,0,22,..,54,22,75,0,80,..,6,0,6,0,6,..,83,22,105,0,102,..,82,23,104,0,100,..,176,0,177,0,181,..,179,3,184,4,188,..,10,0,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,15,0,15,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
LGA53570,0,8,0,8,..,3,0,3,0,3,..,13,5,18,0,18,..,7,0,12,0,12,..,32,10,41,0,41,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,10,17,0,17,..,58,10,62,13,73,..,185,45,227,10,235,..,7,0,13,245,256,2418,191,47,242,259,2914,2201,..,..,..,..,2201,..,20,0,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,4,0,4,..,29,17,48,0,51,..,0,0,3,0,3,..,35,24,58,0,58,..,0,0,0,0,0,..,3,0,10,0,10,..,14,0,14,0,14,..,5,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA53640,0,22,0,22,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,34,0,34,0,34,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,48,0,48,0,48,..,0,0,0,55,55,548,48,0,48,55,650,477,..,..,..,..,477,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA53710,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,56,56,422,6,0,6,56,486,414,..,..,..,..,414,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA53780,18,600,8,609,..,752,74,831,11,840,..,881,20,899,5,907,..,571,52,618,0,623,..,2785,163,2946,32,2977,..,202,25,234,0,234,..,884,104,988,12,1006,..,132,18,149,0,149,..,140,15,154,0,162,..,230,60,293,7,299,..,3639,831,4469,69,4535,..,18797,2977,21775,260,22036,..,404,89,489,3997,4489,36962,19202,3069,22266,4256,63485,36568,..,..,..,..,36568,..,234,0,234,0,233,..,889,184,1076,7,1086,..,83,5,90,0,90,..,749,220,971,6,976,..,2333,980,3313,40,3350,..,178,64,240,3,246,..,3256,1265,4524,49,4572,..,32,5,36,0,36,..,180,10,190,0,190,..,98,4,100,0,100,..,26,3,32,0,32,..,371,52,418,0,417,..,179,13,191,0,189,..,560,43,593,5,607,..,160,16,183,4,180,..,1365,173,1541,18,1552,..,345,25,373,3,377,..,783,82,863,6,869,..,183,16,200
LGA53800,0,67,0,67,..,33,3,38,0,36,..,86,0,86,5,92,..,113,21,135,4,138,..,296,27,323,7,333,..,25,0,24,0,24,..,16,0,16,0,16,..,27,0,27,0,27,..,0,0,0,0,0,..,48,21,67,0,67,..,228,31,257,10,268,..,1218,126,1340,28,1371,..,76,5,78,2012,2091,16043,1293,125,1420,2039,19505,16558,..,..,..,..,16558,..,132,4,136,3,138,..,15,4,20,0,20,..,84,0,89,0,90,..,12,0,18,0,18,..,52,21,77,0,77,..,3,0,3,0,3,..,66,29,96,0,96,..,3,0,3,0,3,..,42,0,46,0,46,..,58,0,61,0,59,..,9,0,9,0,9,..,5,0,7,0,7,..,4,4,9,0,9,..,22,0,20,0,20,..,15,0,10,0,10,..,15,0,14,0,14,..,10,0,10,0,10,..,18,5,25,0,25,..,0,0,0
LGA53920,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,703,55,760,37,799,..,734,59,795,37,831,..,28,12,41,197,238,720,758,73,830,239,1788,723,..,..,..,..,723,..,0,0,0,0,0,..,0,0,0,0,0,..,727,52,783,37,819,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA53990,0,112,0,112,..,6,0,6,0,5,..,78,6,77,0,77,..,46,14,63,0,63,..,244,19,264,3,264,..,9,0,9,0,9,..,5,0,5,0,5,..,10,0,10,0,10,..,3,0,3,0,3,..,8,4,9,0,9,..,145,29,170,8,183,..,901,118,1017,13,1035,..,37,0,37,778,816,12428,942,114,1055,799,14285,12475,..,..,..,..,12475,..,90,0,86,0,86,..,10,4,17,0,17,..,19,0,23,0,23,..,8,0,7,0,7,..,84,57,139,0,139,..,0,0,0,0,0,..,94,54,144,0,144,..,3,0,3,0,3,..,19,0,19,0,19,..,28,0,28,0,28,..,9,0,9,0,9,..,0,0,0,0,0,..,15,8,19,0,19,..,30,0,30,0,30,..,0,0,0,0,0,..,4,3,10,0,11,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,7
LGA54060,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,5,0,5,..,28,0,34,0,34,..,6,0,6,215,220,1581,36,0,39,215,1831,1636,..,..,..,..,1636,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA54130,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,6,21,0,26,..,0,0,0,55,60,544,16,3,23,57,621,470,..,..,..,..,470,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
