LGA_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
LGA51610,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,4,6,7,14,9,6,0,0,47,0,0,0,0,0,0,0,0,0,0,3,6,8,11,16,9,8,0,0,53,119,45,45,61,67,43,30,3,0,406,32,12,7,21,22,15,12,0,0,127,154,72,71,100,129,118,87,20,3,750,0,0,8,3,19,37,36,16,4,121,12,15,8,16,15,20,5,4,0,105,0,0,0,0,5,14,12,5,0,44,0,0,0,0,0,4,0,0,0,6,0,0,0,4,13,16,23,12,0,66,0,0,0,0,4,10,22,4,3,49,0,0,0,0,5,4,5,0,0,13,0,0,0,0,3,5,6,4,0,18,0,9,14,10,25,23,11,3,0,95,0,0,0,0,0,4,0,3,0,14,12,3,13,11,26,22,18,4,0,110,244,93,80,119,139,110,58,18,0,859
LGA51680,0,0,3,0,4,3,10,4,0,27,6,0,0,0,6,17,21,5,0,48,10,31,32,55,57,55,25,4,3,273,0,4,0,0,0,3,3,6,0,20,18,17,18,30,54,54,31,7,14,245,449,222,169,211,257,211,111,46,6,1682,32,28,30,27,42,47,29,16,0,255,548,309,264,351,472,484,310,144,40,2924,0,0,4,24,77,149,143,94,21,514,65,49,41,59,89,61,44,23,6,451,3,0,0,6,31,65,59,33,8,202,0,0,0,0,0,3,6,12,6,28,0,0,8,10,45,80,72,47,17,282,0,3,0,0,20,45,68,59,17,225,0,0,3,3,6,10,15,15,5,53,6,0,0,0,12,29,41,20,9,113,28,50,55,82,99,88,41,17,10,471,0,4,0,6,4,10,13,21,0,55,45,38,34,50,92,87,63,32,13,453,902,478,343,445,516,468,232,86,19,3482
LGA51710,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,3,7,0,3,3,8,0,0,0,20,0,0,0,0,0,0,0,0,0,3,4,0,3,8,6,4,5,0,0,33,103,35,65,73,63,57,30,5,0,443,17,13,23,26,22,18,4,4,0,115,134,58,94,117,109,99,52,14,0,685,0,0,0,0,9,12,11,8,0,38,13,12,12,11,13,16,5,4,0,82,3,0,0,3,7,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,14,24,6,0,61,0,0,0,0,3,4,12,3,0,27,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,8,3,0,0,5,3,8,4,5,7,5,0,0,0,37,0,0,0,0,0,0,0,0,0,5,4,0,3,7,15,10,16,5,0,67,229,67,133,138,142,126,92,8,4,940
LGA51750,0,0,0,0,4,4,10,5,9,27,0,0,3,3,0,11,23,38,26,104,17,109,91,68,50,62,32,28,18,472,0,0,0,0,4,3,7,17,19,41,24,32,35,43,50,70,67,66,39,436,719,523,424,465,553,389,309,192,54,3626,48,61,53,28,39,43,42,36,36,389,837,758,629,632,785,703,648,571,344,5909,0,8,10,22,67,136,212,272,177,904,81,118,86,82,94,95,85,62,34,735,3,0,5,13,34,69,113,141,66,449,0,0,0,0,0,4,7,40,85,142,0,8,3,16,29,52,65,83,54,310,0,0,0,0,19,55,124,172,141,515,0,0,0,5,5,9,14,21,11,64,0,0,3,5,5,20,41,58,45,176,40,147,135,105,116,107,62,49,26,788,0,0,0,0,3,9,19,31,36,96,52,61,55,71,98,126,115,113,65,752,1524,1163,870,854,1003,724,548,332,86,7091
LGA51820,12,14,23,32,34,64,75,97,77,419,7,10,10,25,62,155,266,201,72,810,203,1056,1345,1160,973,742,419,204,138,6234,0,0,9,20,33,77,89,96,67,377,395,462,648,772,817,791,603,345,248,5073,9434,4654,6212,6234,4765,3312,1834,594,124,37165,700,506,566,552,489,432,301,180,115,3836,11170,6964,9232,9379,7977,6705,4876,2497,1115,59910,18,82,257,533,1054,1774,2227,1515,651,8117,1248,1083,1501,1479,1170,927,699,357,138,8601,12,14,97,181,324,644,853,493,179,2793,0,0,0,5,12,35,86,257,264,657,28,87,146,333,678,1111,1349,838,301,4868,31,29,44,96,318,722,1057,888,460,3637,20,22,44,67,87,140,178,205,119,878,23,22,20,53,124,287,469,370,126,1497,409,1606,2060,1830,1611,1201,717,323,191,9959,4,6,12,35,74,146,211,215,108,812,959,825,1018,1235,1424,1344,1091,605,352,8844,19084,9794,12461,12755,9702,6601,3558,1173,258,75384
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,15,39,13,22,33,18,35,10,3,0,179,15,7,13,7,5,13,8,5,0,60,54,29,36,42,31,54,32,12,0,292,0,0,0,0,0,5,5,0,5,16,0,3,3,7,0,3,0,0,4,22,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,22,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,6,6,0,24,94,36,38,65,30,65,30,12,3,382
LGA51890,3,0,5,3,5,4,11,3,4,35,0,4,0,0,16,26,48,19,14,122,25,72,88,98,104,95,53,21,16,576,0,0,0,0,6,9,18,17,6,58,28,25,31,53,61,84,48,32,18,375,539,268,261,252,309,263,176,70,18,2158,99,56,50,47,48,60,44,32,15,452,738,439,474,493,600,642,567,286,101,4347,4,5,19,46,136,255,344,204,69,1074,119,94,89,120,116,98,110,44,9,807,5,0,3,10,22,75,120,57,21,313,0,0,0,0,0,7,14,31,19,68,0,3,15,34,68,126,216,98,24,591,4,3,0,6,29,84,144,89,34,390,3,3,3,4,8,16,30,13,3,76,4,4,0,5,22,56,105,44,17,259,40,109,132,143,162,154,109,37,26,908,0,0,5,0,8,18,37,34,12,119,81,62,52,69,95,137,110,58,34,698,1131,603,554,553,588,570,385,143,29,4564
LGA51960,0,0,0,0,4,4,3,4,0,15,0,0,0,3,4,8,10,0,0,34,0,33,27,34,27,21,13,0,0,158,0,0,0,0,0,4,5,0,0,10,11,4,9,18,23,21,18,0,0,104,233,109,97,105,109,79,35,3,0,785,80,63,45,62,48,37,19,13,0,365,333,220,191,241,229,212,128,32,7,1601,0,3,6,19,41,68,77,13,6,230,30,31,46,38,43,36,26,3,0,254,0,0,0,0,6,14,23,19,3,58,0,0,0,0,0,0,4,0,0,6,3,4,8,12,40,57,47,21,0,180,0,0,0,3,13,32,38,15,0,104,0,0,0,6,0,4,9,8,0,22,0,0,0,5,13,23,34,11,3,82,6,43,44,58,54,32,22,3,0,266,0,0,0,0,3,5,10,0,0,18,24,8,16,28,34,35,31,3,0,188,470,226,250,213,251,212,89,16,4,1726
LGA52030,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,3,0,0,11,0,7,3,3,3,5,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,13,8,0,0,36,48,16,32,26,29,46,37,15,0,243,8,7,5,13,8,11,14,8,5,72,63,31,49,45,55,88,96,48,13,482,0,0,3,3,4,32,51,23,7,121,11,8,8,9,6,21,14,5,0,80,0,0,0,0,3,10,20,12,0,47,0,0,0,0,0,0,3,0,0,5,0,0,4,6,6,18,29,12,3,72,0,0,0,0,6,20,21,17,7,57,0,0,0,0,0,0,9,5,3,13,0,0,0,0,0,10,11,0,5,28,0,6,4,6,10,14,14,4,0,65,0,0,0,0,0,3,3,4,0,12,5,6,8,0,3,25,12,3,5,64,100,32,63,62,60,97,80,32,3,526
LGA52100,0,0,0,0,0,0,4,0,4,13,0,0,0,0,0,0,5,5,3,20,0,0,11,9,4,6,6,4,0,37,0,0,0,0,0,0,3,0,4,9,7,0,3,6,4,3,9,3,0,38,72,21,26,33,26,37,23,14,0,244,6,0,11,0,4,6,7,0,5,38,95,28,50,55,57,72,77,38,25,505,0,0,4,10,8,34,52,28,24,151,20,8,6,19,13,15,17,8,0,108,0,0,0,0,8,5,19,9,7,42,0,0,0,0,0,0,0,0,9,9,0,0,0,3,6,14,27,10,10,67,0,0,0,0,0,12,16,10,12,54,0,0,0,0,0,7,7,0,4,18,0,0,0,0,0,4,14,4,7,33,4,3,15,14,7,17,14,4,0,76,0,0,0,0,0,0,4,3,4,12,12,6,4,16,11,8,11,4,0,76,122,59,65,69,58,65,53,15,5,517
LGA52170,0,0,4,0,0,5,6,4,4,19,0,0,4,0,3,12,9,12,3,52,13,59,61,30,32,35,23,14,12,266,0,0,0,0,0,0,7,10,8,20,23,24,27,28,37,41,54,32,13,278,505,376,317,321,434,338,225,99,29,2642,29,28,39,36,29,37,25,28,25,272,584,499,472,431,581,556,482,283,125,4027,5,9,9,15,30,102,164,154,63,542,44,61,56,48,65,76,72,29,14,472,0,0,3,7,28,63,90,72,21,280,0,0,0,0,0,0,9,21,20,52,5,4,3,9,11,22,42,43,9,150,0,0,0,0,7,58,91,99,49,306,0,0,4,0,0,9,5,10,9,39,3,0,4,0,6,20,17,23,10,80,15,98,91,54,66,59,36,28,11,453,0,0,0,0,5,4,10,16,14,43,35,36,42,40,60,81,91,58,20,462,1098,768,635,625,813,670,459,194,50,5298
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,12,4,7,4,14,8,6,0,3,0,55,0,0,0,0,0,0,3,4,0,9,5,5,3,6,14,3,5,3,0,43,84,29,26,45,33,33,26,6,0,284,12,4,3,8,11,7,8,4,3,73,107,45,43,80,70,77,62,38,5,532,0,3,4,7,12,22,29,26,3,105,19,6,11,14,15,21,5,5,0,102,0,0,0,0,5,8,6,12,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,13,15,0,62,0,0,0,0,7,13,14,17,6,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,6,4,0,21,0,14,10,14,18,18,9,5,0,88,0,0,0,0,0,5,4,3,0,15,11,6,3,11,24,10,12,11,0,89,161,54,57,88,69,83,63,18,3,592
LGA52310,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,0,14,0,6,5,6,8,7,12,0,0,41,0,0,0,0,0,0,0,0,0,4,4,0,0,4,9,13,6,7,0,40,55,21,24,13,37,36,28,6,0,224,9,6,7,3,9,9,4,4,0,51,72,42,40,35,69,81,65,23,8,426,0,0,0,7,14,34,36,22,5,110,9,4,5,9,8,15,10,0,0,63,0,0,0,0,7,9,16,0,0,36,0,0,0,0,0,0,0,0,3,4,0,0,0,4,8,20,27,4,0,61,0,0,0,0,3,5,27,6,3,59,0,0,0,0,0,6,6,0,0,11,0,0,0,0,0,7,9,6,0,26,0,11,4,13,21,16,13,0,0,85,0,0,0,0,0,0,3,4,0,9,6,0,0,3,12,15,21,11,0,76,105,43,54,36,84,75,60,18,3,470
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,3,4,0,3,9,0,0,30,3,4,0,7,0,0,7,0,0,18,3,5,8,5,8,16,24,5,0,73,0,0,0,0,0,5,12,5,0,24,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,3,0,18,0,0,0,0,0,4,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,3,0,6,5,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,17,0,16,27,8,17,13,21,3,0,104
LGA52450,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,3,5,0,11,0,11,5,7,4,12,3,0,0,46,0,0,0,0,0,0,0,0,0,0,8,5,14,7,6,3,5,3,0,44,101,68,42,50,41,33,24,6,7,371,11,9,9,14,3,5,12,5,3,58,132,94,67,86,62,68,73,22,13,618,0,0,0,0,4,29,39,19,5,114,19,31,8,15,11,16,19,9,0,125,0,0,0,0,0,12,10,5,8,39,0,0,0,0,0,0,0,0,0,4,0,0,3,3,10,11,19,8,3,64,0,0,0,0,6,10,16,8,4,50,0,0,0,0,4,0,5,0,5,16,0,0,0,0,0,6,5,12,0,29,5,14,7,13,11,17,9,0,0,85,0,0,0,0,0,0,0,4,0,9,14,8,10,5,12,10,15,3,0,88,199,138,109,96,76,79,55,17,9,777
LGA52520,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,3,0,8,0,0,12,9,7,16,3,0,0,56,0,0,0,0,0,3,0,0,0,6,5,3,5,0,0,7,8,3,6,39,112,28,56,61,34,34,25,12,8,370,30,9,9,21,17,18,6,7,0,121,162,50,88,98,72,89,43,33,27,660,0,0,0,3,10,21,20,10,6,76,18,21,19,10,10,11,6,4,0,97,0,0,0,3,3,7,13,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,19,18,11,4,60,0,0,0,0,8,10,3,11,0,37,0,0,0,0,0,0,4,8,5,10,0,0,0,0,0,3,5,6,0,19,4,3,16,17,14,21,6,0,0,82,0,0,0,0,0,5,4,0,0,11,5,3,10,8,9,17,16,3,3,75,221,70,110,130,83,92,39,17,8,773
LGA52590,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,15,12,0,0,30,6,12,29,20,26,25,23,3,0,149,0,0,0,0,0,3,9,0,0,17,5,6,10,7,14,30,15,14,4,102,168,65,105,115,113,144,103,46,10,870,9,6,28,21,18,24,27,14,7,167,194,100,185,176,185,300,270,127,41,1567,0,0,3,6,25,93,151,86,20,394,14,18,26,34,29,42,38,8,8,228,0,0,0,4,7,28,57,35,12,135,0,0,0,0,0,0,3,8,0,14,0,0,0,5,14,31,76,36,3,174,3,0,0,0,3,34,71,41,9,163,0,0,0,0,3,6,12,7,0,28,0,0,0,4,4,25,36,10,0,73,16,26,44,39,43,39,42,12,0,257,0,0,0,0,0,10,15,8,3,31,17,14,14,16,26,48,40,19,4,199,387,143,223,228,250,295,224,90,13,1855
LGA52660,0,0,0,0,0,13,15,15,9,54,0,0,0,0,11,28,50,43,13,143,25,144,164,158,150,109,69,36,10,873,0,0,0,0,0,7,20,20,7,60,39,53,61,84,99,122,83,53,20,620,1175,452,584,605,490,404,244,106,22,4084,122,52,65,54,88,67,68,71,46,633,1443,740,931,974,960,920,736,510,195,7406,5,17,37,88,178,328,430,317,111,1510,243,152,165,186,149,133,137,81,26,1277,0,4,7,19,60,97,132,97,42,460,0,0,0,0,4,7,12,38,39,88,0,9,25,48,104,170,208,132,45,748,4,5,0,11,30,90,161,155,73,540,0,0,9,10,16,19,29,31,18,126,0,0,3,3,18,55,92,80,23,281,65,228,241,247,231,199,124,67,17,1422,0,0,0,0,9,29,42,40,17,140,124,100,118,134,156,197,159,91,34,1121,2346,991,1206,1218,1007,818,491,205,49,8325
LGA52730,0,0,0,0,3,4,8,4,8,22,0,0,0,0,6,12,21,18,4,67,7,43,29,53,61,71,44,16,5,338,0,0,0,0,0,3,8,9,5,24,8,10,16,26,52,64,63,32,8,281,427,157,134,231,222,247,201,65,16,1714,61,28,30,35,63,50,59,31,14,354,528,248,226,376,441,533,528,260,86,3226,0,3,7,23,88,161,241,172,55,740,61,44,32,53,78,87,81,41,6,494,0,0,0,4,19,50,92,78,10,253,0,0,0,0,0,0,10,16,14,39,0,5,3,7,26,63,95,56,21,278,0,0,0,3,13,44,87,82,26,255,0,0,0,0,8,4,14,9,6,40,0,0,0,5,7,30,41,46,11,140,21,61,47,79,108,126,85,36,6,570,0,0,0,0,5,5,12,17,10,46,37,22,14,50,80,105,110,63,18,496,847,349,250,449,439,515,413,130,34,3414
LGA52800,0,0,0,4,10,12,11,4,3,43,0,0,0,0,4,7,4,6,0,20,7,23,32,20,23,15,3,0,0,126,0,0,0,0,0,4,4,3,0,15,13,6,19,20,35,30,17,9,0,146,563,387,439,281,193,155,63,11,3,2089,192,106,129,104,85,68,33,17,3,736,786,535,646,483,419,373,188,61,20,3510,0,0,0,12,33,68,75,24,10,215,27,29,40,37,50,43,34,4,0,269,0,0,3,0,14,23,26,7,3,81,0,0,0,0,0,3,8,17,10,37,0,9,15,53,85,120,86,23,5,399,4,9,7,21,30,47,35,16,5,174,0,0,3,8,19,24,20,8,5,86,0,0,0,4,11,14,16,8,0,50,4,26,49,43,36,38,14,3,0,212,0,0,0,0,4,13,12,3,0,36,33,17,31,43,56,59,35,12,6,288,1159,743,851,566,438,319,140,37,7,4258
LGA52870,0,0,0,0,0,7,5,8,3,24,0,0,0,0,6,11,11,17,9,50,5,40,40,68,64,65,29,13,8,329,0,0,0,0,0,4,10,7,4,31,18,11,13,34,42,63,37,31,16,265,431,159,188,218,256,244,200,52,11,1746,36,21,17,27,37,45,33,19,4,241,504,239,270,361,432,535,462,236,72,3112,0,6,8,31,65,188,222,138,55,709,48,34,35,50,61,82,82,42,12,441,7,0,5,4,18,42,73,58,13,206,0,0,0,0,0,4,11,23,14,45,4,9,0,14,30,60,97,62,27,304,6,0,0,9,23,46,89,87,32,290,0,3,0,0,3,6,9,21,4,45,0,0,0,6,10,18,45,31,13,124,21,73,69,92,95,112,61,25,14,564,0,0,0,4,3,14,19,24,11,73,43,38,18,52,63,97,88,57,20,475,835,362,340,432,516,493,399,108,15,3497
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,3,10,10,8,4,0,3,0,40,0,0,0,0,0,0,0,0,0,8,3,5,0,4,11,10,8,3,0,35,56,8,12,26,23,17,17,8,4,166,7,0,0,0,3,5,5,0,0,28,71,19,27,47,38,42,63,19,10,337,0,0,0,3,9,9,43,22,3,93,8,15,8,11,11,12,10,3,0,71,0,0,0,0,4,6,11,6,5,32,0,0,0,0,0,0,0,0,3,6,0,3,5,0,9,13,26,11,0,63,0,0,0,0,0,12,11,13,0,32,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,8,9,6,19,3,9,16,12,12,8,7,5,0,67,0,0,0,0,0,0,3,4,0,10,5,3,0,6,8,11,13,3,0,60,121,36,26,52,43,36,35,4,4,360
LGA53010,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,3,4,9,3,4,3,0,3,0,34,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,7,0,3,0,18,52,14,18,22,19,22,8,4,0,157,20,5,4,9,9,10,6,0,0,60,78,24,34,39,45,52,44,12,0,323,0,0,0,7,7,16,25,14,0,64,5,4,8,16,4,8,14,0,0,60,0,0,0,0,0,5,5,4,0,18,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8,10,13,11,0,38,0,0,0,0,0,9,16,5,0,28,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,8,0,19,3,4,9,6,12,8,3,4,0,56,0,0,0,0,0,0,3,0,0,4,4,0,0,3,0,11,6,11,0,42,102,25,49,48,48,40,24,13,0,343
LGA53080,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,8,0,0,13,0,0,5,4,8,6,0,0,0,29,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,9,0,0,0,21,9,17,26,19,24,20,9,13,0,125,10,4,10,6,14,14,4,4,0,68,26,23,42,33,47,68,38,17,0,305,0,0,0,0,12,23,26,6,0,69,5,6,6,3,10,14,7,4,0,57,0,0,0,3,0,7,5,3,0,22,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,13,20,3,0,49,0,0,0,0,0,13,14,10,0,42,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,12,6,0,28,0,0,13,9,10,17,13,0,0,57,0,0,0,0,0,5,6,0,0,16,6,0,6,3,10,12,13,0,0,47,40,33,49,34,40,48,22,13,0,279
LGA53150,0,0,0,0,0,0,7,5,6,18,0,0,0,0,0,7,18,21,3,53,10,78,68,54,77,55,31,19,14,403,0,0,0,0,0,0,8,9,9,26,26,29,27,32,42,69,51,34,21,331,592,318,242,342,400,316,187,64,23,2483,45,23,26,49,35,35,33,25,48,317,706,464,369,517,626,573,438,259,149,4102,0,3,9,14,47,130,170,118,60,567,74,69,47,77,80,69,56,31,8,510,3,0,6,12,35,59,91,49,13,272,0,0,0,0,0,0,14,22,37,73,0,10,3,4,23,31,54,58,17,199,0,0,0,0,17,58,94,59,43,272,0,0,4,8,9,3,15,9,5,43,0,6,0,0,5,15,33,32,13,105,19,111,116,96,125,77,63,28,19,646,0,0,0,0,3,6,19,14,9,62,52,44,43,49,78,119,102,58,41,586,1146,642,481,630,783,599,355,122,33,4792
LGA53220,0,0,0,3,4,8,4,0,0,21,0,0,4,0,0,6,4,0,0,12,12,27,76,39,27,12,0,0,0,198,0,0,0,0,0,0,0,0,0,4,20,8,34,33,17,23,5,3,3,143,607,305,504,379,225,134,35,5,0,2193,104,81,189,124,74,65,14,9,0,656,754,448,844,638,409,291,85,25,5,3504,0,0,12,39,46,52,39,6,3,196,61,40,117,107,70,50,21,3,0,473,0,0,5,3,18,23,11,0,0,62,0,0,0,0,0,0,0,4,0,10,0,5,15,59,66,99,36,10,3,299,3,12,14,13,33,54,23,0,5,150,0,0,5,9,11,8,9,0,0,34,5,0,6,0,4,17,13,0,0,47,16,40,127,81,61,29,6,0,0,371,0,0,0,4,0,4,0,0,0,14,31,15,52,63,59,50,12,4,5,300,1262,699,1343,1135,759,455,86,19,0,5751
LGA53290,0,0,3,0,14,5,8,14,5,47,3,0,0,6,8,23,36,34,7,129,22,86,106,122,109,96,44,27,13,614,0,0,0,0,8,3,9,10,12,44,39,19,46,49,67,76,54,48,39,428,1034,459,516,500,515,462,277,127,29,3918,182,87,76,111,103,95,82,54,17,809,1339,693,798,854,930,911,732,466,171,6891,0,4,28,52,130,252,330,260,96,1149,165,129,150,159,169,161,123,76,23,1145,3,5,5,19,45,87,113,102,30,411,0,0,0,0,0,4,4,37,40,92,3,15,23,31,96,141,177,135,39,652,4,4,4,4,40,108,160,167,67,558,4,3,10,3,16,16,22,31,7,110,3,3,0,8,15,50,79,64,19,249,50,138,160,186,177,176,88,45,13,1034,0,0,0,0,4,16,41,30,22,116,89,43,75,74,124,147,114,83,57,790,2056,996,1024,1028,1072,949,560,227,48,7968
LGA53360,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,7,9,0,0,14,5,13,28,22,15,17,4,3,0,100,0,0,0,0,0,0,0,0,3,5,8,3,13,12,17,16,14,8,3,85,216,122,230,177,118,87,41,15,0,994,27,21,30,25,22,19,10,3,0,163,261,161,300,246,188,169,108,46,9,1476,0,0,6,14,23,59,49,29,4,190,20,16,31,31,19,13,8,6,0,149,0,0,0,0,8,25,23,11,4,66,0,0,0,0,0,0,3,8,3,12,0,0,4,5,10,16,32,16,4,90,0,0,0,0,6,27,25,12,0,71,0,0,0,0,0,5,8,7,0,16,0,0,0,0,0,13,11,4,0,33,4,24,33,32,36,35,13,8,0,166,0,0,0,0,0,4,0,7,3,14,23,11,17,24,28,33,27,11,4,165,451,241,418,361,270,191,87,28,0,2045
