LGA_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,3,5,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,11,7,3,0,0,0,0,10,6,6,3,0,0,0,13,4,9,0,0,0,0,11,0,11,0,0,0,0,10,0,0,0,0,0,0,4,0,5,0,0,0,0,11,0,6,0,0,0,0,6,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,55,11,5,0,0,103
LGA52520,0,4,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,12,0,7,6,0,0,0,17,3,7,0,0,0,0,20,0,5,0,0,0,0,10,0,0,0,0,0,0,3,0,4,0,0,0,0,6,3,0,0,0,0,0,5,4,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,4,28,44,10,3,4,0,94
LGA52590,14,11,0,0,3,0,28,5,0,0,0,0,0,5,0,0,0,0,0,0,4,6,0,0,0,0,0,5,5,4,6,0,0,0,8,3,3,0,0,0,0,10,7,3,0,0,0,0,18,0,8,5,4,0,0,12,11,8,0,0,0,0,29,11,11,3,0,0,0,30,10,5,6,3,0,0,23,5,9,0,0,3,0,22,4,4,0,0,0,0,5,5,7,0,0,0,0,8,4,9,5,0,0,0,10,8,10,0,0,0,0,14,0,0,0,0,0,0,0,3,4,0,0,0,0,4,4,3,0,0,0,0,10,117,92,29,8,12,0,260
LGA52660,27,6,3,0,8,0,47,9,5,0,0,0,0,13,21,3,4,4,0,0,36,8,11,5,0,0,0,30,13,12,7,3,5,0,43,26,23,16,6,7,0,82,50,57,23,19,11,0,149,71,80,21,22,8,3,200,73,104,29,14,8,3,232,80,148,26,14,16,3,284,52,85,25,0,7,0,171,70,122,24,13,10,0,244,21,44,16,4,0,0,81,10,25,5,0,0,0,45,36,75,18,0,0,0,141,39,45,17,3,3,0,108,13,11,8,0,0,0,32,5,13,3,0,0,0,26,28,41,4,16,0,0,102,651,917,258,136,89,16,2065
LGA52730,8,3,0,0,0,0,19,5,0,6,0,0,0,9,5,0,0,0,0,0,13,5,3,0,0,0,0,12,8,9,0,0,0,0,21,10,12,3,0,6,0,29,22,9,5,7,4,0,46,11,19,3,8,0,0,52,23,32,6,5,0,0,66,13,24,5,0,4,0,45,6,19,0,0,0,0,27,17,28,3,0,0,0,45,4,15,0,0,0,0,27,3,7,0,0,0,0,12,12,19,0,0,0,0,28,16,19,11,0,0,0,43,6,8,0,0,0,0,12,8,8,0,0,0,0,12,8,7,0,0,0,0,17,186,236,54,42,22,0,535
LGA52800,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,6,0,3,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,8,8,4,0,0,0,0,10,0,0,0,0,0,0,5,0,4,3,0,0,0,11,0,8,0,0,0,0,4,3,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,3,3,0,6,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,37,31,16,6,0,0,97
LGA52870,12,3,7,0,0,0,18,7,0,0,0,0,0,7,12,0,5,0,0,0,15,6,3,0,0,4,0,15,16,7,3,3,5,0,27,13,17,4,0,5,0,46,21,26,4,3,8,4,68,24,31,15,3,3,0,79,24,38,8,3,0,0,69,24,16,0,5,4,0,55,18,21,5,3,5,0,59,28,28,10,6,0,0,80,5,12,0,0,0,0,24,8,12,3,0,0,0,27,20,16,4,0,0,0,43,29,22,7,3,0,0,61,6,3,0,4,0,0,15,9,5,0,0,0,0,15,8,10,0,0,0,0,30,295,277,94,32,37,6,746
LGA52940,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,8,4,4,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,18,17,6,8,0,0,51
LGA53010,0,6,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,4,0,0,0,30
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,4,0,22
LGA53150,12,3,5,0,0,0,22,7,0,0,0,0,0,8,3,0,0,3,0,0,13,0,3,0,0,0,0,7,5,4,6,0,0,0,15,0,0,4,0,4,0,12,11,7,0,0,0,0,23,10,6,6,0,5,0,26,15,9,4,0,4,0,25,8,9,10,0,0,0,30,11,13,4,0,0,0,25,12,27,17,3,4,0,58,11,12,5,3,0,0,31,7,20,9,0,0,0,34,15,31,0,7,5,0,59,27,87,23,3,4,0,145,20,72,23,3,0,0,129,20,72,30,3,4,0,129,17,22,6,9,3,0,53,210,403,165,43,32,3,852
LGA53220,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,3,0,0,0,0,6,10,5,0,0,0,0,10,6,4,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,28,17,5,5,3,0,58
LGA53290,23,15,8,0,5,0,52,10,0,5,0,0,0,11,3,10,3,0,0,0,18,10,7,4,0,0,0,24,20,23,7,0,0,0,46,32,28,6,5,4,0,76,34,27,11,14,11,3,103,47,53,15,10,10,0,136,37,56,11,7,4,0,110,36,63,16,6,5,0,127,28,48,20,3,3,0,103,45,52,18,0,7,5,123,11,25,5,0,4,0,46,9,15,8,0,4,0,37,25,39,14,6,0,0,83,25,31,9,0,0,0,67,4,10,3,0,0,0,27,6,8,3,0,0,0,21,30,26,11,3,3,3,75,422,542,184,63,57,15,1278
LGA53360,4,3,0,0,0,0,11,0,0,0,0,0,0,0,5,4,0,0,0,0,12,9,0,0,0,0,0,9,7,0,5,0,0,0,6,3,0,3,0,0,0,4,6,5,0,0,0,0,13,5,7,0,3,4,0,17,3,4,0,0,0,0,14,3,21,4,0,0,0,30,10,15,0,0,0,0,19,23,8,0,0,0,0,38,6,14,0,0,0,0,19,7,10,0,0,0,0,10,9,9,10,0,0,0,26,16,8,3,0,4,0,28,3,3,0,0,0,0,11,5,0,6,0,0,0,8,7,4,0,0,0,0,18,114,123,29,5,11,0,292
LGA53430,56,30,20,6,13,3,128,16,6,3,0,0,0,31,18,4,9,7,11,0,51,14,16,6,3,8,0,40,19,12,12,0,7,5,57,21,17,19,15,12,0,83,46,36,21,5,9,0,116,55,45,22,13,6,0,141,50,62,13,5,11,0,149,70,81,21,13,15,0,204,54,100,22,11,8,0,197,109,173,50,24,20,0,375,66,97,15,8,3,0,192,58,75,9,8,3,0,153,105,161,38,16,20,3,340,139,279,68,22,20,0,541,64,89,31,12,5,0,197,72,72,28,4,3,0,176,65,76,21,9,18,0,186,1100,1442,433,187,194,16,3380
LGA53570,12,0,4,0,0,0,28,7,0,0,0,0,0,14,5,0,0,0,0,0,13,6,3,0,0,0,0,14,8,4,4,0,0,0,16,8,5,4,0,0,0,23,21,15,5,0,0,0,45,24,16,6,3,4,0,49,10,16,9,3,3,0,49,24,25,10,0,3,0,59,10,22,4,0,0,0,40,20,24,9,0,0,0,59,10,15,8,0,0,0,26,12,14,8,0,0,0,27,12,11,8,3,0,0,38,25,12,9,0,0,0,40,14,0,4,0,0,0,15,13,6,0,4,4,0,19,15,11,10,0,4,0,37,262,195,101,24,21,7,610
LGA53640,5,9,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,8,4,3,0,0,0,0,4,3,0,0,0,0,0,7,6,3,0,0,0,0,8,0,3,0,0,0,0,5,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,0,0,28,35,3,0,3,5,78
LGA53710,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,7,0,0,4,0,0,0,8,5,4,0,0,0,0,8,0,3,0,0,0,0,3,0,3,0,0,0,0,4,3,0,0,0,0,0,5,6,0,0,0,0,0,4,0,9,0,0,0,0,7,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,9,24,34,10,4,4,0,72
LGA53780,166,141,99,31,50,12,494,54,28,23,4,11,0,122,77,64,54,3,32,10,237,71,49,49,9,26,3,208,127,113,97,21,46,4,415,182,234,124,44,66,14,662,281,414,186,81,98,16,1071,375,700,216,93,121,17,1518,390,834,224,110,109,12,1683,401,977,308,128,94,17,1929,295,727,215,79,70,12,1396,435,1085,353,94,87,20,2077,165,424,140,38,29,8,806,107,336,110,29,17,7,608,239,510,220,35,41,6,1055,224,517,244,50,26,3,1066,79,182,74,17,16,8,362,60,152,78,8,8,0,318,233,379,202,48,84,15,968,3956,7873,3025,919,1037,195,16999
LGA53800,52,29,10,8,15,4,119,17,5,6,0,3,3,32,40,18,9,3,4,0,78,22,13,9,6,6,0,58,61,50,22,22,13,0,164,85,75,37,20,18,5,233,123,103,41,36,22,0,326,128,195,42,44,42,0,446,112,187,52,34,32,0,413,132,201,45,37,21,0,448,75,137,32,22,15,6,282,122,231,72,31,20,0,472,41,77,22,3,3,4,145,16,42,11,0,3,0,75,60,102,52,9,9,0,226,83,121,47,11,0,0,262,37,34,10,4,5,0,91,19,20,16,0,0,0,64,79,80,39,19,18,5,233,1308,1712,574,294,240,37,4159
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10
LGA53990,48,25,19,9,11,0,106,12,8,5,0,0,0,28,27,15,6,4,3,0,59,27,12,4,5,10,0,56,43,27,21,6,11,0,100,55,40,20,6,17,0,143,84,93,19,18,13,9,235,108,133,56,22,26,9,347,104,221,52,29,19,3,421,135,272,65,35,15,0,517,71,166,27,21,5,0,303,114,259,76,19,12,5,483,53,120,26,11,0,0,212,27,64,14,12,0,0,119,70,132,29,7,18,0,254,73,109,33,8,4,0,225,26,36,17,5,3,0,91,22,22,15,3,0,0,60,66,72,35,12,13,3,193,1163,1818,542,223,181,31,3963
LGA54060,6,3,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,6,7,0,3,0,0,0,13,5,3,0,0,0,0,17,12,7,4,0,0,0,25,10,9,4,0,0,0,29,11,11,9,0,0,0,27,9,11,3,0,0,0,24,4,12,3,0,0,0,27,11,17,3,0,0,0,34,5,3,3,0,0,0,10,4,4,0,0,0,0,7,4,4,0,0,0,0,12,0,3,7,0,0,0,16,0,0,0,0,0,0,3,6,0,3,0,0,0,4,11,9,3,3,3,0,30,113,106,54,14,12,0,303
LGA54130,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,4,5,0,0,0,0,5,6,10,0,0,0,0,10,4,0,0,0,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,3,30,34,9,4,3,0,80
LGA54170,326,190,193,35,62,10,822,90,46,67,0,15,0,224,137,58,94,12,23,6,334,98,72,76,11,19,0,272,146,122,105,26,49,6,454,210,171,153,53,56,6,652,279,288,195,49,95,13,915,327,406,226,54,91,13,1117,375,517,223,84,87,3,1291,515,704,285,114,103,13,1731,434,789,209,72,62,10,1571,728,1448,495,121,124,17,2936,277,794,199,64,43,3,1381,238,665,179,52,42,7,1175,441,1359,367,81,72,11,2327,590,1610,635,65,63,7,2980,246,604,273,31,29,8,1181,176,401,209,24,26,3,844,335,482,320,51,94,9,1291,5979,10723,4502,1009,1167,131,23510
LGA54200,97,57,44,6,28,0,236,21,6,10,0,0,0,46,37,27,24,0,17,0,103,41,15,26,3,11,4,106,68,34,29,11,22,0,166,82,77,53,14,28,4,265,105,117,73,39,50,4,381,161,212,88,46,59,11,571,179,298,83,38,46,4,652,237,399,114,51,41,8,851,177,323,86,35,23,4,662,290,552,175,61,48,9,1143,130,285,71,27,26,9,541,66,184,50,12,8,0,319,152,339,119,34,25,6,674,193,366,130,23,30,6,752,70,122,58,12,5,0,271,48,93,52,0,3,0,199,103,183,96,31,28,9,453,2247,3708,1383,459,512,85,8388
LGA54280,23,16,11,4,5,0,67,4,9,0,0,0,0,16,16,7,5,3,0,0,34,19,15,5,6,0,0,48,35,40,13,12,18,0,125,71,74,10,20,7,5,187,88,111,33,26,19,0,267,109,150,41,31,18,3,347,107,188,49,17,12,3,379,112,173,50,19,14,0,366,68,129,26,14,9,3,245,99,194,48,16,15,3,386,38,83,13,0,0,3,136,28,40,9,5,0,0,85,53,97,34,7,6,0,199,77,94,37,3,3,0,217,23,32,14,0,3,0,67,16,14,17,0,0,0,42,58,71,30,3,4,5,181,1044,1539,441,200,151,28,3393
LGA54310,12,3,0,4,0,0,25,8,3,0,0,0,0,9,3,6,0,0,0,0,15,4,4,0,0,0,0,9,19,11,0,0,6,0,32,10,11,0,0,0,0,28,25,33,4,4,0,0,71,34,49,3,5,0,0,92,36,66,5,4,0,0,104,34,69,8,4,0,0,112,26,51,12,7,0,0,95,45,77,21,3,5,4,152,24,52,6,4,0,0,79,10,27,4,0,0,0,49,21,55,9,0,0,0,99,39,83,17,4,6,0,150,26,46,4,4,0,0,86,16,20,10,0,0,0,49,21,34,8,3,0,0,67,404,708,118,45,22,4,1307
LGA54340,7,4,0,0,0,0,14,5,0,3,0,0,0,10,10,8,0,0,0,0,17,7,3,0,0,3,0,12,4,16,6,0,4,3,37,17,24,0,7,3,0,54,14,20,0,0,4,0,37,13,21,0,0,0,0,38,5,9,6,3,0,0,21,3,13,3,0,3,0,29,3,4,0,0,0,0,6,11,10,3,6,0,0,25,3,3,0,0,0,0,6,0,4,0,0,0,0,4,3,4,0,0,0,0,7,0,0,0,0,0,0,6,0,5,5,0,0,0,6,0,0,0,0,0,0,6,11,3,0,0,0,0,20,134,146,45,22,28,8,367
LGA54410,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,5,3,0,0,0,0,0,5,9,3,0,0,0,0,15,3,0,0,0,0,0,10,3,3,3,0,0,0,8,0,0,0,0,0,0,4,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,22,9,7,10,0,78
LGA54480,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,16
LGA54550,3,9,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,9,3,0,0,0,0,7,10,5,4,0,0,0,17,8,5,0,0,0,0,14,3,3,3,0,0,0,9,5,3,0,0,0,0,9,3,0,0,0,0,0,3,0,5,4,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,15,43,54,20,3,3,0,125
LGA54620,4,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,11,10,0,4,0,42
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,4,0,0,0,0,14
LGA54760,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,19,0,0,0,0,37
LGA54830,48,40,24,10,16,3,137,23,4,11,6,0,0,35,44,15,9,7,14,0,97,27,26,7,10,6,0,73,44,45,23,21,17,3,154,95,78,55,17,41,6,286,118,163,47,45,47,3,423,187,296,88,56,57,9,696,191,379,78,65,36,5,752,231,493,90,47,50,10,914,178,369,78,34,27,4,697,206,428,113,44,27,4,825,116,202,49,10,12,3,397,46,132,34,14,11,0,229,103,226,55,18,16,8,416,102,171,63,11,12,4,355,35,58,22,6,4,0,119,13,51,19,0,4,0,91,80,148,45,29,37,7,339,1880,3324,902,448,433,70,7057
LGA54900,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,3,0,0,0,0,4,0,3,0,0,0,0,3,3,6,0,0,0,0,11,3,8,0,0,0,0,10,0,8,0,0,0,0,5,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,21,40,4,0,3,0,71
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,7,0,0,0,26
LGA55110,154,45,49,19,25,4,284,39,7,9,0,11,0,78,90,18,25,7,20,4,165,80,25,18,11,11,0,140,124,59,46,35,26,6,291,170,104,42,43,59,4,427,236,207,88,67,61,6,665,293,330,147,100,79,10,959,312,411,118,94,59,16,1006,349,601,166,92,56,8,1263,249,425,110,59,44,7,893,394,580,224,57,42,12,1311,134,262,72,36,19,5,527,84,147,58,13,12,0,325,187,273,136,25,18,0,636,228,262,144,25,17,4,679,112,83,59,16,13,0,281,68,59,47,0,7,0,186,212,181,117,48,44,8,602,3519,4081,1660,736,622,91,10721
LGA55180,22,7,6,0,5,0,43,3,3,0,0,0,0,7,14,9,3,0,0,0,28,13,4,5,0,5,0,20,17,18,7,4,8,0,56,25,22,6,10,13,0,79,33,39,9,7,9,0,104,30,31,10,10,3,0,79,24,35,9,5,5,0,72,17,29,4,8,0,0,56,11,13,3,0,0,0,33,25,26,8,0,0,0,64,15,11,6,0,0,0,25,0,3,0,0,0,0,11,12,15,7,0,0,0,38,21,19,7,0,0,0,49,9,5,7,0,0,0,23,5,6,0,0,0,0,12,21,24,10,4,0,0,55,324,319,107,55,42,6,851
