LGA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
LGA51710,0,0,0,0,0,0,6,13,5,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,11,0,6,0,0,0,0,0,0,0,4,43,0,0,0,0,6,0,4,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,13,0,4,7,5,4,4,7,3,0,0,0,0,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,4,3,0,0,4,0,0,0,0,0,0,0,99,119,0,3,21,110,148,45,86,58,11,6,9,4,3,0,230,739
LGA51750,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,18,0,0,0,4,9,0,6,3,0,0,0,0,0,0,0,21,6,0,10,23,16,17,32,12,3,7,0,4,3,0,5,132,0,3,7,23,39,43,97,33,9,10,0,3,0,3,0,271,7,4,3,6,4,5,6,0,3,0,0,0,0,0,0,39,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,16,26,51,175,155,151,127,204,101,12,28,29,31,22,13,34,1147,0,0,9,8,11,4,16,15,4,3,6,5,10,7,5,108,0,0,0,0,3,0,0,4,0,6,0,4,0,0,6,21,9,6,33,32,55,74,111,105,7,17,23,44,22,0,4,529,66,110,287,340,455,407,683,447,68,117,141,193,109,36,78,3535
LGA51820,0,0,4,27,107,93,801,1107,190,112,110,130,38,20,31,2780,5,0,0,17,161,39,36,39,7,5,3,8,3,0,4,322,0,5,20,49,132,169,373,130,19,30,16,17,9,3,14,985,0,3,17,86,241,328,788,342,45,24,49,54,43,10,15,2043,0,3,3,11,42,49,101,74,23,8,6,6,6,0,3,349,0,0,0,0,16,24,48,77,9,3,9,10,4,0,0,189,0,0,0,7,39,27,111,91,18,21,13,21,14,4,16,377,107,288,1627,1217,1363,873,2065,1280,117,97,86,97,39,22,175,9450,0,4,6,19,66,65,111,61,27,14,10,27,14,4,15,448,0,0,0,45,62,32,47,44,8,9,11,12,6,0,4,278,29,94,603,673,986,1077,1617,1000,136,153,134,142,64,20,120,6862,304,1206,3476,2972,4809,4505,10548,7507,990,858,825,999,454,155,754,40363
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,4,3,7,11,3,7,5,0,0,3,0,0,0,10,51
LGA51890,0,0,0,0,9,4,13,8,0,0,3,0,0,0,0,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,4,9,0,28,0,0,0,5,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,9,16,30,168,98,44,16,22,7,5,0,0,0,0,0,17,431,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,15,13,11,11,13,4,0,0,4,0,0,0,0,63,48,74,229,160,136,62,155,64,7,3,11,7,6,4,38,1006
LGA51960,0,0,0,0,4,4,17,13,0,5,0,5,0,0,3,48,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,3,0,0,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,14,0,4,21,22,13,10,9,7,0,0,0,0,0,0,7,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,6,11,16,4,0,0,0,8,0,0,3,63,3,8,42,40,80,72,165,79,11,16,7,12,8,7,30,578
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,18,10,9,4,0,0,0,0,0,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,9,24,16,16,12,18,18,0,0,0,4,0,0,3,111
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,6,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,8,7,13,9,8,5,20,9,6,8,3,4,0,0,3,108
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,17,0,0,4,3,0,0,6,4,0,0,10,0,0,0,0,39,0,3,3,20,28,17,34,14,0,0,0,3,0,0,0,133,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,18,42,122,113,110,92,98,86,12,18,14,27,16,4,25,778,0,0,8,8,14,9,23,23,4,5,0,12,10,6,6,124,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,3,3,44,36,29,35,47,41,3,11,6,17,10,6,3,296,35,80,225,225,268,226,303,248,38,43,54,87,61,34,39,1960
LGA52240,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,14,13,4,4,0,4,0,0,5,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,12,3,6,26,24,32,13,35,8,7,3,0,7,0,0,4,174
LGA52310,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,13,10,5,10,0,0,0,0,0,0,0,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,5,25,15,25,10,15,8,0,0,0,5,3,0,6,127
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,11,0,6,5,7,12,7,11,10,0,0,0,0,0,0,3,60
LGA52450,0,0,0,0,0,0,4,25,3,4,3,5,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,22,5,8,6,7,0,0,0,0,0,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,5,8,11,20,14,17,11,21,47,8,8,3,9,5,7,8,185
LGA52520,0,0,0,0,0,0,3,55,14,5,18,4,6,0,5,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,5,4,0,10,6,0,0,0,0,0,0,0,43,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,20,3,4,14,8,14,12,36,74,12,6,17,14,3,9,8,238
LGA52590,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,6,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,17,56,36,26,14,20,4,4,0,0,5,4,0,7,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,9,7,5,9,3,5,3,0,0,11,5,0,0,63,3,35,80,60,75,49,61,33,9,11,13,28,17,0,28,498
LGA52660,0,0,0,4,8,3,34,43,7,0,0,4,0,0,0,117,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,17,0,0,0,5,3,4,16,5,0,0,0,0,0,0,0,27,0,0,4,11,11,24,102,46,5,5,0,5,0,0,4,211,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,16,0,0,0,0,0,4,6,0,0,0,3,5,0,0,0,26,16,41,242,164,140,59,107,54,10,6,9,6,3,0,32,884,0,0,8,3,10,3,10,6,0,0,0,0,0,0,0,40,0,0,0,0,0,0,8,7,0,0,0,0,5,0,0,20,10,7,12,32,22,14,80,56,6,6,3,5,0,0,0,256,39,113,297,251,308,200,605,399,46,36,36,40,28,4,70,2483
LGA52730,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,21,5,21,6,0,6,0,0,0,0,0,78,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,16,52,220,169,124,46,59,20,6,0,0,10,0,0,27,741,0,0,8,0,9,4,15,4,0,0,0,0,3,0,0,47,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,13,3,3,30,29,42,17,13,6,0,0,0,3,0,0,8,151,28,105,305,270,268,101,165,60,9,19,10,20,12,0,60,1432
LGA52800,0,0,0,0,7,0,8,10,8,0,4,0,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,13,0,0,24,11,9,12,19,5,4,0,0,9,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,6,19,9,5,8,10,0,0,0,85,0,9,46,27,43,39,110,93,19,23,31,42,18,6,15,512
LGA52870,0,0,0,0,0,0,6,8,0,0,0,5,0,0,0,29,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,9,27,6,5,0,0,4,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,6,0,5,10,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,26,139,115,62,39,51,28,0,0,0,0,4,4,28,522,0,0,3,3,0,5,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,18,0,0,23,17,5,7,21,5,0,0,0,3,0,5,4,96,18,75,209,190,144,103,179,76,13,3,20,26,10,5,64,1135
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,8,0,6,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,10,4,6,12,10,8,0,10,5,0,0,0,0,0,0,0,59
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,7,4,6,14,0,5,0,3,0,0,0,8,55
LGA53080,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,11,0,3,10,3,4,5,3,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,12,0,9,19,11,16,5,24,9,3,0,0,7,0,6,10,128
LGA53150,0,0,0,0,0,6,5,0,0,5,0,0,0,0,3,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,3,7,4,0,0,0,0,0,0,21,0,0,0,6,12,19,17,0,0,5,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,8,11,28,113,129,119,82,185,96,11,6,9,5,4,0,17,821,0,0,7,4,14,11,8,11,0,0,0,0,0,0,6,66,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,8,9,32,30,33,28,47,43,7,5,0,11,6,0,13,275,32,113,225,228,293,197,368,233,28,33,35,22,22,8,53,1890
LGA53220,0,0,0,0,3,11,71,87,18,10,14,10,3,5,7,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,19,0,0,0,4,8,10,42,15,0,0,8,9,3,0,0,100,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,19,9,3,7,0,5,3,0,4,63,0,0,36,36,46,30,84,26,5,5,5,18,0,0,13,308,0,0,0,0,0,5,4,7,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,0,16,6,19,21,125,85,15,18,17,34,27,6,12,401,0,7,67,82,190,193,629,427,55,76,68,147,58,20,84,2108
LGA53290,0,0,0,0,7,5,9,31,4,5,0,7,9,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,3,6,12,101,29,4,3,5,12,6,0,0,175,0,0,0,0,0,0,8,14,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,13,0,3,5,0,5,6,0,0,33,9,51,168,88,78,41,80,24,0,12,0,5,5,0,28,584,0,0,6,4,5,5,6,6,0,0,0,0,0,0,0,29,0,0,0,0,0,4,4,0,0,0,0,0,3,3,0,15,0,3,25,6,17,16,36,31,3,3,7,22,10,0,8,192,33,91,242,174,219,168,367,202,28,43,30,83,34,11,64,1794
LGA53360,0,0,0,0,0,4,3,6,5,9,0,9,0,0,0,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,50,25,18,14,30,14,0,0,4,3,4,0,8,160,0,0,0,5,0,0,0,7,6,3,0,7,10,9,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,4,11,15,7,0,4,16,19,12,0,4,99,5,20,56,51,50,45,103,65,14,18,38,50,24,14,20,566
LGA53430,0,0,0,0,21,17,27,28,0,0,13,4,0,3,4,131,3,0,4,6,43,12,5,3,0,0,0,0,0,0,3,82,0,6,5,10,12,15,28,12,0,0,3,3,0,0,0,110,0,3,20,30,60,50,103,22,0,3,6,8,0,9,4,314,0,0,0,0,5,0,4,4,0,0,0,0,0,0,5,16,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,14,0,0,0,0,9,5,16,12,6,0,4,3,6,3,6,75,48,115,549,488,495,342,617,328,36,34,46,70,45,9,80,3305,0,6,18,23,32,47,47,59,13,13,20,12,13,13,5,318,0,0,0,10,8,4,3,9,0,3,0,0,5,0,4,37,5,26,223,199,174,194,336,208,42,49,44,78,45,12,33,1665,132,563,1185,1052,1264,1006,1706,1065,174,174,226,291,184,66,221,9313
LGA53570,0,0,0,0,0,0,28,18,3,0,3,8,0,0,0,66,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,12,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,19,20,13,0,0,60,0,0,0,0,0,3,8,0,0,0,4,0,3,0,0,18,9,41,136,83,71,30,103,31,0,3,6,0,0,0,26,548,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,7,4,3,5,0,0,0,0,0,0,4,32,0,9,21,14,16,6,24,13,0,0,13,34,3,86,16,256,24,75,206,174,157,86,243,119,13,12,62,85,27,89,64,1424
LGA53640,0,0,0,0,0,0,0,24,3,9,3,0,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,5,8,0,0,6,0,0,0,0,0,0,0,40,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,3,15,12,19,11,29,40,10,9,9,9,6,0,3,181
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,8,3,3,6,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,11,0,8,18,20,3,9,19,4,3,0,0,0,0,0,0,98
