LGA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA51710,0,0,0,8,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,4,0,9,0,15,9,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,10,16,0,0,43,0,0,0,4,4,0,0,0,0,9,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,12,76,12,3,0,0,0,100,12,25,16,98,43,27,26,4,0,256,83,200,127,588,263,210,178,32,4,1692
LGA51750,0,0,5,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,9,0,0,0,3,7,6,6,0,0,18,0,0,0,5,4,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6,25,16,21,11,14,7,106,0,17,21,27,23,15,15,4,0,132,0,13,40,78,47,50,34,11,13,271,0,3,0,8,0,5,12,7,3,39,0,0,0,6,0,0,0,0,0,6,0,0,4,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,6,3,13,19,26,15,11,12,3,5,108,0,3,3,7,4,0,0,0,0,21,0,0,0,3,4,10,3,4,0,32,0,0,3,10,7,12,12,0,0,43,4,38,35,129,64,57,38,29,12,397,13,42,77,140,59,60,63,69,56,578,426,1343,1583,2421,1475,1286,1196,1030,529,11284
LGA51820,3,27,20,150,14,13,9,0,0,241,0,0,0,11,17,11,0,0,0,44,21,280,523,1059,571,242,65,19,0,2780,0,4,9,99,57,49,85,16,4,322,0,0,3,6,5,10,3,0,0,24,0,49,75,330,213,274,222,122,39,1330,8,36,103,368,139,176,126,38,10,985,9,97,236,761,431,302,134,63,10,2043,0,19,30,133,75,35,42,18,3,349,7,6,4,148,7,12,7,3,0,189,4,36,49,161,65,32,24,0,0,377,0,0,0,13,14,6,0,6,0,42,10,51,43,177,62,55,37,16,0,448,0,20,20,98,67,46,21,7,0,278,3,5,11,67,46,53,39,14,7,251,0,23,65,207,99,67,30,7,3,507,19,190,301,1670,807,907,684,402,98,5075,210,439,488,1663,631,510,395,312,179,4821,7881,15090,13975,36463,15830,12939,9368,4740,1811,118091
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,6,6,37,6,17,7,6,0,109,37,88,49,147,53,111,63,33,11,593
LGA51890,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,0,0,0,24,4,4,3,0,0,42,0,0,0,0,0,0,4,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,12,4,0,29,0,0,0,5,0,3,0,0,0,6,0,6,4,16,14,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,13,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,8,3,6,0,17,0,0,0,6,0,4,5,0,0,16,0,0,0,8,4,12,12,0,3,41,31,72,77,150,90,91,89,55,24,679,472,1098,947,1901,1120,1301,1220,568,183,8812
LGA51960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,6,11,11,6,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,4,0,0,0,28,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,4,0,0,0,9,9,12,3,0,0,45,48,97,109,245,133,108,54,20,6,817,243,451,412,928,533,513,297,86,14,3478
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,4,11,26,18,29,25,15,6,140,61,71,60,189,107,220,215,103,23,1055
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,3,0,0,8,3,0,5,4,12,7,14,4,3,58,60,111,84,222,110,147,156,75,42,1007
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,8,3,7,9,17,16,4,5,68,0,12,8,8,3,4,4,3,0,39,0,3,6,40,29,21,24,9,6,133,0,0,0,3,0,0,3,0,0,9,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,5,28,20,29,19,16,11,8,0,124,0,0,0,0,3,0,0,0,0,10,0,0,0,8,0,3,9,6,0,23,0,0,0,7,5,6,4,3,0,33,3,12,7,61,27,42,26,18,4,199,8,12,24,110,22,49,29,42,44,349,352,891,1014,1749,1094,1113,959,577,219,7970
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,6,0,0,0,4,0,0,0,4,0,6,4,18,9,23,15,19,16,14,0,122,66,151,87,225,159,178,134,85,15,1100
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,12,10,18,12,13,13,6,0,84,29,111,72,151,142,166,151,61,12,902
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,7,3,0,4,8,3,4,6,0,0,29,3,4,19,51,31,35,58,11,0,215
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,24,6,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,10,9,32,14,11,20,0,3,101,84,179,201,309,136,154,151,64,27,1302
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,50,16,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,13,19,28,13,59,25,31,20,14,6,214,108,192,118,386,155,204,118,63,36,1379
LGA52590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,10,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,5,0,3,0,0,0,0,0,9,0,0,0,10,3,6,11,8,6,44,6,15,27,110,46,57,62,35,12,372,162,309,224,732,413,589,599,265,65,3355
LGA52660,0,3,0,7,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,6,0,12,18,38,25,8,6,0,0,117,0,0,0,12,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,23,15,15,3,78,0,0,7,7,0,11,5,0,0,27,0,12,24,61,61,31,8,9,6,211,0,0,0,4,3,5,0,0,0,7,0,0,0,19,0,0,0,0,0,16,0,0,0,15,8,0,0,0,0,26,0,0,0,4,0,0,0,0,0,0,0,3,3,10,7,13,10,0,0,40,0,0,0,13,0,4,3,0,0,20,0,0,0,5,0,8,8,5,0,27,0,4,14,24,21,6,3,0,0,72,0,9,9,38,25,25,13,12,6,143,22,74,49,194,122,120,85,95,79,838,954,2041,1526,3772,1851,1805,1489,900,347,14686
LGA52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,14,0,0,0,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,19,9,3,54,0,0,0,0,0,0,0,0,0,6,0,6,3,14,13,17,9,10,3,78,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,7,13,18,7,4,0,47,0,0,0,6,0,0,0,0,0,13,0,0,0,4,3,3,7,5,0,27,0,0,0,0,5,9,19,3,0,34,0,0,0,14,13,20,36,11,8,104,27,72,44,123,99,105,91,55,19,631,306,779,522,1080,833,1055,1042,542,155,6310
LGA52800,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,6,0,19,3,0,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,6,0,0,16,0,0,3,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,13,0,5,4,30,11,10,5,0,0,61,66,157,156,328,127,138,79,21,4,1084,544,1069,1036,2226,858,781,421,119,29,7075
LGA52870,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,6,0,0,6,14,6,0,3,0,0,29,0,0,0,0,0,0,8,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,12,8,11,0,47,0,0,0,0,0,0,6,0,0,4,0,0,6,10,20,13,3,6,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,26,0,0,0,0,0,26,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,13,0,0,3,7,0,3,0,0,0,18,0,0,0,4,3,0,0,0,0,15,0,0,0,0,0,4,8,0,0,19,0,4,4,19,10,16,19,9,0,68,11,36,38,83,71,69,69,45,7,423,308,718,537,1181,847,1009,978,460,127,6155
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,6,8,7,13,11,10,7,3,0,67,46,103,60,139,90,84,126,45,10,715
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,16,8,24,19,13,18,11,0,121,48,91,39,168,89,102,96,44,0,681
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,4,0,0,7,6,10,13,33,26,30,11,7,0,140,34,46,62,149,109,133,95,49,3,677
LGA53150,0,0,0,0,6,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,0,4,0,6,4,5,3,0,0,17,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,6,18,12,20,19,9,0,84,0,3,3,0,7,3,0,0,0,21,0,0,5,27,17,7,3,0,0,64,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,15,4,14,5,7,10,4,0,66,0,0,0,0,0,0,0,0,0,5,0,8,0,10,0,9,12,0,0,39,0,0,0,4,5,12,0,0,0,21,0,12,11,69,31,28,23,15,16,201,10,32,13,93,32,31,27,35,68,353,368,1006,912,1644,1198,1081,876,471,254,7819
LGA53220,0,0,4,10,0,0,0,0,0,9,0,3,10,7,7,4,0,0,0,27,6,9,23,107,59,24,3,0,0,228,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,12,7,10,0,0,0,31,0,0,0,9,5,0,0,0,0,19,3,4,15,44,18,15,5,0,0,100,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,7,29,17,3,0,0,0,63,0,0,0,3,0,0,0,0,0,7,0,0,0,4,3,0,0,0,0,11,0,0,0,8,0,0,0,0,0,14,0,0,0,5,0,3,0,0,0,12,0,3,7,30,17,7,0,0,0,70,3,9,15,134,37,27,9,0,0,234,41,121,197,1184,415,286,45,7,3,2301,560,1017,1026,4348,1476,1035,251,44,13,9760
LGA53290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,5,37,16,15,4,0,0,80,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,15,11,19,0,75,0,0,0,3,5,5,0,0,0,15,0,12,28,62,32,29,10,6,0,175,0,4,0,14,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,3,6,12,4,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,3,7,0,0,29,0,0,0,13,0,0,0,0,0,15,0,0,0,5,0,3,0,0,0,12,0,0,6,18,6,7,4,0,0,40,0,5,6,33,15,19,12,9,6,123,70,227,152,356,229,211,165,128,28,1560,811,1907,1488,3196,1899,1894,1486,918,284,13883
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,8,4,0,0,0,27,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,25,12,6,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,50,3,7,3,5,0,72,17,25,32,112,41,41,31,9,3,315,188,372,323,1037,425,379,244,101,16,3085
LGA53430,0,0,0,0,0,0,0,0,0,6,0,0,0,4,10,9,0,0,0,26,0,12,24,40,25,14,11,0,4,131,0,0,0,22,10,12,25,9,5,82,0,0,0,7,0,0,0,0,0,6,0,8,11,87,44,86,75,45,16,378,0,10,14,32,16,14,20,0,0,110,0,10,26,106,63,50,33,18,10,314,0,0,0,10,5,4,0,0,0,16,0,0,0,15,0,0,4,0,0,14,0,7,10,33,14,4,8,0,0,75,0,0,0,4,4,3,0,0,0,15,4,19,25,135,34,43,40,13,3,318,0,0,0,12,16,3,9,0,0,37,0,0,3,27,19,22,18,10,3,101,0,0,0,31,15,21,12,7,0,88,4,32,69,394,189,190,172,110,45,1219,64,131,181,619,279,232,184,119,93,1910,1691,2890,3203,9030,4338,4423,3573,1936,849,31930
LGA53570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,26,6,5,0,3,0,66,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,9,0,0,4,4,6,15,16,10,0,57,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,7,9,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,58,0,0,0,0,0,60,0,0,0,10,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,14,0,0,0,10,7,7,3,0,0,32,0,0,0,3,3,0,3,0,0,14,0,0,3,6,12,4,0,0,0,20,0,0,19,115,16,11,26,14,0,205,19,33,33,94,90,75,97,54,8,523,245,551,462,1151,782,898,928,462,88,5576
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,28,10,4,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,9,8,19,10,36,10,15,12,0,0,111,103,158,98,328,150,181,143,34,8,1215
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,0,3,4,0,10,5,8,15,20,19,22,24,13,3,121,46,120,76,187,122,153,158,68,24,955
