LGA_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
LGA51470,0,0,0,0,0,0,0,0,0,0,0,4,20,25,19,26,8,0,0,106,0,3,6,13,14,21,7,0,0,63,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,4,0,0,0,18,0,3,6,0,0,6,4,0,0,16,0,0,8,0,0,3,4,0,0,18,0,4,0,0,0,3,0,0,0,7,0,0,0,3,6,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,9,7,7,4,0,0,25,0,0,6,7,9,4,0,0,0,20,0,0,4,4,3,7,5,0,0,17,0,0,0,0,0,0,0,0,0,0
LGA51540,0,4,9,11,8,9,5,0,0,41,52,90,224,220,238,231,74,7,0,1129,11,14,62,71,101,83,59,9,0,410,6,3,21,28,31,19,8,0,0,114,4,9,5,10,8,4,3,0,0,38,0,0,11,3,8,9,0,0,0,40,7,18,20,21,36,26,14,0,0,145,0,0,3,4,3,3,4,0,0,18,29,22,32,41,35,46,12,0,0,209,6,25,41,33,28,35,3,0,0,179,0,12,25,16,22,29,9,0,0,119,0,0,0,0,0,0,0,0,0,5,0,0,3,0,6,0,0,0,0,17,3,4,3,4,0,3,0,0,0,13,0,3,7,4,8,6,3,0,0,42,0,10,34,16,30,19,4,0,0,111,7,8,44,50,34,30,9,0,0,185,5,14,40,40,51,33,8,0,0,188,3,11,53,32,54,65,18,0,0,253,0,0,6,8,6,5,0,0,0,19
LGA51610,0,0,0,0,4,3,0,0,0,7,21,19,49,68,92,71,26,7,0,352,8,3,15,29,27,35,20,11,0,136,0,4,8,14,15,6,3,0,0,49,4,0,6,9,4,5,0,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,8,22,16,16,4,0,0,66,0,0,3,3,8,3,0,0,0,21,11,12,9,6,9,8,0,0,0,52,7,3,0,8,3,0,3,0,0,24,3,4,4,6,16,15,6,0,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,0,7,5,5,0,4,0,0,30,0,0,0,3,6,4,0,0,0,21,0,0,6,4,8,15,4,0,0,38,0,0,14,23,19,15,5,0,0,73,0,0,10,12,27,18,9,0,0,79,0,0,0,0,0,0,0,0,0,6
LGA51680,9,4,4,13,16,11,3,7,0,58,103,84,181,265,361,290,57,9,0,1347,11,11,31,30,51,58,38,18,5,249,6,15,52,81,104,57,7,0,0,316,12,16,24,28,38,40,9,0,0,169,0,0,0,4,10,18,0,0,0,41,19,23,60,79,87,83,18,0,0,375,5,10,17,15,31,21,4,0,0,100,45,36,18,20,39,39,11,0,0,201,26,9,12,8,16,14,3,0,0,92,0,6,7,20,45,48,8,0,0,136,0,0,4,5,4,0,0,0,0,6,0,0,6,11,11,10,3,0,0,42,0,0,0,8,11,11,0,0,0,29,4,6,18,30,35,28,5,0,0,128,9,5,4,11,21,14,8,0,0,68,4,9,13,33,62,57,3,3,0,179,4,10,24,40,69,53,8,0,0,208,3,12,37,46,78,61,10,5,0,248,10,9,5,8,9,7,0,0,0,42
LGA51710,0,0,0,0,0,7,0,0,0,14,22,15,62,86,82,59,22,0,0,345,0,0,0,0,0,0,0,0,0,0,3,0,11,18,30,15,9,0,0,93,0,0,0,0,0,4,0,0,0,3,0,0,3,5,0,4,5,0,0,24,3,6,20,7,14,13,3,0,0,66,0,0,4,0,0,0,0,0,0,7,0,0,5,6,10,0,0,0,0,21,5,0,4,6,6,6,9,0,0,31,0,0,10,7,6,7,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,7,3,0,0,12,4,0,8,14,13,12,5,0,0,59,0,9,44,64,54,34,18,0,0,225,0,0,17,8,17,3,7,0,0,55,0,0,7,6,5,7,0,0,0,25,12,4,5,3,0,3,0,0,0,34
LGA51750,6,14,17,16,15,4,7,9,0,92,163,295,495,473,607,430,159,45,0,2674,6,4,7,7,6,9,9,4,0,53,0,3,95,96,108,59,16,5,0,383,7,12,17,19,30,19,13,3,0,126,0,0,9,11,16,7,0,0,0,41,9,18,58,48,58,51,14,6,0,264,4,10,13,16,34,11,6,6,0,92,83,86,57,39,65,55,26,8,0,413,94,82,48,24,24,18,10,0,0,308,3,12,12,16,33,22,0,0,0,103,0,0,13,10,5,9,6,0,0,49,0,11,30,51,47,42,24,6,0,208,5,7,27,32,42,16,19,5,0,149,9,77,174,170,193,140,67,26,4,850,11,14,23,22,27,23,11,3,0,120,0,11,48,49,57,40,24,4,0,241,33,58,90,105,130,116,37,8,0,580,14,74,198,153,204,177,90,15,0,929,19,26,32,16,22,13,3,0,0,128
LGA51820,61,114,283,274,216,148,45,3,6,1141,1739,2930,7179,7268,6237,4253,913,66,7,30605,12,28,61,98,95,61,35,14,0,406,25,201,1021,1120,824,459,83,0,0,3736,149,326,860,1055,1076,718,139,14,0,4344,23,31,159,197,168,118,24,3,0,715,173,454,1487,1587,1155,813,180,6,0,5855,48,122,345,448,423,313,66,8,0,1774,853,980,1074,872,825,699,176,17,0,5498,1133,687,679,497,343,210,62,0,0,3617,61,182,589,639,730,607,171,8,0,2985,18,36,99,98,84,44,10,0,0,396,12,58,347,463,313,151,43,3,0,1386,11,61,184,193,175,107,58,3,0,800,35,306,1212,1408,790,411,113,13,0,4296,50,162,392,381,391,323,81,11,0,1788,32,195,884,998,829,604,134,19,0,3686,122,363,1235,1421,1457,949,260,12,0,5817,139,815,2316,2183,1853,1449,314,18,0,9087,153,137,222,213,148,90,22,4,0,988
LGA51860,0,4,0,0,0,6,0,0,0,8,4,14,23,24,18,22,3,0,0,112,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,6,0,0,0,10,0,7,0,0,0,23,0,0,0,0,5,0,0,0,0,5,0,0,5,3,0,0,0,0,0,19,5,0,9,4,3,0,0,0,0,27,0,3,7,3,6,12,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,14,0,5,4,7,4,10,0,0,0,37,0,0,10,5,3,14,0,0,0,29,0,0,0,7,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,6
LGA51890,4,5,5,15,21,3,0,0,0,56,115,121,273,332,397,294,62,7,0,1608,0,0,5,4,9,10,11,4,4,52,12,55,120,119,149,131,17,0,0,608,12,25,52,66,63,29,5,0,0,242,9,27,31,58,55,40,6,0,0,223,23,20,61,45,45,51,8,0,0,252,0,0,6,12,3,0,0,0,0,29,45,32,43,50,66,65,13,0,0,302,85,30,52,34,29,29,8,0,0,266,0,9,6,20,23,31,15,0,0,98,0,0,0,0,0,0,0,0,0,8,0,6,5,10,4,5,0,0,0,29,0,0,6,4,4,0,0,0,0,17,4,10,19,13,12,11,5,0,0,61,3,7,22,21,17,21,3,3,0,99,3,8,16,27,55,44,13,0,0,163,4,12,45,66,83,61,11,4,0,283,8,11,61,90,77,85,25,5,0,352,0,4,4,0,4,6,3,0,0,24
LGA51960,0,0,8,0,11,5,0,0,0,26,35,52,85,121,147,100,26,0,0,566,0,0,0,0,7,0,0,0,0,7,17,43,132,130,155,108,16,0,0,598,3,11,8,12,18,8,4,0,0,58,0,0,0,0,0,0,0,0,0,5,0,3,4,7,16,14,5,0,0,55,0,4,6,5,5,0,0,0,0,18,19,4,3,18,21,17,7,0,0,92,18,6,12,12,6,7,5,0,0,61,6,0,8,10,8,21,8,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,6,0,0,0,0,21,0,3,3,3,3,0,0,0,0,19,0,0,7,4,4,4,4,0,0,23,3,4,14,11,27,21,3,0,0,86,0,3,23,17,21,28,8,0,0,100,0,7,15,9,22,11,8,0,0,63,0,0,0,4,0,0,0,0,0,3
LGA52030,0,0,0,0,0,3,3,0,0,9,3,4,31,34,32,44,35,4,0,189,0,10,23,28,20,41,22,11,0,148,0,0,3,0,8,11,12,0,0,34,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,17,0,0,0,32,0,3,0,3,3,0,0,0,0,16,0,0,8,0,8,9,0,0,0,17,0,3,7,3,5,9,4,0,0,27,0,0,0,0,7,3,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,8,0,0,3,3,10,10,0,0,0,32,0,0,9,4,5,5,4,0,0,27,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,0,0,0,0,6,3,16,41,51,38,47,25,3,0,233,3,13,31,32,34,46,33,4,0,197,6,0,0,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,3,5,0,5,3,0,0,21,3,3,12,3,8,9,5,0,0,35,9,6,7,4,4,10,0,0,0,38,6,0,12,0,4,0,0,0,0,20,0,0,4,5,3,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,6,5,7,6,5,3,0,0,34,0,0,6,10,3,8,3,0,0,35,0,0,4,13,5,12,0,0,0,37,0,0,0,0,0,0,0,0,0,0
LGA52170,4,10,13,11,24,6,7,5,0,76,125,195,381,313,442,345,126,23,0,1954,3,6,11,12,3,12,23,5,0,75,0,15,71,64,77,44,17,0,0,280,3,11,19,23,19,26,16,5,0,126,0,4,6,4,6,12,5,0,0,31,11,16,37,51,38,38,17,4,0,203,0,4,4,10,22,15,4,3,0,58,52,60,23,37,54,32,16,0,0,277,82,59,36,17,19,12,3,0,0,223,4,10,16,13,21,16,9,0,0,85,0,0,10,5,9,3,10,0,0,47,3,3,40,41,61,48,28,0,0,222,6,9,21,36,41,41,20,11,0,183,8,35,107,120,147,118,69,11,0,613,7,7,16,13,13,15,3,0,0,70,0,4,34,21,37,38,10,0,0,150,26,26,60,31,79,97,32,3,0,361,8,51,155,120,172,177,64,8,0,745,14,10,23,16,10,8,7,0,0,81
LGA52240,0,0,4,0,3,0,0,0,0,10,9,11,26,55,49,42,25,5,0,227,8,14,34,54,53,65,50,10,5,286,0,0,0,0,3,0,0,0,0,9,0,3,10,4,15,9,0,0,0,37,0,0,0,0,0,0,0,0,0,5,0,4,0,3,3,9,0,0,0,20,0,0,0,6,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,11,0,3,0,6,0,3,0,0,0,13,0,0,3,6,3,9,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,5,7,7,0,0,0,21,0,0,5,9,8,7,0,0,0,33,0,0,0,3,6,6,0,0,0,15,0,5,0,0,0,0,0,0,0,3
LGA52310,0,0,0,0,0,0,0,0,0,10,4,18,22,23,47,47,20,5,0,197,0,8,21,15,33,18,17,10,0,122,0,3,0,9,0,5,0,0,0,11,0,4,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,0,0,0,20,0,3,0,0,0,6,0,0,0,11,4,7,0,9,7,9,5,0,0,39,3,0,0,5,7,5,5,0,0,21,0,0,3,3,5,10,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,4,10,8,0,0,0,26,0,0,6,6,15,10,0,0,0,39,0,4,0,4,12,21,4,0,0,46,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,4,0,6,3,3,0,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,8,19,3,14,4,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,12,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA52450,0,4,3,0,0,3,0,0,0,6,13,15,40,61,49,39,19,4,0,239,16,8,28,33,28,29,17,3,0,163,0,0,5,9,0,6,5,0,0,27,3,5,15,11,6,6,5,0,0,52,0,3,0,0,4,7,0,0,0,11,0,6,4,3,0,12,4,0,0,30,0,0,6,5,5,0,3,0,0,28,7,3,7,6,3,3,3,0,0,34,7,0,3,0,3,0,0,0,0,18,0,0,3,5,10,4,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,7,0,3,6,5,6,4,6,3,0,34,0,5,15,25,18,9,6,0,0,76,0,0,6,10,12,5,0,0,0,34,0,0,0,0,0,0,0,0,0,3
LGA52520,0,3,0,0,3,0,0,0,0,12,8,21,60,62,50,54,18,5,0,281,5,12,38,45,37,56,32,9,3,239,0,0,6,7,3,0,0,0,0,16,5,12,20,31,9,10,4,0,0,82,0,0,0,0,0,0,0,0,0,5,0,6,4,4,0,6,0,0,0,17,0,5,6,0,4,4,0,0,0,24,3,0,0,5,6,14,0,0,0,30,0,0,6,3,3,0,0,0,0,22,0,0,6,3,4,8,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,4,8,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,8,0,4,0,6,6,8,0,0,0,25,0,6,17,9,14,5,6,0,0,53,0,0,6,12,8,10,0,0,0,40,0,0,0,0,0,0,0,0,0,3
LGA52590,0,0,3,5,10,5,3,0,0,26,29,33,127,134,141,187,64,10,0,730,6,13,60,58,48,62,50,16,3,317,0,6,16,35,40,42,9,0,0,150,6,6,11,8,4,14,3,0,0,46,0,0,4,6,4,5,0,0,0,22,7,10,20,23,46,35,19,0,0,149,0,0,3,6,9,4,0,0,0,23,13,13,17,7,25,30,7,0,0,118,14,4,35,23,18,38,11,0,0,138,0,0,9,6,11,18,10,4,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,15,0,0,0,3,0,8,4,4,0,21,0,4,0,5,6,8,7,0,0,33,5,3,8,5,10,14,0,0,0,42,0,5,16,16,25,33,8,0,0,101,0,0,21,25,19,26,12,0,0,113,0,3,22,17,21,19,3,3,0,90,0,0,0,0,10,5,0,0,0,20
LGA52660,7,10,19,25,19,14,5,3,0,99,234,248,659,767,736,536,105,19,0,3314,12,10,27,37,44,49,41,15,3,237,3,37,130,169,127,102,16,0,0,592,31,63,169,188,159,105,17,0,0,728,0,7,38,29,39,40,9,0,0,161,32,67,184,189,158,115,24,10,0,776,6,8,26,30,44,27,0,0,0,143,108,87,155,124,117,110,14,4,0,723,177,45,65,45,44,26,4,0,0,410,5,14,58,53,82,86,26,0,0,322,6,3,4,8,6,4,10,0,0,40,0,0,21,26,22,13,0,0,0,85,8,9,21,17,23,15,3,0,0,102,6,16,44,62,44,37,16,0,0,227,4,14,22,40,27,26,13,0,0,153,0,16,66,71,81,69,15,0,0,325,0,20,78,123,150,110,25,0,0,504,19,60,167,240,202,163,31,0,0,883,9,4,14,12,5,6,0,0,0,60
LGA52730,5,0,7,9,16,10,6,3,0,56,67,43,148,280,324,294,100,15,0,1284,12,3,11,23,47,66,58,26,4,243,0,8,18,30,35,36,6,0,0,123,13,11,22,44,36,23,11,0,0,152,0,0,0,8,0,4,0,0,0,13,13,17,47,61,41,56,13,3,0,253,3,0,3,10,7,6,0,0,0,30,51,5,20,21,53,32,21,0,0,215,45,22,33,43,29,47,13,0,0,226,4,0,3,12,13,29,11,0,0,74,0,0,0,8,0,0,4,0,0,15,0,0,0,7,9,6,0,0,0,29,0,0,0,4,6,8,6,0,0,27,0,3,8,30,34,30,16,3,0,135,0,3,10,15,20,27,10,0,0,92,0,0,12,31,49,48,6,4,0,147,0,4,24,66,88,77,20,3,0,286,3,0,41,59,96,88,30,3,0,314,0,0,0,9,4,12,8,0,0,38
LGA52800,0,8,13,0,10,4,0,0,0,35,35,83,279,191,181,167,57,3,0,1008,13,24,31,9,16,11,8,3,0,108,0,3,13,16,21,4,0,0,0,53,0,0,3,5,0,5,0,0,0,8,0,0,0,10,0,3,4,0,0,22,4,5,25,10,18,33,11,0,0,107,0,0,5,4,4,0,0,0,0,10,19,10,31,18,19,18,10,0,0,119,0,6,27,12,16,22,6,0,0,94,3,8,12,12,13,12,17,0,0,75,0,0,0,5,0,0,0,0,0,6,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,7,0,0,0,8,0,0,4,0,4,8,3,0,0,25,3,3,9,16,6,14,3,0,0,51,3,8,62,60,50,58,15,0,0,250,7,43,119,84,74,54,28,0,0,414,6,21,103,78,76,75,26,0,0,379,4,7,25,11,7,7,6,0,0,70
LGA52870,6,0,7,9,13,8,4,3,0,50,73,56,162,266,322,311,91,18,0,1308,11,14,38,62,59,94,70,26,0,376,0,16,53,56,96,48,12,0,0,287,8,13,15,39,25,28,9,0,0,142,0,0,0,10,20,8,0,0,0,46,19,21,41,57,44,61,19,0,0,252,7,0,4,10,13,9,11,3,0,55,36,18,32,41,50,34,7,0,0,214,43,10,11,24,24,24,7,0,0,143,0,7,13,19,37,29,15,0,0,115,0,5,0,0,4,0,0,0,0,11,0,0,0,8,3,5,0,0,0,16,0,0,6,5,10,0,4,0,0,33,7,0,4,23,17,12,13,0,0,81,4,12,23,21,9,25,9,0,0,103,0,0,17,29,43,47,11,0,0,147,0,8,12,38,67,58,14,0,0,202,7,13,31,53,77,98,26,0,0,311,0,0,3,7,6,0,0,0,0,22
LGA52940,0,0,0,0,0,6,0,0,0,0,0,9,18,39,27,29,22,3,4,139,0,13,15,31,30,27,18,7,0,140,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,15,0,4,0,6,3,0,0,0,0,10,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,4,0,0,0,6,0,0,6,0,5,3,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,6,6,8,6,0,0,0,24,0,0,4,15,11,4,0,0,0,32,0,0,0,8,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,3,0,0,0,0,7,0,4,26,28,32,34,8,0,0,137,0,4,29,37,27,44,15,4,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,5,4,0,0,0,0,0,12,0,0,0,5,6,3,0,0,0,13,0,0,3,0,0,0,0,0,0,10,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,4,11,3,0,0,0,26,0,0,0,5,6,6,6,0,0,23,0,0,8,6,4,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,6,0,5,0,0,0,0,13,5,9,28,22,24,36,5,0,0,128,0,0,0,0,6,0,0,0,0,12,0,3,8,4,12,10,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,11,4,6,4,10,0,0,0,33,3,0,16,3,7,17,3,0,0,50,0,0,0,0,0,0,4,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,7,4,10,3,0,0,33,0,0,5,4,4,5,0,0,0,18,0,0,0,6,0,8,0,0,0,21,0,0,0,0,0,0,0,0,0,0
LGA53150,5,6,7,15,17,11,3,3,0,63,144,161,308,412,504,414,112,13,0,2060,0,4,6,3,4,10,5,0,0,24,0,9,54,65,74,48,10,0,0,258,15,14,18,26,34,34,3,7,0,153,0,6,0,11,5,6,0,0,0,29,13,13,40,61,59,54,13,5,0,258,0,4,8,10,35,15,3,0,0,81,61,42,35,34,38,44,22,8,0,282,89,55,36,25,31,23,5,0,0,264,0,11,10,25,26,27,6,0,0,109,0,4,8,9,14,12,9,0,0,53,0,6,16,28,38,24,7,4,0,117,0,7,6,22,31,19,11,4,0,98,0,22,68,110,149,81,28,3,0,468,0,8,12,15,16,15,8,0,0,71,0,17,38,42,67,59,11,4,0,241,18,21,54,79,123,141,47,8,0,488,11,34,124,138,168,156,35,3,0,671,12,8,16,17,15,17,7,0,0,96
