LGA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
LGA51540,64,159,146,1237,35,1652,0,24,8,742,12,792,55,3,8,8,3,74,73,13,0,33,0,122,33,10,13,24,0,81,350,115,128,791,33,1420,54,0,8,0,0,63,23,0,4,3,0,32,45,6,15,56,0,118,4,0,0,4,0,13,3,0,0,0,0,8,19,0,0,3,0,23,65,22,23,222,6,331,73,14,12,99,3,205,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,21,3,0,4,0,23,21,3,0,3,0,33,7,0,0,7,0,12,0,0,0,5,0,4,3,0,0,0,0,0,69,29,20,200,0,315,3,0,0,0,0,3,12,3,6,0,0,21,8,0,0,3,0,19,0,0,0,0,0,0,123,0,9,0,0,139,15,4,0,4,0,25,349,23,41,51,3,472,31,0,6,20,857,913,1284,273,257,2502,937,5251
LGA51610,7,48,41,556,0,650,0,4,0,66,0,75,3,0,0,3,0,6,0,0,0,3,0,7,5,0,3,8,0,24,144,53,33,415,7,646,0,0,0,0,0,4,0,0,0,0,0,5,22,3,13,38,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,3,0,96,0,135,8,8,0,28,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,12,8,0,0,0,0,8,0,0,4,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,28,3,7,94,0,134,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,9,35,4,3,13,0,57,0,0,0,10,200,208,249,75,54,964,209,1556
LGA51680,78,278,256,1767,42,2426,0,5,8,146,0,159,37,0,5,6,0,46,15,6,7,17,0,37,71,28,14,26,0,144,1050,272,278,1208,50,2856,18,0,4,0,0,29,8,0,0,3,0,17,55,14,11,108,0,185,9,5,0,10,0,18,0,0,0,0,0,4,33,0,0,0,0,35,142,33,30,303,13,529,40,20,18,79,6,162,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,7,6,4,0,4,0,15,19,4,5,0,0,25,43,12,5,0,0,66,17,5,10,9,0,34,8,0,3,0,0,10,3,0,0,0,0,3,211,63,45,272,7,597,6,0,0,0,0,10,53,0,0,0,0,60,3,5,0,6,0,8,3,0,0,0,0,3,3,0,0,0,0,6,25,0,4,11,0,46,179,36,40,28,9,289,7,0,0,19,410,441,1707,448,424,2840,515,5930
LGA51710,16,44,40,188,0,288,0,0,0,7,0,8,331,13,10,15,0,376,0,0,0,3,0,5,8,3,4,9,0,14,67,15,27,102,3,212,23,0,4,0,0,27,0,0,0,0,0,4,6,0,3,16,0,28,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,24,13,3,5,32,0,56,4,4,0,8,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,3,0,5,6,0,9,4,0,0,3,0,6,0,0,3,0,0,3,0,0,0,0,0,0,11,3,5,32,0,47,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,4,0,4,238,61,61,52,4,409,8,0,0,0,442,453,695,104,119,323,446,1692
LGA51750,88,535,493,2272,31,3416,0,17,6,66,0,81,630,22,33,31,5,719,35,11,5,45,0,102,130,27,30,52,0,239,1628,539,416,2362,29,4980,22,0,10,3,0,39,79,9,15,26,0,126,168,36,24,191,0,419,33,15,0,47,0,94,10,3,4,4,0,23,143,6,17,3,0,176,401,119,71,812,8,1403,142,60,27,182,0,413,21,0,4,3,0,20,3,0,0,10,0,15,10,5,4,10,0,25,3,7,0,3,0,15,12,0,0,0,0,15,51,12,19,13,0,94,72,11,12,20,0,119,25,10,0,0,0,37,0,0,0,0,0,0,426,165,75,761,9,1426,27,7,0,4,0,39,132,9,20,4,0,162,38,0,6,7,0,48,29,3,0,0,0,38,26,0,3,0,0,27,70,4,9,30,0,110,821,95,142,116,5,1185,13,4,0,32,519,571,4111,990,821,4776,589,11284
LGA51820,1610,5360,4553,22102,240,33865,21,139,105,1882,35,2180,5870,125,225,142,29,6388,1933,430,183,957,31,3533,1006,278,231,606,14,2133,14546,4682,3917,17551,298,40986,3066,20,177,37,6,3301,609,68,72,117,8,864,1333,307,237,1328,23,3223,142,75,39,174,3,433,142,28,23,42,0,237,3098,131,85,90,6,3406,3474,791,697,4493,35,9489,4139,1359,693,4137,68,10389,507,5,20,8,0,541,123,19,13,28,0,187,78,21,8,65,4,178,140,32,23,101,0,296,1037,178,68,49,8,1337,764,306,188,97,3,1365,628,108,98,224,3,1054,301,13,29,36,0,385,136,13,10,0,0,165,3886,1070,788,4371,44,10155,930,47,38,56,5,1073,1415,160,146,58,4,1776,608,51,37,128,0,829,252,26,11,18,0,300,365,18,42,8,4,430,557,115,85,219,3,971,12569,1286,1354,1539,116,16864,595,65,38,283,4550,5525,53612,9969,8011,41168,5328,118091
LGA51860,0,12,7,126,0,147,0,0,0,0,0,0,3,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,30,3,60,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,20,254,0,325,0,6,0,10,89,103,41,54,25,388,90,593
LGA51890,62,363,286,3028,45,3780,0,16,9,333,12,367,26,4,0,9,0,34,6,4,0,4,0,16,57,20,9,37,0,128,694,377,289,2575,61,3996,49,0,6,0,0,58,12,0,0,16,0,29,79,36,11,190,4,320,4,0,0,5,0,8,4,0,0,0,0,7,17,8,5,10,0,33,110,60,40,464,6,681,99,66,8,300,4,479,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,80,19,13,3,0,109,38,18,15,16,0,83,75,10,6,55,0,146,4,4,0,3,0,12,0,0,0,0,0,0,139,86,61,573,5,861,0,0,0,0,0,4,40,0,7,4,0,51,6,0,0,8,0,13,0,0,0,0,0,0,4,0,0,0,0,9,45,15,11,50,0,120,156,40,18,51,0,265,11,4,6,68,651,741,1397,676,456,5523,755,8812
LGA51960,27,110,105,888,30,1156,4,17,6,273,11,308,8,0,3,0,0,9,0,3,0,0,0,10,12,4,5,11,0,31,293,75,83,564,33,1052,48,0,10,0,6,61,7,3,0,0,0,7,20,6,13,87,0,127,5,4,0,0,0,5,5,0,0,6,0,4,5,3,0,0,0,13,58,19,8,135,4,222,11,4,3,31,0,51,6,0,0,0,0,6,0,0,0,0,0,5,4,0,0,0,0,9,0,0,0,6,0,5,144,15,16,4,0,184,43,9,8,0,0,64,14,0,0,3,0,19,7,0,0,0,0,10,7,0,0,0,0,7,82,20,25,141,0,271,4,0,0,0,0,4,16,0,0,0,0,13,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,12,3,3,10,0,22,100,10,10,38,5,168,13,0,0,23,755,792,712,185,169,1582,833,3478
LGA52030,8,34,33,346,4,432,5,0,3,30,0,31,5,0,0,5,0,8,0,0,0,0,0,0,11,0,0,6,0,16,78,42,34,319,9,473,0,0,0,0,0,0,0,0,0,3,0,4,8,4,4,22,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,7,57,0,79,7,0,0,23,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,7,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,13,9,69,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,18,0,0,8,0,34,0,0,0,5,127,131,142,67,55,653,137,1055
LGA52100,6,33,28,421,11,507,0,0,0,25,0,25,4,0,0,0,0,4,0,0,0,0,0,5,11,5,5,7,0,18,70,43,20,309,8,448,3,0,0,0,0,8,0,0,0,4,0,6,6,0,0,17,0,26,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,12,6,4,52,0,73,8,0,0,13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,5,0,5,0,0,10,5,4,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,23,3,4,67,0,97,0,0,0,0,0,0,8,0,0,0,0,4,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,0,15,13,8,4,4,0,24,0,0,0,9,51,61,136,58,37,696,71,1007
LGA52170,70,408,343,1789,19,2634,0,8,0,30,0,32,101,12,16,9,0,138,21,14,14,41,0,92,64,29,15,42,0,149,1041,460,323,2034,16,3880,4,0,0,0,0,4,69,12,6,30,0,112,87,33,16,133,5,277,28,14,8,57,0,111,13,0,0,4,0,22,56,9,7,5,0,76,328,85,45,644,10,1111,137,65,28,191,4,418,5,5,5,0,0,12,9,0,5,9,0,15,9,0,0,3,0,13,8,4,0,0,0,14,6,0,6,0,0,16,38,8,9,3,0,57,51,12,3,15,0,80,9,0,0,5,0,15,0,0,0,0,0,0,296,108,91,619,3,1119,8,0,3,0,0,19,68,12,12,4,0,98,23,0,0,4,0,37,13,11,0,0,0,23,9,0,0,0,0,9,57,7,5,23,0,99,352,83,98,96,7,629,13,12,7,19,329,371,2216,823,622,3933,369,7970
LGA52240,12,46,48,339,12,455,0,0,0,18,3,20,4,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,17,135,40,42,308,0,526,13,0,0,0,0,13,3,0,0,0,0,4,6,3,0,17,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3,9,43,0,69,9,0,0,16,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,16,3,0,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,4,7,54,0,89,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,6,0,0,0,0,6,6,3,3,0,0,18,21,0,11,14,0,40,0,0,0,9,104,116,226,67,75,607,123,1100
LGA52310,3,29,22,299,5,360,0,0,0,10,0,10,5,0,0,0,0,5,0,0,0,0,0,3,10,0,0,0,0,12,94,49,31,278,4,454,9,0,0,0,0,5,3,0,0,0,0,3,13,0,0,26,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,64,0,94,3,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,4,11,70,0,111,4,0,0,0,0,4,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,9,4,3,12,0,23,0,0,0,12,68,83,147,64,47,565,77,902
LGA52380,0,7,5,45,0,59,0,0,0,9,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,34,3,5,40,9,89,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,12,0,0,0,9,31,37,64,10,13,93,34,215
LGA52450,10,37,69,525,10,647,0,0,0,34,0,30,7,0,0,0,0,7,0,0,0,4,0,5,10,0,6,8,0,25,98,36,49,330,3,521,56,0,0,0,0,56,0,0,0,0,0,0,0,0,3,27,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,10,11,9,6,67,0,89,6,0,0,18,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,0,0,17,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,8,5,71,0,96,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,20,4,3,8,0,32,0,0,0,8,95,108,229,58,84,829,104,1302
LGA52520,11,43,58,386,0,495,0,8,5,68,0,80,0,0,0,10,0,9,0,5,0,0,0,4,7,4,0,0,0,10,87,45,49,351,0,533,92,0,0,0,0,99,6,0,0,0,0,6,13,6,0,33,0,49,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,50,0,76,3,3,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,9,3,6,0,0,20,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,9,9,83,0,130,0,0,0,0,0,0,7,0,0,0,0,8,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,16,32,0,3,9,0,47,14,0,0,3,205,222,270,82,88,739,204,1379
LGA52590,17,146,91,1165,18,1438,0,8,3,85,0,94,8,0,0,5,0,15,4,0,0,10,0,17,26,8,6,16,0,53,289,142,88,873,16,1412,13,0,3,0,0,12,13,0,0,10,0,17,20,8,3,67,0,108,0,0,0,6,0,10,0,0,0,0,0,4,8,0,0,0,0,10,60,21,12,189,3,281,13,11,0,46,0,76,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,13,0,0,0,0,24,19,5,5,3,0,33,11,0,5,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,96,28,19,211,0,353,0,0,0,0,0,0,15,0,0,0,0,15,6,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,3,0,14,103,22,15,28,3,163,6,8,0,17,312,342,623,248,160,1983,349,3355
LGA52660,121,650,474,4755,30,6033,0,30,8,380,7,429,93,0,11,8,0,115,11,6,4,24,0,41,173,44,33,86,0,337,1494,668,507,4007,46,6727,126,3,29,6,0,161,24,12,8,28,0,62,128,55,32,265,0,476,10,3,7,32,0,54,3,3,0,9,0,14,102,10,3,5,0,121,243,93,70,826,7,1244,150,90,50,602,4,895,27,0,0,0,0,29,5,3,3,0,0,11,3,0,0,9,0,14,0,4,0,5,0,11,178,30,11,9,0,233,68,42,14,17,0,142,54,19,10,43,0,131,17,4,4,6,0,32,3,0,0,0,0,3,335,142,101,748,10,1328,8,3,0,3,0,12,142,13,14,10,0,167,18,0,8,20,0,48,8,5,0,0,0,5,23,0,0,0,0,26,41,10,0,42,0,94,552,84,47,172,6,868,31,8,6,81,761,881,3305,1176,851,8501,846,14686
LGA52730,54,301,226,1626,30,2240,0,6,4,58,0,71,18,0,0,8,0,38,19,8,3,29,0,60,104,20,16,25,0,162,1057,329,238,1391,30,3038,19,0,0,0,0,18,30,3,3,4,0,44,120,18,33,115,3,300,5,6,0,6,0,15,8,0,0,0,0,10,16,6,0,0,0,26,181,63,46,407,9,710,53,35,11,74,0,171,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,9,9,4,0,0,0,10,17,3,6,0,0,19,35,14,9,4,6,58,29,7,0,18,0,51,7,0,0,0,0,9,0,0,0,0,0,3,222,73,53,377,10,738,6,0,0,0,0,6,53,4,7,0,0,60,5,0,0,7,0,8,3,0,0,0,0,0,20,0,0,0,0,20,41,0,4,17,0,63,236,58,55,82,11,431,0,0,5,19,535,565,1813,549,394,2924,620,6310
LGA52800,11,76,61,756,11,913,3,67,8,3866,54,4003,20,3,3,6,0,38,3,0,0,0,0,9,10,0,9,13,0,32,174,66,49,520,11,820,44,3,0,7,0,52,10,0,0,10,0,15,15,3,3,37,0,63,0,0,0,3,0,9,0,0,0,0,0,0,33,0,0,3,0,35,45,21,15,194,6,273,12,8,6,37,0,68,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,43,7,3,0,0,60,22,4,8,0,0,33,4,0,0,3,0,10,0,0,0,4,0,6,4,0,0,0,0,4,59,20,9,162,0,250,0,0,0,4,0,6,11,0,0,0,0,12,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,9,0,5,4,0,12,166,19,17,89,6,301,7,4,0,41,1239,1287,583,178,108,4880,1326,7075
LGA52870,46,267,234,1830,28,2396,0,19,4,133,0,157,35,3,0,4,0,49,3,6,0,4,0,16,73,24,16,30,0,146,773,283,219,1669,45,2985,26,0,5,0,0,32,16,0,0,4,0,20,79,26,26,113,0,238,5,0,0,3,0,4,0,0,0,0,0,9,10,4,0,0,0,16,117,65,33,385,14,617,128,43,28,204,7,407,8,0,4,0,0,13,0,0,0,0,0,3,3,0,3,0,0,5,0,0,0,0,0,0,18,0,3,0,0,23,38,5,15,7,5,70,23,5,0,10,0,45,4,0,0,0,0,10,0,0,0,0,0,0,149,62,48,417,14,693,0,0,0,4,0,6,30,8,0,0,0,38,8,0,0,8,0,13,0,0,0,0,0,0,18,0,4,0,0,16,26,6,0,17,0,46,167,27,31,76,3,298,4,4,0,22,341,374,1436,508,386,3401,421,6155
LGA52940,10,30,31,299,0,369,0,0,0,28,0,29,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,4,0,18,39,25,31,227,3,322,4,0,0,0,0,4,6,0,0,0,0,3,0,0,5,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,37,0,46,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,3,13,43,0,70,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,9,3,0,4,0,17,0,0,0,0,57,59,84,48,48,468,67,715
LGA53010,0,15,29,251,0,304,0,0,0,26,0,28,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,11,27,10,19,189,0,252,0,0,0,7,0,5,0,0,0,0,0,0,0,0,11,17,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,39,0,59,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,6,36,0,61,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,3,5,6,7,0,21,0,0,0,0,117,121,68,27,44,421,122,681
LGA53080,9,21,21,138,12,194,0,0,0,66,5,74,0,0,0,0,0,0,7,0,0,4,0,10,7,5,0,0,0,17,57,8,9,143,3,221,3,0,0,0,0,7,0,0,0,0,0,0,10,4,0,14,0,20,3,0,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,0,8,4,5,35,0,50,4,7,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,21,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,3,3,31,0,62,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,27,5,4,3,0,41,4,0,0,5,121,128,152,35,28,319,148,677
LGA53150,62,455,344,1674,12,2546,0,6,4,55,0,71,52,13,9,15,0,85,52,29,22,55,0,154,72,17,14,43,0,148,1091,407,310,1712,19,3542,21,3,3,5,0,28,32,14,12,12,0,69,100,27,22,144,6,296,14,3,8,32,0,64,15,0,0,6,4,25,53,21,0,6,0,77,321,112,81,630,6,1143,293,98,39,270,0,707,11,0,0,0,0,8,6,0,0,6,0,15,4,0,0,3,0,7,11,6,0,5,0,16,20,6,3,0,0,27,46,20,11,6,0,84,36,9,3,24,0,80,6,0,6,7,0,19,0,0,0,0,0,0,286,102,73,499,4,961,9,0,6,3,0,12,45,3,5,5,0,56,34,0,10,13,0,48,4,3,0,0,0,10,3,0,0,0,0,3,69,16,3,29,0,119,385,81,85,87,3,640,11,0,0,10,380,402,2407,828,594,3559,432,7819
LGA53220,78,247,236,1461,18,2041,0,33,26,1599,23,1689,102,0,4,14,0,122,16,7,6,18,0,43,54,13,7,42,4,120,807,232,194,1171,39,2444,231,3,18,8,0,254,41,3,0,4,0,52,61,24,7,128,0,219,13,0,3,12,0,30,8,0,0,0,0,15,91,6,0,5,3,100,202,45,43,304,4,599,63,25,13,92,5,194,6,0,0,0,0,6,5,0,0,0,0,5,10,9,0,0,0,19,5,0,0,5,0,15,260,17,10,7,4,301,71,17,19,9,0,124,13,0,0,11,0,24,3,0,0,4,0,10,26,0,0,0,0,24,224,54,44,287,3,616,18,3,0,0,0,19,52,8,6,0,0,63,41,0,0,7,0,42,7,0,0,0,0,0,14,0,0,0,0,14,31,7,0,17,0,52,667,59,65,124,7,919,38,0,6,33,2258,2331,2526,459,407,4023,2351,9760
LGA53290,78,608,511,4767,93,6063,5,22,6,533,12,574,50,4,0,9,0,64,8,9,0,36,0,50,92,27,27,60,0,213,1050,500,397,3501,83,5531,86,0,16,0,0,102,36,5,7,27,0,69,160,35,37,396,3,634,7,6,5,10,0,20,7,3,0,0,0,8,39,4,3,3,0,47,197,78,56,839,6,1184,68,44,22,277,0,412,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,81,20,14,10,4,137,93,41,26,6,0,165,25,6,0,13,0,55,15,0,9,6,0,18,0,0,0,0,0,6,284,129,99,868,15,1396,0,0,0,6,0,7,95,8,10,0,0,111,12,6,3,4,0,22,12,0,0,0,0,12,13,0,0,0,0,20,42,5,10,37,0,91,319,92,73,149,10,642,20,7,6,83,1347,1465,2255,975,777,8338,1541,13883
