LGA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
LGA51680,0,0,0,0,213,213,0,0,0,0,140,143,84,0,6,0,163,248,197,11,22,0,102,328,314,15,45,7,90,466,377,22,50,6,46,503,240,16,50,15,12,334,122,9,14,12,5,164,22,0,5,8,0,33,1358,72,192,51,771,2441,0,0,0,0,198,198,0,0,0,0,107,106,118,0,4,0,143,264,241,20,21,0,66,351,330,23,64,5,57,472,349,15,63,21,36,484,227,10,33,21,14,310,81,6,24,39,0,144,8,0,4,22,0,40,1364,82,209,109,614,2376,0,0,0,0,415,415,6,0,0,0,248,255,201,3,10,0,303,516,439,31,43,0,160,682,643,40,110,11,147,942,730,36,113,28,83,988,471,32,80,34,24,642,207,15,35,50,5,309,36,0,14,30,0,77,2721,153,399,159,1381,4820
LGA51710,0,0,0,0,22,22,3,0,0,0,45,52,56,4,5,0,152,221,72,3,13,3,55,146,79,13,21,0,39,152,72,7,15,0,14,111,90,8,9,0,13,128,11,4,0,0,0,16,4,0,0,0,0,4,387,45,63,9,351,856,0,0,0,0,32,32,0,0,0,0,19,23,42,5,0,0,55,94,81,3,6,0,28,117,71,3,18,3,18,109,69,4,15,0,9,99,34,0,3,8,3,52,9,0,0,3,0,14,0,0,0,0,0,0,311,14,45,25,163,546,0,0,0,0,54,54,10,0,0,0,61,73,100,8,6,0,205,319,154,10,18,3,88,271,152,10,32,3,55,263,138,13,31,0,22,210,124,10,20,15,18,178,24,5,0,6,0,32,4,0,0,0,0,4,693,59,112,31,511,1406
LGA51750,0,0,0,0,472,471,0,0,0,0,348,351,108,8,4,0,493,616,354,14,18,0,160,539,487,33,57,8,95,693,411,28,56,4,78,581,395,15,77,11,42,542,349,10,39,42,23,461,106,6,6,59,8,189,2207,106,265,129,1730,4439,0,0,0,0,385,385,8,0,0,0,364,375,139,7,9,0,471,629,437,24,35,4,135,632,520,56,95,9,108,785,427,29,156,23,70,703,375,20,144,64,42,648,275,9,86,170,33,571,68,0,42,218,18,344,2247,142,572,491,1622,5074,0,0,0,0,857,859,8,0,0,0,715,725,253,12,17,0,960,1244,791,32,58,4,290,1175,1005,94,152,18,207,1475,839,59,213,25,150,1286,769,37,221,79,86,1196,624,18,118,217,60,1030,173,6,52,281,22,529,4459,251,835,621,3347,9513
LGA51820,0,0,0,0,3305,3309,55,4,0,3,3645,3707,2461,95,128,8,5978,8664,5594,335,512,10,2739,9189,5062,407,780,53,1548,7856,4246,251,888,87,759,6237,3198,168,666,193,264,4491,1612,52,240,266,76,2247,405,6,49,217,20,697,22629,1318,3265,837,18334,46388,4,0,0,0,3190,3191,118,4,3,0,3645,3770,3538,190,198,14,5300,9232,5868,454,709,63,2283,9379,4964,429,1121,126,1328,7977,4113,322,1330,308,636,6705,2853,167,967,679,216,4876,1141,38,359,917,39,2497,206,8,80,804,21,1115,22798,1613,4771,2898,16662,48736,3,0,0,0,6496,6500,168,11,5,3,7287,7474,5995,284,323,20,11279,17894,11459,788,1220,72,5025,18564,10031,836,1907,175,2882,15830,8357,570,2217,390,1397,12939,6053,336,1637,870,476,9368,2748,93,600,1183,116,4740,613,7,130,1020,40,1811,45432,2932,8035,3729,34997,95118
LGA51860,0,0,0,0,8,8,5,0,0,0,11,20,19,0,0,0,9,32,31,0,5,0,3,45,19,0,3,0,0,27,45,0,4,0,3,53,26,0,0,3,0,30,17,0,0,5,0,18,0,0,0,0,0,3,176,0,12,9,32,229,0,0,0,0,8,8,9,0,0,0,7,21,23,0,0,0,10,36,32,0,0,0,8,42,25,0,3,0,0,31,52,0,7,0,3,54,32,0,0,0,0,32,12,0,0,0,0,12,0,0,0,0,0,0,171,4,11,4,43,236,0,0,0,0,17,17,14,0,0,0,21,36,46,0,0,0,17,65,66,0,7,0,12,85,43,0,3,0,4,53,96,3,10,0,4,111,51,0,0,3,0,63,24,0,0,3,0,33,0,0,0,7,0,11,347,8,20,17,77,467
LGA51890,0,0,0,0,289,289,3,0,0,0,215,219,99,7,8,0,327,440,231,25,29,0,208,489,264,34,69,6,155,523,371,36,123,16,112,652,397,31,134,34,64,656,195,5,29,35,8,285,34,0,4,25,4,77,1587,137,404,122,1372,3630,0,0,0,0,244,244,9,0,0,0,186,201,143,22,7,0,304,474,237,32,45,4,174,493,303,50,103,15,123,600,384,34,123,38,71,642,362,19,93,70,25,567,142,7,33,108,0,286,13,0,3,81,0,101,1595,162,410,318,1131,3611,0,0,0,0,528,528,17,5,0,0,404,423,244,30,17,0,628,920,461,58,78,5,376,976,565,85,173,18,279,1120,753,71,248,51,179,1301,754,55,224,102,84,1220,338,11,62,143,14,568,49,0,13,107,8,183,3178,303,811,440,2507,7239
LGA51960,0,0,0,0,96,97,0,0,0,0,97,94,72,5,3,3,182,266,99,4,14,0,110,235,136,29,45,4,92,308,147,17,59,6,71,300,96,11,38,11,18,176,20,7,9,10,4,49,0,0,3,4,0,8,575,59,182,35,674,1525,0,0,0,0,108,112,7,0,0,0,103,112,65,0,3,0,122,191,109,16,22,0,93,241,112,29,26,0,64,229,131,6,36,14,23,212,66,7,29,20,9,128,10,0,10,14,0,32,0,0,0,5,0,7,507,65,110,64,521,1262,0,0,0,0,205,204,12,0,0,0,198,208,138,6,4,5,299,461,211,20,35,3,203,471,242,58,68,0,163,533,278,23,96,21,93,513,163,17,63,31,30,297,35,9,16,23,4,86,0,0,3,12,0,14,1080,129,295,100,1190,2789
LGA52030,0,0,0,0,12,12,0,0,0,0,18,18,11,3,5,0,36,53,24,0,3,0,15,44,25,8,5,0,23,60,73,5,29,3,26,133,76,8,29,8,4,118,45,0,3,7,0,55,8,0,0,9,0,13,258,17,72,23,134,502,0,0,0,0,14,14,0,0,0,0,12,12,18,0,0,0,24,49,23,0,0,0,22,45,36,0,6,4,11,55,57,5,14,6,11,88,81,4,12,7,0,96,37,0,0,7,0,48,0,0,0,12,0,13,253,11,35,29,92,419,0,0,0,0,27,27,0,0,0,0,32,32,31,5,6,0,62,98,51,4,5,0,31,89,58,10,13,4,29,107,128,8,41,7,32,220,151,12,39,16,6,215,80,0,3,14,0,103,5,0,0,17,0,23,507,30,108,55,218,922
LGA52100,0,0,0,0,26,26,0,0,0,0,32,32,18,0,0,0,34,50,46,0,6,0,8,61,36,4,10,0,13,55,47,4,4,0,18,70,55,4,16,6,5,84,28,0,0,4,0,33,13,0,0,0,0,19,244,12,35,7,131,428,0,0,0,0,9,9,4,0,0,0,16,22,22,0,0,0,29,50,39,0,4,5,10,55,45,4,5,3,9,57,49,5,8,4,9,72,52,0,7,7,0,77,20,4,6,7,0,38,14,0,0,11,0,25,240,13,36,40,85,409,0,0,0,0,35,35,4,0,0,0,47,52,36,0,0,0,62,105,86,0,10,5,16,118,80,7,17,3,18,110,94,8,19,4,27,147,109,4,22,11,9,156,47,7,10,15,0,75,26,0,0,15,0,42,479,26,74,49,214,833
LGA52170,0,0,0,0,285,285,0,0,0,0,227,227,66,0,6,0,369,438,229,14,22,0,151,411,360,20,44,0,77,509,398,10,78,5,61,559,346,11,57,16,36,472,213,6,27,29,18,292,53,3,9,26,3,91,1664,62,247,84,1221,3282,0,0,0,0,274,274,0,0,0,0,226,227,102,4,9,0,350,472,283,13,24,0,112,431,414,26,63,5,78,581,391,16,82,16,58,556,328,8,74,53,21,482,164,4,35,67,8,283,28,3,16,70,7,125,1704,75,304,216,1135,3437,0,0,0,0,556,556,0,0,0,0,458,451,168,7,13,0,721,908,506,30,47,0,265,841,770,45,111,13,154,1094,791,30,160,22,119,1113,676,21,138,71,55,959,377,11,62,92,25,577,82,7,26,96,8,219,3372,143,554,299,2358,6722
LGA52240,0,0,0,0,24,24,0,0,0,0,18,20,10,3,3,0,33,44,38,0,6,0,16,59,50,0,11,0,25,82,53,0,21,0,27,99,56,0,13,0,5,77,30,6,9,4,0,43,4,0,0,3,0,4,238,9,57,6,149,464,0,0,0,0,22,22,3,0,0,0,16,22,13,3,0,0,28,43,44,0,3,0,28,80,43,4,9,0,18,70,53,0,10,3,5,77,47,0,8,6,0,62,29,0,3,11,0,38,4,0,0,3,0,5,235,12,33,25,113,421,0,0,0,0,43,43,10,0,0,0,36,45,22,9,3,0,61,90,87,3,9,0,39,132,93,8,19,0,43,159,106,3,35,3,28,178,97,0,20,9,7,134,57,6,13,16,0,85,6,0,5,9,0,15,481,19,90,30,259,882
LGA52310,0,0,0,0,15,15,0,0,0,0,15,17,11,0,0,0,28,35,28,0,0,0,11,43,36,0,5,0,31,72,59,0,11,0,13,83,53,9,9,6,4,85,18,3,6,9,0,39,6,0,0,7,0,10,214,12,36,17,117,399,0,0,0,0,13,13,0,0,0,0,29,26,17,3,0,0,14,40,19,6,0,0,8,35,41,3,10,0,8,69,60,6,10,5,11,81,44,0,3,9,5,65,18,0,0,8,0,23,4,0,0,0,0,8,207,16,22,22,82,358,0,0,0,0,28,28,0,0,0,0,46,41,29,3,0,0,42,74,50,6,0,0,20,75,78,7,12,3,44,142,121,3,20,3,16,166,98,12,14,16,11,151,36,3,9,11,0,61,7,0,0,7,0,12,422,34,59,42,205,756
LGA52380,0,0,0,0,4,4,0,0,0,0,8,8,4,0,0,0,21,33,5,0,0,0,4,10,9,0,5,0,7,25,11,0,4,0,0,18,17,4,12,0,8,36,4,0,4,0,0,12,0,0,0,0,0,0,47,3,33,0,57,143,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,3,8,4,0,0,0,3,5,0,0,0,0,5,8,7,0,3,0,0,16,10,0,8,0,0,24,3,0,0,0,0,5,0,0,0,0,0,0,24,3,14,6,18,70,0,0,0,0,4,4,0,0,0,0,16,14,5,0,0,0,28,35,8,0,0,0,6,20,16,0,8,0,12,31,19,0,5,0,4,35,26,0,20,0,7,58,3,0,9,3,0,11,0,0,0,0,0,0,71,6,39,5,80,209
LGA52450,0,0,0,0,76,78,4,0,0,0,22,26,34,3,0,0,53,83,49,6,0,0,18,70,37,0,0,5,28,75,64,7,12,3,11,91,46,4,12,7,8,76,19,0,7,6,4,36,4,0,0,7,0,14,258,16,37,23,212,547,0,0,0,0,59,59,11,0,0,0,24,30,35,0,8,0,25,67,61,4,0,0,19,86,42,3,8,0,9,62,55,0,5,5,3,68,47,4,12,10,3,73,12,0,4,7,0,22,0,0,0,13,0,13,255,13,30,36,149,489,0,0,0,0,136,144,12,0,0,0,42,56,67,3,8,0,78,152,111,3,6,0,35,155,87,10,13,5,37,136,112,7,16,6,12,154,97,5,21,14,8,151,30,0,10,12,4,64,6,0,0,25,0,27,520,31,72,58,359,1039
LGA52520,0,0,0,0,28,28,5,0,0,0,33,36,35,0,0,0,53,91,86,3,5,0,18,115,50,5,6,0,16,86,77,0,14,0,21,115,49,3,4,9,10,72,16,0,3,4,3,25,7,0,0,0,0,7,331,15,38,15,187,580,0,0,0,0,22,22,6,0,0,0,24,33,42,0,0,0,40,88,69,4,6,0,17,98,59,0,4,0,9,72,65,0,7,4,9,89,36,3,4,5,0,43,18,0,3,11,0,33,6,0,0,15,0,27,305,7,27,44,112,500,0,0,0,0,46,46,11,0,0,0,59,69,74,3,0,0,93,176,150,7,13,0,34,211,111,5,17,3,20,155,145,3,25,4,25,204,81,6,6,13,13,118,32,0,7,14,3,63,19,0,0,15,0,36,632,25,62,60,298,1081
LGA52590,0,0,0,0,66,64,0,0,0,0,57,57,47,5,0,0,135,182,102,6,8,0,66,186,109,22,32,3,69,234,171,16,51,4,43,287,215,18,59,14,27,335,97,4,18,13,3,141,19,0,0,6,0,25,765,68,169,46,471,1516,0,0,0,0,55,55,4,0,0,0,45,46,48,3,3,0,121,185,101,4,13,0,56,176,105,11,26,0,45,185,188,13,44,15,32,300,194,8,30,23,11,270,68,3,9,46,4,127,12,0,0,31,0,41,728,42,119,119,365,1373,0,0,0,0,118,117,4,0,0,0,109,108,94,8,8,0,255,368,207,13,19,0,125,364,215,29,51,5,116,413,366,29,92,22,75,589,412,22,88,43,39,599,159,13,23,58,7,265,26,0,3,36,0,65,1491,113,286,165,836,2885
LGA52660,0,0,0,0,422,421,9,0,0,0,355,366,290,14,14,0,591,914,565,44,65,0,285,956,571,47,95,9,174,892,600,34,151,8,89,883,564,31,91,34,26,753,292,6,31,42,14,394,94,0,6,48,7,154,2980,185,456,147,1960,5732,0,0,0,0,418,423,23,0,0,0,292,318,389,24,20,0,491,931,578,58,92,10,241,974,607,54,137,14,147,960,609,34,172,45,56,920,489,29,98,108,15,736,257,6,45,197,5,510,43,0,8,141,0,195,2994,206,579,513,1676,5961,0,0,0,0,838,842,34,3,0,0,648,688,675,43,36,3,1083,1843,1139,103,157,10,530,1927,1177,98,236,19,324,1851,1206,68,324,52,146,1805,1050,58,190,149,37,1489,553,10,73,239,19,900,133,0,15,190,9,347,5971,386,1038,663,3637,11691
LGA52730,0,0,0,0,208,212,0,0,0,0,61,61,48,0,3,0,117,169,175,9,7,0,111,308,220,29,42,0,99,390,277,24,113,7,109,520,335,24,104,14,44,512,197,10,38,30,10,277,33,0,6,23,0,67,1285,97,309,73,762,2529,0,0,0,0,183,183,0,0,0,0,61,60,81,7,5,0,130,226,209,15,16,4,133,376,244,24,56,8,108,441,309,25,96,26,73,533,303,5,124,42,46,528,150,5,45,64,9,260,20,0,10,58,0,86,1327,82,344,198,748,2695,0,0,0,0,393,395,0,0,0,0,126,126,135,8,6,0,250,393,386,28,26,4,250,691,469,53,96,10,205,833,584,51,208,32,176,1055,636,28,222,56,90,1042,341,9,79,85,20,542,57,0,12,79,0,155,2616,180,658,274,1506,5225
LGA52800,10,0,0,0,226,234,52,3,0,4,206,262,184,9,3,0,426,624,188,20,6,3,255,480,190,23,36,9,178,429,154,18,65,10,151,405,109,14,39,15,56,234,28,5,5,12,7,61,0,0,0,6,0,10,913,105,160,60,1498,2743,15,0,0,0,231,245,46,3,0,0,237,285,178,27,4,0,434,646,173,36,9,0,267,483,163,24,29,7,197,419,144,38,40,34,119,373,80,14,24,39,40,188,19,8,7,27,11,61,0,0,0,20,3,20,814,142,115,124,1530,2723,23,0,0,0,461,483,99,5,0,4,444,550,358,35,13,0,859,1270,359,57,18,4,522,958,357,45,65,15,371,858,305,55,108,47,268,781,180,31,65,56,91,421,45,9,16,40,16,119,0,0,0,23,4,29,1725,250,275,181,3030,5466
LGA52870,0,0,0,0,172,172,0,0,0,0,119,125,68,0,0,0,164,233,172,11,14,3,122,322,254,24,34,0,103,410,307,26,78,3,60,472,331,16,102,18,41,511,169,6,22,14,15,224,32,0,3,15,0,47,1324,81,258,62,795,2521,0,0,0,0,146,146,3,0,0,0,82,89,99,3,9,0,155,270,214,26,17,4,105,361,265,28,55,9,70,432,344,30,81,20,62,535,303,13,78,47,21,462,117,7,27,81,10,236,17,0,9,56,0,72,1357,107,281,218,648,2609,0,0,0,0,319,319,9,0,0,0,205,216,165,3,10,0,316,502,381,37,36,6,225,684,521,52,91,10,170,847,651,51,161,27,122,1009,628,32,181,71,68,978,278,7,55,95,18,460,45,4,10,71,4,127,2682,185,535,277,1440,5132
LGA52940,0,0,0,0,15,15,0,0,0,0,25,25,12,0,0,0,18,23,22,3,0,0,12,40,33,7,3,0,12,53,28,0,6,0,8,47,43,8,8,3,4,64,18,0,5,0,0,23,0,0,0,0,0,3,154,16,30,8,89,296,0,0,0,0,8,8,0,0,0,0,9,9,11,0,0,0,17,27,29,4,0,0,9,47,30,0,3,0,4,38,30,0,5,4,0,42,39,0,11,10,4,63,10,0,0,12,0,19,0,0,0,10,0,10,140,10,23,30,60,265,0,0,0,0,23,23,0,0,0,0,36,36,21,0,0,0,29,55,50,9,6,0,22,86,56,4,13,0,14,90,55,0,15,4,14,84,84,4,17,16,6,126,30,4,4,12,0,45,0,0,0,10,0,10,291,22,57,37,152,557
LGA53010,0,0,0,0,12,12,0,0,0,0,8,12,14,0,0,0,23,37,27,3,0,0,17,48,28,0,0,0,13,44,38,0,13,0,3,56,28,5,5,7,7,52,20,0,3,3,0,25,0,0,0,0,0,0,157,11,22,11,88,293,0,0,0,0,8,8,0,0,0,0,13,13,11,0,0,0,22,34,32,0,0,0,4,39,28,3,3,0,7,45,35,0,3,0,7,52,29,0,4,3,4,44,13,0,0,3,0,12,0,0,0,0,0,0,156,11,19,11,63,252,0,0,0,0,21,21,0,0,0,0,21,21,27,0,0,0,47,74,68,3,0,0,21,93,62,8,3,0,23,89,72,3,15,0,13,102,56,8,11,9,8,96,26,0,3,4,0,44,0,0,0,0,0,0,316,21,38,19,151,540
LGA53080,0,0,0,0,14,14,0,0,0,0,24,24,8,0,0,0,46,54,6,0,4,0,18,21,20,0,9,0,25,55,22,11,10,0,21,67,29,10,17,3,4,53,12,0,6,3,0,25,0,0,0,0,0,5,93,21,45,13,146,319,0,0,0,0,9,9,0,0,0,0,17,17,9,0,0,0,31,42,9,0,3,0,23,33,21,6,10,0,15,47,29,4,19,8,10,68,17,3,3,6,0,38,7,0,8,3,0,17,0,0,0,0,0,0,88,14,36,24,108,278,0,0,0,0,23,23,0,0,0,0,36,36,14,0,0,0,78,96,9,3,3,0,40,53,39,5,13,4,43,109,49,17,35,8,28,133,46,10,24,12,6,95,17,3,15,5,0,49,0,0,0,3,0,3,185,38,84,34,259,600
LGA53150,0,0,0,0,256,256,0,0,0,0,190,190,62,3,4,0,274,347,267,12,20,3,112,408,369,20,51,0,130,576,338,13,57,8,90,506,320,14,56,13,39,438,136,5,38,23,19,216,56,0,6,35,9,103,1538,75,227,85,1123,3046,0,0,0,0,278,278,0,0,0,0,186,184,83,6,10,0,269,369,329,23,32,4,130,517,386,34,95,8,109,626,351,23,103,15,83,573,266,10,86,47,35,438,119,7,47,75,13,259,33,4,18,101,5,149,1564,107,387,246,1100,3394,0,0,0,0,534,534,0,0,0,0,377,378,153,7,16,0,545,717,590,39,46,3,241,925,754,60,141,11,232,1198,683,41,164,25,170,1081,583,25,136,62,77,876,256,9,87,92,29,471,86,4,20,134,16,254,3096,177,611,333,2220,6439
LGA53220,5,0,0,0,195,206,21,0,0,0,351,370,335,18,19,0,1106,1482,663,63,105,0,548,1381,553,76,149,8,274,1069,377,61,167,15,128,747,94,3,34,4,23,164,12,0,4,0,7,22,0,0,0,0,0,3,2054,233,481,37,2631,5440,6,0,0,0,163,173,14,4,0,0,250,276,223,19,16,3,583,844,320,30,46,4,238,638,203,25,57,11,104,409,125,20,69,17,63,291,36,0,17,24,18,85,13,0,6,8,0,25,0,0,0,0,4,5,940,104,218,64,1422,2746,14,0,0,0,360,376,37,9,0,0,600,647,561,40,35,3,1687,2324,986,92,150,4,783,2020,758,105,211,20,383,1476,497,78,237,26,194,1035,127,10,46,32,39,251,22,0,11,10,6,44,0,0,0,3,3,13,2995,339,697,99,4051,8186
LGA53290,0,0,0,0,453,453,5,0,0,0,335,350,225,9,15,0,513,754,418,22,45,3,306,791,552,46,95,6,265,965,603,49,155,19,162,981,490,49,107,36,74,752,289,17,53,63,23,446,59,7,9,31,4,112,2645,191,474,158,2141,5611,0,0,0,0,371,372,21,0,0,0,299,322,300,16,22,0,456,798,482,49,70,11,246,854,561,52,111,20,187,930,601,28,146,58,82,911,466,32,95,116,32,732,200,17,51,193,6,466,33,0,9,120,3,171,2665,188,505,518,1682,5553,0,0,0,0,825,825,28,4,0,0,639,664,527,18,33,0,973,1548,896,74,112,8,550,1642,1111,94,199,23,454,1899,1202,80,304,76,241,1894,957,75,205,149,102,1486,487,32,107,261,35,918,95,7,22,157,11,284,5308,383,980,671,3817,11164
LGA53360,0,0,0,0,82,82,0,0,0,0,83,83,54,0,0,0,183,241,122,7,9,0,108,254,121,14,21,0,79,235,116,7,43,7,40,214,65,3,43,5,14,133,35,0,11,7,4,59,4,0,0,0,0,8,521,36,134,23,600,1310,0,0,0,0,66,66,0,0,0,0,92,92,76,0,4,0,220,300,134,6,13,0,90,246,106,9,26,7,42,188,100,5,35,7,15,169,65,4,26,12,7,108,30,0,5,17,0,46,3,0,0,11,0,9,512,18,109,40,534,1217,0,0,0,0,151,151,0,0,0,0,173,175,128,0,6,0,407,544,258,11,23,0,202,498,232,25,45,7,120,425,218,16,78,15,57,379,132,8,67,14,25,244,59,0,14,25,4,101,4,0,0,10,0,16,1033,60,240,63,1126,2523
LGA53430,0,5,0,0,705,705,6,0,0,0,797,806,352,15,29,0,1765,2166,1013,62,124,3,1051,2260,1010,111,294,14,687,2121,1145,89,429,20,494,2177,919,71,362,63,282,1702,584,30,148,85,62,902,183,5,26,94,22,335,5214,399,1414,287,5860,13174,0,3,0,0,730,731,10,5,0,0,942,952,484,34,24,4,1824,2365,1101,83,157,10,886,2241,1076,116,361,34,620,2211,1079,113,516,96,436,2247,898,68,527,192,191,1874,440,20,178,335,53,1029,83,6,38,373,15,518,5176,445,1811,1053,5698,14176,0,5,0,0,1431,1440,18,3,0,0,1740,1760,835,48,54,9,3587,4531,2121,142,282,15,1936,4498,2084,234,660,53,1311,4338,2222,203,941,125,927,4423,1816,139,890,258,472,3573,1021,47,329,422,112,1936,267,12,63,461,36,849,10386,842,3222,1336,11560,27353
LGA53570,0,0,0,0,134,134,6,0,0,0,111,119,58,0,8,0,204,271,151,15,20,0,106,291,227,30,38,3,121,417,278,38,75,9,75,471,316,34,106,19,40,510,185,9,40,30,8,269,30,0,3,10,0,42,1249,113,284,70,791,2519,0,0,0,0,115,115,3,5,0,0,89,96,82,0,9,0,218,310,172,11,17,3,90,288,234,21,47,8,65,367,291,18,57,14,43,424,301,7,52,41,20,414,122,0,10,59,3,202,11,0,3,26,0,45,1208,54,195,156,646,2264,0,0,0,0,247,247,7,5,0,0,203,217,138,3,11,0,419,574,323,21,34,3,194,577,459,47,84,10,184,782,570,50,130,27,117,898,612,38,160,64,53,928,309,7,49,90,13,462,38,0,10,38,0,88,2460,175,482,229,1435,4781
LGA53640,0,0,0,0,27,27,4,0,0,0,22,28,32,0,0,0,47,80,50,3,7,0,24,79,55,8,12,0,9,83,53,8,23,0,22,112,56,4,13,3,9,86,12,0,0,8,0,22,0,0,0,3,0,5,259,26,46,16,164,515,0,0,0,0,21,21,4,0,0,0,22,26,50,4,0,0,39,89,51,4,0,0,18,73,53,5,3,4,13,72,50,0,9,3,14,76,43,0,9,9,4,60,11,0,0,4,0,12,0,0,0,7,0,7,248,11,23,27,129,439,0,0,0,0,48,48,10,0,0,0,46,54,79,4,3,0,86,175,95,7,7,0,43,155,107,9,12,4,22,150,101,12,33,4,39,181,99,4,18,11,7,143,18,0,0,11,0,34,0,0,0,11,0,8,514,37,73,38,285,952
LGA53710,0,0,0,0,22,22,0,0,0,0,17,17,14,0,0,0,20,37,31,0,0,0,24,61,42,4,6,0,8,64,46,5,11,0,6,73,55,8,7,3,6,86,25,0,3,4,3,36,6,0,0,4,0,12,221,18,36,15,120,407,0,0,0,0,13,13,0,0,0,0,22,22,13,0,5,0,10,31,36,0,6,0,24,66,42,0,5,0,10,60,46,0,21,3,11,82,38,0,19,11,5,71,16,0,5,8,3,34,0,0,0,10,0,12,201,6,48,33,94,386,0,0,0,0,34,34,0,0,0,0,43,43,33,0,5,0,35,65,69,4,6,0,47,117,89,4,15,0,19,122,93,6,28,7,18,153,98,10,27,9,15,158,41,0,8,13,3,68,5,0,0,12,0,24,421,24,88,48,215,792
