LGA_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
LGA53920,4,0,0,0,21,17,12,59,0,110,7,11,16,13,27,43,13,31,5,161,4,8,8,12,15,13,6,17,4,86,10,12,23,16,50,28,4,28,0,176,7,4,11,5,20,10,4,3,4,54,0,6,3,7,3,5,5,3,0,26,0,0,0,3,6,0,4,14,4,37,0,9,9,8,17,7,0,21,4,84,4,3,0,0,5,0,0,0,27,48,43,58,76,57,145,126,44,186,49,786
LGA53990,55,96,70,66,175,293,127,427,12,1314,99,212,233,172,296,397,127,252,14,1797,149,161,121,104,430,618,265,794,30,2670,83,354,329,189,208,163,40,90,12,1461,85,268,223,144,343,243,54,118,18,1485,57,354,194,105,132,99,34,53,10,1030,108,86,74,35,188,289,168,567,33,1550,83,443,205,140,336,281,122,279,39,1933,12,19,19,7,34,40,15,48,58,246,728,1984,1472,966,2144,2422,938,2618,222,13484
LGA54060,0,13,18,12,24,49,15,72,6,211,12,25,15,18,28,37,17,17,3,172,13,24,19,15,47,51,21,83,9,282,8,30,33,21,15,25,4,0,3,140,4,32,20,11,28,28,8,14,0,137,9,38,16,11,18,12,0,8,4,118,26,14,9,4,9,9,11,71,4,156,13,64,36,12,11,19,13,36,6,210,0,5,0,4,0,6,0,8,13,42,84,244,169,109,183,236,80,313,45,1465
LGA54130,6,5,16,19,12,52,16,107,0,241,6,12,11,5,0,12,5,3,0,49,3,6,4,6,5,25,7,19,0,68,0,6,0,5,6,4,0,0,0,26,3,18,5,5,5,9,0,8,0,48,0,3,4,0,0,4,3,5,0,17,3,11,0,3,4,5,0,16,0,46,3,22,6,7,3,20,6,16,0,90,0,0,0,0,0,0,0,0,0,4,28,85,49,45,37,133,36,171,8,589
LGA54170,328,495,698,561,1866,3047,1280,3092,50,11428,1043,2260,2545,1874,4067,5032,1542,2694,90,21153,565,924,929,769,2208,3457,1090,2640,123,12693,487,2738,1951,1004,1217,1194,354,554,97,9590,465,1890,1985,1175,2778,2113,496,697,68,11672,234,2627,1333,459,802,741,192,363,51,6794,256,389,287,204,520,584,272,1013,49,3570,256,1988,779,409,662,686,196,608,76,5652,53,119,90,66,178,206,58,150,265,1187,3678,13424,10588,6517,14290,17071,5489,11804,872,83741
LGA54200,100,183,218,156,552,853,365,981,30,3443,258,622,632,484,1008,1263,402,738,31,5442,226,349,324,249,917,1241,453,1181,74,5011,169,790,578,389,516,353,123,188,31,3138,165,559,595,384,1089,846,229,291,25,4186,98,750,411,166,313,244,79,118,22,2198,149,219,158,106,442,483,220,848,58,2690,110,697,375,199,335,288,92,249,29,2378,15,50,31,19,66,86,23,57,143,491,1289,4218,3323,2156,5242,5655,1980,4650,457,28979
LGA54280,40,34,67,47,191,304,126,563,14,1386,98,147,134,104,371,543,278,545,20,2246,139,133,113,81,287,565,372,1642,60,3390,67,220,206,127,258,255,88,171,17,1414,72,149,177,140,418,394,112,208,12,1687,36,293,183,87,161,115,29,71,14,994,152,102,86,47,166,283,271,1394,54,2545,48,269,218,122,171,166,61,300,21,1372,21,25,17,6,28,28,18,54,75,265,663,1377,1205,764,2043,2653,1355,4955,287,15298
LGA54310,44,41,40,35,155,249,136,474,10,1183,116,104,117,114,260,391,163,342,20,1631,224,124,85,67,244,544,315,1202,46,2850,59,208,117,106,182,177,62,96,14,1029,66,100,134,80,260,295,127,175,6,1252,33,182,84,60,96,68,26,53,5,604,95,47,49,29,98,183,198,507,20,1216,41,196,121,72,106,139,91,332,21,1128,14,12,7,3,18,39,22,81,35,239,691,1017,741,573,1412,2093,1151,3257,194,11129
LGA54340,7,11,11,7,30,54,21,96,7,241,14,25,23,18,41,42,15,26,0,207,12,15,19,15,42,95,22,44,3,272,5,47,28,27,32,28,6,15,0,181,10,32,19,24,37,38,7,8,3,180,3,23,21,9,29,25,12,17,3,141,8,5,8,3,22,25,7,35,5,111,23,87,49,26,133,73,30,24,14,447,5,6,4,3,5,7,0,3,7,37,89,250,182,134,362,384,110,260,46,1816
LGA54410,0,8,4,6,4,14,16,49,0,103,8,0,5,8,6,9,7,7,0,49,0,8,5,4,11,17,4,14,0,61,0,15,4,12,10,11,3,6,0,59,0,3,6,7,7,7,0,5,0,34,0,8,6,7,0,4,0,7,0,31,0,7,0,0,9,13,0,12,0,44,4,21,15,4,7,15,3,3,0,79,0,0,0,0,0,0,0,0,5,11,17,72,46,47,59,86,32,105,16,472
LGA54480,3,3,10,7,4,20,7,75,5,125,6,3,4,0,0,0,0,3,0,20,0,0,0,0,6,3,0,0,0,12,0,3,4,0,0,0,0,5,0,12,0,9,7,0,5,4,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,10,5,11,3,32,0,10,0,0,4,5,6,13,0,42,0,0,0,0,0,0,0,0,0,6,11,23,20,9,20,47,21,101,10,258
LGA54550,14,26,30,20,15,53,20,158,11,340,4,15,15,4,8,15,8,21,0,89,7,11,7,5,13,22,6,16,8,100,0,6,17,12,10,3,0,5,0,65,0,18,13,8,12,15,4,3,0,71,6,6,10,4,11,11,0,5,0,42,9,11,9,5,15,16,0,19,0,79,7,25,18,11,18,38,17,25,12,165,0,0,0,0,0,4,0,0,3,16,51,119,123,65,99,167,57,246,31,967
LGA54620,10,13,11,4,10,20,16,94,5,174,0,6,3,0,0,3,0,7,0,24,3,0,3,4,12,9,9,13,0,44,0,5,9,6,7,4,3,4,0,38,6,10,6,3,6,10,0,7,0,40,0,0,5,4,0,0,5,0,0,19,4,0,0,0,0,12,9,16,0,43,0,16,5,5,3,3,4,18,0,60,0,0,0,0,0,0,0,0,4,12,25,50,42,25,46,64,39,160,15,459
LGA54690,5,0,0,4,3,9,13,36,0,72,0,3,3,0,0,0,0,6,0,9,0,0,0,0,5,0,0,3,0,14,0,6,4,3,3,5,0,0,0,16,0,5,3,0,0,3,0,0,0,15,0,0,4,0,0,4,0,0,0,8,0,0,0,0,3,8,0,3,0,26,0,7,0,0,0,3,7,3,0,24,0,0,0,0,0,0,0,0,0,3,6,26,20,15,18,37,20,58,11,193
LGA54760,3,7,8,9,5,30,23,97,0,175,6,6,8,4,0,11,0,3,0,42,4,0,3,0,6,8,4,6,0,31,3,7,8,6,0,0,0,0,0,20,5,11,0,0,0,8,0,0,0,28,0,0,0,0,3,4,0,3,0,15,3,3,0,0,3,7,9,3,0,33,5,10,7,5,0,12,0,10,0,51,0,0,0,0,0,0,0,0,0,6,29,54,40,22,22,72,34,121,9,404
LGA54830,51,74,98,77,394,471,155,351,20,1679,154,293,305,256,763,827,196,366,19,3181,147,231,231,167,788,999,352,926,73,3915,137,543,571,354,491,345,87,236,57,2829,113,276,328,199,799,558,137,178,28,2613,79,599,327,139,325,190,49,56,27,1791,123,158,161,130,452,472,228,704,51,2465,125,617,341,230,394,359,124,326,66,2575,12,23,25,13,56,54,16,41,99,340,951,2817,2378,1563,4463,4270,1335,3175,426,21377
LGA54900,12,10,15,12,18,47,17,175,0,304,3,16,0,9,6,10,3,8,0,57,0,7,5,0,10,30,0,17,0,71,0,8,8,4,4,9,0,9,0,40,5,12,9,4,12,10,3,3,0,61,0,7,4,0,5,10,4,9,0,38,3,7,9,0,3,21,5,13,0,71,0,14,6,5,10,23,4,19,0,81,0,0,0,0,0,6,0,4,4,23,30,78,70,42,63,161,49,256,9,744
LGA54970,5,0,0,4,0,4,0,22,0,47,3,0,0,0,11,8,4,26,0,66,9,7,4,5,9,5,3,70,0,106,5,6,0,8,8,9,0,3,4,41,0,0,0,4,3,3,7,7,0,30,0,0,3,0,0,0,0,0,0,4,20,8,5,0,0,11,5,119,4,180,4,7,5,3,3,4,0,19,0,41,0,0,0,0,0,0,0,4,8,7,50,30,21,18,40,42,23,284,13,518
LGA55040,4,0,0,0,7,10,13,22,3,62,0,0,6,4,8,15,4,22,0,52,10,8,8,0,3,14,10,78,4,138,0,13,6,7,5,15,3,9,0,62,6,5,9,4,9,13,0,18,0,69,0,0,5,0,0,0,0,10,0,17,11,8,0,0,3,9,12,127,3,165,4,10,3,3,3,11,5,50,7,97,0,6,0,0,0,0,0,3,0,16,39,44,37,14,36,85,46,345,24,669
LGA55110,132,217,261,175,633,778,326,932,32,3489,316,602,625,482,1024,1107,322,695,38,5215,412,435,450,340,1260,1395,542,1778,113,6739,261,1341,1113,629,744,474,118,298,83,5061,186,609,623,376,908,577,150,298,37,3765,138,1270,666,308,478,280,77,163,53,3438,431,244,238,135,557,403,315,1516,98,3937,218,1142,545,273,441,461,162,591,67,3895,47,55,43,18,67,88,25,96,188,632,2146,5918,4566,2738,6113,5565,2050,6372,704,36163
LGA55180,44,68,76,55,89,187,62,286,19,886,31,43,59,52,61,107,38,73,5,463,30,44,33,38,93,125,56,132,13,568,22,112,78,62,58,43,16,31,9,427,21,63,75,52,79,74,12,20,6,401,15,107,53,29,45,41,11,15,6,320,33,16,34,9,61,79,24,121,8,389,39,169,96,78,144,147,47,80,15,812,8,13,3,3,9,10,0,3,18,73,249,643,510,373,635,808,260,774,91,4339
LGA55250,8,3,0,0,4,17,3,40,3,75,6,9,3,5,12,9,6,19,0,60,9,11,0,0,5,3,7,60,0,85,3,3,0,0,12,8,0,11,6,47,3,3,0,3,12,5,0,3,0,38,0,0,0,0,4,0,0,10,0,18,12,9,3,0,4,0,5,53,0,87,0,8,4,3,3,6,3,34,0,60,0,0,0,0,0,0,0,0,9,12,40,36,15,13,54,57,23,225,19,483
LGA55320,228,416,495,402,1162,2045,857,2255,56,7912,679,1940,2016,1379,3154,4305,1308,2298,91,17167,200,474,446,330,973,1329,461,1081,60,5352,211,1739,1009,511,605,465,157,252,58,5008,237,1281,1127,574,1543,1290,316,413,27,6802,151,1733,647,276,448,441,125,279,35,4135,99,285,191,100,271,260,119,375,33,1728,112,1150,472,220,279,280,85,263,39,2908,36,102,61,42,108,122,22,68,170,734,1956,9129,6464,3837,8541,10527,3444,7287,567,51746
LGA55390,0,0,0,0,4,4,3,7,0,15,3,0,0,0,5,7,10,8,0,30,0,3,0,0,4,3,5,47,0,60,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,7,76,0,90,0,3,0,3,0,0,0,15,5,24,0,0,0,0,0,0,0,0,0,3,17,16,3,5,21,19,21,155,4,247
LGA55460,9,26,14,10,14,54,21,103,4,258,18,25,13,14,30,33,13,22,0,165,13,14,20,8,32,61,25,50,3,222,11,51,25,12,18,26,7,11,3,155,5,24,20,11,39,29,5,8,0,151,7,33,15,7,17,9,10,14,0,112,9,18,4,13,19,27,13,67,4,173,7,43,17,15,16,26,5,24,3,148,5,0,0,0,3,5,0,7,9,34,79,229,132,84,201,262,99,295,32,1414
LGA55530,0,5,6,0,0,13,6,41,3,83,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,0,7,0,14,0,6,0,0,4,0,0,5,0,14,3,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,3,0,9,4,4,3,0,0,4,4,5,0,20,0,7,0,3,0,9,0,9,0,20,0,0,0,0,0,0,0,0,0,3,14,25,15,10,9,32,16,70,3,184
LGA55600,10,16,27,9,8,36,21,136,3,267,4,11,9,8,20,25,16,12,0,115,4,13,4,13,26,33,16,39,4,144,4,23,18,15,15,23,4,7,0,106,4,18,17,15,26,18,4,10,0,110,0,10,6,3,5,11,4,12,0,58,10,8,7,7,10,24,7,48,0,113,7,38,13,14,13,31,6,24,3,144,6,0,0,4,0,0,0,3,3,16,46,138,107,81,117,206,82,289,17,1078
LGA55670,0,4,0,0,3,12,5,52,0,95,0,3,8,3,4,10,0,0,0,32,0,0,0,0,4,5,0,7,0,17,0,0,0,8,0,3,0,0,0,26,0,5,5,0,7,3,0,0,0,20,0,4,0,0,0,0,0,0,0,12,0,0,0,0,6,3,0,8,0,19,0,3,0,3,5,5,4,8,0,28,0,0,0,0,0,5,0,0,0,3,4,28,21,19,30,42,17,79,0,249
LGA55740,25,57,69,38,73,213,71,276,9,836,70,221,210,176,227,402,95,321,3,1733,6,30,27,20,51,63,21,57,4,278,25,195,105,50,47,41,15,20,0,482,16,104,79,36,69,68,18,40,4,424,16,115,50,22,34,28,9,33,4,321,3,18,14,3,10,8,9,27,0,99,3,102,46,13,20,16,4,30,0,235,7,7,16,7,6,7,0,3,9,65,176,849,620,368,540,849,251,808,36,4486
LGA55810,0,0,0,0,0,7,3,15,0,25,0,4,0,0,3,8,0,10,0,26,5,0,0,0,3,3,0,13,0,27,0,0,0,3,0,3,0,5,0,12,6,0,0,0,3,3,0,6,0,16,0,0,0,0,0,0,0,4,0,7,3,3,0,0,0,0,0,20,0,29,0,3,3,6,3,3,0,12,0,28,0,0,0,0,0,0,0,0,0,6,10,9,6,10,13,30,8,84,7,179
LGA55880,4,9,0,5,6,21,11,65,0,116,0,0,4,4,3,0,0,3,0,13,0,5,0,3,0,0,6,5,0,23,0,0,5,0,4,0,4,4,0,14,0,5,3,4,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,6,0,22,0,0,0,3,3,6,4,8,0,36,0,0,0,0,0,0,0,0,0,3,9,25,12,18,30,36,23,88,0,249
LGA55950,6,11,10,5,7,16,6,54,3,112,4,3,5,3,4,6,0,4,0,29,0,0,0,4,9,12,4,9,0,33,0,0,0,4,0,0,0,0,0,13,0,10,3,0,3,0,0,0,0,21,0,0,0,0,4,4,0,0,0,11,0,0,4,0,0,11,4,7,0,28,0,6,4,4,0,10,0,4,0,20,0,0,0,0,0,0,0,0,0,7,14,33,26,16,23,55,19,90,12,270
LGA56090,86,105,135,115,394,536,254,712,14,2355,201,459,464,353,673,892,291,537,28,3891,179,231,210,159,555,704,264,803,51,3161,140,543,414,216,267,275,82,110,29,2079,93,394,364,229,574,420,122,178,11,2385,56,507,267,132,177,149,41,94,16,1445,124,115,88,54,171,240,113,459,26,1375,65,449,186,102,177,196,52,163,24,1410,25,46,20,13,51,51,10,46,92,358,972,2848,2133,1384,3034,3470,1226,3093,300,18464
LGA56160,0,0,0,0,0,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,4,4,0,6,0,4,3,3,0,24,4,40
LGA56230,33,58,52,42,122,175,49,236,5,777,53,109,85,74,139,144,62,118,5,787,77,100,110,90,293,278,125,449,30,1553,54,233,172,83,132,81,39,67,13,874,33,122,125,85,153,107,27,46,0,698,36,250,119,45,78,50,9,19,8,610,106,52,60,37,197,89,100,403,21,1055,43,217,136,73,108,115,32,119,24,879,12,6,7,4,21,11,9,31,44,141,447,1151,865,532,1235,1039,447,1490,162,7368
LGA56300,5,12,16,12,8,14,11,60,3,151,3,13,14,10,11,16,8,13,0,80,4,13,17,6,5,14,0,20,0,83,4,20,11,9,3,4,0,0,0,54,0,16,6,5,6,7,0,3,0,57,0,8,6,4,3,0,0,3,0,23,3,9,0,4,19,3,0,9,0,52,8,31,17,10,16,24,3,8,5,119,3,0,0,0,0,0,0,0,8,8,34,115,83,59,76,88,21,128,11,617
LGA56370,5,8,6,11,5,27,9,83,0,146,0,9,5,0,6,10,0,0,0,34,0,6,5,0,8,9,0,9,0,36,0,3,6,6,7,0,0,0,0,20,0,5,3,0,5,6,0,3,0,26,0,0,6,0,3,5,4,0,0,16,0,0,0,0,0,6,0,10,0,22,0,8,9,6,5,15,7,8,0,53,0,0,0,0,0,0,0,0,0,4,9,34,35,21,35,73,28,117,3,362
LGA56460,15,32,26,25,41,64,29,115,0,339,12,29,33,29,53,83,28,71,0,336,7,27,19,17,52,87,30,65,4,323,11,41,49,48,33,43,17,11,4,258,12,36,29,22,61,43,8,18,0,221,12,34,15,12,25,32,15,10,3,160,11,14,16,3,13,34,12,62,0,162,18,49,45,28,38,50,15,26,8,282,0,4,0,0,0,3,0,7,16,31,88,269,231,195,311,442,150,396,43,2119
LGA56580,56,170,148,108,195,450,214,680,16,2036,154,638,619,391,594,1166,414,997,27,4989,15,87,48,33,76,117,34,77,4,484,44,436,183,66,58,73,24,50,10,937,30,294,190,95,138,183,36,85,12,1059,25,311,113,36,50,60,12,55,0,671,5,47,21,9,16,15,5,31,5,154,19,211,57,19,23,19,4,21,3,364,6,41,8,9,15,20,3,19,33,158,348,2233,1379,764,1161,2097,749,2018,95,10851
LGA56620,0,0,0,0,11,11,0,13,4,38,6,7,22,12,17,14,4,7,4,86,0,0,0,0,3,0,0,0,0,7,0,0,10,4,6,3,0,6,3,35,0,0,0,0,5,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,3,3,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,7,15,43,18,53,31,7,26,15,221
LGA56730,21,36,31,36,78,117,48,202,8,573,25,50,59,61,128,126,50,79,0,579,28,60,39,44,146,187,60,169,15,739,29,95,103,75,85,109,29,42,0,571,23,78,83,52,144,100,24,34,3,545,20,137,71,40,78,43,8,17,4,415,34,30,26,16,44,80,47,178,11,465,35,134,93,43,84,92,27,85,8,605,5,11,3,0,11,13,3,13,29,88,215,627,497,362,805,866,303,827,81,4577
LGA56790,9,22,21,27,16,52,18,140,0,308,18,18,12,16,12,28,5,22,3,138,5,16,15,18,16,22,4,34,10,142,10,23,30,15,14,16,3,13,4,136,5,26,24,11,14,15,6,3,5,109,3,26,12,11,6,9,4,9,0,78,17,11,6,0,8,22,21,45,0,127,19,53,35,19,26,33,6,25,13,233,0,6,3,3,0,0,3,3,14,33,93,205,155,127,117,205,65,302,48,1306
LGA56860,0,4,0,0,0,13,5,18,0,37,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,10,5,5,0,0,0,0,0,0,0,12,0,0,0,0,5,9,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,6,0,13,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,12,7,5,11,23,4,28,0,98
LGA56930,4,24,21,14,13,42,6,66,6,184,4,42,34,21,25,53,24,71,4,280,0,3,3,8,4,4,0,3,0,28,0,43,8,6,3,5,4,3,0,78,0,24,8,6,6,11,4,6,6,65,3,17,5,8,0,7,0,5,0,51,5,4,3,0,0,0,0,0,0,10,3,6,3,4,0,0,0,0,0,21,0,3,0,0,4,0,0,6,4,17,20,166,94,62,57,118,37,168,9,737
LGA57000,4,5,8,3,7,16,10,58,0,119,0,0,5,0,0,3,0,7,0,25,3,4,0,0,0,0,3,17,0,32,0,4,0,7,0,7,0,0,0,18,0,4,6,0,3,5,5,8,0,25,0,0,0,0,0,0,0,0,0,3,8,4,5,0,0,7,9,31,0,57,0,0,0,0,3,5,5,16,0,35,0,0,0,0,0,0,0,4,0,4,14,26,25,12,20,32,31,139,7,308
LGA57080,52,98,126,87,452,623,219,571,24,2254,203,473,354,301,1344,2035,482,897,50,6138,56,132,136,83,316,343,111,330,17,1527,87,718,422,196,265,199,63,108,32,2092,67,207,189,99,548,423,85,147,9,1775,41,305,200,77,146,109,34,65,9,986,34,85,71,23,51,69,25,179,3,550,54,307,247,93,122,102,28,146,26,1124,9,29,13,7,44,36,11,25,76,249,613,2345,1763,964,3291,3937,1045,2481,260,16702
LGA57140,6,10,3,6,4,23,15,53,0,112,0,7,9,0,9,6,6,10,0,41,6,4,5,3,0,15,3,15,0,53,4,8,6,0,4,9,0,9,0,38,0,8,0,4,6,5,0,3,0,35,0,6,5,0,0,0,0,0,0,19,3,0,4,3,4,3,0,4,0,29,5,16,7,5,6,12,4,4,0,59,0,0,0,0,0,0,0,0,0,10,25,67,41,24,38,67,32,94,10,391
LGA57210,17,49,38,28,38,96,46,200,14,523,23,32,37,20,43,48,16,34,0,257,22,23,26,20,38,66,31,53,6,287,18,39,44,24,29,26,5,21,4,219,8,46,51,21,40,25,6,16,3,221,10,26,32,15,31,14,6,5,5,143,22,15,21,11,23,24,20,68,6,205,18,99,50,35,59,78,21,36,10,401,8,9,7,3,3,3,0,6,15,55,150,331,292,187,307,375,165,444,62,2308
LGA57280,32,21,26,32,94,146,77,291,11,731,91,54,43,55,212,289,100,177,5,1020,114,73,70,41,162,267,229,947,47,1938,41,111,67,60,115,137,34,73,15,650,39,69,80,42,216,181,75,153,10,871,19,101,57,33,80,53,20,51,10,431,89,55,28,17,81,88,92,683,26,1161,52,124,84,51,81,97,46,225,21,774,14,17,9,7,16,19,18,52,54,202,494,626,466,327,1058,1276,680,2641,208,7782
LGA57350,4,9,4,5,8,14,11,58,0,107,0,4,4,3,0,3,5,5,0,25,0,5,3,0,3,4,0,8,0,27,0,3,5,7,10,7,0,0,0,34,6,7,6,4,0,3,0,0,3,24,0,5,0,0,5,4,0,0,0,17,0,4,3,0,5,3,0,11,0,27,0,11,4,3,7,5,3,9,0,35,0,0,0,0,0,0,0,0,0,0,14,44,29,18,39,50,23,83,4,296
LGA57420,10,11,8,6,11,30,14,120,6,219,4,9,10,6,12,15,8,33,0,99,6,12,11,14,15,10,8,86,4,166,4,11,6,4,12,6,0,10,3,66,3,29,20,3,11,0,8,11,0,93,0,11,8,3,6,3,0,6,0,40,14,16,5,4,10,5,12,103,0,182,12,25,11,10,10,16,10,28,0,112,9,5,0,0,0,3,0,0,13,34,70,122,72,56,84,92,63,396,30,997
LGA57490,225,256,285,272,1190,1607,638,1526,47,6050,471,867,912,758,1890,2156,624,1244,68,8990,687,658,639,594,2244,3049,1058,3142,169,12233,494,1946,1737,1063,1431,1282,321,751,139,9169,332,837,1040,690,1948,1485,351,564,50,7292,225,2006,1024,453,799,449,117,236,53,5361,489,366,319,194,939,935,501,2194,113,6046,380,1634,945,516,898,863,297,1085,133,6742,74,79,58,51,154,191,65,185,285,1145,3381,8652,6971,4586,11474,12010,3971,10923,1062,63025
LGA57630,3,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,8,0,7,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,5,4,9,7,0,3,4,0,14,0,44
LGA57700,62,85,92,92,259,439,161,487,20,1696,101,170,232,204,424,484,133,257,21,2025,159,176,182,141,582,745,334,870,39,3232,122,435,361,229,307,250,64,118,31,1913,104,314,341,175,563,449,102,149,15,2205,61,388,205,104,177,151,36,79,10,1211,129,114,85,86,277,316,175,659,26,1879,78,365,217,140,207,231,59,218,31,1555,22,21,21,14,50,50,18,49,94,341,839,2068,1732,1188,2851,3115,1079,2885,300,16059
LGA57770,0,5,0,0,4,20,6,30,0,67,4,0,4,0,14,10,0,17,0,51,5,7,0,0,12,8,6,26,3,76,9,10,13,5,9,18,7,5,0,61,0,3,9,4,15,3,5,3,0,46,0,5,3,3,6,0,0,7,0,30,0,3,6,0,3,4,0,21,0,36,8,9,19,8,22,11,7,14,0,84,0,0,0,0,4,0,0,0,9,14,27,43,58,26,88,66,32,120,21,475
LGA57840,92,207,203,169,501,936,369,1019,18,3507,315,899,844,651,1662,2246,676,1300,35,8629,82,186,167,109,351,502,132,407,30,1962,101,805,483,236,297,217,61,117,29,2356,99,462,434,208,618,540,159,179,10,2709,65,596,276,117,200,194,62,125,10,1645,35,121,83,50,107,101,47,162,17,724,40,394,243,71,135,133,40,114,14,1194,10,32,36,16,55,55,12,36,97,355,842,3712,2778,1628,3928,4919,1556,3458,255,23079
LGA57910,417,674,851,836,2683,4188,1653,3948,103,15355,1374,3299,3369,2681,6846,8757,2619,4619,190,33757,535,1064,1144,832,2974,3664,1125,2753,236,14326,586,3547,2878,1447,2073,1585,480,916,227,13749,535,2012,2049,1267,3938,2823,684,945,99,14362,275,3143,1757,724,1248,1103,322,592,96,9265,288,614,644,404,1021,989,372,1325,140,5796,324,2779,1917,798,1418,1155,283,881,157,9717,94,203,147,111,313,287,70,189,487,1899,4428,17336,14754,9095,22513,24565,7606,16176,1737,118218
LGA57980,25,75,91,79,207,365,156,401,7,1407,149,474,404,374,676,1195,384,788,15,4465,21,62,46,30,89,110,44,77,10,496,26,306,138,71,76,65,18,34,6,749,22,185,125,60,206,187,29,67,0,885,17,227,82,34,59,63,12,37,5,530,9,23,14,6,20,26,9,29,3,143,13,145,71,27,34,29,3,28,4,368,0,14,5,13,11,19,4,20,22,112,290,1512,980,693,1374,2062,674,1481,82,9155
LGA58050,209,331,450,349,1550,2094,805,1896,43,7728,545,1034,1102,915,2665,2795,811,1487,96,11444,519,823,842,636,2746,3235,1114,2970,192,13081,471,2100,1980,1235,1902,1274,348,719,168,10196,414,1185,1350,840,3029,2146,509,756,89,10309,238,2135,1294,541,1078,796,202,347,83,6710,437,498,468,376,1419,1439,626,2312,142,7723,319,2039,1198,644,1303,1059,314,906,158,7943,67,135,83,61,221,200,58,178,400,1405,3221,10277,8772,5601,15909,15037,4773,11580,1369,76545
LGA58190,0,4,0,3,0,7,8,37,0,61,0,3,0,0,0,5,0,4,0,10,0,0,0,0,0,5,0,0,0,11,0,3,6,0,3,0,0,0,0,17,0,7,3,0,0,0,0,0,0,15,0,0,4,0,0,0,0,4,0,9,0,0,0,0,0,3,5,4,0,10,0,3,9,0,0,3,3,4,0,21,0,0,0,0,0,0,0,0,0,0,3,21,21,11,7,23,16,55,4,161
