LGA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
LGA52450,12,22,68,56,47,43,14,4,0,270,16,0,6,3,5,8,3,0,0,47,0,0,0,0,0,6,6,0,0,17,0,0,5,0,0,0,0,0,0,4,26,28,73,59,54,58,34,3,0,340,6,0,9,0,3,0,0,0,0,14,3,0,0,0,0,0,0,0,0,6,7,0,9,0,3,0,0,0,0,16,33,24,79,58,60,60,31,3,0,359,41,0,0,0,7,19,38,28,12,153,0,0,9,8,12,4,6,0,0,41,78,26,83,70,75,91,76,36,14,547,0,5,17,18,19,9,3,0,0,88,11,8,14,37,29,24,7,0,0,131,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,13,15,40,61,49,39,19,4,0,239,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,5,6,0,3,0,0,0,0,0,0,11
LGA52520,7,25,66,77,55,68,29,4,0,337,6,0,0,9,3,11,12,3,4,45,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,16,23,67,91,56,80,40,8,4,390,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,10,18,23,67,91,63,80,43,8,4,398,12,5,7,3,9,15,20,17,7,78,4,7,15,19,15,16,13,0,0,98,28,36,91,115,86,115,72,25,7,580,6,15,29,28,23,31,6,0,0,132,5,9,25,33,23,20,7,6,0,133,0,0,4,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,8,8,21,60,62,50,54,18,5,0,281,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA52590,19,33,112,107,136,140,41,5,3,596,15,5,18,14,31,40,38,12,0,175,0,4,5,3,11,13,7,0,0,54,0,3,6,10,0,8,4,0,0,23,37,43,140,134,180,200,92,20,3,847,0,4,0,8,12,9,0,0,0,32,3,0,0,0,0,4,0,0,0,9,3,6,4,9,15,10,4,0,0,43,33,47,140,145,194,210,94,20,3,888,19,5,6,12,9,55,208,101,15,440,9,12,34,35,28,28,28,13,5,187,64,57,182,186,234,287,335,141,25,1516,7,13,60,52,78,90,20,0,0,324,17,11,52,72,56,85,39,8,0,340,0,0,11,11,8,16,3,0,0,47,0,0,4,0,0,0,0,0,0,12,29,33,127,134,141,187,64,10,0,730,4,0,0,0,0,7,0,0,0,10,0,0,0,0,7,0,0,0,0,11,4,0,5,0,4,11,0,0,0,28
LGA52660,80,212,629,682,628,490,88,9,0,2816,134,69,89,93,67,84,72,17,4,613,9,12,31,40,53,63,9,4,0,219,0,4,15,15,9,8,0,0,0,62,222,294,767,830,751,638,174,28,4,3716,12,17,28,21,14,18,0,0,0,107,20,9,6,4,5,9,5,0,0,61,35,22,35,22,18,28,5,0,0,168,260,322,806,850,773,670,180,29,4,3885,153,29,48,42,47,157,525,330,113,1437,11,20,57,69,68,60,54,32,32,413,421,366,914,956,892,883,753,394,154,5732,40,132,288,287,315,220,23,0,0,1304,181,99,307,440,385,274,81,15,0,1779,11,15,60,28,33,39,3,3,0,188,3,10,3,5,9,5,0,5,0,42,234,248,659,767,736,536,105,19,0,3314,7,8,15,7,3,9,4,0,0,49,34,8,12,13,13,13,4,0,0,101,44,17,22,24,24,24,4,0,0,153
LGA52730,17,38,98,157,188,181,64,10,0,752,67,5,21,67,85,112,71,24,4,444,6,5,7,15,16,30,3,3,0,84,0,0,0,3,0,3,3,0,0,20,94,45,131,239,290,328,144,37,5,1306,0,6,5,6,8,11,6,0,0,35,6,0,3,0,0,6,3,0,0,18,11,7,6,3,11,17,5,0,0,58,104,52,140,246,298,340,150,37,5,1370,90,5,10,36,49,132,331,219,55,920,20,9,19,28,43,50,37,26,12,239,212,61,169,308,390,520,512,277,67,2529,7,15,44,105,135,105,19,5,0,437,52,21,86,160,167,168,67,10,0,731,9,4,14,10,20,19,9,0,0,84,4,0,4,3,4,5,4,0,0,31,67,43,148,280,324,294,100,15,0,1284,0,0,3,0,3,4,0,0,0,16,9,0,0,8,3,4,0,0,0,29,5,3,7,13,5,8,0,0,0,39
LGA52800,11,52,205,140,134,136,45,3,0,724,17,15,25,31,30,30,33,3,0,189,0,0,9,10,7,10,13,0,0,51,3,7,13,6,7,3,0,0,0,30,24,71,254,184,183,180,86,7,0,992,5,5,13,6,8,3,0,0,0,46,5,0,10,8,3,4,0,0,0,27,9,9,19,12,12,9,0,0,0,73,34,85,275,197,193,185,86,7,0,1062,161,145,260,210,175,140,96,44,10,1237,40,39,89,71,65,82,50,8,0,443,234,262,624,480,429,405,234,61,10,2743,14,53,182,134,133,118,33,0,0,670,18,23,69,50,35,35,16,0,0,245,0,6,18,5,13,13,6,0,0,65,0,0,11,3,4,3,0,0,0,27,35,83,279,191,181,167,57,3,0,1008,0,10,11,6,4,0,0,0,0,30,3,0,9,5,5,6,0,0,0,29,6,5,19,12,11,7,0,0,0,58
LGA52870,37,60,144,212,266,247,75,13,3,1058,46,15,29,25,42,57,60,9,0,280,0,8,9,20,26,20,16,4,0,96,3,5,3,7,5,5,5,0,0,33,84,82,182,268,338,327,154,31,3,1470,3,10,9,5,6,12,0,0,0,47,7,5,3,0,6,3,3,0,0,27,3,17,7,9,11,13,4,0,0,74,88,102,190,275,352,347,158,31,3,1539,71,13,19,21,34,98,316,174,46,786,11,8,23,30,31,31,39,21,3,191,172,125,233,322,410,472,511,224,47,2521,18,32,68,106,138,126,29,8,0,509,57,21,74,136,151,156,54,15,0,676,0,0,19,20,25,20,5,0,0,90,3,0,6,5,4,5,0,0,0,28,73,56,162,266,322,311,91,18,0,1308,0,0,0,3,3,9,0,0,0,22,3,3,0,8,0,6,0,0,0,24,6,7,8,10,11,15,0,0,0,48
LGA52940,0,11,22,27,31,30,16,0,0,137,0,3,0,4,3,5,9,5,0,32,0,0,0,5,0,0,0,0,0,3,0,3,0,0,3,0,5,0,0,7,6,14,20,33,41,32,22,3,0,180,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,8,17,20,32,41,32,22,3,0,189,13,5,0,0,4,4,31,13,6,71,0,5,5,3,5,0,8,4,0,31,15,25,23,40,53,47,64,23,3,296,0,4,11,11,11,9,3,0,0,60,0,5,6,27,14,14,16,0,4,77,0,0,4,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,18,39,27,29,22,3,4,139,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
LGA53010,0,9,27,29,24,29,17,0,0,143,0,0,0,4,4,8,8,3,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,11,26,40,30,36,21,3,0,175,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,11,27,40,34,36,23,6,0,185,3,0,0,0,5,7,19,16,0,51,3,0,6,12,8,11,9,6,0,53,12,12,37,48,44,56,52,25,0,293,0,4,11,0,16,25,6,0,0,57,5,3,9,22,13,13,5,0,0,69,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,26,28,32,34,8,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4
LGA53080,3,5,20,16,19,22,15,0,0,92,0,0,9,0,4,8,3,4,0,29,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,13,24,11,22,28,21,0,0,135,0,0,5,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,4,0,0,13,6,13,28,12,27,30,22,0,0,148,4,5,9,6,10,22,25,19,5,107,3,3,19,0,21,13,8,3,0,70,14,24,54,21,55,67,53,25,5,319,3,9,18,13,19,15,3,0,0,80,4,0,9,0,0,12,3,0,0,32,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,5,9,28,22,24,36,5,0,0,128,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
LGA53150,17,52,215,305,423,310,72,12,0,1396,81,97,52,35,64,77,65,13,0,485,6,4,7,7,10,17,6,4,0,60,0,0,10,3,7,0,0,0,0,17,101,150,279,350,496,406,146,29,0,1961,5,8,10,8,12,9,3,0,0,51,16,3,3,3,0,7,7,0,0,46,20,14,13,8,11,20,13,0,0,98,124,165,293,362,510,429,153,25,0,2057,129,22,36,22,40,69,269,171,88,845,5,0,19,26,23,18,19,11,13,144,256,190,347,408,576,506,438,216,103,3046,13,57,164,182,257,194,23,0,0,880,130,95,105,209,228,200,73,9,0,1059,4,3,29,21,11,15,9,0,0,95,3,0,0,0,7,0,0,0,0,25,144,161,308,412,504,414,112,13,0,2060,0,4,4,7,9,8,0,0,0,24,23,9,4,5,6,7,3,0,0,54,24,4,10,7,10,13,3,0,0,73
LGA53220,38,182,763,708,568,387,61,5,0,2708,33,20,76,44,40,34,11,0,0,254,3,19,47,73,46,38,6,0,0,229,0,7,18,18,7,8,0,0,0,63,80,228,906,848,667,466,73,5,0,3262,11,8,16,12,12,6,0,0,0,63,7,5,8,11,4,4,4,0,0,35,17,13,22,26,19,12,4,0,0,99,94,240,927,869,678,473,76,5,0,3365,75,37,77,68,36,41,50,13,3,396,33,100,479,444,352,229,35,4,0,1681,206,370,1482,1381,1069,747,164,22,3,5440,32,114,351,263,185,108,8,5,0,1070,31,28,111,98,55,28,14,0,0,368,0,15,57,24,19,12,0,0,0,118,0,6,7,9,7,4,0,0,0,38,62,167,530,393,264,159,24,5,0,1590,5,7,10,22,6,7,0,0,0,51,8,5,10,12,7,3,0,0,0,39,12,9,18,26,13,10,0,0,0,91
LGA53290,110,229,489,552,638,513,109,24,3,2659,95,24,73,59,76,114,84,14,0,540,13,9,39,28,35,57,17,0,0,199,12,8,18,15,14,13,3,0,0,91,220,268,621,655,757,695,209,43,4,3481,12,4,5,13,9,14,0,0,0,60,16,0,3,10,4,6,8,0,0,48,29,10,10,17,17,19,4,0,0,106,250,277,629,672,774,710,221,39,4,3585,157,15,42,45,73,174,450,340,91,1386,43,48,86,75,122,103,82,70,12,637,453,350,754,791,965,981,752,446,112,5611,54,119,225,241,357,242,57,6,0,1312,122,93,252,328,300,257,87,13,0,1454,10,11,52,26,39,44,12,4,0,198,8,10,8,17,11,10,0,0,0,64,191,234,544,606,713,561,155,25,0,3022,0,8,7,5,6,0,0,0,0,26,10,8,9,9,8,7,3,0,0,47,11,8,12,16,14,12,3,0,0,76
LGA53360,25,49,152,170,144,98,13,6,0,655,29,8,29,21,29,34,6,0,0,151,0,0,18,10,10,9,10,0,0,60,0,7,5,3,0,7,0,0,0,30,60,63,205,208,188,139,28,3,0,899,0,0,5,3,8,0,0,0,0,20,4,0,0,4,5,0,0,0,0,14,5,0,5,5,9,4,0,0,0,29,66,67,206,215,197,147,28,3,0,928,10,3,16,11,13,43,91,45,3,241,9,14,16,26,26,20,20,8,3,139,82,83,241,254,235,214,133,59,8,1310,6,40,124,91,91,50,12,0,0,418,31,31,90,86,57,49,10,0,0,348,0,3,17,12,9,10,0,0,0,45,0,9,9,0,3,0,0,0,0,19,41,73,237,190,160,104,23,3,0,836,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,3,0,0,0,16
LGA53430,64,236,1275,1468,1292,1036,226,30,0,5632,221,331,358,282,246,350,255,56,5,2110,13,21,65,85,52,79,21,6,0,345,8,5,32,23,23,18,5,3,0,119,308,596,1735,1861,1617,1486,512,92,7,8205,14,21,49,49,54,67,19,0,0,272,64,29,27,19,27,22,15,0,0,202,76,48,74,68,84,92,31,0,0,470,381,644,1811,1934,1695,1580,541,91,7,8681,286,108,147,157,239,468,1069,748,295,3532,37,52,205,165,189,135,88,61,28,968,705,806,2166,2260,2121,2177,1702,902,335,13174,29,202,1059,752,897,633,129,7,0,3702,315,462,640,861,753,774,286,30,3,4115,16,33,143,121,49,74,29,6,0,467,3,13,22,10,12,8,4,0,0,81,370,707,1861,1745,1714,1484,445,37,3,8363,4,12,34,23,30,29,0,0,0,132,59,34,35,30,32,22,11,0,0,228,57,48,70,54,58,56,10,0,0,360
LGA53570,18,62,152,171,238,188,62,9,5,902,26,18,41,22,41,63,44,18,0,280,7,7,11,17,27,40,11,4,0,118,3,3,12,9,10,4,4,0,0,45,55,92,213,225,316,296,119,33,0,1352,0,3,0,3,19,13,0,0,0,44,5,0,0,0,0,0,4,0,0,6,5,8,3,4,19,7,6,0,0,53,60,99,220,232,330,308,123,33,0,1405,73,7,22,25,37,115,347,202,35,872,4,15,26,31,45,44,39,25,3,239,134,119,271,291,417,471,510,269,42,2519,15,27,118,91,131,102,29,7,0,516,25,26,86,99,115,129,37,7,0,526,0,0,15,16,16,14,9,0,0,71,0,4,3,4,9,0,0,0,0,23,45,63,226,212,267,247,75,12,0,1137,0,0,3,4,0,6,0,0,0,15,0,0,0,4,3,4,0,0,0,17,7,3,4,6,5,7,0,0,0,32
LGA53640,10,21,66,54,60,49,35,0,0,292,6,5,4,10,7,12,10,9,0,49,0,0,0,5,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,3,13,25,67,64,67,68,45,5,0,357,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,11,4,0,0,5,0,3,0,0,0,12,12,25,69,66,69,74,46,5,0,369,9,0,9,3,8,26,29,11,3,100,0,6,4,7,6,11,3,3,0,39,27,28,80,79,83,112,86,22,5,515,4,13,17,24,28,19,7,0,0,112,0,0,37,28,24,19,11,0,0,123,0,0,7,0,6,0,3,0,0,11,0,0,5,0,0,0,0,0,0,8,4,17,60,48,54,41,27,7,0,252,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,3,3,0,5,0,0,0,0,0,0,9
LGA53710,5,13,28,39,40,43,18,0,0,192,0,0,3,4,8,5,15,4,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,11,15,29,48,44,50,33,7,4,242,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,0,0,0,6,10,15,33,46,50,50,33,7,4,246,6,5,0,0,3,17,40,22,10,110,3,4,3,7,8,7,10,8,0,52,22,17,37,61,64,73,86,36,12,407,0,11,10,16,11,28,0,0,0,74,4,4,7,30,24,27,9,5,0,108,0,0,3,4,7,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,4,19,17,45,43,51,10,3,0,200,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,9
LGA53780,446,1679,4944,6667,5315,3426,686,28,4,23194,1096,1276,1275,1108,892,806,522,70,0,7050,49,58,176,212,180,193,78,0,0,959,27,85,221,164,117,83,14,6,0,727,1621,3101,6617,8157,6512,4507,1303,106,6,31927,109,231,339,304,230,181,30,0,0,1427,281,157,101,60,62,64,31,3,0,756,389,383,439,364,296,247,63,3,0,2182,2013,3486,7062,8518,6807,4749,1367,106,6,34109,1857,716,1156,1025,968,1304,3364,2140,600,13124,176,218,543,592,505,317,223,141,107,2824,4043,4420,8758,10134,8278,6373,4954,2388,717,50056,185,1022,2812,3100,3003,1756,282,7,0,12170,1309,1503,2334,2978,2317,1717,508,52,0,12717,47,96,332,266,151,167,41,4,0,1106,21,70,132,96,86,47,11,3,0,474,1563,2696,5611,6435,5561,3690,841,69,4,26460,75,126,185,188,163,101,11,0,0,852,318,164,208,235,159,121,13,0,0,1218,388,294,391,426,320,223,28,6,0,2067
LGA53800,245,506,1339,1433,1524,1291,296,22,5,6659,357,186,269,208,255,310,207,52,0,1835,17,26,74,77,118,113,46,5,0,476,18,15,49,30,28,25,0,4,0,168,635,730,1735,1740,1926,1737,554,83,7,9139,36,53,72,74,67,56,3,0,0,366,68,13,21,24,19,27,16,0,0,188,103,67,99,96,92,82,25,0,0,555,740,800,1831,1837,2015,1822,569,86,7,9693,421,139,232,241,312,545,1217,823,294,4237,129,92,257,278,276,235,154,113,56,1579,1287,1030,2310,2360,2601,2602,1944,1023,355,15514,119,352,734,834,1094,720,126,9,0,3976,541,315,674,853,872,738,251,24,3,4267,21,31,132,74,75,90,22,0,0,455,3,8,22,24,35,20,10,3,3,126,688,712,1556,1781,2074,1562,410,34,3,8820,22,34,30,23,39,20,4,0,0,174,52,25,37,44,40,46,0,0,0,252,76,55,65,65,80,72,12,0,0,428
LGA53920,8,23,64,63,58,47,7,0,0,269,0,12,17,24,11,5,0,0,0,80,3,4,5,4,0,0,0,0,0,18,0,0,12,3,7,9,3,0,0,27,9,33,102,91,81,62,16,0,0,394,17,22,39,23,14,0,0,0,0,121,10,6,9,3,0,0,0,0,0,34,25,27,46,30,18,7,0,0,0,149,38,64,140,124,98,67,17,0,0,548,131,59,109,82,83,37,41,17,5,563,15,17,32,36,41,23,14,11,3,199,181,144,283,247,221,131,72,36,5,1310,4,19,68,41,45,37,9,0,0,239,10,12,32,26,23,8,3,0,0,113,0,0,8,5,4,3,0,0,0,22,0,6,4,0,3,4,0,0,0,25,15,39,107,81,75,58,15,0,0,393,8,11,12,13,7,3,0,0,0,54,8,11,6,8,5,0,0,0,0,43,15,19,22,25,15,3,0,0,6,97
LGA53990,191,381,1076,1319,1304,975,187,15,5,5445,241,104,156,157,129,210,154,28,6,1179,27,20,53,66,75,95,19,0,0,357,9,13,36,26,25,13,7,0,0,126,463,519,1319,1567,1533,1289,368,48,7,7115,22,32,48,37,37,29,5,0,0,207,44,12,13,4,3,14,5,0,0,97,69,40,55,42,48,39,12,0,0,305,528,558,1376,1610,1580,1329,380,48,7,7422,381,65,86,127,143,367,1055,626,154,2999,45,39,105,111,133,134,75,36,18,698,957,662,1567,1849,1857,1833,1503,708,177,11113,102,227,512,599,738,442,48,0,0,2669,374,171,505,795,674,532,168,15,0,3237,16,25,109,53,62,78,17,4,0,367,9,12,17,23,18,11,13,0,0,98,510,435,1141,1467,1496,1059,238,21,0,6372,24,15,11,17,26,16,3,0,0,120,53,17,27,38,19,28,3,0,0,186,81,29,43,58,40,41,6,0,0,306
LGA54060,14,35,54,97,137,132,45,7,0,517,24,7,12,17,13,41,23,8,0,157,5,3,4,4,8,10,12,0,0,50,0,3,4,3,0,5,5,0,0,33,50,47,75,122,168,182,79,18,0,748,3,5,4,0,0,4,0,0,0,21,4,0,0,0,0,3,0,0,0,11,6,5,4,0,0,8,0,0,0,29,54,57,74,126,168,191,79,18,0,780,40,5,18,9,31,86,231,137,29,583,7,8,17,30,26,41,30,28,4,198,104,70,111,160,229,323,344,184,41,1559,6,17,26,58,91,71,15,0,0,294,36,12,35,68,83,89,33,7,0,368,0,3,4,5,10,10,4,0,0,37,0,0,0,4,7,4,3,6,0,23,47,39,66,135,186,169,59,16,0,709,0,0,4,4,0,8,0,0,0,13,5,0,0,0,3,3,0,0,0,14,5,0,3,9,3,14,0,0,0,32
LGA54130,5,18,51,56,53,48,20,0,0,256,0,5,4,10,5,20,7,5,0,54,0,0,0,3,0,10,3,0,0,13,0,0,0,0,0,0,0,0,0,3,6,29,52,71,66,73,32,5,0,328,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,9,29,56,71,66,75,32,5,0,332,11,0,0,4,3,19,38,26,7,111,3,3,3,7,6,11,8,0,0,43,28,32,63,83,74,107,76,27,6,485,0,11,23,29,24,24,9,0,0,120,4,6,16,26,29,27,9,0,0,122,0,0,3,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,4,15,51,64,48,50,22,0,0,262,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,4,0,0,0,4
LGA54170,635,2038,5310,7860,8428,6185,1191,49,4,31690,1874,1558,1110,909,1001,1432,1170,161,14,9234,77,98,247,295,318,383,161,18,0,1604,16,51,107,104,87,75,17,4,0,465,2605,3741,6780,9170,9833,8080,2540,231,16,42996,94,191,268,198,215,235,40,0,0,1230,480,149,88,42,38,69,46,4,0,915,574,341,357,238,254,298,81,7,0,2151,3177,4076,7131,9411,10090,8379,2621,240,16,45147,2064,568,559,509,595,1643,5930,3342,948,16152,114,163,383,480,511,394,262,151,79,2530,5351,4805,8074,10404,11192,10413,8819,3731,1043,63822,218,1297,3375,3580,4806,3201,474,18,0,16961,2477,2047,2500,4600,4454,3947,1184,95,3,21303,86,97,596,482,246,435,120,6,0,2071,32,42,77,98,71,55,21,10,0,405,2810,3479,6552,8766,9576,7636,1796,121,3,40747,40,60,101,118,128,85,8,0,0,540,433,124,120,182,156,118,37,0,5,1170,465,185,217,301,280,206,45,0,5,1714
LGA54200,258,761,2084,2856,2785,2089,459,28,7,11316,555,470,397,354,363,450,365,73,11,3040,23,36,114,113,110,123,38,5,0,567,14,43,53,53,58,36,16,7,0,274,850,1307,2643,3369,3325,2698,882,114,16,15207,43,58,88,82,83,81,24,0,0,454,126,46,30,17,19,28,18,3,0,287,173,103,118,99,95,107,39,3,0,743,1019,1417,2767,3474,3420,2806,918,118,16,15948,773,213,171,205,305,536,1927,1485,467,6083,55,77,201,223,193,189,110,81,59,1197,1845,1705,3137,3904,3919,3531,2962,1686,539,23227,104,450,1228,1393,1687,1132,211,7,0,6213,747,626,954,1529,1283,1082,398,37,0,6657,34,42,193,144,128,135,35,5,0,719,17,28,39,41,40,12,8,3,0,182,903,1144,2415,3098,3131,2360,655,52,6,13769,32,40,38,57,48,45,0,0,0,253,142,29,59,65,52,38,14,0,0,396,173,64,100,122,101,76,10,0,0,652
