LGA_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
LGA52450,3,11,3,0,0,0,38,3,0,12,3,4,0,0,0,24,0,0,0,0,3,0,0,0,0,3,4,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,14,5,6,10,5,4,48,30,42,56,34,26,25,11,3,227,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,28,18,16,18,6,12,3,108,0,0,0,0,3,0,0,0,10,12,8,6,3,6,5,0,0,41,0,9,8,9,5,3,3,0,43,3,8,11,6,12,5,4,0,46,7,22,9,12,10,10,0,0,67,3,0,13,9,4,7,0,0,30,0,0,0,0,3,0,0,0,3,3,6,5,0,7,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,14,10,24,11,11,24,5,4,103,55,102,93,70
LGA52520,20,5,5,0,0,0,49,0,6,3,3,3,0,0,0,17,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,18,18,13,8,7,0,81,23,59,75,44,41,20,13,7,279,0,0,4,0,0,0,0,0,6,0,0,4,0,0,0,0,0,8,6,24,30,14,7,3,0,0,93,5,7,0,0,0,0,0,0,16,3,5,14,6,6,4,0,0,43,0,10,8,7,11,7,0,0,44,0,10,12,11,5,4,4,4,52,6,14,29,10,3,0,0,0,62,0,3,8,9,3,3,0,0,29,0,5,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,13,27,45,31,35,20,10,8,188,41,115,149,90
LGA52590,22,16,32,23,4,0,129,0,15,16,20,17,8,0,0,81,0,6,0,0,3,0,6,0,21,0,10,13,19,9,4,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,26,17,15,21,36,20,7,151,43,126,113,117,148,124,50,12,741,3,10,5,9,6,0,0,0,26,0,0,0,0,0,0,0,0,8,7,45,55,62,72,67,22,3,333,4,21,5,16,16,17,4,0,84,10,12,14,23,13,13,0,0,88,4,25,16,17,28,26,14,6,120,0,15,22,21,31,33,12,0,136,9,29,35,24,44,48,8,8,199,0,22,18,19,26,11,0,0,100,5,10,0,0,9,0,4,0,29,4,27,15,18,15,14,3,0,99,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,22,36,63,57,52,54,77,33,5,376,92,276,241,269
LGA52660,165,108,98,65,19,11,720,62,113,133,109,79,34,9,4,542,11,23,22,17,9,5,3,0,90,39,79,61,46,24,15,12,0,281,0,0,3,0,0,0,0,0,6,0,9,7,3,3,0,0,0,23,35,59,46,58,54,57,78,51,442,308,701,727,607,490,300,189,84,3407,3,18,35,34,18,18,7,0,124,19,23,40,15,11,7,0,0,119,86,335,312,272,232,169,67,22,1495,36,97,77,46,50,38,19,8,371,23,21,27,33,32,26,8,7,178,48,109,162,117,114,63,49,17,674,40,77,119,145,118,77,21,6,599,69,248,223,175,139,97,35,15,998,96,133,155,130,102,51,13,4,679,20,31,32,16,15,9,9,0,130,50,92,88,69,52,32,20,0,409,3,0,3,0,3,0,0,0,11,6,14,13,21,11,13,0,0,72,77,139,143,155,143,123,131,97,1000,577,1339,1424,1216
LGA52730,53,42,47,50,20,3,248,6,22,44,40,77,58,22,3,268,0,12,25,23,16,20,8,0,110,9,12,21,14,12,15,6,0,84,0,0,0,0,0,0,0,0,4,3,4,7,3,5,3,0,0,30,32,34,37,50,44,50,38,22,299,78,175,317,337,394,338,158,41,1835,0,8,28,35,28,40,17,3,165,4,7,0,3,21,10,4,0,41,5,38,66,74,112,100,40,11,447,9,31,45,34,45,25,11,0,206,23,22,32,34,51,35,16,3,210,7,38,63,73,85,64,47,8,388,8,26,62,80,93,95,33,13,412,8,31,66,63,81,71,34,5,364,6,26,55,62,104,79,29,9,375,3,18,27,32,19,31,16,0,154,11,19,27,22,31,19,11,0,137,0,0,0,0,0,0,0,0,4,6,9,9,15,13,7,8,0,57,60,57,71,97,103,97,73,34,590,159,317,569,630
LGA52800,40,30,24,9,0,0,160,4,29,36,33,24,6,0,0,138,0,7,8,4,4,4,0,0,23,16,23,12,9,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,122,139,96,90,66,43,17,4,578,212,354,276,228,195,102,20,4,1396,10,12,3,8,0,3,0,0,33,0,7,3,0,0,3,0,0,14,24,59,46,48,67,25,0,0,275,9,20,19,15,16,16,4,0,106,12,27,21,20,9,0,0,0,94,18,63,44,31,32,32,3,0,216,19,63,41,47,41,18,3,0,233,27,66,54,31,33,14,0,0,232,9,45,44,49,33,17,0,0,199,0,12,9,4,4,6,0,0,29,16,28,20,16,9,0,0,0,84,0,0,0,0,0,0,0,0,0,0,7,4,3,5,0,0,0,14,233,241,195,174,161,96,34,8,1133,379,631,506,444
LGA52870,57,54,48,33,8,4,263,18,17,41,40,63,30,7,0,220,0,4,10,15,9,9,9,0,64,12,17,14,10,11,4,5,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,16,18,16,24,36,35,41,32,14,212,105,182,282,284,310,241,108,22,1530,0,14,18,22,20,17,5,0,96,7,0,7,0,0,7,4,0,35,40,68,90,111,97,96,43,8,562,9,15,20,20,33,27,13,8,144,8,23,39,29,26,29,7,0,162,7,36,46,45,67,60,23,9,293,18,22,46,61,70,82,26,3,323,22,58,74,72,71,56,16,5,376,29,28,62,48,79,44,10,0,299,7,9,16,22,20,11,9,0,96,16,20,32,23,24,11,8,0,130,0,0,0,0,0,0,0,0,5,0,0,5,11,11,7,0,0,43,48,39,60,68,78,85,67,13,464,222,340,518,548
LGA52940,4,9,4,4,0,0,30,3,4,5,4,0,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,5,0,0,21,12,11,31,28,20,29,3,6,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,6,8,6,7,0,0,39,0,0,0,3,0,3,0,0,9,5,4,6,8,3,9,0,0,35,0,0,10,0,8,8,0,0,24,0,0,10,7,0,12,0,0,28,0,0,4,7,4,6,0,0,32,3,4,7,4,0,3,0,0,25,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,13,7,16,5,0,66,23,31,52,58
LGA53010,5,3,0,0,0,0,18,0,0,11,9,5,0,0,0,20,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,11,11,11,0,0,44,10,25,36,29,34,21,0,0,149,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,12,4,8,3,8,3,0,35,0,0,0,0,0,0,0,0,6,0,3,13,5,6,0,0,0,33,0,3,5,3,10,6,0,0,21,0,3,7,3,8,6,0,0,24,0,6,13,4,3,0,0,0,35,0,0,11,3,5,0,0,0,18,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,14,15,24,23,9,0,109,14,54,65,52
LGA53080,0,0,0,4,0,0,10,0,4,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,15,14,6,5,0,62,13,25,18,17,28,10,6,0,127,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,9,4,4,7,17,3,0,40,0,0,0,0,0,7,0,0,11,5,0,0,4,4,0,0,0,12,0,4,4,0,4,3,0,0,22,0,3,0,0,3,3,0,0,10,0,4,0,4,5,4,0,0,18,0,10,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0,6,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,28,9,34,29,15,8,0,137,31,58,28,51
LGA53150,97,108,81,41,14,10,420,24,59,74,93,59,68,29,4,411,9,28,42,31,28,4,4,0,155,6,7,11,22,21,8,5,0,85,0,0,0,0,0,0,0,0,5,0,7,5,12,14,3,0,0,46,18,17,31,25,22,24,35,64,230,126,324,470,537,467,312,150,95,2476,15,40,50,59,62,38,13,0,277,3,3,9,25,14,3,0,0,66,15,82,100,131,107,92,33,19,583,11,23,45,38,36,25,3,5,182,7,8,21,11,16,15,5,0,84,23,103,126,150,143,81,34,6,671,13,41,59,100,120,113,40,12,491,34,106,161,230,166,107,43,12,845,37,93,101,138,108,102,43,5,631,32,42,62,41,27,18,5,3,234,9,13,19,29,22,17,9,0,128,0,0,0,0,0,0,0,0,5,5,8,10,16,17,7,3,0,71,22,46,71,48,43,42,73,95,446,231,611,833,1022
LGA53220,86,40,9,0,0,0,266,24,60,50,19,17,0,0,0,178,4,18,3,4,0,0,0,0,31,9,47,36,18,15,0,0,0,125,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,10,81,181,123,82,66,14,6,0,562,196,582,419,247,160,29,13,0,1645,3,40,23,20,12,0,0,0,96,3,21,10,10,7,0,0,0,39,82,452,394,234,160,25,0,0,1348,17,78,76,44,35,4,0,0,249,14,27,19,22,10,3,0,0,84,15,79,47,43,32,8,3,0,231,13,61,58,50,34,11,0,0,222,39,136,118,80,27,5,0,0,411,37,86,70,27,27,3,4,0,254,5,25,12,6,4,3,0,0,47,18,72,63,49,21,6,0,0,224,0,5,0,0,0,0,0,0,5,0,10,10,13,5,0,0,0,44,228,683,604,447,312,53,11,0,2343,481,1761,1503,1042
LGA53290,119,136,84,31,17,11,591,34,72,76,62,62,46,7,0,358,7,22,25,19,10,4,7,0,91,28,68,47,45,31,20,0,0,240,0,0,0,0,0,0,0,0,5,3,4,0,3,5,0,3,0,23,84,75,109,98,90,84,84,30,648,289,566,604,592,467,315,210,56,3107,3,18,28,13,11,8,4,0,93,12,11,7,9,12,0,0,0,42,82,207,196,199,185,111,54,14,1049,33,72,68,43,51,29,19,0,313,40,77,92,88,66,27,31,4,430,23,93,90,104,102,67,49,17,549,12,91,98,132,116,69,45,10,572,90,144,168,189,116,50,33,10,797,37,81,100,82,75,56,13,5,446,10,34,27,19,6,8,8,3,118,40,94,66,64,46,30,7,0,347,5,0,0,0,0,0,0,0,4,4,9,7,6,7,14,11,3,57,204,179,208,249,213,188,168,38,1446,597,1111,1153,1200
LGA53360,34,29,14,8,0,0,141,7,25,18,20,10,0,3,0,89,0,17,11,12,0,0,0,0,39,0,26,13,12,14,3,4,0,70,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,31,26,12,26,19,9,0,133,69,236,180,141,98,50,22,9,802,5,52,25,5,6,0,0,0,87,0,0,0,4,0,0,0,0,3,15,87,75,65,53,33,8,4,346,13,37,32,18,22,12,3,0,137,3,16,21,14,9,0,0,0,60,7,23,26,24,17,9,5,0,111,4,31,34,31,23,11,0,0,136,22,42,47,44,22,12,0,0,204,7,33,28,29,15,0,6,0,123,3,19,16,12,3,0,0,0,55,5,36,22,23,18,3,3,0,114,0,0,0,0,0,0,0,0,3,0,3,3,4,3,0,6,0,21,52,58,56,42,54,42,15,4,322,149,432,387,312
LGA53430,347,311,273,133,54,17,1506,100,348,366,374,367,292,93,13,1942,85,204,183,136,111,82,26,5,830,48,101,89,79,53,49,8,3,426,3,5,0,0,4,0,4,0,14,7,42,44,34,23,18,6,0,178,113,185,134,141,105,135,97,124,1043,643,2055,1986,1832,1723,1244,493,198,10170,76,210,207,192,177,102,42,6,1015,25,46,72,58,58,24,5,0,296,91,445,513,400,447,327,168,39,2437,45,196,219,183,172,103,54,13,983,27,86,112,87,97,47,12,3,462,101,602,492,429,449,286,124,17,2493,59,240,265,307,368,331,118,20,1713,139,501,588,559,516,292,127,24,2748,161,541,544,554,527,434,154,26,2936,146,332,318,220,182,133,37,8,1373,64,147,139,130,83,75,20,6,661,4,5,5,3,4,0,0,0,30,18,69,80,67,51,38,16,5,340,228,414,341,354,280,268,183,196,2267,1171,3841,3887,3539
LGA53570,38,35,47,36,11,0,235,10,31,19,29,23,20,5,0,133,0,10,0,4,8,0,0,0,28,11,24,16,22,10,9,5,3,93,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,15,24,35,25,43,29,44,37,10,240,67,202,184,207,208,193,86,16,1159,0,3,3,5,8,8,0,0,35,0,3,8,3,5,4,0,0,27,28,59,61,105,111,134,53,10,555,8,22,25,24,40,30,11,5,164,4,31,39,32,26,27,4,0,159,4,23,33,26,51,33,20,3,195,0,18,26,35,31,32,18,5,160,19,53,47,55,69,54,17,0,313,18,40,27,32,33,28,4,0,176,3,12,10,5,8,4,4,0,45,14,25,13,29,23,20,11,0,141,0,0,0,0,0,4,0,0,9,0,9,3,8,3,8,7,0,39,52,74,67,104,99,116,87,12,613,148,373,361,475
LGA53640,6,9,6,3,0,0,45,0,0,5,8,3,5,0,0,19,0,0,0,0,0,0,0,0,10,0,5,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,7,6,0,11,6,0,0,41,19,61,41,40,32,23,0,3,221,0,5,0,3,5,0,3,0,16,0,0,0,0,0,0,0,0,3,0,20,11,14,13,5,0,0,64,0,9,0,5,0,0,0,0,17,3,17,14,6,10,6,0,0,61,0,16,7,0,4,3,0,0,34,0,7,10,10,7,6,0,0,47,3,19,10,18,8,7,0,0,65,0,0,7,10,9,7,0,0,30,3,0,0,0,3,0,0,0,12,0,4,3,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,11,13,21,13,22,21,4,3,106,32,109,83,80
LGA53710,13,7,7,0,0,0,35,0,5,8,3,5,3,0,0,22,0,0,0,0,0,0,0,0,4,4,5,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,5,9,14,6,5,56,20,23,48,37,49,36,11,5,223,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,20,7,10,11,0,0,58,0,4,8,0,0,0,0,0,12,3,3,3,3,8,5,0,0,31,3,5,3,12,11,9,5,0,40,4,0,9,7,4,9,0,0,31,0,6,14,11,9,4,0,0,59,4,5,8,3,13,7,0,0,28,0,0,0,0,0,0,0,0,4,4,5,0,5,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,11,21,23,31,15,5,133,35,44,81,68
LGA53780,1992,1349,781,417,150,45,6624,452,979,1167,897,642,315,78,10,4542,206,254,191,128,57,31,19,6,890,361,575,481,314,197,125,47,3,2109,27,10,7,3,11,11,8,0,68,33,94,114,64,43,29,7,8,396,454,624,583,445,329,335,314,245,3321,2956,6562,7293,4947,3267,2016,954,403,28393,185,445,511,321,197,125,51,9,1830,220,580,908,334,144,37,12,4,2238,663,1962,2649,2132,1661,1220,550,112,10951,246,589,506,341,313,267,152,40,2461,60,137,168,148,106,54,21,3,704,554,1381,1295,858,657,422,188,45,5401,267,640,841,778,575,418,158,42,3733,852,2255,3229,2154,1283,737,267,64,10841,672,1320,1595,1213,844,486,157,21,6310,371,406,352,206,84,58,35,11,1518,520,963,865,547,340,211,81,14,3551,44,25,12,6,13,14,7,0,127,68,217,233,182,112,69,40,10,940,965,1410,1400,1148,785,667,541,386,7308,5702,12342,14565,10374
LGA53800,379,350,275,125,40,15,1669,109,222,267,278,232,118,23,3,1251,46,45,54,37,34,17,5,0,240,89,139,135,148,57,39,24,3,629,10,6,5,3,5,4,0,0,24,12,10,5,9,18,4,6,5,65,236,254,270,246,224,208,181,130,1750,958,1727,1853,1852,1386,870,427,202,9271,33,66,80,53,33,28,3,0,301,33,66,55,41,17,17,4,0,224,241,607,613,635,589,411,163,52,3313,76,234,191,165,192,126,51,13,1048,70,98,102,124,105,67,14,4,586,180,428,372,385,277,212,91,29,1986,65,264,341,438,348,185,63,12,1720,199,407,516,521,411,212,71,25,2361,141,294,341,355,303,161,33,9,1635,67,69,80,51,44,33,10,0,352,120,207,201,210,98,58,39,7,937,11,9,3,3,9,4,0,3,40,21,24,36,36,43,15,6,7,185,482,576,608,582,512,406,328,207,3699,1750,3356,3539,3594
LGA53920,11,11,5,0,0,0,45,3,24,8,15,12,9,0,0,69,0,0,0,4,3,0,0,0,13,5,4,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,51,49,32,25,23,8,4,232,80,132,109,87,77,39,10,4,542,0,3,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,3,9,33,19,18,9,3,0,0,96,0,7,16,6,4,6,0,0,48,8,17,14,7,4,0,0,0,51,5,16,7,12,12,11,0,0,65,11,36,22,20,19,5,0,0,111,5,9,17,15,11,3,0,0,67,4,28,20,21,17,8,0,0,101,0,0,3,3,3,0,0,0,14,9,8,9,3,6,0,0,0,30,0,0,0,0,0,0,0,0,4,3,4,3,0,0,4,0,0,16,104,95,100,85,58,32,22,3,492,162,267,238,198
LGA53990,322,260,201,101,40,3,1317,108,165,258,236,165,99,24,4,1056,24,49,37,28,21,17,10,4,185,67,146,123,87,68,44,11,5,547,5,0,0,0,4,0,0,0,8,11,12,10,23,11,6,0,0,84,89,101,92,82,107,123,85,38,717,593,1161,1399,1253,1096,711,292,74,6576,10,40,55,45,57,25,12,0,247,33,49,50,19,27,9,0,0,191,220,526,627,594,498,357,133,18,2980,57,145,149,120,128,84,39,9,732,56,58,85,86,80,49,21,7,436,79,192,252,225,285,176,67,16,1289,61,159,264,292,272,198,66,10,1321,154,341,427,387,311,172,56,8,1866,138,199,292,276,202,144,36,3,1290,43,57,50,39,28,24,14,4,259,82,194,177,134,102,61,19,4,788,9,0,3,0,8,0,0,0,20,15,40,45,49,37,26,8,3,216,203,245,258,253,267,245,154,68,1695,1157,2241,2742,2531
LGA54060,20,42,21,17,15,0,138,0,10,16,16,14,15,4,0,67,0,0,0,0,3,0,0,0,14,4,9,13,19,10,3,5,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,14,26,24,33,36,30,5,191,56,77,130,159,147,142,75,11,793,3,0,0,6,4,3,0,0,21,0,5,0,0,5,3,0,0,8,23,24,45,64,78,69,30,6,342,7,9,16,22,25,36,14,0,122,0,8,22,11,11,11,4,0,69,14,16,17,38,30,33,18,0,159,4,8,20,24,37,30,8,5,131,18,19,23,43,33,21,13,0,179,0,10,21,16,20,17,6,0,94,0,0,3,3,3,5,0,0,14,4,11,22,21,17,8,3,0,91,0,0,0,0,0,0,0,0,3,3,0,6,5,0,6,0,0,10,42,39,62,56,83,85,65,19,436,111,146,247,311
LGA54130,16,3,4,6,0,0,43,0,3,5,0,3,0,0,0,20,0,4,0,0,0,0,0,0,3,0,4,7,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,9,6,6,0,43,18,61,56,52,37,20,13,0,247,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,8,17,16,16,17,9,3,0,82,0,9,13,0,3,0,0,0,28,5,17,16,8,10,4,3,0,66,0,10,0,5,10,0,3,0,38,0,11,10,13,12,3,0,0,59,3,19,15,7,8,5,0,0,66,0,8,9,0,10,0,0,0,25,0,4,0,0,0,0,0,0,7,3,4,8,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,12,6,12,23,22,16,0,4,102,41,104,104,85
LGA54170,2403,2325,1748,1057,340,102,9843,523,971,1400,1301,1029,657,156,19,6053,272,374,429,261,154,108,31,10,1641,351,590,585,544,393,274,98,22,2846,28,8,4,5,12,8,0,0,65,42,62,117,109,72,49,16,3,469,262,387,413,384,375,402,367,297,2871,3059,6706,9240,8880,7243,4641,1701,625,42094,245,477,693,698,522,338,122,19,3114,187,341,622,548,383,138,21,0,2243,662,2139,2771,2869,3062,2583,973,221,15272,298,1097,1290,1117,930,661,224,54,5661,81,208,326,259,197,103,38,13,1210,645,1760,1875,1960,1844,1075,391,93,9651,362,1094,1679,1965,1826,1342,456,96,8830,1081,2057,3787,3976,3114,2125,700,165,17011,860,1434,1918,1826,1463,1004,265,40,8816,566,593,662,423,265,193,58,19,2778,435,734,804,787,604,386,149,23,3924,54,10,5,8,14,17,3,0,109,85,120,228,243,178,132,58,11,1065,645,929,1105,1098,937,819,612,453,6591,6199,12999,17775,17769
LGA54200,798,668,452,312,126,39,3117,196,357,446,434,381,229,73,23,2145,78,125,130,90,61,42,26,4,559,153,240,228,191,111,81,40,4,1052,11,3,0,3,5,0,0,0,28,9,27,30,42,17,20,8,0,164,154,199,224,180,187,165,191,143,1449,1176,2502,3128,2695,2138,1583,831,317,14368,82,142,230,229,139,134,56,15,1036,64,132,233,147,81,35,5,0,695,342,968,1159,1111,1029,860,445,115,6024,108,283,295,243,218,216,116,31,1506,43,88,132,114,82,54,23,11,556,206,520,568,495,483,354,189,55,2878,112,358,506,537,464,459,223,53,2717,321,708,1194,1043,707,547,219,61,4802,290,475,584,587,521,335,151,38,2980,153,197,215,139,93,64,39,16,914,198,327,342,282,175,120,58,8,1510,22,4,0,4,5,0,4,0,43,28,62,85,92,53,44,27,12,408,340,482,523,472,441,334,320,226,3127,2305,4747,6052,5497
