LGA_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
LGA56790,952,849,1800,163,143,307,6,7,11,10,5,20,12,14,19,4,0,3,212,203,406,0,0,0,6,4,13,0,0,0,0,0,3,244,235,480,11,17,32,3,9,15,427,403,833,264,202,461,1645,1451,3093
LGA56860,62,57,121,12,9,22,0,0,0,0,0,0,0,0,4,0,0,0,22,18,37,0,0,0,0,0,0,0,0,0,0,0,0,20,18,43,0,0,0,0,0,0,36,30,64,31,22,58,126,115,242
LGA56930,376,450,824,35,40,71,19,26,47,0,4,5,0,4,5,0,0,0,143,256,401,0,0,0,0,0,0,0,0,0,0,0,0,165,291,455,43,67,111,3,3,9,242,405,643,29,42,72,651,892,1538
LGA57000,164,115,274,20,36,50,0,0,0,0,0,0,3,0,3,0,0,3,50,21,72,0,0,0,0,0,0,0,0,0,0,0,0,57,25,78,3,0,7,0,0,0,85,59,144,132,57,190,378,230,609
LGA57080,3102,2838,5940,699,614,1313,299,246,549,281,247,522,284,203,490,81,73,153,4465,4037,8505,24,27,54,70,25,100,37,25,61,0,0,0,5538,4888,10426,3344,3425,6766,167,130,296,9748,9056,18805,1672,1120,2792,14522,13014,27535
LGA57140,336,302,642,42,51,87,0,0,0,0,3,3,0,0,0,0,0,0,89,85,172,0,0,0,0,3,3,0,0,0,0,0,0,96,89,181,3,3,10,6,4,4,140,146,282,31,35,64,505,483,987
LGA57210,1490,1427,2922,244,215,462,7,11,17,10,17,30,12,13,24,4,3,8,441,471,912,5,5,9,5,4,4,0,0,0,0,0,0,486,518,1002,47,51,93,16,5,20,785,793,1579,365,280,643,2641,2505,5144
LGA57280,2051,1724,3780,1304,1300,2611,181,178,357,117,103,220,312,248,560,64,43,112,1693,1625,3321,26,23,51,51,46,95,0,4,6,0,3,5,2450,2279,4724,315,342,656,78,85,167,4147,4005,8153,1312,1028,2339,7514,6759,14268
LGA57350,222,245,466,34,38,73,0,0,4,0,0,0,0,3,6,0,0,0,50,61,112,0,0,0,0,0,0,0,0,0,0,0,0,50,68,121,0,5,9,0,0,0,87,109,201,118,127,244,429,482,907
LGA57420,445,380,829,82,78,167,14,8,24,12,0,11,11,10,22,8,10,21,253,252,505,3,0,0,0,5,4,0,0,0,0,0,0,299,292,591,48,49,93,15,5,25,452,424,875,119,102,221,1017,908,1926
LGA57490,34498,35381,69880,4141,4564,8703,766,756,1527,617,615,1229,683,676,1362,181,175,355,14271,15983,30253,115,125,241,176,195,372,82,81,160,0,4,3,16899,18611,35510,1560,1832,3393,569,561,1133,23169,25571,48737,4602,3308,7914,62268,64263,126533
LGA57630,30,17,43,4,3,8,0,0,0,0,0,4,0,6,3,0,3,3,8,0,11,0,0,0,0,4,4,0,0,0,0,0,0,11,11,24,0,0,0,0,0,0,16,13,27,27,9,37,70,37,109
LGA57700,8545,8475,17024,768,891,1652,64,76,137,45,52,99,52,66,115,27,25,49,3643,4075,7714,15,14,25,22,23,46,0,0,0,0,0,0,3865,4331,8193,237,314,548,93,92,186,4960,5622,10585,1162,629,1789,14669,14726,29393
LGA57770,199,179,374,53,42,89,6,4,7,0,5,5,4,7,6,3,3,3,106,105,214,0,0,0,0,0,0,0,0,0,0,0,5,120,126,247,30,40,66,9,7,14,204,206,414,83,92,179,489,483,973
LGA57840,9792,10555,20349,1246,1288,2535,169,195,359,190,199,391,162,149,305,59,64,120,5745,5826,11566,25,30,50,22,34,58,27,26,53,9,11,16,6405,6514,12919,1493,1499,2990,179,195,380,9325,9503,18824,1079,1120,2201,20195,21179,41379
LGA57910,54427,58728,113151,5376,5604,10973,788,854,1645,723,890,1609,608,604,1209,178,207,386,26586,28727,55315,87,99,182,160,165,323,85,101,184,7,7,17,29212,31658,60870,7321,8045,15371,791,712,1499,42706,46010,88715,5844,5293,11141,102975,110037,213012
LGA57980,3608,4061,7669,663,690,1353,119,142,261,115,149,266,87,93,180,19,34,52,1982,2183,4162,9,13,23,16,25,43,18,14,36,3,3,5,2369,2654,5021,675,810,1486,48,36,88,3758,4186,7945,446,394,840,7811,8641,16453
LGA58050,40150,40316,80464,3127,3379,6503,409,449,855,388,400,790,418,410,825,139,129,268,18425,19591,38013,56,58,113,143,120,258,47,51,95,12,11,15,20029,21212,41240,2128,2616,4744,613,470,1083,25889,27680,53571,4102,3578,7679,70145,71566,141711
LGA58190,130,97,230,15,8,23,0,0,0,0,0,0,0,0,0,0,0,0,34,24,55,0,0,0,0,0,0,0,0,0,0,0,0,32,27,57,0,0,0,0,0,0,45,34,80,28,28,60,203,161,366
LGA58260,147,137,284,33,36,71,0,0,0,0,0,0,0,0,0,4,0,3,35,36,69,0,0,0,0,0,0,0,0,0,0,0,0,44,34,77,6,4,9,0,0,0,85,73,162,46,41,90,276,252,531
LGA58330,1319,1258,2578,131,143,269,10,4,14,8,6,20,5,6,21,7,3,10,465,430,893,0,4,0,4,3,10,0,0,0,0,0,0,501,465,967,11,27,40,19,8,32,668,640,1310,311,246,558,2293,2153,4448
LGA58400,88,78,166,13,5,22,0,0,0,3,0,6,0,0,0,0,0,0,22,28,48,0,0,0,0,0,0,0,0,0,0,0,0,27,27,52,0,0,0,0,0,0,38,41,77,21,19,43,153,136,287
LGA58470,35,32,62,10,3,16,0,0,0,0,0,0,5,3,5,0,0,0,23,22,48,0,0,0,0,0,0,0,0,0,0,0,0,26,30,53,0,0,0,0,0,3,43,35,72,11,6,10,80,70,153
LGA58510,7398,7596,14993,914,942,1858,168,141,307,181,158,335,133,123,263,50,37,89,5278,5123,10397,16,13,35,27,27,56,20,13,32,0,0,3,5869,5640,11509,1710,1821,3537,161,117,278,8658,8518,17180,1359,1309,2677,17421,17426,34853
LGA58540,262,220,481,29,38,67,6,3,7,0,0,0,0,0,4,0,0,0,45,41,87,0,0,4,0,0,6,0,0,0,0,0,0,54,45,103,4,8,13,0,3,7,91,94,193,49,49,98,400,369,766
LGA58570,7596,7858,15458,937,904,1840,237,205,439,226,246,468,133,137,274,50,72,121,5279,5369,10647,21,22,41,34,38,69,19,24,42,0,0,0,5998,6105,12104,1388,1547,2939,179,137,318,8509,8692,17203,1122,863,1988,17232,17406,34639
LGA58610,515,503,1019,84,83,170,0,0,4,0,0,3,0,0,0,0,8,9,101,112,212,0,0,0,0,0,0,0,0,0,0,0,0,107,116,226,24,17,42,3,3,8,219,226,441,103,110,214,832,836,1671
LGA58680,144,113,258,17,15,34,0,0,0,0,0,0,0,0,5,0,0,3,60,55,113,0,0,0,0,0,4,0,0,0,0,0,0,62,55,115,0,0,0,0,0,0,83,74,156,59,47,101,280,235,512
LGA58760,55660,56934,112588,5358,5864,11221,580,666,1242,521,616,1133,508,567,1074,132,142,278,22953,24955,47909,93,90,182,149,152,301,45,48,94,16,12,26,24997,27249,52248,3496,4217,7711,737,683,1417,34580,38013,72599,5076,4094,9173,95317,99046,194361
LGA58820,1204,1188,2387,138,153,287,6,9,14,10,3,16,12,14,28,8,10,17,382,431,817,4,3,5,7,6,11,0,0,0,0,0,0,433,480,910,29,20,50,7,11,16,605,661,1266,214,170,376,2019,2015,4032
LGA58890,268,215,487,26,34,61,0,0,0,0,0,0,0,0,0,0,0,0,46,46,89,0,0,0,0,0,0,0,0,0,0,0,0,45,50,95,0,0,3,0,0,0,78,79,161,50,53,98,401,347,746
LGA59030,71,68,134,9,8,17,0,0,0,0,0,0,0,0,4,0,0,0,18,17,33,0,0,0,0,0,0,0,0,0,0,0,0,21,23,44,0,0,0,0,0,0,32,32,65,14,13,26,122,111,233
LGA59100,219,185,409,26,26,55,0,3,8,0,5,4,0,0,0,0,0,0,35,34,70,0,0,0,0,0,0,0,0,0,0,0,0,42,41,81,5,6,10,0,0,0,68,70,145,59,44,107,347,306,651
LGA59170,300,274,579,47,33,85,0,0,0,0,5,0,0,0,0,0,0,0,68,75,147,0,0,0,0,0,0,0,0,0,0,0,0,75,79,150,9,12,21,4,0,3,127,124,258,56,56,117,492,459,951
LGA59250,112,69,181,10,17,22,0,0,0,6,0,5,0,0,0,0,0,3,68,35,101,5,4,3,3,0,3,0,0,0,0,0,0,83,39,124,12,3,19,0,0,0,105,59,160,122,50,175,343,175,514
LGA59310,399,328,729,74,79,152,0,0,0,3,0,3,3,0,3,3,0,6,94,101,197,0,0,4,0,3,0,0,0,0,0,0,0,108,110,212,11,13,23,3,3,6,194,199,395,61,42,99,650,567,1219
LGA59320,144,112,258,14,15,31,0,0,0,0,0,0,0,0,0,0,0,0,31,39,67,0,0,0,0,0,0,0,0,0,0,0,0,29,43,76,0,0,6,0,0,0,53,60,111,22,25,46,222,200,417
LGA59330,139,121,259,30,25,52,0,0,0,0,0,0,0,0,0,0,0,0,43,36,81,0,0,5,0,0,0,0,0,0,0,0,0,42,39,84,5,8,10,0,0,0,81,66,145,22,22,49,238,215,452
LGA59340,1349,1382,2731,488,540,1026,45,41,88,61,59,121,91,89,181,10,12,31,457,493,948,9,14,27,58,57,117,0,0,4,0,0,0,733,775,1509,118,142,259,47,47,95,1382,1502,2883,672,624,1295,3402,3515,6916
LGA59350,70,41,113,5,4,6,4,0,4,0,0,0,5,0,5,0,0,0,31,13,46,0,0,0,0,0,0,0,0,0,0,0,0,35,13,50,4,6,6,3,0,3,49,21,69,114,33,147,234,92,326
LGA59360,337,210,545,42,43,83,5,5,11,7,0,7,11,4,15,9,0,9,116,87,193,3,0,3,0,0,0,0,0,0,0,0,0,147,91,241,24,18,45,0,0,3,207,157,367,161,57,219,706,427,1132
LGA59370,995,994,1989,139,159,294,10,7,18,11,13,19,0,4,9,0,4,8,322,323,641,0,5,5,0,5,6,0,0,0,0,0,0,346,361,704,17,21,38,8,7,12,510,539,1051,177,139,311,1677,1676,3351
LGA59499,365,234,595,139,96,234,161,141,302,131,129,257,206,200,407,42,44,91,889,802,1698,27,27,53,34,30,60,7,14,21,0,0,0,1499,1391,2889,228,255,488,32,21,50,1901,1766,3664,2225,1267,3492,4491,3264,7755
LGA59799,123,16,139,0,0,0,11,0,8,0,0,0,12,0,15,0,0,0,78,9,88,0,0,0,5,0,4,0,0,0,0,0,0,102,13,116,34,10,38,0,0,0,137,24,163,199,19,222,455,58,514
