LGA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,13,18,22,66,41,26,10,9,3,208,169,311,322,526,221,131,72,36,5,1788,0,0,0,0,0,0,0,0,0,0,132,247,305,471,164,107,65,19,7,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53990,0,0,0,0,5,0,5,0,0,18,0,10,29,50,46,29,20,5,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,24,0,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,9,4,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,4,0,18,0,3,7,13,19,18,11,0,0,68,0,8,6,78,17,30,31,17,4,188,35,79,82,217,134,142,89,39,22,839,937,2234,1620,3422,1857,1833,1503,708,177,14285,0,0,0,0,0,0,0,0,0,0,744,1804,1269,2599,1358,1333,1052,483,147,10784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,13,0,4,0,0,0,19
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,11,4,25,20,47,26,51,38,29,15,252,63,208,170,271,229,323,344,184,41,1831,0,0,0,0,0,0,0,0,0,0,58,191,117,234,177,234,233,109,33,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,12,7,14,8,12,12,0,0,63,56,81,56,143,74,107,76,27,6,621,0,0,0,0,0,0,0,0,0,0,33,67,23,113,50,60,43,15,3,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,3,26,28,63,49,49,61,24,6,318,9,179,456,775,627,435,214,53,15,2760,0,5,14,49,3,11,19,9,0,110,0,3,4,23,3,3,3,0,0,39,0,12,24,25,3,0,0,0,0,71,0,0,0,10,0,5,3,0,0,27,13,56,56,89,51,46,36,15,8,366,0,7,14,37,50,23,32,5,3,181,3,19,42,91,115,72,87,43,10,481,0,0,55,152,150,171,71,22,8,632,9,112,182,570,361,414,361,169,35,2221,68,185,256,818,490,401,264,151,73,2710,4395,10978,10156,18478,11192,10413,8819,3731,1043,79198,0,0,0,16,3,5,7,5,0,34,3958,8822,6538,10807,5638,5190,4536,1828,813,48125,0,0,3,4,0,0,0,6,0,18,0,0,0,9,11,20,6,0,0,47,0,6,7,138,20,15,6,0,0,187,0,3,0,7,5,5,6,0,0,22,3,22,27,118,48,41,22,8,9,303
LGA54200,0,5,4,27,23,19,23,4,0,111,0,16,37,90,77,48,37,16,0,329,0,5,7,29,13,7,9,7,0,71,0,0,4,14,0,4,0,0,0,22,0,10,3,14,0,3,0,0,0,36,0,0,0,7,0,0,0,0,0,8,0,3,9,26,11,13,17,5,0,94,0,0,0,12,10,0,0,0,0,28,0,0,0,11,10,17,11,12,3,73,0,5,21,31,29,41,23,9,5,163,3,28,57,135,104,110,77,58,21,600,43,129,121,397,202,192,101,75,36,1298,1755,4125,3553,7044,3919,3531,2962,1686,539,29108,0,13,31,77,19,8,0,3,0,148,1508,3483,2595,4694,2425,2036,1779,929,345,19806,0,4,9,28,16,4,0,0,0,56,0,0,0,0,0,4,3,0,0,8,0,0,0,10,3,4,0,0,0,16,0,0,3,5,0,0,0,0,0,7,0,0,0,20,13,11,12,0,3,58
LGA54280,0,0,0,3,3,3,0,0,0,14,4,21,40,85,57,32,7,4,0,253,0,0,0,19,6,0,4,0,0,24,0,0,0,10,0,0,0,0,0,10,0,12,8,11,0,0,0,0,0,34,0,0,0,5,0,0,0,0,0,4,0,3,0,10,4,5,3,0,0,20,0,0,6,6,4,0,0,0,0,19,0,0,0,0,4,4,0,0,0,10,0,11,16,64,32,27,3,0,0,167,10,24,20,131,60,30,18,12,4,308,93,212,177,496,214,214,124,50,15,1596,1160,2203,1915,4793,2085,1879,991,354,60,15441,0,0,0,3,0,0,0,0,0,7,974,1610,1203,2570,1130,897,505,217,90,9198,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,3,0,15,0,0,0,0,0,27,0,0,4,3,0,0,0,0,0,13,0,0,0,7,3,8,0,0,0,19
LGA54310,0,3,0,5,0,0,0,0,0,16,0,6,14,55,34,17,5,0,0,128,0,0,0,13,9,5,0,0,0,29,0,0,0,11,0,0,0,0,0,15,0,9,12,10,0,0,0,0,0,35,0,0,0,3,0,0,0,0,0,3,0,0,0,13,3,0,0,0,0,18,0,0,0,14,4,4,0,0,0,23,0,0,0,0,3,0,0,0,0,10,0,0,3,19,5,7,0,0,0,39,0,10,11,87,36,19,12,4,0,177,130,263,210,868,305,206,74,10,0,2072,1010,1932,1321,4508,1730,1114,335,73,7,12032,0,0,0,4,0,0,0,0,0,4,765,1460,749,2316,837,398,139,32,0,6694,0,0,0,4,0,0,0,0,0,8,0,0,0,4,5,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,18,3,0,0,0,0,28
LGA54340,0,0,0,4,0,0,0,0,0,10,0,0,0,3,5,5,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,44,10,0,0,0,0,64,15,30,33,67,26,24,18,11,3,237,147,266,256,538,245,273,208,111,32,2085,0,0,0,6,3,0,0,0,0,8,111,189,179,296,149,158,142,76,46,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,7,6,16,10,21,15,10,4,81,29,52,57,116,75,108,83,57,12,584,0,0,0,0,0,0,0,0,0,0,24,33,45,72,60,67,54,37,31,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,15,4,8,0,0,0,31,19,44,29,72,46,29,19,10,0,275,0,0,0,0,0,0,0,0,0,0,21,30,10,49,27,16,13,4,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,8,6,19,9,19,10,6,0,85,60,129,70,218,115,169,121,78,20,981,0,0,0,0,0,0,0,0,0,0,45,118,61,135,91,109,80,58,27,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,5,13,6,13,10,5,4,66,26,50,48,99,69,67,60,28,11,457,0,0,0,0,0,0,0,0,0,0,21,38,20,66,45,45,31,19,9,285,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
