LGA_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
LGA52450,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,8,7,5,3,0,0,0,21,0,5,0,4,4,3,5,0,21,7,40,17,16,24,7,9,3,135,5,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,13,12,45,21,21,27,13,14,3,153,0,0,0,0,0,3,0,0,5,8,3,8,13,6,10,0,0,57,25,62,35,39,47,34,20,5,260,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,8,0,15,15,12,5,0,0,0,47,0,8,4,5,5,8,0,0,28,12,11,18,6,8,8,4,0,65,3,0,0,4,0,0,0,0,13,0,0,0,0,5,0,0,0,4,18,10,20,12,9,7,5,0,82,0,0,0,0,3,0,0,0,4,6,3,14,5,6,12,4,3,49,30,42,56,34,26,25,11,3,227,0,0
LGA52520,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,13,11,9,0,0,0,0,38,0,3,8,4,3,0,3,0,23,10,26,28,11,19,11,0,0,99,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,12,26,29,10,16,5,0,0,111,0,0,4,4,0,0,0,0,7,12,15,27,16,23,13,0,0,105,24,64,79,45,50,22,7,0,290,0,3,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,7,3,23,25,15,6,0,0,3,78,0,4,14,4,13,0,4,0,33,4,9,12,3,8,7,0,0,45,3,0,4,6,0,0,0,0,12,0,0,0,3,0,0,0,0,9,6,14,19,11,3,7,0,0,62,0,0,4,0,0,0,0,0,3,11,8,18,18,16,6,7,3,84,23,59,75,44,41,20,13,7,279,0,3
LGA52590,0,5,6,0,3,3,0,0,17,0,3,3,0,0,0,0,0,13,0,16,13,13,11,14,3,0,69,0,9,14,22,20,26,3,0,93,22,71,58,71,90,85,28,0,418,3,0,3,0,0,0,0,0,13,0,0,6,8,9,9,0,0,27,23,71,64,71,97,93,27,0,452,0,0,0,3,0,3,0,0,10,26,36,38,30,35,37,15,4,225,46,144,128,151,165,181,60,8,886,0,3,0,5,3,4,0,0,12,0,4,4,6,7,4,0,0,21,11,36,41,29,28,16,5,0,165,0,21,21,18,39,28,10,3,138,12,31,27,31,31,25,9,0,154,7,12,0,0,8,5,0,0,27,0,3,3,5,9,3,6,0,37,20,43,34,35,50,28,9,0,214,0,0,0,0,0,9,3,0,11,15,23,18,22,20,42,22,7,169,43,126,113,117,148,124,50,12,741,0,10
LGA52660,0,11,13,6,10,12,4,0,61,0,4,10,5,8,7,5,0,48,7,60,81,92,59,43,7,8,366,10,50,76,78,68,48,25,9,377,139,416,396,320,290,215,78,25,1883,61,17,9,5,4,3,0,0,100,8,11,10,12,9,15,6,4,73,203,441,416,335,307,232,86,31,2051,4,0,7,0,6,3,3,0,27,34,72,84,84,78,64,50,45,515,263,641,700,609,543,415,185,87,3453,3,21,23,10,9,13,0,0,79,0,19,25,26,26,10,4,0,112,23,162,191,149,91,51,25,10,698,23,92,122,92,110,67,26,8,560,153,303,260,198,119,56,17,4,1112,63,41,28,19,24,7,0,3,186,11,12,27,45,23,24,8,5,142,224,351,312,262,171,85,30,7,1444,0,5,4,6,8,11,7,0,41,30,45,47,65,74,63,99,58,480,308,701,727,607,490,300,189,84,3407,0,29
LGA52730,0,3,11,16,22,30,23,6,117,0,4,6,11,15,12,7,4,51,5,20,43,80,74,78,27,0,328,0,12,28,26,39,57,33,7,205,34,69,104,101,166,106,42,7,635,10,0,7,0,4,0,5,0,29,0,0,3,4,4,7,7,3,36,44,69,120,113,178,122,50,12,704,0,4,0,5,5,0,3,0,10,32,23,33,50,50,50,39,13,292,79,141,251,294,389,343,180,45,1714,0,6,30,33,32,24,11,0,128,0,14,23,20,22,28,10,0,110,3,55,99,92,115,74,39,7,488,5,20,55,59,81,85,36,10,357,27,39,55,52,68,38,13,0,296,15,10,14,6,3,10,0,0,52,0,4,9,9,18,18,10,3,61,36,50,75,72,89,66,17,5,407,0,0,5,7,4,9,3,0,29,31,27,39,54,50,58,42,19,323,78,175,317,337,394,338,158,41,1835,0,12
LGA52800,0,10,7,3,6,8,0,0,34,0,4,0,3,3,4,0,0,25,7,40,21,12,11,6,0,0,102,3,16,14,10,14,21,0,0,84,37,89,87,88,85,40,8,0,434,10,6,8,5,0,0,0,0,32,3,6,12,10,0,0,0,0,28,46,102,106,102,86,40,11,0,498,0,0,0,0,0,0,0,0,0,102,99,84,79,94,56,10,0,530,165,275,230,221,213,134,24,0,1262,0,20,18,16,9,4,0,0,65,0,8,17,8,7,5,0,0,43,37,95,36,26,35,17,3,0,257,7,20,24,19,25,19,0,0,122,22,59,50,41,28,7,0,0,209,23,16,20,10,9,0,0,0,79,0,4,17,12,16,4,0,0,53,54,84,81,61,53,10,0,0,337,0,0,0,0,0,0,0,0,5,120,129,97,87,62,48,17,4,566,212,354,276,228,195,102,20,4,1396,0,24
LGA52870,0,5,5,5,8,14,10,0,56,0,5,3,5,7,5,4,0,29,0,14,29,29,35,47,13,0,175,4,12,20,45,43,42,14,4,190,71,89,131,131,137,112,50,11,731,17,0,5,0,0,0,0,0,33,0,4,3,6,3,6,6,0,36,88,91,145,135,147,125,50,17,799,0,0,0,0,3,7,0,0,10,21,24,33,34,38,43,29,7,231,118,158,241,261,278,285,124,24,1488,0,10,12,9,11,4,3,0,60,4,7,12,18,19,15,0,0,73,12,49,77,86,65,61,25,3,365,5,22,57,40,69,56,19,0,275,45,61,80,77,76,28,7,5,382,24,14,7,8,10,3,0,0,68,0,7,15,13,15,13,5,0,59,75,80,93,94,103,41,15,0,513,0,0,0,0,0,4,4,0,12,18,18,18,29,42,52,35,12,235,105,182,282,284,310,241,108,22,1530,0,13
LGA52940,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,8,0,0,0,6,0,4,0,0,17,0,14,14,14,3,9,0,0,62,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,8,17,13,19,10,8,0,0,70,0,0,0,0,0,0,0,0,0,5,5,5,11,4,8,4,0,36,15,18,23,29,16,29,8,0,143,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,5,13,9,0,0,0,0,36,0,5,9,7,3,7,0,0,27,5,0,8,5,3,6,0,0,24,0,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,5,4,8,5,3,7,0,0,36,0,0,0,0,0,0,0,0,3,4,0,0,3,3,10,0,0,29,12,11,31,28,20,29,3,6,135,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,22,0,0,6,4,0,3,4,0,13,0,16,7,6,8,9,3,0,51,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,9,6,8,8,4,0,57,0,0,0,0,0,0,0,0,0,4,10,8,8,10,13,6,0,57,10,27,30,23,26,26,11,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,13,5,4,0,0,0,37,0,3,5,6,3,0,0,0,16,3,4,8,7,7,3,0,0,26,0,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,4,3,6,9,8,11,3,0,0,40,0,0,0,0,0,0,0,0,0,5,0,4,11,11,9,0,0,52,10,25,36,29,34,21,0,0,149,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,3,5,3,0,0,17,0,3,0,0,5,3,0,0,12,7,3,4,8,10,11,4,0,50,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,8,3,4,8,11,11,4,0,53,0,0,0,0,0,0,0,0,0,10,17,0,21,12,5,5,0,77,14,32,5,33,36,29,8,0,160,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,3,0,3,0,0,0,14,0,0,7,0,0,4,0,0,12,3,9,5,5,11,3,0,0,28,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,3,5,5,5,11,4,0,0,31,0,0,0,0,0,0,0,0,0,4,8,9,7,17,6,0,0,64,13,25,18,17,28,10,6,0,127,0,3
LGA53150,4,29,61,79,71,58,19,0,321,0,9,23,25,31,21,4,0,114,36,123,143,190,149,123,38,8,817,0,34,36,61,53,59,14,7,274,27,55,61,75,79,58,28,15,401,14,0,0,6,0,0,6,0,36,6,3,5,9,10,10,4,3,45,50,62,63,87,93,69,34,17,479,0,0,4,3,0,0,3,0,16,8,24,34,35,19,25,37,38,220,110,287,364,484,418,340,162,67,2229,0,48,62,88,66,45,7,0,318,3,19,49,50,57,30,5,0,217,54,169,227,227,163,102,47,11,1007,9,24,44,73,82,50,31,3,323,30,36,36,40,42,18,6,3,203,13,0,5,5,4,4,4,0,34,4,0,4,21,24,18,7,0,78,42,39,44,68,65,41,14,4,319,0,7,3,0,8,4,0,0,25,16,25,30,22,32,41,37,72,269,126,324,470,537,467,312,150,95,2476,7,82
LGA53220,0,31,11,14,11,9,0,0,84,0,0,10,4,8,0,0,0,25,19,119,85,49,20,5,0,0,291,4,54,71,62,37,9,0,0,244,91,451,404,287,184,29,0,0,1450,25,23,24,12,6,0,0,0,93,4,9,17,7,9,0,0,0,41,120,480,439,308,201,29,0,0,1582,0,0,0,0,5,0,0,0,0,142,494,460,349,234,44,3,0,1729,290,1182,1083,789,511,95,12,0,3958,0,22,27,7,0,0,0,0,58,0,15,11,6,5,0,0,0,33,21,134,69,42,24,5,0,0,287,12,71,57,45,24,4,0,0,219,47,117,112,48,28,0,0,0,361,22,24,13,6,0,0,0,0,71,3,17,12,5,3,0,0,0,44,83,158,139,63,33,4,0,0,477,0,0,0,0,0,0,0,0,4,80,180,123,83,70,15,6,0,559,196,582,419,247,160,29,13,0,1645,5,60
LGA53290,0,15,7,14,8,8,4,0,61,0,0,11,10,14,0,6,0,38,13,65,62,85,53,37,19,8,333,3,29,56,68,62,44,32,8,297,133,316,297,273,265,140,69,15,1503,31,28,10,9,5,0,0,0,80,6,7,4,9,12,9,8,0,52,176,345,315,285,279,148,75,14,1639,4,0,4,9,11,5,5,4,36,117,89,92,142,118,107,86,14,766,311,546,556,605,536,350,216,46,3165,0,17,17,22,9,8,0,0,78,4,22,25,32,21,15,3,6,126,28,182,156,134,85,52,35,3,674,14,65,87,95,106,64,39,7,475,99,170,156,161,104,51,17,0,764,50,32,27,18,15,14,3,0,148,9,9,20,33,22,8,6,3,106,158,212,201,209,138,72,29,3,1022,3,6,0,0,11,6,8,4,32,83,73,108,105,97,100,104,35,705,289,566,604,592,467,315,210,56,3107,0,25
LGA53360,0,8,9,4,4,0,0,0,24,0,0,0,8,0,0,0,0,4,9,35,33,22,13,7,0,0,116,0,21,33,23,18,6,3,0,94,29,106,96,87,71,41,18,0,452,0,4,0,3,0,0,0,0,17,0,3,0,4,6,6,4,0,23,39,111,99,89,79,45,20,0,490,0,0,0,3,4,0,0,0,13,28,24,29,28,24,23,8,3,178,74,202,204,172,149,82,30,3,923,0,15,14,7,5,3,0,0,45,0,8,10,8,9,0,0,0,27,12,98,55,39,14,6,0,0,225,3,29,28,29,16,3,0,0,110,20,46,42,30,19,5,4,0,175,12,11,5,4,6,0,0,0,36,3,0,4,3,5,3,4,0,21,34,56,53,43,29,9,9,0,238,0,0,0,0,5,0,0,0,3,22,24,22,23,32,15,7,3,149,69,236,180,141,98,50,22,9,802,0,24
LGA53430,10,204,314,281,266,189,79,14,1359,4,54,67,86,83,47,22,3,372,142,697,632,487,441,313,117,17,2844,52,161,232,240,228,206,93,8,1221,147,385,406,354,405,287,135,41,2152,56,16,19,7,20,10,3,0,133,8,30,22,25,39,28,17,0,181,216,429,445,393,462,323,159,42,2467,8,21,15,14,24,11,9,3,107,104,225,196,210,179,137,91,74,1208,531,1787,1903,1706,1681,1231,572,164,9576,5,298,368,315,272,174,43,8,1487,3,106,170,157,182,111,23,6,758,246,991,850,694,551,409,143,19,3897,53,194,211,259,308,226,95,12,1363,140,228,174,185,168,94,23,10,1022,53,21,28,24,26,4,8,0,165,19,24,34,38,68,47,25,12,260,209,268,236,244,263,147,54,26,1448,4,7,15,20,22,20,15,4,116,119,184,140,137,125,159,122,129,1110,643,2055,1986,1832,1723,1244,493,198,10170,18,501
LGA53570,0,3,3,4,10,5,0,0,24,0,0,0,0,4,0,0,0,3,0,26,23,21,18,21,11,0,126,4,15,15,27,35,29,24,4,155,39,81,95,147,147,159,73,14,739,8,0,4,4,3,9,0,0,24,0,5,0,7,14,12,4,0,32,43,81,101,154,162,172,75,14,801,0,3,3,0,4,3,0,0,16,24,38,32,62,53,56,52,6,330,77,168,180,269,288,300,158,21,1459,0,10,4,6,9,7,0,0,42,0,10,13,9,6,8,0,0,43,3,52,54,52,43,18,14,0,244,5,30,29,35,51,44,13,0,209,19,59,41,47,45,28,10,0,250,14,7,9,3,3,6,4,0,43,7,5,3,7,13,13,3,0,54,37,68,55,61,62,45,17,4,349,0,4,3,0,5,9,6,0,26,25,29,21,39,37,58,41,9,255,67,202,184,207,208,193,86,16,1159,0,17
LGA53640,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,8,6,9,7,5,0,0,37,0,0,7,9,9,8,0,0,24,9,27,18,19,23,18,0,0,108,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,5,6,31,16,21,24,18,5,0,121,0,0,0,0,0,0,0,0,0,11,7,12,7,15,15,0,0,61,16,49,42,46,53,39,3,0,253,0,6,0,0,3,0,0,0,9,0,4,5,3,0,0,0,0,12,6,22,15,16,3,0,0,0,60,0,6,4,11,8,10,0,0,31,3,22,9,7,9,5,0,0,52,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,9,8,21,11,8,14,8,0,0,66,0,0,0,0,0,0,0,0,0,6,13,9,0,11,11,0,0,48,19,61,41,40,32,23,0,3,221,0,6
LGA53710,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,7,9,5,4,0,0,0,24,0,0,0,0,3,7,0,0,10,5,12,17,12,7,18,6,0,78,3,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,8,15,17,11,11,22,6,0,84,0,0,0,0,0,0,0,0,0,7,5,6,13,13,12,10,0,64,14,24,35,31,29,39,11,4,190,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,3,0,4,7,3,5,6,0,0,32,0,0,8,3,6,11,0,0,29,6,9,17,8,14,4,0,0,62,8,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,4,7,15,23,10,17,9,0,0,80,0,0,0,0,0,0,0,0,3,8,3,8,12,15,13,6,5,63,20,23,48,37,49,36,11,5,223,0,0
LGA53780,30,470,940,478,256,136,50,8,2362,15,73,146,130,68,64,14,4,513,397,1457,1934,1094,624,346,143,22,6007,312,874,1035,855,576,389,145,35,4215,1087,1920,2179,1987,1742,1373,648,139,11071,360,139,85,61,33,18,4,0,707,61,88,109,114,98,77,51,12,614,1515,2150,2377,2158,1870,1472,702,153,12388,19,78,100,78,46,47,20,11,399,460,678,745,644,432,323,218,139,3637,2745,5778,7273,5432,3869,2766,1301,368,29521,37,790,963,372,164,65,13,3,2413,27,208,308,194,156,66,21,5,976,596,2341,2582,1344,720,420,139,35,8175,333,958,1126,1018,690,395,165,45,4722,1022,1328,1337,1118,793,382,112,17,6116,379,155,153,129,93,58,14,0,986,86,113,182,243,189,149,75,24,1058,1492,1604,1672,1491,1074,588,199,40,8156,28,61,80,75,75,73,31,11,430,440,594,568,449,392,420,388,273,3522,2956,6562,7293,4947,3267,2016,954,403,28393,66,1259
LGA53800,5,32,68,65,48,27,6,7,260,0,20,27,35,31,18,6,0,131,27,166,217,206,140,98,29,5,893,23,112,188,196,228,152,41,10,952,365,911,778,838,765,506,209,52,4438,117,60,43,24,34,19,4,3,304,12,10,37,35,43,42,10,3,193,497,984,860,900,846,568,223,62,4933,4,12,13,22,19,7,15,6,109,239,302,311,314,275,179,146,83,1852,794,1621,1685,1744,1595,1056,467,170,9124,7,61,95,66,46,21,0,0,302,9,81,94,94,64,38,7,0,393,112,444,462,436,243,134,53,9,1900,93,248,295,321,286,185,58,16,1511,289,504,502,514,375,165,48,8,2399,176,107,68,69,43,16,6,0,499,28,38,45,82,65,41,24,3,319,492,649,618,665,485,220,77,13,3218,4,7,5,16,10,15,10,7,89,234,236,283,252,244,247,207,151,1856,958,1727,1853,1852,1386,870,427,202,9271,16,94
LGA53920,0,6,3,4,3,0,0,0,19,0,0,0,6,0,0,0,0,7,4,12,9,4,5,3,0,0,41,6,4,7,4,6,3,0,0,25,14,45,51,40,24,5,0,0,181,10,11,8,0,3,0,0,0,34,0,6,3,3,0,0,0,0,15,26,64,65,43,30,14,0,0,230,0,0,0,0,0,0,0,0,0,50,45,46,49,30,10,14,3,245,78,135,126,112,75,33,14,3,569,0,9,6,4,3,0,0,0,16,0,7,0,3,8,5,0,0,22,9,25,17,23,18,7,0,0,91,0,3,7,3,6,0,0,0,33,18,32,26,19,12,0,0,0,108,5,8,5,4,4,0,0,0,29,0,8,10,0,0,4,0,0,16,28,41,43,28,16,4,0,0,157,0,0,0,0,0,0,0,0,0,46,50,47,26,26,19,8,4,226,80,132,109,87,77,39,10,4,542,0,12
LGA53990,0,18,34,26,26,33,11,0,157,0,9,15,25,28,10,6,0,103,20,134,180,142,125,105,39,5,748,22,73,129,170,168,113,25,8,712,289,667,777,709,629,420,161,30,3682,108,37,16,6,12,12,0,0,201,7,13,30,24,32,23,11,0,151,413,715,818,746,674,461,169,37,4033,7,7,19,13,9,19,8,0,84,102,123,151,159,162,112,67,25,899,566,1079,1346,1279,1203,861,331,79,6741,3,32,52,46,38,19,4,0,189,7,42,72,53,53,33,9,3,258,48,289,364,302,207,136,46,12,1404,36,165,228,222,248,149,55,8,1109,297,435,483,419,319,142,29,4,2129,106,65,58,36,44,20,4,0,333,15,22,46,70,63,44,11,0,278,416,530,580,526,424,211,46,5,2740,3,9,6,18,9,17,6,3,76,88,96,94,95,120,144,121,44,799,593,1161,1399,1253,1096,711,292,74,6576,3,45
LGA54060,0,3,0,0,3,6,0,0,10,0,0,3,0,0,0,0,0,3,0,8,9,16,9,8,6,0,61,0,4,9,16,21,16,9,6,79,21,31,57,78,102,94,35,3,441,4,4,4,3,4,3,0,0,23,3,0,4,3,0,4,0,3,17,34,36,63,90,109,101,40,9,480,0,0,0,0,0,4,0,0,12,22,22,32,30,50,40,35,9,239,65,71,119,151,199,176,86,20,887,0,4,0,0,3,0,0,0,18,0,0,4,7,11,4,4,0,28,3,14,34,37,18,19,5,4,131,4,5,19,44,31,31,6,0,148,19,28,40,41,34,18,7,0,192,3,0,4,6,8,11,0,0,39,3,0,4,3,6,0,5,0,19,28,32,45,53,46,31,17,0,256,0,0,0,0,0,4,5,0,15,13,19,22,22,32,48,33,7,200,56,77,130,159,147,142,75,11,793,0,3
LGA54130,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,5,4,13,5,4,3,0,0,0,30,0,0,0,6,9,0,0,0,20,10,23,24,12,23,13,7,0,118,4,0,3,0,0,0,0,0,10,0,5,0,4,0,0,0,0,3,18,29,28,17,23,13,7,0,131,0,0,0,0,3,0,0,0,9,7,4,5,8,17,15,0,3,62,24,50,46,35,54,28,9,3,251,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,4,5,27,11,17,10,4,0,0,74,0,7,11,5,9,0,0,0,40,0,20,14,7,13,0,0,0,55,0,3,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,11,3,26,19,13,10,4,3,0,78,0,0,0,0,0,0,0,0,3,4,4,6,14,7,6,5,0,51,18,61,56,52,37,20,13,0,247,0,3
LGA54170,40,443,790,916,727,438,115,19,3494,11,146,292,349,268,201,46,3,1316,713,1794,2358,2332,1707,1182,378,59,10527,291,631,1202,1417,1381,1228,409,88,6637,1282,2587,3002,2900,3202,2484,986,206,16646,364,97,64,48,42,42,15,0,676,58,74,134,173,171,168,91,13,891,1706,2756,3205,3121,3416,2698,1087,223,18212,32,46,82,94,91,104,63,18,528,351,478,615,660,502,413,267,170,3457,3146,6299,8540,8899,8087,6267,2369,582,44175,46,585,986,774,462,208,47,7,3113,49,388,659,651,537,258,58,8,2600,912,2889,3797,2973,1921,1178,343,64,14076,381,943,1447,1850,1793,1100,356,81,7959,977,1270,1477,1538,1318,672,172,42,7468,298,94,141,117,160,131,42,7,989,89,109,234,418,440,370,150,34,1850,1368,1480,1850,2075,1915,1171,366,84,10305,27,49,79,108,98,151,72,21,606,273,373,418,446,522,579,470,365,3443,3059,6706,9240,8880,7243,4641,1701,625,42094,88,1031
LGA54200,10,98,216,183,130,124,73,9,842,9,31,63,87,78,49,19,0,340,142,394,629,564,363,368,149,53,2657,99,207,433,425,331,313,181,33,2031,505,1168,1219,1176,1119,844,432,113,6582,176,64,32,22,16,9,3,0,326,24,28,46,57,61,65,36,10,324,700,1268,1291,1265,1195,919,468,124,7234,9,19,18,23,26,26,21,11,155,168,225,275,253,241,176,132,82,1550,1130,2250,2929,2800,2371,1970,1051,312,14814,8,163,286,201,108,69,18,3,860,11,104,181,142,124,83,24,4,676,200,832,1070,737,509,378,167,47,3939,136,357,523,557,524,373,180,48,2705,450,719,666,626,446,247,89,21,3260,191,63,80,68,54,30,11,3,494,28,41,80,135,134,106,45,22,596,671,825,821,827,635,385,147,41,4347,0,19,19,33,31,48,35,9,201,150,198,227,189,215,251,246,155,1643,1176,2502,3128,2695,2138,1583,831,317,14368,17,262
