LGA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
LGA52310,77,56,31,7,56,42,12,23,63,3,59,399,33,689,5,4,4,0,0,3,0,0,10,0,3,11,0,20,12,0,3,0,3,4,0,0,7,0,9,30,0,63,4,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,4,23,8,5,0,9,9,0,3,20,0,15,64,0,127,5,3,3,0,0,4,0,0,0,0,0,3,73,84,110,63,36,4,61,59,11,26,85,9,76,470,109,902,32,40,15,0
LGA52380,12,12,0,0,8,6,0,8,14,0,9,74,3,121,0,0,0,0,0,0,0,0,0,0,0,4,0,13,3,0,0,0,0,0,0,0,0,0,4,9,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,5,3,6,0,8,3,0,0,3,0,8,32,9,60,0,0,0,0,0,0,0,0,0,0,0,0,31,31,24,14,5,3,18,13,0,9,22,0,17,104,42,215,7,3,0,0
LGA52450,86,111,27,4,47,40,11,20,65,7,73,655,28,1010,4,5,0,0,3,0,4,0,3,0,0,15,0,26,17,3,3,0,6,6,0,3,7,0,6,21,0,59,0,0,0,0,0,3,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,0,43,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,16,0,19,24,14,9,0,14,14,4,6,15,0,13,115,6,185,3,3,0,0,0,0,0,0,3,0,3,7,87,101,114,125,39,4,64,50,16,29,85,9,88,777,126,1302,39,56,13,0
LGA52520,59,89,35,0,53,26,10,15,77,12,59,601,37,926,0,3,0,0,0,0,0,0,0,0,3,18,0,34,10,0,6,0,3,4,0,0,3,0,6,26,0,43,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,14,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,4,0,0,0,0,0,15,0,24,12,11,4,0,4,8,0,0,10,0,15,175,18,239,0,0,0,0,0,0,0,0,0,0,0,3,202,213,76,97,36,0,60,37,10,19,82,11,75,773,258,1379,38,62,14,0
LGA52590,311,197,106,11,140,127,21,70,222,23,168,1513,78,2486,11,13,3,0,0,4,0,0,3,0,9,58,0,94,42,9,9,5,21,23,5,8,12,7,11,89,16,198,5,0,4,0,3,4,0,0,0,0,0,24,0,40,6,0,0,0,0,0,0,0,0,0,4,16,0,18,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,39,0,37,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,14,0,19,6,4,0,0,7,3,0,0,11,3,3,32,0,52,71,29,18,3,31,37,5,13,32,7,26,299,18,498,10,0,3,0,7,0,0,0,0,0,0,43,308,372,394,228,135,14,174,163,28,73,257,31,199,1855,413,3355,133,139,37,0
LGA52660,1182,1098,349,68,544,387,94,191,1237,108,920,6785,500,11364,26,31,17,6,29,20,6,4,24,5,25,267,18,421,206,81,55,8,103,82,17,54,94,12,99,386,36,884,23,13,8,4,12,16,0,8,14,5,15,112,6,201,17,0,4,6,8,10,3,0,5,0,9,36,4,74,0,0,0,0,5,4,0,0,0,0,0,30,0,33,5,7,6,0,12,0,0,0,0,0,15,185,3,238,0,0,0,0,5,0,0,0,0,0,4,72,0,81,3,5,0,0,3,0,0,0,0,0,3,101,8,120,10,4,3,0,5,0,0,0,8,0,4,48,0,76,21,28,6,0,18,10,0,3,27,4,20,247,12,345,309,169,95,26,184,143,28,83,178,34,197,1495,89,2472,22,8,10,5,19,10,0,8,7,6,9,53,743,850,1510,1277,460,88,748,540,126,281,1422,140,1121,8325,1336,14686,500,623,145,4
LGA52730,480,387,157,20,177,148,30,80,444,27,352,2600,158,4240,16,13,9,0,12,7,0,0,11,0,3,70,12,127,161,65,58,8,50,60,3,38,73,12,93,335,21,741,25,15,3,8,11,9,0,10,11,3,15,100,12,179,5,3,0,0,0,9,0,3,0,0,3,24,0,39,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,3,0,0,10,4,0,6,5,0,9,60,0,81,0,0,0,0,0,0,0,0,0,0,0,15,0,16,0,0,0,4,8,0,0,0,3,0,6,9,0,18,6,4,4,0,7,9,0,0,6,0,8,52,0,79,22,9,10,0,5,9,0,4,4,3,12,92,3,145,245,107,84,23,94,100,6,55,111,22,142,756,55,1432,14,6,11,0,7,9,3,4,11,0,7,56,534,631,740,494,253,39,278,255,40,140,570,46,496,3414,745,6310,227,237,62,3
LGA52800,186,239,75,35,357,158,73,44,191,30,267,3833,518,5477,11,5,0,0,9,5,0,4,7,0,10,103,4,140,7,9,0,0,6,5,6,0,9,0,4,63,0,100,3,3,0,0,0,0,0,0,0,0,0,22,0,32,0,0,0,0,0,0,0,0,0,0,0,11,3,13,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,61,6,66,0,0,0,0,0,0,0,0,0,0,0,23,5,26,0,6,0,0,0,0,0,0,0,0,3,44,0,51,0,0,0,0,5,0,0,0,0,0,0,20,0,25,0,3,0,0,5,3,0,0,0,0,0,44,0,58,21,22,5,0,26,14,5,8,13,5,22,387,19,512,8,6,0,0,12,7,3,0,0,5,0,39,1020,1084,215,269,81,37,399,174,86,50,212,36,288,4258,1554,7075,101,143,35,0
LGA52870,508,355,154,29,234,201,31,78,468,51,359,2815,144,4592,19,16,6,0,3,11,0,0,9,0,7,97,4,152,111,34,26,8,29,38,6,19,50,11,51,247,17,522,15,3,9,0,8,14,3,3,9,0,17,63,3,114,13,8,4,9,14,8,0,3,7,4,6,15,9,64,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,3,0,0,4,0,3,58,0,82,0,0,0,0,0,0,0,0,0,0,7,37,0,42,5,0,0,0,7,0,0,0,0,0,0,16,0,28,8,0,0,0,0,0,0,0,3,0,0,30,0,43,6,5,6,0,0,4,0,10,6,0,10,64,4,83,189,77,50,15,64,79,9,36,84,19,106,633,37,1135,18,13,5,0,7,7,5,8,7,3,5,46,339,423,709,441,206,45,304,290,45,124,564,73,475,3497,517,6155,238,196,48,0
LGA52940,78,65,28,0,50,23,3,18,59,6,44,333,9,584,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,4,0,0,5,4,0,0,5,0,7,9,0,29,3,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,11,10,0,0,11,6,0,0,4,0,13,22,3,59,0,0,0,0,4,0,0,0,4,0,0,3,56,67,93,71,32,6,63,32,9,19,67,10,60,360,67,715,39,44,11,0
LGA53010,60,53,13,0,33,24,4,9,52,4,35,310,20,499,5,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,3,5,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,9,5,10,6,5,8,3,0,3,9,0,3,26,0,55,0,0,0,0,0,0,0,0,0,0,3,8,111,121,64,60,18,5,38,28,4,19,56,4,42,343,134,681,28,32,5,0
LGA53080,53,52,14,0,36,30,0,22,43,4,32,198,33,408,0,0,0,0,3,0,0,0,3,0,5,19,4,38,7,9,0,0,9,5,0,5,5,4,3,18,0,38,0,0,0,0,0,0,0,0,0,0,0,10,0,18,3,0,0,0,7,4,0,0,3,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,8,10,9,4,0,15,8,0,6,14,5,11,79,6,128,6,3,5,0,3,4,0,0,0,0,0,9,125,140,69,57,22,3,49,42,0,28,57,16,47,279,159,677,18,18,7,0
LGA53150,378,390,172,45,111,187,31,83,499,39,420,3624,234,5574,15,18,5,0,3,8,0,0,11,0,12,96,9,159,74,61,45,3,32,35,4,7,68,12,80,485,35,821,21,7,11,3,12,14,3,0,13,5,10,147,10,229,35,0,10,9,24,18,0,4,17,0,18,104,9,196,0,5,0,0,8,4,0,0,0,0,7,16,0,35,7,10,5,0,3,7,0,0,9,0,7,62,4,100,0,5,0,0,0,0,0,0,7,0,5,31,0,45,7,0,0,0,0,0,0,0,4,0,7,26,0,33,10,13,3,0,5,4,0,0,9,0,10,116,3,163,14,6,7,0,6,0,0,0,12,3,12,70,0,114,179,119,88,19,88,81,11,20,146,21,164,1160,66,1895,3,0,4,14,0,0,0,0,10,0,4,10,316,355,567,510,272,73,199,272,43,105,646,62,586,4792,617,7819,207,288,107,0
LGA53220,139,366,41,5,218,117,30,33,297,10,232,4011,227,5352,24,43,10,3,26,19,4,6,28,5,13,529,21,676,19,23,0,0,12,5,0,0,22,0,13,221,14,308,6,3,0,0,0,3,0,0,3,0,4,83,8,106,4,0,5,0,0,0,0,0,0,0,3,54,0,66,0,3,0,0,0,0,0,0,0,0,4,37,0,41,0,13,0,0,17,0,0,0,3,0,13,319,14,385,0,0,4,0,4,0,0,0,4,0,0,40,0,48,0,3,0,0,9,0,0,0,0,0,3,98,0,106,0,3,0,0,0,4,0,0,0,0,0,68,0,82,3,10,5,0,13,4,0,0,3,0,8,233,6,281,55,101,19,3,81,33,13,11,67,8,64,1684,62,2104,0,0,3,0,4,0,0,0,8,0,0,59,2232,2308,196,473,62,10,299,150,34,47,371,14,300,5751,2524,9760,147,330,47,3
LGA53290,914,1015,332,74,522,445,97,201,882,86,669,6706,384,10535,37,34,13,0,14,19,3,5,24,3,14,252,11,387,91,49,30,10,52,55,6,21,55,14,49,299,24,584,30,9,10,0,13,9,0,4,11,3,18,101,10,184,4,0,0,0,3,9,0,0,0,0,3,30,0,48,4,0,0,0,0,0,0,0,0,0,0,3,0,5,10,3,0,0,9,0,0,0,4,0,8,144,0,181,0,0,0,0,0,0,0,0,0,0,7,25,0,32,0,6,0,0,5,5,0,0,0,0,4,43,0,55,0,4,3,0,5,0,0,0,9,0,4,59,0,74,18,9,8,0,12,4,4,0,23,0,11,176,4,245,196,109,65,18,115,101,18,40,130,22,109,1140,47,1788,41,27,18,0,20,14,3,12,23,5,12,121,1333,1558,1149,1145,411,92,652,558,110,249,1034,116,790,7968,1760,13883,406,621,145,3
LGA53360,149,130,53,4,61,51,11,22,135,12,128,1592,80,2200,3,4,0,0,0,3,0,0,4,0,0,57,3,74,18,6,10,0,18,11,0,5,16,5,20,96,11,160,3,0,0,0,8,0,0,0,0,0,5,54,0,66,4,0,0,0,0,0,0,0,0,0,0,36,0,46,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,48,4,56,0,0,0,0,0,0,0,0,0,0,0,16,3,20,0,0,0,0,0,0,0,0,0,0,0,9,0,12,4,0,4,0,0,0,0,0,3,0,3,83,0,100,0,0,0,0,0,0,0,0,0,0,0,19,0,27,38,17,13,7,23,15,3,13,22,5,33,423,20,566,6,0,0,4,0,3,0,0,3,0,7,34,266,319,190,149,66,12,90,71,16,33,166,14,165,2045,367,3085,88,92,28,0
LGA53430,1614,1737,663,137,615,691,143,344,2434,165,1877,12967,772,20711,50,43,29,5,20,28,4,14,62,10,59,466,22,718,423,214,175,43,145,219,34,106,356,31,316,1840,133,3305,61,68,47,11,28,28,10,23,76,8,94,865,35,1198,298,86,101,84,171,149,37,41,148,34,204,697,59,1485,11,4,7,0,5,4,3,0,13,4,10,114,3,162,35,35,18,8,31,16,8,6,50,8,48,420,9,603,9,10,6,0,6,0,0,0,6,0,16,205,6,270,15,7,5,0,14,12,0,3,17,0,14,129,3,196,53,41,27,3,22,22,5,7,69,6,58,550,20,783,49,28,21,3,20,26,3,10,50,0,40,383,13,577,1006,550,419,157,465,512,100,206,851,108,855,5670,315,9291,35,13,10,4,14,10,3,11,25,3,11,89,1754,1927,2659,2298,1084,297,1098,1218,250,560,3304,273,2745,18721,2840,31930,867,1258,386,4
LGA53570,416,313,130,12,181,212,29,105,302,45,243,2224,125,3630,13,9,14,0,9,11,0,4,13,6,14,186,26,280,97,45,30,8,42,47,5,20,47,12,46,274,26,548,15,5,11,0,10,17,6,0,3,0,7,82,0,129,11,5,3,0,5,12,3,4,5,5,10,46,4,86,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,3,0,0,3,0,0,0,6,0,8,130,3,150,0,0,0,0,0,0,0,0,0,0,3,76,0,79,4,0,0,0,5,3,0,0,0,0,0,15,0,29,9,4,3,0,4,3,0,0,3,0,5,14,0,34,11,6,4,0,9,0,0,0,4,0,5,52,6,81,163,69,61,8,80,92,12,36,80,30,100,877,70,1417,22,9,8,4,7,15,5,7,9,7,6,84,387,526,603,396,202,26,272,323,44,150,388,80,352,3188,582,5576,194,160,56,0
LGA53640,87,62,28,6,42,32,3,15,98,11,56,580,49,922,4,5,4,0,0,0,0,0,3,0,3,20,0,31,6,0,4,0,10,6,5,0,8,0,3,18,0,40,0,0,0,0,0,0,0,3,4,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,10,0,21,15,3,8,0,16,11,5,3,12,3,13,120,5,181,3,0,0,0,0,0,0,0,3,0,3,11,92,111,103,73,37,8,63,40,10,21,118,12,66,706,148,1215,42,43,12,0
LGA53710,76,60,40,9,51,57,6,17,75,4,53,438,22,739,3,0,0,0,3,0,0,0,0,0,0,6,0,17,13,0,0,0,3,10,0,0,6,3,9,19,0,40,0,0,0,0,0,0,0,0,4,0,0,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,21,0,0,0,4,12,0,7,10,3,12,52,5,97,0,5,0,0,5,0,0,0,0,0,3,10,106,122,95,71,42,12,59,66,5,25,85,8,64,492,134,955,41,37,8,0
LGA53780,4672,6198,1499,280,2822,2044,511,1077,6672,449,5272,40962,3603,65130,277,319,83,9,216,137,30,79,255,22,233,2385,193,3732,1682,697,535,139,897,831,175,441,810,177,871,3457,327,7981,248,100,84,33,157,157,26,70,122,41,148,693,36,1432,251,62,65,32,175,144,37,41,122,28,156,784,70,1513,100,96,28,9,166,58,20,12,95,17,172,1899,99,2545,547,640,202,44,1069,363,93,70,339,80,1035,10779,392,14534,65,48,37,8,158,43,16,17,53,14,189,3940,70,4534,414,360,98,40,850,306,63,66,245,57,571,11048,311,13558,98,72,34,8,76,39,7,16,90,9,107,516,30,898,194,206,74,11,290,104,26,42,198,24,279,3248,157,4460,3871,2600,1242,329,4051,2179,488,858,2334,473,3762,38747,1677,55195,109,57,28,11,84,70,16,44,55,20,48,418,5315,6053,8651,8859,2767,625,6955,4297,1023,1983,9068,947,9085,80129,10596,126376,2673,4342,829,16
LGA53800,2659,3020,992,277,1753,1310,397,644,3141,287,2366,18040,1565,30222,85,75,35,8,39,44,7,20,72,12,52,422,34,752,354,152,118,41,169,147,35,84,193,39,212,846,60,1770,65,28,22,8,36,26,5,18,33,4,32,250,14,437,56,11,18,12,44,39,5,8,22,8,28,116,9,251,0,3,0,0,0,0,0,0,0,0,3,52,0,59,29,46,11,0,57,13,8,0,22,0,63,745,21,959,9,0,4,0,0,0,0,0,0,0,5,104,0,117,6,20,4,0,23,6,0,5,5,0,18,263,14,342,17,19,6,4,13,15,3,5,22,3,31,122,11,219,36,44,19,3,36,26,0,3,54,0,59,476,24,703,675,389,238,81,427,318,74,146,421,70,499,3390,193,5609,58,24,17,12,38,27,5,27,35,15,36,166,3335,3659,3389,3432,1252,374,2216,1652,475,816,3601,369,2897,21603,5090,39489,1099,1644,390,3
LGA53920,50,122,18,8,180,98,28,26,79,18,133,2105,369,3009,0,0,0,0,5,0,0,3,0,0,0,44,0,57,6,3,0,0,3,0,0,0,3,0,4,20,0,33,3,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,31,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,7,9,0,13,8,3,0,0,14,5,0,3,9,6,11,138,6,184,0,3,0,0,9,0,0,0,0,0,0,21,353,380,56,131,21,11,203,109,28,28,82,23,143,2264,725,3574,30,59,8,0
LGA53990,1994,2009,681,81,976,749,156,387,2147,169,1647,13392,929,21624,99,100,26,9,42,27,8,32,67,5,56,700,45,1061,356,165,111,23,167,141,24,75,171,29,198,870,55,1829,51,19,21,10,29,29,3,14,30,5,32,208,8,371,51,13,17,7,46,34,7,10,17,6,25,109,15,235,0,0,4,0,5,0,0,0,0,0,0,37,0,44,17,14,11,0,26,14,3,0,11,4,37,652,18,777,3,3,4,0,5,0,0,0,0,0,9,233,3,251,13,0,3,0,9,6,0,0,6,0,17,139,5,185,18,15,4,0,7,4,0,5,6,0,8,75,3,115,51,39,16,5,35,17,0,4,46,3,63,421,23,629,655,365,215,56,375,271,59,139,356,49,440,3436,172,5500,26,13,8,4,19,21,4,4,29,11,20,111,1252,1451,2680,2383,896,142,1372,1037,225,526,2535,227,2108,16939,2348,28567,899,1108,280,8
