LGA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
LGA51470,4,12,23,32,24,30,15,0,0,144,0,0,3,5,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,12,0,4,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,0,0,0,7,6,4,0,0,0,22,0,0,4,0,3,7,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA51540,45,79,224,195,269,225,103,7,0,1148,3,3,20,23,40,34,21,0,0,142,0,0,6,7,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,14,0,0,3,0,3,3,0,0,0,9,0,0,3,8,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,18,11,20,27,16,32,7,0,0,137,5,14,27,17,16,24,0,0,0,108,0,7,10,7,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,15,3,4,0,0,0,0,0,0,0,6,0,3,7,6,6,5,4,0,0,32,0,10,16,10,14,8,4,0,0,60,0,12,23,28,20,19,5,0,0,99,5,10,32,37,37,22,3,0,0,144,3,14,39,27,44,50,19,0,0,195,0,0,4,6,6,0,0,0,0,17,3,5,4,4,10,8,0,0,0,34
LGA51610,22,16,49,77,105,85,25,9,0,394,4,0,3,6,9,12,7,7,0,42,0,0,0,3,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,7,4,3,4,7,3,0,0,0,32,5,0,0,4,3,0,3,0,0,14,3,0,0,0,4,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,3,3,6,0,0,0,0,15,0,0,0,3,3,3,0,0,0,9,0,0,6,4,7,8,0,0,0,15,0,0,12,20,19,13,0,0,0,65,0,0,8,10,22,13,9,0,0,64,0,0,0,0,0,0,0,0,0,0,5,0,4,0,6,3,0,0,0,19
LGA51680,70,106,196,279,381,379,102,21,3,1546,6,4,17,7,20,23,15,6,0,100,0,5,13,18,14,8,0,0,0,62,7,0,7,4,7,16,4,0,0,49,0,0,0,3,3,3,0,0,0,11,0,0,13,18,13,11,0,0,0,63,4,5,6,7,17,6,0,0,0,39,31,18,10,6,29,30,4,0,0,131,20,4,5,10,13,11,3,0,0,65,0,0,0,8,9,7,3,0,0,37,0,0,0,5,0,0,0,0,0,3,0,0,3,8,8,7,4,0,0,32,0,0,0,8,3,3,0,0,0,24,0,3,9,19,22,13,3,0,0,69,4,5,3,4,8,10,3,0,0,34,0,0,14,17,30,23,0,0,0,84,4,8,18,35,62,38,9,0,0,174,6,12,29,45,64,52,10,5,0,223,4,4,4,3,7,3,0,0,0,31,3,0,13,12,8,8,0,0,0,56
LGA51710,7,18,86,76,96,84,60,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,9,0,0,4,6,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,6,6,3,0,0,0,15,0,0,4,5,5,10,0,0,0,25,0,0,5,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,9,4,0,0,9,10,6,0,0,0,34,0,6,24,29,29,13,3,0,0,102,0,0,10,8,13,3,5,0,0,44,0,0,4,8,5,7,4,0,0,22,8,0,3,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4
LGA51750,167,251,503,463,573,430,230,76,5,2706,0,0,6,4,3,3,4,0,0,14,0,0,36,35,30,10,0,0,0,118,0,3,6,3,8,7,0,0,0,38,0,0,4,3,3,3,0,0,0,11,3,5,10,17,17,15,0,0,0,63,0,5,5,11,16,6,4,0,0,40,52,45,27,20,47,35,8,0,0,241,53,51,20,9,12,8,3,0,0,161,0,0,0,5,12,4,0,0,0,19,0,0,8,4,3,0,0,0,0,19,0,3,7,26,22,10,7,0,0,74,0,8,11,15,20,8,4,0,0,63,3,42,65,66,82,52,18,3,0,337,0,11,13,7,15,9,3,0,0,53,0,10,26,29,34,25,8,0,0,129,17,28,54,68,97,95,27,7,0,393,9,59,146,108,147,125,58,15,0,655,12,12,11,12,11,5,0,0,0,62,14,9,12,19,12,18,4,5,0,81
LGA51820,1586,2806,7345,7955,6572,4634,1285,114,4,32304,4,12,22,42,37,21,11,3,0,155,4,69,268,259,133,78,12,0,0,826,42,71,233,282,274,188,30,6,0,1133,4,10,52,60,50,25,3,0,0,209,11,57,251,259,198,124,34,0,0,936,11,39,92,137,149,96,13,0,0,546,512,543,635,507,517,449,98,6,0,3270,632,391,350,252,212,114,32,0,0,1972,11,57,168,162,179,116,32,0,0,726,13,18,33,27,33,11,0,0,0,136,11,34,209,285,179,92,24,0,0,833,7,39,108,109,94,57,23,3,0,441,16,147,610,602,325,160,39,5,0,1910,19,87,204,219,198,159,37,0,0,929,12,93,379,508,423,272,55,3,0,1747,85,271,911,1087,1161,697,164,4,0,4383,123,678,1885,1771,1525,1208,221,12,0,7425,76,64,122,101,87,56,10,0,0,507,81,144,359,325,260,172,33,4,0,1379
LGA51860,0,12,18,38,22,38,4,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,13,4,3,7,3,0,0,0,0,0,13,0,0,7,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,3,0,0,4,6,0,0,0,15,0,0,10,0,0,10,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,113,159,325,363,376,360,87,16,4,1811,0,0,0,4,6,0,0,0,0,17,8,15,20,17,17,11,0,0,0,87,3,9,10,18,11,7,0,0,0,57,0,9,6,12,11,5,0,0,0,45,4,3,12,0,6,9,0,0,0,37,0,0,8,0,4,0,0,0,0,10,33,10,26,38,54,55,12,0,0,230,42,20,37,25,27,30,5,0,0,184,0,3,6,9,10,15,4,0,0,35,0,0,5,0,0,0,0,0,0,3,0,6,5,10,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,6,4,3,14,4,5,5,0,0,0,29,3,3,11,9,11,5,4,3,0,54,0,4,7,12,30,20,0,0,0,78,4,9,36,58,78,49,10,4,0,251,8,10,50,75,73,76,22,0,0,320,0,0,5,0,3,0,0,0,0,10,12,8,13,14,25,8,3,0,0,76
LGA51960,32,46,168,144,183,175,43,9,0,797,0,0,0,0,0,0,0,0,0,0,3,14,15,27,34,18,0,0,0,116,0,8,3,9,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,7,0,0,0,13,0,0,3,3,4,0,0,0,0,5,13,4,5,14,19,11,3,0,0,66,8,6,9,12,8,9,5,0,0,48,0,0,0,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,6,0,0,0,0,20,0,5,0,0,0,0,0,0,0,7,0,0,0,3,5,3,0,0,0,17,0,6,7,12,11,3,0,0,0,41,0,3,17,17,22,22,5,0,0,86,0,7,11,9,16,10,8,0,0,59,0,0,0,3,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4
LGA52030,0,9,35,31,46,81,28,10,0,242,0,0,7,7,5,13,13,0,0,46,0,0,0,0,5,6,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,11,0,0,0,3,0,0,0,0,0,6,0,0,8,0,4,6,0,0,0,16,0,0,5,3,5,4,3,0,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,5,0,0,0,19,0,0,9,4,5,5,4,0,0,25,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
LGA52100,20,26,49,53,51,61,36,8,5,293,0,0,10,8,12,14,12,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,3,0,0,0,0,0,0,9,0,0,6,4,4,5,0,0,0,26,4,0,6,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,0,4,0,0,4,0,0,3,3,3,0,0,0,0,13,0,0,6,10,3,8,4,0,0,31,0,0,5,4,5,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8
LGA52170,116,176,366,351,450,431,227,46,3,2169,0,0,4,5,5,0,8,0,0,20,0,6,26,24,14,0,0,0,0,74,3,4,5,8,10,4,0,3,0,48,0,0,6,0,0,0,0,0,0,10,0,0,10,16,9,13,5,0,0,44,0,0,5,0,6,4,0,0,0,13,32,28,11,23,33,22,9,0,0,163,45,21,19,10,11,9,3,0,0,109,4,7,4,3,9,0,4,0,0,27,0,4,7,3,6,0,3,0,0,27,0,0,7,11,14,16,6,0,0,67,6,6,12,6,20,21,6,6,0,78,3,23,57,58,66,37,17,0,0,255,0,5,13,5,6,5,0,0,0,35,0,5,14,13,20,13,3,0,0,67,13,14,44,22,60,72,25,3,0,260,0,41,111,74,120,106,30,0,0,485,4,12,12,7,5,5,3,0,0,41,9,14,15,10,7,8,0,0,0,61
LGA52240,7,17,36,49,69,70,37,11,0,292,0,7,6,23,13,22,17,4,0,92,0,0,0,0,0,0,0,0,0,3,0,0,7,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,6,0,0,0,0,0,9,0,0,3,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,11,0,0,0,9,8,7,0,0,0,32,0,0,0,3,5,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
LGA52310,8,12,29,27,59,53,25,4,0,226,0,4,4,0,4,4,8,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,3,5,4,3,0,0,24,3,0,0,3,7,4,0,0,0,18,0,0,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,10,0,0,6,6,13,9,0,0,0,32,0,4,0,4,15,12,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
LGA52380,4,8,25,9,23,12,9,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,26,28,73,59,54,58,34,3,0,340,0,0,9,5,5,6,4,0,0,37,0,0,0,6,0,0,0,0,0,6,0,0,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,5,3,0,0,0,0,7,0,6,0,5,6,0,3,0,0,19,7,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,10,0,3,3,3,0,0,6,0,0,18,0,5,12,20,11,7,3,0,0,58,0,0,7,10,11,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
LGA52520,16,23,67,91,56,80,40,8,4,390,0,0,9,11,11,14,3,3,0,56,0,0,0,3,0,0,0,0,0,3,0,4,4,7,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,5,5,3,7,0,0,0,19,0,0,4,3,5,0,0,0,0,19,0,0,0,3,4,4,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,6,0,4,0,5,4,0,0,0,0,15,0,6,11,9,8,5,6,0,0,46,0,0,6,12,8,10,0,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4
LGA52590,37,43,140,134,180,200,92,20,3,847,4,4,13,22,12,21,17,5,0,98,0,4,4,9,7,7,0,0,0,27,0,6,0,5,0,6,3,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,3,4,7,6,4,0,0,27,0,0,3,4,6,4,0,0,0,14,4,7,11,6,19,20,3,0,0,75,8,3,19,14,9,27,7,0,0,96,0,0,3,0,3,6,0,5,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,14,0,0,0,3,0,5,0,0,0,10,0,0,0,9,0,9,5,0,0,22,0,0,9,4,9,6,0,0,0,25,0,0,7,11,8,11,4,0,0,37,0,0,17,25,20,24,10,0,0,97,0,3,18,14,15,19,3,3,0,83,0,0,0,0,9,3,0,0,0,14,0,0,3,5,6,4,0,0,0,20
LGA52660,222,294,767,830,751,638,174,28,4,3716,0,3,5,13,13,20,13,3,0,74,0,8,17,21,15,11,0,0,0,81,9,22,33,45,43,19,0,0,0,172,0,0,8,4,9,7,0,0,0,30,0,7,28,36,14,23,0,3,0,118,3,0,7,5,15,11,0,0,0,33,66,44,101,92,89,82,7,3,0,484,100,30,42,32,34,15,3,0,0,253,5,7,14,13,30,16,5,0,0,83,3,0,3,3,6,0,0,0,0,21,0,0,21,20,9,8,0,0,0,62,0,10,9,15,10,8,0,0,0,58,0,5,26,30,18,16,11,0,0,109,0,6,11,26,23,17,9,0,0,94,0,7,45,41,47,31,3,0,0,176,0,21,66,97,135,87,10,0,0,418,16,49,134,208,172,140,27,0,0,758,8,4,14,12,6,4,0,0,0,43,4,13,39,38,28,20,3,0,0,149
LGA52730,94,45,131,239,290,328,144,37,5,1306,6,0,5,8,15,21,19,10,0,84,0,0,4,5,6,4,0,0,0,26,12,5,9,19,18,4,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,3,7,7,5,6,3,0,0,25,0,0,0,0,0,4,0,0,0,6,18,4,12,20,36,26,12,0,0,125,21,17,19,32,14,32,7,0,0,145,0,0,0,8,5,11,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,4,0,0,0,15,0,0,0,0,3,3,4,0,0,15,0,3,9,16,13,15,7,0,0,61,0,0,0,7,7,11,3,0,0,44,0,0,6,22,19,19,0,0,0,69,0,0,17,54,68,48,9,3,0,201,0,0,31,53,77,65,20,0,0,249,0,0,0,3,3,11,5,0,0,22,0,0,11,11,11,7,0,0,0,47
LGA52800,24,71,254,184,183,180,86,7,0,992,10,10,10,7,3,0,0,0,0,39,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,5,3,3,8,0,0,0,18,0,0,0,4,0,0,0,0,0,5,8,5,18,13,11,11,3,0,0,70,0,5,11,5,5,12,0,0,0,44,3,0,3,3,0,3,5,0,0,17,0,0,0,4,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,6,0,0,0,0,0,0,12,0,0,5,6,3,5,0,0,0,23,0,4,28,21,24,25,9,0,0,114,7,26,82,57,48,42,10,0,0,276,5,10,74,58,49,52,18,0,0,263,5,4,17,3,6,4,3,0,0,36,0,5,9,4,11,3,0,0,0,29
LGA52870,84,82,182,268,338,327,154,31,3,1470,3,7,17,21,18,39,24,5,0,136,0,7,10,12,16,12,0,0,0,48,3,3,8,8,7,6,4,0,0,39,0,0,0,5,10,0,0,0,0,5,0,0,9,4,12,10,4,0,0,34,4,0,4,3,3,4,0,3,0,22,17,9,26,34,29,23,4,0,0,145,34,4,3,20,14,16,8,0,0,95,0,7,8,8,9,5,3,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,0,0,13,0,0,5,5,5,0,5,0,0,14,0,0,0,15,8,10,0,0,0,37,0,3,11,10,5,10,3,0,0,55,0,0,14,17,26,19,7,0,0,74,0,3,11,28,61,50,5,0,0,168,6,13,31,48,66,86,17,0,0,270,0,0,0,7,3,0,0,0,0,10,5,0,10,16,10,5,0,0,0,46
LGA52940,6,14,20,33,41,32,22,3,0,180,0,0,6,9,0,10,8,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,12,0,0,4,13,11,0,0,0,0,24,0,0,0,8,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,3,11,26,40,30,36,21,3,0,175,0,0,3,10,4,15,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,3,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,16,0,0,0,5,4,6,6,0,0,20,0,0,8,6,4,8,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5
LGA53080,3,13,24,11,22,28,21,0,0,135,0,0,0,0,3,0,0,0,0,7,0,5,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,6,0,0,0,19,0,0,10,3,5,10,3,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,17,0,0,5,4,0,0,0,0,0,11,0,0,3,0,0,11,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,101,150,279,350,496,406,146,29,0,1961,0,0,0,0,0,0,0,0,0,7,0,3,21,15,13,8,3,0,0,65,12,4,11,6,13,4,0,0,0,53,0,0,4,4,7,0,0,0,0,13,0,5,8,16,14,10,6,0,0,51,0,0,0,6,14,5,0,0,0,27,35,19,23,19,25,25,10,0,0,154,55,29,18,13,19,7,4,0,0,153,0,0,0,6,10,3,0,0,0,22,0,0,4,9,10,4,0,0,0,29,0,3,6,15,16,9,3,0,0,48,0,0,0,14,10,6,3,0,0,48,0,13,28,59,61,28,5,0,0,192,0,3,4,13,9,8,4,0,0,44,0,9,16,22,31,31,5,0,0,119,10,9,34,63,94,110,31,4,0,349,13,25,94,102,123,118,30,0,0,500,3,6,10,12,15,11,8,0,0,55,6,13,15,8,12,12,0,0,0,61
