LGA_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
LGA54280,14,0,3,0,0,0,3,23,0,52,282,590,1215,18,254,15,1483,203,44,4105,79,55,233,0,65,14,179,35,10,659,18,4,56,0,22,6,47,22,9,175,99,26,500,8,146,5,100,152,8,1043,65,30,146,0,60,50,62,9,9,429,164,24,71,6,61,589,49,147,4,1112,141,7,111,199,37,117,19,227,0,852,68,29,64,14,153,21,434,39,9,828,4,16,11,0,8,16,6,0,0,52,7,21,0,3,56,0,0,0,0,90,17,5,53,4,48,99,19,25,0,271,40,144,206,3,106,0,23,30,6,553,21,31,29,10,41,9,16,179,3,332,73,113,55,309,143,7,12,42,10,769,96,550,38,261,85,0,0,45,7,1077,84,521,53,433,223,4,9,68,15,1408,16,7,16,45,8,9,0,15,5,121,58,26,384,62,83,16,17,54,0,703,46,29,167,33,92,25,93,52,132,659
LGA54310,9,0,4,0,0,0,3,4,0,25,215,270,1257,14,218,3,614,133,76,2813,41,37,144,4,21,17,23,15,8,311,32,25,52,0,37,7,62,21,9,234,113,34,505,4,126,0,122,193,18,1122,27,11,40,0,21,32,39,4,7,177,98,22,39,11,29,345,19,111,3,684,103,4,95,118,38,98,8,158,7,621,85,83,46,9,121,18,214,49,8,625,5,15,17,0,3,0,0,0,0,43,3,9,0,0,24,0,0,0,0,44,40,9,35,0,44,51,6,23,0,214,25,97,61,4,34,0,3,9,5,236,32,34,124,17,51,3,28,210,3,495,100,106,38,248,157,0,11,30,7,696,77,456,22,239,72,3,0,15,0,893,61,323,29,253,126,6,3,28,7,835,20,14,14,29,11,0,0,11,3,95,39,29,177,55,47,4,11,39,0,396,55,57,154,27,56,8,57,66,72,556
LGA54340,114,9,41,0,12,11,16,56,0,262,0,0,3,0,0,0,6,0,0,17,13,4,29,0,13,4,21,196,0,272,6,0,6,0,5,0,7,6,0,26,5,0,43,0,9,0,5,22,0,80,12,13,18,0,11,8,8,10,0,85,21,3,17,0,11,84,0,24,0,169,16,0,9,36,0,5,0,26,0,93,8,0,3,0,15,0,30,0,0,63,0,0,0,0,0,0,0,0,0,6,4,3,0,0,12,0,0,0,0,26,0,0,0,0,0,7,0,0,0,12,0,17,5,0,10,0,0,0,0,34,0,8,10,0,0,0,0,30,0,48,3,18,17,20,22,0,10,8,3,102,17,75,9,42,16,0,0,9,0,162,3,60,13,71,26,0,0,20,0,198,0,3,0,0,0,0,0,4,0,7,0,3,50,3,14,0,0,6,0,86,5,4,9,6,8,8,5,26,29,86
LGA54410,62,0,9,0,3,0,7,21,0,109,0,0,5,0,0,0,8,0,0,13,5,0,15,0,3,0,0,0,0,28,4,0,0,0,0,0,0,0,0,10,6,0,5,0,0,0,0,4,0,25,0,7,0,0,0,3,0,0,0,12,11,3,0,0,0,18,4,5,0,37,8,0,4,8,0,3,0,12,0,30,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,8,3,4,5,7,3,0,3,5,0,35,4,20,0,5,3,0,0,0,0,45,0,13,3,31,0,0,0,7,0,67,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,5,0,4,0,0,0,0,4,0,4,0,7,16
LGA54480,110,0,0,0,3,0,10,29,0,166,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,0,9,0,0,17,4,9,0,7,0,0,0,5,0,21,0,3,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
LGA54550,269,8,30,0,14,4,22,100,3,444,0,0,3,0,0,0,4,0,0,5,7,0,14,0,3,3,0,16,0,38,0,0,0,0,0,0,0,0,0,7,4,0,14,0,3,0,10,9,0,37,0,6,4,0,3,9,5,3,0,24,7,0,0,0,0,25,0,9,0,49,7,0,4,10,0,0,0,3,0,21,6,0,0,0,10,0,30,0,0,45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,12,6,0,0,0,0,0,0,0,0,4,4,8,0,0,8,0,0,0,0,23,0,0,0,0,0,0,0,5,0,12,6,5,0,5,4,0,9,10,0,36,5,37,0,13,3,0,0,0,0,65,4,20,4,26,3,0,0,3,0,67,0,0,0,0,0,0,0,0,0,0,4,4,10,3,0,0,0,0,0,23,15,3,9,4,5,0,3,8,13,54
LGA54620,137,0,5,0,9,0,8,28,0,197,0,0,3,0,0,0,8,4,0,18,3,0,9,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,14,0,0,0,6,3,0,22,4,0,0,0,0,3,0,0,0,12,10,0,0,0,3,7,0,0,0,20,9,0,0,0,0,0,0,7,0,26,6,0,0,0,4,0,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,16,4,0,6,7,10,0,11,3,0,35,5,11,0,7,0,0,0,0,0,21,0,3,3,13,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13,0,0,0,4,8,0,0,0,7,17
LGA54690,67,0,0,0,5,0,6,12,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,4,4,0,8,3,0,28,0,5,5,3,0,0,0,3,0,13,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA54760,161,6,3,0,9,0,10,30,0,216,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,15,0,0,0,0,4,5,0,0,0,15,0,0,3,0,0,6,0,0,0,13,5,0,4,7,0,0,0,3,0,10,4,0,0,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,3,0,3,4,8,0,4,0,0,23,4,22,0,6,0,0,0,0,0,35,0,6,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4
LGA54830,42,3,20,0,7,6,29,102,0,205,86,187,422,18,105,5,400,116,20,1364,134,117,643,18,164,49,306,301,15,1756,23,30,67,6,56,10,52,31,9,269,120,100,932,9,216,18,251,319,24,1992,74,67,86,0,99,71,158,54,8,614,280,52,120,12,116,1072,139,216,12,2016,172,5,192,244,32,275,48,354,8,1341,73,40,47,21,221,19,727,76,8,1233,20,42,42,0,17,14,3,0,0,142,39,101,3,8,230,18,0,0,4,401,19,6,26,3,55,83,10,19,0,231,91,471,220,7,190,9,27,23,9,1037,36,74,54,71,105,12,37,371,7,769,104,197,167,383,299,5,21,111,22,1308,83,631,56,384,122,3,5,84,4,1373,117,854,145,1384,366,16,39,143,16,3070,34,42,33,90,25,21,0,27,0,268,53,55,421,121,70,11,25,79,3,847,84,100,221,61,116,64,176,144,167,1139
LGA54900,254,4,16,0,12,9,21,50,0,360,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,0,5,24,9,4,0,0,4,18,8,0,0,51,17,0,9,0,0,19,0,0,0,43,8,0,7,9,0,0,0,3,0,26,0,0,3,0,12,0,24,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,5,3,3,0,3,0,0,27,4,23,0,11,5,0,0,3,0,46,0,15,3,16,8,0,0,0,0,36,0,4,0,0,0,0,0,0,0,5,0,0,12,0,4,0,0,0,0,17,0,0,3,0,5,0,0,3,8,23
LGA54970,6,3,0,0,0,0,0,3,0,9,14,33,76,3,8,0,159,16,4,311,0,0,4,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,6,8,0,6,5,0,0,0,6,0,24,3,0,0,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,4,4,0,16,13,0,6,0,0,39,3,10,0,11,0,0,0,0,0,21,0,10,0,11,0,0,0,3,0,24,4,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,3,15
LGA55040,7,0,0,0,0,0,0,6,0,14,14,16,61,5,18,0,112,26,6,257,5,4,21,0,9,0,19,14,0,63,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,6,10,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,20,4,0,10,11,0,0,0,10,0,37,0,0,0,0,9,3,12,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,8,0,0,0,0,4,0,0,0,0,3,0,0,12,0,3,6,3,15,0,36,8,6,6,16,8,0,0,9,0,44,5,17,0,12,4,0,0,0,0,41,3,9,0,14,3,0,0,0,0,31,0,0,0,0,0,0,0,3,0,4,0,0,13,0,0,0,0,0,0,21,0,0,5,0,0,0,0,4,0,11
LGA55110,74,11,33,0,24,12,26,79,6,264,266,347,1292,46,179,4,1482,265,48,3935,311,249,928,31,207,98,583,238,35,2679,61,39,108,0,52,4,131,95,22,506,318,102,1722,15,336,38,429,615,59,3624,104,53,83,0,82,88,82,30,10,532,558,74,211,39,181,2280,112,394,16,3860,353,10,323,738,64,351,96,688,24,2640,97,59,71,40,218,39,657,65,9,1259,20,46,24,0,23,33,0,11,0,166,55,128,3,3,206,20,0,5,9,433,67,23,26,0,128,255,15,28,4,554,163,501,262,14,303,11,34,23,17,1333,91,103,138,99,105,11,57,609,19,1231,194,292,198,493,378,7,22,117,29,1721,219,1559,104,858,239,8,0,135,7,3129,223,1341,176,2199,692,34,26,172,26,4881,68,74,51,154,48,32,3,31,0,463,102,71,702,244,125,25,17,106,5,1394,144,124,287,92,176,91,163,194,292,1564
LGA55180,492,19,44,5,43,3,68,297,7,975,8,9,44,3,0,0,50,5,0,126,29,9,46,0,22,7,31,67,5,212,0,0,7,0,9,0,6,4,0,32,22,3,131,0,35,0,51,42,0,277,14,0,4,0,14,34,8,9,0,86,62,5,31,0,23,210,10,51,6,387,89,3,44,75,11,20,0,94,4,344,13,0,9,8,29,9,95,3,0,180,0,0,0,0,3,0,0,0,0,12,3,0,0,0,19,0,0,0,0,31,6,0,0,0,8,18,0,0,0,30,6,42,16,5,31,0,4,0,0,96,7,0,13,9,12,0,3,76,3,132,38,65,24,49,42,3,18,39,7,276,28,156,16,75,17,0,0,26,0,316,17,124,20,165,47,0,6,25,0,410,7,12,0,13,6,0,3,7,4,48,9,5,79,14,23,0,0,19,0,152,20,15,26,5,12,7,35,43,45,208
LGA55250,27,0,0,0,0,0,0,12,0,44,9,15,53,0,0,0,63,8,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,16,0,6,0,31,15,0,9,5,0,0,0,17,0,57,6,0,0,0,3,3,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,6,5,0,3,0,0,4,0,12,5,3,0,8,6,0,3,4,0,28,13,20,5,20,9,0,0,9,0,65,4,14,0,10,8,0,0,0,0,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,0,4,0,0,0,0,0,0,11,19
LGA55320,85,44,15,3,38,9,17,41,4,247,700,1258,469,13,287,9,246,71,41,3101,610,434,523,35,262,143,152,190,12,2376,128,188,89,0,95,4,31,20,4,559,761,438,1507,13,477,75,128,352,39,3790,383,212,105,5,204,164,150,49,11,1282,681,373,190,35,208,2323,148,361,25,4348,512,46,338,977,93,447,71,628,11,3120,319,263,84,69,401,49,504,118,24,1836,70,178,56,4,53,52,0,12,7,431,252,637,13,3,513,47,0,3,33,1506,172,126,28,0,203,468,15,31,11,1048,798,3200,428,9,770,54,23,29,37,5356,148,196,138,86,141,29,28,375,17,1147,484,908,136,528,718,8,22,68,65,2944,574,3685,158,912,484,14,4,80,21,5937,486,4091,222,1503,1258,37,43,172,48,7860,153,196,61,355,96,53,5,48,9,971,185,221,531,366,190,25,23,119,8,1669,406,451,253,86,311,130,127,145,315,2221
LGA55390,0,0,0,0,0,0,0,0,0,0,3,18,34,0,3,0,79,8,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,7,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,14,0,5,5,0,5,0,0,0,0,16,0,8,0,4,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3
LGA55460,132,3,13,0,10,5,18,25,4,210,0,0,10,0,0,0,28,0,0,42,9,4,14,0,6,6,0,8,0,36,8,5,24,0,4,0,3,5,0,45,5,0,32,0,11,0,10,13,0,67,11,4,13,0,13,21,25,0,3,99,26,4,8,0,5,68,0,20,0,136,18,0,10,24,3,5,0,19,0,76,11,0,8,0,7,0,60,8,0,101,6,0,3,0,0,4,0,0,0,16,3,3,0,0,6,0,0,0,0,18,0,0,0,0,0,0,3,0,0,3,0,16,4,0,5,0,0,0,0,32,0,3,3,3,0,0,0,20,0,31,8,16,14,20,14,0,9,5,4,88,10,57,7,40,8,0,0,9,0,132,10,46,9,49,21,0,0,12,3,151,0,0,0,5,0,0,0,6,0,14,3,4,40,10,7,0,0,6,0,65,4,0,3,0,7,4,6,6,15,49
LGA55530,65,0,0,0,0,0,3,19,0,94,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,18,0,0,0,5,0,0,0,0,0,8,0,9,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,183,5,22,0,11,4,25,58,0,305,5,0,10,0,0,0,13,3,0,25,0,0,3,0,0,0,3,6,0,19,6,0,3,0,4,0,7,4,0,21,8,0,24,0,5,0,6,6,0,54,5,5,13,0,5,20,10,0,0,55,16,0,9,0,7,32,4,10,4,73,7,0,5,11,0,4,0,9,0,37,3,0,0,0,17,0,33,0,0,57,0,0,0,0,0,0,0,0,0,0,5,8,0,0,12,0,0,0,0,23,0,0,0,0,0,0,0,0,0,6,3,4,5,0,6,0,0,0,0,22,0,0,6,5,0,0,0,12,0,19,3,6,4,15,10,0,12,9,0,61,12,48,4,35,12,0,0,13,0,124,4,24,0,36,17,0,0,0,0,90,0,0,0,0,0,0,0,0,0,3,5,0,36,3,6,4,0,4,0,50,15,0,0,0,0,0,4,6,4,27
LGA55670,66,0,6,0,4,0,0,7,0,83,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,3,0,0,0,12,3,0,0,0,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,9,4,0,0,0,5,0,6,0,0,18,5,19,6,8,3,0,0,10,0,54,0,6,0,12,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA55740,25,0,0,0,4,0,0,7,0,42,94,130,28,4,23,0,21,13,0,310,57,23,26,0,10,17,4,9,0,150,12,13,3,0,5,0,4,0,0,39,76,34,66,0,20,6,3,32,0,237,47,19,6,0,8,11,7,4,0,97,74,31,8,10,17,160,10,33,0,343,53,3,20,139,7,26,0,37,0,293,21,23,0,0,17,6,29,8,0,102,11,26,0,0,6,8,0,0,0,47,28,75,0,0,22,5,0,0,15,143,13,30,0,0,15,57,0,4,0,124,106,376,21,0,62,4,0,4,7,583,22,15,13,8,11,3,0,37,0,109,46,89,0,21,44,0,4,5,0,210,31,303,7,94,27,0,0,4,0,465,49,465,14,128,82,5,4,17,0,756,11,26,5,25,6,4,0,0,0,76,15,28,38,38,18,3,3,4,0,150,56,39,9,8,29,13,7,18,26,204
LGA55810,3,0,0,0,0,0,0,4,0,9,0,9,14,0,0,0,16,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,10,9,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,8,7,0,4,0,0,27,3,8,0,3,0,0,0,0,0,20,0,10,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
LGA55880,99,0,8,0,7,0,0,23,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,15,4,8,0,0,0,0,0,5,0,21,3,3,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,7
LGA55950,81,0,3,0,0,0,3,16,0,111,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,7,0,0,6,0,0,0,0,0,0,14,3,0,6,0,0,3,0,0,0,18,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,16,0,13,0,7,5,0,0,0,0,28,3,4,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,3,9
