LGA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
LGA52800,3568,3510,7075,282,264,544,551,525,1069,234,245,483,262,285,550,624,646,1270,480,483,958,429,419,858,405,373,781,234,188,421,61,61,119,10,20,29,3333,3279,6612,232,234,469,2131,2067,4194,5,3,4,28,40,65,2159,2108,4267,2792,2691,5477,254,259,512,1577,1557,3128,1171,1232,2407,2742,2763,5504,70,50,121,426,400,826,68,78,147,8,11,20,35,72,105,702,879,1578,326,405,732,764,589,1356,210,152,363,193,135,330,63,48,110,2705,2772,5473,2041,1718,3764
LGA52870,3039,3112,6155,146,161,308,375,345,718,172,146,319,125,89,216,233,270,502,322,361,684,410,432,847,472,535,1009,511,462,978,224,236,460,47,72,127,2751,2894,5650,290,216,509,68,72,138,3,0,5,4,8,10,75,79,153,2278,2310,4592,524,612,1135,2700,2781,5482,131,164,297,2680,2753,5434,28,44,70,339,326,660,113,97,208,10,15,31,27,90,122,881,1227,2106,293,307,596,808,692,1504,203,123,326,107,73,179,15,15,24,2664,2798,5458,256,211,470
LGA52940,374,337,715,29,19,46,51,55,103,15,8,23,25,9,36,23,27,55,40,47,86,53,38,90,47,42,84,64,63,126,23,19,45,3,10,10,340,314,650,33,23,62,14,15,34,0,0,0,0,0,0,14,15,34,309,277,584,28,39,59,331,311,637,7,5,13,326,312,639,5,0,11,49,46,97,7,8,17,0,4,3,0,10,10,113,108,220,27,34,56,90,79,166,17,16,32,14,3,16,0,0,0,318,301,619,43,25,71
LGA53010,353,323,681,25,28,48,41,50,91,12,8,21,12,13,21,37,34,74,48,39,93,44,45,89,56,52,102,52,44,96,25,12,44,0,0,0,324,290,615,33,36,66,12,12,27,0,0,0,0,0,0,12,16,28,262,242,499,22,35,55,286,259,546,6,10,10,277,256,533,5,10,8,35,40,69,9,6,17,3,3,7,0,4,7,122,118,240,18,25,44,68,50,111,16,9,28,12,6,17,0,0,0,281,250,532,88,51,142
LGA53080,372,305,677,24,9,34,27,23,46,14,9,23,24,17,36,54,42,96,21,33,53,55,47,109,67,68,133,53,38,95,25,17,49,5,0,3,330,276,602,42,34,75,47,37,86,0,0,0,0,4,4,50,44,93,225,185,408,69,63,128,277,226,498,20,26,43,271,212,481,0,0,0,18,15,33,5,3,12,0,0,0,0,5,8,88,78,161,30,28,57,82,86,166,32,18,47,22,15,33,0,0,0,253,220,474,382,191,577
LGA53150,3721,4102,7819,188,177,368,480,526,1006,256,278,534,190,184,378,347,369,717,408,517,925,576,626,1198,506,573,1081,438,438,876,216,259,471,103,149,254,3473,3916,7393,243,181,424,35,35,65,0,0,0,0,0,0,35,37,69,2630,2951,5574,920,977,1890,3299,3607,6902,260,322,586,3356,3695,7051,63,62,124,458,509,968,228,251,477,104,109,212,95,182,273,2095,2406,4496,215,199,418,388,419,801,97,99,196,55,53,107,9,3,7,3388,3761,7146,210,241,454
LGA53220,6256,3504,9760,296,265,560,519,490,1017,206,173,376,370,276,647,1482,844,2324,1381,638,2020,1069,409,1476,747,291,1035,164,85,251,22,25,44,3,5,13,5998,3287,9286,260,218,473,878,799,1681,20,19,41,19,15,31,916,826,1746,3205,2148,5352,1333,774,2108,3373,2012,5386,1150,903,2055,3871,2460,6324,57,48,113,447,414,858,75,71,143,35,21,54,107,151,258,1909,1340,3248,578,298,872,962,404,1368,172,83,253,86,71,157,30,26,55,2450,2318,4769,12650,3196,15847
LGA53290,6990,6891,13883,409,400,811,967,942,1907,453,372,825,350,322,664,754,798,1548,791,854,1642,965,930,1899,981,911,1894,752,732,1486,446,466,918,112,171,284,6310,6362,12667,677,537,1216,302,287,583,5,3,13,3,0,5,313,294,601,5362,5169,10535,813,981,1794,5927,5890,11815,275,339,615,5861,5817,11684,91,107,201,835,820,1653,257,242,497,39,66,107,74,192,262,2027,2520,4547,709,753,1469,1580,1197,2783,351,305,655,209,167,382,10,17,31,5787,5860,11646,1193,1009,2204
LGA53360,1613,1476,3085,97,91,188,202,174,372,82,66,151,83,92,175,241,300,544,254,246,498,235,188,425,214,169,379,133,108,244,59,46,101,8,9,16,1436,1383,2820,169,96,269,49,30,80,4,0,4,0,8,5,53,38,90,1181,1023,2200,255,312,566,1346,1237,2584,91,113,202,1330,1188,2519,12,16,25,170,144,319,46,41,83,7,12,20,22,62,84,565,705,1272,164,110,275,321,226,546,70,37,106,20,15,38,7,0,6,1432,1396,2833,1868,1769,3635
LGA53430,15510,16419,31930,878,814,1691,1458,1431,2890,705,731,1440,806,952,1760,2166,2365,4531,2260,2241,4498,2121,2211,4338,2177,2247,4423,1702,1874,3573,902,1029,1936,335,518,849,14330,15468,29795,1180,953,2132,253,273,525,9,7,16,6,12,11,263,282,552,10019,10696,20711,4461,4851,9313,12622,13242,25861,1821,2275,4094,13184,14171,27360,247,231,482,1359,1346,2710,533,581,1117,340,487,824,573,961,1537,8461,9662,18121,980,851,1835,1791,1721,3510,393,395,790,374,478,847,72,95,167,13686,14882,28569,1640,1324,2962
LGA53570,2914,2660,5576,126,118,245,269,277,551,134,115,247,119,96,217,271,310,574,291,288,577,417,367,782,471,424,898,510,414,928,269,202,462,42,45,88,2533,2426,4963,382,237,618,77,62,138,0,4,4,5,0,7,77,66,144,1916,1711,3630,697,723,1424,2418,2201,4615,235,281,522,2397,2206,4604,34,30,61,246,255,502,90,90,178,12,22,31,19,72,88,873,985,1862,242,246,488,829,644,1471,148,108,257,125,69,190,20,20,38,2398,2298,4692,333,309,647
LGA53640,650,564,1215,56,51,103,77,72,158,27,21,48,28,26,54,80,89,175,79,73,155,83,72,150,112,76,181,86,60,143,22,12,34,5,7,8,608,525,1133,41,32,77,44,45,94,0,0,0,0,0,0,44,51,93,496,418,922,90,90,181,548,477,1026,48,39,89,554,469,1022,8,6,14,74,64,135,10,12,26,3,0,0,7,24,27,231,216,449,44,27,67,136,115,256,36,21,53,14,12,26,3,6,4,577,496,1068,68,64,133
LGA53710,486,470,955,24,20,46,61,61,120,22,13,34,17,22,43,37,31,65,61,66,117,64,60,122,73,82,153,86,71,158,36,34,68,12,12,24,446,454,901,38,16,56,15,14,36,0,0,0,0,0,0,15,19,37,381,360,739,43,52,98,422,414,833,6,5,10,412,397,807,7,4,15,53,59,111,13,8,16,5,0,6,4,5,13,139,163,300,42,34,77,121,102,222,22,19,40,22,18,37,0,0,0,423,419,837,49,54,104
LGA53780,63485,62887,126376,4340,4170,8513,9091,8659,17753,4043,3753,7795,4420,4035,8452,8758,8866,17620,10134,9731,19859,8278,7942,16225,6373,6571,12945,4954,5225,10175,2388,2770,5162,717,1156,1869,60787,61142,121933,2699,1742,4445,1713,1616,3332,29,16,45,36,32,71,1777,1667,3448,33186,31949,65130,27140,28129,55269,36962,36568,73536,22036,22953,44991,49163,48908,98072,1145,1155,2296,8501,8096,16596,3019,2962,5982,1618,1745,3365,1965,3114,5077,26677,28105,54784,4675,4496,9169,10720,9829,20549,2334,2169,4501,1667,1791,3462,799,916,1712,58624,59578,118198,3423,2751,6170
LGA53800,19505,19992,39489,1179,1176,2355,2812,2693,5506,1287,1218,2504,1030,1049,2076,2310,2369,4684,2360,2502,4866,2601,2775,5377,2602,2559,5164,1944,2030,3981,1023,1125,2149,355,481,839,17788,18802,36592,1718,1186,2901,1819,1919,3736,12,12,26,33,19,52,1863,1949,3814,15002,15220,30222,2591,3027,5619,16043,16558,32606,1371,1605,2977,16526,17184,33708,273,288,560,2508,2385,4891,752,793,1550,138,218,352,342,825,1172,5517,6973,12497,2010,2150,4156,4538,3932,8469,1014,880,1896,668,544,1210,88,100,189,16652,17783,34436,2540,2336,4873
LGA53920,1788,1789,3574,169,140,306,311,275,583,181,158,334,144,169,313,283,318,605,247,259,505,221,202,421,131,145,277,72,90,158,36,25,62,5,9,11,1668,1675,3348,111,113,228,1356,1412,2767,0,0,0,0,6,10,1354,1417,2774,1494,1518,3009,81,97,185,720,723,1440,831,874,1704,1537,1556,3090,21,20,41,252,223,472,64,56,126,4,0,4,8,19,33,285,369,644,169,191,355,351,385,733,96,98,192,143,115,253,37,32,73,1530,1606,3137,957,783,1735
LGA53990,14285,14286,28567,937,783,1723,2234,2016,4247,957,916,1869,662,613,1277,1567,1660,3228,1849,1910,3762,1857,1894,3741,1833,1955,3784,1503,1560,3061,708,760,1466,177,224,400,13050,13495,26543,1235,791,2023,401,399,798,3,4,10,7,5,7,410,408,815,10842,10784,21624,2605,2902,5501,12428,12475,24905,1035,1194,2230,12438,12529,24961,271,213,485,2109,1927,4036,647,659,1300,90,124,216,200,491,696,4311,5285,9596,1439,1491,2923,3488,3169,6656,715,578,1296,344,321,663,27,25,54,12842,13338,26180,795,579,1369
LGA54060,1831,1851,3680,63,65,127,208,214,424,104,82,181,70,53,122,111,116,222,160,196,359,229,253,479,323,321,644,344,330,673,184,182,362,41,45,78,1613,1685,3300,218,160,381,61,80,140,3,0,3,0,0,5,64,81,146,1381,1394,2773,204,259,461,1581,1636,3207,34,41,74,1560,1601,3156,13,14,28,180,193,374,67,54,122,6,6,14,9,44,52,446,584,1031,191,205,394,483,455,931,145,99,237,75,51,128,0,3,3,1518,1616,3137,434,326,758
LGA54130,621,541,1160,56,35,92,81,78,160,28,15,39,32,26,51,63,74,137,83,76,158,74,76,148,107,87,191,76,56,133,27,16,46,6,3,12,542,485,1030,77,56,132,19,12,27,3,0,6,0,0,0,27,12,39,496,414,910,61,66,128,544,470,1009,26,22,47,526,453,981,9,4,15,67,70,135,11,7,21,4,3,7,0,15,13,226,228,454,36,51,87,128,91,220,28,12,42,14,3,18,0,0,0,511,448,962,99,83,178
LGA54170,79198,80810,160003,4395,4145,8538,10978,10332,21309,5351,4931,10279,4805,4208,9012,8074,8214,16285,10404,10932,21336,11192,11573,22768,10413,11331,21744,8819,9274,18096,3731,4122,7853,1043,1746,2782,74500,77934,152432,4698,2879,7578,650,633,1286,34,24,59,23,21,41,706,681,1386,47894,48125,96018,28598,30673,59270,68598,69263,137864,7778,9422,17195,70000,71644,141638,1438,1343,2786,10646,9966,20612,4259,4176,8435,1980,2014,3991,1926,3171,5097,38775,42204,80984,6397,6222,12618,12305,12034,24340,2435,2248,4688,898,1124,2021,143,184,331,74131,77313,151444,2122,2386,4504
LGA54200,29108,29654,58762,1755,1562,3318,4125,3917,8038,1845,1759,3608,1705,1460,3163,3137,3315,6450,3904,4066,7970,3919,3963,7889,3531,3689,7218,2962,3266,6227,1686,1902,3593,539,750,1292,27304,28535,55838,1801,1119,2922,639,670,1306,12,10,23,14,8,26,663,688,1350,19811,19806,39615,7997,8788,16791,24318,24550,48865,3417,3984,7399,25552,26008,51556,479,462,944,3924,3735,7659,1354,1362,2717,563,574,1137,626,1138,1765,11840,13555,25395,2593,2493,5089,5562,5201,10765,1235,1037,2276,582,592,1171,123,136,259,26909,28082,54993,1094,1100,2193
LGA54280,15441,13864,29306,1160,1077,2233,2203,2061,4259,848,780,1629,1068,912,1984,2491,2322,4812,2299,2097,4401,2085,1833,3915,1879,1534,3416,991,794,1782,354,322,678,60,138,202,14477,13151,27631,960,714,1679,1141,984,2133,25,17,43,36,34,67,1205,1037,2244,10282,9198,19481,3560,3444,7005,11684,10619,22298,1864,1874,3744,11453,10529,21981,273,288,564,1928,1828,3762,495,453,945,148,138,284,394,614,1006,4725,5189,9913,1502,1225,2731,3359,2397,5760,643,464,1104,301,269,566,69,46,114,13052,12206,25260,3449,1867,5318
LGA54310,12032,10166,22199,1010,863,1873,1932,1840,3765,678,522,1205,646,521,1161,2108,2003,4115,2402,1954,4351,1730,1405,3142,1114,750,1864,335,239,574,73,59,135,7,8,12,11402,9603,21002,633,564,1195,1261,1113,2374,62,48,103,70,44,117,1394,1205,2594,7846,6694,14544,2116,2021,4135,8344,7246,15589,1388,1386,2771,8748,7651,16403,262,216,474,1618,1524,3143,390,324,716,56,77,135,238,454,695,3686,3952,7640,1106,765,1871,2003,1232,3235,357,247,603,144,110,257,46,15,65,9186,8511,17699,7072,2766,9840
LGA54340,2085,1970,4057,147,132,276,266,243,508,128,128,263,124,120,244,276,250,531,258,218,486,245,240,489,273,237,518,208,217,427,111,120,232,32,64,100,1959,1882,3838,128,90,213,167,183,352,3,5,5,0,0,0,171,186,356,1401,1346,2746,450,413,865,1438,1399,2839,411,378,786,1609,1572,3186,27,30,51,220,207,427,71,67,142,20,18,36,21,67,92,561,616,1175,187,193,377,415,353,767,111,94,208,121,104,223,59,56,121,1834,1741,3577,251,224,477
LGA54410,584,554,1138,29,23,51,52,42,97,32,39,74,23,22,42,59,39,93,60,60,119,75,77,154,108,98,206,83,68,153,57,55,114,12,34,46,539,512,1050,50,39,92,52,35,78,0,0,0,0,0,0,50,35,85,442,413,855,59,71,137,502,465,964,21,29,48,488,460,954,5,4,6,45,33,81,14,26,43,4,5,4,3,12,19,162,163,329,45,55,98,133,141,272,44,35,79,37,21,56,3,0,5,477,459,936,92,84,178
LGA54480,275,219,491,19,23,44,44,29,78,18,7,20,15,9,22,28,29,59,48,39,84,46,37,84,29,20,47,19,16,32,10,10,19,0,0,0,242,201,450,28,14,45,0,0,3,0,0,0,0,0,0,0,0,3,218,167,386,23,25,51,233,190,420,11,9,22,232,175,405,3,4,11,40,29,69,11,3,17,0,4,4,0,10,13,105,88,192,20,15,30,51,29,80,8,0,13,10,0,11,0,0,0,226,190,413,34,29,64
LGA54550,981,921,1901,60,51,111,129,131,260,30,34,63,41,36,72,88,91,179,130,117,249,115,120,236,169,134,305,121,98,222,78,73,150,20,32,54,902,857,1758,77,68,147,43,50,95,0,0,0,0,0,0,42,50,99,755,721,1478,131,121,252,845,800,1644,53,51,101,825,786,1607,12,10,28,119,120,237,13,19,32,0,7,10,8,28,33,348,383,734,75,71,144,209,163,371,42,18,60,26,31,62,0,0,0,860,813,1674,97,81,173
LGA54620,457,388,847,26,22,50,50,46,98,20,11,27,30,16,43,37,39,82,57,52,114,69,56,125,67,62,130,60,47,110,28,25,51,11,11,18,403,343,747,53,43,94,30,31,63,0,0,0,0,0,0,30,31,63,348,285,629,46,47,91,378,327,705,12,10,24,370,318,691,4,0,6,45,38,82,3,9,15,0,3,8,0,14,13,136,148,284,34,32,64,105,70,176,22,14,41,24,10,29,4,0,4,349,303,656,346,97,450
LGA54690,201,159,361,8,9,18,31,17,48,3,9,12,3,3,5,20,12,28,22,17,41,30,27,56,27,31,69,34,23,60,15,6,27,0,7,6,180,140,322,21,15,40,0,10,9,0,0,0,0,0,0,0,10,9,167,133,297,23,17,46,192,156,349,0,0,6,181,145,326,4,4,5,31,17,48,0,0,6,0,0,5,3,3,8,63,63,125,19,14,33,49,35,87,12,8,22,11,3,14,0,0,0,184,146,331,15,3,21
LGA54760,398,373,769,20,31,44,56,60,117,8,12,20,18,5,22,35,42,78,54,50,107,63,49,117,53,56,114,53,47,94,29,17,43,9,4,11,360,326,690,40,45,79,6,13,23,0,0,0,0,0,0,6,13,23,316,290,611,30,44,69,351,324,670,4,13,19,342,316,657,7,10,16,48,50,99,5,8,12,0,5,9,6,15,19,158,151,312,23,26,53,76,49,124,14,10,21,17,4,22,3,0,0,329,310,637,44,35,81
LGA54830,23482,22379,45867,1932,1871,3809,3457,3141,6600,1385,1230,2620,1609,1413,3020,3988,3861,7857,4018,3693,7718,2950,2719,5670,2031,2106,4134,1301,1416,2717,628,685,1314,179,236,416,22201,21652,43850,1285,735,2014,1198,719,1916,21,16,36,50,20,62,1267,751,2016,14387,13319,27705,7842,8074,15915,16232,16219,32453,4697,5113,9812,18176,18190,36365,478,532,1010,3222,2932,6146,933,893,1819,371,437,807,647,1168,1808,8523,9616,18139,1934,1796,3730,4831,3682,8510,888,775,1666,471,457,926,153,116,261,20490,21190,41675,2164,900,3057
LGA54900,680,582,1265,49,45,98,84,69,149,39,25,57,29,29,57,76,74,144,88,85,178,97,76,173,108,85,200,70,55,128,31,30,67,3,10,13,615,518,1136,65,63,124,12,10,20,0,0,0,4,3,9,11,13,29,538,458,987,86,84,167,599,506,1105,34,42,74,578,510,1087,10,10,25,79,66,138,11,21,30,5,9,8,3,4,9,268,255,521,45,54,100,138,100,239,30,16,43,9,8,21,0,4,3,590,494,1083,107,63,168
LGA54970,916,419,1333,24,22,47,47,40,90,24,21,46,65,31,94,217,101,323,174,61,236,174,56,223,142,64,207,38,15,56,5,3,11,0,0,5,839,385,1226,71,34,105,163,165,323,0,0,0,0,0,3,166,160,325,400,258,658,152,56,202,433,199,631,118,112,225,483,275,758,0,6,9,41,31,68,14,6,17,4,0,7,22,3,26,216,112,327,85,46,135,137,73,213,20,16,37,17,11,33,5,0,6,239,245,487,2821,601,3426
LGA55040,979,606,1588,48,52,98,93,73,170,22,28,52,105,48,157,241,110,351,166,91,265,131,86,216,111,73,180,51,28,81,11,11,26,4,0,3,911,553,1470,71,49,118,64,83,146,8,0,11,0,3,4,73,83,159,445,345,793,170,120,291,523,381,902,91,85,182,528,388,915,12,14,21,77,53,131,7,10,14,4,9,15,14,16,35,240,172,409,70,49,119,133,92,226,35,16,57,9,22,36,3,0,7,382,405,796,2351,585,2937
LGA55110,43372,46934,90306,2398,2375,4773,5452,5456,10905,2541,2418,4962,2209,2291,4506,4347,4832,9182,4718,5251,9972,5229,5745,10978,5587,6370,11960,5983,6529,12513,3797,4059,7848,1108,1605,2707,39078,44124,83202,4287,2810,7100,1213,1297,2510,31,35,64,17,31,51,1262,1361,2620,29018,31169,60189,11476,13314,24791,37805,40965,78773,2702,3500,6204,37150,40525,77671,685,663,1344,5135,5099,10230,1738,1794,3532,486,701,1187,722,1684,2403,14523,17318,31840,4214,4637,8846,10140,10826,20963,2385,2300,4688,1270,1281,2554,116,110,225,38429,43148,81573,1926,2362,4290
LGA55180,4574,4522,9093,218,212,429,547,505,1052,271,271,544,213,170,385,455,449,907,452,501,944,617,628,1246,739,767,1510,614,598,1213,337,311,647,98,122,221,4141,4149,8282,431,380,810,144,136,286,9,11,20,0,0,0,153,152,302,3519,3427,6936,687,757,1445,3930,3914,7854,295,281,578,3981,3944,7921,67,50,117,494,459,954,164,176,341,22,20,39,45,101,143,1381,1683,3071,424,504,929,1156,920,2078,284,205,486,163,139,304,37,19,59,3947,3941,7892,596,545,1145
LGA55250,717,485,1200,43,32,72,47,49,100,27,31,60,64,40,105,173,101,270,107,60,166,87,62,154,94,62,155,57,26,81,19,14,31,0,0,0,673,453,1124,41,30,71,209,230,438,0,0,0,0,0,5,212,237,449,420,309,732,114,55,174,432,300,731,104,72,171,470,333,808,5,4,7,43,42,85,9,12,23,3,0,3,13,15,27,174,129,300,56,43,101,147,88,238,30,21,48,37,14,52,6,3,5,361,347,701,1283,393,1671
LGA55320,49641,53880,103523,2526,2435,4959,6608,6339,12949,3253,3280,6536,3107,3102,6205,5385,5568,10955,6305,7101,13403,6538,7217,13754,6103,6890,12993,5492,6265,11756,3080,3597,6676,1248,2089,3336,46984,52007,98993,2658,1869,4529,418,445,868,9,10,22,13,16,30,438,477,920,31122,33154,64270,16694,19059,35752,38138,40597,78738,9565,11464,21030,43107,46614,89727,843,792,1626,6367,6120,12487,2751,2876,5627,1652,1769,3422,1551,2264,3817,27958,30661,58620,2934,3124,6059,5568,6728,12294,1288,1440,2730,678,1023,1703,130,202,342,46383,50761,97145,1901,2847,4755
LGA55390,394,128,524,3,3,7,8,11,20,5,5,12,43,22,60,97,19,115,98,12,108,60,21,82,40,34,70,30,7,40,6,6,11,0,0,0,370,113,479,29,18,44,54,55,111,0,0,0,0,0,0,54,55,111,183,93,273,81,12,89,206,67,278,55,38,96,221,107,326,0,0,3,8,11,23,0,0,3,0,0,6,6,0,6,121,39,159,31,14,47,70,27,97,10,3,18,7,3,8,7,7,8,78,71,145,1021,204,1226
LGA55460,1603,1517,3119,92,95,185,197,207,403,87,98,183,95,71,164,197,179,373,184,185,370,211,182,398,232,214,449,194,167,368,87,75,160,31,40,65,1468,1412,2881,135,103,238,89,80,169,0,0,0,0,0,0,89,80,169,1202,1137,2343,180,183,365,1334,1268,2603,77,78,150,1338,1291,2630,21,19,37,181,174,354,47,59,108,14,12,31,20,39,54,475,503,979,159,153,316,351,294,641,86,68,155,66,38,107,0,4,4,1325,1286,2605,303,216,522
LGA55530,230,185,407,15,22,38,25,17,47,6,0,3,12,9,16,20,22,38,21,28,48,29,26,55,49,26,75,34,17,52,17,13,34,8,3,9,203,169,377,21,11,31,10,12,23,0,0,0,0,0,0,10,12,23,177,139,321,10,14,23,184,155,343,0,0,5,188,146,337,4,0,12,24,16,39,0,0,4,0,0,3,0,8,7,75,59,130,21,11,30,38,29,67,11,8,18,13,8,23,0,0,0,187,152,341,104,86,190
LGA55600,1153,1133,2292,65,54,116,156,162,319,60,59,117,61,53,115,127,120,244,116,124,235,160,161,324,179,152,337,139,133,268,76,76,149,17,40,57,1052,1047,2107,102,88,186,135,156,288,0,0,5,0,0,4,137,157,294,899,844,1744,106,145,253,977,946,1931,42,40,82,974,946,1913,16,15,26,129,134,269,41,33,72,9,9,13,6,32,41,335,428,761,108,99,213,256,185,438,63,41,99,36,32,69,0,0,0,943,941,1887,244,186,424
LGA55670,333,327,660,20,20,43,62,49,110,19,21,42,15,13,23,31,33,62,31,35,63,44,32,77,44,45,83,50,48,98,13,26,36,12,8,18,308,302,610,19,24,43,41,37,72,0,0,0,0,0,0,41,37,72,249,228,476,27,31,56,265,246,508,8,14,18,258,239,498,0,3,7,38,36,69,6,8,13,0,0,0,0,12,11,96,110,203,24,34,61,66,50,116,11,14,26,8,6,14,0,0,0,264,243,508,123,105,229
LGA55740,4355,4818,9169,207,192,401,523,616,1146,243,390,638,263,288,553,484,528,1009,557,585,1139,652,681,1334,568,578,1141,491,504,995,289,309,594,82,126,211,4050,4561,8618,299,256,558,46,51,96,0,0,6,0,0,0,48,51,101,2724,3006,5731,1386,1566,2948,3520,3876,7397,568,698,1267,3691,4071,7765,71,62,134,493,591,1082,215,356,572,153,162,320,173,254,422,2700,2979,5678,212,246,455,325,387,717,80,98,175,42,44,84,16,12,28,3925,4353,8273,251,366,619
LGA55810,363,290,653,18,27,40,45,32,80,13,15,25,21,9,30,44,24,70,43,57,97,63,41,104,52,49,103,38,26,72,17,6,23,0,0,9,343,279,620,23,15,31,28,28,58,0,0,0,0,0,0,28,28,58,143,106,247,42,41,82,164,138,304,16,12,26,163,143,295,0,5,3,12,14,29,0,0,0,0,0,0,0,5,9,63,63,126,17,20,35,39,28,65,15,11,26,6,0,15,3,0,0,134,139,273,782,307,1087
LGA55880,244,219,459,18,13,33,22,20,45,9,7,5,3,8,18,25,22,42,32,28,62,45,35,75,49,44,100,30,19,45,13,6,20,4,12,16,218,194,410,26,25,50,10,9,19,0,0,0,0,0,0,10,9,19,201,174,376,22,22,41,220,197,409,3,7,4,212,188,400,0,7,11,18,19,37,0,0,9,0,4,4,3,4,9,84,82,166,21,21,35,56,41,102,13,9,23,11,0,15,0,3,0,200,178,377,33,26,62
LGA55950,313,265,579,30,20,46,45,34,79,24,8,34,8,3,16,31,27,62,31,28,60,43,36,82,40,39,85,37,28,68,20,26,46,6,3,11,288,254,542,29,9,35,12,16,24,0,0,0,0,0,0,12,16,24,243,207,454,24,24,52,267,233,501,5,3,8,265,221,481,3,3,7,39,29,64,14,8,19,3,0,6,0,10,7,78,90,168,23,21,47,85,61,142,14,8,27,7,6,20,0,0,0,263,241,504,54,40,90
LGA56090,20336,18832,39166,977,895,1871,2432,2232,4662,1226,1134,2359,1142,841,1982,2418,1822,4241,2649,2287,4932,2885,2767,5655,2888,2829,5720,2217,2330,4548,1187,1244,2428,318,457,775,18879,17958,36832,1453,876,2329,986,399,1382,17,6,24,38,5,36,1040,405,1442,14712,13435,28148,4662,4690,9352,16541,16846,33392,972,1218,2189,16500,16925,33425,272,271,542,2298,2126,4421,886,868,1758,285,316,601,352,729,1089,7596,8706,16303,1774,1638,3417,5029,3491,8520,780,678,1459,401,366,767,149,40,190,16863,17782,34648,2421,656,3074
LGA56160,49,50,101,5,3,9,10,13,24,0,0,0,0,0,0,9,8,13,9,4,17,11,8,17,8,7,10,0,3,5,0,0,0,0,0,0,49,44,91,10,5,12,29,16,38,0,0,0,0,0,0,29,16,38,46,44,87,5,0,8,48,37,83,0,8,13,43,46,90,0,0,0,9,8,17,0,0,0,0,0,0,0,3,4,13,18,35,4,6,15,10,5,17,5,0,7,0,0,0,0,0,0,42,49,91,34,45,72
