SED_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
SED53306,3585,3209,1163,245,1744,1570,338,887,3953,438,2902,17113,1317,30411,182,163,62,8,101,95,16,43,162,21,144,1137,99,1891,1133,499,375,72,586,581,124,290,568,127,603,2550,221,5552,141,47,48,13,79,85,6,37,58,19,84,389,21,760,72,27,21,12,43,46,8,21,33,14,46,204,14,414,13,7,3,0,7,5,0,0,3,0,9,99,3,132,63,53,18,5,68,28,13,6,44,4,87,1114,62,1458,7,4,0,0,11,3,0,0,8,0,14,204,5,240,29,20,6,3,39,18,0,5,14,4,24,531,8,661,36,28,13,0,16,12,0,8,35,3,31,210,8,332,87,50,32,5,59,40,5,10,79,12,88,834,31,1185,1767,895,580,113,1008,911,180,420,1019,198,1134,7251,477,12628,113,47,31,12,65,54,16,28,58,22,49,175,2735,3154,5469,4150,1775,368,2816,2536,528,1335,5022,653,4087,24539,4532,46195,1076,1610,357,3
SED53402,1662,2563,673,203,791,780,155,374,3318,170,2326,16905,858,26626,83,93,39,8,32,50,9,19,101,3,69,609,30,986,428,279,156,59,161,179,45,99,376,44,350,1639,74,3098,112,65,30,23,48,60,12,20,88,15,101,721,32,1123,253,72,91,57,152,156,28,46,129,38,167,822,41,1523,26,23,8,0,31,8,0,7,35,3,30,324,20,466,142,129,45,25,198,61,19,18,131,22,218,1859,56,2630,22,28,16,0,30,18,5,8,30,7,50,984,23,1169,94,53,14,20,112,74,11,15,41,14,85,1588,37,1985,34,54,7,4,19,19,3,4,62,3,54,599,22,805,53,78,34,5,46,38,3,3,96,4,73,752,16,1066,1245,870,441,194,827,650,135,242,1083,157,1199,9893,359,14849,49,18,15,6,30,23,7,9,22,9,20,129,1723,1971,2952,3453,1123,408,1648,1456,302,625,4422,332,3546,26921,2940,43449,977,2104,424,14
SED53502,2542,3159,871,214,1517,1137,259,612,3893,271,2851,18771,1259,31235,145,173,52,10,97,80,9,45,151,18,139,1056,85,1744,646,331,226,91,334,319,64,183,406,78,435,1555,112,3466,101,41,33,18,66,68,5,26,66,17,77,423,22,783,227,53,54,61,154,108,29,38,91,37,122,520,37,1099,16,13,0,0,17,10,4,4,9,3,20,187,3,249,84,102,29,14,130,47,15,16,63,10,167,1717,74,2282,5,11,5,0,14,0,0,0,14,0,20,311,8,373,59,44,24,8,123,50,5,13,29,0,75,1275,30,1615,32,21,17,3,23,7,10,10,43,3,52,210,14,363,45,63,19,7,50,27,9,10,59,3,72,741,25,1038,1369,856,467,204,999,712,154,337,932,167,1171,7994,404,13020,66,28,18,24,39,42,5,17,38,19,26,146,2337,2651,3977,4040,1356,437,2557,1898,419,966,4865,454,4047,26914,4005,46900,1289,2089,438,3
SED53602,1704,2549,465,126,1060,787,212,503,2666,206,1880,14907,1035,23547,76,103,23,6,63,43,13,26,88,13,56,626,48,979,448,213,132,52,248,199,51,145,269,46,226,706,68,1820,81,29,19,16,36,36,5,14,49,13,48,256,18,471,438,106,141,70,402,235,62,74,258,61,316,1463,99,2779,92,68,16,10,118,44,15,11,61,12,117,1281,78,1738,342,292,111,48,578,190,71,64,202,66,560,5386,294,7440,18,11,9,0,49,12,6,3,19,5,52,496,17,660,129,67,36,20,186,76,19,18,82,14,114,2097,46,2604,41,28,6,6,52,17,7,6,29,7,29,317,11,468,97,89,22,4,163,41,18,14,82,27,122,1980,80,2549,1766,1005,505,225,1894,894,253,378,1142,254,1633,14612,758,21512,56,39,24,125,56,32,8,9,33,7,34,264,2504,3058,3528,3590,989,483,3014,1710,474,889,3844,467,3548,29784,4300,48121,855,1541,253,3
SED53701,2856,2377,1018,124,1535,1321,280,671,2346,305,1968,16553,969,27107,122,95,43,5,57,56,8,33,83,19,98,717,68,1186,560,218,179,38,276,242,43,114,279,53,294,1390,128,2926,87,30,38,10,51,60,10,12,41,12,45,349,16,595,42,11,6,3,25,32,5,12,16,7,21,142,11,263,7,0,3,0,5,0,0,0,0,0,7,26,0,44,22,19,4,0,19,12,4,0,14,6,25,454,30,578,7,0,0,0,3,0,0,0,0,0,7,126,4,140,8,9,0,0,12,8,0,0,3,3,7,104,3,143,27,9,7,0,13,9,0,5,17,0,20,124,9,198,40,33,21,0,21,19,4,10,40,3,39,316,9,493,916,421,299,59,485,443,75,184,489,103,551,3743,276,6560,120,41,25,14,59,67,10,28,48,19,49,406,3942,4643,3893,2839,1348,200,2075,1830,372,881,2883,422,2575,20707,5187,38315,1384,1408,461,15
SED53802,1688,2115,616,118,986,808,182,374,2447,209,1928,15651,908,24198,69,87,32,10,45,40,3,23,85,7,77,580,27,924,371,160,126,33,187,158,37,87,198,40,224,1035,80,2074,91,45,38,11,42,56,12,29,70,14,61,615,34,941,525,114,163,84,360,266,55,87,176,69,303,1526,88,2933,69,48,15,5,69,33,8,5,47,3,96,860,38,1201,223,174,84,21,356,133,38,35,151,36,338,3022,119,4231,39,30,19,6,74,19,5,6,21,4,79,1307,20,1555,138,81,30,18,194,98,13,23,52,13,132,2371,64,2960,40,34,4,0,18,9,0,10,42,0,54,451,25,626,114,94,53,9,124,71,10,18,107,9,135,1210,47,1756,1666,852,559,195,1466,876,190,323,953,201,1497,12960,546,19206,37,15,18,3,20,19,10,12,29,9,26,196,1701,2022,3398,2986,1192,319,2470,1703,377,708,3424,417,3450,28815,3149,45426,948,1588,361,9
SED53902,1871,2127,737,226,845,914,204,403,2793,197,2286,15962,800,25207,70,79,33,0,36,34,5,13,83,3,70,485,16,809,388,237,143,68,142,192,41,94,296,32,314,1579,89,2903,93,60,40,16,41,49,11,16,68,11,112,635,28,995,383,99,116,98,246,247,61,73,165,73,226,1100,78,2153,40,18,14,5,36,24,11,4,33,3,43,496,31,680,144,115,68,14,163,85,23,20,107,21,196,1703,71,2438,19,24,20,3,44,15,11,4,44,7,56,1008,22,1216,68,48,15,8,80,42,12,14,36,14,78,1465,31,1774,32,42,6,0,24,21,3,11,54,0,57,521,24,721,119,123,54,20,85,64,16,28,147,10,110,1043,43,1624,1357,842,504,241,894,777,182,283,1037,183,1251,10047,421,15306,43,18,12,5,22,32,4,13,22,10,15,141,1609,1863,3278,2982,1261,476,1765,1719,391,696,3847,379,3555,26147,2832,42377,952,1769,401,3
SED54006,3384,2997,1192,128,1637,1314,292,722,3354,321,2573,19400,1487,32446,160,127,48,4,74,63,17,32,107,13,107,900,62,1445,748,312,247,44,340,309,66,182,372,70,402,1569,163,3555,100,29,35,10,44,46,8,29,45,15,45,279,25,548,69,22,28,9,59,39,15,13,24,11,31,130,23,331,0,0,0,0,3,0,0,0,3,0,0,28,0,40,33,31,14,0,48,15,8,7,21,6,31,767,21,945,6,4,3,0,0,3,0,0,0,0,8,184,3,203,17,0,4,0,14,6,3,8,9,0,20,75,7,135,35,26,12,3,11,19,4,5,14,4,28,113,9,204,63,51,24,5,34,30,7,12,53,4,57,486,23,726,1227,605,410,84,642,526,129,284,641,121,733,4530,328,8138,87,34,34,9,51,31,8,19,42,14,38,262,2339,2804,4700,3637,1640,210,2328,1877,437,1029,4039,453,3346,24194,4150,43391,1369,1564,443,8
SED54104,1849,2251,970,215,692,968,158,327,2679,183,2245,17506,896,27141,79,60,33,0,35,28,3,5,64,7,68,473,24,777,435,258,205,56,117,241,27,99,338,54,361,2385,109,3977,83,69,50,9,29,38,4,21,74,8,85,1045,33,1437,93,29,49,17,45,63,11,18,67,10,77,685,30,1033,33,16,8,3,16,5,3,0,33,3,41,532,13,661,144,169,83,24,142,91,27,17,148,17,213,2304,49,3129,43,48,36,8,72,40,3,8,48,8,112,2012,31,2366,50,45,20,8,61,45,12,12,47,7,80,1264,16,1554,55,79,28,4,19,23,4,12,109,3,93,1017,17,1366,95,99,54,10,32,41,7,6,119,8,91,913,33,1355,1105,875,583,140,572,632,102,200,1046,131,1223,12616,353,17653,24,8,16,11,9,17,0,6,8,4,16,106,1698,1882,2981,3131,1568,371,1270,1620,259,533,3733,318,3484,30231,2941,46676,1043,1836,598,4
SED54203,837,1043,310,63,834,567,173,224,968,75,843,10266,656,14858,46,47,19,0,27,27,3,8,35,3,25,626,20,834,112,65,51,14,62,42,9,34,61,16,76,525,42,902,26,10,8,6,16,12,0,6,12,5,18,263,4,341,36,7,3,0,18,18,4,14,3,3,18,205,9,292,0,0,0,0,4,0,0,0,0,0,6,52,0,57,11,18,9,0,12,3,7,3,12,7,34,525,33,651,0,0,0,0,0,0,0,0,4,0,0,139,5,153,3,0,0,0,4,0,0,0,3,0,4,117,3,134,8,8,0,0,5,6,0,0,8,0,8,205,0,240,11,10,6,0,9,4,0,0,12,0,20,204,8,277,261,178,103,21,157,112,32,74,150,32,212,2852,133,3887,26,18,9,0,26,23,0,3,17,6,12,200,3832,4127,1128,1236,429,86,1017,705,206,297,1137,120,1064,13317,4622,22875,500,696,178,4
SED54304,1338,2366,595,126,625,604,111,262,3442,164,2121,18200,855,27483,54,110,32,5,32,32,8,20,121,6,82,779,32,1176,304,281,139,33,123,129,19,54,415,23,305,2475,117,3867,81,95,31,11,23,33,3,15,92,10,80,1211,26,1591,318,92,91,88,201,172,27,46,166,38,191,1281,59,2177,39,32,12,10,29,20,6,6,45,3,49,586,17,755,147,186,58,24,179,89,26,22,180,16,261,3025,95,3965,30,50,35,3,42,32,8,5,57,8,94,2959,44,3291,40,52,19,7,89,32,9,10,52,11,82,1772,45,2101,50,75,26,4,27,20,5,7,117,5,85,1654,36,2005,46,84,26,4,32,25,4,11,129,5,115,911,40,1304,1114,1054,465,182,792,582,115,187,1387,131,1337,16647,511,22224,23,18,9,0,16,14,4,0,28,3,25,133,3704,3937,2481,3437,1070,309,1426,1203,241,453,4856,293,3482,34980,5073,53651,952,2375,465,3
SED54403,934,2181,315,42,931,461,146,190,1811,100,1499,21782,1493,29768,107,183,45,6,92,56,8,25,109,7,96,1893,97,2567,85,97,20,0,60,31,8,15,103,11,68,962,43,1390,20,14,5,0,13,8,0,3,19,4,16,390,16,482,9,5,9,0,12,8,3,0,11,8,8,235,9,298,3,5,0,0,5,4,0,0,3,0,8,116,8,148,39,38,17,0,94,20,10,0,19,8,78,1691,59,2001,3,5,5,0,8,0,0,0,6,0,12,280,7,327,12,12,7,0,41,7,0,0,11,0,20,725,12,817,11,20,6,0,12,4,0,3,21,0,14,270,3,341,32,33,17,0,37,15,3,0,56,0,48,833,35,1074,330,422,118,5,373,153,39,56,364,36,375,7404,287,9453,20,30,3,3,25,19,8,3,23,3,13,246,7872,8209,1285,2629,439,47,1324,635,195,248,2202,144,1888,29435,9650,47427,905,1730,294,5
SED54505,1842,1654,768,196,810,871,159,286,1738,173,1859,14710,753,22470,85,63,29,9,30,41,3,10,47,6,55,519,23,802,489,229,182,66,192,221,34,97,285,42,316,1631,94,3092,81,23,37,16,25,55,7,8,32,7,55,389,25,645,82,29,38,17,52,48,4,10,27,11,46,365,20,592,33,24,10,3,24,24,5,0,44,0,46,613,16,800,265,205,121,29,393,189,40,34,155,37,508,4438,108,6006,66,56,43,10,160,39,9,10,58,17,218,3351,69,3988,149,135,60,16,384,147,23,31,86,17,216,3624,107,4703,28,35,28,0,14,10,8,7,35,3,53,345,17,512,90,71,55,5,65,52,7,15,80,7,103,753,28,1173,1361,875,603,162,1344,822,143,239,854,159,1620,16030,506,22313,25,6,10,8,22,18,6,10,11,4,19,106,943,1125,3227,2533,1388,369,2171,1713,306,537,2607,335,3497,30850,2202,45908,923,1315,439,8
SED54605,2741,2432,924,168,1401,1217,268,673,3229,264,2467,14636,1035,25347,160,146,48,11,96,83,26,38,158,20,130,1081,73,1738,1414,540,434,122,634,687,127,374,695,150,768,2864,257,6587,151,62,53,19,77,78,7,46,59,13,83,420,17,816,113,24,36,9,102,57,12,25,60,15,78,383,33,732,3,0,0,0,14,8,0,3,0,5,7,71,5,116,50,45,11,3,67,15,4,10,39,3,49,769,31,1019,7,4,0,0,11,3,0,4,10,0,13,180,0,211,30,17,10,4,31,30,0,7,14,3,14,190,9,294,37,28,18,3,23,17,11,11,43,5,33,196,3,323,59,40,29,4,53,26,3,8,53,3,60,404,11,628,2026,897,645,171,1100,1004,198,517,1131,211,1232,6557,444,12467,91,41,26,9,42,42,13,20,48,14,34,165,2680,3047,4857,3369,1591,348,2551,2257,475,1207,4407,496,3733,21360,4166,40861,1211,1393,368,0
SED54701,2828,2540,885,204,1446,1228,238,535,2507,258,1942,17535,1085,28048,110,108,41,3,51,43,10,29,70,6,65,772,37,1169,313,136,93,30,154,165,27,78,176,40,175,757,51,1586,76,23,26,10,31,24,4,14,44,4,43,237,18,448,32,8,13,8,16,17,0,8,14,3,16,96,6,173,3,4,0,0,0,5,0,0,4,0,4,26,4,40,29,21,8,3,44,13,3,0,15,5,41,739,27,904,4,4,4,0,4,0,0,0,4,0,3,93,0,108,13,10,7,0,9,6,0,3,7,6,7,168,7,208,13,12,4,0,7,9,0,0,20,0,15,116,4,174,31,28,15,7,34,17,4,8,53,3,27,475,10,639,619,339,208,55,361,294,54,141,401,64,398,3480,150,5451,104,69,40,9,62,46,5,34,71,9,50,372,3492,4163,3548,2957,1129,264,1874,1565,305,711,2975,335,2398,21384,4730,37662,1322,1576,416,11
SED54804,2015,2382,836,273,724,874,190,389,2720,212,2161,19653,993,29403,79,107,31,6,38,45,3,19,107,7,81,849,43,1280,450,277,189,68,173,207,32,100,375,53,351,2365,119,3932,117,57,54,20,44,59,6,19,91,15,110,1087,31,1499,167,39,64,41,69,90,12,36,96,26,120,836,41,1316,28,18,12,4,26,16,6,3,17,0,28,283,12,389,64,65,25,8,61,45,10,13,60,14,86,876,20,1200,13,14,9,4,33,9,0,0,16,3,51,740,19,888,38,23,23,11,35,28,5,4,25,5,47,402,11,568,42,51,17,3,18,8,0,6,60,4,56,1089,30,1331,75,84,31,5,41,38,11,16,114,8,99,1100,23,1508,1081,734,448,175,534,551,89,209,968,130,1038,9626,347,13913,54,31,15,29,28,29,12,17,32,17,22,104,2192,2436,3152,3145,1307,476,1277,1453,289,612,3727,360,3227,29383,3531,45753,1025,1933,465,5
SED54905,1927,2145,851,222,767,954,166,354,2516,208,2051,16829,905,26065,74,65,34,7,35,46,3,7,66,13,72,557,26,852,436,247,169,61,152,235,36,89,271,49,304,1762,105,3211,81,39,42,9,37,57,4,14,56,11,73,579,17,880,92,29,46,18,76,60,13,18,59,14,78,601,30,937,51,30,7,11,34,32,12,8,46,3,49,518,18,709,155,154,74,27,204,123,24,24,126,23,230,2312,64,3215,41,29,28,10,49,24,6,3,38,7,74,1264,21,1521,51,45,17,11,78,45,3,6,46,10,78,1295,29,1601,43,49,15,4,16,16,3,4,57,5,47,618,16,834,80,90,29,7,47,33,11,15,81,5,113,918,34,1317,1096,772,465,156,721,671,114,195,861,140,1121,10424,364,15079,30,15,14,28,19,17,6,3,22,10,34,122,1859,2104,3057,2929,1334,407,1503,1642,287,558,3400,355,3201,27374,3124,43240,1011,1759,453,5
SED55005,1618,2455,577,118,937,668,163,349,2508,150,2084,17646,1017,26492,98,116,26,0,72,60,13,25,93,9,96,956,47,1429,559,263,198,61,310,281,50,142,307,53,340,1619,114,3312,57,31,27,13,42,49,8,14,41,7,42,254,11,466,69,15,18,20,50,44,8,9,41,10,43,281,13,488,40,36,12,6,50,19,10,6,33,4,73,825,29,1065,173,215,86,20,362,138,31,22,112,33,388,4052,127,5390,27,17,14,0,64,12,8,8,16,5,92,1924,30,2168,185,170,48,18,400,141,22,20,100,23,258,4838,127,5986,37,32,11,5,19,7,0,6,41,3,42,246,5,394,85,116,33,0,132,52,12,16,107,3,144,1570,57,2141,1323,1004,470,145,1506,807,169,273,889,154,1515,16568,564,22843,36,17,10,0,27,21,4,13,14,4,19,132,1634,1857,2974,3481,1056,262,2471,1498,338,636,3416,310,3618,34349,3207,51193,1115,1849,379,0
SED55102,1903,3025,663,54,1011,805,166,343,3169,177,2371,21163,2799,33471,138,181,50,0,118,78,7,32,151,10,133,1324,126,2081,676,352,200,28,329,270,39,135,417,63,438,2445,223,4532,85,48,24,6,37,32,7,21,41,7,77,408,47,706,101,27,30,16,50,47,14,11,59,17,63,346,39,645,21,12,7,4,23,6,0,4,19,5,35,412,46,560,53,53,11,4,75,27,4,4,45,7,73,1038,108,1405,5,0,0,0,6,0,0,0,3,0,17,151,30,214,35,47,16,3,82,21,4,5,13,6,49,1033,52,1290,33,31,21,4,23,12,0,4,36,7,35,223,26,392,100,89,39,5,91,44,6,17,119,8,132,1373,80,1949,1238,837,397,68,830,541,95,237,906,128,1046,8761,767,13770,41,16,17,0,25,18,0,14,35,9,17,199,2144,2457,3185,3878,1076,124,1864,1369,260,594,4107,313,3430,30124,5708,49692,1396,2123,442,3
SED55202,2213,2616,651,125,1337,1000,238,502,2924,221,2253,15481,1049,25465,129,161,37,0,108,51,16,37,115,9,107,1003,68,1616,850,305,263,57,441,439,92,226,361,97,422,1313,122,3419,147,53,47,17,93,83,12,43,62,24,83,298,20,699,121,33,33,12,82,65,18,21,58,14,62,319,29,638,29,35,11,6,77,20,8,3,35,3,54,634,31,864,211,263,69,13,451,135,43,38,139,26,395,3986,137,5456,23,12,12,4,40,13,4,7,22,6,50,989,19,1166,153,128,36,13,277,101,27,29,100,22,211,3821,100,4676,40,26,11,0,27,23,0,4,31,5,39,153,15,308,68,54,24,11,97,30,13,15,55,11,89,999,45,1378,1779,1066,547,132,1691,969,226,424,985,228,1520,13510,587,20224,48,33,13,6,39,36,5,25,32,11,20,193,2453,2810,4035,3712,1211,261,3066,2001,468,946,3937,460,3793,29185,4089,48500,1045,1701,291,10
SED55306,3153,2730,1124,231,1241,1252,288,555,3157,312,2474,20610,1322,32981,129,92,34,3,35,52,7,24,92,11,86,647,43,1092,772,300,263,72,294,300,47,154,364,76,398,1952,121,3936,87,30,48,19,43,48,0,19,54,7,58,596,33,874,35,13,16,7,22,21,3,9,21,4,28,170,12,273,8,0,0,0,4,3,0,0,3,0,3,23,0,42,15,23,4,0,31,17,4,0,19,0,19,440,14,545,6,3,4,0,4,0,0,0,8,0,3,194,4,223,19,7,0,0,23,11,3,0,14,4,19,271,7,344,29,36,9,0,17,15,0,6,34,3,37,304,3,432,62,54,28,6,22,33,3,3,56,8,49,504,18,751,1156,551,408,121,489,494,71,221,664,122,703,5098,260,8510,87,39,34,10,32,39,11,21,54,15,26,264,2367,2838,4396,3319,1564,356,1757,1785,373,802,3874,444,3206,25969,3952,44333,1310,1616,472,3
SED55405,1670,2309,647,199,889,736,200,412,3331,190,2231,16051,973,25601,83,108,33,5,34,48,5,18,99,12,89,751,40,1176,390,219,163,57,173,201,42,113,336,40,330,1490,88,2835,84,47,44,20,47,43,8,30,61,8,74,619,35,937,160,35,51,40,94,81,10,22,81,24,108,609,31,1052,45,38,16,3,49,19,7,5,52,3,62,585,14,803,150,180,47,23,201,95,23,13,138,31,244,3436,100,4373,33,39,22,7,53,20,8,4,45,3,100,1962,33,2245,74,70,25,12,135,67,11,15,58,13,124,3901,87,4425,41,53,12,4,28,9,0,4,72,10,55,608,15,835,69,70,18,6,58,23,3,10,87,6,95,978,34,1324,1124,857,424,180,872,603,124,240,1032,141,1277,14947,493,20000,52,22,15,26,24,33,7,15,48,12,40,140,2720,3024,2844,3183,1093,403,1785,1373,330,664,4413,347,3553,31138,4190,48622,851,1889,378,12
