SED_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
SED52301,0,0,0,0,0,0,0,0,0,0,1061,2388,1917,3420,1860,1831,1413,652,250,14790,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,3,0,5,4,4,3,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,8,8,0,0,0,0,13,0,0,0,0,0,0,0,4,0,7,0,3,0,4,0,0,0,0,0,10,0,9,30,84,116,184,123,108,35,697,0,4,0,6,0,3,0,0,0,12,0,0,0,11,4,3,0,0,0,19,0,0,4,8,11,4,12,8,3,51,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,9,4,13,8,58,19,5,0,3,0,116,0,12,4,10,7,0,3,5,3,27,0,0,0,4,0,0,0,0,0,4
SED52404,0,0,0,6,0,0,0,0,0,4,1242,2448,1876,3299,1513,1259,1045,371,83,13135,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,6,0,0,15,0,0,0,23,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,3,0,9,8,15,18,11,5,0,0,68,0,0,0,8,0,0,0,0,0,11,0,0,6,26,7,9,12,0,0,72,0,0,0,0,5,0,4,6,0,20,0,0,0,5,6,3,14,3,0,41,10,132,217,511,482,530,458,250,58,2641,0,0,0,0,0,0,0,0,0,5,0,0,0,13,5,0,4,3,0,22,0,5,0,25,19,20,22,22,3,126,0,0,0,0,0,0,9,0,3,20,0,0,0,10,3,0,4,0,0,25,0,9,3,41,21,25,18,16,0,131,0,3,3,3,8,0,4,0,0,24,0,0,0,23,4,0,0,0,0,35
SED52505,0,0,4,21,0,0,0,0,0,31,2238,3368,1972,4024,1252,1031,788,262,62,14993,0,8,9,30,22,9,5,0,0,70,0,0,0,0,0,0,0,0,0,6,0,0,0,14,7,0,3,0,0,22,0,0,0,5,0,0,0,0,0,18,0,0,8,3,6,6,4,0,0,34,0,4,0,9,3,4,4,0,0,35,4,22,54,335,112,45,47,7,10,629,0,0,0,6,0,4,6,0,0,17,0,5,3,21,3,0,3,0,0,38,11,92,120,321,297,358,253,117,34,1608,0,0,0,12,7,4,3,0,0,24,0,0,6,10,0,4,0,0,0,15,0,0,0,25,8,11,17,14,0,66,0,0,0,0,0,0,7,0,0,3,0,5,12,69,11,12,14,6,0,126,17,203,224,1636,310,143,115,31,4,2688,0,12,24,157,44,23,24,3,0,294,0,9,11,50,30,11,3,0,0,111
SED52604,0,0,0,3,0,5,0,0,0,10,980,2094,1870,2524,1201,1135,714,239,73,10829,0,0,5,11,0,0,0,0,0,18,0,0,0,3,0,8,5,0,0,16,0,4,0,18,5,3,0,0,0,26,0,0,0,0,0,0,5,0,0,9,4,7,7,20,8,17,3,3,0,58,0,0,0,0,0,0,0,0,0,4,3,0,13,45,10,15,13,0,3,99,0,0,0,4,0,7,7,4,0,24,0,0,3,12,0,4,10,4,0,39,5,146,399,625,708,887,613,281,75,3742,0,0,0,3,0,3,0,0,0,12,0,0,0,12,9,5,3,0,0,29,0,0,6,29,21,10,24,17,7,111,0,0,0,5,0,5,4,5,4,13,0,0,3,12,5,3,4,0,0,32,0,7,28,93,20,25,13,17,7,211,0,3,8,15,4,9,8,3,0,44,0,8,0,35,10,5,8,4,0,73
SED52702,0,0,0,0,0,0,0,0,0,0,854,2533,2100,2691,1827,1498,1293,647,153,13583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,17,12,3,6,3,59,0,0,4,0,4,0,0,0,0,4,0,0,0,5,0,0,0,0,0,14,0,0,0,3,0,5,11,3,3,24,0,0,0,0,0,7,0,0,0,5,7,42,96,193,370,553,510,405,132,2302,0,0,0,0,0,3,0,0,0,9,0,0,0,8,3,3,0,3,0,18,0,3,5,21,20,19,38,35,7,148,0,0,0,0,0,4,0,4,0,11,0,0,0,6,0,0,0,0,7,11,0,0,0,11,12,30,24,34,3,114,0,0,0,0,0,0,5,0,3,18,0,0,0,3,0,0,0,0,0,10
SED52803,0,0,0,19,0,0,0,0,0,20,1196,2033,1658,3563,1579,1484,828,266,51,12662,0,0,0,8,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,9,0,5,0,12,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,14,0,0,0,6,5,7,0,0,0,18,6,4,11,69,3,0,7,0,0,96,0,0,0,5,0,5,4,0,0,17,0,0,0,3,0,3,0,0,0,6,0,9,20,131,72,152,57,33,9,484,0,4,6,28,12,0,3,0,0,47,0,0,3,9,0,0,0,0,0,17,0,0,0,14,4,4,10,12,0,48,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,14,22,147,31,10,8,0,0,233,0,5,9,20,0,0,0,0,0,34,0,0,3,18,5,0,0,0,0,29
SED52903,0,0,0,0,0,0,0,0,0,0,1217,2443,1733,3746,1686,1267,708,206,44,13054,0,0,0,6,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,4,0,0,0,31,4,0,0,0,0,35,0,0,0,0,0,0,4,0,0,4,0,0,0,5,0,0,0,0,0,4,3,3,19,121,67,94,47,21,0,380,0,0,0,13,5,3,0,0,0,27,0,0,18,48,0,3,0,0,0,67,0,0,9,18,13,10,7,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,11,0,4,6,52,4,4,4,0,0,78,0,0,3,5,4,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0
SED53004,0,0,0,0,0,0,0,0,0,0,1152,2455,1830,3040,1482,1363,1426,542,176,13462,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,14,0,0,6,13,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,3,14,12,8,10,0,0,56,0,0,0,0,0,0,0,0,0,9,0,8,15,36,17,15,21,3,0,120,0,0,0,3,0,4,6,4,3,25,0,0,0,7,0,0,0,4,0,9,6,90,179,405,402,416,399,208,74,2185,0,0,0,0,0,0,0,7,0,3,0,0,0,17,5,8,7,0,0,35,0,3,6,20,19,6,22,23,6,117,0,0,0,0,0,0,9,6,0,22,0,0,3,17,4,7,9,0,0,36,0,9,23,71,33,24,33,29,5,236,0,0,4,10,0,0,0,0,0,19,0,6,3,29,23,6,4,0,0,76
SED53105,0,0,0,8,0,0,0,0,0,10,1948,3295,2140,5013,1676,1038,713,255,67,16147,0,3,0,23,6,0,0,0,0,31,0,0,0,11,3,5,3,0,0,20,0,4,0,19,5,0,0,5,0,33,0,0,4,0,0,0,0,0,0,11,0,3,3,14,3,3,6,0,0,36,0,0,0,14,11,0,4,3,0,30,0,6,26,88,38,11,19,0,0,193,0,0,0,18,10,14,13,14,3,62,0,4,0,8,4,0,4,0,0,18,4,46,86,329,257,385,243,166,70,1584,0,0,0,0,0,3,0,0,0,13,0,0,0,13,5,5,0,4,0,22,0,0,0,14,10,8,17,12,3,70,0,0,0,0,0,0,0,0,0,0,0,0,7,27,4,9,4,0,0,43,8,63,79,539,81,30,20,13,4,844,0,9,11,48,19,0,3,0,0,87,0,3,6,30,20,8,0,0,0,63
SED53204,3,19,26,91,31,21,11,0,0,198,1718,3329,2278,3400,1479,969,543,270,85,14073,0,3,0,6,3,0,0,0,0,24,0,0,0,36,19,19,4,0,0,89,0,0,4,19,5,0,0,0,0,30,0,0,3,15,11,8,7,0,0,46,4,0,8,9,5,3,0,0,0,23,0,0,0,5,0,5,4,0,0,15,0,12,6,96,13,13,18,5,0,159,0,0,0,22,13,8,13,7,4,67,0,6,14,18,6,4,3,3,0,60,9,70,164,344,280,283,203,118,37,1503,0,0,3,3,4,0,0,0,0,11,0,0,0,9,11,0,3,0,0,20,0,0,6,3,14,11,13,3,0,52,0,0,0,0,0,7,13,3,3,24,0,5,0,40,5,14,4,0,0,60,0,49,79,514,151,79,65,34,4,971,3,3,11,24,13,8,0,0,0,58,0,5,23,53,24,14,4,0,0,111
SED53306,0,0,0,9,0,0,0,0,0,8,1266,2439,1854,3339,1503,1441,1476,891,311,14526,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,3,4,9,8,3,4,0,42,0,0,0,3,0,0,0,0,0,8,0,0,5,11,9,3,9,0,0,37,0,0,0,0,0,0,4,5,0,10,0,0,0,0,0,0,4,0,0,9,3,58,139,288,323,443,441,413,132,2234,0,0,0,5,3,5,0,0,0,13,0,0,0,5,0,3,0,0,0,21,0,3,0,3,11,7,25,23,6,78,0,0,0,0,0,0,0,3,0,11,0,0,3,4,3,0,0,0,0,9,4,16,20,126,26,10,17,10,3,233,0,3,4,11,8,4,3,0,0,32,0,0,0,6,0,3,0,0,0,15
SED53402,0,0,0,16,3,0,0,0,0,26,1239,1959,1638,4134,1653,1241,821,363,130,13179,0,0,0,31,0,0,0,0,0,30,0,0,0,20,3,4,7,0,0,41,0,0,0,58,4,0,0,0,0,61,0,6,0,0,7,4,0,0,0,12,0,0,0,33,11,19,8,6,0,72,0,0,0,11,4,4,4,0,0,26,0,3,42,95,35,24,19,8,7,235,0,0,0,7,0,10,10,11,5,40,0,0,0,0,0,5,3,0,0,18,0,13,43,402,248,288,208,104,33,1340,0,0,4,3,4,0,0,0,0,9,0,0,0,46,7,7,4,0,0,60,0,0,4,25,18,13,25,7,3,102,0,4,0,3,0,0,4,13,8,28,0,0,5,47,7,9,3,0,0,76,6,50,46,333,44,62,40,28,10,616,0,6,12,30,5,3,6,0,0,68,0,8,12,41,9,10,11,0,0,90
SED53502,0,0,3,16,4,0,0,0,0,29,1415,2433,2235,4224,1797,1615,1128,549,151,15542,0,0,0,9,5,0,6,0,0,20,0,0,0,16,9,7,0,0,0,37,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,8,0,0,0,13,11,7,3,6,0,39,0,0,0,0,0,0,0,0,0,5,0,6,3,26,16,20,3,5,0,79,0,0,0,12,5,7,25,20,12,79,0,4,5,0,0,0,0,0,0,14,0,25,48,221,222,351,302,190,68,1441,0,0,0,4,5,4,0,0,0,11,0,0,0,9,4,8,8,3,0,28,0,0,0,14,10,11,37,23,0,106,0,0,0,0,0,4,0,5,0,10,0,0,3,10,4,0,0,0,0,23,4,33,52,337,93,44,43,18,7,626,0,4,5,17,3,3,3,0,0,40,0,0,0,10,0,0,0,0,0,18
SED53602,0,14,35,170,30,16,9,0,0,272,1478,2509,1996,2884,1099,952,635,307,73,11937,0,0,0,15,3,0,8,0,0,35,0,0,3,64,24,40,29,5,0,167,0,0,3,53,3,0,0,0,0,57,0,0,3,12,22,7,8,9,0,62,0,0,4,13,0,0,6,0,0,16,0,0,0,4,4,5,5,0,0,18,0,4,15,64,20,26,14,5,3,155,0,0,0,16,12,20,27,8,4,82,3,10,12,9,3,0,3,5,0,54,0,5,16,112,117,175,169,118,36,751,0,0,0,0,5,0,0,0,0,8,0,0,0,6,0,3,4,0,0,18,0,0,3,18,7,7,15,15,0,70,0,0,0,4,6,11,10,22,3,48,0,0,6,20,4,14,9,3,0,49,3,36,96,465,54,51,62,42,10,811,0,6,12,19,10,0,7,6,0,59,0,9,12,47,25,17,8,4,0,118
SED53701,0,0,0,0,0,0,0,0,0,6,861,2006,1384,2639,1871,2248,2086,880,196,14172,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,6,0,0,0,0,0,0,4,3,0,10,0,0,0,5,0,0,0,0,0,5,0,11,36,109,167,303,291,204,37,1163,0,0,0,4,0,0,0,0,0,11,0,0,0,8,4,0,3,0,0,18,0,0,0,9,5,13,29,18,0,76,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,3,23,3,9,8,7,4,54,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,5
SED53802,0,0,3,30,4,8,0,0,0,48,1322,2044,1791,3214,1342,1064,761,448,123,12112,0,0,0,3,7,0,3,0,0,15,0,0,0,36,13,23,8,14,0,96,0,8,7,62,5,0,0,0,0,79,0,3,0,5,9,10,3,0,0,25,0,8,0,8,3,5,5,6,0,39,0,0,0,9,9,3,0,0,0,20,3,11,35,177,58,55,35,4,7,383,0,0,0,15,4,8,19,12,4,57,0,3,3,5,0,3,4,4,4,29,0,16,24,193,136,188,142,118,34,839,0,0,0,0,0,0,0,0,0,3,0,3,0,16,4,3,4,0,0,34,0,0,0,16,3,9,30,21,5,90,0,5,6,3,10,9,24,42,16,109,0,0,9,52,9,16,16,3,5,117,8,48,121,589,91,74,82,52,8,1069,0,4,10,39,13,8,4,4,0,78,0,4,17,71,28,20,15,0,0,151
SED53902,0,0,3,9,0,0,0,0,0,14,1006,1708,1666,3400,1470,1253,846,494,266,12110,0,0,0,9,0,0,0,0,0,17,0,0,0,21,12,14,6,0,0,49,0,0,0,48,0,0,0,0,0,59,0,0,0,0,6,0,0,0,0,9,3,0,0,20,11,4,8,0,0,53,0,0,0,12,0,0,0,0,0,17,0,9,40,109,36,37,17,6,4,256,0,0,0,7,7,0,4,10,3,42,0,0,0,7,3,0,0,5,0,22,0,16,66,303,212,262,182,131,57,1228,0,0,3,0,0,0,0,0,0,11,0,0,3,27,3,6,3,0,0,45,0,4,3,17,8,4,20,14,0,73,0,0,0,4,0,10,16,25,14,75,0,3,9,47,6,5,8,0,0,85,3,29,49,308,45,37,20,27,13,525,0,3,6,24,3,6,3,3,0,51,0,0,8,42,12,15,4,3,3,94
SED54006,0,0,0,0,0,0,0,0,0,4,1139,2776,1973,3485,2025,1999,1873,861,221,16347,0,0,4,5,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,6,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,6,4,35,0,0,0,0,0,48,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,9,0,22,56,133,212,344,335,250,77,1426,0,0,0,23,0,0,0,0,0,27,0,0,0,3,0,3,0,0,0,9,0,0,3,0,3,9,18,17,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,7,23,6,3,5,15,0,52,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SED54104,0,0,0,0,0,0,0,0,0,3,854,2021,2312,3150,1402,1271,1260,729,229,13228,0,0,3,22,3,4,4,0,0,36,0,0,0,7,0,3,4,3,0,16,3,7,0,46,6,0,0,4,0,66,0,0,0,0,0,0,0,0,0,0,6,16,23,32,19,25,10,3,0,139,0,3,4,18,0,0,0,0,0,23,3,53,144,276,50,51,30,25,8,634,0,0,0,4,10,6,7,3,0,28,0,3,0,5,4,0,4,0,0,22,18,93,119,360,255,346,299,192,53,1733,0,0,0,3,0,6,0,0,0,13,0,8,11,53,19,11,7,0,0,105,6,3,9,33,19,15,9,18,7,114,0,0,0,0,0,0,14,5,5,23,0,24,30,45,18,13,6,8,3,144,6,35,49,241,62,29,38,22,7,485,4,28,32,57,14,9,19,9,0,174,0,8,5,75,25,10,7,5,0,151
SED54203,0,0,0,4,0,0,0,0,0,3,679,1204,854,2361,1106,998,618,232,30,8088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,5,0,0,0,18,0,0,0,12,0,0,0,0,0,12,0,0,3,14,5,0,0,0,0,19,0,0,0,0,5,5,9,4,0,19,0,0,0,0,0,0,0,0,0,3,0,3,14,107,70,106,73,35,9,410,0,0,0,3,5,0,0,0,0,16,0,0,3,12,0,0,0,0,0,22,0,0,3,10,6,0,14,7,0,35,0,0,0,0,0,4,0,0,0,4,0,0,0,4,3,0,0,0,0,8,0,0,0,38,10,0,0,0,0,52,0,8,0,11,5,0,0,0,0,22,0,0,0,8,0,0,0,0,0,6
SED54304,0,0,0,26,0,0,5,0,0,26,1116,1560,1697,5512,1773,1447,814,319,64,14297,0,0,7,17,3,0,0,0,0,35,0,0,0,27,0,6,6,3,0,47,0,4,15,164,11,3,0,0,0,198,0,0,0,4,0,0,0,0,0,9,0,0,10,53,14,9,3,0,0,96,0,0,7,41,8,0,0,0,0,54,0,13,229,343,35,39,31,12,11,713,0,0,0,15,4,0,5,5,0,38,0,4,0,10,4,3,6,0,3,39,11,22,76,685,337,384,239,92,21,1862,0,0,0,6,5,0,0,0,0,13,0,3,17,105,16,0,0,4,0,147,4,6,6,62,20,12,17,3,5,123,0,0,0,7,3,3,12,21,21,74,9,3,45,84,19,10,5,6,0,175,20,36,46,492,46,36,37,15,5,727,3,5,26,86,20,5,18,7,0,179,0,0,9,111,9,8,4,0,0,146
SED54403,0,0,4,6,0,0,0,0,0,7,1774,2920,1892,5711,2061,1338,395,79,12,16189,0,5,0,13,0,0,0,0,0,19,0,0,0,3,5,0,0,0,0,10,0,0,0,13,0,0,0,0,0,19,0,0,0,6,0,0,0,0,0,8,0,0,5,15,5,8,0,0,0,29,0,0,0,7,0,0,0,0,0,9,0,0,3,82,15,5,3,0,0,110,0,0,0,3,7,4,0,5,0,18,0,6,0,9,0,0,0,0,0,13,0,13,41,251,138,173,36,18,0,662,0,0,3,12,10,6,0,0,0,38,0,0,5,28,0,3,0,0,0,45,0,0,0,17,10,7,5,5,0,49,0,0,0,0,4,0,4,0,0,7,0,3,0,8,4,0,0,0,0,13,3,22,7,210,50,18,0,0,0,307,0,10,11,29,14,9,0,0,0,73,0,0,0,10,0,3,0,0,0,12
SED54505,0,0,0,10,4,4,0,0,0,15,928,2736,1759,1812,1139,983,1106,578,193,11227,0,10,16,30,40,14,8,3,0,109,0,0,0,4,0,0,0,0,0,5,0,3,0,5,0,0,0,0,0,19,0,0,0,3,3,0,0,0,0,9,0,7,8,17,5,5,7,3,0,44,0,0,0,4,0,0,0,0,0,14,5,110,134,492,212,131,78,18,5,1190,0,0,0,5,3,3,0,4,0,18,0,9,11,5,13,0,7,5,4,49,8,77,103,131,212,274,226,183,67,1272,0,0,0,4,0,0,6,0,0,8,0,0,3,12,0,3,3,0,0,25,0,3,0,9,9,7,21,17,0,72,0,0,0,0,0,0,0,0,5,8,0,18,25,65,41,24,35,10,6,220,5,200,178,505,391,159,65,48,15,1565,0,13,47,74,60,21,34,4,0,250,0,14,6,35,33,10,7,3,0,102
SED54605,0,0,0,3,0,0,0,0,0,4,930,1934,1769,3099,1498,1457,1248,586,189,12721,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,3,6,0,29,0,0,0,8,4,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,5,7,3,0,39,0,0,0,5,4,4,0,0,0,13,0,7,5,17,7,5,5,0,0,51,0,0,0,0,3,12,16,12,3,48,0,0,0,0,0,0,5,0,0,8,4,43,111,311,352,691,519,464,146,2645,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,6,4,0,0,21,0,7,4,16,14,15,23,18,3,99,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,4,5,0,0,10,0,6,11,44,10,12,17,13,5,121,4,0,3,19,0,7,0,0,0,34,0,0,5,6,0,0,0,0,0,11
SED54701,0,0,4,8,8,10,0,0,0,19,1053,2136,1590,3079,1847,2073,1657,810,233,14473,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,5,11,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,17,86,93,170,121,101,34,626,0,0,0,24,0,6,0,0,0,25,0,0,4,4,0,0,0,0,0,10,0,0,5,7,5,6,19,13,4,67,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,0,11,0,29,6,3,0,3,0,50,0,0,0,3,4,3,0,0,0,14,0,0,0,6,0,0,0,0,0,4
SED54804,0,0,0,4,3,0,0,0,0,7,1364,2058,1682,4281,1738,1277,935,535,219,14079,0,0,0,4,0,0,0,0,0,10,0,0,0,10,0,8,4,4,0,18,0,8,11,218,23,5,0,0,0,259,0,0,0,5,0,4,0,0,0,4,0,8,0,24,13,10,10,0,0,72,0,0,0,17,7,0,0,0,0,22,0,10,16,99,30,19,15,8,0,196,0,0,0,4,0,5,6,16,4,39,0,0,0,8,0,0,3,0,0,22,6,50,83,555,258,283,202,136,61,1628,0,0,0,3,0,0,3,0,0,11,0,0,18,52,10,5,7,0,0,98,0,5,4,57,20,11,17,20,0,129,0,0,0,4,0,0,5,3,3,28,0,4,8,18,8,15,3,4,0,52,0,8,12,88,39,16,14,10,8,190,0,3,11,21,5,5,4,0,0,57,0,3,4,43,16,3,3,3,0,84
SED54905,0,0,0,9,0,4,3,0,0,15,941,1850,2334,3236,1402,1218,1186,503,211,12879,0,0,6,16,0,0,0,0,0,22,0,0,0,9,0,4,0,4,0,16,0,4,0,21,5,0,0,0,0,34,0,0,3,7,5,3,0,0,0,9,0,4,3,20,10,15,9,6,0,59,0,0,0,9,3,3,3,6,0,27,7,21,50,144,32,48,19,11,6,344,0,0,0,0,0,7,4,4,5,24,0,3,3,11,6,3,7,0,0,34,7,36,71,256,205,321,266,160,60,1379,0,0,0,5,4,0,0,4,0,10,0,6,3,26,4,0,5,0,0,45,0,0,0,15,15,8,13,13,0,62,0,0,0,0,0,0,9,9,0,24,0,7,18,41,12,12,17,3,0,115,3,26,46,217,56,40,39,31,8,460,0,16,24,83,27,17,30,12,4,221,0,7,9,84,21,15,4,3,0,154
SED55005,0,23,59,192,57,24,8,5,5,373,1673,3320,2115,2879,1301,866,713,248,72,13172,0,15,11,50,32,11,3,0,0,114,0,0,0,8,4,0,0,0,0,15,0,0,0,5,0,0,0,0,0,11,0,0,0,7,16,4,3,0,0,24,0,0,4,9,5,4,0,4,0,28,0,0,5,0,7,4,0,0,0,19,0,40,116,333,167,72,52,7,8,788,0,0,0,7,0,0,0,3,0,11,0,10,18,15,21,10,4,3,0,77,0,37,81,185,235,366,249,180,48,1386,0,0,0,3,8,4,0,0,0,16,0,0,0,7,5,0,0,0,0,19,0,0,0,19,7,11,16,8,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,8,3,0,0,60,21,149,213,974,307,129,76,36,11,1908,3,18,37,132,56,23,32,5,0,302,0,8,16,41,6,10,4,0,0,80
