SED_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED52505,956,1266,3700,4182,2722,1897,403,24,3,15149,625,242,830,910,521,908,1570,628,198,6439,29,28,99,113,55,51,36,21,3,443,1616,1534,4641,5200,3298,2857,2005,673,209,22035,238,1070,4659,5978,3923,2495,437,31,0,18836,1226,1230,1868,2256,1365,1188,516,55,0,9718,52,74,367,304,147,171,61,5,0,1179,16,43,150,92,55,30,14,3,0,409,1534,2424,7049,8628,5490,3878,1031,89,7,30135,44,66,170,131,114,70,12,0,0,610,269,106,115,123,54,50,27,0,0,743,306,176,281,255,173,117,39,0,0,1355,1843,2591,7335,8884,5660,4002,1070,89,7,31489,1369,547,1406,1372,812,1374,2791,1231,341,11236,76,73,254,324,194,159,82,38,12,1204,3282,3215,8994,10577,6669,5528,3943,1363,354,43929
SED52604,834,1117,1833,2121,2586,2192,406,25,0,11126,417,144,340,409,404,883,1692,844,365,5506,28,41,103,76,76,87,76,77,54,626,1278,1305,2281,2613,3072,3163,2176,947,413,17248,232,1020,2329,2739,3465,2711,425,16,0,12943,1110,1105,1066,1272,1382,1440,504,48,0,7933,37,61,215,149,146,265,67,0,0,946,9,29,55,52,45,41,12,7,0,245,1391,2209,3670,4211,5042,4463,1006,72,3,22065,42,82,125,88,84,92,17,0,0,537,209,98,72,59,49,52,12,0,0,546,254,178,195,150,134,141,29,0,0,1081,1637,2388,3866,4358,5173,4603,1038,74,3,23145,969,343,542,560,580,1379,3098,1592,567,9631,68,117,240,218,241,227,156,128,93,1479,2675,2847,4646,5130,5995,6213,4287,1790,666,34252
SED52702,771,721,1180,1912,2507,1992,558,72,0,9713,434,92,284,394,433,783,1970,1385,517,6286,33,25,51,64,78,83,86,86,67,575,1235,834,1514,2368,3014,2854,2610,1539,585,16572,258,678,1460,2320,3294,2484,523,49,0,11062,1033,741,658,1173,1362,1325,704,133,8,7134,49,52,177,147,187,250,76,8,0,942,15,29,26,38,53,29,22,7,0,221,1357,1494,2318,3673,4898,4088,1323,196,9,19361,30,49,55,51,83,77,17,0,0,360,166,49,38,35,53,43,33,5,0,422,198,102,92,88,131,121,47,5,0,781,1556,1596,2414,3763,5028,4212,1370,199,9,20147,993,203,391,511,621,1194,3534,2664,892,10999,63,60,146,182,199,211,171,158,109,1300,2602,1865,2944,4464,5848,5613,5076,3019,1017,32447
SED52803,542,787,1895,1774,1706,1286,276,22,0,8279,287,196,525,457,324,475,615,326,128,3338,116,160,361,305,241,230,121,49,25,1603,945,1143,2781,2537,2271,1985,1011,396,153,13222,417,1281,3152,2911,2827,2148,449,27,0,13217,530,286,784,791,621,604,241,33,0,3883,34,67,223,153,165,184,34,7,0,866,18,64,105,69,65,60,13,4,0,389,1001,1692,4269,3917,3682,2991,735,65,0,18354,51,72,80,87,96,66,11,0,0,448,68,28,41,37,25,36,7,0,0,241,115,96,120,123,125,101,16,0,0,695,1118,1792,4393,4043,3797,3089,746,65,0,19051,631,337,772,667,565,825,1282,666,192,5941,216,413,989,826,715,608,312,121,37,4231,1959,2534,6151,5538,5079,4521,2347,852,230,29218
SED52903,406,557,1980,1759,1426,1092,283,33,3,7538,572,431,817,652,534,539,465,211,52,4271,144,179,519,390,362,267,147,53,25,2083,1128,1167,3320,2801,2320,1899,891,295,81,13888,189,639,2463,2227,2043,1502,394,31,0,9482,384,255,697,748,547,428,225,34,0,3316,20,39,207,159,123,132,52,0,0,726,29,31,118,70,63,59,16,4,0,390,621,964,3487,3203,2768,2121,687,68,6,13914,65,99,171,116,78,50,3,0,0,585,58,39,71,67,54,33,3,0,0,325,121,142,241,180,132,84,5,0,3,916,744,1105,3727,3382,2903,2207,695,68,5,14829,1150,787,1440,1181,1009,1002,960,429,99,8064,313,364,942,746,768,592,320,115,37,4187,2204,2256,6111,5310,4679,3798,1971,612,139,27084
SED53004,824,847,1753,2451,2427,1968,533,40,3,10851,380,85,265,409,325,825,2131,1200,582,6195,20,19,63,70,49,44,62,49,44,423,1220,953,2085,2930,2801,2839,2726,1287,628,17461,211,766,2252,3086,3196,2315,472,13,0,12309,1089,861,887,1547,1318,1335,664,83,8,7785,35,37,227,236,137,197,93,5,0,972,6,19,46,39,40,34,5,0,0,201,1342,1683,3410,4904,4691,3887,1237,107,6,21267,35,60,85,89,92,58,5,0,0,423,235,68,46,55,45,49,26,0,3,528,265,128,126,141,141,109,32,0,3,946,1606,1808,3534,5052,4832,3990,1264,104,11,22210,852,223,396,544,476,1193,3887,2219,914,10712,45,48,145,178,173,132,119,83,67,1000,2505,2082,4081,5778,5483,5312,5276,2415,994,33920
SED53105,767,1140,2998,3275,2284,1323,276,7,0,12071,497,244,797,806,530,826,1231,692,288,5911,59,63,180,156,109,109,61,48,20,807,1328,1451,3968,4237,2920,2253,1569,750,312,18794,260,1115,3719,4375,3187,1745,274,11,0,14692,876,874,1550,1852,1213,832,297,23,4,7519,41,64,353,254,193,119,38,0,0,1067,29,52,121,104,67,41,17,3,0,428,1209,2103,5743,6582,4666,2740,626,37,4,23712,77,150,243,167,140,105,11,0,0,897,247,90,134,100,73,60,15,0,0,723,320,243,378,274,209,165,29,5,0,1621,1526,2350,6122,6861,4877,2903,654,43,4,25333,1100,608,1507,1402,995,1333,2238,1310,470,10975,140,145,434,410,273,222,132,76,40,1869,2766,3106,8063,8675,6149,4462,3026,1430,516,38180
SED53204,995,1254,2735,3297,2848,1701,309,17,0,13144,614,182,594,681,516,784,1274,734,267,5640,32,40,99,87,83,60,49,46,13,505,1635,1468,3432,4060,3443,2540,1637,796,281,19293,241,1174,3456,4388,3972,2234,304,7,0,15778,1282,1134,1356,1898,1498,1140,373,48,4,8732,37,59,324,210,188,148,36,3,0,1006,21,53,103,93,72,41,11,0,0,395,1588,2419,5238,6592,5730,3557,722,59,4,25905,60,97,123,109,88,85,6,0,0,557,274,86,86,92,83,54,14,0,0,688,330,179,209,204,171,141,15,0,0,1249,1915,2594,5450,6796,5897,3702,744,62,4,27157,1345,369,762,865,720,1158,2267,1310,448,9243,71,114,237,224,208,146,109,68,24,1211,3336,3081,6445,7886,6825,5001,3118,1439,478,37611
SED53306,714,962,1886,1968,2027,1673,336,20,5,9595,463,275,777,698,631,1197,2412,1786,765,8990,64,104,169,173,165,142,140,193,185,1335,1241,1331,2830,2835,2828,3012,2887,1996,953,19924,241,859,2139,2325,2487,1796,292,9,0,10153,876,714,1162,1211,1096,1123,392,57,3,6637,33,93,257,182,182,241,44,3,0,1033,26,39,95,71,64,45,13,5,4,358,1179,1705,3647,3789,3826,3202,744,79,10,18179,77,157,202,164,159,118,22,0,0,902,175,65,98,66,72,77,18,4,0,578,251,225,302,231,234,198,43,4,0,1483,1429,1935,3950,4022,4063,3400,779,83,10,19667,978,440,1022,968,996,1863,4353,3309,1282,15203,128,209,376,406,401,333,292,345,277,2763,2531,2575,5351,5392,5464,5601,5432,3731,1567,37639
SED53402,515,1157,3367,2950,2415,1608,415,28,0,12452,341,150,448,520,398,708,1410,908,531,5413,34,63,184,154,103,80,71,79,53,827,887,1367,4003,3624,2915,2390,1894,1022,589,18684,106,856,4371,4062,3237,2028,373,21,0,15041,704,1082,1680,1645,1222,983,468,44,8,7847,33,64,277,258,131,153,38,9,0,957,10,48,94,73,43,28,9,5,0,311,861,2055,6425,6027,4627,3194,891,78,8,24156,25,64,162,127,127,117,13,0,0,633,133,72,100,75,69,76,21,0,0,557,155,134,265,208,200,191,39,0,0,1183,1012,2191,6690,6233,4821,3384,925,78,8,25340,741,297,690,743,671,1207,2600,1647,812,9399,68,127,405,341,251,205,147,153,95,1793,1823,2612,7785,7319,5748,4792,3671,1873,910,36534
SED53502,745,1131,2588,2460,2358,1849,414,30,4,11586,425,236,657,569,587,942,1747,1194,477,6832,48,91,180,136,141,114,124,146,167,1157,1214,1457,3423,3164,3087,2910,2285,1368,647,19571,261,1217,3417,3290,3152,2316,444,21,0,14115,928,842,1351,1378,1189,1125,450,70,3,7342,32,70,303,193,169,218,53,3,0,1055,21,50,104,74,59,46,18,6,4,383,1242,2178,5172,4935,4574,3713,969,96,12,22896,71,123,160,114,135,110,12,0,0,727,156,87,92,86,63,70,15,8,0,578,230,210,259,200,196,179,29,8,0,1309,1473,2386,5429,5134,4771,3891,1004,102,16,24202,1015,386,922,861,952,1552,3151,2156,774,11762,103,185,438,373,370,301,228,255,266,2528,2594,2958,6790,6372,6092,5743,4384,2510,1049,38492
SED53602,663,1186,2494,2208,1975,1463,349,18,0,10361,675,360,951,887,754,1164,1722,1003,333,7850,78,106,242,231,159,117,120,123,120,1301,1414,1656,3687,3329,2890,2743,2192,1148,451,19512,164,998,3220,2901,2462,1731,331,18,0,11832,787,1137,1702,1431,1231,1043,371,34,4,7740,29,69,167,128,100,116,55,5,0,668,33,76,169,110,88,58,23,5,0,562,1013,2274,5261,4577,3875,2951,783,57,0,20790,78,161,231,191,182,127,12,0,0,983,199,117,141,126,88,101,14,5,0,791,278,270,372,319,274,232,31,5,0,1782,1294,2546,5632,4896,4150,3184,808,62,0,22574,1424,676,1297,1269,1258,1893,3166,1894,560,13436,153,264,513,489,368,249,225,218,189,2663,2870,3488,7441,6653,5775,5322,4201,2171,751,38672
SED53701,405,459,1187,1569,1905,1901,598,121,6,8150,331,123,398,342,375,928,1804,989,315,5601,89,68,180,223,244,291,254,162,61,1578,825,647,1765,2136,2530,3117,2657,1267,377,15324,277,678,1614,1972,2583,2482,716,129,10,10456,425,249,613,939,1010,1280,648,169,20,5356,33,44,146,156,218,259,100,18,3,972,18,39,63,63,73,66,48,29,5,401,761,1007,2435,3132,3885,4088,1508,338,36,17184,36,66,72,69,111,89,18,0,0,462,45,17,30,38,47,60,17,0,0,258,77,82,102,109,162,152,37,3,0,722,833,1089,2540,3239,4044,4237,1544,342,33,17909,757,197,527,483,604,1581,3639,2057,560,10404,187,172,424,507,625,689,574,342,102,3630,1782,1463,3488,4230,5274,6510,5759,2743,694,31942
SED53802,582,1129,2931,2530,2147,1703,484,48,5,11548,440,197,595,651,503,878,1822,1365,569,7017,49,63,163,159,88,85,81,73,41,807,1068,1387,3692,3341,2739,2661,2385,1488,604,19367,131,909,3880,3386,2820,1980,450,34,5,13595,799,1081,1612,1542,1187,1142,533,83,8,7977,27,63,243,179,111,132,48,5,0,798,16,61,139,54,52,47,9,4,3,397,970,2117,5879,5154,4165,3308,1041,126,10,22769,35,85,165,147,145,118,11,3,0,707,190,84,113,90,83,77,34,4,0,666,222,169,278,232,223,186,45,5,0,1373,1195,2283,6156,5391,4390,3495,1089,129,10,24142,968,430,854,907,809,1374,3186,2477,927,11943,91,153,385,375,233,208,142,133,55,1764,2250,2871,7398,6678,5425,5075,4414,2739,994,37844
SED53902,565,1191,2928,2562,2183,1658,487,52,7,11642,416,185,382,477,409,731,1554,1434,942,6532,26,48,152,124,82,75,87,106,102,808,1007,1431,3464,3158,2676,2460,2130,1591,1059,18976,105,804,3803,3387,3010,2074,434,32,0,13645,731,1192,1555,1410,1196,1117,573,103,14,7885,34,67,235,194,103,117,52,10,0,812,7,41,87,76,33,25,8,5,0,288,877,2095,5678,5075,4336,3330,1072,149,13,22627,23,58,122,105,118,98,7,0,0,534,157,86,85,71,61,51,25,0,0,538,180,142,206,180,179,147,34,7,0,1071,1061,2238,5887,5251,4518,3471,1107,156,13,23700,858,375,594,658,651,1163,2654,2412,1474,10834,52,96,335,284,206,178,159,195,161,1669,1968,2705,6818,6188,5372,4820,3918,2760,1649,36209
SED54006,845,705,1504,1954,2201,1733,429,46,4,9414,449,144,591,544,524,1235,2172,1260,349,7268,84,74,131,121,159,152,136,123,78,1067,1377,919,2229,2619,2883,3120,2733,1432,431,17746,374,843,1911,2432,2883,2091,401,40,4,10984,877,458,890,1170,1177,1182,533,88,9,6383,65,63,206,197,226,275,73,8,0,1119,36,46,76,82,79,55,30,7,0,406,1359,1405,3084,3876,4364,3602,1037,148,10,18889,79,88,123,111,117,101,14,0,0,632,132,37,67,83,48,70,26,0,0,460,214,126,188,193,163,172,38,0,0,1095,1572,1534,3269,4072,4532,3771,1075,142,10,19984,977,245,748,767,802,1946,4147,2503,677,12816,166,149,303,352,407,377,316,226,133,2429,2715,1929,4325,5194,5740,6091,5539,2876,825,35229
SED54104,800,1579,2839,2451,2385,1835,658,108,10,12658,645,375,435,587,459,803,1696,1344,636,6983,52,82,168,129,82,76,105,86,74,853,1492,2033,3443,3170,2926,2718,2455,1535,716,20488,62,821,3847,3321,3186,2198,619,84,3,14140,1156,1714,1339,1322,1268,1246,861,208,16,9126,61,102,190,148,93,123,55,15,0,796,16,29,55,58,46,23,9,12,4,252,1298,2664,5436,4849,4593,3581,1546,310,22,24311,8,66,114,105,130,95,14,4,0,537,214,151,104,67,49,59,35,0,0,678,224,214,217,171,179,153,48,4,0,1211,1524,2881,5651,5026,4773,3738,1596,316,22,25523,1400,856,809,771,662,1241,2961,2412,1019,12121,99,151,349,289,204,174,247,168,113,1789,3019,3887,6806,6082,5637,5152,4801,2891,1157,39432
SED54203,189,360,1133,1044,904,764,220,19,0,4631,192,121,386,268,219,316,436,229,60,2229,79,124,299,261,215,186,111,49,14,1334,461,607,1814,1571,1341,1273,767,296,72,8199,143,503,1739,1625,1502,1170,296,28,0,7011,196,150,464,518,391,431,151,22,3,2330,24,42,192,149,137,123,45,0,0,719,17,36,71,73,68,40,16,11,0,328,382,732,2468,2367,2106,1771,508,60,3,10389,28,37,57,46,56,33,17,0,0,267,21,11,35,26,20,21,9,0,0,144,49,49,89,71,74,61,18,4,0,412,425,778,2559,2437,2175,1823,528,66,3,10803,396,229,564,438,412,606,983,499,107,4237,186,298,788,685,607,474,264,125,30,3454,1008,1309,3910,3557,3189,2907,1772,691,139,18488
SED54304,514,1764,5747,3455,2410,1621,405,40,0,15955,288,368,734,587,431,779,1221,686,430,5528,42,210,502,267,166,137,119,67,39,1561,849,2341,6989,4310,3016,2536,1741,792,472,23045,113,1336,8016,5444,3575,2299,454,30,0,21258,653,1549,2705,1769,1221,1003,518,96,4,9508,42,99,409,315,135,142,43,5,0,1191,14,65,193,89,32,28,7,6,0,433,819,3052,11314,7611,4964,3470,1021,135,10,32392,20,95,261,197,152,141,20,5,0,883,109,131,167,94,58,60,20,7,0,651,130,225,427,287,210,202,43,9,0,1532,947,3278,11747,7900,5178,3669,1060,147,10,33927,619,762,1209,876,756,1332,2244,1291,658,9740,87,427,1270,705,471,381,266,156,66,3838,1655,4467,14219,9480,6403,5383,3574,1590,733,47500
SED54403,573,794,2979,2770,1911,1035,172,3,0,10234,355,187,691,559,373,376,288,99,24,2954,136,218,719,571,412,275,76,26,8,2449,1065,1202,4387,3894,2705,1678,541,132,29,15634,381,1238,4703,4785,3645,2211,349,11,0,17331,655,262,1072,1172,685,403,103,14,0,4363,47,87,492,404,254,223,43,0,0,1546,31,56,167,126,57,47,4,0,0,496,1116,1641,6431,6490,4646,2884,496,22,0,23732,65,82,105,97,75,63,0,0,0,490,88,33,62,50,35,18,6,0,0,305,153,114,172,146,107,86,14,5,0,793,1263,1756,6603,6639,4757,2968,512,29,0,24526,766,356,978,809,604,628,537,212,48,4935,341,523,1887,1723,1268,898,227,50,12,6925,2368,2638,9467,9168,6631,4492,1275,288,55,36385
SED54505,866,1007,1436,2786,2662,1706,487,45,0,10989,809,211,265,694,582,932,2093,1372,592,7557,17,29,46,71,63,64,58,68,55,473,1696,1248,1744,3549,3303,2704,2635,1482,648,19018,125,709,1889,3526,3700,2087,455,19,0,12513,1211,1106,823,1571,1548,1181,648,106,9,8205,30,55,113,128,105,159,61,6,0,657,11,30,35,54,54,26,8,5,0,226,1375,1902,2854,5280,5408,3458,1171,136,9,21593,27,58,96,129,119,78,14,0,0,520,240,132,74,101,77,54,21,0,0,706,266,182,170,235,201,133,32,0,0,1219,1639,2088,3026,5514,5606,3590,1202,131,9,22814,1759,455,400,846,773,1458,3705,2513,986,12899,48,68,112,165,162,144,100,123,93,1011,3445,2613,3536,6529,6544,5195,4999,2773,1084,36719
SED54605,575,837,1506,1717,1918,1741,381,32,5,8724,336,177,544,513,546,1131,2144,1489,624,7501,60,114,178,121,119,120,136,172,167,1182,971,1122,2232,2349,2583,2997,2660,1695,796,17407,246,951,2074,2136,2441,2087,342,14,0,10290,654,584,854,957,985,1139,407,54,0,5635,26,78,228,154,182,261,64,5,0,990,23,46,75,53,49,42,8,5,3,306,944,1657,3228,3299,3659,3523,819,77,8,17216,65,131,177,141,181,122,18,0,0,835,173,55,85,89,92,86,26,4,0,616,242,188,261,231,272,212,50,3,3,1457,1184,1842,3489,3528,3933,3733,869,82,12,18671,755,298,751,712,879,1911,3976,2806,1035,13127,114,338,492,369,322,326,260,312,262,2791,2058,2476,4728,4608,5126,5975,5101,3201,1311,34583
SED54701,431,611,1480,1700,1808,1653,555,88,4,8328,401,143,476,343,358,723,1273,947,385,5041,92,85,201,237,217,207,207,151,82,1480,926,842,2151,2281,2385,2586,2035,1186,469,14853,350,882,2016,2167,2530,2258,671,121,14,11018,428,317,829,1061,972,1073,561,119,11,5372,35,65,221,145,167,237,100,21,0,991,47,41,74,72,57,58,23,9,3,388,858,1300,3141,3447,3728,3629,1361,280,32,17768,29,35,65,74,66,61,4,0,0,338,55,22,37,48,33,48,18,0,0,261,87,55,105,121,97,115,24,0,0,600,948,1352,3242,3565,3824,3744,1379,282,32,18369,822,223,605,504,596,1205,2456,1809,626,8849,206,199,419,489,513,484,429,296,126,3152,1977,1775,4262,4553,4935,5437,4267,2382,778,30370
SED54804,624,1148,3898,3102,2372,1658,429,53,4,13289,409,119,368,517,404,665,1469,1205,675,5832,46,66,253,178,97,82,112,98,139,1065,1074,1329,4515,3797,2873,2409,2006,1357,817,20182,129,874,5147,4194,3219,1931,330,29,0,15849,872,963,1563,1657,1297,1152,533,98,0,8135,36,58,394,309,123,164,48,6,0,1147,7,27,113,67,42,23,14,6,3,306,1048,1931,7216,6230,4678,3263,915,141,5,25435,24,55,110,88,102,72,20,0,0,472,172,58,69,66,45,48,12,3,0,474,194,112,180,155,149,118,34,4,0,938,1248,2044,7392,6387,4823,3382,947,143,5,26374,833,243,534,692,638,1107,2524,2039,1037,9637,76,117,607,412,238,201,202,183,218,2263,2155,2401,8535,7490,5697,4692,3673,2370,1256,38276
SED54905,613,1409,2792,2332,2188,1786,594,66,7,11782,441,257,370,457,453,868,1771,1181,618,6408,28,64,158,114,93,106,140,134,163,994,1083,1730,3309,2902,2732,2757,2501,1374,789,19187,126,1030,3773,3139,2981,2207,531,50,5,13836,890,1470,1349,1297,1113,1092,744,138,8,8096,54,79,223,194,103,125,52,6,0,847,18,36,78,56,30,24,13,6,3,252,1090,2607,5428,4687,4229,3451,1343,199,10,23038,19,61,135,94,106,91,27,0,0,535,148,121,74,62,47,69,37,7,0,552,164,180,205,152,150,159,64,9,0,1085,1255,2787,5637,4834,4375,3610,1403,201,10,24121,1127,514,624,608,648,1310,3120,2065,975,10995,55,146,368,249,222,216,235,226,235,1956,2441,3450,6624,5690,5250,5140,4763,2494,1228,37069
SED55005,892,1259,2406,3243,2701,1578,317,20,0,12412,751,322,818,1013,691,899,1433,779,329,7034,53,50,160,120,98,65,67,71,47,731,1698,1632,3386,4370,3496,2537,1815,866,380,20179,279,1120,3117,4469,3843,2162,389,9,0,15380,1120,1152,1346,1856,1443,993,383,48,0,8341,42,65,199,213,143,160,43,0,0,857,12,56,139,101,84,52,9,0,0,446,1460,2389,4790,6634,5512,3360,821,57,5,25028,81,137,172,160,147,102,19,0,0,816,279,126,125,112,75,65,17,0,0,795,362,263,295,276,217,166,36,0,0,1610,1819,2655,5088,6908,5728,3534,860,56,5,26636,1589,574,1080,1250,949,1301,2614,1420,525,11304,105,112,326,311,266,169,125,110,76,1609,3513,3343,6493,8477,6941,5002,3601,1587,598,39552
SED55102,983,1026,2392,2832,2719,1817,410,42,6,12212,561,185,718,656,532,858,1301,650,153,5629,62,60,163,171,146,96,83,39,8,835,1609,1269,3270,3668,3404,2774,1795,726,163,18676,373,1096,2977,3724,3773,2378,460,37,8,14829,1172,751,1235,1530,1344,1077,476,82,5,7666,64,60,300,236,223,197,40,7,0,1137,43,78,122,98,72,55,10,5,0,481,1656,1988,4628,5586,5410,3710,990,128,14,24114,67,101,129,107,116,80,18,0,0,625,231,53,66,80,52,46,21,0,0,551,297,160,194,182,164,130,47,0,0,1171,1950,2147,4823,5769,5576,3835,1031,134,14,25289,1292,538,1506,1380,1076,1435,2431,1307,282,11254,139,130,361,417,410,268,165,75,25,1981,3378,2815,6695,7562,7062,5541,3624,1517,321,38522
SED55202,711,1071,2217,2340,2062,1542,381,27,4,10354,617,338,978,889,685,1025,1881,1286,521,8216,61,85,196,196,137,106,115,108,119,1136,1392,1497,3393,3424,2890,2675,2378,1426,649,19713,220,965,2863,3258,2931,1957,388,13,0,12611,842,978,1377,1516,1141,1008,419,45,0,7315,36,62,193,177,114,135,49,3,0,774,30,69,117,97,77,43,14,5,0,460,1125,2074,4554,5050,4267,3150,871,66,6,21163,67,144,217,225,175,119,16,3,0,966,230,130,125,118,104,81,17,0,0,804,298,272,345,348,279,198,38,3,0,1775,1420,2345,4902,5397,4548,3348,903,69,6,22938,1254,565,1302,1225,1036,1595,3373,2345,833,13537,126,176,422,445,355,256,229,183,193,2389,2805,3084,6624,7068,5940,5199,4513,2600,1027,38857
SED55306,805,556,1605,2478,2623,1979,535,60,5,10650,301,88,387,477,366,973,2309,1375,612,6890,60,44,147,162,145,150,160,129,47,1049,1172,685,2146,3115,3134,3098,3005,1570,670,18591,336,649,1865,2594,2967,1952,427,46,5,10840,1062,435,1020,1734,1674,1588,730,96,8,8343,91,62,221,274,253,301,100,18,4,1322,40,25,48,82,65,38,19,9,7,321,1515,1163,3160,4679,4964,3879,1270,170,21,20820,28,35,69,50,65,38,6,0,0,296,95,28,44,54,50,57,20,0,0,341,121,60,115,108,116,94,21,0,0,640,1639,1224,3271,4786,5079,3977,1299,170,21,21460,697,163,524,637,608,1542,4256,2680,979,12087,117,85,335,395,379,330,313,252,88,2289,2447,1471,4130,5820,6063,5844,5866,3104,1085,35843
SED55405,641,1815,4105,2891,1957,1339,355,26,6,13135,401,401,696,614,469,690,1239,924,576,6015,46,126,318,199,131,117,101,157,226,1408,1086,2350,5117,3703,2557,2145,1693,1108,804,20554,150,1318,5487,3940,2759,1752,301,11,0,15711,813,1979,2635,1720,1053,832,411,46,7,9500,54,105,295,247,117,107,36,0,0,961,11,81,161,70,45,35,8,7,3,418,1027,3487,8588,5968,3967,2727,755,65,6,26592,42,117,241,172,139,106,12,0,0,828,143,180,171,111,62,57,25,0,0,759,187,294,416,279,202,165,35,0,0,1581,1208,3779,9002,6250,4170,2888,795,71,6,28175,821,836,1158,888,786,1237,2287,1649,882,10543,105,324,756,469,327,275,222,256,327,3064,2138,4940,10916,7605,5281,4409,3299,1973,1221,41774
