SED_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
SED52102,535,978,2373,2744,2240,1796,501,46,3,11222,0,6,5,16,11,11,4,3,0,53,8,17,99,93,80,31,8,0,0,329,11,13,72,96,87,57,15,0,0,350,0,5,12,20,16,8,4,0,0,58,10,19,85,63,58,55,8,0,0,304,5,16,55,53,64,49,17,3,0,263,174,179,201,198,217,157,36,0,0,1153,230,108,103,80,75,44,12,0,0,650,11,43,102,131,102,114,39,0,0,542,0,7,7,9,7,6,3,0,0,40,4,10,58,74,63,45,9,0,0,248,0,17,39,28,41,19,10,0,0,160,7,28,139,132,98,63,18,0,0,487,9,28,61,98,54,65,11,0,0,333,4,30,114,147,131,106,15,0,0,551,27,67,208,286,304,199,37,0,0,1128,34,166,445,529,414,355,103,7,0,2052,15,22,47,35,23,24,7,0,0,179,26,44,100,99,87,66,16,4,0,438
SED52205,434,878,2548,2554,2307,1843,610,83,6,11259,3,7,13,9,9,16,8,4,0,70,0,24,115,96,66,37,0,0,0,351,20,31,72,79,62,60,4,0,0,338,0,0,14,23,10,11,0,0,0,63,0,17,55,47,73,33,15,0,0,252,5,9,24,30,35,28,6,0,0,137,133,168,173,130,140,152,46,8,0,943,203,219,249,111,66,61,21,0,0,930,3,9,48,44,62,40,9,0,0,209,8,7,21,15,24,12,4,0,0,88,0,0,51,49,35,25,5,0,0,165,3,7,33,39,35,28,8,0,0,155,5,56,279,277,189,113,32,4,0,951,9,26,70,61,60,57,9,0,0,285,4,32,145,150,179,131,29,4,0,664,21,88,344,373,473,395,123,10,0,1824,34,193,641,553,558,537,132,10,0,2654,10,36,70,67,62,37,16,3,0,300,28,53,104,101,83,70,14,0,0,444
SED52301,626,724,1717,1716,1896,1703,539,80,7,9022,3,3,11,23,31,33,24,11,3,148,0,13,35,34,40,25,5,0,0,160,9,4,26,34,18,23,9,0,0,120,0,0,5,5,3,3,0,0,0,27,4,16,58,59,46,54,12,0,0,246,7,14,16,35,24,15,0,0,0,107,209,144,172,179,224,190,39,3,0,1159,271,94,112,102,98,83,22,0,0,783,6,14,42,44,54,46,17,4,0,230,8,9,12,10,10,8,3,0,0,48,3,11,30,26,40,25,5,0,0,141,6,5,18,18,29,15,6,0,0,104,10,22,75,70,84,41,18,0,0,311,6,18,42,45,75,47,3,0,0,237,8,16,65,109,152,113,22,0,0,492,22,63,246,348,410,306,52,3,0,1439,62,173,482,490,553,413,119,5,0,2289,7,12,11,11,21,18,3,0,0,81,32,39,69,62,78,44,15,5,0,342
SED52404,624,895,2059,2583,2448,1948,630,54,3,11250,0,0,10,5,9,10,0,0,0,39,0,15,91,95,60,36,6,0,0,303,19,11,28,48,64,51,15,4,0,239,0,0,17,25,17,5,4,0,0,66,3,19,106,124,82,75,14,0,0,428,3,9,27,32,39,31,11,0,0,149,199,163,171,132,167,169,44,7,0,1048,296,126,93,72,50,52,19,0,0,704,5,7,36,26,41,21,9,0,0,139,7,9,16,11,14,8,0,0,0,82,8,17,67,119,94,69,22,0,0,397,5,16,39,45,34,37,16,0,0,191,8,59,153,223,168,111,33,0,0,759,3,16,56,86,83,50,26,0,0,329,0,18,122,187,145,130,25,0,0,631,32,85,308,414,523,386,75,0,0,1832,40,161,464,511,539,531,133,9,0,2390,30,33,41,49,31,22,6,0,0,218,20,53,111,107,88,57,15,0,0,451
SED52505,730,1223,3511,4610,2862,2041,637,66,0,15689,0,3,21,16,12,11,9,0,0,64,4,24,105,134,62,24,6,0,0,360,28,29,122,128,110,60,13,0,0,492,0,0,31,39,23,16,0,0,0,112,5,18,111,134,78,42,13,0,0,401,7,25,46,99,64,38,8,0,0,291,220,218,333,284,183,200,32,3,0,1465,302,141,157,140,77,59,13,0,0,890,6,26,92,105,83,51,17,0,0,381,7,10,23,17,22,8,0,0,0,81,0,11,138,182,93,66,10,0,0,502,4,8,54,61,41,29,13,0,0,220,8,82,293,317,141,101,17,0,0,959,15,23,98,100,70,53,17,0,0,369,6,35,190,243,170,132,25,3,0,798,50,130,388,568,500,351,66,7,0,2048,45,278,997,1133,690,450,103,5,0,3701,42,30,48,51,31,19,6,0,0,222,28,52,123,124,88,71,10,3,0,507
SED52604,660,1156,1906,2168,2532,2327,603,45,6,11407,3,7,9,9,11,14,3,0,0,53,0,18,52,72,61,33,4,0,0,246,25,16,33,54,63,58,11,0,0,259,0,0,10,15,27,4,0,0,0,64,3,31,75,92,90,77,16,0,0,385,0,10,26,21,38,40,5,0,0,148,211,212,160,130,192,206,36,3,0,1151,304,145,64,67,57,50,7,0,0,694,3,10,27,39,30,33,3,0,0,148,11,7,18,15,10,13,0,0,0,79,0,23,67,84,111,69,5,0,0,357,0,18,35,33,51,39,8,0,0,192,6,62,136,176,158,103,27,0,0,667,6,26,72,81,88,64,17,3,0,357,3,29,94,130,186,151,28,0,0,622,30,97,234,372,525,421,53,6,0,1743,39,230,437,436,598,595,132,3,0,2471,31,33,23,34,36,26,3,0,0,182,17,50,111,113,99,75,15,0,0,478
SED52702,671,816,1189,1814,2460,2151,775,124,12,10007,4,3,9,13,24,21,17,8,0,97,11,21,68,98,70,44,6,0,0,320,25,17,39,67,90,59,18,0,0,304,0,7,3,18,12,9,4,0,0,48,6,11,40,93,79,71,12,8,0,328,14,16,19,49,49,37,4,3,0,186,170,134,89,112,152,158,61,5,0,879,287,103,41,53,56,60,15,4,0,616,3,11,32,48,68,51,11,6,0,231,3,12,7,13,17,20,3,0,0,74,0,0,30,47,44,29,11,5,0,167,0,11,19,35,45,33,16,0,0,164,6,28,81,159,175,111,35,10,0,603,5,17,26,36,70,48,12,0,0,207,3,27,79,146,204,171,32,4,0,664,40,65,166,356,558,408,118,8,0,1717,48,115,244,341,496,466,111,10,0,1837,38,21,30,37,33,18,13,0,0,194,21,38,71,70,110,82,26,0,0,420
SED52803,510,949,2421,2210,2017,1747,460,48,0,10361,9,0,3,12,9,3,0,0,0,34,37,131,342,270,242,115,13,3,0,1153,8,25,66,61,37,27,13,0,0,240,0,3,8,14,6,5,0,0,0,39,4,18,43,61,43,41,12,0,0,220,8,18,43,29,31,18,0,0,0,150,156,84,143,138,163,125,39,0,0,851,121,77,136,122,121,84,21,7,0,693,9,11,37,48,66,67,24,0,0,256,0,9,3,3,0,0,0,0,0,31,0,6,28,16,11,9,4,0,0,71,4,20,36,43,36,25,4,0,0,173,17,31,74,64,46,44,15,0,0,293,7,23,59,57,62,48,7,0,0,269,10,33,128,117,104,83,12,0,0,490,15,78,219,232,254,215,33,5,0,1048,28,113,316,271,267,255,53,0,0,1293,16,5,22,27,22,10,3,0,0,104,19,29,79,59,56,36,9,0,0,294
SED52903,271,464,1609,1528,1399,1056,406,33,6,6768,20,45,69,36,34,24,8,0,0,236,0,3,16,12,12,3,0,0,0,46,0,3,17,11,8,11,0,0,0,55,0,0,4,9,6,0,0,0,0,27,3,6,24,38,31,33,9,0,0,155,0,5,8,10,7,7,0,0,0,41,94,43,111,106,103,104,26,7,0,595,74,50,235,95,77,57,27,0,0,621,5,19,69,49,46,31,9,0,0,233,0,0,12,13,17,7,0,0,0,49,0,4,21,16,12,8,5,0,0,66,0,9,25,17,19,11,6,0,0,85,0,16,42,46,41,30,3,0,0,185,14,17,55,71,42,48,16,0,0,253,10,27,140,165,130,93,21,0,0,590,33,92,359,360,304,209,45,0,0,1401,53,117,509,469,341,302,73,5,0,1863,14,10,45,28,38,16,11,0,0,149,8,14,44,65,55,26,4,0,0,217
SED53004,640,884,1705,2527,2326,1957,716,67,6,10829,0,4,6,3,4,4,3,0,0,18,6,15,61,87,56,26,4,0,0,251,26,19,30,59,72,51,14,0,0,279,0,3,14,29,22,8,0,0,0,77,4,21,79,93,77,64,13,0,0,359,3,9,25,27,36,31,4,0,0,138,228,153,111,121,165,155,50,5,0,992,254,110,65,55,52,47,12,0,0,607,4,14,36,39,49,38,8,0,0,183,8,13,8,19,12,8,3,0,0,73,4,12,62,110,93,59,12,0,0,363,0,19,31,40,36,36,6,0,0,161,7,43,137,235,168,120,30,3,0,744,3,26,52,65,62,64,11,0,0,284,10,23,104,206,186,142,29,0,0,695,24,63,256,448,499,409,110,3,0,1815,37,168,461,540,583,517,134,10,0,2454,35,31,41,30,26,22,8,0,0,187,33,39,82,98,95,61,28,5,0,445
SED53105,600,1065,2929,3459,2491,1491,365,28,4,12429,3,7,15,23,42,17,0,0,0,117,4,32,87,88,60,31,3,0,0,301,24,25,138,134,86,63,11,0,0,475,0,0,20,20,31,16,0,0,0,95,5,19,104,114,76,52,15,0,0,387,6,16,43,46,57,28,6,0,0,199,174,166,284,297,215,121,27,0,0,1287,239,145,141,107,65,38,6,0,0,738,4,14,90,77,59,41,7,0,0,300,4,3,19,10,7,0,0,0,0,49,0,14,85,127,49,23,6,0,0,304,0,12,37,50,34,13,8,0,0,161,8,45,167,220,88,40,13,0,0,573,8,46,109,132,82,55,12,0,0,448,3,32,150,215,134,91,16,0,0,648,30,91,297,409,306,168,32,0,0,1330,38,257,688,751,599,364,76,4,0,2785,18,22,53,42,23,6,5,0,0,166,23,41,152,143,82,30,6,5,0,480
SED53204,736,1235,2608,3417,2986,1924,426,44,4,13384,6,3,13,19,20,10,3,0,0,83,0,17,74,80,57,29,0,0,0,257,15,16,61,109,130,69,8,0,0,411,4,4,14,32,23,13,0,0,0,99,0,30,120,127,111,47,13,0,0,451,0,15,35,60,54,28,10,0,0,210,290,265,244,292,252,196,22,0,0,1566,306,146,117,111,114,49,4,0,0,853,3,28,44,51,63,38,6,0,0,233,9,5,25,13,12,12,0,0,0,69,7,12,120,146,133,40,6,0,0,469,0,12,42,58,44,25,5,0,0,196,11,51,198,258,158,69,25,5,0,766,12,51,73,107,104,67,8,3,0,430,8,31,154,213,175,115,28,0,0,721,38,88,304,448,447,242,40,0,0,1608,58,264,709,727,600,426,87,4,0,2876,27,29,39,30,35,24,3,0,0,197,28,71,148,156,104,70,9,0,0,592
SED53306,574,835,1891,1928,1918,1636,418,58,6,9268,0,0,10,18,6,9,0,0,0,41,7,42,71,60,72,49,7,0,0,302,15,30,68,62,64,61,10,0,0,304,0,5,10,14,9,6,0,0,0,54,6,8,52,62,42,34,7,0,0,210,5,7,7,21,23,11,3,0,0,76,175,192,253,210,230,198,38,3,0,1300,255,132,125,117,108,72,17,0,0,820,4,12,24,36,36,49,14,0,0,184,5,11,5,12,6,3,6,0,0,40,0,9,29,36,42,19,4,0,0,130,0,13,41,28,28,27,7,7,0,159,4,29,69,77,59,46,20,0,0,314,8,41,69,94,84,71,13,0,0,390,5,27,73,102,101,97,13,0,0,421,21,59,213,267,327,234,38,5,0,1163,36,163,433,474,514,464,103,0,0,2191,16,18,33,32,23,15,6,0,0,143,20,38,102,78,70,48,11,4,0,371
SED53402,422,965,3190,3194,2315,1654,493,52,3,12280,4,0,10,5,10,3,0,0,0,32,4,23,156,166,98,34,0,0,0,486,16,13,69,61,59,38,14,0,0,272,0,4,26,35,13,13,0,0,0,92,3,13,91,86,48,41,10,0,0,293,0,9,44,41,37,32,10,0,0,168,130,198,246,135,121,93,26,0,0,950,175,183,244,117,81,56,13,0,0,875,3,19,62,58,53,32,14,0,0,242,3,14,38,23,19,18,0,0,0,107,0,19,104,120,96,40,4,0,0,387,5,10,41,41,33,22,3,0,0,157,3,72,359,343,213,114,28,0,0,1135,6,33,129,99,87,54,14,0,0,412,4,30,227,282,249,166,49,0,0,1009,21,90,349,364,387,266,73,3,0,1553,21,204,728,601,517,395,104,3,0,2590,28,50,85,60,44,23,11,0,0,294,9,53,125,118,86,57,16,0,0,459
SED53502,604,1122,2703,2581,2317,1950,560,70,8,11915,0,3,14,10,16,14,4,0,0,66,3,24,97,99,71,40,8,0,0,342,15,28,70,81,75,63,11,0,0,347,3,3,17,11,12,6,4,0,0,60,3,19,90,80,64,44,15,0,0,314,7,21,59,69,62,33,13,0,0,269,223,220,280,216,233,201,40,6,0,1407,243,149,116,89,63,59,7,0,0,731,9,27,94,83,102,69,8,6,0,393,3,5,17,16,8,12,0,0,0,61,0,16,76,56,60,28,4,0,0,238,0,17,37,38,26,31,13,0,0,163,0,49,159,133,104,60,27,0,0,541,13,37,88,85,89,64,14,0,0,383,0,32,159,179,176,144,28,4,0,727,21,60,265,299,331,276,69,4,0,1330,40,207,600,586,562,474,101,8,0,2587,15,26,49,33,23,31,8,0,0,186,16,65,107,93,92,66,10,0,0,450
SED53602,493,1197,2928,2542,2043,1594,445,35,0,11281,8,3,26,23,28,20,4,0,0,103,0,11,69,42,32,8,4,0,0,162,14,26,81,100,124,72,15,3,0,432,0,13,12,9,6,12,3,0,0,54,0,17,57,51,38,19,11,0,0,200,0,15,33,30,41,24,9,0,0,155,175,240,240,203,192,154,28,4,0,1236,189,145,163,126,114,75,10,0,0,818,0,13,56,44,47,45,9,0,0,212,4,9,21,10,8,7,4,0,0,54,5,17,54,37,42,20,6,0,0,177,0,15,33,23,17,18,8,0,0,109,12,31,121,102,73,48,12,0,0,406,11,56,114,103,95,82,15,0,0,475,4,40,98,104,103,73,23,0,0,440,13,70,183,198,218,169,54,0,0,896,29,230,637,563,463,386,104,3,0,2409,17,34,33,34,26,13,3,0,0,150,15,60,163,124,86,55,12,0,0,526
SED53701,387,572,1297,1607,2054,2245,921,225,30,9333,31,45,189,208,209,265,175,58,8,1186,4,20,49,64,68,53,6,0,0,265,25,14,39,40,43,46,16,0,0,218,0,0,3,8,16,9,0,0,0,43,5,10,37,56,61,61,8,0,0,239,5,22,36,39,44,37,4,0,0,194,99,63,84,99,165,170,38,10,0,718,94,44,82,97,101,128,31,11,0,578,7,9,21,50,69,74,38,7,0,274,0,0,4,5,0,8,5,0,0,14,0,3,22,37,37,33,6,0,0,141,0,9,7,19,18,25,10,0,0,89,0,14,49,59,67,67,20,6,0,281,10,7,22,34,59,60,16,0,0,214,7,29,78,95,145,117,26,7,0,495,19,38,152,279,301,274,64,3,0,1132,22,53,165,226,308,307,74,11,0,1164,11,9,9,18,22,13,4,0,0,84,17,19,56,46,52,42,11,0,0,241
SED53802,498,1053,3075,2758,2138,1702,572,79,9,11881,0,0,8,7,11,10,0,0,0,37,0,25,89,74,35,20,5,0,0,250,15,28,58,64,75,72,25,6,0,340,0,8,22,23,19,10,5,0,0,79,3,28,80,83,57,49,8,3,0,312,0,10,32,42,34,30,10,0,0,170,182,211,276,185,168,144,51,3,0,1225,160,158,175,144,113,73,11,0,0,838,0,20,50,61,62,45,5,0,0,244,6,10,20,18,9,12,5,0,0,81,0,27,106,101,61,49,11,0,0,357,4,18,47,37,34,31,8,0,0,180,8,57,235,194,144,84,22,3,0,739,4,43,112,86,69,64,15,0,0,406,0,32,161,158,140,109,24,0,0,626,15,64,292,276,327,231,85,8,0,1297,25,193,705,562,459,427,131,4,0,2513,26,33,54,43,31,31,9,0,0,215,9,69,150,133,105,70,20,3,0,562
SED53902,400,967,2838,2609,2250,1728,592,103,12,11495,0,4,0,3,5,0,5,0,0,18,0,21,125,115,62,25,4,0,0,347,25,21,45,67,47,41,13,0,0,267,0,0,23,26,24,12,0,0,0,89,0,24,98,88,61,55,10,0,0,340,9,13,35,40,31,31,7,4,0,170,148,217,217,142,120,99,34,3,0,992,189,202,205,103,87,52,24,0,0,858,0,8,51,43,37,39,5,0,0,175,0,13,39,27,19,12,3,0,0,117,3,21,96,89,116,54,7,5,0,400,0,22,40,41,40,46,15,3,0,208,9,77,352,309,214,105,51,3,0,1122,3,38,115,87,70,60,20,0,0,389,8,27,173,200,189,159,28,0,0,776,23,94,296,311,361,288,76,9,0,1461,13,191,669,543,436,397,136,4,0,2394,21,47,60,50,39,30,8,0,0,255,17,56,119,96,70,54,13,3,0,428
SED54006,633,764,1658,2027,2259,1947,620,102,11,10017,13,22,59,62,60,60,44,16,0,342,9,47,72,104,76,52,4,0,0,371,59,53,141,142,115,81,12,0,0,615,5,6,17,14,17,6,0,0,0,57,8,17,52,64,80,59,17,0,0,297,9,3,16,26,29,10,9,0,0,100,188,115,158,199,235,186,30,0,0,1119,253,65,80,88,106,66,19,0,0,694,5,10,21,27,51,54,21,0,0,189,0,4,10,8,0,4,0,0,0,23,0,3,21,32,38,21,6,0,0,127,5,9,21,30,35,37,11,0,0,149,3,24,54,75,73,46,17,0,0,294,3,22,44,51,77,70,12,0,0,283,11,25,52,99,127,100,22,3,0,428,23,34,154,296,369,275,65,0,0,1222,48,126,274,384,457,406,79,0,0,1776,25,18,30,29,27,22,15,0,0,156,36,35,95,62,65,51,10,4,0,356
SED54104,606,1182,2696,2511,2303,1832,906,200,20,12243,0,0,12,0,3,12,3,0,0,40,3,37,140,176,133,48,6,0,0,531,29,29,31,38,40,41,9,4,0,224,0,4,32,34,19,11,0,0,0,106,5,24,48,60,64,32,10,0,0,244,6,12,26,31,32,15,4,0,0,127,176,229,154,91,101,81,33,11,0,878,240,290,165,67,46,32,19,0,0,861,3,7,23,22,27,21,3,0,0,108,0,12,43,20,19,14,10,5,0,118,0,21,70,92,73,61,13,3,0,337,4,11,33,39,44,43,26,3,0,201,11,156,446,371,333,193,78,14,3,1593,3,26,74,49,51,45,8,4,0,260,7,36,113,120,133,132,30,4,0,569,68,161,302,308,389,358,135,12,0,1733,44,269,803,637,632,504,201,19,0,3113,42,58,54,29,30,33,8,6,0,263,36,48,76,63,48,33,23,3,0,336
SED54203,210,391,1381,1349,1232,1017,295,48,3,5923,10,10,47,36,56,49,38,3,0,254,11,33,142,132,90,42,5,0,0,449,0,3,15,7,7,3,4,0,0,41,0,0,3,0,7,10,0,0,0,22,5,7,19,33,25,12,5,0,0,99,3,0,9,3,5,8,0,0,0,29,43,30,78,74,68,88,23,3,0,407,47,74,171,93,70,95,18,3,0,571,3,17,47,46,29,34,9,0,0,182,0,0,0,3,0,6,0,0,0,9,0,3,9,6,6,7,0,0,0,28,0,5,13,21,20,4,3,0,0,74,0,7,22,22,11,14,5,0,0,90,4,21,75,74,49,38,4,0,0,263,3,23,69,90,104,56,13,0,0,365,3,37,157,183,145,97,25,0,0,643,8,27,130,110,106,123,32,0,0,542,6,9,17,11,16,19,3,0,0,83,13,4,36,33,20,13,4,0,0,127
SED54304,366,1400,5770,4287,2658,1921,621,97,6,17126,0,4,29,6,0,7,0,0,0,49,4,60,314,252,140,43,5,0,0,815,21,11,112,74,45,34,5,0,0,311,0,5,51,45,33,9,0,0,0,153,5,34,147,84,54,35,11,0,0,363,0,11,56,48,45,20,4,0,0,184,122,241,315,164,134,101,23,8,0,1109,174,401,682,251,112,46,21,6,0,1694,5,14,62,50,29,31,3,0,0,192,3,19,64,41,32,18,0,0,0,177,3,30,198,150,87,47,10,0,0,534,0,6,80,70,41,33,19,0,0,242,6,146,783,488,263,151,46,10,0,1899,5,70,217,115,66,55,20,0,0,535,11,66,314,246,216,151,26,0,0,1016,26,110,426,346,329,278,59,7,0,1579,20,236,1193,596,478,362,101,7,0,3002,21,57,158,81,50,25,10,0,0,399,14,68,165,113,66,64,16,0,0,518
SED54403,605,891,3547,3806,2787,1899,331,22,0,13881,4,6,12,5,8,3,0,0,0,44,26,144,581,490,273,94,6,0,0,1618,13,12,51,26,29,13,5,0,0,148,3,4,34,44,21,9,0,0,0,120,9,25,118,79,64,27,4,0,0,322,10,8,44,36,16,5,0,0,0,123,141,61,201,188,160,91,20,0,0,868,125,65,188,133,108,63,20,0,0,698,16,32,103,105,98,62,3,0,0,423,3,3,17,6,8,6,0,0,0,41,0,0,28,18,9,3,0,0,0,68,8,27,86,50,40,18,4,0,0,237,8,11,72,81,32,20,3,0,0,229,10,47,145,142,113,63,11,0,0,527,19,35,196,199,134,83,13,0,0,682,9,78,365,422,331,147,26,0,0,1385,48,124,423,412,282,188,28,0,0,1511,13,11,30,44,24,14,3,0,0,127,18,17,119,97,60,34,5,0,0,349
SED54505,643,964,1502,2653,2837,1804,689,91,8,11192,0,0,6,13,19,3,3,0,0,47,0,12,46,87,61,28,6,0,0,244,21,22,37,70,85,52,18,3,0,312,0,0,9,23,15,4,0,0,0,58,0,23,40,86,70,46,11,0,0,279,3,14,24,52,58,28,16,0,0,193,181,164,117,182,153,108,47,3,0,940,303,144,69,94,87,53,17,0,0,762,5,7,17,66,42,48,10,0,0,195,19,9,10,15,6,9,3,0,0,87,0,8,44,79,78,56,11,5,0,289,4,3,15,33,48,36,11,0,0,156,9,74,154,280,198,105,28,0,0,843,10,18,36,66,69,26,9,0,0,233,15,41,71,186,149,115,28,3,0,601,57,96,174,377,546,385,88,8,0,1723,35,191,366,685,709,414,119,4,0,2523,34,41,21,33,16,16,7,3,0,180,17,32,44,82,84,50,23,3,0,344
SED54605,472,895,1812,1701,1873,1878,449,52,3,9135,0,3,11,13,15,11,4,0,0,63,0,16,52,53,44,33,11,0,0,206,16,23,56,69,85,61,13,0,0,332,3,4,15,15,15,4,0,0,0,59,0,11,38,45,63,57,15,0,0,235,3,8,18,18,36,29,5,0,0,115,141,153,158,143,165,185,41,0,0,992,173,104,78,86,63,53,11,0,0,574,4,18,26,26,40,47,14,0,0,166,4,9,9,11,3,0,0,0,0,36,0,4,42,33,29,29,4,0,0,132,4,7,27,21,34,25,10,0,0,126,8,22,80,84,66,43,18,0,0,315,5,13,54,76,86,58,14,0,0,310,16,99,146,141,143,143,26,3,0,714,17,69,173,248,277,277,64,9,0,1129,25,122,299,382,477,480,89,5,0,1876,15,17,25,23,5,14,0,0,0,98,20,31,63,64,78,48,17,0,0,326
SED54701,465,710,1708,1808,1970,2019,816,190,26,9706,28,72,193,295,335,307,174,38,8,1448,0,9,30,23,31,11,4,0,0,108,13,18,39,37,55,36,4,3,0,200,0,0,0,6,3,4,0,0,0,24,3,3,33,23,37,38,11,0,0,144,6,21,52,42,40,21,5,0,0,190,114,68,119,164,154,128,44,7,0,798,90,59,77,101,101,90,27,11,0,554,4,13,49,62,70,65,21,3,0,281,0,4,9,11,7,8,0,0,0,33,3,19,36,35,22,21,3,0,0,138,4,9,13,17,20,17,0,0,0,79,10,22,55,60,28,41,16,3,0,233,7,8,35,31,41,44,11,0,0,179,9,26,84,104,108,79,29,3,0,437,22,72,215,279,311,266,74,0,0,1235,27,108,270,274,277,329,74,10,0,1368,11,5,14,4,12,9,0,0,0,67,24,23,53,42,62,47,11,0,0,269
