SED_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SED53902,0,37,0,40,889,31,959,16,27,0,50,1178,53,1277,436,60,5,500,2650,206,3355,1289,62,38,1383,1476,176,3033,951,46,23,1022,1540,133,2696,183,132,5,319,1928,114,2358,22,269,0,291,1425,69,1788,3,109,0,115,964,91,1173,4,6,0,13,533,51,592,2898,755,67,3724,12579,928,17232,3,60,0,62,913,36,1007,28,59,4,92,1281,56,1431,713,141,14,872,2425,168,3464,1663,100,82,1845,1180,131,3158,896,95,36,1029,1560,91,2676,69,361,0,429,1946,85,2460,18,529,0,542,1499,82,2130,12,152,0,163,1298,129,1591,0,10,0,10,934,108,1059,3401,1502,143,5048,13045,887,18976,7,94,0,104,1802,68,1968,39,93,4,135,2458,113,2705,1152,207,23,1369,5075,376,6818,2944,159,121,3223,2657,314,6188,1846,144,63,2052,3104,221,5372,250,493,7,752,3868,200,4820,38,794,0,831,2928,154,3918,24,263,0,280,2262,220,2760,4,21,0,24
SED54006,4,50,0,56,1183,95,1337,47,41,3,87,830,85,1004,697,60,23,776,1130,181,2091,1307,47,54,1411,924,239,2571,749,102,17,866,1733,259,2860,123,248,5,375,2367,228,2969,27,243,0,265,2349,191,2801,5,53,0,53,1277,117,1447,0,4,0,4,343,48,391,2957,835,101,3894,12135,1449,17479,3,102,0,109,1159,106,1377,111,60,8,176,673,74,919,1118,93,87,1303,791,138,2229,1612,80,128,1817,664,136,2619,702,242,43,983,1732,168,2883,54,662,8,715,2242,157,3120,11,410,0,424,2161,161,2733,8,60,0,64,1243,117,1432,0,6,0,7,347,72,431,3614,1718,271,5601,11020,1124,17746,14,157,0,168,2347,200,2715,161,100,11,269,1505,155,1929,1816,152,107,2080,1922,321,4325,2917,129,184,3224,1593,376,5194,1446,341,59,1846,3467,426,5740,171,910,8,1090,4612,385,6091,34,651,0,687,4502,348,5539,10,113,0,118,2517,236,2876,0,8,0,11
SED54104,6,63,0,58,1421,53,1525,3,26,0,27,1743,86,1860,274,64,5,343,2827,196,3357,1481,41,29,1548,1190,173,2908,1270,45,30,1349,1235,129,2716,273,126,7,402,1930,100,2438,64,455,4,525,1676,141,2347,13,172,0,180,1080,92,1351,0,11,0,11,381,47,436,3382,988,76,4450,13484,1007,18943,8,106,0,110,1318,64,1492,7,92,0,98,1844,85,2033,488,145,21,655,2613,179,3443,1897,101,87,2093,947,137,3170,1334,76,56,1469,1367,92,2926,130,367,11,502,2129,88,2718,26,802,4,837,1507,109,2455,8,213,0,216,1224,100,1535,0,9,0,9,631,78,716,3895,1914,183,5987,13584,913,20488,9,160,0,173,2736,114,3019,8,119,0,128,3590,175,3887,759,212,31,998,5441,370,6806,3380,137,121,3637,2140,303,6082,2603,118,94,2812,2605,221,5637,404,488,13,910,4058,186,5152,97,1261,8,1367,3189,245,4801,19,384,0,402,2305,188,2891,0,19,0,19
SED54203,10,55,0,62,367,122,549,38,34,0,67,454,179,699,416,55,25,493,1094,503,2098,757,46,43,847,697,435,1988,335,53,22,412,1033,401,1851,45,77,5,130,1210,296,1636,16,46,3,61,787,164,1006,0,11,0,15,314,70,396,0,3,0,3,44,7,60,1619,378,102,2099,6004,2185,10295,13,64,3,86,272,101,461,64,49,7,125,353,130,607,570,69,78,720,797,299,1814,734,64,75,869,437,270,1571,210,110,29,348,774,224,1341,12,161,4,178,891,197,1273,4,93,4,98,559,115,767,5,27,0,27,219,46,296,0,0,0,0,54,22,72,1610,636,206,2453,4361,1383,8199,18,119,3,144,638,223,1008,100,83,7,195,809,308,1309,985,122,107,1211,1890,800,3910,1490,110,117,1715,1137,703,3557,546,161,48,759,1806,625,3189,65,235,13,310,2106,488,2907,18,136,10,160,1341,271,1772,4,35,5,38,535,115,691,0,5,0,3
SED54304,0,19,0,19,737,51,807,3,34,0,45,1840,245,2128,473,116,3,595,5832,803,7228,1527,106,39,1673,3028,471,5172,998,53,26,1079,1984,327,3391,194,120,6,320,2277,248,2845,23,196,0,220,1463,144,1826,3,71,0,80,636,81,803,0,4,0,4,232,35,268,3223,723,81,4030,18030,2402,24462,0,50,0,50,747,49,849,15,90,0,108,2006,229,2341,770,245,22,1032,5418,539,6989,1720,152,100,1972,2061,276,4310,891,108,45,1042,1789,174,3016,69,332,0,402,1997,137,2536,9,393,3,400,1217,126,1741,0,70,0,71,650,73,792,0,8,0,12,424,40,472,3478,1452,171,5101,16303,1640,23045,0,75,0,71,1480,101,1655,22,122,0,152,3845,468,4467,1243,364,24,1626,11245,1347,14219,3242,255,141,3640,5090,742,9480,1887,164,66,2122,3779,500,6403,264,454,6,723,4272,386,5383,28,586,4,623,2684,268,3574,6,146,0,148,1288,152,1590,0,10,0,12
SED54403,15,95,0,115,966,226,1304,69,64,11,148,945,344,1436,1135,122,56,1309,2506,1267,5085,2054,104,80,2237,1806,1230,5273,802,101,30,932,2099,890,3928,106,160,6,271,1911,640,2812,11,54,0,68,516,158,736,0,8,0,8,126,28,159,0,0,0,0,18,3,23,4186,711,184,5078,10893,4782,20749,15,147,5,167,734,164,1065,114,104,16,233,738,228,1202,1522,168,152,1845,1800,744,4387,1926,133,164,2230,1074,590,3894,528,209,43,779,1501,416,2705,20,255,4,280,1119,281,1678,0,87,0,87,378,76,541,0,12,0,15,97,23,132,0,0,3,3,24,6,29,4137,1111,393,5643,7456,2532,15634,30,242,12,285,1699,386,2368,185,166,29,379,1685,574,2638,2659,289,209,3157,4303,2012,9467,3981,239,244,4466,2883,1822,9168,1329,313,75,1715,3606,1312,6631,125,415,13,550,3029,919,4492,8,137,0,151,891,229,1275,0,19,0,22,216,46,288,0,0,3,4
SED54505,3,79,0,80,1627,37,1751,10,48,0,58,1255,46,1359,316,44,7,368,1349,69,1795,1908,44,39,1989,881,106,2972,1501,40,23,1567,1565,103,3237,225,205,3,429,1966,94,2494,41,535,0,582,1741,46,2369,13,129,0,141,1089,64,1285,0,10,0,12,388,40,440,4028,1131,74,5239,11863,608,17700,3,106,0,110,1551,36,1696,18,91,4,109,1099,37,1248,598,95,17,707,982,49,1744,2582,73,101,2751,717,80,3549,1396,91,43,1535,1709,63,3303,115,539,0,656,1976,68,2704,46,826,0,881,1693,66,2635,9,153,0,167,1235,85,1482,3,5,0,0,588,57,648,4776,1981,167,6925,11544,548,19018,12,184,0,194,3170,77,3445,29,139,4,171,2351,88,2613,910,140,25,1075,2335,123,3536,4493,118,131,4743,1602,188,6529,2900,134,68,3102,3274,162,6544,340,739,6,1087,3945,166,5195,92,1362,3,1461,3428,112,4999,19,285,0,305,2318,150,2773,5,14,0,12
SED54605,4,53,0,57,964,65,1087,44,34,0,74,1039,234,1349,576,62,19,662,1513,326,2500,939,52,40,1031,965,258,2257,659,85,17,765,1577,209,2547,142,263,4,411,2350,214,2981,28,274,0,302,2009,129,2439,5,64,0,66,1290,151,1510,0,4,0,9,411,103,518,2393,895,82,3369,12122,1690,17181,12,86,0,96,807,70,971,85,80,3,170,839,117,1122,902,94,58,1054,991,187,2232,1317,79,86,1481,742,128,2349,616,224,28,865,1588,130,2583,49,682,6,737,2132,124,2997,16,517,5,532,1988,139,2660,9,75,0,87,1430,182,1695,0,4,0,6,617,171,796,3007,1833,186,5026,11138,1244,17407,18,131,0,151,1770,136,2058,124,116,3,245,1879,346,2476,1475,161,76,1709,2502,517,4728,2258,133,122,2510,1711,384,4608,1277,309,41,1626,3163,338,5126,191,950,8,1151,4482,341,5975,42,787,5,837,3993,268,5101,16,138,0,153,2723,331,3201,4,7,0,10
SED54701,4,30,0,42,851,156,1053,36,21,0,62,756,119,936,646,53,16,716,1165,238,2114,1133,45,42,1222,789,261,2271,593,67,18,686,1578,290,2547,116,191,0,305,2260,286,2849,17,175,0,194,1805,234,2235,3,32,0,38,999,160,1193,0,0,0,0,261,53,315,2553,624,77,3257,10467,1795,15521,12,75,0,86,712,125,926,108,54,3,168,583,86,842,979,84,53,1121,826,204,2151,1320,69,112,1503,534,250,2281,478,199,24,697,1465,222,2385,50,432,3,482,1883,222,2586,5,275,0,282,1539,208,2035,8,52,0,60,973,159,1186,0,4,0,3,383,77,469,2956,1241,204,4402,8900,1554,14853,18,113,5,132,1564,286,1977,151,75,3,227,1340,207,1775,1624,134,72,1832,1988,440,4262,2455,114,155,2724,1324,510,4553,1067,265,40,1379,3037,517,4935,164,619,3,786,4144,502,5437,23,453,3,477,3343,445,4267,13,81,0,96,1972,315,2382,0,5,0,5
SED54804,3,36,0,38,1003,38,1079,3,20,0,26,986,58,1070,505,88,5,601,3045,372,4015,1737,67,40,1846,1585,257,3688,1091,44,22,1162,1514,147,2826,172,130,4,307,1855,118,2282,22,319,3,343,1247,82,1669,9,84,0,88,826,97,1017,0,0,0,6,353,82,438,3552,787,79,4417,12417,1260,18091,0,69,0,68,956,53,1074,19,71,0,86,1174,69,1329,870,193,31,1089,3158,271,4515,2096,132,103,2338,1273,190,3797,1049,115,36,1205,1564,103,2873,63,437,0,503,1814,88,2409,16,593,6,618,1271,120,2006,7,132,0,136,1096,119,1357,0,0,0,0,675,139,817,4120,1745,181,6045,12989,1149,20182,4,105,0,114,1960,87,2155,21,90,0,112,2164,126,2401,1376,282,31,1691,6207,645,8535,3838,197,151,4184,2864,442,7490,2145,161,64,2368,3081,253,5697,236,569,9,806,3669,210,4692,45,914,3,959,2514,202,3673,13,212,0,226,1922,220,2370,0,5,0,9
SED54905,0,50,0,55,1254,40,1351,8,41,0,46,1588,82,1720,358,81,10,442,2642,224,3308,1343,48,40,1430,1214,147,2788,904,38,32,975,1405,140,2514,209,138,7,356,1907,122,2380,35,434,0,465,1688,107,2261,11,95,0,101,923,93,1115,0,4,0,4,358,74,437,2872,928,81,3875,12977,1027,17882,0,67,0,64,977,42,1083,15,81,0,97,1569,71,1730,606,136,23,770,2373,173,3309,1586,93,90,1772,1001,127,2902,907,127,47,1081,1559,97,2732,108,463,3,581,2067,109,2757,28,700,4,732,1634,140,2501,0,127,0,133,1116,132,1374,0,5,0,5,612,165,789,3252,1799,178,5224,12907,1050,19187,0,115,0,121,2236,83,2441,17,114,0,135,3155,161,3450,963,214,35,1208,5016,398,6624,2931,142,125,3204,2219,272,5690,1817,159,79,2053,2958,237,5250,320,605,13,933,3976,229,5140,65,1127,4,1198,3321,243,4763,4,226,3,230,2041,223,2494,0,15,0,14
SED55005,12,86,3,100,1647,67,1818,31,73,0,107,1529,74,1711,809,83,18,907,2010,184,3106,2366,72,53,2495,1408,206,4100,1111,102,30,1239,2022,189,3453,165,195,6,369,1983,112,2466,36,261,0,298,1422,67,1788,6,41,0,51,632,37,718,0,3,0,6,183,30,216,4542,917,112,5570,12831,974,19377,4,150,0,158,1467,75,1698,116,134,6,259,1317,62,1632,1485,120,62,1664,1545,181,3386,2856,127,124,3103,1133,139,4370,979,268,38,1285,2095,111,3496,78,563,9,651,1816,66,2537,27,441,3,469,1267,78,1815,3,56,0,63,736,68,866,0,4,0,4,326,47,380,5542,1863,242,7654,11705,822,20179,22,230,4,255,3113,144,3513,145,210,7,363,2850,131,3343,2289,202,81,2574,3552,366,6493,5224,194,180,5597,2533,342,8477,2089,370,65,2521,4116,296,6941,240,758,16,1016,3803,176,5002,63,698,5,765,2687,142,3601,10,104,0,112,1367,106,1587,0,8,0,12
SED55102,8,83,0,91,1567,115,1769,46,56,0,100,1185,261,1549,932,92,27,1059,1538,829,3424,1834,75,54,1959,1134,805,3903,1025,104,29,1161,1910,586,3663,181,190,4,375,2082,313,2769,23,196,0,224,1474,129,1832,8,37,0,44,686,57,788,0,0,0,4,142,13,157,4058,841,123,5023,11725,3109,19852,6,147,0,161,1366,90,1609,102,96,5,208,990,70,1269,1653,147,110,1904,1197,170,3270,2285,107,135,2527,952,185,3668,970,261,46,1273,1974,158,3404,77,599,10,687,1979,106,2774,18,372,0,395,1317,86,1795,0,57,0,54,629,45,726,0,0,0,0,155,7,163,5129,1783,298,7207,10546,914,18676,14,231,0,247,2934,201,3378,150,147,12,307,2176,332,2815,2587,236,138,2965,2734,996,6695,4120,179,187,4487,2086,993,7562,1999,366,73,2434,3886,743,7062,257,790,13,1060,4056,417,5541,45,574,0,621,2790,216,3624,6,92,0,98,1314,100,1517,0,3,0,6
SED55202,6,77,0,84,1251,81,1410,61,70,0,129,1350,110,1591,736,91,16,833,2139,256,3227,1596,58,41,1693,1662,285,3649,783,91,19,900,1925,227,3045,165,203,9,375,1988,161,2524,33,265,5,296,1727,109,2137,6,71,3,83,1022,74,1177,3,3,0,8,308,67,382,3385,929,86,4401,13382,1364,19148,15,123,0,145,1163,81,1392,157,117,9,291,1111,94,1497,1402,144,59,1611,1571,213,3393,1887,119,81,2089,1118,217,3424,724,227,36,981,1759,149,2890,80,578,11,667,1886,124,2675,19,457,0,485,1774,123,2378,3,67,0,75,1233,110,1426,0,3,0,3,529,118,649,4285,1850,210,6343,12143,1231,19713,19,200,0,228,2416,163,2805,211,188,15,417,2464,205,3084,2138,235,77,2447,3713,466,6624,3486,177,124,3783,2781,504,7068,1506,321,57,1884,3684,377,5940,244,784,17,1040,3875,284,5199,57,719,6,784,3497,236,4513,12,142,8,159,2263,185,2600,3,6,0,7
SED55306,3,54,0,59,1128,94,1276,26,27,0,52,686,47,785,533,46,22,598,1196,195,1986,1481,46,59,1589,876,245,2710,1055,65,40,1160,1522,254,2928,157,187,5,346,2206,191,2747,20,318,0,338,2357,162,2859,4,72,0,73,1347,115,1533,0,3,0,4,364,54,421,3291,815,124,4224,11675,1354,17256,0,86,0,90,990,86,1172,46,39,5,84,557,48,685,862,85,73,1021,971,156,2146,2006,84,140,2226,712,175,3115,1015,160,53,1239,1745,150,3134,56,547,6,603,2330,161,3098,15,520,10,547,2282,180,3005,4,66,0,68,1361,139,1570,0,6,0,9,609,53,670,4004,1595,280,5877,11561,1148,18591,6,146,0,151,2117,178,2447,72,67,5,136,1241,94,1471,1395,135,88,1619,2168,344,4130,3485,129,197,3811,1584,424,5820,2072,233,94,2396,3267,405,6063,217,732,9,953,4541,351,5844,41,838,7,886,4643,341,5866,7,136,0,142,2711,253,3104,0,6,0,8
SED55405,4,34,0,36,943,75,1048,19,52,0,70,2304,211,2595,624,96,18,739,4575,486,5796,1570,70,28,1669,1941,290,3904,772,45,18,841,1676,206,2724,154,133,3,290,1807,163,2262,26,172,0,202,1273,135,1606,3,47,0,54,714,96,871,0,4,0,4,308,107,416,3179,651,73,3906,15548,1768,21223,5,77,4,89,942,51,1086,59,108,3,174,2037,143,2350,987,172,25,1192,3543,387,5117,1827,102,90,2018,1459,229,3703,699,118,41,854,1546,155,2557,56,331,5,393,1621,127,2145,7,371,0,384,1208,103,1693,3,68,0,74,875,155,1108,0,4,0,5,561,239,804,3653,1359,171,5181,13784,1592,20554,10,106,7,126,1883,126,2138,82,162,3,245,4339,357,4940,1613,267,41,1926,8117,877,10916,3396,173,124,3691,3394,517,7605,1475,164,61,1694,3221,362,5281,213,463,9,680,3435,290,4409,33,548,5,581,2481,234,3299,8,115,0,125,1595,252,1973,0,8,0,6
SED55504,3,81,0,80,1509,57,1652,43,65,0,107,1347,73,1532,948,73,29,1048,1972,206,3230,2111,71,61,2242,1189,208,3640,1066,88,18,1171,1848,195,3217,166,222,4,393,1960,153,2507,29,285,5,317,1413,71,1800,0,46,0,51,801,52,897,0,0,0,0,202,32,243,4362,938,120,5424,12257,1044,18717,4,126,0,133,1323,61,1517,88,129,5,226,1201,51,1477,1605,158,95,1864,1530,119,3509,2460,123,160,2742,962,144,3851,972,240,34,1248,1962,99,3309,60,643,4,713,1767,76,2559,12,469,8,488,1372,78,1938,7,62,0,71,932,85,1082,0,4,0,4,331,69,399,5221,1963,309,7495,11380,770,19642,8,206,0,217,2835,124,3169,132,198,3,335,2545,130,3006,2554,229,129,2914,3502,329,6743,4575,191,221,4993,2159,343,7490,2039,329,47,2420,3812,293,6526,226,869,8,1108,3727,227,5058,38,757,5,806,2778,149,3736,9,111,0,120,1734,131,1979,0,6,0,6
SED55605,4,109,0,117,1738,106,1959,72,52,0,130,1357,96,1578,983,71,37,1093,1648,244,2982,1764,59,78,1902,1033,302,3238,1048,126,33,1206,2008,249,3464,182,298,6,480,2209,163,2849,23,184,0,203,1218,77,1496,3,37,0,45,683,38,764,0,3,0,3,179,25,201,4080,950,155,5177,12064,1293,18535,17,167,0,182,1556,78,1818,177,109,8,288,1124,64,1480,1596,136,120,1857,1172,149,3175,2235,131,175,2547,829,167,3539,1043,368,65,1474,2173,138,3788,53,697,8,758,1925,85,2766,14,321,0,334,1223,65,1617,0,50,0,55,701,57,813,0,4,0,5,225,39,272,5131,1985,377,7499,10927,843,19269,25,275,0,298,3294,187,3775,250,167,8,415,2479,157,3062,2583,212,159,2946,2818,394,6161,3995,193,252,4448,1862,464,6774,2095,496,96,2686,4181,390,7253,235,991,12,1239,4129,244,5613,36,504,0,536,2439,135,3115,8,89,0,96,1384,95,1572,0,7,0,11
SED55706,4,43,0,44,1031,116,1194,26,20,0,49,629,68,737,541,36,14,591,1068,229,1889,1216,50,50,1315,860,284,2454,868,65,37,967,1698,373,3038,200,181,0,385,2687,280,3355,44,261,8,308,2660,261,3222,7,38,0,49,1338,131,1519,0,0,0,0,346,57,404,2902,694,111,3709,12319,1797,17821,8,105,0,110,869,122,1099,66,43,7,114,438,64,613,807,81,60,950,844,149,1945,1604,102,154,1862,703,229,2792,831,174,45,1055,1694,261,3015,84,462,12,560,2681,256,3502,16,431,4,448,2451,220,3124,11,54,4,62,1246,134,1447,0,0,0,3,441,72,515,3442,1450,281,5168,11368,1513,18046,11,145,0,158,1902,241,2300,95,61,7,162,1069,133,1355,1346,115,76,1542,1912,376,3828,2827,154,200,3180,1560,509,5249,1704,239,78,2020,3393,633,6052,290,641,17,945,5372,539,6861,57,689,8,755,5110,477,6345,17,95,4,114,2585,267,2963,0,3,0,3
SED55802,8,88,0,98,1512,74,1688,51,84,0,139,1507,57,1709,1243,102,30,1373,2690,276,4336,2100,69,47,2220,1625,226,4067,923,83,18,1027,1845,172,3047,163,235,11,413,2139,130,2679,24,222,0,255,1237,59,1547,7,54,0,52,660,30,741,0,0,0,0,221,18,235,4528,939,106,5565,13440,1044,20053,5,157,6,164,1348,61,1572,127,140,6,267,1389,100,1754,2079,215,87,2380,2085,309,4770,2447,114,109,2671,1151,226,4050,870,245,38,1148,2039,138,3324,86,604,9,702,1962,96,2762,21,373,0,389,1177,59,1629,0,62,0,65,771,48,885,0,4,0,6,328,23,352,5625,1922,248,7791,12250,1055,21100,14,245,5,260,2865,139,3258,178,223,6,408,2894,155,3464,3321,319,111,3750,4775,582,9109,4550,186,152,4889,2774,453,8117,1795,327,54,2173,3885,308,6368,253,843,11,1110,4106,230,5439,42,598,4,642,2411,119,3170,9,111,5,118,1435,81,1629,0,6,0,9
SED55905,6,49,0,48,959,59,1069,24,41,0,69,1209,87,1369,498,84,18,598,2006,193,2804,1233,63,39,1337,1044,194,2566,825,54,22,900,1438,134,2472,175,213,5,389,1917,112,2417,22,313,0,333,1455,96,1876,8,69,0,75,1013,106,1197,0,5,0,4,344,104,453,2783,896,86,3762,11381,1082,16226,8,69,0,78,1027,65,1178,53,74,4,133,1202,70,1413,870,140,50,1059,1634,168,2867,1524,81,95,1700,821,144,2663,791,159,38,986,1534,99,2622,73,573,5,654,1925,95,2671,11,515,0,533,1585,103,2216,3,93,0,98,1206,134,1438,4,3,0,7,566,194,766,3348,1721,199,5262,11502,1074,17837,10,120,0,129,1995,124,2245,82,124,3,204,2412,167,2780,1367,228,71,1663,3645,364,5670,2759,140,134,3036,1855,335,5229,1615,211,55,1883,2974,234,5098,245,786,10,1046,3838,204,5089,33,824,3,861,3039,192,4092,13,162,0,182,2219,240,2638,5,8,0,13
SED59494,6,11,0,6,67,40,118,10,6,0,16,151,133,295,83,16,4,105,326,390,822,144,11,5,164,232,531,926,52,6,0,61,267,512,842,9,15,0,23,306,336,667,5,10,0,15,283,146,444,0,0,0,3,69,46,118,0,0,0,0,7,9,14,311,72,13,393,1708,2148,4247,4,14,0,18,66,59,147,17,8,0,27,123,105,256,101,24,6,130,299,265,692,163,11,17,189,141,281,613,29,19,8,49,199,227,468,0,33,3,38,279,161,477,0,15,0,15,210,90,316,0,0,0,0,27,14,38,0,0,0,0,5,12,16,310,126,30,469,1353,1213,3030,7,23,0,30,133,105,261,27,17,4,46,278,238,562,179,40,9,231,627,661,1512,308,23,23,352,379,805,1543,76,26,7,114,466,740,1313,9,51,3,64,586,495,1144,5,27,0,29,489,242,758,0,0,0,3,92,65,155,0,0,0,0
SED59797,0,0,0,0,3,7,7,0,0,0,0,9,13,25,10,0,0,13,48,44,99,18,0,0,22,67,68,157,4,0,0,4,50,45,103,0,3,0,4,27,20,55,0,0,0,0,9,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,3,45,211,197,455,0,0,0,0,0,0,3,0,0,0,0,5,5,11,0,0,0,0,10,3,14,0,0,0,0,9,3,11,0,0,0,0,5,8,9,0,0,0,0,5,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,19,61,0,0,0,0,5,3,6,0,0,0,0,15,15,31,11,0,0,14,56,46,116,18,0,0,22,75,76,170,9,0,0,9,56,47,109,0,3,0,4,35,21,62,0,0,0,0,12,3,18,0,0,0,0,0,0,0,0,0,0,0
