SED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SED53602,24087,24034,48121,1629,1569,3201,3296,2952,6249,1457,1414,2870,1824,1656,3488,3760,3687,7441,3324,3329,6653,2888,2890,5775,2575,2743,5322,2003,2192,4201,1028,1148,2171,296,451,751,23163,23336,46500,919,696,1617,661,743,1401,16,16,31,21,11,31,703,763,1469,11937,11609,23547,10571,11001,21575,11817,11515,23335,10524,10846,21368,18747,18821,37567,380,367,751,2942,2670,5612,1085,1095,2180,645,703,1351,913,1394,2306,9760,9973,19733,1751,1625,3384,3548,3499,7046,913,914,1835,1083,1319,2403,644,785,1431,22444,22441,44890,1257,1338,2596
SED53701,19893,18415,38315,935,897,1831,2340,2196,4537,953,825,1782,814,647,1463,1726,1765,3488,2091,2136,4230,2745,2530,5274,3386,3117,6510,3108,2657,5759,1476,1267,2743,316,377,694,17756,17014,34769,2142,1403,3540,858,861,1720,7,6,14,9,12,19,874,881,1752,14172,12936,27107,3158,3419,6579,16692,15678,32377,822,853,1671,16457,15411,31867,203,218,422,2020,1923,3940,588,545,1131,96,113,215,154,502,657,5778,6576,12357,1780,1747,3529,4965,3991,8955,1102,755,1861,681,440,1122,45,48,97,16235,15762,32002,4069,2940,7009
SED53802,22431,22996,45426,1409,1362,2769,2548,2262,4804,1180,1068,2250,1481,1387,2871,3699,3692,7398,3329,3341,6678,2690,2739,5425,2415,2661,5075,2026,2385,4414,1248,1488,2739,392,604,994,21457,22316,43779,977,673,1650,321,360,683,3,3,12,16,16,29,339,386,723,12112,12085,24198,9260,9982,19242,13470,13526,26996,7811,8454,16262,18267,18826,37094,365,370,738,2380,2138,4521,938,879,1822,636,565,1204,859,1178,2035,11077,11642,22721,1566,1476,3047,3057,3210,6267,741,768,1512,733,1022,1751,232,294,528,21197,21997,43193,722,727,1444
SED53902,20339,22037,42377,1077,1040,2119,2032,2015,4049,959,1007,1968,1277,1431,2705,3355,3464,6818,3033,3158,6188,2696,2676,5372,2358,2460,4820,1788,2130,3918,1173,1591,2760,592,1059,1649,19363,21224,40592,978,818,1785,178,174,351,6,3,6,3,14,17,188,191,377,12110,13102,25207,7284,8063,15341,14618,15590,30212,4733,5540,10269,17064,18618,35680,335,273,603,1919,1930,3843,819,893,1706,625,780,1410,900,1267,2165,11789,12724,24517,1205,1289,2494,2201,2537,4736,514,619,1134,426,681,1109,118,161,281,18734,20393,39118,1114,1364,2482
SED54006,21748,21651,43391,1205,1075,2277,3067,2827,5891,1337,1377,2715,1004,919,1929,2091,2229,4325,2571,2619,5194,2860,2883,5740,2969,3120,6091,2801,2733,5539,1447,1432,2876,391,431,825,19674,20371,40050,2072,1271,3343,635,613,1247,12,9,22,9,3,14,656,624,1278,16347,16107,32446,3819,4338,8156,19071,19120,38184,1125,1310,2429,18941,19004,37939,314,277,583,2860,2651,5505,898,963,1861,161,198,357,249,713,958,6052,7325,13381,2178,2387,4564,5665,5158,10821,1292,1005,2300,709,564,1279,54,34,91,19208,19916,39127,1345,1184,2530
SED54104,22632,24047,46676,981,995,1978,2704,2562,5271,1525,1492,3019,1860,2033,3887,3357,3443,6806,2908,3170,6082,2716,2926,5637,2438,2718,5152,2347,2455,4801,1351,1535,2891,436,716,1157,21514,22957,44469,1114,1094,2209,147,174,323,3,5,15,0,8,9,162,183,345,13228,13916,27141,8416,9273,17694,17234,17896,35125,4370,5217,9592,18529,19615,38145,358,323,682,2603,2491,5093,1396,1362,2752,1226,1363,2586,1171,1487,2658,15258,16459,31716,831,824,1657,1249,1589,2840,412,377,791,132,205,341,40,38,80,20093,21450,41542,3081,3413,6492
SED54203,12579,10295,22875,799,769,1567,1489,1333,2822,549,461,1008,699,607,1309,2098,1814,3910,1988,1571,3557,1851,1341,3189,1636,1273,2907,1006,767,1772,396,296,691,60,72,139,11572,9516,21090,1002,777,1787,1890,1906,3795,21,23,41,16,30,46,1932,1956,3886,8088,6776,14858,2026,1870,3900,8473,6973,15446,1640,1693,3330,9271,7729,17009,148,156,305,1218,1083,2298,231,204,436,46,57,100,156,326,488,3454,3501,6956,1159,865,2026,2436,1700,4131,537,339,873,370,281,654,80,64,139,8275,7948,16225,18104,9717,27821
SED54304,27607,26042,53651,1263,1147,2414,1885,1849,3732,807,849,1655,2128,2341,4467,7228,6989,14219,5172,4310,9480,3391,3016,6403,2845,2536,5383,1826,1741,3574,803,792,1590,268,472,733,25678,24752,50432,1929,1291,3221,248,250,495,8,3,12,4,7,13,261,257,518,14297,13183,27483,11002,11267,22271,18447,16569,35017,6771,7790,14561,19955,18655,38609,372,274,642,1783,1744,3530,664,688,1351,994,1194,2185,1812,2295,4107,17643,17254,34898,1427,1189,2612,2111,1896,4007,441,366,805,329,479,809,110,186,296,23443,23014,46463,5208,3644,8852
SED54403,26437,20991,47427,2024,1812,3834,3660,3545,7212,1304,1065,2368,1436,1202,2638,5085,4387,9467,5273,3894,9168,3928,2705,6631,2812,1678,4492,736,541,1275,159,132,288,23,29,55,25016,19735,44744,1422,1261,2680,3302,3121,6431,160,111,273,171,142,312,3633,3380,7009,16189,13578,29768,5123,4345,9469,17421,14455,31871,3560,3300,6862,18517,15489,34008,474,417,886,3085,2970,6056,688,600,1283,134,143,286,540,950,1486,8071,8005,16075,2517,1646,4162,4314,2595,6910,816,512,1325,323,273,593,115,68,182,18148,16958,35104,24038,7732,31772
SED54505,22483,23426,45908,971,918,1892,3812,3487,7299,1751,1696,3445,1359,1248,2613,1795,1744,3536,2972,3549,6529,3237,3303,6544,2494,2704,5195,2369,2635,4999,1285,1482,2773,440,648,1084,21584,22771,44356,903,653,1550,109,92,202,0,3,5,0,4,3,114,102,218,11227,11243,22470,10668,11671,22333,13358,13543,26897,8483,9306,17788,18487,18985,37470,367,342,708,3738,3394,7128,1555,1571,3130,759,751,1506,634,989,1620,12357,13209,25569,1262,1301,2565,2381,2673,5055,637,658,1294,332,413,744,80,141,221,21488,22543,44032,408,585,996
SED54605,20446,20415,40861,1002,912,1917,2260,2094,4356,1087,971,2058,1349,1122,2476,2500,2232,4728,2257,2349,4608,2547,2583,5126,2981,2997,5975,2439,2660,5101,1510,1695,3201,518,796,1311,18751,19423,38175,1697,992,2686,467,470,939,24,28,51,19,12,35,513,517,1028,12721,12624,25347,5957,6532,12490,17308,17414,34724,1386,1697,3087,16996,17338,34328,262,231,492,2098,1948,4047,726,670,1394,221,317,544,422,792,1213,6923,7767,14695,2069,2034,4098,4852,4614,9463,1009,973,1983,511,576,1089,67,74,140,17751,18730,36485,2025,1369,3396
SED54701,19238,18424,37662,1186,1130,2317,2532,2440,4972,1053,926,1977,936,842,1775,2114,2151,4262,2271,2281,4553,2547,2385,4935,2849,2586,5437,2235,2035,4267,1193,1186,2382,315,469,778,17568,17024,34590,1669,1402,3075,882,918,1801,22,18,34,16,11,27,917,945,1859,14473,13581,28048,2597,2866,5460,15933,15334,31262,1234,1244,2482,15963,15351,31313,243,260,503,2196,2120,4314,578,588,1164,107,166,274,181,545,728,5991,6760,12755,1678,1782,3459,4194,3306,7503,978,751,1732,652,494,1141,108,93,199,16195,15691,31882,3390,2489,5882
SED54804,21922,23827,45753,1449,1341,2793,2379,2305,4687,1079,1074,2155,1070,1329,2401,4015,4515,8535,3688,3797,7490,2826,2873,5697,2282,2409,4692,1669,2006,3673,1017,1357,2370,438,817,1256,20284,22741,43024,1642,1088,2728,187,183,374,3,0,5,5,0,5,192,190,385,14079,15321,29403,6555,7387,13942,17666,19079,36750,2938,3587,6523,18339,20135,38475,415,395,806,2267,2209,4476,866,928,1792,444,626,1072,810,1271,2081,12146,13905,26054,1414,1356,2769,2365,2670,5035,528,601,1132,293,420,707,56,67,124,19624,21778,41403,1291,1668,2958
SED54905,21150,22091,43240,1028,987,2024,2237,1911,4147,1351,1083,2441,1720,1730,3450,3308,3309,6624,2788,2902,5690,2514,2732,5250,2380,2757,5140,2261,2501,4763,1115,1374,2494,437,789,1228,19906,21041,40944,1247,1048,2292,306,287,596,3,11,13,12,10,25,330,309,637,12879,13185,26065,7220,7881,15099,15886,16225,32114,4153,4788,8936,17580,18276,35858,328,307,638,2140,1817,3960,1153,955,2108,964,977,1936,958,1231,2188,12989,13665,26656,1100,1176,2280,1929,2241,4162,478,469,949,238,310,545,58,96,153,19065,20215,39273,1620,1593,3214
SED55005,25313,25878,51193,1789,1741,3530,4150,3954,8110,1818,1698,3513,1711,1632,3343,3106,3386,6493,4100,4370,8477,3453,3496,6941,2466,2537,5002,1788,1815,3601,718,866,1587,216,380,598,24222,25242,49460,1091,636,1726,477,497,977,14,6,17,10,10,17,497,514,1009,13172,13314,26492,11156,11719,22874,15164,15306,30470,9040,9589,18626,20403,20679,41076,519,532,1054,3960,3783,7744,1402,1380,2779,667,763,1431,728,1138,1871,11170,12147,23325,1813,1818,3631,3767,3651,7423,886,830,1718,520,580,1099,222,296,518,23941,24822,48759,684,816,1503
SED55102,25682,24016,49692,1804,1563,3363,4026,3781,7806,1769,1609,3378,1549,1269,2815,3424,3270,6695,3903,3668,7562,3663,3404,7062,2769,2774,5541,1832,1795,3624,788,726,1517,157,163,321,23883,23095,46980,1795,916,2720,1208,622,1838,43,19,58,43,7,47,1289,650,1941,17474,15997,33471,6824,6976,13801,19464,19613,39078,2955,3358,6310,20373,20643,41019,544,452,993,3799,3581,7382,1238,1213,2448,339,400,743,455,1004,1461,8884,10359,19246,2245,2181,4428,5705,3995,9701,941,775,1710,427,335,758,189,110,302,21656,22760,44419,2877,921,3794
SED55202,24046,24456,48500,1648,1596,3239,3252,3149,6401,1410,1392,2805,1591,1497,3084,3227,3393,6624,3649,3424,7068,3045,2890,5940,2524,2675,5199,2137,2378,4513,1177,1426,2600,382,649,1027,23006,23749,46762,1035,703,1745,598,694,1293,4,9,20,6,12,17,618,712,1330,12780,12688,25465,9821,10434,20253,14752,14939,29688,7738,8071,15809,18932,19114,38044,373,420,786,2988,2883,5871,1020,1087,2108,541,606,1154,739,1228,1962,9491,10050,19544,1940,1904,3843,4276,4274,8552,965,937,1900,757,845,1600,355,422,776,22394,23045,45435,1134,1216,2353
SED55306,21589,22745,44333,1132,1150,2281,3201,3010,6207,1276,1172,2447,785,685,1471,1986,2146,4130,2710,3115,5820,2928,3134,6063,2747,3098,5844,2859,3005,5866,1533,1570,3104,421,670,1085,19169,21014,40181,2425,1733,4154,415,393,813,5,5,13,9,3,16,433,405,840,16116,16860,32981,3970,4560,8527,19119,20209,39323,1010,1258,2266,18953,20037,38991,301,306,606,2981,2786,5769,891,840,1731,146,162,308,322,889,1210,8006,9620,17630,1991,2013,4000,4418,4421,8841,898,774,1675,472,461,937,73,44,118,18651,20345,39000,2178,2417,4590
SED55405,24699,23917,48622,1332,1345,2679,2153,2015,4161,1048,1086,2138,2595,2350,4940,5796,5117,10916,3904,3703,7605,2724,2557,5281,2262,2145,4409,1606,1693,3299,871,1108,1973,416,804,1221,23427,22986,46411,1276,931,2211,495,527,1024,18,8,25,16,8,23,528,540,1069,12960,12639,25601,10123,9910,20030,15783,15042,30826,7173,7248,14418,17559,17250,34811,348,343,696,2026,1882,3911,782,872,1650,1402,1313,2721,1751,1932,3685,14561,14160,28725,1358,1206,2558,2474,2305,4777,515,541,1048,390,551,948,138,178,310,22299,21775,44078,1769,1810,3585
SED55504,24317,25149,49470,1729,1721,3457,3869,3784,7654,1652,1517,3169,1532,1477,3006,3230,3509,6743,3640,3851,7490,3217,3309,6526,2507,2559,5058,1800,1938,3736,897,1082,1979,243,399,643,22884,24430,47318,1436,722,2153,312,352,665,12,11,30,5,7,14,337,376,715,13777,14218,27997,9480,10180,19660,19801,20357,40155,3415,3959,7378,20774,21620,42394,541,532,1076,3699,3622,7317,1219,1204,2427,468,555,1026,544,1127,1665,9943,11636,21580,2141,2101,4241,4282,3783,8069,873,779,1649,349,414,759,93,124,210,22715,24182,46895,586,674,1259
SED55605,24447,24788,49231,1806,1567,3372,4103,3951,8057,1959,1818,3775,1578,1480,3062,2982,3175,6161,3238,3539,6774,3464,3788,7253,2849,2766,5613,1496,1617,3115,764,813,1572,201,272,478,22452,23781,46238,1997,1002,2995,665,691,1354,9,15,23,13,11,24,689,715,1404,16225,16444,32671,6868,7431,14300,21693,22186,43881,1313,1648,2966,20689,21260,41947,535,424,955,3856,3719,7573,1349,1345,2702,380,453,835,457,1069,1533,8410,9946,18364,2498,2453,4944,4951,4685,9634,990,918,1913,335,367,704,58,47,101,22154,23504,45662,740,750,1490
SED55706,21737,21705,43443,1113,1017,2136,2804,2635,5439,1194,1099,2300,737,613,1355,1889,1945,3828,2454,2792,5249,3038,3015,6052,3355,3502,6861,3222,3124,6345,1519,1447,2963,404,515,924,19447,19939,39387,2286,1763,4052,442,441,884,15,25,37,0,5,3,455,472,928,15385,15140,30528,4243,4675,8926,18517,18675,37198,1214,1336,2545,18420,18613,37031,271,255,524,2508,2342,4845,779,779,1560,85,107,194,272,734,1003,7698,9234,16930,1864,1961,3831,4774,3959,8733,991,781,1768,555,415,971,93,57,152,18323,18931,37253,2998,2670,5664
SED55802,26144,26826,52973,2288,2127,4421,3805,3599,7404,1688,1572,3258,1709,1754,3464,4336,4770,9109,4067,4050,8117,3047,3324,6368,2679,2762,5439,1547,1629,3170,741,885,1629,235,352,591,24765,26041,50808,1382,785,2165,631,765,1396,11,15,25,17,26,42,661,803,1461,15340,15675,31017,9735,10329,20058,17368,17487,34859,7545,8084,15633,21961,22322,44282,617,570,1185,3599,3385,6986,1237,1249,2489,542,633,1177,742,1310,2055,11214,12317,23532,2125,2050,4170,4120,4099,8218,873,838,1709,474,603,1078,211,312,522,24473,25489,49964,785,1045,1835
SED55905,19561,20925,40484,1164,1025,2187,2170,2053,4225,1069,1178,2245,1369,1413,2780,2804,2867,5670,2566,2663,5229,2472,2622,5098,2417,2671,5089,1876,2216,4092,1197,1438,2638,453,766,1222,18490,20179,38666,1070,745,1815,427,478,907,3,8,13,8,10,14,441,493,935,12605,13325,25928,5891,6661,12556,15059,15896,30953,3411,4019,7431,16688,17970,34658,333,291,623,2035,1949,3989,780,934,1712,546,695,1236,608,987,1588,8922,10296,19209,1518,1561,3073,3279,3364,6641,783,763,1548,540,705,1248,101,113,217,17933,19333,37270,1400,1811,3204
SED59494,4639,3416,8055,149,153,300,244,230,473,118,147,261,295,256,562,822,692,1512,926,613,1543,842,468,1313,667,477,1144,444,316,758,118,38,155,14,16,30,0,0,0,4639,3416,8055,786,677,1464,11,0,11,13,5,19,819,683,1495,2708,2061,4775,775,656,1431,2185,1896,4079,243,244,486,2120,1823,3943,22,17,34,163,164,327,38,44,76,26,33,62,63,106,169,997,1029,2024,239,218,457,620,423,1036,143,100,241,80,36,118,10,14,30,0,0,0,0,0,0
SED59797,455,58,514,0,0,0,0,0,0,7,3,6,25,11,31,99,14,116,157,11,170,103,9,109,55,3,62,14,4,18,0,0,0,0,0,0,455,57,511,3,0,5,7,3,9,0,0,0,0,0,0,7,3,9,131,24,151,132,14,148,206,29,232,60,4,66,189,29,216,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17,143,30,174,38,0,38,59,6,61,13,0,16,0,0,0,3,0,3,10,4,15,2846,390,3234
