SED_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
SED52404,0,0,0,0,0,0,0,0,0,3,0,19,14,174,40,44,40,16,3,360,0,5,3,33,5,20,26,26,11,134,0,0,0,5,0,0,0,0,5,17,0,4,6,0,0,0,0,0,0,5,0,0,0,0,3,0,7,0,0,6,0,5,0,18,10,11,12,4,0,75,0,0,0,0,0,4,4,0,0,5,0,0,0,0,3,5,4,5,3,22,0,0,0,0,0,7,3,4,0,17,0,0,0,4,0,0,0,0,0,4,0,3,0,13,6,8,32,16,0,86,4,23,31,227,128,106,82,17,0,623,0,0,0,4,5,8,3,0,0,16,0,0,0,7,0,0,4,0,0,14,0,0,0,0,5,0,0,0,0,10,0,3,4,24,9,0,4,0,0,48,0,4,0,12,11,10,24,6,0,71,0,0,0,0,0,0,0,0,0,0,0,23,21,69,56,72,70,32,5,351
SED52505,0,0,3,10,6,6,0,0,0,40,0,37,10,64,6,13,14,13,0,150,0,0,0,13,10,25,28,20,0,105,0,6,4,12,0,3,3,0,0,32,10,18,8,116,28,9,5,0,0,199,0,0,0,4,9,3,3,0,0,21,4,53,141,498,151,169,131,56,6,1203,0,0,0,0,0,0,3,0,0,5,0,4,11,52,12,6,7,0,0,87,0,0,4,19,20,18,13,8,0,80,0,0,3,41,7,0,0,0,0,60,0,4,4,9,9,6,14,16,0,56,15,83,92,257,107,99,42,12,3,704,0,0,0,0,0,0,0,0,0,3,6,17,24,99,24,7,4,0,0,182,0,0,5,9,12,3,0,0,0,22,5,56,81,200,84,31,7,0,0,468,0,0,0,19,10,6,9,0,0,38,0,0,0,0,6,0,0,0,0,8,0,6,22,56,47,62,44,15,4,250
SED52604,0,3,5,3,7,4,0,0,0,18,0,30,36,151,50,49,39,16,4,374,0,0,7,18,11,17,24,11,4,90,0,4,0,5,3,0,3,3,0,17,0,7,4,13,0,0,0,0,0,33,0,0,0,0,0,0,5,3,0,9,0,0,10,36,14,23,34,9,3,130,0,0,0,0,0,5,0,0,0,9,0,0,6,16,0,11,10,3,3,40,0,0,0,8,5,9,11,3,4,37,0,0,7,5,0,0,0,0,0,13,0,0,3,13,12,17,18,23,8,89,3,23,48,172,110,92,73,17,3,544,0,0,0,3,4,9,9,0,0,25,0,0,5,24,0,0,0,0,0,35,0,0,0,7,10,4,3,0,0,18,0,3,9,19,10,15,7,5,0,69,0,0,0,8,9,11,27,0,0,62,0,0,0,0,0,0,0,0,0,3,0,21,44,84,85,115,93,38,7,480
SED52702,0,0,0,0,0,0,0,0,0,0,0,11,6,44,33,34,15,19,5,164,0,0,0,3,3,22,64,44,24,160,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,5,0,9,14,11,6,0,49,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,8,4,0,4,19,0,0,0,0,0,3,3,5,3,7,0,0,0,4,0,0,0,0,0,4,0,9,0,12,14,23,38,30,3,124,0,21,25,93,118,133,106,26,6,518,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,20,0,3,6,7,3,0,0,0,0,17,0,0,0,4,4,6,6,5,0,26,0,0,0,0,0,0,0,0,0,0,0,6,4,20,37,43,44,42,9,204
SED52803,0,5,0,7,0,0,0,0,0,10,0,3,0,43,8,7,3,0,0,66,0,0,0,8,0,4,6,3,0,19,0,0,0,0,0,0,0,0,0,4,0,4,0,11,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,8,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,19,0,0,0,6,0,6,8,4,0,23,11,97,149,469,277,259,120,13,0,1398,0,0,0,0,0,0,3,0,0,5,0,3,5,24,0,3,0,0,0,34,3,8,16,32,22,4,0,0,0,90,0,43,57,172,71,35,3,0,0,377,0,0,0,0,4,4,5,0,0,10,0,0,0,9,5,5,4,0,0,19,0,0,0,19,17,23,10,5,0,79
SED52903,0,0,0,0,0,0,0,0,0,0,0,0,3,25,6,9,8,4,0,49,0,0,0,26,0,0,7,3,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,6,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,4,0,5,10,0,0,29,0,9,16,104,55,63,43,8,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,4,8,0,0,0,0,10,0,15,29,57,25,13,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,19,7,16,9,0,3,51
SED53004,0,0,0,0,0,0,0,0,0,7,0,20,20,184,36,26,35,19,4,350,0,3,0,24,10,20,45,33,14,151,0,8,4,4,5,0,0,0,0,28,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,5,0,0,12,29,15,26,22,15,5,120,0,0,0,0,0,5,4,4,0,8,0,0,0,6,3,3,7,0,6,24,0,0,0,0,5,12,12,3,0,43,0,0,0,4,3,0,0,0,0,3,0,5,10,4,10,4,27,13,5,82,0,27,28,176,116,114,90,27,0,576,0,0,0,7,5,5,19,6,0,44,0,0,0,11,0,0,3,0,0,17,0,0,0,0,6,0,0,0,0,7,0,7,12,15,8,8,4,0,0,56,0,0,0,7,3,10,13,8,0,40,0,0,0,0,0,0,0,0,0,4,0,8,23,54,56,67,58,40,12,324
SED53105,0,0,6,13,3,0,0,0,0,23,0,12,0,50,18,5,10,5,6,108,0,0,0,11,3,22,25,21,3,86,0,3,0,4,5,0,0,0,0,13,0,4,9,49,9,15,0,4,0,87,0,0,3,0,3,0,0,0,0,16,0,15,21,105,26,26,21,0,0,224,0,0,0,3,0,0,5,5,0,8,0,0,8,21,3,5,0,0,0,43,0,0,0,6,3,5,3,6,0,24,0,0,0,16,5,0,0,0,0,20,0,4,0,4,9,11,15,15,4,59,8,81,122,428,194,130,69,18,3,1050,0,0,0,5,0,0,0,0,0,10,0,11,9,40,7,7,0,0,0,78,0,0,0,0,7,0,0,0,0,12,0,133,187,289,198,48,14,5,0,875,0,0,0,3,5,3,4,0,0,18,0,0,0,6,5,3,0,0,0,11,0,11,12,67,47,48,29,29,7,247
SED53204,0,6,15,52,32,14,6,0,0,132,0,9,8,108,16,8,11,5,0,175,0,0,6,20,14,35,48,32,12,164,0,0,0,4,0,0,0,0,0,6,0,0,6,17,4,5,0,0,0,30,0,0,0,12,6,5,9,0,0,33,0,9,19,93,48,43,24,11,4,248,0,0,0,0,0,0,3,0,0,5,0,5,5,31,9,22,16,5,0,87,0,0,5,45,35,24,22,12,0,155,0,0,3,19,0,0,0,0,0,20,0,0,3,4,5,9,10,5,3,45,3,50,62,207,123,82,51,13,0,591,0,6,10,104,75,45,31,12,3,276,4,13,22,23,12,7,0,6,0,88,0,0,0,0,9,0,0,0,0,11,0,24,57,111,69,21,13,6,0,299,0,0,5,13,9,12,17,5,0,63,0,0,0,0,4,3,0,0,0,5,0,0,10,41,30,48,28,10,4,170
SED53306,0,0,0,0,0,4,0,0,0,6,0,5,13,43,7,9,13,11,0,108,0,0,0,5,3,7,28,20,9,68,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,3,10,17,11,3,0,0,47,0,0,0,0,0,0,4,4,0,7,0,0,4,6,3,0,6,0,0,26,0,0,0,0,6,8,0,0,3,14,0,0,3,18,0,0,0,0,0,23,0,3,0,9,8,6,32,34,13,110,0,64,83,246,147,151,115,38,3,853,0,0,0,0,0,0,0,5,0,3,0,0,0,12,0,0,0,0,4,22,0,0,5,6,5,0,0,0,0,19,0,43,69,115,56,18,0,0,0,302,0,0,0,0,4,4,7,3,0,14,0,0,0,0,0,0,0,0,0,11,0,9,21,41,36,58,50,39,16,274
SED53402,0,3,5,12,7,0,5,0,0,32,0,0,11,165,26,22,12,13,6,261,0,0,0,60,15,25,56,58,31,256,3,5,0,9,10,3,5,0,0,30,0,3,4,39,0,0,4,0,0,53,0,0,0,10,0,0,0,0,0,10,0,4,18,108,40,33,33,14,3,260,0,0,0,0,4,0,9,4,0,17,0,0,0,36,10,17,9,4,0,79,0,0,0,18,8,18,27,5,3,80,0,0,23,92,5,0,0,0,0,121,0,0,4,15,7,3,15,15,3,71,6,5,18,194,77,99,66,22,0,488,0,0,0,4,6,0,3,4,0,23,4,0,25,51,5,8,0,0,0,93,0,0,0,8,8,3,6,0,0,19,0,12,23,68,26,11,9,0,0,157,0,0,0,22,15,13,26,7,7,98,0,0,0,0,0,0,0,0,0,5,0,3,8,62,39,34,29,11,3,197
SED53502,0,4,0,19,3,0,3,0,0,34,0,10,0,50,20,15,12,9,0,122,0,0,0,9,9,24,64,53,34,200,0,0,3,5,4,0,0,0,0,14,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,11,25,10,18,7,6,0,82,0,0,0,0,0,0,7,7,0,11,0,0,3,29,7,5,4,0,0,46,0,0,3,17,8,6,6,5,0,43,0,3,4,29,4,0,0,0,0,47,0,0,0,13,8,9,30,25,8,84,4,37,75,269,142,189,100,23,4,840,0,0,5,7,4,0,0,0,0,14,0,3,5,21,3,0,0,0,0,36,0,0,4,5,0,0,3,0,0,10,4,62,142,213,130,40,13,3,0,612,0,0,0,14,9,3,12,0,3,42,0,0,0,5,0,0,0,0,0,6,0,0,9,28,27,48,56,23,8,189
SED53602,0,29,28,121,54,42,11,7,0,290,0,0,7,64,4,9,4,5,5,92,0,5,8,23,17,42,71,62,35,270,0,0,5,7,4,0,0,0,0,14,0,0,3,11,6,0,0,0,0,15,0,0,7,12,8,6,4,0,0,33,7,51,21,121,20,39,53,19,0,333,0,0,0,0,0,0,8,8,0,17,0,4,5,26,9,18,21,12,0,100,4,26,94,365,155,111,77,30,6,868,0,0,0,24,0,0,5,0,0,27,0,0,0,3,4,3,11,11,4,37,11,31,60,172,73,77,42,15,4,484,0,0,6,74,65,81,104,32,6,376,0,15,59,140,11,6,9,0,0,242,0,0,0,3,0,0,0,0,0,8,0,34,69,110,101,24,13,3,0,342,0,0,3,19,9,12,29,6,0,85,0,0,0,3,0,0,0,0,0,5,0,0,3,18,8,34,26,28,10,126
SED53701,0,0,0,6,0,0,0,0,0,4,0,3,5,25,7,7,7,8,3,61,0,0,0,7,4,7,21,11,0,51,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,9,8,4,4,3,0,26,0,0,0,0,0,0,4,4,0,11,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,9,0,0,7,0,0,0,7,0,0,0,0,0,7,0,0,3,3,3,20,27,17,8,80,0,9,13,120,117,155,103,41,3,563,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,21,26,63,22,3,0,0,0,135,0,0,0,0,0,3,5,0,0,11,0,0,0,4,4,0,0,0,0,7,0,0,0,17,13,35,31,21,3,117
SED53802,0,14,11,51,27,23,8,0,0,129,0,3,9,190,18,13,15,9,6,257,0,7,10,59,32,57,180,175,67,584,0,0,4,8,3,0,0,0,0,13,0,4,4,49,8,0,3,0,0,74,0,3,0,13,3,3,5,0,0,25,0,13,17,147,53,39,47,41,3,366,0,0,0,0,0,3,10,0,0,14,0,0,12,49,5,11,9,6,0,104,0,0,4,21,29,34,35,14,8,142,0,5,7,46,3,0,0,0,0,64,0,0,3,4,3,3,14,14,11,59,0,23,54,169,71,65,56,13,0,453,0,10,0,20,27,19,52,23,3,152,0,10,69,162,12,3,0,0,0,266,0,0,0,0,3,0,0,0,0,6,0,35,49,87,65,21,5,0,0,272,0,7,0,24,12,11,23,8,9,82,0,0,3,5,0,0,0,0,0,7,0,0,5,22,21,36,26,23,0,131
SED53902,0,0,5,15,15,5,5,3,0,39,0,5,8,149,19,18,27,10,0,226,0,9,8,62,21,41,100,114,74,422,0,3,10,17,6,3,4,0,0,41,0,4,5,40,8,0,0,0,0,55,0,0,0,4,3,0,0,0,0,11,0,9,19,103,30,29,43,25,3,262,0,0,0,3,0,0,0,0,0,11,0,0,11,27,10,10,9,4,0,72,0,0,0,16,11,10,24,4,0,70,0,4,7,61,9,0,0,0,0,82,0,0,4,6,8,8,11,15,11,64,0,17,19,147,66,74,49,18,8,405,0,0,0,10,14,10,15,11,7,72,6,10,24,84,8,0,0,0,0,136,0,0,0,3,4,4,3,0,0,11,0,12,8,40,19,11,0,0,0,100,0,5,3,18,9,12,18,3,11,79,0,0,0,0,0,0,0,0,0,0,0,0,11,39,35,32,23,20,9,170
SED54006,0,0,0,0,0,0,0,0,0,4,0,4,0,21,6,14,10,9,5,55,0,0,0,3,6,11,45,41,21,122,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,4,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,37,26,11,91,3,27,41,163,135,149,118,39,9,669,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,12,0,45,35,139,38,17,0,0,0,272,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,5,12,25,36,35,20,11,144
SED54104,0,0,0,5,5,3,0,0,0,12,0,12,4,112,21,34,31,12,3,234,0,0,6,52,19,14,21,28,9,151,6,31,14,41,26,8,0,0,0,120,0,8,15,34,10,6,0,0,0,73,0,0,0,3,0,3,0,0,0,13,7,23,53,129,78,60,79,47,22,491,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,3,0,21,0,0,0,4,4,5,4,0,0,19,0,0,0,21,0,0,0,0,0,27,0,8,10,10,22,16,24,8,0,105,0,14,34,92,70,62,59,28,8,366,0,0,0,0,0,0,0,0,0,3,4,9,3,39,6,6,0,0,0,71,0,0,0,0,5,7,0,0,0,17,0,5,13,49,8,0,0,0,0,78,0,0,0,20,9,4,7,3,6,50,0,0,0,0,0,0,0,0,0,0,0,16,27,63,47,49,48,19,4,280
SED54203,0,0,0,0,0,0,0,0,0,0,0,0,3,41,6,4,3,3,0,61,0,0,0,20,0,5,4,3,6,38,0,0,0,4,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,29,5,0,3,0,0,40,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,4,3,8,11,4,0,28,0,5,29,150,91,90,42,13,3,420,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,0,8,6,0,0,0,8,0,6,19,50,18,9,0,0,0,114,0,0,0,3,3,3,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,6,10,11,16,9,3,3,54
SED54304,0,0,0,17,0,3,0,0,0,31,0,4,12,275,34,26,23,3,0,383,0,0,22,151,16,32,72,64,52,412,11,10,13,122,26,9,9,0,0,207,3,6,13,177,12,4,4,0,0,218,0,0,0,11,5,0,3,0,0,19,0,11,60,257,49,24,43,19,3,460,0,0,0,0,0,5,0,0,0,4,0,0,9,33,7,3,5,0,5,64,0,0,0,14,7,14,9,9,3,55,0,0,25,105,0,0,0,0,0,136,0,0,3,18,10,5,11,4,0,56,0,7,30,257,124,129,49,11,5,617,0,0,0,7,5,12,9,14,4,51,0,0,13,63,7,4,0,3,5,94,0,0,0,6,7,4,0,0,0,19,4,4,35,124,32,15,8,0,0,205,0,3,4,38,7,12,17,3,3,91,0,0,0,0,0,0,0,0,0,3,0,3,11,124,60,63,35,20,0,315
SED54403,0,0,0,4,0,0,0,0,0,4,0,0,0,95,8,11,0,0,0,122,0,0,0,12,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,6,0,0,3,12,0,0,0,0,0,16,0,0,0,4,0,6,0,0,0,6,0,0,6,31,7,3,3,0,0,56,0,0,0,0,0,0,0,0,0,9,0,0,3,15,8,0,0,0,0,28,0,0,0,13,9,3,0,0,0,23,0,0,5,21,0,0,0,0,0,26,0,0,0,10,9,0,3,5,0,29,13,54,91,538,284,295,61,0,0,1343,0,0,0,7,0,6,3,0,0,19,0,0,4,32,5,0,0,0,0,40,0,3,7,15,8,8,4,0,0,46,0,56,67,239,140,55,9,0,0,570,0,0,0,9,0,0,0,0,0,10,0,0,0,3,5,0,0,0,0,6,0,8,6,34,21,37,4,0,0,114
SED54505,0,8,4,8,14,3,0,0,0,45,0,20,3,20,11,9,22,6,0,100,0,0,0,13,3,9,37,25,8,104,0,3,4,4,9,5,4,0,0,22,6,37,39,96,65,26,6,4,0,280,0,0,0,0,4,6,3,0,0,14,0,115,209,435,243,193,231,97,17,1542,0,0,0,0,0,0,0,0,0,6,0,0,3,10,7,4,0,4,0,31,0,0,3,12,7,13,10,5,0,62,0,0,0,16,5,0,0,0,0,26,0,0,0,11,4,4,16,19,5,68,0,50,50,75,69,74,41,28,13,394,0,0,0,0,0,0,0,0,0,4,0,26,26,63,23,10,9,0,0,155,0,0,6,0,0,0,3,0,0,10,0,9,25,34,22,7,4,0,0,95,0,5,0,3,10,6,7,9,5,35,0,0,0,0,0,0,0,0,0,5,0,0,15,16,40,47,40,20,10,194
SED54605,0,0,0,0,0,0,0,0,0,5,0,0,8,33,10,18,13,13,4,110,0,0,0,4,9,6,18,20,11,70,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,6,0,4,17,3,13,3,5,0,51,0,0,0,0,0,0,6,3,0,11,0,0,0,3,0,7,5,0,0,18,0,0,0,6,9,7,0,0,0,20,0,0,4,4,0,0,0,0,0,10,0,3,0,11,8,9,39,24,4,103,9,46,76,252,135,184,96,38,0,841,0,0,0,0,0,0,4,0,0,9,0,0,0,5,3,0,0,0,0,11,0,0,0,5,8,7,0,0,0,16,3,21,30,44,39,7,3,0,0,148,0,3,4,13,5,3,5,0,0,29,0,0,4,3,6,0,0,0,0,12,0,12,23,41,48,86,96,56,15,371
SED54701,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,3,5,0,36,0,0,0,3,0,3,16,15,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,13,5,8,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,22,7,3,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,23,10,5,55,3,19,29,158,86,123,75,29,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,3,4,0,0,0,8,5,32,22,95,26,3,3,0,0,185,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,11,9,23,13,17,0,67
SED54804,0,0,0,4,0,5,0,0,0,15,0,5,12,186,33,34,16,14,6,300,0,0,4,90,21,23,41,38,27,244,0,4,6,8,15,0,0,0,0,38,0,4,0,9,0,0,0,0,0,25,0,0,0,3,6,0,3,0,0,9,0,6,15,49,23,16,16,6,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,3,0,20,0,0,0,0,0,4,0,0,3,20,0,0,3,5,0,0,0,0,0,11,0,0,0,14,8,4,8,14,4,55,3,11,27,360,102,93,68,10,3,681,0,0,0,3,0,6,0,0,3,17,0,0,0,5,0,0,0,0,0,8,0,0,0,3,4,0,5,0,0,12,0,0,7,26,4,10,0,0,0,51,0,0,0,21,9,8,13,6,7,61,0,0,0,3,0,0,0,0,0,3,4,4,11,90,30,40,25,16,6,218
SED54905,0,4,3,8,10,6,0,3,0,34,0,4,0,86,21,14,19,5,5,165,0,4,8,31,16,13,48,22,9,153,4,11,10,19,8,5,3,0,0,58,0,4,9,43,10,8,3,4,0,85,0,0,0,3,3,5,8,0,0,22,0,16,50,179,78,61,70,49,10,508,0,0,0,0,0,0,3,0,0,7,0,0,7,23,5,13,5,0,0,53,0,0,4,12,10,11,7,9,4,53,0,0,18,58,0,0,0,0,0,77,0,0,0,12,7,8,19,15,0,64,0,6,21,123,77,93,60,26,0,412,0,0,0,0,0,0,3,0,0,7,0,0,38,60,4,0,3,0,0,103,0,0,4,9,5,9,0,0,0,21,3,12,15,33,8,7,3,0,0,83,0,3,0,15,3,11,16,0,5,55,0,0,0,0,0,0,0,0,0,0,0,0,12,46,38,36,51,30,6,216
SED55005,0,3,12,45,27,22,3,0,4,114,0,13,4,31,9,5,13,12,3,87,0,0,0,11,0,7,21,13,7,59,0,0,0,0,0,0,0,0,0,3,0,7,7,55,10,0,5,3,0,78,0,0,3,6,18,3,0,0,0,31,5,37,117,319,136,135,122,19,8,898,0,0,0,0,0,3,4,0,0,8,0,4,10,52,21,7,4,5,0,107,3,0,13,69,34,30,28,7,4,181,0,0,3,24,4,0,0,0,0,28,0,0,0,0,3,9,14,21,6,59,13,60,85,217,133,122,66,18,8,715,0,0,0,0,0,0,0,0,0,3,3,55,37,163,49,18,11,0,0,334,0,4,3,0,4,5,5,0,0,18,3,52,88,163,89,41,12,0,0,446,0,0,0,8,3,6,12,0,0,26,0,0,0,4,0,0,0,0,0,8,0,3,12,34,32,38,41,19,11,197
SED55102,0,0,4,23,4,3,0,0,0,44,0,4,0,46,16,12,12,8,3,103,0,0,0,10,0,16,47,15,7,109,0,0,0,0,0,6,0,0,0,10,0,0,0,3,0,0,0,0,0,9,0,0,0,4,4,0,0,0,0,13,0,6,8,33,22,11,3,0,0,97,0,0,3,0,0,4,4,0,0,18,0,0,6,22,13,3,5,0,0,58,0,0,0,13,9,8,4,3,0,43,0,0,0,5,0,0,0,0,0,5,0,0,3,5,12,8,18,14,3,63,8,72,115,355,208,176,104,21,4,1070,0,0,0,9,5,0,0,0,0,17,0,4,3,20,4,0,0,0,0,33,0,0,0,4,9,5,0,0,0,19,0,24,44,77,39,10,3,0,0,204,0,0,0,14,10,0,6,0,0,30,0,0,0,4,0,0,0,0,0,5,0,0,17,45,37,70,52,9,4,234
