SED_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SED52102,..,15,737,1654,1389,1344,1142,565,156,7003,..,157,637,423,288,195,89,23,0,1818,..,0,21,95,137,77,38,17,3,397,4236,..,..,..,..,..,..,..,..,4236,..,925,..,..,..,..,..,..,..,925,..,889,489,194,101,31,3,0,0,1710,..,139,133,56,43,51,47,23,8,497,..,79,97,38,41,23,5,10,0,296,..,109,187,92,99,79,45,6,3,616,..,53,208,318,336,361,272,161,63,1767,64,62,51,52,34,16,16,16,3,311,4309,2437,2565,2922,2464,2185,1652,808,237,19580,..,44,1160,1799,1434,1377,1042,426,66,7338,..,244,738,412,298,170,67,21,0,1951,..,35,220,458,400,256,111,59,32,1572,3917,..,..,..,..,..,..,..,..,3917,..,965,..,..,..,..,..,..,..,965,..,629,285,77,47,27,9,0,0,1074,..,114,64,33,46,103,118,64,39,575,..,58,50,20,16,14,0,0,0,164
SED52205,..,12,453,1165,1252,1253,1091,678,182,6100,..,113,852,635,414,283,181,42,7,2532,..,0,30,78,140,98,44,18,12,431,3053,..,..,..,..,..,..,..,..,3053,..,780,..,..,..,..,..,..,..,780,..,586,314,160,133,62,19,0,0,1274,..,106,73,25,39,39,34,16,13,337,..,32,98,52,27,14,17,4,0,239,..,206,436,157,92,100,69,33,0,1095,..,89,374,421,491,577,515,237,113,2821,52,69,86,59,56,42,34,14,10,413,3105,1997,2712,2759,2636,2468,2011,1037,341,19063,..,17,713,1369,1318,1283,1070,486,67,6329,..,200,1033,603,436,291,127,24,3,2717,..,17,150,348,485,305,124,103,73,1608,2936,..,..,..,..,..,..,..,..,2936,..,835,..,..,..,..,..,..,..,835,..,441,204,54,59,51,14,0,0,820,..,79,56,21,30,59,75,39,46,400,..,64,90,22,9,11,8,4,0,213
SED52301,..,16,497,947,1161,1201,1059,558,147,5581,..,196,545,327,268,261,111,29,16,1746,..,6,34,80,114,73,35,26,7,375,3501,..,..,..,..,..,..,..,..,3501,..,590,..,..,..,..,..,..,..,590,..,744,261,139,84,29,4,0,0,1255,..,137,59,45,44,40,35,15,10,389,..,54,57,25,21,11,6,4,0,176,..,91,124,51,46,55,39,11,7,417,..,109,223,230,333,442,327,184,74,1921,66,78,53,43,54,48,61,25,7,431,3566,2008,1848,1882,2123,2162,1676,856,264,16395,..,49,743,1161,1346,1215,975,436,63,5993,..,318,581,354,325,240,88,26,5,1930,..,62,260,397,350,193,88,65,28,1450,3355,..,..,..,..,..,..,..,..,3355,..,651,..,..,..,..,..,..,..,651,..,442,130,61,47,34,5,0,0,719,..,120,34,24,34,58,72,58,22,425,..,58,32,14,3,9,11,9,0,139
SED52404,..,4,580,1640,1734,1707,1656,710,130,8157,..,91,651,428,293,182,80,20,7,1763,..,0,10,76,128,75,28,26,14,361,4011,..,..,..,..,..,..,..,..,4011,..,1149,..,..,..,..,..,..,..,1149,..,801,479,164,95,37,3,0,0,1582,..,86,61,22,27,25,23,9,11,262,..,46,54,21,11,16,8,4,0,158,..,101,141,65,53,38,31,9,0,440,..,47,145,213,238,245,233,119,46,1289,44,41,45,41,23,24,27,6,0,265,4053,2360,2176,2682,2610,2349,2100,896,212,19443,..,25,859,1915,1829,1814,1486,497,72,8496,..,152,800,446,274,177,70,9,0,1934,..,15,124,304,406,245,101,59,28,1281,3758,..,..,..,..,..,..,..,..,3758,..,1243,..,..,..,..,..,..,..,1243,..,496,268,64,37,29,7,0,0,903,..,66,46,17,19,61,78,54,37,370,..,45,28,14,6,12,5,0,0,103
SED52505,..,27,1529,3750,2363,1946,1516,525,98,11753,..,98,711,366,232,168,64,19,0,1661,..,0,26,64,100,69,21,12,8,300,6568,..,..,..,..,..,..,..,..,6568,..,1620,..,..,..,..,..,..,..,1620,..,960,642,145,71,23,4,0,0,1849,..,164,199,55,23,21,43,23,4,535,..,77,132,49,30,18,4,3,0,311,..,78,190,71,26,21,26,7,6,426,..,50,234,194,138,144,125,40,26,952,43,44,60,39,24,34,17,4,0,263,6614,3119,3727,4738,3007,2451,1821,638,130,26246,..,69,2402,3888,2328,1945,1264,327,34,12256,..,198,785,389,236,147,60,5,0,1820,..,23,156,390,387,223,88,44,31,1351,6393,..,..,..,..,..,..,..,..,6393,..,1687,..,..,..,..,..,..,..,1687,..,700,482,81,44,36,10,0,0,1351,..,146,135,44,28,128,155,89,46,767,..,63,86,23,15,11,4,0,0,198
SED52604,..,12,457,1385,1877,2068,1522,580,124,8017,..,114,520,315,253,196,77,17,3,1494,..,3,19,61,118,82,38,11,6,339,3458,..,..,..,..,..,..,..,..,3458,..,1177,..,..,..,..,..,..,..,1177,..,978,521,137,81,24,8,0,0,1747,..,87,54,30,16,32,31,21,6,270,..,49,78,37,22,15,0,3,0,202,..,177,232,93,48,52,29,17,0,653,..,76,219,204,181,250,226,111,42,1312,39,58,49,34,28,28,18,7,0,266,3495,2727,2142,2306,2624,2751,1941,764,184,18933,..,27,732,1657,2096,2140,1300,427,63,8441,..,167,601,328,265,172,70,8,0,1611,..,20,131,296,347,220,88,40,33,1176,3173,..,..,..,..,..,..,..,..,3173,..,1218,..,..,..,..,..,..,..,1218,..,647,322,65,32,18,10,0,0,1089,..,70,40,3,17,52,73,71,59,377,..,65,49,7,8,6,3,0,0,147
SED52702,..,10,355,1221,1791,1769,1718,1058,236,8162,..,40,299,272,308,262,137,46,10,1373,..,0,9,53,86,75,40,18,16,300,3463,..,..,..,..,..,..,..,..,3463,..,1087,..,..,..,..,..,..,..,1087,..,904,408,143,116,48,10,0,0,1630,..,52,39,25,25,34,32,26,18,258,..,36,35,10,23,13,15,4,0,135,..,25,25,23,32,51,32,9,0,192,..,36,71,95,144,218,246,183,96,1088,49,58,33,36,30,28,24,18,5,279,3512,2250,1272,1885,2561,2502,2250,1359,379,17975,..,13,579,1541,2013,1851,1663,766,121,8548,..,83,340,349,361,224,114,26,3,1494,..,11,83,220,273,174,78,68,45,955,3231,..,..,..,..,..,..,..,..,3231,..,1067,..,..,..,..,..,..,..,1067,..,559,265,75,48,32,10,0,0,983,..,46,10,9,18,40,83,83,49,345,..,46,40,10,17,15,6,3,0,140
SED52803,..,24,564,1046,1026,1007,545,181,30,4429,..,255,732,420,318,230,59,13,0,2032,..,8,34,78,117,48,30,9,4,323,3454,..,..,..,..,..,..,..,..,3454,..,449,..,..,..,..,..,..,..,449,..,630,209,72,62,21,4,0,0,994,..,135,80,61,35,56,30,15,5,413,..,58,61,29,23,16,11,6,0,204,..,141,188,85,74,49,17,13,0,575,..,121,328,307,373,476,324,123,20,2071,57,66,83,59,52,58,47,15,3,438,3509,1874,2279,2164,2078,1965,1066,372,59,15366,..,45,805,1207,1034,931,411,120,14,4557,..,400,788,409,352,160,44,9,0,2169,..,59,217,267,198,107,52,38,11,957,3231,..,..,..,..,..,..,..,..,3231,..,409,..,..,..,..,..,..,..,409,..,406,111,39,25,17,6,0,0,594,..,104,39,26,45,59,64,27,14,373,..,44,31,14,9,6,0,0,0,104
SED52903,..,77,453,767,715,592,368,93,9,3083,..,172,685,515,390,260,94,20,0,2148,..,12,39,86,99,58,40,13,0,343,3592,..,..,..,..,..,..,..,..,3592,..,324,..,..,..,..,..,..,..,324,..,607,248,128,35,12,0,0,0,1026,..,302,155,122,108,81,39,21,7,835,..,40,76,35,20,16,3,0,0,198,..,56,155,64,51,64,47,9,0,450,..,62,212,205,268,291,218,68,8,1340,82,74,67,54,47,53,23,9,3,413,3675,1723,2102,1976,1739,1429,843,234,36,13748,..,96,597,888,709,592,246,61,6,3195,..,243,791,580,377,215,51,15,0,2265,..,126,364,413,302,154,92,33,9,1493,3377,..,..,..,..,..,..,..,..,3377,..,360,..,..,..,..,..,..,..,360,..,496,122,62,33,12,3,0,0,725,..,242,114,71,94,116,74,27,13,747,..,50,78,18,26,16,4,0,0,203
SED53004,..,3,508,1683,1660,1660,1921,811,184,8434,..,52,468,408,270,177,83,30,4,1489,..,0,14,79,124,87,45,16,11,377,3861,..,..,..,..,..,..,..,..,3861,..,1126,..,..,..,..,..,..,..,1126,..,892,484,190,115,38,4,0,0,1730,..,87,60,26,23,27,26,19,17,280,..,40,43,28,7,11,4,4,0,138,..,48,120,38,35,43,30,4,0,316,..,37,119,151,218,222,269,149,76,1236,40,54,36,34,17,14,23,15,6,231,3903,2347,1854,2639,2471,2276,2400,1043,291,19234,..,13,786,1886,1786,1867,1715,574,98,8733,..,106,595,402,274,171,62,20,0,1632,..,13,81,307,415,224,107,60,47,1251,3691,..,..,..,..,..,..,..,..,3691,..,1196,..,..,..,..,..,..,..,1196,..,568,264,86,49,39,11,0,0,1017,..,54,38,11,10,55,99,63,38,366,..,38,42,10,11,11,0,0,4,113
SED53105,..,23,1002,2313,1700,1149,856,413,88,7549,..,235,860,518,311,182,77,9,0,2192,..,10,42,115,145,77,37,21,8,446,5724,..,..,..,..,..,..,..,..,5724,..,995,..,..,..,..,..,..,..,995,..,964,460,159,93,38,6,0,0,1725,..,164,135,48,43,50,51,29,13,531,..,101,104,64,28,28,7,0,0,331,..,119,199,107,99,81,49,12,3,659,..,80,340,359,367,350,229,115,51,1885,52,63,81,42,35,24,15,6,0,328,5778,2757,3223,3723,2810,1989,1316,610,160,22363,..,51,1578,2535,1629,1110,766,274,41,7992,..,359,960,548,307,142,62,12,0,2383,..,89,380,570,439,256,100,59,35,1920,5251,..,..,..,..,..,..,..,..,5251,..,1031,..,..,..,..,..,..,..,1031,..,662,275,64,60,21,5,0,0,1084,..,138,81,25,42,110,121,52,27,605,..,89,51,17,14,8,0,0,0,183
SED53204,..,22,1030,2635,2358,1799,1086,462,109,9495,..,108,572,394,275,150,53,17,0,1571,..,0,23,67,137,71,32,7,4,338,5464,..,..,..,..,..,..,..,..,5464,..,1535,..,..,..,..,..,..,..,1535,..,1170,657,166,78,26,3,0,0,2099,..,133,113,44,47,43,48,29,12,475,..,51,72,32,25,14,9,0,0,197,..,66,124,62,32,27,21,7,0,341,..,36,164,183,192,164,126,75,39,972,39,59,55,28,23,22,5,10,3,254,5506,3181,2816,3605,3157,2313,1386,604,165,22746,..,64,1616,2891,2378,1616,880,353,46,9851,..,162,691,406,254,140,49,17,0,1713,..,26,197,391,453,244,120,46,20,1496,5214,..,..,..,..,..,..,..,..,5214,..,1644,..,..,..,..,..,..,..,1644,..,848,456,82,40,22,0,0,0,1452,..,113,74,35,50,121,140,67,53,660,..,51,38,14,8,12,4,4,3,128
SED53306,..,24,581,1085,1170,1292,1369,1060,282,6858,..,248,587,381,293,212,155,58,13,1940,..,0,36,101,117,95,39,22,14,428,3983,..,..,..,..,..,..,..,..,3983,..,808,..,..,..,..,..,..,..,808,..,815,366,179,95,47,9,0,0,1508,..,134,83,44,38,45,40,19,13,414,..,66,79,31,36,16,9,3,3,246,..,94,151,69,78,73,74,22,10,551,..,77,253,253,373,427,524,338,169,2414,63,79,67,57,50,48,40,23,3,430,4040,2347,2197,2187,2245,2249,2264,1546,505,19586,..,59,908,1364,1326,1422,1368,812,156,7405,..,350,703,416,287,225,114,51,7,2149,..,88,423,498,502,240,114,68,50,1982,4005,..,..,..,..,..,..,..,..,4005,..,860,..,..,..,..,..,..,..,860,..,548,187,69,42,36,14,0,0,901,..,114,51,28,48,111,97,55,43,541,..,80,45,23,11,11,6,0,0,175
SED53402,..,13,872,1806,1409,1135,896,407,138,6668,..,141,978,631,348,248,109,32,3,2489,..,6,8,60,93,72,42,10,14,294,3425,..,..,..,..,..,..,..,..,3425,..,847,..,..,..,..,..,..,..,847,..,471,328,94,86,39,5,0,0,1034,..,113,106,36,25,38,14,18,10,367,..,59,109,36,25,20,3,4,0,254,..,251,481,156,120,94,60,25,4,1184,..,123,497,542,439,516,474,248,71,2912,32,49,86,51,48,35,24,7,3,340,3460,2074,3462,3410,2596,2192,1632,750,233,19807,..,44,1238,1876,1435,1065,788,314,65,6817,..,230,1068,545,356,212,86,20,3,2519,..,18,113,320,409,237,87,59,58,1297,3145,..,..,..,..,..,..,..,..,3145,..,844,..,..,..,..,..,..,..,844,..,348,224,81,31,26,9,0,0,727,..,119,74,28,26,66,73,48,33,471,..,63,77,20,11,6,0,0,0,178
SED53502,..,31,808,1509,1376,1402,1159,674,151,7105,..,219,754,435,325,246,120,40,8,2141,..,9,36,83,172,92,48,23,15,479,4039,..,..,..,..,..,..,..,..,4039,..,923,..,..,..,..,..,..,..,923,..,986,507,204,122,49,13,0,0,1874,..,159,138,53,52,80,59,20,9,576,..,87,97,44,26,21,10,4,0,288,..,110,225,104,99,112,58,18,5,730,..,85,363,360,440,483,408,230,88,2457,49,72,71,62,32,33,23,12,5,359,4089,2665,3000,2856,2643,2512,1904,1019,275,20970,..,56,1230,1663,1497,1404,1044,468,85,7441,..,354,845,455,327,230,86,35,4,2339,..,71,294,467,515,312,132,101,45,1925,3866,..,..,..,..,..,..,..,..,3866,..,921,..,..,..,..,..,..,..,921,..,601,268,84,66,33,10,0,0,1058,..,143,72,23,42,101,123,76,33,620,..,74,36,21,11,9,6,0,0,156
SED53602,..,41,961,1528,1424,1462,1225,588,114,7337,..,136,483,336,212,133,72,27,3,1415,..,5,28,64,152,96,69,41,13,469,4578,..,..,..,..,..,..,..,..,4578,..,1256,..,..,..,..,..,..,..,1256,..,984,821,298,188,58,10,0,0,2355,..,236,222,107,95,86,53,33,19,840,..,100,145,90,53,35,13,5,0,443,..,194,380,189,130,94,63,17,7,1060,..,77,362,342,383,447,371,218,62,2259,64,57,77,71,40,36,28,12,6,384,4641,3087,3476,3031,2675,2442,1901,929,218,22398,..,112,1394,1783,1444,1364,999,370,41,7508,..,211,550,305,206,117,66,15,6,1477,..,76,359,500,598,383,203,123,55,2284,4193,..,..,..,..,..,..,..,..,4193,..,1311,..,..,..,..,..,..,..,1311,..,687,485,130,78,42,9,0,0,1434,..,188,107,49,69,154,170,77,56,867,..,68,85,29,28,22,5,0,0,234
SED53701,..,13,340,880,1190,1602,1572,834,144,6576,..,119,371,284,299,271,177,52,8,1575,..,8,16,60,75,70,24,15,8,281,2812,..,..,..,..,..,..,..,..,2812,..,435,..,..,..,..,..,..,..,435,..,561,247,122,89,43,7,0,0,1073,..,73,35,18,23,35,65,28,9,283,..,27,43,32,17,21,11,8,0,153,..,24,63,40,42,88,67,31,3,351,..,81,139,167,347,519,601,269,81,2206,72,73,71,54,87,84,108,35,12,583,2889,1409,1317,1654,2174,2723,2635,1266,270,16334,..,16,518,1134,1377,1743,1478,582,68,6920,..,173,434,327,324,269,142,33,3,1707,..,27,151,209,204,90,61,46,25,812,2652,..,..,..,..,..,..,..,..,2652,..,449,..,..,..,..,..,..,..,449,..,337,121,33,29,21,0,0,0,541,..,47,21,15,31,57,55,47,40,312,..,41,24,12,4,13,8,6,4,110
SED53802,..,32,961,1717,1458,1410,1359,880,239,8051,..,114,759,388,232,130,94,26,6,1750,..,5,13,76,126,76,41,26,15,384,3774,..,..,..,..,..,..,..,..,3774,..,1072,..,..,..,..,..,..,..,1072,..,744,553,216,142,93,13,0,0,1758,..,157,192,58,50,56,35,33,5,579,..,96,165,55,25,21,10,5,0,380,..,227,400,133,106,77,51,15,3,1022,..,61,340,353,335,364,330,192,93,2053,46,46,61,51,33,23,19,13,0,289,3815,2552,3438,3041,2507,2250,1947,1195,362,21112,..,73,1382,1873,1477,1398,1289,640,104,8232,..,235,811,369,184,134,53,24,0,1814,..,28,198,382,458,269,138,123,97,1694,3463,..,..,..,..,..,..,..,..,3463,..,1040,..,..,..,..,..,..,..,1040,..,523,362,112,66,72,14,3,0,1149,..,144,119,52,48,114,112,70,55,715,..,64,109,16,6,16,3,0,0,215
SED53902,..,13,711,1486,1477,1267,1000,706,260,6919,..,126,806,446,287,192,98,26,6,1995,..,0,13,52,91,68,38,15,12,295,2953,..,..,..,..,..,..,..,..,2953,..,965,..,..,..,..,..,..,..,965,..,452,367,134,100,41,16,0,0,1110,..,103,123,41,29,46,28,8,10,391,..,50,105,33,18,10,9,4,0,222,..,242,453,123,81,83,56,17,8,1070,..,75,413,425,383,459,393,214,132,2505,31,38,61,40,38,19,21,8,7,265,2992,2073,3055,2785,2512,2186,1651,1006,437,18696,..,38,1049,1670,1469,1215,961,550,135,7095,..,202,867,407,234,154,64,16,0,1952,..,14,96,300,346,215,102,76,66,1219,2907,..,..,..,..,..,..,..,..,2907,..,996,..,..,..,..,..,..,..,996,..,359,261,40,53,48,6,0,0,773,..,89,93,23,35,58,76,53,42,473,..,54,78,16,14,6,0,0,0,157
SED54006,..,26,558,1133,1394,1612,1628,928,198,7480,..,159,449,380,318,286,162,47,11,1811,..,16,30,108,131,66,38,20,14,417,3983,..,..,..,..,..,..,..,..,3983,..,745,..,..,..,..,..,..,..,745,..,868,324,174,117,48,3,0,0,1533,..,92,71,32,32,36,56,21,14,341,..,60,74,35,15,16,14,7,0,232,..,34,111,63,54,69,52,14,6,399,..,51,147,210,312,371,429,239,96,1852,61,79,53,46,51,49,69,28,9,456,4047,2126,1817,2179,2425,2554,2459,1303,343,19255,..,47,828,1418,1588,1793,1563,682,82,7996,..,234,593,404,355,309,123,39,5,2067,..,42,238,399,340,163,91,67,37,1372,3650,..,..,..,..,..,..,..,..,3650,..,875,..,..,..,..,..,..,..,875,..,593,171,65,42,39,3,0,0,915,..,76,39,15,32,71,95,56,31,420,..,59,52,19,16,12,7,3,0,165
SED54104,..,20,616,1663,1721,1461,1434,855,237,8006,..,119,743,328,206,206,109,43,9,1763,..,0,6,48,83,88,36,11,0,274,3511,..,..,..,..,..,..,..,..,3511,..,1399,..,..,..,..,..,..,..,1399,..,347,294,76,60,23,3,0,0,807,..,95,86,24,13,12,15,4,10,262,..,51,63,19,6,3,3,0,0,143,..,376,543,80,37,43,30,30,5,1135,..,148,544,382,338,377,414,249,75,2520,30,57,60,28,37,23,22,10,0,276,3535,2624,2963,2628,2497,2226,2070,1200,342,20087,..,30,842,1917,1804,1511,1301,642,96,8145,..,196,794,286,229,167,69,22,6,1763,..,4,56,227,357,209,71,48,34,1007,3390,..,..,..,..,..,..,..,..,3390,..,1258,..,..,..,..,..,..,..,1258,..,260,229,56,31,13,9,0,0,607,..,126,60,21,17,35,62,48,37,401,..,49,49,13,3,4,0,0,0,115
SED54203,..,27,281,572,481,487,341,159,23,2373,..,84,323,238,180,168,84,22,0,1091,..,6,14,38,49,41,21,5,4,176,1717,..,..,..,..,..,..,..,..,1717,..,167,..,..,..,..,..,..,..,167,..,258,71,45,38,12,0,0,0,423,..,95,54,30,32,31,17,10,0,261,..,31,37,13,16,11,13,0,0,115,..,46,82,45,41,38,25,6,0,283,..,47,128,147,223,275,261,95,21,1191,49,46,64,59,67,49,36,9,0,371,1766,792,1059,1180,1126,1098,789,312,49,8176,..,40,428,624,489,464,288,101,10,2444,..,145,383,235,176,142,62,13,0,1163,..,31,100,120,113,57,33,19,13,492,1607,..,..,..,..,..,..,..,..,1607,..,156,..,..,..,..,..,..,..,156,..,178,42,20,14,10,0,0,0,260,..,63,34,20,37,55,35,20,5,263,..,43,30,12,5,5,4,4,0,98
SED54304,..,24,1118,1956,1399,1166,861,388,96,7009,..,276,1735,809,387,306,134,36,4,3698,..,0,15,45,120,75,26,14,8,296,2943,..,..,..,..,..,..,..,..,2943,..,665,..,..,..,..,..,..,..,665,..,316,218,70,58,43,9,0,0,711,..,107,149,42,25,31,20,10,6,388,..,66,170,37,13,7,7,0,0,302,..,615,1233,305,106,96,53,18,3,2423,..,267,1185,1115,728,657,460,188,70,4665,43,76,126,76,51,37,18,11,0,440,2984,2415,5950,4450,2876,2410,1587,660,195,23530,..,62,1532,1975,1423,1123,743,249,36,7149,..,417,1848,628,345,208,73,14,0,3540,..,10,77,271,337,166,66,47,41,1016,2825,..,..,..,..,..,..,..,..,2825,..,688,..,..,..,..,..,..,..,688,..,246,155,52,34,40,3,0,0,525,..,144,144,34,20,52,58,29,21,495,..,76,124,40,7,5,3,0,0,252
SED54403,..,23,824,1774,1271,860,249,50,4,5052,..,258,1060,716,409,236,48,6,0,2740,..,8,43,103,98,52,17,5,5,333,4806,..,..,..,..,..,..,..,..,4806,..,528,..,..,..,..,..,..,..,528,..,603,190,59,22,7,0,0,0,883,..,178,99,56,42,48,31,14,8,465,..,59,69,29,25,16,8,0,0,206,..,69,186,99,89,75,27,4,0,553,..,136,449,396,413,398,133,37,4,1960,102,86,116,89,81,81,17,5,0,568,4910,1953,3030,3324,2456,1766,520,114,18,18091,..,35,1224,1865,1186,643,157,30,0,5141,..,400,1206,635,393,172,39,5,0,2842,..,44,205,269,185,79,34,17,0,837,4515,..,..,..,..,..,..,..,..,4515,..,483,..,..,..,..,..,..,..,483,..,372,87,34,10,5,0,0,0,507,..,135,61,30,44,87,64,19,9,457,..,47,47,12,7,10,3,0,0,124
SED54505,..,18,456,2184,2494,1846,1821,920,208,9939,..,45,203,167,138,107,81,27,4,782,..,6,6,69,116,65,33,14,13,316,4689,..,..,..,..,..,..,..,..,4689,..,1946,..,..,..,..,..,..,..,1946,..,729,618,175,85,36,3,0,0,1644,..,76,72,25,22,36,33,30,9,305,..,36,76,43,19,3,7,0,0,187,..,109,132,43,34,27,20,9,3,380,..,34,89,93,142,179,246,176,94,1058,26,31,25,25,18,23,15,15,3,190,4720,3030,1688,2827,3059,2325,2258,1195,333,21427,..,21,737,2740,2467,1857,1655,661,98,10233,..,77,221,172,154,116,54,14,4,809,..,13,44,315,394,237,100,49,45,1200,4301,..,..,..,..,..,..,..,..,4301,..,1959,..,..,..,..,..,..,..,1959,..,513,408,91,51,31,13,0,0,1102,..,107,60,18,15,76,145,102,48,566,..,44,48,13,8,7,6,0,0,130
SED54605,..,19,412,798,1065,1460,1401,908,229,6288,..,188,510,334,304,245,115,39,4,1729,..,11,35,84,124,94,41,29,15,426,3044,..,..,..,..,..,..,..,..,3044,..,675,..,..,..,..,..,..,..,675,..,721,415,161,137,61,15,0,0,1517,..,89,77,43,34,55,46,17,7,371,..,41,53,31,31,15,3,0,0,181,..,87,130,50,67,78,56,22,3,494,..,86,304,326,414,580,487,333,147,2670,53,59,50,49,29,30,39,14,3,328,3096,1973,1982,1870,2210,2621,2204,1353,415,17722,..,32,617,1068,1219,1537,1379,683,125,6661,..,284,590,396,312,236,103,19,6,1946,..,43,258,405,406,195,105,86,78,1570,2823,..,..,..,..,..,..,..,..,2823,..,675,..,..,..,..,..,..,..,675,..,449,192,66,57,43,23,0,0,825,..,82,28,17,37,53,82,46,42,383,..,46,19,15,20,17,9,0,0,128
