SED_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
SED53701,24,24,15,0,0,0,0,3,0,73,17,10,14,0,7,0,10,5,5,70,433,156,1016,30,52,34,316,238,43,2320,90,17,243,7,11,7,71,68,15,532,298,46,64,15,7,10,67,63,5,570,23,74,7,18,7,0,17,13,0,165,21,81,15,9,7,0,17,8,0,158,173,55,42,18,28,26,34,34,0,408,31,38,10,62,5,6,11,25,0,184,8,17,10,0,0,0,7,10,4,58,30,0,62,5,0,10,53,21,5,187,0,0,0,0,0,0,0,0,0,0,22,6,17,13,3,0,13,10,3,85,61,8,57,3,3,13,56,53,26,287,1245,530,1581,187,127,115,665,559,106,5111,24,34,11,3,17,9,0,12,0,101,4,5,0,3,9,0,0,3,0,26,22,15,21,10,10,8,18,17,3,110,5,9,4,5,11,0,6,0,0,33,71,28,28,22,46,11,15,40,4,267
SED53802,36,124,49,15,12,9,10,25,7,279,71,224,83,25,42,26,40,34,4,554,267,470,1023,73,118,61,228,160,31,2430,91,41,453,17,34,25,52,79,13,800,14,18,40,5,4,4,14,16,0,118,32,236,20,83,11,7,14,16,0,430,29,165,13,20,11,5,18,10,0,264,368,437,104,102,213,139,147,84,20,1620,67,153,44,158,54,23,45,45,9,603,27,96,40,27,29,33,21,24,0,290,53,9,210,39,22,19,68,44,4,476,0,0,0,0,3,0,0,5,0,13,11,17,32,3,13,7,15,22,4,135,26,37,86,19,7,14,29,28,44,294,1097,2041,2193,576,571,373,700,607,139,8303,26,130,46,26,52,15,3,14,3,308,18,56,9,15,17,10,4,17,5,150,28,63,34,17,18,16,9,21,4,216,9,33,15,7,14,11,3,3,0,96,5,15,5,11,13,13,5,5,0,74
SED53902,73,224,42,26,16,15,11,17,8,430,88,259,57,30,29,27,12,20,6,527,321,651,643,54,79,59,121,128,24,2072,146,99,301,12,43,12,28,47,6,705,16,28,32,0,3,11,5,13,0,117,57,409,22,83,14,13,15,11,7,633,44,181,11,23,7,4,12,11,0,289,538,678,111,90,202,159,74,81,20,1955,118,390,40,145,76,28,32,34,17,887,37,216,58,44,37,38,23,26,5,487,34,3,167,22,7,11,19,28,0,292,0,0,0,0,0,0,0,0,0,4,20,24,13,14,16,13,16,11,5,119,17,25,40,11,6,16,18,16,34,186,1517,3195,1538,551,534,402,386,457,132,8707,43,172,42,37,63,25,3,6,8,410,20,56,11,14,24,0,4,13,5,143,33,123,22,20,18,15,8,6,0,247,24,64,17,6,18,18,0,3,0,157,11,30,15,4,11,5,0,5,0,88
SED54006,16,23,19,0,3,0,9,5,0,79,18,29,18,14,8,9,18,31,0,133,242,208,1769,41,50,30,352,231,54,2981,76,14,327,10,11,7,126,95,9,679,67,35,56,10,8,11,52,74,8,315,22,82,22,35,9,0,23,18,3,215,40,117,16,12,7,0,25,7,4,229,124,82,64,25,48,32,57,50,12,480,26,45,18,89,8,10,33,27,0,259,5,8,10,5,0,5,9,14,0,56,17,7,78,15,4,8,66,42,0,248,0,0,0,0,0,3,0,10,0,13,12,11,33,5,4,3,36,10,9,124,31,7,65,3,9,10,57,36,37,257,705,665,2502,267,159,141,861,643,134,6077,15,48,31,20,13,7,0,8,0,141,10,7,4,5,5,0,0,6,0,34,20,19,66,10,9,3,17,18,3,164,0,5,5,4,7,4,0,0,0,26,17,18,33,14,25,13,15,28,4,176
SED54104,161,541,31,44,29,24,20,23,6,870,87,265,29,10,19,8,10,9,4,437,488,1066,280,43,75,38,50,61,20,2122,113,157,118,12,25,18,10,24,5,475,44,55,22,6,14,5,6,26,0,172,69,1224,18,50,13,9,4,16,11,1421,37,149,8,14,9,4,7,5,0,233,772,970,56,75,211,151,46,68,40,2389,203,781,25,99,81,34,19,47,16,1309,35,142,40,33,23,31,9,10,0,323,30,7,82,22,4,4,9,21,0,175,0,0,0,6,0,0,0,0,0,6,21,35,14,5,6,3,8,7,6,110,20,29,23,11,10,4,3,14,24,138,2075,5415,753,434,523,341,194,332,137,10196,68,407,34,65,72,34,3,15,7,716,17,69,13,12,24,8,0,5,0,144,71,226,35,16,25,8,7,14,0,403,29,116,14,24,29,10,0,3,0,229,7,64,12,15,17,3,0,6,0,126
SED54203,26,47,22,11,0,0,6,12,0,124,5,7,0,0,0,3,8,0,0,33,180,157,939,44,33,6,215,127,35,1730,66,10,183,16,10,12,105,64,19,488,29,28,21,3,0,3,29,18,0,138,13,60,7,21,5,0,18,3,0,135,30,61,11,14,6,0,22,7,4,147,80,34,58,27,33,18,45,26,4,330,13,30,21,45,0,4,26,26,4,178,4,10,8,4,6,9,5,11,0,57,21,0,94,8,6,3,34,22,9,199,0,0,0,0,0,0,0,0,0,4,6,9,23,11,0,0,26,7,0,91,20,13,46,8,0,6,51,36,27,201,509,459,1430,202,100,72,591,364,102,3843,6,24,10,19,15,10,4,12,0,103,0,3,0,0,3,0,0,3,0,17,10,19,22,7,10,0,17,13,0,92,0,4,0,3,4,0,4,3,0,23,12,17,6,13,18,6,7,14,0,91
SED54304,130,491,50,40,37,21,13,20,7,815,126,569,89,25,26,16,22,31,4,905,602,1483,711,92,131,59,151,147,41,3413,144,235,282,23,45,18,32,70,14,857,45,69,28,10,10,15,9,19,0,213,74,722,38,92,26,3,18,25,5,1001,60,254,17,25,12,3,4,6,0,382,867,1082,129,167,334,199,84,123,33,3025,205,724,54,186,148,44,39,63,21,1476,93,305,88,79,59,52,23,44,8,743,80,14,325,65,17,24,25,48,8,605,4,0,6,0,3,6,3,3,0,15,26,45,33,20,20,3,14,18,8,186,32,41,56,17,12,5,22,21,53,262,2483,6035,1899,831,876,472,468,620,208,13888,74,346,53,44,67,28,0,20,3,637,24,134,22,18,32,9,0,9,0,244,70,321,58,25,44,21,10,26,4,588,35,165,28,27,22,13,0,12,0,312,17,55,4,15,12,4,4,9,0,130
SED54403,28,53,54,3,6,0,12,10,0,160,15,18,28,7,11,10,11,8,0,114,404,540,3276,51,129,37,563,263,103,5370,102,24,488,3,26,3,196,113,14,970,34,27,30,6,8,3,56,36,3,199,47,128,30,40,8,3,32,14,6,308,31,157,34,13,3,3,38,10,5,297,215,82,177,41,86,40,88,56,24,810,36,79,35,92,16,6,56,37,0,362,5,14,27,9,5,3,7,12,0,88,38,13,127,17,9,14,61,33,4,318,0,0,0,0,0,0,0,4,0,6,14,28,67,14,11,0,39,24,4,209,27,16,165,19,9,8,91,52,61,446,1000,1176,4536,314,329,140,1266,667,229,9662,19,54,34,21,27,6,9,6,0,169,4,0,3,8,12,7,6,8,0,52,31,79,127,12,28,10,50,24,5,374,9,6,13,5,8,0,5,7,0,57,16,22,13,9,15,9,13,3,4,96
SED54505,87,297,30,18,20,19,15,16,5,509,100,328,87,14,31,16,19,28,4,630,493,1169,799,54,125,53,160,107,38,3002,79,65,205,13,26,9,30,48,8,477,24,25,41,13,7,5,17,11,0,139,42,499,29,53,11,3,13,9,4,661,38,184,11,19,7,8,7,12,4,275,468,613,91,81,258,117,88,83,21,1825,75,187,21,91,50,33,26,32,12,522,25,78,34,16,7,12,10,12,3,198,37,5,86,23,9,6,23,28,0,219,0,0,0,0,0,0,0,5,3,9,12,27,20,5,7,8,16,6,6,114,16,20,42,10,8,8,15,30,37,172,1495,3498,1491,398,567,294,445,430,146,8758,49,216,73,54,55,25,0,8,7,484,25,108,20,19,33,19,0,6,3,236,42,191,27,32,51,12,20,14,5,393,5,47,11,10,18,5,0,0,0,93,12,35,14,8,12,0,6,4,0,89
SED54605,13,53,18,9,4,4,7,9,4,120,30,65,39,24,7,13,18,8,0,199,271,255,1316,89,97,39,259,177,46,2547,50,17,373,33,17,10,66,95,10,670,14,22,36,9,3,7,27,28,0,146,33,105,25,59,7,5,13,11,0,265,23,89,15,24,6,8,18,7,6,191,171,112,69,55,72,52,55,50,10,640,48,68,38,121,23,13,33,40,0,390,13,31,29,26,6,18,15,13,0,144,17,0,113,52,4,16,39,27,11,273,0,0,0,0,0,4,0,0,0,6,11,7,40,14,9,3,20,11,3,121,16,14,78,22,3,10,44,33,31,240,706,843,2183,518,262,191,616,511,127,5952,16,42,42,16,21,5,4,12,0,161,8,12,3,11,12,4,0,4,0,48,9,30,46,19,13,7,12,4,0,149,4,13,6,3,3,3,4,3,3,53,4,22,16,13,7,11,0,15,0,81
SED54701,39,20,3,0,4,0,3,4,0,79,9,8,17,4,4,0,13,4,3,57,363,86,880,12,38,35,251,217,30,1905,88,9,222,11,11,10,74,79,10,518,467,82,100,8,10,21,92,151,3,930,26,100,10,27,5,0,14,9,6,189,50,105,12,8,5,0,9,10,3,191,198,73,35,20,31,38,52,40,5,487,37,35,11,54,11,6,16,26,0,196,4,8,12,0,0,5,8,11,0,49,21,0,57,8,4,3,37,31,6,168,0,0,0,0,0,0,0,0,0,3,18,4,8,5,0,0,12,11,0,67,57,13,53,17,0,14,51,65,31,304,1377,542,1421,169,117,147,629,665,101,5160,34,46,9,7,12,8,0,8,0,122,4,3,0,0,6,0,0,5,0,23,12,0,11,10,10,6,6,13,0,64,5,8,3,0,9,0,0,0,0,29,98,43,50,22,56,28,16,59,4,363
SED54804,100,341,31,16,22,18,11,13,4,556,86,214,35,7,19,12,14,10,0,395,453,865,985,61,106,63,119,127,31,2803,201,105,547,26,47,21,62,70,12,1097,29,46,52,4,14,9,19,22,3,198,68,413,27,98,16,12,18,20,3,672,70,250,23,23,15,4,9,16,9,407,620,732,97,85,190,159,54,60,25,2021,138,289,38,144,50,39,26,31,9,768,47,139,58,26,16,19,10,28,8,347,35,7,126,14,10,10,21,22,3,254,0,0,5,0,6,0,0,0,0,10,24,29,23,18,7,5,4,5,9,128,30,21,71,16,8,8,18,19,40,236,1906,3442,2097,546,527,381,387,449,154,9885,56,247,26,36,57,17,8,4,7,464,19,41,6,7,15,6,0,3,0,98,49,135,41,15,38,7,12,8,9,319,18,90,27,16,15,17,3,11,3,203,26,51,15,7,14,7,0,6,0,123
SED54905,102,332,32,28,22,12,7,19,4,564,81,257,51,14,14,17,17,22,7,487,501,962,518,43,112,55,117,85,35,2427,136,122,225,11,29,15,23,33,8,607,42,38,39,7,11,3,8,16,0,171,54,577,10,67,14,15,20,6,11,778,48,217,11,14,12,7,8,9,0,328,666,863,90,92,197,191,61,78,34,2256,113,363,31,102,68,40,32,42,10,798,28,110,39,31,21,26,16,25,3,301,26,0,113,23,8,9,16,17,0,216,0,0,0,0,0,0,0,0,0,5,27,35,12,6,13,4,5,4,10,125,21,27,28,17,9,3,7,18,38,173,1846,3914,1211,449,532,410,345,372,156,9233,67,275,40,41,48,24,5,7,0,517,17,74,4,5,23,3,0,5,0,121,47,193,24,13,24,13,12,11,3,338,16,83,17,6,19,9,0,0,0,150,13,56,9,12,16,4,0,6,0,128
SED55005,37,110,52,15,16,18,19,17,12,292,75,249,101,18,40,30,51,38,7,610,371,692,1439,67,131,83,325,209,33,3343,49,44,366,17,27,12,60,83,11,666,12,18,19,7,12,6,25,30,3,134,24,278,27,56,17,18,21,25,5,467,26,120,14,12,5,7,17,4,0,218,380,408,113,81,220,126,175,94,29,1619,53,125,41,140,39,33,58,45,7,530,14,54,18,18,14,18,19,21,0,177,45,17,161,30,27,21,99,53,0,455,0,0,6,0,0,0,3,6,0,12,14,16,27,10,10,7,41,14,4,151,22,21,61,10,19,7,44,29,47,260,1122,2140,2445,482,586,383,952,663,159,8927,35,99,46,53,29,18,7,15,4,299,19,76,14,16,37,19,5,11,0,206,18,88,49,24,46,26,16,13,0,282,7,19,16,5,16,7,0,0,3,72,12,17,15,3,17,3,7,4,0,78
SED55102,40,80,25,10,3,10,15,6,0,191,45,92,41,13,17,15,28,11,4,272,452,342,1806,78,118,73,400,185,37,3496,114,16,420,13,11,15,104,83,19,799,48,21,62,10,3,14,33,41,4,241,39,120,29,61,13,3,19,11,6,296,35,129,18,15,5,4,20,12,0,243,286,207,84,73,129,88,112,44,12,1037,48,91,24,174,38,20,47,34,9,491,25,41,31,12,14,18,14,21,0,171,46,10,132,22,22,21,83,36,6,377,0,0,0,0,0,0,3,0,0,8,24,12,33,26,5,5,32,11,3,156,29,17,90,20,7,18,47,30,52,314,1230,1170,2807,537,402,293,966,528,154,8087,29,79,30,22,26,13,4,9,3,218,9,15,10,17,17,4,3,6,4,84,28,33,45,20,26,11,15,14,4,196,3,22,8,7,12,15,0,0,0,63,24,24,26,3,25,9,6,19,5,149
SED55202,19,52,47,13,9,0,18,19,0,187,32,148,72,15,36,23,54,34,10,420,213,347,1321,72,98,73,362,234,32,2744,35,19,333,14,20,9,78,87,10,601,6,9,54,0,8,0,25,19,0,119,12,136,22,68,10,6,27,16,4,304,11,95,10,19,12,4,25,5,3,193,186,179,102,75,175,76,169,86,4,1045,37,104,44,163,41,20,52,58,6,532,4,38,25,17,13,13,22,16,3,161,29,7,185,32,26,19,71,79,5,441,0,0,0,0,0,0,8,6,0,21,17,21,38,10,10,4,36,20,4,164,17,11,100,13,9,14,56,52,49,320,633,1171,2344,512,476,270,993,728,132,7254,12,77,51,29,35,20,7,10,4,245,8,30,10,27,19,10,6,18,4,129,15,38,25,28,21,18,14,43,3,204,0,13,13,7,12,10,3,6,0,64,9,7,18,4,16,10,5,9,0,78
SED55306,51,119,17,10,5,6,12,24,5,256,22,36,21,10,5,21,3,16,0,136,252,189,1097,40,58,50,248,190,35,2159,155,33,632,33,20,20,100,106,15,1109,154,43,99,8,7,5,48,76,12,457,35,217,19,39,7,5,20,9,6,363,55,162,24,32,8,14,14,19,6,331,238,190,76,46,51,92,41,83,13,838,59,91,31,81,13,18,14,41,4,342,24,49,32,13,0,7,3,27,0,159,72,9,239,35,13,16,45,41,4,470,0,0,0,3,0,3,0,0,0,9,13,11,28,7,0,6,8,14,3,105,35,18,63,9,3,18,40,35,28,248,1170,1171,2383,378,203,272,594,670,130,6986,30,76,26,18,29,10,0,17,6,209,3,9,4,4,11,4,0,4,0,37,10,18,16,10,6,10,8,12,0,104,13,33,10,4,13,0,0,6,3,86,42,37,28,18,28,16,4,30,0,211
SED55405,79,345,55,22,26,23,18,37,10,618,90,409,93,38,23,26,51,52,10,796,347,973,845,118,143,92,254,208,44,3010,109,94,337,22,38,11,56,64,4,744,27,47,34,11,10,10,15,26,0,179,53,340,22,76,29,16,15,20,6,577,36,228,7,34,10,4,12,18,4,357,446,611,153,151,257,165,159,217,27,2193,108,300,69,171,94,45,74,74,10,949,45,141,58,42,28,35,32,38,9,419,52,19,253,58,25,22,54,49,6,529,0,3,3,0,0,0,6,3,0,19,15,34,21,17,11,10,30,18,4,156,19,23,59,17,18,6,35,34,64,268,1427,3557,2003,781,703,466,814,858,199,10807,43,306,62,54,54,23,12,30,4,582,14,71,12,30,26,16,3,21,6,197,55,197,44,35,50,19,18,36,0,450,19,75,20,16,26,15,0,11,0,180,24,55,9,15,17,4,4,17,0,148
SED55504,14,67,20,14,3,9,8,17,0,170,70,209,72,19,23,18,31,24,0,474,369,354,1643,61,106,62,270,203,40,3106,138,42,707,34,35,15,101,141,11,1224,28,12,55,4,3,12,25,52,7,194,53,170,21,77,11,14,25,14,0,380,33,149,12,24,5,5,13,7,4,258,327,265,84,60,145,92,117,61,12,1167,60,130,54,180,41,40,47,55,8,598,23,44,37,16,12,22,16,19,3,189,37,9,159,26,25,27,48,44,0,375,0,0,0,0,0,0,0,0,0,6,10,14,40,10,13,6,19,12,3,132,37,10,86,20,9,6,42,39,77,328,1196,1468,2984,547,433,326,764,699,173,8607,30,87,37,31,41,22,0,9,7,258,21,24,8,11,23,5,6,8,0,103,17,33,38,9,16,8,13,12,3,151,9,19,13,10,17,13,0,4,0,79,8,19,19,11,10,10,0,13,0,94
SED55605,26,70,18,7,0,3,7,10,4,145,31,80,51,10,19,8,22,21,0,247,412,305,2079,99,110,59,370,230,61,3736,90,23,542,30,22,12,134,129,15,1001,32,11,46,3,9,4,24,43,0,179,50,135,32,71,15,3,23,10,4,340,30,177,17,35,5,9,21,6,6,309,224,147,87,54,70,54,108,52,15,815,54,67,34,150,19,26,34,41,8,436,10,30,32,15,7,20,19,21,0,150,49,11,120,27,7,18,65,37,6,343,0,0,6,0,0,0,0,5,0,11,24,20,48,18,13,0,28,12,6,175,22,12,110,21,11,8,44,40,41,314,1057,1082,3227,553,303,240,897,670,173,8202,19,56,41,13,23,14,4,9,0,181,3,11,0,13,8,3,0,4,0,53,10,29,54,21,6,7,15,22,3,164,6,5,12,6,8,8,4,0,0,49,11,15,26,9,10,6,3,17,0,101
SED55706,68,121,23,6,4,5,5,33,0,276,17,31,21,7,5,11,4,19,4,109,315,159,905,47,33,41,231,202,38,1964,175,26,430,14,11,15,88,90,5,855,264,90,121,24,13,16,67,115,13,732,32,163,18,30,4,3,9,16,5,290,71,171,23,24,5,10,18,13,5,334,196,96,51,35,33,52,36,56,5,567,66,84,35,72,22,17,24,30,0,346,16,49,31,19,8,13,12,25,6,169,56,3,169,22,6,23,33,68,9,386,0,0,4,0,0,5,0,0,0,13,24,7,16,10,3,5,24,13,9,104,43,17,68,8,4,10,40,55,21,265,1332,1025,1908,314,158,221,600,721,121,6409,43,84,26,20,29,9,3,19,0,236,9,3,0,7,13,4,3,8,0,38,10,16,16,6,14,9,7,9,5,87,17,24,15,5,11,4,0,5,0,79,75,52,31,31,42,35,10,58,0,323
SED55802,31,77,39,18,18,4,19,12,0,222,65,178,88,24,38,26,54,29,4,518,334,383,1784,88,137,98,435,195,43,3496,72,22,439,9,23,16,124,102,8,820,21,18,45,11,0,12,27,27,0,171,41,164,21,81,12,11,23,24,6,382,31,139,15,29,9,7,20,8,5,263,320,260,123,127,205,128,190,89,16,1458,64,106,51,229,56,33,73,60,7,672,24,61,38,26,25,25,23,18,0,247,54,15,218,45,39,18,125,45,7,580,0,0,3,0,0,4,0,0,0,13,15,18,49,19,13,10,36,22,6,186,31,11,66,18,15,9,36,31,54,271,1101,1469,2985,724,598,392,1199,676,149,9293,21,73,68,46,44,18,6,11,3,278,20,35,17,29,13,20,11,7,4,153,25,51,40,29,39,17,23,35,0,255,15,18,18,10,11,3,0,3,0,73,11,14,20,4,14,5,4,3,0,81
SED55905,39,153,36,11,10,10,8,17,3,294,36,141,39,4,22,10,14,15,5,282,299,500,1164,46,102,59,201,159,30,2551,82,32,371,13,28,17,49,76,9,679,26,38,49,4,13,3,19,32,5,192,29,229,19,62,15,13,11,11,5,390,42,189,9,30,3,3,16,7,3,307,290,286,80,67,129,82,76,59,17,1079,47,140,22,120,30,22,28,45,12,464,27,66,41,23,12,27,12,24,3,230,37,4,128,20,12,10,18,29,0,260,0,3,3,0,0,0,4,0,0,10,12,20,28,9,7,8,13,18,3,113,23,19,74,7,9,5,30,30,33,225,986,1823,2064,414,384,270,489,507,130,7068,38,151,40,28,47,19,0,7,0,335,3,22,4,4,13,6,0,6,3,65,22,61,34,15,6,5,8,15,0,179,7,27,16,5,17,4,0,0,0,83,19,33,32,13,15,13,8,10,0,128
SED59494,0,6,5,0,0,0,0,0,0,15,5,3,3,0,0,0,0,0,0,14,14,43,100,6,3,3,37,25,0,230,5,0,34,0,0,3,9,11,4,70,0,3,0,0,0,0,0,8,0,14,3,9,0,3,0,0,0,4,0,23,0,5,5,0,0,0,0,3,0,14,11,13,6,5,8,6,6,11,0,60,4,12,4,10,4,0,4,5,0,49,0,9,4,4,3,0,0,0,0,21,0,0,14,0,0,3,5,7,0,38,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,17,3,0,3,0,0,0,8,3,10,25,40,106,188,38,25,15,72,95,13,595,0,7,0,7,0,0,0,8,0,21,0,0,0,0,0,0,0,0,0,6,0,3,0,0,5,0,3,0,0,16,0,0,0,0,0,0,0,0,0,5,0,5,0,4,0,0,0,4,0,14
SED59797,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,25,43,0,6,0,10,23,6,113,0,0,5,0,0,0,5,10,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,0,5,0,10,4,34,59,0,3,0,20,49,12,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
