SED_CODE_2021,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
SED53502,140,120,262,1297,1255,2555,39,46,81,1473,1418,2893,127,113,242,1232,1232,2468,60,65,128,1425,1405,2826,107,114,218,1214,1115,2334,74,51,126,1394,1283,2681,106,104,211,1215,1066,2282,47,56,104,1380,1214,2594,80,110,190,1334,1268,2601,89,82,173,1504,1457,2958,95,81,173,1391,1432,2818,105,88,196,1593,1597,3188,65,69,138,1584,1687,3271,121,68,192,1769,1828,3598,61,53,115,1529,1550,3080,112,73,188,1703,1677,3380,45,47,96,1360,1391,2749,101,47,153,1504,1487,2993,38,56,95,1311,1385,2700,112,73,184,1456,1526,2982,52,57,109,1391,1441,2833,101,64,170,1545,1568,3108,36,46,79,1340,1430,2766,91,61,150,1464,1532,3000,32,32,66,1250,1293,2540,81,51,135,1366,1381,2741,48,63,118,3394,4028,7422,189,210,401,3637,4306,7948,1040,1068,2108,20847,21577,42426,1328,1046,2370,23218,23685,46900
SED53602,89,93,181,1447,1383,2831,92,94,186,1629,1569,3201,82,66,146,1538,1376,2908,118,88,207,1732,1528,3259,79,57,135,1397,1282,2673,92,81,177,1567,1424,2989,85,85,168,1301,1265,2565,70,71,137,1457,1414,2870,69,69,142,1641,1511,3151,120,74,192,1824,1656,3488,47,58,106,1728,1627,3360,110,96,206,1884,1786,3673,39,38,84,1729,1761,3491,106,91,202,1874,1896,3771,35,43,81,1603,1681,3280,119,122,247,1756,1844,3607,35,31,66,1427,1376,2793,105,77,180,1568,1478,3047,19,37,55,1336,1359,2690,106,86,185,1464,1473,2929,23,43,64,1329,1328,2656,74,55,121,1427,1418,2847,32,49,76,1257,1310,2566,65,49,112,1354,1407,2755,24,37,61,1152,1260,2416,52,41,96,1228,1344,2567,35,65,103,3157,3576,6734,134,156,289,3328,3791,7122,703,763,1469,22034,22076,44117,1352,1185,2541,24087,24034,48121
SED53701,74,84,160,784,725,1511,80,88,166,935,897,1831,103,94,197,901,838,1741,125,117,242,1126,1049,2176,101,116,220,967,919,1884,150,110,255,1213,1152,2362,94,77,173,747,663,1412,108,90,197,953,825,1782,67,61,127,646,523,1167,107,66,174,814,647,1463,51,47,94,687,688,1375,110,74,190,846,812,1657,46,47,98,706,804,1508,125,105,232,881,951,1835,44,35,80,851,919,1773,137,101,242,1040,1056,2094,40,43,82,870,915,1786,145,121,266,1059,1085,2137,47,39,88,1046,1010,2059,177,113,287,1274,1164,2434,30,50,79,1242,1186,2435,197,130,325,1472,1371,2841,46,51,99,1445,1369,2808,209,167,379,1702,1586,3287,56,53,106,1440,1349,2792,196,129,323,1687,1532,3217,70,87,156,4340,3793,8135,486,420,902,4900,4298,9198,874,881,1752,16671,15708,32386,2350,1828,4171,19893,18415,38315
SED53802,48,58,103,1305,1250,2561,51,56,107,1409,1362,2769,37,21,64,1229,1120,2342,51,46,99,1319,1195,2507,30,32,66,1150,1002,2157,42,34,84,1231,1067,2303,30,31,69,1121,996,2116,33,42,72,1180,1068,2250,23,34,52,1398,1312,2713,59,45,104,1481,1387,2871,26,38,66,1675,1628,3304,94,63,157,1788,1732,3521,35,17,53,1794,1865,3657,85,72,155,1910,1959,3873,21,31,49,1788,1753,3546,109,96,206,1919,1877,3795,9,21,39,1317,1399,2712,82,43,127,1414,1467,2880,24,30,50,1317,1318,2632,66,34,103,1405,1381,2788,17,22,33,1216,1292,2511,55,44,96,1287,1355,2638,9,23,32,1171,1265,2436,55,34,92,1237,1319,2556,15,14,30,1117,1293,2407,51,36,86,1179,1343,2522,12,10,27,3558,4307,7867,104,152,258,3671,4473,8147,339,386,723,21154,21795,42951,941,816,1752,22431,22996,45426
SED53902,17,5,25,1036,1000,2036,27,36,62,1077,1040,2119,6,10,21,1012,949,1962,45,35,78,1069,999,2067,13,19,28,919,971,1890,32,26,60,966,1016,1982,10,19,23,921,970,1892,29,27,52,959,1007,1968,27,28,58,1207,1358,2567,39,38,80,1277,1431,2705,14,22,36,1522,1569,3089,71,70,142,1614,1659,3269,17,15,28,1635,1727,3362,93,67,159,1743,1810,3550,14,15,28,1595,1633,3236,84,68,148,1697,1716,3417,6,10,14,1263,1379,2641,70,51,115,1340,1439,2773,18,13,23,1342,1299,2643,65,40,107,1414,1356,2770,10,9,21,1217,1276,2491,57,32,85,1281,1321,2602,12,10,19,1184,1213,2396,50,32,83,1250,1254,2504,6,3,13,1059,1157,2213,46,39,90,1109,1208,2318,12,9,18,3362,4524,7887,172,246,421,3547,4778,8324,188,191,377,19273,21046,40313,880,806,1687,20339,22037,42377
SED54006,70,72,141,1077,953,2030,56,47,103,1205,1075,2277,72,68,141,1308,1166,2486,61,57,117,1450,1290,2745,92,65,154,1441,1383,2826,84,87,165,1616,1531,3150,89,81,162,1170,1222,2392,79,80,159,1337,1377,2715,59,44,100,882,817,1701,67,62,132,1004,919,1929,37,34,71,892,971,1864,75,55,129,1006,1060,2066,35,23,57,978,1087,2067,71,62,136,1090,1172,2261,39,45,77,1149,1204,2358,108,55,161,1299,1299,2600,30,41,76,1129,1211,2338,116,59,179,1278,1322,2591,23,35,53,1221,1310,2529,124,81,209,1362,1428,2792,33,27,59,1347,1360,2704,124,64,185,1497,1449,2950,28,41,64,1320,1479,2794,111,86,194,1460,1595,3055,26,16,44,1391,1440,2827,100,63,161,1511,1522,3035,33,41,69,4365,4327,8692,244,234,478,4637,4598,9234,656,624,1278,19678,19930,39604,1414,1098,2506,21748,21651,43391
SED54104,7,17,23,941,947,1888,27,33,58,981,995,1978,8,10,22,1247,1186,2435,36,29,62,1294,1230,2521,14,14,22,1363,1304,2670,38,25,61,1412,1339,2754,23,34,58,1461,1409,2870,45,49,97,1525,1492,3019,35,37,72,1754,1910,3666,72,80,156,1860,2033,3887,10,23,37,1631,1629,3260,93,82,170,1738,1730,3468,13,13,22,1533,1629,3164,73,79,152,1625,1720,3338,12,8,16,1396,1543,2936,77,65,143,1489,1614,3101,4,8,11,1341,1496,2837,74,57,133,1423,1559,2985,10,7,17,1283,1431,2713,47,37,83,1341,1470,2813,4,5,7,1302,1410,2708,68,40,107,1373,1457,2825,9,6,15,1182,1312,2495,52,39,90,1245,1354,2596,0,0,4,1151,1317,2470,36,44,84,1190,1365,2551,6,3,8,3933,4509,8448,196,187,385,4137,4704,8845,162,183,345,21536,23025,44554,938,842,1781,22632,24047,46676
SED54203,196,148,349,484,514,998,117,107,225,799,769,1567,189,197,388,522,439,952,134,111,248,847,741,1588,172,178,352,373,319,694,95,92,188,644,591,1233,170,168,342,289,216,504,90,77,157,549,461,1008,140,155,297,400,339,739,164,108,271,699,607,1309,139,148,286,615,555,1172,237,142,378,998,842,1844,120,115,238,750,712,1467,228,135,368,1102,971,2071,119,123,243,708,602,1312,244,142,393,1072,873,1944,127,106,227,623,483,1114,165,106,271,915,700,1612,115,117,236,620,430,1057,180,94,277,923,649,1569,119,143,262,618,446,1062,197,107,302,933,696,1625,96,105,209,589,468,1055,153,87,244,840,668,1507,81,74,157,579,436,1019,137,92,227,794,603,1401,134,167,296,1127,829,1957,208,139,344,1470,1137,2606,1932,1956,3886,8306,6800,15105,2343,1544,3891,12579,10295,22875
SED54304,8,3,18,1200,1098,2308,53,40,88,1263,1147,2414,19,11,29,909,924,1837,40,43,87,971,979,1950,14,23,39,869,832,1698,29,15,52,914,868,1783,8,15,27,752,798,1549,41,37,78,807,849,1655,32,39,67,1896,2103,4004,198,200,396,2128,2341,4467,32,36,69,3172,3223,6392,367,264,631,3570,3527,7093,28,26,51,3294,3222,6519,341,215,556,3657,3463,7124,17,11,30,2810,2383,5195,223,154,376,3051,2550,5597,32,19,49,1902,1650,3551,194,96,285,2121,1760,3883,15,18,30,1531,1446,2976,153,73,224,1701,1535,3230,18,18,35,1533,1375,2909,146,87,232,1694,1478,3172,17,16,32,1392,1254,2644,134,83,212,1536,1352,2892,7,3,12,1211,1132,2342,89,47,135,1307,1187,2489,18,18,41,2662,2824,5486,205,167,372,2888,3007,5898,261,257,518,25133,24263,49395,2210,1523,3734,27607,26042,53651
SED54403,389,347,733,1425,1302,2728,212,163,373,2024,1812,3834,381,349,735,1360,1318,2683,266,263,525,2009,1935,3945,355,352,712,1080,1061,2137,211,200,413,1648,1611,3261,350,303,651,767,631,1400,189,133,320,1304,1065,2368,300,247,545,830,746,1578,296,215,511,1436,1202,2638,283,285,574,1460,1358,2824,536,324,853,2281,1969,4249,328,269,597,1872,1794,3663,596,356,959,2799,2415,5213,276,250,526,1998,1729,3729,599,306,907,2869,2290,5157,230,183,414,1662,1186,2850,513,238,750,2406,1606,4009,206,184,392,1473,1048,2521,444,202,643,2125,1432,3556,168,181,348,1246,886,2135,390,201,586,1808,1267,3072,140,152,287,1150,662,1818,367,160,525,1656,974,2629,104,105,202,816,486,1308,243,116,356,1159,704,1868,124,175,295,627,448,1077,165,79,247,914,703,1612,3633,3380,7009,17778,14664,32445,5026,2947,7969,26437,20991,47427
SED54505,12,11,22,946,902,1850,14,16,25,971,918,1892,10,13,17,1676,1512,3192,18,13,40,1704,1538,3240,19,8,24,2063,1908,3979,20,35,53,2103,1950,4054,16,19,37,1709,1653,3365,25,24,46,1751,1696,3445,4,4,11,1322,1214,2535,34,28,65,1359,1248,2613,9,4,15,909,748,1660,35,18,49,950,776,1725,8,0,8,816,955,1775,21,11,37,848,972,1814,5,3,14,1251,1624,2878,36,33,65,1290,1659,2954,4,3,6,1636,1860,3500,43,25,69,1681,1892,3574,7,3,10,1691,1748,3439,49,33,74,1741,1780,3530,10,6,15,1439,1490,2931,42,26,65,1493,1525,3016,0,10,11,1233,1359,2599,32,30,61,1269,1399,2672,4,0,6,1175,1279,2456,38,23,67,1222,1309,2529,12,13,21,3975,4629,8602,107,130,236,4091,4769,8864,114,102,218,21852,22884,44741,516,434,952,22483,23426,45908
SED54605,63,63,123,896,809,1705,46,40,91,1002,912,1917,58,69,129,955,898,1859,50,49,95,1062,1018,2085,73,50,115,1063,963,2030,64,62,129,1204,1077,2274,46,41,88,988,871,1856,60,61,119,1087,971,2058,53,39,93,1078,984,2058,217,103,317,1349,1122,2476,39,34,79,1083,958,2049,179,91,271,1306,1088,2393,28,43,71,1039,1022,2062,126,76,200,1195,1143,2337,19,24,43,1008,1080,2095,127,57,189,1161,1163,2322,32,22,55,963,1109,2075,98,52,157,1096,1185,2284,25,20,48,1061,1148,2211,89,63,153,1183,1233,2416,20,26,49,1241,1267,2508,99,56,160,1363,1347,2713,15,17,34,1338,1432,2771,108,60,165,1466,1512,2975,17,27,39,1398,1404,2804,95,54,153,1514,1484,2997,29,28,61,4193,4863,9055,245,252,501,4466,5149,9613,513,517,1028,18321,18823,37142,1615,1076,2689,20446,20415,40861
SED54701,112,89,201,977,925,1903,98,123,217,1186,1130,2317,90,94,183,1095,995,2091,132,136,270,1314,1227,2546,116,105,226,960,965,1916,145,143,283,1213,1213,2429,102,111,216,835,727,1564,113,88,201,1053,926,1977,69,63,133,766,688,1460,100,88,182,936,842,1775,45,68,113,894,881,1780,108,81,192,1058,1027,2078,32,52,86,923,956,1877,102,113,210,1063,1124,2182,53,49,96,1013,998,2008,129,124,249,1190,1167,2358,36,47,89,926,958,1884,121,108,226,1080,1118,2201,55,48,94,1027,995,2019,128,113,232,1207,1149,2356,35,67,107,1155,1062,2215,152,105,256,1346,1233,2579,50,44,85,1231,1146,2375,135,104,241,1409,1290,2703,41,36,77,1277,1159,2428,129,104,230,1440,1291,2733,76,70,151,3323,3274,6596,344,339,690,3741,3685,7434,917,945,1859,16400,15723,32118,1931,1751,3680,19238,18424,37662
SED54804,25,7,30,1381,1293,2671,44,48,95,1449,1341,2793,18,9,29,1226,1102,2326,47,30,80,1293,1138,2434,11,15,34,1038,1111,2148,35,39,73,1088,1163,2254,20,16,29,1031,1024,2052,33,34,74,1079,1074,2155,16,12,29,1013,1260,2267,46,61,103,1070,1329,2401,21,27,48,1569,1878,3445,148,116,260,1732,2023,3756,21,14,38,2072,2358,4434,188,120,311,2281,2497,4782,13,16,32,1928,1991,3912,145,100,245,2084,2099,4185,12,10,24,1510,1620,3129,88,62,154,1612,1694,3305,6,12,22,1393,1451,2846,63,42,99,1467,1503,2965,5,14,19,1276,1300,2583,76,49,130,1362,1367,2728,7,9,20,1117,1215,2331,64,38,103,1185,1263,2447,8,4,15,1033,1100,2135,55,40,97,1097,1142,2241,11,7,18,2932,3918,6853,179,249,432,3126,4175,7302,192,190,385,20518,22612,43132,1212,1029,2240,21922,23827,45753
SED54905,20,29,44,981,928,1909,34,32,67,1028,987,2024,19,26,48,988,843,1826,25,30,61,1036,898,1938,67,32,99,1110,949,2062,31,24,54,1203,1013,2212,67,40,112,1258,1015,2271,27,29,55,1351,1083,2441,34,22,61,1610,1656,3260,75,57,132,1720,1730,3450,16,31,52,1595,1574,3177,88,65,147,1703,1675,3376,26,26,42,1486,1539,3024,98,75,174,1613,1636,3251,12,9,13,1404,1530,2936,65,60,127,1480,1590,3070,8,15,22,1255,1254,2504,48,44,93,1306,1311,2618,13,17,35,1141,1273,2414,59,45,107,1214,1338,2549,18,22,37,1223,1330,2555,59,42,102,1303,1397,2702,10,11,22,1112,1309,2425,56,56,109,1178,1381,2553,10,11,17,1145,1320,2471,52,40,92,1206,1377,2584,17,15,30,3631,4414,8046,168,229,404,3815,4668,8482,330,309,637,19950,20937,40885,876,846,1723,21150,22091,43240
SED55005,69,74,141,1682,1637,3318,34,40,74,1789,1741,3530,72,64,139,1986,1943,3931,57,65,122,2117,2074,4190,65,62,128,1916,1776,3688,54,46,103,2035,1883,3918,42,53,92,1740,1602,3340,37,41,77,1818,1698,3513,55,40,95,1603,1555,3156,57,39,95,1711,1632,3343,26,29,55,1411,1397,2808,66,65,128,1502,1496,2991,28,34,56,1497,1799,3290,84,68,154,1608,1894,3499,22,38,61,2009,2187,4192,93,53,147,2123,2272,4401,30,32,57,1875,2022,3895,71,48,119,1975,2098,4074,19,32,51,1684,1711,3398,84,36,128,1797,1780,3574,25,19,41,1560,1654,3205,71,42,115,1653,1715,3368,9,16,29,1310,1340,2650,49,29,83,1378,1387,2761,5,17,23,1037,1111,2143,43,27,71,1091,1152,2237,25,24,47,2612,2927,5536,88,109,201,2720,3065,5785,497,514,1009,23916,24644,48561,896,719,1615,25313,25878,51193
SED55102,102,75,177,1654,1433,3085,53,57,106,1804,1563,3363,112,93,205,1878,1723,3600,81,64,147,2069,1877,3948,82,109,196,1803,1718,3524,63,77,144,1950,1898,3859,87,72,161,1616,1471,3086,68,61,131,1769,1609,3378,136,41,178,1346,1178,2528,63,48,112,1549,1269,2815,166,53,217,1309,1321,2634,78,58,139,1553,1438,2993,180,41,222,1587,1709,3303,103,78,180,1870,1836,3703,118,34,154,1853,1804,3657,115,73,196,2094,1909,4005,98,38,134,1605,1637,3239,107,83,186,1805,1752,3558,89,27,116,1671,1637,3306,128,83,212,1888,1740,3629,42,16,62,1603,1589,3193,127,55,180,1773,1656,3431,35,18,46,1397,1442,2839,101,53,144,1529,1514,3037,21,17,44,1150,1202,2345,70,46,116,1243,1260,2505,23,18,39,2641,2557,5195,111,110,228,2774,2688,5463,1289,650,1941,23118,22417,45530,1273,946,2222,25682,24016,49692
SED55202,68,78,150,1482,1449,2937,84,70,157,1648,1596,3239,64,74,140,1531,1501,3031,81,85,164,1677,1660,3339,82,79,158,1427,1333,2757,65,84,146,1572,1489,3060,59,58,119,1293,1265,2565,62,60,119,1410,1392,2805,61,50,112,1454,1372,2830,75,75,146,1591,1497,3084,54,67,122,1406,1462,2871,72,82,160,1532,1620,3151,32,45,75,1559,1657,3213,103,81,180,1697,1779,3474,35,38,71,1768,1725,3483,115,91,206,1911,1858,3770,29,35,68,1601,1448,3048,108,79,183,1737,1566,3299,27,36,68,1449,1399,2843,102,69,170,1580,1503,3084,22,43,67,1358,1291,2651,88,54,145,1469,1389,2853,25,32,54,1216,1233,2457,66,38,103,1308,1306,2611,23,24,46,1135,1297,2429,62,52,116,1213,1370,2590,33,46,83,3517,4231,7747,148,169,316,3695,4450,8143,618,712,1330,22193,22656,44850,1233,1085,2318,24046,24456,48500
SED55306,73,37,106,999,1064,2058,60,51,113,1132,1150,2281,50,58,108,1398,1278,2673,70,90,164,1519,1423,2943,61,61,118,1538,1441,2976,87,87,172,1683,1585,3267,42,46,89,1178,1065,2240,54,61,117,1276,1172,2447,37,23,64,718,629,1342,39,33,71,785,685,1471,29,23,48,757,847,1608,81,73,149,866,945,1810,19,25,48,1007,1109,2114,96,65,166,1121,1201,2325,14,21,35,1157,1447,2601,110,93,203,1280,1560,2839,26,22,52,1282,1459,2746,113,74,186,1426,1553,2983,19,24,47,1362,1502,2865,110,59,175,1499,1589,3087,11,25,35,1309,1451,2759,108,75,190,1428,1547,2976,15,12,22,1253,1387,2642,86,73,163,1352,1477,2831,17,11,24,1298,1548,2839,83,69,156,1396,1624,3014,15,27,52,4537,4941,9470,264,278,535,4818,5242,10058,433,405,840,19788,21152,40937,1369,1187,2554,21589,22745,44333
SED55405,48,39,86,1230,1264,2496,54,44,98,1332,1345,2679,42,45,97,1109,1007,2115,41,46,91,1194,1099,2294,44,46,92,865,825,1694,44,39,77,954,912,1864,50,55,101,948,991,1940,46,41,92,1048,1086,2138,64,53,119,2371,2188,4563,156,100,255,2595,2350,4940,55,60,121,2819,2384,5206,194,146,335,3068,2591,5662,41,30,69,2500,2373,4875,184,120,302,2725,2524,5254,27,31,61,2083,1974,4058,132,108,239,2239,2112,4350,29,36,62,1527,1490,3015,109,68,176,1661,1595,3256,25,26,53,1303,1232,2536,98,68,164,1423,1326,2750,20,39,64,1196,1138,2325,82,57,143,1300,1229,2530,26,24,56,1116,1058,2173,68,57,131,1213,1142,2356,23,16,34,963,949,1910,63,44,100,1049,1002,2051,26,33,57,2727,3407,6131,137,166,303,2893,3605,6495,528,540,1069,22759,22281,45043,1411,1099,2513,24699,23917,48622
SED55504,58,47,108,1634,1649,3284,38,27,65,1729,1721,3457,57,51,105,1887,1788,3678,57,61,120,1999,1900,3898,35,40,75,1784,1794,3579,55,53,108,1869,1886,3755,36,37,72,1577,1442,3018,39,37,81,1652,1517,3169,31,27,59,1443,1408,2843,59,46,100,1532,1477,3006,23,28,61,1426,1481,2910,70,38,107,1527,1550,3076,18,42,55,1585,1869,3447,101,53,158,1705,1960,3666,14,18,32,1847,1970,3819,90,53,139,1949,2036,3987,13,15,24,1605,1757,3360,80,45,121,1694,1814,3503,13,12,26,1543,1619,3154,88,38,125,1642,1667,3309,6,15,25,1485,1579,3065,79,42,122,1579,1638,3218,11,10,29,1301,1311,2610,77,36,115,1389,1365,2748,7,12,17,1053,1151,2212,57,34,88,1115,1192,2313,6,14,26,2837,3302,6143,96,102,196,2939,3421,6361,337,376,715,23003,24111,47116,977,664,1640,24317,25149,49470
SED55605,86,86,171,1666,1425,3091,56,60,112,1806,1567,3372,103,97,197,1742,1685,3426,74,71,140,1918,1856,3771,101,107,209,2005,1917,3922,84,72,156,2190,2100,4286,64,89,153,1820,1668,3486,74,58,136,1959,1818,3775,59,51,111,1443,1372,2816,77,53,131,1578,1480,3062,55,47,103,1338,1366,2705,91,63,151,1485,1479,2960,42,40,83,1337,1605,2937,120,61,177,1498,1693,3195,47,42,86,1444,1710,3151,126,76,198,1609,1828,3441,34,37,64,1454,1627,3076,137,57,190,1628,1717,3340,34,31,61,1608,1796,3402,114,65,180,1758,1887,3640,26,26,50,1572,1810,3382,115,59,173,1712,1901,3609,24,28,47,1530,1536,3067,95,48,140,1653,1600,3257,11,20,26,1128,1111,2239,59,29,90,1197,1163,2355,18,19,34,2345,2584,4933,97,99,198,2460,2702,5162,689,715,1404,22435,23215,45647,1319,862,2179,24447,24788,49231
SED55706,51,34,84,970,924,1895,94,60,157,1113,1017,2136,50,59,108,1186,1117,2299,104,101,202,1344,1267,2610,48,58,104,1273,1172,2446,140,138,272,1457,1371,2826,56,57,109,1052,946,2001,95,94,184,1194,1099,2300,35,24,58,644,528,1170,67,64,126,737,613,1355,19,21,42,742,744,1484,74,62,136,836,825,1658,15,21,37,936,1021,1953,101,80,186,1059,1119,2171,18,25,39,1024,1244,2265,112,104,216,1146,1369,2519,28,27,64,1141,1278,2428,127,114,244,1302,1426,2726,29,27,51,1284,1318,2603,170,133,302,1483,1478,2964,22,28,53,1346,1369,2711,190,136,324,1557,1537,3090,35,29,59,1450,1581,3024,120,125,245,1604,1732,3331,21,16,37,1594,1635,3226,138,118,260,1754,1776,3524,40,40,82,4746,4703,9451,365,334,700,5147,5082,10233,455,472,928,19382,19574,38960,1892,1666,3557,21737,21705,43443
SED55802,80,84,159,2147,1986,4139,67,65,125,2288,2127,4421,101,66,163,1825,1801,3625,70,51,121,1996,1919,3910,83,89,172,1669,1543,3214,55,51,108,1811,1683,3489,66,70,133,1570,1465,3033,51,38,94,1688,1572,3258,58,64,117,1614,1650,3263,42,45,84,1709,1754,3464,54,108,164,1889,2042,3931,91,71,162,2039,2219,4257,43,96,136,2138,2376,4518,111,81,194,2294,2554,4852,54,57,107,2190,2103,4291,82,57,137,2324,2221,4539,24,43,72,1626,1738,3369,97,48,139,1751,1829,3579,22,42,61,1384,1565,2948,70,45,120,1486,1647,3135,23,27,52,1461,1599,3057,76,48,122,1561,1674,3234,27,30,59,1394,1438,2833,66,35,101,1488,1500,2988,15,19,36,1135,1211,2347,37,27,68,1193,1257,2453,19,23,38,2418,2746,5164,92,98,188,2526,2864,5391,661,803,1461,24473,25267,49737,1018,757,1772,26144,26826,52973
