SED_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SED52903,7981,4096,5633,4964,4235,3403,1782,538,126,32757,42,36,43,37,38,47,30,23,0,299,168,55,146,148,146,297,366,38,9,1372,324,55,123,244,196,530,624,93,0,2191,125,38,99,135,108,345,379,40,0,1276,56,29,43,69,74,178,252,55,0,759,660,638,1440,1167,1462,2348,2788,885,76,11475,31,5,27,26,24,64,61,6,0,239,31,29,92,44,54,43,17,6,0,317,28,0,3,25,9,26,20,0,0,113,0,0,0,0,0,0,0,0,0,0,1424,843,1969,1865,2076,3840,4508,1125,90,17742,1468,879,2015,1899,2115,3888,4539,1146,93,18041,9446,4973,7651,6861,6349,7293,6318,1687,216,50796
SED53004,7671,4415,3814,5505,5221,5004,5004,2312,951,39889,3,3,6,8,10,18,14,5,0,68,0,0,5,0,0,0,0,0,0,11,3,5,0,7,0,4,4,0,0,23,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,105,106,104,95,55,64,74,35,48,695,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,111,110,109,106,59,74,86,35,52,734,111,111,115,112,63,92,104,38,54,800,7781,4531,3936,5616,5290,5095,5105,2345,1002,40692
SED53105,11346,5640,7566,8303,5843,4193,2856,1378,500,47624,3,3,9,3,11,9,5,3,3,44,0,0,4,6,0,3,0,0,0,16,0,0,0,6,0,0,0,4,0,13,0,0,0,0,3,0,6,0,0,15,0,0,0,0,3,13,7,0,0,22,142,158,157,102,103,109,61,37,10,870,0,0,0,0,0,0,4,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,165,158,110,116,121,78,38,10,947,148,171,163,116,126,129,86,41,8,986,11498,5815,7729,8422,5967,4322,2939,1423,502,48614
SED53204,10843,6199,6154,7621,6533,4780,2976,1388,457,46953,0,3,4,0,0,3,5,5,0,22,0,0,0,5,0,5,0,0,0,10,0,0,6,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,3,0,4,91,127,101,86,52,49,69,31,19,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,92,127,106,88,61,57,79,34,13,652,91,127,110,88,61,57,80,41,18,678,10935,6330,6264,7709,6593,4842,3059,1423,476,47626
SED53306,8391,4796,4943,4956,4977,5086,4956,3455,1505,43064,6,17,13,15,10,23,14,16,8,120,0,4,0,0,0,5,11,0,0,27,5,0,5,3,7,5,12,4,0,41,0,0,0,0,0,4,11,0,0,11,0,0,0,0,0,0,0,0,0,9,166,159,159,145,190,169,148,82,48,1284,0,0,0,0,0,0,9,0,0,13,0,3,4,0,4,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,164,175,157,205,183,187,91,48,1389,188,181,186,169,213,207,197,115,57,1503,8574,4974,5125,5123,5191,5293,5155,3566,1565,44569
SED53402,6778,4235,7308,6927,5445,4511,3464,1793,875,41346,3,0,6,3,9,14,7,6,0,56,0,4,0,0,5,0,0,0,0,23,0,7,6,3,4,3,0,0,0,22,0,3,0,0,6,0,3,0,0,14,0,0,0,0,0,0,0,0,0,7,95,164,167,140,97,91,84,44,32,906,0,0,0,0,4,7,0,0,0,12,5,0,5,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,179,185,147,113,101,92,50,32,992,101,181,194,153,117,122,100,57,32,1051,6882,4416,7507,7083,5559,4635,3562,1851,909,42395
SED53502,8250,5265,6333,6018,5704,5376,4122,2392,972,44431,4,15,11,9,12,9,16,6,10,86,0,0,0,0,3,7,3,0,0,15,0,0,0,3,0,4,3,0,0,25,0,0,0,0,0,3,6,0,0,15,0,0,0,0,0,9,0,0,0,14,200,287,281,239,223,174,122,121,79,1730,0,0,0,0,0,3,3,4,0,6,0,0,0,4,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,290,286,253,240,201,140,130,81,1829,212,306,300,262,249,213,155,133,88,1915,8462,5569,6628,6283,5951,5587,4280,2522,1061,46350
SED53602,9283,6158,7105,6372,5571,5141,4054,2114,713,46500,13,15,13,5,12,4,19,6,0,80,0,0,0,6,3,5,0,0,0,9,0,0,4,3,7,0,0,3,0,16,0,0,4,3,0,4,4,0,0,16,6,0,0,0,0,0,0,3,0,9,122,133,165,136,107,78,65,27,17,847,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,138,171,142,116,83,76,37,17,908,140,150,180,148,126,89,89,43,17,987,9423,6308,7286,6520,5697,5228,4143,2153,726,47486
SED53701,6102,2880,3115,3893,4692,5791,5160,2501,633,34769,9,18,10,14,19,22,31,21,6,145,7,3,3,4,3,17,40,3,0,86,11,6,16,13,6,39,48,9,0,139,0,0,11,13,9,20,42,12,0,107,0,4,3,5,17,19,41,5,0,94,205,313,463,441,517,730,678,220,31,3598,0,10,20,8,0,0,6,0,0,44,4,3,0,0,0,0,0,0,0,10,0,0,3,0,0,5,8,0,0,13,0,0,0,0,0,0,0,0,0,0,226,347,515,484,550,836,863,247,35,4094,232,364,528,493,566,860,892,269,40,4236,6337,3237,3640,4381,5266,6648,6051,2766,678,39009
SED53802,7472,4962,7057,6372,5205,4852,4254,2650,944,43779,0,0,7,9,11,11,9,10,0,59,9,3,0,9,3,0,0,0,0,24,0,0,7,0,5,0,6,0,3,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,80,126,142,116,105,75,53,21,17,730,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,137,152,121,112,87,69,26,17,798,94,135,157,127,119,95,75,32,21,864,7565,5097,7216,6499,5327,4952,4335,2686,962,44639
SED53902,6060,4505,6442,5904,5144,4578,3713,2662,1571,40592,4,5,12,3,8,12,9,4,4,63,4,0,8,0,0,3,0,0,0,22,3,8,8,4,3,3,3,3,0,37,0,0,0,0,0,0,5,0,3,12,0,0,0,0,0,0,0,0,0,9,82,121,177,91,91,106,83,66,34,864,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,97,129,199,100,96,123,96,69,37,952,99,139,205,105,111,127,108,78,45,1014,6159,4639,6650,6018,5256,4711,3819,2733,1618,41604
SED54006,7972,4296,3946,4762,5214,5485,4936,2660,783,40050,5,5,9,11,12,15,25,20,8,108,0,0,3,3,0,11,14,0,0,35,10,0,9,3,4,10,8,0,0,40,0,0,0,0,9,3,14,3,0,29,0,0,0,0,12,3,0,0,0,21,168,287,165,150,176,174,147,62,24,1354,0,0,0,0,3,7,0,0,0,13,0,0,3,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,295,176,164,206,204,184,67,24,1503,183,297,191,172,217,218,212,85,38,1612,8156,4591,4133,4933,5433,5709,5146,2740,816,41660
SED54104,7095,6628,6362,5814,5381,4857,4442,2761,1115,44469,9,14,9,6,7,8,5,0,3,71,4,9,8,6,11,14,7,0,0,63,5,19,14,12,6,5,3,0,0,75,0,6,5,7,5,7,4,0,0,36,0,0,0,0,7,3,0,0,0,13,440,416,418,392,331,357,397,333,148,3234,0,0,4,0,4,5,13,4,0,26,0,0,8,7,9,4,0,0,0,39,0,0,4,4,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,450,455,467,434,375,396,425,340,152,3501,457,474,474,443,384,401,430,347,154,3566,7559,7107,6839,6256,5766,5260,4872,3108,1264,48038
SED54203,4144,2140,3602,3274,2932,2633,1608,631,124,21090,16,19,16,16,28,16,17,5,0,145,77,22,87,123,96,195,245,23,0,863,115,23,61,103,115,224,334,31,3,1009,49,37,74,108,132,196,164,19,0,785,40,20,54,61,79,129,170,16,0,574,727,1042,3251,2856,3207,3605,3319,1146,101,19238,19,9,21,26,27,57,46,7,0,210,13,0,13,18,8,29,12,0,0,84,12,3,3,3,9,3,6,0,0,39,0,0,0,0,0,0,0,0,0,0,1050,1149,3561,3303,3673,4440,4284,1241,100,22810,1071,1166,3581,3315,3704,4459,4299,1245,105,22949,5217,3311,7188,6589,6638,7092,5903,1879,226,44044
SED54304,5990,5797,13185,8894,5989,4998,3353,1530,696,50432,10,11,31,26,22,28,15,0,5,151,6,29,46,62,70,59,15,0,0,291,0,14,63,44,51,62,21,7,0,259,8,15,66,62,68,61,12,0,0,297,0,7,21,28,37,25,12,6,0,132,174,398,785,609,613,458,329,142,83,3592,0,0,6,11,12,9,10,0,0,52,3,0,14,16,12,14,5,0,0,63,0,4,7,12,5,4,4,0,0,40,5,0,0,0,4,0,3,0,0,11,198,466,1013,847,871,688,409,157,86,4728,214,471,1045,873,886,722,420,162,88,4884,6199,6266,14225,9769,6880,5717,3776,1692,783,55310
SED54403,10649,4700,8908,8716,6157,4147,1161,268,51,44744,21,15,19,21,27,16,6,6,0,134,33,24,83,110,115,130,86,17,0,588,61,12,77,88,123,175,150,30,0,715,21,17,139,231,249,252,153,18,3,1082,7,12,57,59,79,136,90,18,0,462,240,1085,4316,4261,4209,3057,1357,329,27,18877,0,8,12,20,29,45,25,11,0,148,0,9,16,21,15,35,5,0,0,97,4,0,4,3,0,9,7,0,0,23,0,0,0,0,0,0,0,0,0,0,369,1159,4704,4790,4827,3830,1878,420,26,21995,388,1175,4719,4815,4848,3842,1887,424,26,22128,11038,5872,13625,13524,11009,7991,3043,693,77,66879
SED54505,9086,5890,3357,6313,6294,4919,4797,2655,1047,44356,0,0,0,0,4,4,17,9,6,38,0,6,7,4,0,0,0,4,0,24,7,3,3,7,0,0,0,0,0,20,3,0,0,4,3,0,0,0,0,7,0,0,0,3,0,4,0,0,0,7,95,82,98,85,50,48,50,24,12,552,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,103,98,105,99,54,59,53,32,12,633,108,99,105,95,61,68,73,40,20,666,9193,5990,3462,6417,6352,4987,4865,2694,1066,45028
SED54605,6142,4169,4335,4225,4772,5479,4733,3046,1271,38175,12,19,7,19,9,13,22,10,0,116,0,5,43,23,7,7,12,0,0,98,0,0,3,3,6,9,7,0,0,24,0,4,3,3,11,8,10,4,0,48,0,3,0,3,8,0,5,0,0,23,148,235,304,208,173,133,84,42,11,1336,0,0,5,0,0,4,0,0,0,5,0,5,6,0,7,5,0,0,0,23,0,5,6,6,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,153,256,375,251,216,165,115,42,11,1582,162,275,387,270,226,176,134,54,16,1699,6298,4444,4721,4498,4999,5657,4876,3100,1287,39875
SED54701,6996,3339,3935,4268,4512,4876,3761,2168,736,34590,16,21,14,15,17,28,43,10,6,161,5,8,4,7,9,18,28,4,0,84,6,5,8,9,5,9,17,0,0,57,0,0,3,7,13,25,18,0,0,71,0,0,6,0,0,10,14,0,0,39,169,430,455,343,453,460,273,104,31,2721,0,0,0,0,5,16,5,0,0,21,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,180,447,488,370,483,549,358,118,32,3018,195,466,499,384,501,573,397,121,40,3176,7188,3803,4437,4650,5018,5452,4157,2291,779,37766
SED54804,7322,4331,7653,7044,5409,4331,3461,2259,1220,43024,4,0,4,5,4,3,5,7,0,39,3,3,10,8,4,13,8,4,0,59,5,7,3,7,8,12,13,4,0,61,0,0,3,6,13,15,5,3,0,57,3,0,3,4,5,0,4,0,0,25,152,167,194,132,119,127,85,42,26,1045,3,0,3,0,6,3,0,0,0,24,0,0,8,0,0,0,0,0,0,9,5,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,182,174,233,166,152,171,121,54,33,1299,187,179,235,174,155,178,128,66,35,1333,7507,4507,7890,7219,5572,4512,3586,2324,1251,44359
SED54905,6061,5604,6157,5402,4964,4787,4408,2377,1192,40944,3,8,12,11,9,8,16,5,5,71,0,4,3,5,5,13,5,0,0,43,6,3,4,12,11,3,12,0,0,45,0,4,3,0,5,13,8,0,0,41,4,0,5,3,0,0,0,0,0,13,141,278,192,161,117,163,137,63,36,1285,0,0,0,0,0,8,4,0,0,12,0,0,0,0,0,5,0,0,0,5,0,0,9,0,0,0,0,0,0,11,4,0,0,3,0,0,0,0,0,8,154,300,216,183,147,199,163,68,35,1467,152,307,229,200,154,210,176,77,33,1547,6214,5908,6384,5600,5119,4993,4585,2457,1234,42493
SED55005,11481,6650,6208,8153,6616,4767,3471,1528,594,49460,8,4,6,8,4,3,6,9,3,54,0,3,0,0,0,0,5,3,0,17,0,0,4,4,6,0,5,0,0,20,0,0,6,0,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,7,129,116,130,90,75,69,42,22,12,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,130,120,136,99,90,75,68,27,12,752,142,127,143,106,89,83,72,28,15,808,11621,6774,6350,8263,6710,4846,3539,1562,607,50268
SED55102,10953,5898,6260,7077,6508,5112,3420,1441,308,46980,8,7,3,13,10,8,9,10,4,70,0,3,0,0,0,6,8,0,0,23,0,0,10,11,10,11,9,4,0,47,0,0,0,7,0,9,4,0,0,27,0,0,0,0,3,3,4,4,0,21,142,160,170,183,135,110,100,35,15,1040,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,168,174,206,154,145,122,46,14,1164,152,173,180,217,164,153,130,53,21,1240,11108,6072,6444,7291,6666,5264,3553,1497,325,48219
SED55202,9494,5707,6324,6800,5659,4947,4312,2519,1004,46762,17,5,8,22,3,11,9,15,6,95,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,7,0,0,16,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,161,147,139,116,105,98,75,29,16,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,152,149,116,111,107,81,34,20,933,175,159,158,135,121,122,92,45,27,1026,9675,5863,6485,6935,5777,5065,4404,2567,1028,47783
SED55306,8246,3624,3676,5271,5474,5094,5023,2736,1020,40181,16,3,11,14,16,29,34,23,3,157,0,4,8,3,4,10,5,0,0,46,3,0,9,4,0,11,13,0,0,44,5,0,9,7,3,18,23,4,0,60,5,7,0,4,11,8,0,0,0,40,300,256,423,343,328,568,554,212,51,3042,0,0,0,0,3,8,0,0,0,15,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,318,278,454,372,360,626,599,214,53,3264,333,278,458,384,378,653,638,243,56,3416,8584,3901,4138,5658,5851,5748,5661,2981,1072,43594
SED55405,6747,6758,10291,7247,4960,4154,3143,1920,1189,46411,4,8,14,5,9,11,9,5,4,67,3,4,7,10,6,0,7,0,0,42,0,0,10,10,4,11,0,0,0,29,0,3,0,4,0,10,0,0,0,22,0,0,4,7,0,0,0,0,0,13,102,252,218,115,104,103,89,50,28,1060,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,107,258,243,137,120,136,99,53,28,1185,111,268,252,145,130,143,110,53,37,1248,6859,7024,10545,7391,5090,4299,3253,1973,1219,47660
SED55504,10966,5934,6353,7159,6167,4726,3516,1884,619,47318,3,0,0,4,3,0,10,15,4,45,0,0,0,0,0,3,0,0,0,8,3,0,7,0,5,3,0,0,0,13,0,0,0,0,0,7,6,3,0,18,0,0,0,0,0,0,0,0,0,3,121,158,125,105,66,62,59,24,17,736,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,158,136,107,75,83,69,31,17,797,133,163,132,113,79,86,83,44,17,839,11093,6098,6487,7271,6241,4806,3596,1922,636,48157
SED55605,11196,6461,5678,6236,6669,5166,2872,1490,462,46238,16,3,5,10,10,9,6,11,0,67,0,4,0,0,0,0,6,3,0,13,0,0,0,0,0,5,0,0,0,15,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,0,0,7,155,186,125,105,73,67,56,23,10,792,0,0,3,3,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,186,133,109,77,79,68,31,10,849,173,197,142,122,85,83,66,38,4,917,11372,6661,5819,6359,6760,5256,2938,1529,465,47150
SED55706,7295,3288,3461,4768,5415,6097,5523,2694,844,39387,12,7,16,13,19,20,33,10,4,143,3,3,0,7,6,14,23,0,0,60,0,0,7,0,9,9,22,0,0,52,0,0,8,9,8,23,20,0,0,68,3,4,6,6,12,14,0,12,0,43,266,275,458,405,407,616,467,156,66,3119,0,0,0,0,0,11,5,0,0,22,0,0,7,0,3,0,0,0,0,13,0,0,0,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,5,276,279,485,433,444,692,548,166,67,3387,287,288,504,447,460,713,583,173,68,3524,7583,3582,3963,5211,5875,6815,6106,2869,913,42917
SED55802,11662,6505,8614,7716,6032,5130,3023,1570,554,50808,8,6,4,8,7,18,12,3,0,63,3,5,0,0,0,4,0,3,0,16,0,0,5,4,0,8,0,0,0,18,0,0,0,0,3,0,4,0,0,8,0,0,6,0,0,6,0,0,0,3,162,156,192,111,82,81,52,29,6,868,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,176,161,208,119,82,87,59,31,7,929,178,168,211,131,89,102,68,36,7,992,11838,6670,8826,7841,6122,5231,3096,1607,560,51795
SED55905,6313,4803,5370,4935,4827,4813,3897,2537,1173,38666,3,5,6,8,7,7,8,14,3,68,0,0,0,0,0,3,5,3,0,8,0,5,0,0,6,7,8,0,0,25,0,0,0,0,0,3,3,0,0,7,0,0,3,6,0,0,0,0,0,11,158,211,225,182,173,207,196,181,125,1651,0,0,6,0,0,0,0,0,0,10,0,3,0,3,0,0,0,0,0,9,0,0,0,6,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,161,223,234,187,181,220,217,189,125,1743,165,230,240,198,189,231,223,200,128,1805,6474,5032,5613,5128,5012,5046,4120,2741,1310,40478
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,42,113,170,111,60,13,0,0,511,0,0,0,0,0,0,0,0,0,0,0,7,3,24,59,23,22,0,0,134,0,4,8,11,32,21,8,0,0,82,0,4,24,68,28,40,24,0,0,192,0,0,11,20,13,16,3,0,0,64,0,81,342,647,628,346,104,29,0,2175,0,0,4,3,18,18,5,0,0,42,0,0,17,10,8,6,0,0,0,47,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,93,403,785,784,472,161,32,0,2739,3,93,403,785,784,472,161,32,0,2739,3,137,518,957,896,533,176,32,0,3250
