SED_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
SED52404,0,0,0,6,3,0,5,0,0,13,0,9,4,46,26,18,19,0,3,121,0,0,0,3,3,14,5,3,0,23,0,0,0,12,0,10,10,4,0,34,12,123,202,583,459,542,457,248,79,2716,0,0,0,0,0,0,6,0,0,7,0,5,0,14,3,4,5,4,0,35,0,0,9,37,23,28,24,23,3,153,0,0,0,0,0,3,11,4,0,20,0,0,4,8,3,17,5,6,0,43,0,3,11,32,14,35,22,24,4,148,3,4,6,25,14,15,9,5,0,71,0,3,0,18,0,5,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,15,18,149,40,50,43,16,4,340,0,0,4,31,11,11,25,21,0,98,4,5,0,13,18,6,0,0,0,55,0,0,0,13,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,8,0,4,6,25,14,34,28,9,0,112
SED52505,0,0,3,11,0,9,0,3,0,35,4,35,48,401,121,93,54,16,3,772,0,0,0,6,0,6,3,0,0,20,0,13,3,19,6,6,0,0,0,40,4,104,105,291,272,375,248,104,30,1531,0,0,0,10,4,0,0,0,0,22,0,0,0,6,5,0,3,4,0,27,0,0,7,15,3,14,7,5,8,49,0,0,0,0,0,0,0,0,0,0,0,10,11,67,19,20,9,4,0,131,18,209,166,1650,244,168,111,28,10,2604,5,15,26,204,61,30,41,7,4,382,0,5,7,50,18,6,3,0,0,96,0,0,3,17,4,0,4,0,0,31,0,26,4,35,19,15,16,9,0,122,0,0,4,7,6,6,21,12,8,66,0,0,3,33,17,11,6,0,0,73,3,21,12,134,28,10,15,0,0,225,0,0,0,7,0,4,0,0,0,13,6,59,128,575,196,210,160,45,6,1388
SED52604,0,0,0,3,5,0,0,0,0,14,0,6,16,54,19,21,11,4,4,136,0,0,0,0,3,9,3,0,0,18,0,4,0,10,3,23,8,0,6,51,3,130,361,628,712,876,586,292,108,3698,0,0,0,4,0,5,0,0,0,7,0,4,7,14,3,7,0,4,4,35,0,0,10,23,21,17,20,11,3,100,0,0,0,0,0,0,3,5,0,11,0,0,3,11,8,8,3,0,0,36,0,0,7,69,16,31,22,14,5,167,0,9,9,40,17,3,8,3,0,93,0,4,3,33,7,6,7,0,3,62,0,0,5,3,7,0,0,0,0,13,0,23,28,115,61,64,48,17,5,361,6,0,0,13,4,14,11,8,3,69,0,3,0,15,17,8,7,4,0,48,0,0,4,19,3,0,3,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,15,39,28,37,47,8,9,171
SED52702,0,0,0,0,0,3,0,0,0,6,0,4,6,12,19,4,0,5,0,53,0,0,0,0,4,0,4,3,0,16,0,0,0,0,0,0,5,5,0,11,3,39,73,249,384,543,525,375,133,2322,0,0,0,0,0,0,0,0,0,5,0,0,0,12,4,8,7,4,0,42,0,3,5,27,34,26,43,21,9,159,0,0,0,0,0,0,3,0,0,3,0,5,0,11,5,4,3,0,0,20,0,0,0,14,9,18,18,26,17,94,0,4,0,15,4,5,3,0,0,37,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,11,33,30,23,27,18,5,161,0,0,0,8,5,14,41,28,35,128,0,4,0,15,15,3,0,4,0,39,0,0,0,6,0,0,0,0,0,5,0,0,0,4,0,4,0,0,0,7,0,0,0,16,13,26,19,10,4,85
SED52803,0,0,0,12,3,5,0,0,0,22,0,0,0,44,13,7,3,0,0,63,0,0,0,0,4,7,0,0,0,18,0,0,0,5,0,0,4,0,0,7,0,11,18,87,60,104,59,26,3,364,0,4,5,26,4,4,0,0,0,49,0,0,0,7,0,0,0,0,0,16,0,0,0,16,8,4,10,0,0,46,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,11,8,107,16,7,11,4,0,167,0,0,3,31,16,4,0,0,0,62,0,0,0,11,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,5,0,29,0,3,0,4,0,45,0,0,0,4,0,5,0,0,4,17,0,0,0,0,4,0,0,0,0,7,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,3,14,7,9,0,0,0,36
SED52903,0,0,0,16,0,0,0,0,0,16,0,0,9,66,3,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,19,137,82,114,41,11,0,412,0,3,0,6,3,0,0,0,0,16,0,0,7,41,0,5,0,0,0,57,0,0,11,41,12,18,3,5,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,0,10,0,49,4,5,4,0,0,73,0,0,0,14,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,32,6,0,0,0,0,46,0,0,3,23,3,0,0,5,0,35,0,0,0,15,8,0,0,0,0,23,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,21,6,7,4,0,0,34
SED53004,0,0,0,7,3,0,3,0,0,15,0,4,11,76,28,26,16,0,3,174,0,0,0,0,0,0,7,0,5,21,0,0,0,0,0,3,3,0,0,6,9,86,179,404,383,433,388,266,118,2258,0,0,0,0,0,3,0,0,0,9,0,0,4,22,10,4,6,0,0,41,0,4,4,35,17,21,26,17,5,127,0,0,0,0,0,3,4,4,3,16,0,3,0,9,5,7,10,0,0,35,0,10,14,52,35,40,35,22,9,215,0,0,6,27,13,3,6,0,0,60,0,6,15,41,16,7,4,0,0,79,0,0,0,3,0,0,0,0,0,3,4,14,17,145,37,32,34,12,8,301,0,0,0,19,12,17,38,24,20,127,0,6,0,30,16,10,3,0,0,66,0,0,0,16,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,3,8,39,27,33,40,21,5,169
SED53105,0,0,0,10,10,7,10,0,0,34,0,8,12,127,48,30,11,3,0,237,0,0,0,15,11,4,14,11,3,60,0,0,4,4,0,0,0,0,0,16,0,50,87,342,255,374,241,213,89,1651,0,0,0,5,3,7,0,0,0,8,0,0,0,16,3,0,0,3,0,25,0,0,0,22,11,7,11,16,9,76,0,0,0,0,3,0,0,0,0,8,0,0,5,25,3,6,4,0,0,47,10,42,62,496,64,48,23,13,10,778,3,8,12,92,26,10,9,0,4,162,0,9,0,36,11,3,4,0,0,62,0,0,0,10,0,0,0,0,0,18,0,11,7,51,9,8,11,6,0,94,0,0,0,12,5,8,22,13,5,67,0,0,5,24,9,6,5,0,0,48,3,0,3,61,6,8,3,0,0,86,0,4,0,5,0,3,0,0,0,10,0,13,30,104,45,32,15,8,5,254
SED53204,0,0,0,0,0,9,3,3,0,18,0,3,4,123,31,34,20,0,3,232,0,0,0,19,9,16,19,9,7,75,0,3,13,22,5,3,5,7,3,64,5,67,127,362,294,288,205,127,44,1519,0,0,0,0,0,0,0,0,0,6,0,0,0,5,8,3,0,0,0,15,0,3,0,18,11,9,10,6,3,67,0,0,0,0,0,4,6,10,3,26,0,3,3,28,11,10,0,6,0,58,0,40,63,522,131,92,63,38,10,954,0,0,7,49,29,6,6,0,0,91,0,8,8,55,13,13,3,0,0,108,0,11,10,70,25,13,5,0,0,125,0,10,15,108,21,10,7,3,0,186,0,0,5,16,14,22,47,38,15,158,0,0,0,15,5,0,0,0,0,27,0,0,0,26,7,9,0,0,0,38,0,4,0,8,8,8,0,0,0,26,3,5,14,94,43,56,42,8,0,272
SED53306,0,0,0,7,4,0,0,0,0,12,0,4,0,34,24,20,6,0,0,89,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,8,4,40,153,347,309,482,471,476,155,2446,0,0,0,4,0,0,7,0,0,12,0,0,0,6,0,4,0,0,0,14,0,0,0,12,10,18,20,17,12,93,0,0,0,0,0,0,4,0,0,5,0,0,0,7,3,3,3,0,0,16,0,22,19,123,16,19,11,15,4,225,0,3,11,42,31,16,6,0,0,106,0,0,0,4,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,4,0,13,16,41,9,10,19,5,6,112,0,0,0,7,5,7,13,5,3,40,0,0,0,12,7,3,0,0,0,21,0,0,0,19,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,7,16,19,15,9,5,3,72
SED53402,0,0,0,13,0,0,3,0,0,19,5,4,31,146,69,50,29,6,4,344,0,0,0,5,6,8,8,6,5,42,0,5,0,3,0,0,4,0,0,16,0,10,52,307,188,248,178,123,54,1150,0,0,0,3,0,7,0,0,0,15,0,0,3,37,9,5,5,0,0,60,0,5,8,48,22,7,31,20,0,144,0,0,3,0,0,8,10,13,11,43,0,3,5,53,11,15,7,0,0,86,0,38,43,310,41,59,48,33,12,593,0,8,6,81,29,13,3,0,0,139,0,5,5,30,3,7,0,0,0,60,0,0,0,14,7,0,0,0,0,28,4,4,4,124,20,17,22,10,0,198,0,0,7,35,11,20,55,61,63,250,3,3,8,61,35,10,5,0,0,118,0,4,6,66,6,4,6,0,0,96,0,0,0,3,0,0,0,0,0,5,0,0,25,111,40,44,41,17,6,292
SED53502,0,0,0,0,0,3,0,4,0,13,0,6,10,61,28,32,9,0,0,148,0,0,0,3,7,9,31,19,11,93,0,0,0,6,0,0,0,0,0,8,0,25,52,193,229,398,288,220,102,1519,0,0,0,4,5,6,0,0,0,15,0,0,5,16,0,0,0,0,0,28,0,0,9,20,19,9,36,20,11,121,0,0,0,0,3,3,0,0,0,10,0,3,0,16,3,0,0,0,0,19,5,49,45,337,66,52,37,13,8,611,0,5,3,43,15,13,5,3,3,88,0,0,0,9,3,5,0,0,0,18,0,0,0,7,0,0,5,0,0,29,0,13,6,35,16,16,16,12,6,116,0,0,5,9,3,20,56,69,52,213,0,0,5,10,9,0,0,0,0,28,0,0,0,17,4,4,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,4,39,20,27,22,5,4,124
SED53602,0,0,0,7,4,10,5,0,0,24,0,5,16,96,48,43,19,5,4,235,0,0,0,15,15,16,25,7,5,82,0,10,15,4,7,7,12,4,0,58,0,4,20,115,84,183,155,121,51,722,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,3,0,15,0,0,0,24,6,9,29,11,0,74,0,0,0,9,0,6,10,13,8,52,0,0,0,36,6,4,4,4,0,60,8,25,53,345,48,45,77,52,9,663,0,3,15,51,23,14,12,8,0,130,0,6,18,55,13,17,8,4,0,118,8,13,30,118,55,27,8,3,0,251,0,0,5,39,4,0,8,6,8,71,0,0,3,11,9,42,53,56,41,222,0,0,9,20,9,5,3,0,0,37,0,0,0,18,5,0,0,0,0,28,0,0,11,4,0,9,5,0,0,31,8,59,15,124,27,59,51,16,5,348
SED53701,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,3,5,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,16,42,165,229,387,303,170,44,1351,0,0,0,0,0,4,0,0,0,0,0,0,0,6,3,5,0,0,0,22,0,0,0,27,7,17,27,12,3,93,0,0,0,0,0,0,0,0,0,5,0,0,0,8,4,5,0,0,0,12,0,0,0,20,3,8,9,7,0,45,0,0,3,7,7,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,10,6,9,4,6,68,0,0,0,7,0,9,10,0,0,31,0,0,0,9,4,0,0,0,0,15,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,0,0,26
SED53802,0,0,0,9,5,4,5,0,0,16,0,15,26,247,94,96,41,8,10,536,0,0,0,20,13,14,17,13,4,74,0,0,3,8,0,5,3,6,0,30,0,17,31,169,94,165,171,144,53,846,0,0,0,0,0,0,0,0,0,11,0,0,0,16,4,6,3,0,0,34,0,0,6,23,11,14,18,20,8,101,0,4,4,8,5,10,28,39,29,120,0,0,0,68,16,25,15,0,0,129,8,40,83,470,83,85,90,61,15,934,0,5,9,73,22,20,7,3,0,136,0,8,8,74,19,20,7,6,0,140,0,10,18,56,20,17,5,0,0,118,0,0,10,148,5,16,12,15,4,211,0,4,6,43,13,59,191,150,81,547,0,0,10,41,18,3,4,3,0,77,0,4,4,62,7,8,0,0,0,88,0,0,0,7,3,3,4,5,0,24,0,9,20,170,54,61,84,29,8,437
SED53902,0,0,4,12,0,5,5,0,0,22,0,6,39,169,52,50,31,10,7,374,0,0,0,14,12,8,15,8,7,62,0,0,0,4,0,0,0,5,0,17,0,18,60,254,161,211,184,133,93,1111,0,3,0,0,0,3,0,0,0,9,0,0,0,34,10,3,0,0,0,56,0,0,6,27,7,20,32,16,11,118,0,3,6,3,0,15,11,31,22,84,0,0,11,47,12,12,9,0,0,96,4,23,29,253,42,40,36,29,19,482,0,0,10,45,17,8,3,3,3,99,0,0,5,40,16,10,8,3,0,80,0,3,6,12,6,4,5,0,0,29,0,4,12,125,12,14,19,8,7,207,0,5,10,48,15,28,103,160,114,485,0,11,5,47,32,13,4,0,0,105,0,3,3,66,18,5,6,3,0,99,0,0,0,0,0,5,0,0,0,10,0,4,15,137,44,45,50,28,7,333
SED54006,0,0,0,0,0,0,0,0,0,0,0,3,3,30,21,8,0,0,0,62,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,29,62,171,249,431,358,286,76,1656,0,0,0,4,0,3,0,0,0,10,0,0,0,9,0,6,0,0,0,11,0,4,9,19,7,12,26,16,3,92,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,4,0,0,8,0,5,0,14,0,7,10,6,0,45,0,0,3,20,13,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,9,14,4,7,0,53,0,0,0,4,3,9,26,45,19,98,0,0,0,5,0,0,3,0,0,18,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,9,11,8,0,51
SED54104,0,7,7,18,8,0,0,0,0,44,0,44,150,353,79,72,38,20,8,765,0,0,0,3,4,10,8,4,3,25,0,3,0,4,0,3,4,7,0,21,5,87,135,291,210,295,218,155,85,1471,0,0,0,4,0,0,0,3,0,7,0,10,13,46,19,10,7,0,3,112,0,4,4,46,19,17,29,10,12,141,0,3,4,9,4,3,0,3,5,22,0,20,32,40,22,11,29,6,7,162,9,33,44,222,53,27,25,18,11,450,11,21,45,112,39,16,24,11,3,272,4,4,13,82,20,4,8,5,0,133,0,0,0,4,0,0,0,0,0,8,0,12,14,110,12,29,23,22,37,257,0,11,11,27,12,8,20,25,12,119,6,31,15,87,36,17,9,4,0,205,0,9,0,56,13,8,5,0,0,96,0,0,0,6,0,0,0,0,0,5,6,23,62,222,113,81,122,49,19,692
SED54203,0,0,0,10,0,0,0,0,0,12,0,0,0,25,3,0,0,0,0,36,0,0,0,5,0,4,5,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,14,94,47,99,53,27,10,344,0,0,0,5,7,0,0,0,0,20,0,0,4,22,0,0,0,0,0,24,0,0,9,24,11,9,8,6,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,16,0,3,0,0,0,25,0,10,0,33,3,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,4,0,0,0,36,0,0,3,18,5,6,0,8,0,28,0,0,0,15,3,0,0,0,0,20,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,21,7,0,0,0,0,37
SED54304,0,0,5,36,12,0,0,0,0,56,7,11,197,491,87,69,32,18,10,920,0,0,0,19,3,11,12,10,8,56,0,3,0,10,0,0,8,4,4,28,4,23,107,457,202,243,149,60,26,1265,0,0,0,3,4,0,0,0,0,8,0,6,15,82,4,0,5,0,4,104,0,0,14,64,23,15,14,7,5,138,0,0,0,10,3,4,10,29,38,97,0,3,38,100,24,16,14,0,0,200,28,45,39,395,25,28,28,17,7,609,0,3,39,164,43,15,24,8,6,298,3,5,4,89,11,17,10,7,0,140,0,0,0,8,0,0,0,0,0,7,0,3,16,175,22,25,17,11,0,274,0,0,16,88,11,20,75,110,115,433,14,13,19,177,44,14,7,0,0,287,0,11,22,219,30,4,6,0,0,289,0,0,0,3,4,0,3,0,0,14,0,9,70,304,62,62,43,13,10,574
SED54403,0,0,0,9,0,3,0,0,0,9,0,0,5,65,15,6,5,0,0,94,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,8,3,18,16,196,76,119,23,12,0,456,0,0,5,11,11,0,3,0,0,31,0,0,11,26,4,0,0,0,0,44,0,0,3,26,3,6,5,0,0,44,0,0,0,3,3,0,0,0,0,6,0,0,0,10,0,0,0,0,0,12,4,27,10,155,26,9,3,0,0,228,0,12,13,66,31,4,0,0,0,129,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,6,0,63,10,6,3,0,0,85,0,0,0,7,0,3,0,0,0,12,0,0,0,12,3,0,0,0,0,20,0,0,0,15,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,4,0,29,13,5,0,5,0,60
SED54505,0,0,0,3,3,5,0,0,0,18,7,110,89,670,260,159,98,20,15,1430,0,0,0,0,0,3,3,3,0,22,0,8,4,12,4,0,0,5,5,35,5,70,104,137,183,235,218,192,85,1225,0,0,0,4,0,3,5,0,0,12,0,0,3,7,3,3,0,0,3,21,0,4,3,12,11,9,22,15,7,83,0,0,0,3,0,0,7,5,0,13,5,22,27,72,26,42,35,6,4,240,3,153,197,629,316,122,66,47,25,1544,0,13,39,120,77,39,34,17,0,333,0,9,13,53,14,10,6,3,0,98,0,8,16,17,10,0,5,0,0,55,0,20,8,19,14,21,8,10,5,112,0,7,0,10,4,6,33,14,13,82,0,0,3,29,30,9,6,3,3,84,3,32,39,122,89,21,11,0,0,312,0,0,0,4,3,5,4,0,0,16,0,118,242,475,354,234,281,104,23,1825
SED54605,0,0,0,3,0,0,5,5,0,13,0,0,6,25,19,17,6,4,0,80,0,6,0,7,7,6,15,9,7,53,0,0,0,0,0,0,0,0,0,5,0,29,102,322,347,745,560,535,207,2850,0,0,0,3,4,0,0,0,0,8,0,0,0,7,0,0,3,0,4,14,0,3,0,22,14,21,45,18,0,120,0,0,0,0,0,0,3,0,0,3,0,4,0,8,0,0,0,0,0,14,0,7,7,40,8,16,15,14,0,102,0,5,0,35,9,10,3,0,0,71,0,0,0,4,0,0,0,0,0,6,0,5,0,3,0,0,0,0,0,5,0,5,6,31,14,12,28,23,5,121,0,0,0,7,0,14,13,8,5,49,0,0,0,15,9,5,0,0,0,27,0,0,0,3,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,4,14,3,5,14,3,0,51
SED54701,0,0,0,4,0,0,0,0,0,8,0,0,6,10,9,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,119,89,180,162,131,45,736,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,3,0,0,0,10,0,0,5,30,7,8,27,16,0,94,0,0,0,0,0,0,0,0,0,6,3,0,0,4,0,0,0,0,0,10,0,0,3,30,4,5,0,0,0,58,0,4,0,10,11,0,5,0,0,30,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,5,4,0,37,0,0,0,3,0,4,10,7,11,33,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,12,3,0,0,37
SED54804,0,0,0,18,3,3,0,0,0,25,4,11,19,139,60,36,18,3,3,293,0,0,0,11,4,9,5,7,4,39,0,0,0,14,0,3,3,0,0,25,7,38,77,493,241,252,232,149,74,1559,0,0,0,3,0,0,6,0,0,5,0,0,3,60,11,9,3,0,0,88,0,4,12,70,21,10,17,16,11,162,0,0,0,0,4,4,10,14,7,34,0,3,6,19,9,10,0,5,0,62,0,4,14,93,16,16,20,21,15,204,0,3,9,48,24,9,8,4,0,105,0,4,0,42,14,10,4,4,3,83,0,0,0,5,5,0,3,0,0,11,0,9,10,219,40,24,14,15,11,334,0,0,6,61,9,20,43,34,27,208,3,11,7,50,40,19,0,3,0,133,0,3,0,34,6,0,0,0,0,40,0,0,0,0,0,0,3,0,0,5,0,5,15,81,36,28,21,12,0,204
SED54905,0,0,0,7,6,8,3,0,0,32,0,23,48,217,70,80,26,6,4,470,0,0,0,3,0,11,3,0,5,29,0,0,0,11,3,5,0,4,0,21,6,34,62,216,187,272,216,139,84,1214,0,0,0,0,0,0,4,3,0,11,0,4,0,31,4,3,4,0,0,49,0,4,3,20,8,8,11,15,6,81,0,0,0,0,4,3,11,5,7,34,0,0,17,38,16,17,17,0,3,115,4,18,21,223,61,47,32,30,12,456,0,8,36,140,67,48,32,12,3,348,0,6,3,85,15,22,7,0,8,149,0,3,6,10,3,6,0,0,0,28,0,3,4,69,17,23,20,16,3,148,0,6,0,35,12,14,34,23,16,136,0,4,10,47,15,18,10,4,0,119,0,0,3,59,25,16,4,5,0,118,0,0,0,0,0,3,4,0,0,11,0,11,51,242,92,104,104,45,9,651
SED55005,0,0,0,8,7,4,0,0,0,23,0,45,91,410,189,98,51,4,6,904,0,0,0,4,0,0,3,0,0,16,0,5,15,21,7,0,0,0,0,55,0,32,78,181,236,359,235,200,64,1396,0,0,0,11,8,0,0,0,0,17,0,0,0,3,3,3,0,0,0,12,0,0,3,10,5,9,10,8,4,42,0,0,0,0,0,0,0,0,0,4,0,9,5,37,8,10,12,0,0,78,13,133,178,1029,227,129,91,37,13,1848,0,23,29,187,78,32,29,10,0,396,0,4,16,47,3,7,0,0,0,84,0,7,8,41,30,13,8,0,0,109,0,4,0,29,9,15,15,7,5,81,0,0,3,12,0,9,23,11,18,85,0,0,4,14,4,8,0,0,0,31,0,4,0,59,8,0,6,0,0,85,0,0,5,13,14,4,3,0,0,33,4,40,121,369,181,173,118,27,12,1054
SED55102,0,0,0,0,0,3,0,3,0,8,0,0,0,27,13,11,3,0,0,54,0,0,0,7,5,0,10,3,0,33,0,0,9,6,0,0,0,0,0,10,0,35,126,317,390,514,319,162,36,1899,0,0,0,7,4,4,0,7,0,23,0,0,0,0,8,3,5,0,0,22,0,3,3,27,17,22,14,10,0,102,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,3,6,0,0,24,5,23,29,316,46,37,39,4,3,496,0,3,3,37,13,4,0,0,0,67,0,3,0,15,4,3,0,0,0,25,0,0,0,16,0,0,0,0,0,21,0,5,0,34,25,15,10,8,0,93,4,0,0,8,11,15,33,13,4,95,0,3,0,9,14,0,3,0,0,31,0,3,0,13,0,0,0,0,0,16,0,0,0,5,0,0,0,0,0,3,0,5,10,36,28,20,8,0,3,113
SED55202,0,0,0,0,3,4,8,0,0,16,6,12,44,179,95,56,23,5,4,423,0,0,0,0,5,0,3,10,0,20,0,8,11,3,0,4,5,4,0,29,6,16,21,133,150,348,341,346,127,1484,0,0,0,10,4,5,0,0,0,29,0,0,0,8,4,8,0,0,0,21,0,0,0,13,14,21,28,16,0,92,0,0,0,0,0,0,0,0,0,8,0,0,3,34,3,7,0,0,0,53,8,49,93,599,94,73,85,51,21,1073,0,21,24,169,75,30,26,5,0,355,0,4,17,23,4,4,0,0,0,54,0,8,3,56,15,11,4,0,0,97,0,4,4,21,6,12,17,13,3,81,0,0,0,8,8,16,40,26,18,109,3,0,5,24,12,4,4,0,0,47,0,4,7,44,19,16,4,0,0,89,0,0,0,14,5,4,9,0,0,33,6,27,40,182,82,122,90,49,5,600
