SED_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
SED53602,87,47,42,11,35,11,236,14,4,8,0,4,0,38,33,11,24,6,16,0,96,25,18,24,8,19,4,98,47,43,25,17,37,4,171,68,66,52,29,31,11,253,106,164,44,28,54,6,413,158,219,87,44,76,11,608,124,263,76,37,76,5,587,137,283,84,41,52,3,616,85,151,53,34,22,8,355,100,244,107,35,27,5,525,30,67,33,11,8,0,145,18,45,31,3,5,0,110,62,88,47,13,16,4,227,36,102,48,3,10,5,203,18,46,19,0,3,3,87,17,28,23,0,0,0,72,88,103,73,11,37,9,326,1255,2015,892,348,543,105,5166
SED53701,107,45,31,7,11,0,207,34,11,4,4,0,0,50,44,18,12,4,13,0,88,39,28,8,0,3,8,99,84,46,39,13,8,4,190,74,64,27,15,13,0,195,103,89,36,23,13,0,261,88,97,41,27,13,0,270,110,109,33,15,17,4,288,132,125,52,13,8,0,330,73,101,33,9,4,0,227,133,154,65,12,8,0,375,43,74,25,3,9,0,152,43,64,11,4,0,0,129,109,101,30,14,4,0,263,119,106,58,8,11,0,294,47,21,14,0,4,0,87,44,22,11,4,0,0,77,111,57,54,14,19,3,255,1531,1340,593,188,160,25,3834
SED53802,62,45,40,10,17,6,177,13,7,5,0,0,0,30,24,9,8,0,12,0,53,26,20,18,4,12,0,77,41,28,22,10,20,0,121,50,45,26,17,24,7,160,83,82,47,19,25,5,264,123,138,53,16,41,5,376,142,187,69,29,32,4,457,160,211,56,38,24,12,496,131,177,42,25,28,3,401,183,288,101,30,35,7,643,51,117,39,6,9,0,226,56,109,26,7,3,0,202,75,166,52,12,13,8,320,101,211,90,15,23,0,434,27,72,25,3,11,4,138,21,56,23,0,0,0,105,91,96,49,17,26,4,283,1465,2053,787,256,341,67,4968
SED53902,67,50,36,3,15,0,173,17,7,6,0,0,0,26,21,14,5,5,5,0,52,13,8,9,0,3,0,41,29,26,12,8,8,0,78,32,32,29,16,15,0,115,75,47,38,14,16,4,204,82,85,29,8,14,0,224,89,78,39,9,20,0,230,103,108,21,20,14,4,279,94,106,19,8,11,3,246,137,173,63,25,18,3,415,70,112,22,5,14,3,218,73,89,26,8,6,0,196,111,153,35,24,11,0,332,155,327,94,16,17,0,613,83,137,45,13,9,0,291,71,194,54,3,5,3,331,63,91,50,14,11,3,238,1391,1823,648,197,214,34,4315
SED54006,72,41,30,11,7,5,172,20,7,4,3,0,0,40,46,17,16,6,3,0,89,43,23,14,3,14,0,98,61,35,28,13,22,0,160,92,57,32,21,21,3,227,133,131,38,26,26,3,352,137,159,83,43,38,0,465,159,243,74,35,29,0,546,178,285,85,44,26,0,624,107,219,41,39,18,0,423,163,322,99,23,22,7,636,64,144,41,10,0,0,262,43,94,34,5,0,0,178,111,173,64,10,13,0,384,162,186,64,14,12,0,443,50,50,32,6,8,0,156,38,31,22,3,3,0,98,98,89,55,26,18,3,291,1782,2305,869,350,287,40,5628
SED54104,81,57,29,4,14,3,191,7,3,5,0,0,0,17,18,6,8,0,4,0,43,11,7,11,4,5,0,36,25,12,9,0,4,0,54,25,13,15,3,6,0,61,43,31,18,5,5,0,98,38,32,17,6,5,0,104,42,36,16,3,6,0,112,55,45,19,14,11,0,133,23,41,6,5,4,0,77,80,82,34,23,15,4,245,28,39,12,5,9,5,99,32,47,14,12,0,0,104,67,93,31,11,9,0,214,132,312,82,16,15,4,568,73,259,66,17,13,0,432,141,506,158,14,19,3,840,37,96,45,5,23,4,204,960,1716,601,154,170,26,3632
SED54203,22,9,3,0,6,0,32,0,0,0,0,0,0,0,13,6,0,3,0,0,25,12,7,3,0,0,0,27,10,7,8,4,3,0,34,13,11,13,5,0,0,42,26,26,3,10,0,0,64,23,28,3,3,4,0,58,11,18,4,0,0,0,39,25,36,6,0,5,0,71,14,21,3,0,0,0,39,41,27,14,0,0,0,86,15,19,0,0,0,0,30,10,14,3,0,0,0,27,20,20,10,5,0,0,53,29,18,4,0,8,0,61,8,12,6,0,0,0,27,12,10,14,0,0,0,33,25,17,3,5,0,0,51,324,306,96,42,40,5,807
SED54304,59,31,26,9,22,3,143,10,12,9,0,0,0,27,23,15,6,0,4,0,47,10,12,4,5,6,3,41,37,9,6,6,4,0,58,45,35,15,4,3,9,114,71,51,23,7,10,0,155,102,41,15,7,13,3,176,105,50,23,20,17,3,213,127,81,29,6,8,0,256,93,69,14,9,13,4,188,186,161,34,16,23,3,421,95,87,13,8,3,0,197,101,94,16,6,8,0,228,161,177,25,19,10,0,384,250,406,58,22,28,3,765,113,202,44,17,13,0,386,110,139,31,3,12,0,296,78,65,20,11,9,4,194,1765,1730,405,160,196,40,4301
SED54403,16,10,0,7,4,0,41,3,3,0,0,0,0,13,10,17,3,0,5,0,34,13,14,3,0,0,0,29,35,34,11,0,5,0,83,30,44,5,6,3,0,94,44,65,12,6,0,0,136,61,82,13,6,4,0,164,57,93,14,4,0,0,170,54,94,9,5,0,0,169,40,67,16,8,4,0,138,73,105,23,8,3,7,211,22,49,13,4,0,0,94,21,43,6,0,0,0,72,35,67,13,3,6,0,132,61,103,28,14,7,0,210,45,58,3,8,0,0,118,21,36,9,0,3,0,72,39,55,14,8,0,0,116,683,1049,196,98,49,19,2086
SED54505,81,91,64,9,17,3,274,20,11,15,0,5,0,52,23,25,14,0,9,0,81,21,15,25,3,3,0,72,31,39,31,3,6,0,109,40,55,24,7,6,0,130,59,85,68,17,15,5,247,31,101,55,14,17,0,218,35,117,58,13,18,0,240,57,146,70,21,25,0,315,44,153,49,16,11,0,270,102,311,112,25,22,0,566,30,161,57,12,11,0,267,25,203,40,9,8,0,288,71,306,100,21,16,5,520,92,450,127,26,29,0,725,48,182,62,6,10,0,315,41,160,68,5,6,0,279,55,140,92,15,11,3,324,908,2745,1149,223,247,18,5288
SED54605,66,24,18,4,18,0,136,26,9,6,3,0,0,43,38,21,11,3,6,0,88,30,6,12,5,14,0,71,48,22,28,10,20,4,135,72,51,31,20,23,3,204,134,95,49,25,29,3,345,164,178,68,39,42,4,503,154,185,56,36,21,6,459,139,223,51,33,31,5,480,98,142,42,17,18,0,325,117,195,84,27,18,6,449,48,69,25,7,6,0,152,28,49,19,9,4,0,107,78,94,37,8,8,0,226,78,88,54,15,10,0,242,34,38,16,3,0,0,94,18,23,13,0,0,0,58,82,78,38,14,22,3,246,1474,1594,667,280,305,42,4358
SED54701,90,71,23,3,7,0,198,28,10,6,3,6,0,46,20,23,10,8,13,0,80,41,31,13,9,15,0,106,73,82,16,18,13,3,208,104,96,26,14,16,4,258,98,114,26,29,24,3,285,112,124,30,13,18,0,297,73,119,27,12,3,0,240,62,112,36,13,7,0,234,38,79,15,7,5,0,148,82,88,31,7,11,4,217,18,37,6,0,4,0,67,10,26,9,0,4,0,53,37,54,22,5,5,0,125,45,45,15,0,4,0,103,9,15,13,0,0,0,40,16,10,12,0,0,0,40,68,57,30,5,6,3,167,1030,1204,363,151,153,27,2918
SED54804,66,49,32,12,8,0,177,14,6,6,0,0,0,24,23,16,16,0,0,3,58,23,13,5,9,4,0,51,27,25,16,7,4,0,81,55,22,18,12,14,0,124,48,58,40,8,19,3,179,71,60,30,19,16,0,202,91,83,18,27,23,0,244,132,119,37,28,19,0,337,118,115,35,21,12,5,306,203,263,60,39,22,9,596,101,141,32,11,11,0,298,82,150,28,5,9,6,289,157,301,58,16,13,0,554,241,511,118,38,23,0,935,90,191,50,12,16,0,357,68,148,49,12,3,0,281,99,107,42,7,20,0,278,1709,2386,685,296,233,34,5352
SED54905,62,54,45,4,18,9,194,7,4,0,4,4,0,23,22,7,7,0,9,0,46,14,8,11,4,3,0,41,32,14,25,0,5,0,76,22,23,13,4,10,0,72,46,43,23,7,8,5,137,63,36,27,3,12,3,143,69,61,30,7,10,0,185,72,54,25,12,14,0,175,79,45,23,5,8,4,170,123,133,51,20,19,0,346,47,80,14,7,8,0,158,62,91,26,11,0,0,194,105,167,44,7,7,0,327,169,322,84,13,23,11,626,102,206,81,19,17,3,416,96,217,77,5,13,4,410,79,78,45,8,9,5,228,1269,1655,662,149,182,49,3972
SED55005,71,60,48,12,16,6,209,23,11,12,0,0,0,50,29,31,24,0,13,0,94,29,22,27,8,7,0,91,46,47,43,10,14,6,164,65,88,47,18,21,3,245,109,159,85,29,32,5,419,141,254,99,40,40,4,576,134,338,103,52,47,7,670,162,438,137,48,25,9,825,135,345,108,33,34,3,656,199,579,178,47,33,9,1056,74,239,76,16,16,0,424,55,222,63,14,12,7,373,123,304,123,24,17,8,595,115,306,135,25,10,0,599,42,105,36,8,6,4,200,31,89,42,0,7,0,170,99,177,110,20,35,6,440,1674,3819,1505,403,376,74,7860
SED55102,66,41,36,13,12,3,163,17,10,8,3,8,0,47,37,18,13,4,0,0,75,24,13,11,0,8,0,60,51,19,9,7,3,0,93,76,56,45,29,19,4,227,112,113,57,43,27,5,359,144,197,88,65,45,6,542,151,305,78,52,45,7,645,199,391,92,64,31,8,781,166,378,95,51,44,3,732,254,527,143,63,44,5,1035,100,287,70,28,8,0,498,95,195,50,20,11,0,369,194,341,136,34,20,0,727,238,386,158,38,35,3,849,96,132,65,9,12,0,308,66,80,36,6,6,0,197,134,155,92,30,21,4,436,2216,3645,1275,560,412,59,8160
SED55202,67,55,31,9,20,6,182,23,15,5,0,7,0,43,32,23,19,0,15,0,90,27,17,18,0,11,0,78,59,47,42,6,24,7,187,78,112,48,17,28,7,292,126,183,70,37,56,4,478,164,306,77,39,56,9,655,177,349,91,46,50,6,711,166,372,121,59,46,11,765,110,254,73,32,29,8,504,159,341,114,37,40,4,689,69,104,44,15,5,0,235,27,68,27,10,5,0,128,77,120,65,13,13,4,293,46,108,59,12,14,0,233,17,42,13,6,8,0,87,15,39,15,4,0,0,75,95,128,57,19,25,12,332,1522,2681,987,363,440,81,6064
SED55306,79,33,26,4,8,0,142,30,11,6,3,0,0,47,49,23,12,5,6,0,99,26,13,14,7,9,0,68,55,41,22,15,14,6,148,71,63,18,18,21,4,190,91,89,29,10,25,0,242,126,153,46,34,26,0,385,128,193,44,47,26,0,436,174,249,62,52,20,0,556,122,228,53,27,10,0,431,160,331,82,35,18,3,625,66,161,43,13,10,0,293,34,111,16,11,0,5,184,105,179,55,15,9,0,356,108,215,57,13,6,0,408,53,60,24,0,4,0,148,35,54,22,4,6,0,117,87,84,37,20,12,6,246,1597,2300,649,339,220,23,5128
SED55405,54,42,24,5,8,6,132,17,3,0,0,0,0,28,22,11,9,0,10,3,57,21,15,4,6,4,0,45,20,30,14,6,9,0,81,38,18,21,3,9,3,92,68,73,26,14,12,3,194,105,87,25,18,18,3,254,144,106,22,21,9,9,304,146,129,33,22,16,5,353,124,127,26,11,14,7,323,174,236,39,22,26,8,511,84,120,12,0,7,0,227,79,111,21,5,0,0,229,126,182,34,14,13,5,369,159,248,54,10,20,6,490,52,106,17,4,4,0,182,37,56,9,0,6,0,109,61,76,30,11,13,3,194,1541,1778,426,177,202,59,4183
SED55504,77,35,45,8,14,9,188,15,6,9,0,0,0,39,34,10,13,9,12,3,78,26,16,13,3,16,0,77,42,32,26,14,22,0,139,63,64,43,25,21,0,212,76,118,50,30,32,3,297,118,202,90,44,55,7,521,189,291,71,64,45,7,670,257,487,140,74,33,5,1001,191,480,114,55,34,8,883,287,602,205,75,49,3,1221,112,310,106,33,9,0,575,64,201,65,20,16,0,370,128,364,128,31,18,4,676,140,293,144,26,14,3,630,57,90,53,8,8,0,222,37,76,42,6,5,0,161,102,175,108,32,38,3,455,2026,3869,1469,544,446,61,8410
SED55605,78,22,32,14,12,4,167,29,11,10,0,6,0,58,47,17,24,8,16,0,115,36,18,13,3,13,0,83,56,45,27,13,19,0,165,67,50,46,22,21,0,207,136,156,77,40,41,8,453,190,244,88,61,47,5,644,220,353,99,60,42,3,780,225,409,143,89,62,7,941,158,347,91,52,25,4,681,244,533,189,64,42,4,1084,94,219,62,21,7,0,405,48,129,58,23,5,0,269,131,229,104,31,8,3,506,137,220,131,24,22,0,536,56,78,43,10,4,0,193,40,44,22,6,4,0,114,137,172,106,39,31,0,483,2128,3301,1364,588,429,60,7873
SED55706,101,38,21,8,5,0,175,21,9,4,3,7,0,45,53,18,13,0,8,3,98,38,23,14,11,10,0,85,83,60,24,16,25,0,208,85,78,28,28,24,0,240,146,136,40,32,33,3,388,144,192,43,32,25,0,444,138,180,37,21,14,0,396,128,185,32,41,7,0,406,71,141,22,7,9,0,250,120,176,41,19,12,0,365,52,99,15,4,0,0,172,25,48,8,3,0,0,84,73,108,35,4,3,0,226,91,134,37,9,0,0,268,34,31,21,4,0,0,95,24,31,5,3,0,0,67,92,75,38,13,12,5,232,1519,1767,464,263,207,18,4231
SED55802,70,54,55,21,22,5,212,17,10,11,5,0,0,40,44,18,20,4,8,0,93,21,19,18,0,12,0,72,44,34,25,3,15,0,131,53,42,41,19,34,3,196,104,127,71,25,34,5,374,166,237,76,50,54,8,592,257,432,107,58,52,12,927,296,558,136,76,48,14,1130,259,498,109,59,38,13,980,336,713,178,72,54,22,1372,168,380,80,34,21,10,689,98,231,64,17,14,6,429,178,362,110,41,17,0,709,134,250,104,23,29,0,539,44,95,39,18,0,0,195,35,87,23,4,9,0,159,132,194,100,31,31,6,492,2454,4359,1360,558,495,106,9331
SED55905,68,39,25,9,17,4,164,17,9,11,0,4,0,42,10,14,15,0,8,0,53,31,11,21,9,24,0,97,41,31,23,5,19,0,121,57,44,44,19,39,0,204,83,68,54,22,21,4,245,89,97,54,33,37,7,321,125,144,59,36,33,5,399,168,205,61,32,30,3,495,125,185,43,22,22,5,399,177,302,92,37,21,6,641,70,146,45,5,12,5,281,53,124,25,6,6,0,219,102,208,55,15,11,3,400,131,249,79,15,15,5,485,35,59,24,7,3,0,125,23,35,20,5,0,0,81,61,89,51,17,28,12,252,1465,2054,795,290,353,69,5013
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
