SED_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
SED53802,0,0,0,0,0,0,0,8,50,0,56,0,0,0,5,0,0,0,5,7,0,16,0,3,0,0,0,3,3,5,9,0,22,0,12,0,11,0,4,9,19,27,0,41,0,14,0,13,5,8,10,25,59,0,85,8,40,4,48,13,9,22,72,78,0,149,14,64,3,79,6,5,11,91,73,0,169,33,61,7,104,3,4,8,113,92,0,206,53,67,9,132,0,0,5,132,96,4,230,81,52,7,135,3,0,3,139,74,0,209,56,36,3,95,3,0,11,101,50,0,151,56,25,6,85,0,0,0,86,43,0,128,123,30,5,161,0,0,0,157,38,0,196,60,18,0,84,0,5,5,88,27,0,115,58,6,5,65,0,0,3,69,8,0,77,21,3,0,18,0,0,0,18,9,0,27,32,10,0,41,0,0,0,41,11,0,50,51,29,8,93,4,6,9,98,48,6,147,3,0
SED53902,0,0,0,0,3,0,0,6,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,5,8,14,15,0,25,0,3,0,8,4,0,8,14,19,0,30,0,8,0,11,0,3,8,15,26,0,42,3,34,0,36,0,3,6,48,51,0,97,17,40,3,55,5,0,5,65,45,0,100,19,55,4,75,0,0,3,79,57,0,140,35,66,6,112,4,0,6,113,63,0,171,43,47,0,89,0,0,0,92,36,0,124,52,33,0,85,0,0,0,86,32,0,114,56,18,0,75,0,0,0,75,28,0,107,93,44,0,136,0,0,0,136,29,4,171,46,21,0,63,0,5,5,68,22,0,87,27,5,3,33,0,0,0,33,4,0,39,9,5,0,19,0,0,0,19,9,0,28,71,11,3,77,0,0,0,83,6,0,85,42,24,0,68,0,0,0,71,27,4,98,3,0
SED54006,0,0,0,0,0,5,5,5,25,0,29,0,0,0,3,0,4,4,4,8,0,10,0,5,0,5,5,5,5,9,12,0,16,0,12,0,9,5,9,14,22,22,0,47,6,17,0,21,6,6,8,29,57,0,86,8,39,3,56,3,17,24,77,91,0,170,12,70,10,91,7,3,10,99,75,0,174,35,56,7,100,3,5,7,105,94,0,198,54,68,7,131,5,0,7,136,68,0,207,60,36,4,100,0,4,0,103,59,0,161,51,19,4,78,0,0,0,78,24,0,105,44,14,3,63,0,0,0,63,24,0,90,77,20,7,103,0,0,0,105,21,0,126,32,9,3,44,0,0,3,48,23,0,68,34,4,6,42,3,0,3,51,0,0,55,8,0,0,8,0,0,0,5,3,0,8,24,4,0,24,0,0,0,28,3,0,34,54,46,3,102,7,4,7,115,54,9,180,3,0
SED54104,0,0,0,0,7,0,3,6,32,0,42,0,0,0,3,0,0,0,9,3,0,10,0,4,0,4,0,0,4,7,13,0,20,0,3,0,7,5,0,3,9,7,0,17,0,12,0,12,0,4,3,15,16,0,31,0,20,0,26,0,3,3,27,20,0,49,0,22,3,28,0,6,6,35,12,0,43,11,28,4,41,0,3,3,44,34,0,80,22,31,0,52,4,4,9,59,30,0,90,30,33,0,60,0,0,0,65,22,0,83,45,13,5,65,0,0,0,65,25,0,87,57,22,0,78,0,0,0,82,10,0,90,92,43,0,136,0,0,0,137,31,0,166,36,14,0,46,0,0,0,51,17,0,63,40,13,0,50,0,0,0,56,10,0,62,12,9,0,20,0,0,0,20,4,0,22,137,33,6,171,5,0,5,172,21,0,189,50,24,5,79,0,0,0,82,18,0,105,0,0
SED54203,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,3,0,0,4,0,7,0,7,0,0,0,7,20,0,27,0,6,0,10,0,0,8,12,19,0,32,0,9,0,14,3,3,11,20,28,0,52,3,18,0,20,4,0,3,26,25,0,53,5,11,4,17,0,3,3,24,29,0,51,15,6,0,20,4,0,3,24,31,0,53,24,15,0,36,0,5,5,39,25,0,66,13,5,0,24,0,0,0,23,18,0,43,15,0,0,20,0,0,4,22,12,0,43,15,0,4,18,0,0,0,18,10,0,29,29,12,3,38,0,0,0,39,6,0,47,14,5,0,16,0,0,0,16,6,0,24,12,3,0,15,0,0,0,15,4,0,14,7,0,0,11,0,0,0,11,0,0,6,13,0,0,11,0,0,0,11,3,0,17,25,15,0,43,3,0,3,49,32,3,78,0,0
SED54304,6,3,0,3,0,4,9,9,26,0,39,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,4,6,4,0,10,0,5,0,5,4,0,4,10,15,0,24,4,8,0,17,3,6,9,21,24,0,44,0,18,0,23,0,0,0,26,19,0,46,10,28,4,41,0,6,3,47,37,0,86,16,39,5,63,0,0,3,61,41,0,105,39,47,0,87,0,0,0,87,33,0,122,38,29,0,69,0,0,0,69,32,0,101,44,27,0,74,4,0,5,77,31,0,99,55,18,0,73,0,0,0,77,19,0,100,112,19,3,138,0,0,0,141,20,0,160,34,4,7,38,0,0,0,44,13,0,53,44,11,0,56,0,0,0,56,7,0,65,15,0,0,15,0,0,0,15,3,0,19,96,10,5,109,0,0,0,110,14,0,129,37,7,0,54,0,4,4,53,32,0,90,0,0
SED54403,0,0,0,4,0,0,5,3,24,0,29,0,0,0,0,0,0,0,0,6,0,6,5,0,0,3,3,6,7,8,22,0,32,0,5,0,5,6,8,11,18,31,0,46,0,3,0,5,0,6,6,13,48,0,56,3,18,0,18,5,7,10,30,28,0,56,4,18,3,26,0,3,5,35,27,0,61,16,13,0,33,0,4,3,34,28,0,61,32,20,4,52,0,0,3,53,33,0,86,41,13,4,61,0,5,0,61,18,0,83,72,10,7,85,0,0,0,89,9,0,101,63,5,5,77,0,0,0,79,15,0,91,99,17,8,126,0,3,3,129,10,0,140,29,6,3,34,0,0,0,34,10,0,43,56,14,3,67,0,0,0,67,3,0,76,19,0,0,30,0,0,0,30,0,0,30,62,4,0,71,0,0,0,73,9,0,74,33,11,5,51,0,0,0,56,20,4,75,7,0
SED54505,3,6,0,6,0,0,3,8,36,0,49,0,3,0,3,0,0,3,5,9,0,14,0,3,0,3,0,0,0,5,13,0,24,0,12,0,9,0,0,0,14,15,0,26,3,13,0,20,0,4,4,16,21,0,42,7,17,0,29,4,0,4,35,29,0,62,5,42,3,52,3,6,6,54,28,0,80,19,44,6,63,3,6,8,66,59,0,128,45,57,0,110,0,3,3,113,47,0,161,50,40,3,102,3,0,3,103,35,0,137,45,27,3,81,0,0,0,89,25,0,106,42,19,0,60,0,0,0,60,18,0,79,120,35,0,157,0,0,0,157,48,0,200,46,16,4,63,0,0,0,61,20,0,76,39,14,7,53,0,0,0,53,15,0,75,15,4,0,22,0,0,0,22,9,0,27,62,8,0,80,0,0,0,80,12,0,86,61,29,7,91,5,0,5,95,29,3,128,0,0
SED54605,0,0,3,4,0,0,0,3,23,0,33,0,3,0,3,0,0,0,3,5,0,11,0,7,0,6,4,0,4,11,29,0,36,0,7,0,7,5,0,10,15,39,0,55,0,12,0,20,5,12,15,29,70,6,107,4,44,0,51,12,14,29,76,109,0,185,13,70,3,92,6,3,11,101,75,0,176,32,55,4,96,5,7,12,108,116,0,224,52,59,6,124,4,0,4,129,105,0,232,58,37,8,100,0,0,4,101,57,0,157,66,28,3,103,0,3,4,110,42,0,149,62,16,7,81,0,0,4,83,20,0,107,80,21,12,114,0,0,3,119,38,0,147,39,14,0,50,0,0,0,50,16,0,73,26,5,4,39,0,0,0,38,10,0,48,11,0,0,12,0,0,0,12,7,0,18,27,9,0,36,0,0,0,36,4,0,48,54,17,10,80,5,3,9,90,62,0,152,3,0
SED54701,6,0,0,4,0,0,0,7,15,0,17,0,3,0,0,0,0,0,7,3,0,11,0,0,0,4,5,0,8,11,15,0,23,0,9,0,9,5,6,11,22,29,0,47,0,19,0,19,7,5,12,31,62,0,88,3,26,3,31,5,8,15,44,48,0,89,17,41,5,63,7,9,8,68,38,0,113,34,38,6,81,4,0,5,82,60,0,146,32,31,3,68,3,3,0,72,49,0,114,43,19,4,68,0,0,4,70,28,0,95,30,16,0,44,0,0,0,45,12,0,58,30,14,5,47,0,0,0,49,15,0,65,52,14,3,72,0,0,0,73,25,4,94,21,3,0,25,0,0,0,28,9,0,38,13,0,0,12,0,0,0,12,4,0,15,3,0,0,3,0,0,0,3,0,0,3,15,0,3,18,0,0,0,18,0,0,22,30,29,9,70,0,0,0,68,51,7,125,4,4
SED54804,0,0,0,0,0,0,0,5,18,0,26,0,5,0,5,0,0,0,3,3,0,10,0,4,0,6,0,0,4,8,6,0,15,0,8,0,8,3,4,9,12,21,0,36,0,14,3,14,0,0,0,19,37,0,55,0,35,0,32,5,6,9,44,48,0,88,0,49,5,58,3,3,9,61,39,0,101,25,65,0,90,3,5,7,98,62,0,164,34,54,4,96,4,0,0,99,64,0,161,41,48,0,92,0,0,0,96,41,0,142,62,37,5,95,0,0,0,103,21,0,121,68,19,0,91,0,0,0,91,16,0,107,134,47,5,188,0,0,3,189,27,0,215,45,16,9,65,0,0,0,65,21,0,85,39,6,7,58,0,0,0,58,4,0,62,18,0,0,18,0,0,0,18,7,0,24,76,14,3,91,0,0,0,91,10,0,105,65,37,5,112,4,0,4,112,29,3,148,3,0
SED54905,0,0,3,4,0,0,4,7,26,0,37,0,0,0,0,0,0,0,0,0,0,5,0,6,0,6,3,0,4,10,15,0,23,0,6,0,3,0,4,4,11,16,0,24,4,7,0,8,3,4,8,15,27,0,39,0,20,0,20,3,7,5,33,44,0,73,5,39,0,46,0,8,11,55,30,0,81,17,28,3,47,0,0,0,51,42,0,87,40,41,0,80,0,0,0,80,40,0,119,33,41,0,71,0,4,3,77,26,0,113,44,27,0,73,0,0,0,70,26,0,100,53,19,0,74,4,0,4,75,14,0,96,85,27,5,117,0,0,3,122,31,0,152,25,10,4,40,0,0,0,40,14,0,54,38,7,0,50,0,0,0,50,3,0,57,15,0,0,15,0,0,0,15,9,0,18,79,15,3,94,0,0,0,98,8,0,111,39,25,3,67,0,3,8,75,37,5,110,0,0
SED55005,0,0,0,0,5,0,3,6,37,0,50,0,0,0,0,0,0,0,0,8,0,8,0,4,0,4,5,3,5,10,10,0,19,0,9,0,10,3,4,8,23,35,0,51,3,25,0,33,3,3,11,45,61,0,105,6,49,8,61,3,10,13,75,68,0,141,14,65,6,87,9,8,14,107,77,0,180,53,47,3,104,0,5,3,109,72,0,182,60,65,0,127,3,10,10,134,62,0,201,75,58,12,150,0,0,3,148,57,0,206,69,33,4,101,4,0,4,106,32,0,142,61,27,6,95,0,0,4,104,20,0,122,108,45,5,157,0,0,7,162,36,0,198,54,19,5,72,0,0,0,74,21,0,97,52,8,3,66,0,0,4,68,11,0,79,24,5,0,24,0,0,0,24,0,0,30,27,5,0,33,0,0,0,31,12,0,48,52,41,7,101,3,6,7,104,36,4,148,0,3
SED55102,0,0,0,7,4,0,0,10,23,0,36,0,0,0,0,0,3,3,3,12,0,14,0,3,0,8,0,0,4,15,14,0,28,0,12,0,14,0,3,7,19,37,0,57,5,13,0,17,3,7,12,30,42,0,71,12,52,7,68,8,8,18,85,66,0,149,23,69,5,96,8,8,12,105,71,0,177,50,74,3,132,0,7,7,138,76,0,214,86,83,7,184,6,5,10,192,50,0,242,92,62,5,164,4,0,7,165,47,0,211,74,28,4,113,0,0,0,111,34,0,146,93,15,0,107,0,0,0,112,26,0,136,136,40,13,186,4,0,4,193,23,0,213,52,17,6,69,0,0,0,68,15,0,88,39,10,3,43,0,0,0,49,11,0,58,21,0,0,23,0,0,0,23,9,0,23,36,3,0,37,0,0,0,42,0,0,41,66,22,10,92,5,0,5,96,41,0,140,0,3
SED55202,0,3,0,4,4,5,11,11,35,0,50,0,0,0,0,0,0,0,3,12,0,14,0,6,0,8,4,3,8,14,32,0,52,0,10,0,15,13,13,24,34,39,0,71,3,24,0,29,4,3,14,37,80,0,118,6,42,5,52,8,12,23,71,114,0,190,20,51,8,77,10,11,18,91,92,0,183,51,62,8,118,6,14,16,135,117,0,251,80,54,5,140,0,4,6,149,95,0,247,93,57,3,154,13,3,14,170,78,5,251,68,27,0,99,0,0,0,103,40,0,143,52,25,8,84,0,0,0,85,43,0,131,110,41,8,155,0,4,3,162,50,0,209,61,14,0,75,0,0,0,75,22,0,96,41,5,0,53,0,0,0,48,12,0,64,13,5,0,21,0,0,0,21,0,0,21,16,3,0,23,0,0,0,21,8,0,26,52,24,14,85,6,3,12,97,50,10,157,6,0
SED55306,0,0,0,4,0,0,0,4,20,0,19,0,0,0,0,0,0,0,0,0,0,9,0,4,0,4,0,4,3,8,12,0,17,0,16,0,16,3,0,6,18,11,0,33,0,20,0,21,0,3,4,28,49,0,71,3,52,4,58,3,3,8,67,53,0,119,22,90,10,130,4,5,8,134,50,0,180,45,83,7,140,3,3,9,140,60,0,201,57,95,5,158,0,3,3,161,70,0,225,60,47,4,114,0,0,0,111,33,0,151,45,41,0,86,0,0,0,86,15,0,104,44,21,4,66,0,0,0,70,8,0,72,73,24,3,108,0,0,0,108,19,0,127,21,17,4,44,0,0,0,44,4,0,46,16,8,0,21,0,0,0,25,0,0,24,5,0,0,3,0,0,0,3,0,0,7,15,4,3,22,0,0,0,22,5,0,27,66,30,5,101,0,5,3,110,30,0,141,5,3
SED55405,0,0,0,0,0,0,0,0,32,0,32,0,0,0,3,0,0,0,3,9,0,9,0,7,0,5,3,6,0,11,9,0,20,0,12,0,12,3,3,5,19,25,0,42,0,13,0,17,3,4,5,21,38,0,61,0,29,0,32,3,4,7,40,58,0,96,8,34,3,45,3,4,7,56,63,0,117,24,39,4,66,4,7,11,80,60,0,141,35,40,0,74,0,0,3,77,47,0,132,67,38,4,106,3,3,4,108,41,0,155,45,26,3,74,3,0,3,79,21,0,103,45,24,6,74,3,0,3,77,17,0,91,103,20,5,129,4,0,0,136,29,0,163,40,18,0,57,0,0,3,59,14,0,72,32,7,0,49,0,0,0,49,7,0,51,9,4,3,19,0,0,0,19,4,0,20,54,7,0,64,0,0,0,65,11,0,70,36,22,3,62,0,0,6,68,53,0,117,0,0
SED55504,0,0,0,3,3,0,5,5,25,0,34,0,3,0,3,0,0,0,6,11,0,16,4,3,0,10,0,0,4,14,11,0,25,0,15,0,16,5,0,4,18,29,0,50,0,18,4,23,5,5,18,39,38,0,78,8,54,5,65,3,12,13,85,67,0,152,21,85,4,104,0,6,3,115,73,0,180,58,76,11,147,3,4,7,152,71,0,225,83,81,11,178,6,0,5,180,67,0,248,86,63,9,156,4,0,4,155,51,0,206,84,39,4,122,0,0,0,124,26,0,158,76,25,0,111,0,0,0,109,30,0,139,142,38,7,188,3,0,11,191,34,0,225,70,13,0,86,0,3,3,84,21,0,107,43,10,0,57,0,0,0,55,8,0,65,22,3,0,26,0,0,0,26,3,0,29,29,9,0,41,0,0,0,44,4,0,46,72,37,3,112,4,4,6,116,42,4,160,6,6
SED55605,0,4,0,6,0,5,4,7,36,0,46,0,4,0,4,0,4,4,7,10,0,15,0,8,0,11,5,3,5,16,22,0,40,0,5,0,12,7,3,6,16,38,0,56,4,18,4,27,3,5,13,34,61,0,97,8,67,5,88,17,14,31,116,112,0,233,16,99,8,124,15,9,23,150,90,0,240,51,110,5,168,5,3,10,179,98,0,275,91,84,9,176,4,4,11,189,73,0,263,93,64,10,168,3,0,4,174,46,0,220,101,30,13,141,0,3,4,148,42,0,187,87,28,5,123,0,0,0,125,28,0,156,118,41,10,169,4,0,0,177,37,0,211,67,10,3,87,6,0,4,93,22,0,110,43,6,4,58,0,3,3,55,7,0,60,19,5,0,23,0,0,0,23,0,0,25,33,6,3,45,0,0,0,45,8,0,50,66,36,11,113,6,0,10,122,61,0,186,0,4
SED55706,0,0,0,0,0,0,0,0,11,0,15,0,4,0,4,0,0,0,4,4,0,6,0,5,0,13,0,0,4,10,15,0,29,3,8,0,14,0,0,7,17,20,0,41,0,28,0,35,12,0,13,45,38,0,85,9,57,7,72,0,7,7,80,55,0,134,14,70,6,90,5,6,3,98,66,0,162,26,63,4,96,3,0,5,102,62,3,165,63,74,4,137,3,0,3,142,46,0,183,54,52,0,105,0,0,0,108,34,0,142,52,26,4,81,0,0,0,84,13,0,94,28,13,7,48,0,0,0,48,11,0,57,45,16,3,64,0,0,0,65,17,0,86,24,7,6,30,0,0,0,30,3,0,38,16,8,0,26,0,0,0,26,0,0,22,0,0,0,5,0,0,0,5,4,0,4,13,3,0,21,0,0,0,21,11,0,26,48,52,6,105,4,4,3,111,42,0,158,0,0
SED55802,0,0,0,3,0,0,0,7,26,0,35,0,0,0,0,3,0,3,5,13,0,13,0,7,0,6,0,3,8,14,14,0,32,3,7,0,12,0,9,9,17,23,0,41,6,14,0,16,6,3,6,25,43,0,66,8,40,9,54,10,10,17,73,69,0,145,13,71,9,92,3,3,12,106,57,0,161,51,86,4,147,5,3,6,149,87,0,238,101,85,4,185,0,5,9,193,73,0,270,93,61,12,165,0,4,0,166,57,5,225,110,27,3,137,0,0,0,140,39,0,175,80,22,5,105,0,0,5,106,29,0,140,154,46,6,208,5,3,9,214,38,0,253,67,26,4,101,0,3,0,110,18,0,128,49,9,0,64,0,0,3,64,3,0,69,19,3,0,27,0,0,0,25,7,0,29,34,3,0,41,0,0,0,41,12,0,57,49,34,13,100,0,0,0,95,51,0,160,0,0
SED55905,0,0,0,0,0,0,0,0,26,0,28,0,0,0,0,0,5,3,3,8,0,13,0,6,0,6,3,3,4,13,22,0,37,0,11,0,18,5,0,3,23,36,0,55,0,19,4,21,3,5,13,29,52,0,81,4,34,4,44,0,12,15,61,73,0,131,10,46,6,59,3,9,13,75,59,0,135,31,47,5,84,3,0,3,89,90,0,177,35,71,0,112,0,3,4,113,74,5,185,53,46,0,105,0,3,3,105,60,0,171,54,39,5,91,3,3,5,98,41,0,144,67,28,0,93,0,4,8,100,26,0,122,112,43,10,169,0,0,0,171,45,0,222,53,13,4,62,0,0,0,62,19,0,82,33,15,0,50,0,0,0,53,9,0,57,10,9,0,22,0,0,0,20,3,0,29,33,0,4,46,0,0,0,45,7,0,55,51,31,4,94,3,0,3,95,51,6,148,3,4
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
