SED_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SED53602,3,8,0,3,0,0,0,0,17,7,8,9,0,3,0,0,0,26,0,21,32,57,111,173,111,43,554,7,38,40,64,114,173,111,43,594,3030,3453,3011,2626,2335,1736,830,197,17222,243,269,270,196,131,91,80,56,1342,3282,3760,3324,2888,2575,2003,1028,296,19156,0,3,0,4,5,0,0,0,12,3,0,3,0,0,0,0,0,3,0,0,8,4,22,25,17,4,78,5,7,10,3,28,25,17,4,96,2878,3431,3089,2720,2602,2063,1016,340,18132,188,252,226,165,115,106,115,117,1288,3074,3687,3329,2890,2743,2192,1148,451,19512,4,12,3,7,7,0,0,0,30,8,9,10,0,3,0,0,0,32,5,30,40,56,137,198,128,43,629,16,45,54,69,141,198,128,43,697,5906,6883,6104,5345,4934,3802,1843,533,35350,433,513,498,362,239,201,198,174,2620,6357,7441,6653,5775,5322,4201,2171,751,38672
SED53701,0,0,0,0,4,0,0,0,9,0,6,9,3,3,0,0,0,21,0,10,38,128,198,372,162,69,974,0,17,40,133,207,372,162,69,999,1535,1462,1767,2231,2783,2423,1132,203,13536,232,243,286,380,397,314,186,45,2086,1771,1726,2091,2745,3386,3108,1476,316,16619,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,6,0,0,9,36,58,33,28,7,172,0,0,13,40,55,33,28,7,176,1291,1579,1902,2234,2762,2359,1090,311,13527,185,189,219,255,300,263,153,59,1619,1477,1765,2136,2530,3117,2657,1267,377,15324,4,0,0,4,4,0,0,0,7,0,6,9,3,8,0,0,0,25,0,10,49,169,256,401,187,72,1146,4,22,54,171,265,401,187,72,1177,2820,3038,3667,4469,5541,4782,2216,525,27059,416,431,508,634,699,579,334,104,3703,3247,3488,4230,5274,6510,5759,2743,694,31942
SED53802,0,5,3,3,3,0,0,0,10,0,8,3,9,6,0,0,0,32,9,24,34,82,110,176,163,65,659,11,34,41,91,124,176,163,65,706,2532,3454,3083,2463,2172,1789,1041,299,16836,125,218,212,134,125,54,46,24,936,2666,3699,3329,2690,2415,2026,1248,392,18474,0,0,0,5,0,0,0,0,5,4,4,0,0,0,0,0,0,3,5,6,4,5,21,20,11,17,93,3,10,4,12,21,20,11,17,100,2326,3502,3185,2630,2555,2293,1405,553,18441,128,172,158,95,83,80,72,39,828,2459,3692,3341,2739,2661,2385,1488,604,19367,3,5,3,3,3,0,0,0,16,3,11,3,9,6,0,0,0,40,9,30,36,91,137,201,171,76,752,15,47,49,102,145,201,171,76,803,4860,6950,6257,5098,4726,4083,2443,855,35278,249,397,368,228,203,135,123,64,1768,5124,7398,6678,5425,5075,4414,2739,994,37844
SED53902,0,14,3,3,9,0,0,0,25,6,11,10,4,5,0,0,0,32,4,31,56,74,108,126,134,129,663,11,51,63,86,117,126,134,129,718,2142,3117,2800,2491,2130,1591,942,403,15614,83,188,170,125,112,66,94,54,899,2238,3355,3033,2696,2358,1788,1173,592,17232,0,5,5,0,0,0,0,0,6,0,5,0,3,0,0,0,0,6,0,4,7,13,29,23,19,23,128,5,15,8,22,29,23,19,23,147,2354,3297,3022,2576,2355,2023,1449,921,17997,80,154,129,84,73,86,123,110,833,2438,3464,3158,2676,2460,2130,1591,1059,18976,3,12,7,6,9,0,0,0,32,10,18,10,8,5,0,0,0,43,13,33,60,89,133,152,151,154,791,19,65,78,98,146,152,151,154,862,4498,6415,5821,5065,4492,3614,2388,1326,33612,162,346,291,210,187,151,218,168,1730,4678,6818,6188,5372,4820,3918,2760,1649,36209
SED54006,3,4,3,11,4,0,0,0,30,3,4,0,4,4,0,0,0,17,0,18,85,142,202,388,212,105,1160,7,31,89,161,203,388,212,105,1203,2168,1889,2248,2447,2540,2240,1121,242,14903,166,177,236,251,228,168,108,46,1369,2341,2091,2571,2860,2969,2801,1447,391,17479,0,4,6,0,0,0,0,0,7,0,3,6,0,0,0,0,0,7,0,9,20,36,48,44,17,6,181,0,15,30,36,48,44,17,6,191,2129,2095,2462,2685,2919,2550,1280,354,16467,174,126,130,161,154,145,125,72,1090,2302,2229,2619,2883,3120,2733,1432,431,17746,3,7,8,11,4,0,0,0,37,3,9,3,4,4,0,0,0,24,0,27,107,178,247,434,233,113,1340,7,40,119,194,251,434,233,113,1394,4295,3978,4705,5133,5455,4795,2406,596,31365,336,299,366,418,380,312,237,115,2462,4641,4325,5194,5740,6091,5539,2876,825,35229
SED54104,5,23,6,9,7,0,0,0,45,10,12,6,11,7,0,0,0,46,8,30,46,87,102,218,176,98,767,18,66,59,103,110,218,176,98,858,3236,3106,2684,2491,2228,1986,1095,290,17113,134,185,161,123,94,140,81,54,972,3388,3357,2908,2716,2438,2347,1351,436,18943,3,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,5,5,16,25,18,13,10,6,97,12,13,14,31,18,13,10,6,112,3370,3258,3027,2811,2619,2340,1427,629,19475,142,169,128,86,83,104,98,78,897,3520,3443,3170,2926,2718,2455,1535,716,20488,8,23,6,8,7,0,0,0,51,9,17,5,8,6,0,0,0,51,11,40,59,117,113,230,188,104,871,29,85,78,134,132,230,188,104,973,6604,6372,5706,5298,4842,4325,2522,916,36586,280,358,293,208,179,240,181,131,1869,6912,6806,6082,5637,5152,4801,2891,1157,39432
SED54203,0,3,12,4,0,0,0,0,24,0,0,6,4,4,0,0,0,17,4,30,51,68,101,127,42,13,428,4,35,64,79,101,127,42,13,471,951,1564,1489,1381,1244,733,281,39,7678,297,499,436,391,293,155,73,13,2148,1253,2098,1988,1851,1636,1006,396,60,10295,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,6,13,22,20,7,0,0,61,3,8,12,20,20,7,0,0,74,841,1506,1290,1101,1066,641,248,55,6751,226,294,268,214,186,120,47,15,1374,1061,1814,1571,1341,1273,767,296,72,8199,0,8,5,6,0,0,0,0,28,0,0,10,4,4,0,0,0,15,7,36,60,91,112,133,45,13,493,7,48,73,104,123,133,45,13,539,1790,3065,2779,2476,2304,1370,534,98,14423,518,797,705,607,479,269,116,29,3526,2320,3910,3557,3189,2907,1772,691,139,18488
SED54304,8,23,13,9,0,0,0,0,55,10,18,13,10,8,0,0,0,53,7,66,90,131,112,118,93,22,647,21,107,108,149,122,118,93,22,747,2635,6344,4619,2932,2492,1570,627,208,21422,277,776,438,312,231,137,82,33,2286,2933,7228,5172,3391,2845,1826,803,268,24462,0,7,5,0,0,0,0,0,15,3,6,0,0,3,0,0,0,16,3,10,20,19,24,13,4,9,99,8,22,20,21,25,13,4,9,128,2910,6459,4028,2827,2377,1614,713,414,21346,274,504,261,159,132,115,78,46,1568,3188,6989,4310,3016,2536,1741,792,472,23045,9,30,11,9,4,0,0,0,61,11,25,11,7,10,0,0,0,65,6,75,109,153,134,135,98,30,746,26,132,134,167,149,135,98,30,875,5546,12801,8651,5760,4862,3188,1336,623,42771,546,1283,697,474,366,250,156,76,3854,6122,14219,9480,6403,5383,3574,1590,733,47500
SED54403,3,7,16,13,3,0,0,0,48,5,21,16,10,3,0,0,0,50,0,65,150,158,160,70,5,5,615,10,94,184,179,163,70,5,5,713,2159,3739,3888,2863,2026,515,122,16,15330,570,1245,1207,886,630,149,23,4,4703,2735,5085,5273,3928,2812,736,159,23,20749,0,0,0,0,0,0,0,0,9,0,4,0,6,0,0,0,0,15,3,11,33,28,26,0,0,0,105,3,15,40,37,28,0,0,0,125,1882,3652,3281,2247,1371,463,108,27,13030,388,721,579,417,281,74,20,6,2480,2270,4387,3894,2705,1678,541,132,29,15634,3,7,19,20,3,0,0,0,57,5,29,20,13,3,0,0,0,60,10,72,188,183,188,71,13,5,721,17,107,218,217,194,71,13,5,843,4036,7393,7164,5111,3396,979,230,42,28358,951,1969,1778,1301,903,221,45,8,7184,5006,9467,9168,6631,4492,1275,288,55,36385
SED54505,0,3,3,0,0,0,0,0,9,0,3,3,7,7,0,0,0,25,5,14,37,90,107,226,199,105,780,10,16,44,102,113,226,199,105,813,3024,1713,2838,3044,2285,2092,1033,301,16335,71,63,94,93,88,46,52,40,549,3109,1795,2972,3237,2494,2369,1285,440,17700,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,4,7,22,24,24,25,19,127,3,4,12,20,23,24,25,19,129,2884,1699,3476,3221,2623,2551,1371,577,18395,65,42,68,58,56,56,88,53,486,2942,1744,3549,3303,2704,2635,1482,648,19018,4,3,6,0,0,0,0,0,16,0,3,7,5,7,0,0,0,25,10,13,44,116,127,257,220,121,909,13,17,58,123,135,257,220,121,946,5907,3416,6310,6263,4914,4645,2402,879,34735,134,105,161,153,146,101,146,91,1042,6057,3536,6529,6544,5195,4999,2773,1084,36719
SED54605,219,271,137,67,23,0,0,0,712,4,7,11,8,25,0,0,0,49,3,66,106,207,374,397,184,97,1434,221,343,250,278,421,397,184,97,2200,1921,1835,1760,2068,2355,1925,1190,327,13379,290,318,246,199,203,116,131,93,1602,2435,2500,2257,2547,2981,2439,1510,518,17181,102,75,31,3,0,0,0,0,218,0,4,10,5,0,0,0,0,11,3,18,39,67,73,58,29,17,303,107,94,80,76,80,58,29,17,536,1817,1956,2143,2387,2791,2477,1499,618,15684,172,178,126,123,123,133,166,164,1187,2097,2232,2349,2583,2997,2660,1695,796,17407,323,345,169,67,23,0,0,0,931,4,14,17,6,31,0,0,0,65,8,88,149,271,451,456,215,105,1737,333,437,334,350,500,456,215,105,2732,3735,3794,3899,4451,5145,4401,2688,947,29066,462,496,371,324,324,244,300,261,2788,4531,4728,4608,5126,5975,5101,3201,1311,34583
SED54701,0,4,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,7,0,16,25,60,105,257,111,63,635,4,29,22,62,108,257,111,63,651,1727,1862,1994,2204,2473,1765,939,214,13178,260,225,258,287,269,216,142,42,1697,1986,2114,2271,2547,2849,2235,1193,315,15521,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,16,19,20,13,4,90,5,0,11,18,26,20,13,4,98,1564,1958,2022,2145,2348,1814,1030,381,13265,196,193,247,220,219,203,145,78,1490,1767,2151,2281,2385,2586,2035,1186,469,14853,3,4,4,4,0,0,0,0,12,0,3,0,0,0,0,0,0,12,3,22,38,78,130,278,122,61,728,6,28,34,82,131,278,122,61,747,3292,3820,4018,4343,4823,3581,1971,599,26434,459,419,499,507,487,412,290,118,3183,3751,4262,4553,4935,5437,4267,2382,778,30370
SED54804,5,46,40,13,0,0,0,0,108,8,38,17,17,4,0,0,0,82,6,59,76,86,114,151,132,96,724,17,142,133,120,116,151,132,96,916,2047,3517,3318,2556,2047,1435,784,253,15950,86,360,244,145,121,83,101,96,1228,2149,4015,3688,2826,2282,1669,1017,438,18091,5,6,8,0,0,0,0,0,17,3,5,3,3,0,0,0,0,15,0,9,14,31,14,20,8,14,113,9,23,25,32,14,20,8,14,148,2285,4251,3596,2741,2312,1868,1233,647,18925,119,250,175,101,83,112,117,157,1112,2406,4515,3797,2873,2409,2006,1357,817,20182,9,50,48,13,0,0,0,0,126,12,39,22,21,3,0,0,0,100,6,73,88,119,129,175,145,114,839,27,165,158,152,135,175,145,114,1065,4325,7766,6912,5296,4352,3304,2013,899,34877,207,608,416,244,204,197,214,253,2337,4555,8535,7490,5697,4692,3673,2370,1256,38276
SED54905,3,4,6,5,4,0,0,0,24,13,18,0,10,7,0,0,0,43,12,28,45,96,88,175,123,96,654,23,48,53,108,90,175,123,96,716,2928,3050,2598,2279,2178,1981,898,274,16188,112,218,136,127,117,102,89,72,976,3066,3308,2788,2514,2380,2261,1115,437,17882,0,5,0,6,0,0,0,0,5,3,0,0,0,0,0,0,0,8,4,8,11,19,25,29,15,22,127,7,11,12,19,25,29,15,22,145,2712,3145,2766,2623,2629,2351,1236,606,18062,99,157,121,93,103,124,127,154,982,2821,3309,2902,2732,2757,2501,1374,789,19187,7,7,6,8,4,0,0,0,24,14,12,8,7,7,0,0,0,51,12,33,53,110,110,202,143,115,780,33,60,66,131,114,202,143,115,855,5641,6190,5369,4895,4808,4331,2135,883,34253,214,377,261,223,221,225,217,230,1962,5893,6624,5690,5250,5140,4763,2494,1228,37069
SED55005,3,5,0,3,0,0,0,0,18,3,3,5,8,0,0,0,0,12,6,28,44,99,112,159,100,34,579,17,37,55,105,113,159,100,34,616,3386,2896,3856,3177,2249,1571,585,156,17863,120,182,197,172,103,58,35,27,893,3525,3106,4100,3453,2466,1788,718,216,19377,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,9,23,18,11,8,4,81,3,3,7,27,17,11,8,4,89,3214,3218,4238,3374,2453,1734,789,316,19334,111,167,127,90,65,64,72,56,755,3328,3386,4370,3496,2537,1815,866,380,20179,3,5,5,5,3,0,0,0,25,3,5,5,8,0,0,0,0,21,8,28,51,121,129,174,110,37,660,21,40,62,130,136,174,110,37,695,6607,6110,8093,6550,4699,3301,1372,471,37200,232,346,322,267,171,127,104,84,1648,6858,6493,8477,6941,5002,3601,1587,598,39552
SED55102,40,38,8,11,7,0,0,0,101,5,5,4,8,3,0,0,0,31,5,52,108,160,177,242,124,22,891,52,96,130,185,187,242,124,22,1023,2917,2509,2983,2915,2276,1468,621,115,15802,356,817,792,567,304,124,45,20,3021,3320,3424,3903,3663,2769,1832,788,157,19852,13,11,4,0,0,0,0,0,32,0,0,5,3,0,0,0,0,15,3,8,14,43,37,41,13,8,166,19,15,24,51,42,41,13,8,203,2717,3087,3469,3207,2631,1678,668,155,17610,135,166,178,144,97,85,45,5,863,2875,3270,3668,3404,2774,1795,726,163,18676,57,48,11,6,6,0,0,0,132,8,3,8,11,3,0,0,0,41,15,54,125,211,213,276,128,31,1056,76,108,153,231,226,276,128,31,1232,5634,5599,6448,6118,4910,3138,1295,268,33409,488,988,963,708,406,204,93,24,3880,6201,6695,7562,7062,5541,3624,1517,321,38522
SED55202,3,3,3,0,0,0,0,0,14,5,0,7,0,0,0,0,0,12,11,31,40,83,148,226,134,68,724,14,31,49,85,150,226,134,68,750,2819,2968,3340,2741,2224,1812,979,248,17126,169,227,257,217,148,98,72,68,1268,3005,3227,3649,3045,2524,2137,1177,382,19148,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,6,0,6,10,21,32,30,21,11,133,3,5,12,25,32,30,21,11,136,2722,3196,3214,2730,2538,2229,1294,502,18435,157,191,197,131,101,113,116,131,1139,2883,3393,3424,2890,2675,2378,1426,649,19713,4,3,9,0,0,0,0,0,17,5,5,7,3,0,0,0,0,16,10,31,46,107,177,258,151,73,856,16,43,55,112,178,258,151,73,891,5545,6160,6551,5476,4768,4042,2269,752,35559,328,419,459,354,253,214,189,198,2410,5888,6624,7068,5940,5199,4513,2600,1027,38857
SED55306,0,3,0,0,0,0,0,0,5,0,4,4,6,5,0,0,0,18,0,24,50,122,127,309,225,122,971,0,29,54,128,135,309,225,122,993,1941,1764,2416,2567,2425,2408,1208,258,15003,120,193,239,234,185,144,98,40,1255,2062,1986,2710,2928,2747,2859,1533,421,17256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,14,33,33,55,24,16,184,3,8,12,36,33,55,24,16,185,1730,1982,2932,2950,2916,2800,1422,598,17331,129,154,168,148,147,158,119,50,1067,1859,2146,3115,3134,3098,3005,1570,670,18591,0,3,0,0,0,0,0,0,5,0,5,0,10,5,0,0,0,22,0,31,64,156,155,361,251,138,1155,0,36,62,163,164,361,251,138,1184,3676,3744,5350,5515,5349,5210,2631,861,32334,245,350,408,381,333,301,223,87,2326,3926,4130,5820,6063,5844,5866,3104,1085,35843
SED55405,0,6,3,0,0,0,0,0,9,8,15,7,0,3,0,0,0,39,6,58,79,108,102,154,95,82,681,19,74,93,109,109,154,95,82,725,3360,5269,3544,2411,1998,1335,670,225,18799,271,453,272,207,161,114,102,114,1688,3644,5796,3904,2724,2262,1606,871,416,21223,4,7,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,11,3,3,11,18,19,21,15,20,113,6,13,13,16,23,21,15,20,129,3249,4758,3470,2379,2003,1574,919,524,18877,180,350,220,157,119,97,174,261,1551,3432,5117,3703,2557,2145,1693,1108,804,20554,3,9,4,0,0,0,0,0,22,8,14,6,5,3,0,0,0,39,13,59,90,125,125,173,108,100,792,28,92,101,131,128,173,108,100,857,6605,10025,7011,4789,4001,2906,1590,751,37681,449,804,486,364,280,213,274,373,3244,7078,10916,7605,5281,4409,3299,1973,1221,41774
SED55504,0,14,19,6,6,0,0,0,45,6,19,8,10,8,0,0,0,41,3,37,73,116,121,201,101,39,684,12,67,101,129,133,201,101,39,771,3053,2966,3354,2905,2234,1535,751,169,16963,120,201,183,186,143,70,46,29,982,3182,3230,3640,3217,2507,1800,897,243,18717,3,10,5,0,0,0,0,0,26,0,3,3,3,0,0,0,0,10,3,5,8,28,29,25,13,0,115,11,22,21,34,26,25,13,0,147,2875,3378,3708,3187,2456,1847,998,329,18782,111,112,128,85,70,67,66,67,716,3000,3509,3851,3309,2559,1938,1082,399,19642,5,24,21,6,6,0,0,0,62,4,15,15,11,8,0,0,0,51,8,47,77,147,148,222,117,40,804,23,84,118,163,157,222,117,40,923,5928,6350,7064,6094,4693,3381,1751,503,35749,229,313,312,271,210,141,115,101,1694,6176,6743,7490,6526,5058,3736,1979,643,38364
SED55605,61,162,104,63,28,0,0,0,422,0,13,15,28,22,0,0,0,77,15,91,183,299,356,238,120,43,1340,74,263,307,392,410,238,120,43,1842,3289,2483,2645,2833,2284,1186,612,142,15475,177,237,285,241,151,69,27,21,1211,3541,2982,3238,3464,2849,1496,764,201,18535,29,55,19,8,0,0,0,0,114,0,7,13,5,0,0,0,0,28,7,43,74,100,66,37,16,4,351,36,105,102,114,71,37,16,4,498,3117,2928,3278,3545,2614,1534,757,230,18009,136,139,156,130,75,46,40,38,767,3296,3175,3539,3788,2766,1617,813,272,19269,91,221,125,75,30,0,0,0,535,4,22,25,35,24,0,0,0,105,20,131,258,397,425,272,137,42,1693,111,373,408,507,484,272,137,42,2338,6412,5412,5931,6378,4900,2719,1368,369,33489,314,372,434,374,231,119,70,54,1975,6834,6161,6774,7253,5613,3115,1572,478,37802
SED55706,0,0,0,0,0,0,0,0,11,0,0,0,7,5,0,0,0,14,0,16,50,130,179,358,197,86,1008,0,17,48,136,187,358,197,86,1032,1756,1653,2124,2531,2908,2631,1200,273,15076,176,219,275,375,268,234,125,46,1718,1939,1889,2454,3038,3355,3222,1519,404,17821,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,15,29,40,41,20,13,163,3,4,19,31,40,41,20,13,171,1544,1794,2554,2726,3213,2854,1295,434,16410,168,147,230,258,247,220,132,72,1466,1714,1945,2792,3015,3502,3124,1447,515,18046,3,0,3,3,0,0,0,0,13,0,0,0,7,5,0,0,0,14,0,18,66,154,218,398,213,94,1175,11,23,68,166,231,398,213,94,1199,3302,3448,4674,5255,6117,5489,2496,703,31487,349,362,505,629,512,455,254,117,3191,3656,3828,5249,6052,6861,6345,2963,924,35874
SED55802,9,7,0,6,0,0,0,0,18,5,13,8,3,3,0,0,0,34,10,47,72,115,157,167,85,39,694,17,69,83,122,166,167,85,39,750,3258,4008,3774,2761,2400,1323,626,174,18330,122,258,210,155,117,52,27,20,972,3394,4336,4067,3047,2679,1547,741,235,20053,3,0,0,0,0,0,0,0,11,0,4,0,4,0,0,0,0,8,0,8,8,30,27,23,12,9,114,4,19,10,32,26,23,12,9,135,3187,4462,3820,3158,2650,1554,832,331,20001,135,287,215,133,90,54,37,14,968,3328,4770,4050,3324,2762,1629,885,352,21100,9,9,3,5,4,0,0,0,29,0,18,10,7,3,0,0,0,42,6,58,81,141,185,190,103,48,809,18,83,101,160,190,190,103,48,885,6446,8479,7595,5921,5044,2879,1462,504,38328,258,549,426,285,207,106,63,37,1934,6723,9109,8117,6368,5439,3170,1629,591,41149
SED55905,7,28,18,11,5,0,0,0,68,5,14,6,5,4,0,0,0,34,4,38,68,92,117,162,183,100,761,18,83,94,105,124,162,183,100,860,2290,2546,2296,2242,2194,1635,924,281,14401,133,175,177,128,99,77,95,74,965,2438,2804,2566,2472,2417,1876,1197,453,16226,3,7,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,3,13,17,20,23,26,23,11,126,10,24,24,18,24,26,23,11,149,2462,2686,2498,2509,2566,2103,1310,614,16737,121,163,139,94,86,86,115,146,953,2585,2867,2663,2622,2671,2216,1438,766,17837,11,36,22,6,3,0,0,0,77,6,13,14,8,4,0,0,0,42,4,53,82,108,133,189,201,106,888,22,101,113,126,146,189,201,106,1005,4747,5229,4797,4746,4761,3739,2232,893,31141,253,337,323,224,184,166,205,225,1915,5026,5670,5229,5098,5089,4092,2638,1222,34066
SED59494,0,6,6,0,0,0,0,0,13,0,0,0,0,3,0,0,0,5,4,19,33,38,36,39,12,0,185,5,27,39,40,37,39,12,0,201,320,573,617,526,442,303,73,10,2860,85,220,275,280,181,109,34,9,1194,414,822,926,842,667,444,118,14,4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,0,0,24,4,0,3,4,6,7,0,0,31,313,528,479,346,352,230,25,12,2298,88,166,123,119,118,77,13,5,713,410,692,613,468,477,316,38,16,3030,0,6,6,0,0,0,0,0,16,0,0,0,0,3,0,0,0,5,8,21,36,42,43,45,13,0,212,8,24,42,42,46,45,13,0,229,636,1101,1094,873,795,526,101,14,5149,181,385,401,398,301,187,44,15,1902,820,1512,1543,1313,1144,758,155,30,7285
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,4,3,0,0,0,0,8,20,56,91,51,26,10,0,0,247,14,44,69,46,20,4,0,0,197,30,99,157,103,55,14,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,4,5,5,5,0,0,35,9,3,3,8,0,0,0,0,19,13,14,11,9,3,4,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,11,0,0,3,3,0,0,0,0,13,27,66,90,55,34,14,0,0,281,21,46,74,51,21,3,0,0,221,42,116,170,109,62,18,0,0,516
