UCL_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
UCL522031,0,4,8,6,3,7,0,0,0,22,0,0,0,0,0,0,0,0,0,9,3,4,5,9,3,0,0,0,0,23,5,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,15,8,17,17,17,8,0,0,0,79,0,0,12,7,8,0,0,0,0,27,0,0,11,7,0,0,0,0,0,17,0,0,7,7,4,0,0,0,0,26,0,6,7,4,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,6,9,0,33,20,11,11,4,0,0,96,3,5,16,7,8,9,0,0,0,54,4,0,12,3,0,0,0,0,0,25,7,4,15,10,8,0,0,0,0,50,9,5,5,4,0,0,0,0,0,26
UCL522032,0,4,3,4,8,0,0,0,0,25,8,9,10,3,3,3,0,0,0,33,5,5,7,14,7,3,0,0,0,49,6,4,0,0,0,0,0,0,0,13,4,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,13,21,20,22,26,21,12,8,4,0,134,6,5,4,4,8,3,0,0,0,31,5,7,9,5,3,5,0,0,0,41,3,8,12,11,9,3,0,0,0,46,5,3,0,3,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,14,18,21,22,23,32,23,3,0,0,149,4,7,13,9,16,8,0,0,0,53,7,18,17,11,7,3,0,0,0,72,11,14,18,30,17,11,0,0,0,99,12,5,0,4,6,0,0,0,0,34
UCL522033,0,3,3,3,3,8,14,7,0,55,3,0,3,0,0,6,0,3,0,19,3,0,4,4,13,22,27,9,0,79,0,0,4,0,0,6,0,0,0,11,0,0,0,0,4,0,5,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,18,8,3,16,12,23,40,54,32,5,192,0,4,5,6,10,12,18,3,0,59,0,4,0,0,4,4,0,0,0,14,0,0,4,4,10,9,21,6,0,60,0,0,0,0,0,7,5,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,4,0,17,6,6,7,16,28,32,45,23,0,170,0,7,8,10,17,17,35,13,4,113,7,4,3,3,8,9,0,8,0,29,8,0,4,8,23,28,45,18,0,139,0,0,0,0,0,6,7,5,0,26
UCL522034,4,4,7,8,0,6,4,0,0,26,0,0,0,0,6,0,0,0,0,0,4,4,4,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,4,5,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,9,17,18,9,11,5,0,0,67,6,3,8,6,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,3,3,0,0,22,0,0,0,0,0,0,0,4,0,9,0,0,0,4,0,0,0,0,0,4,11,9,13,20,7,9,4,4,0,77,10,5,16,17,0,10,4,0,0,54,0,0,0,5,4,0,0,0,0,7,0,4,12,5,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0
UCL522035,0,0,9,5,8,3,4,0,0,28,0,0,0,0,4,0,0,0,0,10,3,0,0,0,3,15,4,3,0,30,0,0,0,0,4,4,5,0,0,9,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,10,5,3,8,5,20,25,18,6,0,95,0,6,9,0,11,0,4,0,0,37,0,0,0,4,0,3,0,0,0,7,0,0,0,0,7,7,0,4,4,33,0,0,0,0,5,0,3,0,0,10,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,6,15,8,21,15,17,4,7,96,0,7,18,3,17,8,8,0,0,67,0,0,0,5,8,5,4,0,0,16,6,0,4,0,13,20,4,3,4,57,0,0,0,3,4,4,7,0,0,18
UCL522036,3,0,0,5,12,4,4,0,0,31,0,0,0,5,3,0,0,0,0,12,0,0,7,0,5,11,12,3,0,34,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,12,8,4,11,8,19,19,26,13,3,105,3,0,8,8,4,3,9,0,0,32,0,0,0,0,0,3,0,0,0,7,0,0,0,0,7,4,7,0,0,22,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,8,8,19,22,17,3,0,77,0,0,9,7,17,9,9,4,0,64,0,0,0,5,3,3,0,0,0,16,0,0,7,3,12,14,19,3,0,58,0,0,0,0,0,0,3,0,0,12
UCL522037,0,0,8,9,9,11,5,0,0,50,0,0,0,0,0,0,0,0,0,10,0,5,6,3,8,7,14,4,0,35,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,3,0,0,4,3,5,0,0,0,0,13,4,3,16,21,22,22,22,16,4,119,0,0,11,11,4,9,4,5,0,51,0,0,0,4,4,4,0,0,0,16,0,0,0,0,4,6,10,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,22,3,0,18,19,14,20,20,10,0,108,0,0,22,24,18,15,10,5,0,91,0,0,0,4,9,0,5,0,0,19,0,5,3,3,7,11,18,9,3,55,0,0,0,0,0,3,0,6,0,11
UCL522038,3,10,29,19,17,9,3,0,0,100,0,3,7,4,5,5,0,0,0,18,7,0,0,4,6,16,7,8,0,52,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,8,9,18,37,29,31,35,21,15,0,185,4,8,24,22,11,6,6,4,4,94,0,0,0,10,0,4,0,0,0,16,4,7,0,3,4,5,16,0,0,43,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,10,6,18,25,37,16,27,28,19,10,177,9,23,51,42,28,14,9,4,5,187,0,3,6,9,3,7,0,3,0,35,4,3,0,11,12,23,26,12,0,93,0,0,0,0,0,0,3,9,0,13
UCL522039,7,4,16,8,6,7,7,0,0,57,0,0,4,5,6,4,3,0,0,18,0,6,5,6,11,18,6,0,0,52,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,12,4,4,7,5,0,0,27,6,16,38,21,25,42,29,4,0,178,0,7,15,14,8,17,0,0,0,62,0,0,4,4,0,6,0,0,0,22,0,0,0,8,16,13,7,0,0,45,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,11,0,5,7,0,0,0,24,5,14,34,28,27,44,8,3,0,160,3,11,37,24,14,18,8,0,0,118,0,4,8,7,3,10,3,0,0,34,0,10,8,15,24,26,12,3,0,95,0,0,0,0,0,0,3,0,0,19
UCL522040,0,0,3,0,3,5,7,3,0,29,0,0,0,0,6,0,0,0,0,9,0,0,0,3,17,13,14,8,0,44,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,14,0,4,7,3,30,22,35,9,0,106,0,3,0,0,4,10,10,0,0,27,0,0,4,0,4,8,5,0,0,20,0,0,0,3,0,12,13,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,7,0,3,5,3,18,23,29,14,0,94,0,3,5,0,11,17,19,4,0,60,0,0,5,0,7,8,8,4,0,23,0,0,0,5,20,23,20,14,0,83,0,0,0,0,0,4,3,0,0,5
UCL522041,0,6,6,8,8,11,17,0,0,50,0,0,0,0,0,4,0,0,0,10,0,0,4,3,4,21,19,0,0,59,0,0,0,5,0,3,3,3,0,15,0,0,0,0,0,3,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,24,0,10,13,15,18,46,50,6,3,162,0,0,3,5,5,10,3,0,0,27,0,0,0,0,3,4,7,0,0,21,0,0,5,5,6,17,21,4,0,49,0,0,0,0,3,4,4,0,0,10,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,17,3,4,13,8,25,37,33,9,4,137,3,3,8,10,7,22,16,3,0,80,0,0,4,0,9,6,3,0,0,27,0,0,6,5,13,34,39,3,0,114,0,0,0,5,3,4,9,5,0,23
UCL522042,0,5,20,14,8,4,7,0,0,52,0,4,3,0,5,5,0,0,0,15,0,3,10,11,10,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,7,3,0,0,0,30,0,21,39,33,28,16,3,0,0,142,0,7,22,10,7,3,0,0,0,52,0,0,3,3,5,8,0,0,0,21,0,0,4,8,7,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,3,0,0,0,23,3,19,41,28,22,17,4,0,0,135,0,10,43,26,12,8,4,0,0,108,0,4,9,7,5,8,0,0,0,32,5,6,17,14,17,7,0,0,0,67,0,0,0,0,0,0,0,0,0,4
UCL522043,4,4,10,10,0,0,0,0,0,32,0,0,7,4,0,0,0,0,0,10,5,5,13,16,4,7,4,0,0,43,0,0,4,0,6,0,4,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,4,0,0,0,22,9,12,40,28,23,15,3,0,0,130,0,7,7,4,6,0,0,0,0,28,3,5,11,12,0,0,0,0,0,28,3,8,11,5,4,4,0,0,0,38,0,0,0,4,4,0,0,0,0,11,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,4,3,0,4,4,0,0,0,21,11,20,34,20,21,16,9,0,0,131,5,12,20,9,9,0,0,0,0,59,4,5,18,10,0,0,0,0,0,37,6,9,25,18,10,13,4,0,0,76,0,0,4,5,10,0,4,0,0,28
UCL522044,4,0,5,0,4,0,3,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,5,10,4,9,5,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,0,13,4,3,11,12,14,17,16,5,0,75,3,0,3,0,0,0,4,0,0,19,5,0,0,0,0,0,0,0,0,6,0,0,0,9,4,3,0,0,0,12,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,7,0,7,7,10,6,3,5,0,52,5,9,6,0,7,0,5,0,0,34,4,0,0,7,0,0,0,0,0,15,0,0,4,12,6,9,0,0,0,36,0,0,0,0,0,5,0,3,0,13
UCL522045,0,4,0,4,3,0,0,0,0,12,3,0,4,0,0,0,0,0,0,8,0,0,13,3,5,0,0,0,0,19,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,14,7,6,18,7,16,7,7,0,0,63,0,9,3,3,0,4,0,0,0,19,0,0,7,3,3,0,0,0,0,11,3,0,5,0,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,3,15,23,14,7,10,0,0,0,71,0,7,9,3,7,5,0,0,0,40,4,0,7,6,3,0,0,0,0,19,5,4,14,3,7,0,0,0,0,33,4,3,0,0,0,0,0,0,0,6
UCL522046,0,5,8,3,7,7,6,0,0,40,0,0,0,0,0,4,0,0,0,11,0,0,0,3,0,9,0,0,3,24,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,5,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,3,0,22,0,3,11,12,14,29,26,10,8,114,0,3,4,7,0,5,3,0,0,19,0,0,0,0,3,0,3,0,0,8,0,0,0,7,4,7,3,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,0,0,22,0,3,7,16,15,23,12,15,3,92,0,8,13,14,6,13,11,5,0,56,0,0,0,0,3,0,4,4,0,23,0,0,0,9,8,19,5,6,3,49,0,0,0,0,5,4,6,0,0,14
UCL522047,3,0,8,4,8,13,6,0,0,46,0,0,5,0,3,0,5,0,3,19,4,0,4,3,11,9,6,4,5,40,0,0,0,0,0,0,4,7,0,10,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,0,3,3,0,6,11,3,3,41,17,3,20,21,19,31,36,10,12,160,0,6,14,8,7,12,4,0,0,62,0,0,4,6,0,4,0,0,0,18,0,0,3,4,6,3,12,5,3,37,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,5,6,5,18,4,8,52,14,7,15,21,21,28,43,19,8,179,3,9,18,16,19,24,12,0,3,110,0,0,6,3,3,10,9,0,3,38,4,0,4,12,11,13,15,7,5,76,0,0,0,0,0,0,5,10,0,21
UCL522048,7,4,10,10,6,7,9,0,0,42,0,0,0,5,5,3,0,0,0,13,0,0,0,5,4,7,8,4,5,35,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,0,0,0,0,19,7,9,21,14,20,17,14,12,3,114,0,3,12,10,4,3,0,6,0,35,0,0,0,0,4,5,0,5,0,10,0,0,3,0,0,10,5,4,0,36,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,12,0,0,18,12,15,25,19,19,0,107,7,7,17,15,10,13,12,6,0,79,0,0,0,6,4,3,0,5,0,23,0,0,7,8,9,18,12,10,3,68,0,0,0,0,0,0,0,4,0,15
UCL522049,0,0,5,3,6,4,3,3,0,28,0,0,5,3,0,0,0,0,0,14,0,0,4,4,8,8,3,0,0,26,0,0,0,4,3,6,8,3,0,15,0,0,0,0,0,3,3,3,5,14,0,0,0,0,0,0,0,0,0,0,4,0,5,4,4,3,10,0,0,34,4,5,20,19,21,25,25,15,6,127,0,0,7,7,5,4,4,0,0,26,0,0,0,0,0,5,0,0,0,8,3,0,5,0,11,7,3,0,0,29,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,3,0,5,8,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,9,10,0,0,38,8,10,16,14,17,28,22,9,5,116,0,0,17,9,14,3,5,3,0,53,0,0,5,6,4,8,0,0,0,22,3,0,9,6,12,13,5,0,0,56,0,0,0,5,3,8,9,4,0,25
UCL522050,0,3,11,9,8,4,8,10,5,58,0,0,4,3,8,0,3,0,0,14,0,0,0,3,7,12,10,3,3,42,0,0,0,3,0,7,0,0,0,11,0,0,0,0,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,4,3,3,35,4,6,19,19,26,31,31,23,14,177,0,5,12,14,4,7,4,5,6,66,0,0,0,5,8,3,0,0,0,18,0,0,0,3,5,11,11,8,5,42,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,10,6,35,3,5,20,17,26,37,22,29,24,175,0,10,22,26,11,15,15,6,8,120,0,0,9,5,12,4,0,0,0,38,0,0,6,5,9,26,22,14,4,87,0,0,0,3,0,3,5,8,0,18
UCL522051,0,0,0,9,3,0,0,0,0,18,0,0,0,0,3,0,4,0,0,13,0,0,0,0,13,6,6,3,0,28,0,0,0,0,0,3,4,0,0,8,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,9,7,3,8,10,25,18,14,9,4,93,3,3,9,3,8,11,6,4,0,45,0,0,4,4,0,0,0,0,0,16,0,0,0,4,10,13,4,6,0,38,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,6,19,13,21,22,14,8,0,107,0,9,16,8,14,14,3,4,0,62,0,0,9,6,9,3,4,0,0,31,0,0,5,0,19,22,13,11,0,66,0,0,0,0,3,3,7,5,0,15
UCL522052,0,4,5,6,8,6,4,0,0,29,0,0,6,0,5,0,0,0,0,12,5,0,0,6,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,12,3,12,15,10,16,3,10,5,0,69,0,8,6,0,3,3,4,0,0,26,0,0,0,0,0,0,0,0,0,7,0,3,0,6,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,12,9,3,8,4,4,0,53,0,8,17,4,8,8,3,0,0,58,0,0,3,3,4,0,0,0,0,16,5,3,0,7,0,8,5,0,0,26,3,0,0,4,0,0,0,0,0,5
UCL522053,3,4,5,5,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,6,0,4,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,8,10,5,3,8,3,0,0,45,6,3,8,6,0,0,0,0,0,21,0,3,4,0,0,0,0,0,0,5,0,0,5,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,13,10,10,18,9,16,12,4,0,0,71,7,7,11,13,3,4,0,0,0,36,0,4,5,3,0,0,0,0,0,11,0,10,9,0,9,5,0,0,0,31,0,0,0,0,3,0,0,0,0,0
UCL522054,0,4,4,6,10,4,3,0,0,29,0,0,0,0,5,0,0,0,0,5,0,0,0,3,11,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,24,0,3,10,13,16,13,7,8,4,75,0,10,5,0,3,4,0,0,0,26,0,0,0,4,3,0,0,0,0,8,0,0,0,0,6,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,8,9,14,11,6,5,4,60,0,7,16,3,10,12,3,4,0,58,0,0,0,8,3,0,0,0,0,14,0,0,0,4,15,6,3,3,3,37,0,0,0,0,0,4,0,0,0,4
UCL522055,0,0,12,7,9,3,5,0,0,32,0,0,0,0,4,0,0,0,0,3,0,4,0,8,10,12,0,3,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,4,4,12,17,30,23,15,4,0,99,0,0,16,6,17,4,9,0,0,53,0,0,3,0,0,7,0,0,0,10,0,0,0,0,4,7,0,5,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,6,0,0,13,0,0,20,17,25,18,8,4,0,93,0,0,25,12,21,14,10,0,0,85,0,0,3,3,4,6,0,0,0,17,0,4,0,9,17,19,5,7,0,52,0,0,0,0,0,0,0,0,0,9
UCL522056,0,3,9,15,6,13,0,0,0,53,0,0,0,5,0,0,0,0,0,12,3,0,4,5,17,8,6,0,0,48,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,9,3,0,0,0,0,22,8,12,20,27,30,27,16,7,0,145,0,7,18,6,3,6,0,3,0,54,0,0,4,0,4,0,0,0,0,11,0,0,0,6,12,10,3,0,0,41,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,15,4,11,29,21,18,29,15,8,6,130,4,9,29,20,14,21,6,5,0,110,3,5,0,5,3,4,0,0,0,26,3,0,10,11,22,18,11,5,0,88,0,0,0,4,0,3,3,0,0,11
UCL522057,0,6,15,13,4,4,0,0,0,50,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,12,0,6,32,15,15,16,0,0,0,84,5,11,18,10,3,4,0,0,0,49,0,0,0,0,0,6,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,11,23,11,9,7,0,0,0,68,5,17,36,14,15,9,3,0,0,100,0,0,0,4,3,4,0,0,0,15,0,0,0,0,4,6,0,0,0,20,0,0,0,0,0,0,0,0,0,4
UCL522058,0,5,5,7,4,5,3,0,0,20,0,6,0,0,0,0,0,0,0,10,0,4,6,6,6,12,9,0,5,42,0,0,0,0,6,7,0,3,0,7,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,5,0,0,0,20,6,11,12,9,14,28,21,11,4,113,3,3,6,5,4,4,3,6,0,29,0,0,0,0,0,4,0,0,0,9,0,0,3,4,0,8,0,4,0,32,0,0,0,3,0,0,0,5,0,11,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,17,9,9,16,12,13,18,9,14,3,101,3,10,7,6,4,9,3,3,3,51,0,6,3,0,5,3,9,3,0,22,0,3,3,10,11,20,11,6,5,71,0,0,0,3,5,4,0,4,0,17
