UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL515020,118,196,41,5,129,72,38,26,164,10,162,2141,177,3010,7,7,0,0,0,3,0,0,7,0,3,84,3,113,12,11,4,0,3,5,0,9,8,0,8,115,0,166,6,3,0,0,4,0,0,0,4,0,6,70,6,91,3,0,3,3,0,0,0,0,0,0,5,17,0,26,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,3,0,0,3,0,0,0,0,0,0,89,7,110,0,0,0,0,0,0,0,0,0,0,0,35,0,41,0,5,0,0,4,0,0,0,0,0,0,41,0,50,8,0,0,0,0,0,0,0,3,0,5,7,0,23,3,4,0,0,0,0,0,0,0,0,8,29,0,49,35,31,12,4,23,19,5,11,26,3,30,514,21,672,0,3,4,0,14,9,3,6,0,0,8,96,708,832,152,229,53,11,161,92,50,35,187,15,204,2750,912,4515,94,152,30,4
UCL515021,135,109,45,3,42,51,10,31,142,9,98,752,66,1279,6,0,0,0,0,0,0,0,3,0,0,13,3,21,37,13,12,5,13,8,0,5,11,9,25,73,5,170,4,0,0,0,6,8,0,4,0,0,5,15,0,27,3,0,0,0,3,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,4,0,0,0,0,0,0,4,0,3,5,3,21,0,0,0,0,0,0,0,0,3,0,0,16,0,22,59,20,19,3,28,18,0,14,31,5,42,143,12,305,4,0,0,0,4,0,0,0,0,0,0,14,53,77,195,133,63,5,66,65,15,47,173,14,141,909,136,1655,63,66,17,0
UCL515022,382,336,110,40,185,146,30,77,426,38,303,1888,133,3333,4,5,0,0,9,6,0,4,8,0,7,47,3,71,55,23,11,6,23,16,0,13,32,3,29,76,7,210,5,0,0,0,0,3,0,0,8,0,8,19,0,38,10,0,0,4,3,15,0,4,8,0,12,24,5,71,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,0,0,8,3,0,0,4,0,8,36,0,53,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,7,0,0,0,0,0,0,47,4,61,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,6,5,0,0,0,0,0,3,0,0,13,0,27,86,45,22,15,48,39,3,20,58,5,60,290,23,565,9,11,7,0,7,4,0,0,4,6,3,12,200,241,480,393,136,55,243,183,38,96,487,48,369,2192,358,4138,128,162,47,0
UCL515023,202,200,49,11,124,70,17,49,202,15,138,1079,59,1788,8,4,0,0,0,5,0,0,4,0,3,31,0,49,19,4,9,3,12,9,0,6,13,4,13,42,3,91,4,0,0,0,0,4,0,0,0,0,0,11,0,19,3,0,0,0,0,0,0,0,0,0,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,38,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,6,4,5,0,0,5,0,0,0,3,0,0,25,0,39,34,15,8,6,18,22,0,14,17,0,12,192,10,294,13,16,4,0,0,4,4,3,8,0,3,26,235,298,248,230,66,20,142,98,28,63,225,27,156,1297,308,2384,86,107,17,0
UCL515024,126,133,40,17,77,68,22,30,128,16,78,722,40,1211,3,3,0,0,6,0,0,0,5,6,0,8,8,28,11,0,3,4,12,7,0,0,9,3,10,21,0,46,6,0,4,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,4,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,0,0,0,0,0,4,15,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,14,21,6,5,4,17,13,5,0,15,3,15,83,4,161,5,0,0,7,4,12,0,0,0,0,6,24,185,223,152,138,48,22,100,85,23,33,146,20,95,832,235,1591,57,71,19,0
UCL515025,146,130,50,7,64,77,16,38,170,25,106,713,40,1244,4,5,3,0,5,7,0,6,4,0,0,21,0,39,33,12,9,0,17,11,3,9,20,7,17,51,9,143,9,0,3,0,0,9,0,3,4,0,6,14,0,28,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,23,9,31,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,3,0,0,0,4,0,0,76,10,84,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,5,11,0,12,52,20,20,3,27,25,6,11,36,10,34,199,24,366,24,6,7,19,13,14,0,0,10,3,17,27,197,281,220,165,75,30,98,118,26,51,215,36,163,938,262,1898,49,62,14,0
UCL515026,83,144,30,5,61,44,5,22,177,3,116,1153,56,1685,11,9,4,0,9,5,0,3,4,0,5,47,5,80,39,19,18,0,27,15,8,12,32,0,30,97,10,227,4,0,0,0,0,0,0,0,3,0,4,11,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,3,0,0,3,0,0,0,0,0,0,14,0,19,0,4,0,0,0,0,0,0,0,0,0,47,0,55,56,32,27,0,41,16,4,16,44,0,40,255,13,454,0,3,0,0,5,0,0,0,4,0,0,13,116,139,145,174,50,6,102,62,15,42,220,13,156,1427,183,2284,63,100,16,0
UCL515027,307,251,82,48,180,167,20,59,334,37,274,1491,128,2648,15,11,6,0,6,3,0,4,8,0,9,78,5,114,44,15,7,7,18,18,6,14,20,10,31,69,7,159,14,3,5,5,7,8,0,4,5,0,7,22,0,54,5,0,4,3,5,9,0,0,0,0,3,8,0,27,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,7,4,0,0,0,0,5,130,4,155,0,4,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,4,0,0,0,0,0,0,38,7,47,3,0,0,0,0,0,0,0,0,0,4,9,0,15,0,3,0,0,0,0,0,4,11,0,4,60,0,83,90,39,25,12,45,45,9,28,49,13,58,436,17,664,8,11,5,6,3,4,0,7,13,0,5,46,362,440,401,292,105,63,227,213,32,88,390,46,346,1967,509,3745,115,143,28,0
UCL515028,65,220,22,0,48,37,3,8,186,4,122,2008,133,2696,13,26,5,0,17,5,0,5,16,4,10,284,8,368,7,15,0,0,0,0,0,0,10,0,10,79,0,118,0,3,0,0,0,0,0,0,3,0,4,34,0,45,3,0,0,0,0,0,0,0,0,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0,4,5,0,9,0,5,0,0,8,0,0,0,0,0,4,186,5,215,0,0,4,0,0,0,0,0,4,0,0,17,0,19,0,3,0,0,0,0,0,0,0,0,3,37,0,42,0,3,0,0,0,0,0,0,0,0,0,26,0,28,0,3,5,0,10,0,0,0,3,0,10,130,3,157,33,61,16,0,45,6,7,5,39,4,39,813,21,1032,3,0,3,0,0,0,0,0,4,0,0,36,471,510,101,284,37,0,92,48,10,16,231,3,162,2857,627,4239,82,201,27,0
UCL515029,25,58,6,0,28,10,3,0,54,3,37,590,18,783,3,3,0,0,0,0,0,0,0,0,0,74,0,82,4,4,0,0,0,0,0,0,0,0,0,24,0,38,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,40,0,50,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,15,9,14,3,0,0,0,0,0,10,0,8,193,3,235,0,0,0,0,4,0,0,0,0,0,5,13,277,301,37,69,13,0,31,7,5,3,65,3,48,795,301,1319,31,43,8,0
UCL515030,371,276,122,13,168,152,40,82,371,39,287,1540,165,2866,16,13,6,3,9,6,4,0,12,0,9,70,9,120,73,33,24,3,35,34,3,22,39,12,44,122,35,329,10,3,0,0,9,6,4,0,3,0,9,16,3,45,8,3,8,0,5,0,0,0,3,0,9,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,6,5,0,0,0,0,0,67,4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,10,3,7,3,0,0,0,0,0,0,0,0,4,0,12,5,3,0,0,0,9,0,4,0,0,3,25,0,45,115,67,44,7,71,60,13,39,66,11,79,319,47,683,9,5,5,0,3,4,0,3,5,4,4,32,276,333,499,351,171,20,241,212,53,123,436,52,364,1897,489,3883,110,154,37,0
UCL515031,261,171,95,14,140,117,34,70,193,30,157,1244,72,2121,8,14,0,0,12,8,0,5,8,0,6,38,4,81,43,15,13,8,22,10,8,14,14,8,12,73,9,178,7,3,4,3,4,3,0,0,0,0,4,25,3,46,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,25,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,0,0,0,0,0,0,11,0,18,63,32,20,9,40,25,3,20,32,3,28,188,18,377,17,3,0,0,9,4,5,4,0,0,0,35,274,346,337,206,116,24,194,151,39,93,226,31,184,1467,367,2841,75,67,25,0
UCL515032,71,121,23,8,38,28,5,15,124,9,88,714,31,1111,0,6,0,0,5,0,0,0,3,0,3,14,0,29,27,11,9,0,9,13,5,6,6,5,11,94,9,166,5,0,0,0,6,0,0,0,3,0,3,10,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,4,0,0,10,3,22,40,19,8,5,16,18,3,14,22,3,20,151,10,269,4,0,0,0,0,0,0,0,0,0,0,13,86,108,106,145,32,6,58,49,6,24,145,12,105,879,127,1485,49,86,14,0
UCL515033,57,171,26,0,67,26,11,7,124,0,86,1442,59,1932,8,9,7,0,5,7,0,0,6,0,0,129,6,165,7,11,4,0,8,4,0,0,6,0,0,54,7,83,0,0,0,0,0,0,0,0,0,0,0,25,0,24,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,4,0,0,3,0,0,0,4,0,3,94,4,107,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,0,0,0,0,0,0,0,4,0,0,19,0,21,0,0,0,0,0,0,0,0,4,0,4,44,0,53,14,22,10,0,10,11,0,0,27,0,21,425,15,529,0,0,0,0,0,0,0,0,0,0,0,25,377,406,71,198,35,0,85,39,8,9,152,7,104,1889,449,2874,56,132,25,0
UCL515034,152,187,55,6,74,56,15,39,189,8,116,1183,86,1867,14,15,6,0,6,11,3,5,8,0,12,91,5,152,63,34,22,3,30,22,10,18,30,16,50,197,13,396,11,0,6,0,3,4,0,0,0,0,4,32,6,64,5,4,0,0,0,4,0,0,9,0,4,18,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,25,0,38,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,5,7,3,0,3,5,0,0,0,0,9,55,0,77,100,67,37,7,51,47,17,31,62,20,76,439,40,792,5,0,0,0,0,0,0,0,8,0,3,14,174,194,253,256,92,10,124,106,37,71,258,33,195,1642,294,2853,65,116,26,0
UCL515035,144,99,32,9,65,62,8,30,94,15,79,483,46,924,6,9,3,0,5,5,0,3,4,0,3,36,3,65,22,3,11,0,6,13,0,11,14,4,13,24,3,80,4,0,0,0,0,0,0,0,5,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,36,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,10,35,15,13,0,13,18,0,10,24,4,29,118,4,233,4,0,0,0,6,4,0,0,4,0,0,6,136,159,185,115,54,10,89,79,17,41,121,24,112,609,188,1311,44,54,15,0
UCL515036,222,179,69,0,104,88,22,35,179,9,139,1011,89,1757,13,6,0,0,5,4,0,0,8,4,4,38,9,71,59,21,19,5,31,24,4,11,23,10,39,59,17,195,7,6,0,0,0,3,0,0,3,0,0,10,3,28,17,6,8,0,10,7,4,0,6,4,6,16,8,58,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,3,0,0,8,0,0,0,0,0,3,46,0,55,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,10,3,0,0,0,0,0,0,0,0,0,0,9,0,11,100,31,28,10,58,41,9,14,43,15,48,186,41,452,4,3,3,0,3,0,0,0,0,0,3,29,125,166,333,216,101,10,164,132,30,53,221,26,189,1226,258,2368,77,69,22,0
UCL515037,36,104,19,0,40,13,5,7,78,3,66,1008,58,1360,3,7,0,0,6,4,0,0,8,0,0,61,0,85,0,0,0,0,0,0,0,3,3,0,0,26,0,37,0,0,0,0,0,0,0,0,3,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,0,6,0,0,0,0,0,0,52,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,0,22,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,4,0,0,0,0,0,0,0,0,0,29,0,38,7,6,5,0,13,7,0,7,14,0,5,231,7,287,0,4,0,0,0,0,0,0,0,0,0,8,358,374,46,115,26,0,53,18,5,11,96,3,73,1244,428,2016,34,67,14,0
UCL515038,234,143,110,28,127,126,25,50,162,22,154,908,63,1698,13,11,4,0,3,5,0,3,9,0,11,31,4,73,53,24,13,8,27,25,5,20,30,6,28,91,11,244,3,6,6,0,4,3,0,0,8,0,0,21,0,42,5,0,0,0,3,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,3,15,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,7,3,3,0,0,3,3,0,0,3,0,4,7,0,20,4,5,0,0,0,0,0,0,0,0,4,11,0,28,87,48,26,16,43,50,13,22,49,8,46,201,14,458,22,4,7,4,3,8,0,0,6,0,3,18,191,247,333,199,140,50,176,182,46,74,213,31,207,1125,277,2399,74,77,42,0
UCL521001,31,39,9,0,21,9,4,15,45,0,32,268,11,425,0,4,0,0,0,0,0,0,3,0,4,11,0,18,5,0,3,0,0,0,0,3,0,0,6,17,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10,9,6,4,0,3,0,0,3,8,0,13,42,3,74,0,0,0,0,0,0,0,0,0,0,0,0,13,18,42,45,15,0,24,9,0,18,57,0,42,314,30,515,15,24,4,0
UCL521002,69,62,22,4,23,22,4,12,58,9,46,319,16,565,5,4,0,0,0,4,0,0,0,0,0,15,3,26,18,7,7,0,12,9,0,6,3,4,5,26,4,78,5,0,0,0,0,0,0,3,0,0,6,10,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,28,18,9,0,19,16,4,7,10,7,12,66,11,148,3,0,0,0,4,0,0,0,0,0,0,3,76,80,100,80,39,3,47,36,11,21,70,16,56,390,104,792,28,33,11,0
UCL521003,108,79,28,5,61,55,13,28,73,13,58,309,9,611,0,0,0,0,5,3,0,0,0,0,0,7,0,20,23,5,9,0,10,8,4,5,13,0,14,23,3,72,4,0,0,0,3,0,0,0,0,0,0,11,4,21,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,18,30,12,9,3,18,14,4,6,18,3,23,76,8,163,3,6,0,0,3,0,0,0,0,0,0,7,72,100,145,97,39,5,78,73,13,30,94,9,75,390,93,869,28,29,6,0
UCL521004,5,8,0,3,26,14,3,0,12,0,19,476,14,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,7,6,19,7,7,0,3,26,12,9,0,12,0,19,489,21,593,4,5,0,0
UCL521005,87,85,21,0,43,32,8,20,91,7,52,513,30,836,3,4,0,0,0,0,0,0,3,0,0,25,0,38,8,4,0,0,11,4,0,0,4,5,10,25,0,55,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,7,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,3,0,0,12,0,17,23,12,6,0,13,10,3,4,14,5,17,94,5,163,4,6,0,0,0,4,0,0,0,3,0,18,104,138,114,100,25,3,53,37,13,25,107,12,66,627,133,1129,49,56,11,0
