UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL521030,60,36,16,4,22,33,4,28,41,4,29,257,23,462,5,0,0,0,0,0,0,0,0,0,0,40,5,50,11,4,5,0,3,4,0,0,5,0,0,20,0,45,4,0,0,0,0,4,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,24,0,0,0,0,0,0,0,0,0,0,0,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,7,9,0,3,7,0,5,9,0,0,155,4,203,6,0,0,0,0,0,0,0,0,0,0,10,59,80,86,42,30,4,27,44,6,27,48,10,32,419,89,746,28,17,10,0
UCL521031,24,36,8,3,28,12,4,11,28,4,14,230,22,351,0,3,0,0,0,0,0,0,0,0,0,15,0,23,4,3,4,0,0,3,0,4,6,3,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,10,7,14,7,0,4,3,0,4,7,3,0,61,8,101,0,0,0,0,5,3,0,0,0,0,4,0,106,118,36,47,15,3,35,14,12,11,36,10,18,296,133,567,14,21,5,0
UCL521032,27,36,9,3,41,34,3,14,33,8,26,314,22,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,11,0,0,0,0,4,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,5,0,0,33,0,46,0,3,0,0,0,4,0,0,0,0,0,6,114,127,28,42,9,4,51,45,3,14,38,8,29,353,143,675,14,19,0,0
UCL521033,24,19,6,0,19,17,8,13,26,0,22,123,11,219,0,0,3,0,0,0,0,0,0,0,0,9,0,14,8,0,6,0,0,0,0,5,9,4,3,11,0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,3,4,5,3,5,0,5,8,4,4,34,0,59,0,0,0,0,0,0,0,0,0,0,0,9,291,297,34,25,11,5,23,18,7,20,33,9,23,165,298,576,8,11,3,0
UCL521034,50,43,19,0,35,26,8,14,44,7,39,330,21,524,0,3,3,0,3,0,0,0,3,0,3,18,0,27,19,4,9,0,3,0,0,3,13,0,6,49,7,94,4,0,0,0,0,0,0,0,0,5,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,10,0,15,28,18,11,0,10,9,0,8,20,5,16,92,9,171,6,3,0,0,0,5,0,0,3,4,5,11,42,67,83,62,27,0,46,40,9,19,62,12,58,435,73,762,21,29,12,0
UCL521035,58,37,20,3,25,26,4,17,44,3,22,192,17,358,8,0,0,0,0,0,0,0,8,0,3,17,0,34,9,7,3,0,3,6,0,6,6,0,5,20,5,45,0,0,0,0,0,0,0,0,0,0,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,6,0,4,5,5,5,11,0,15,63,5,112,4,0,0,0,0,0,0,0,4,0,0,8,50,70,73,41,20,4,32,32,9,21,60,8,38,257,73,538,21,22,3,0
UCL521036,48,49,13,0,32,25,0,22,44,5,26,158,29,349,0,0,0,0,3,0,0,0,4,0,3,13,4,27,7,9,0,0,8,5,0,5,5,4,0,11,0,27,0,0,0,0,0,0,0,0,0,0,0,9,0,14,3,0,0,0,7,4,0,0,3,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,8,13,9,4,0,13,8,0,6,16,5,8,58,4,99,6,3,5,0,3,4,0,0,0,0,0,9,88,104,62,52,23,3,49,34,5,29,56,9,40,226,119,555,11,17,4,0
UCL521037,98,106,22,0,60,31,14,27,134,13,99,377,32,758,6,4,0,0,3,7,0,0,0,3,5,8,0,23,24,14,3,0,16,16,0,5,14,0,8,19,0,75,3,0,0,0,4,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,7,43,22,8,0,26,22,3,11,30,4,19,60,4,153,7,3,0,0,6,3,5,4,0,0,0,16,45,75,146,128,34,6,94,61,17,42,164,18,119,457,87,989,32,39,11,0
UCL521038,78,61,22,8,56,39,10,23,48,9,58,298,24,577,0,0,0,0,0,4,0,0,0,0,3,3,0,14,24,0,6,0,11,12,4,3,7,0,15,18,0,60,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,27,10,4,0,15,10,4,3,12,0,18,48,5,107,7,3,0,0,5,0,0,0,6,0,6,4,118,135,117,75,29,13,72,55,15,24,63,9,75,346,144,821,24,24,5,0
UCL521039,73,56,34,0,10,15,0,11,46,5,50,364,18,587,0,4,0,0,0,0,0,0,0,0,0,5,0,10,15,8,0,0,3,9,0,3,3,0,15,48,10,98,0,0,0,0,0,0,0,0,0,0,8,7,4,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,27,0,32,28,13,8,0,6,11,0,3,9,0,23,106,12,175,0,0,0,0,0,0,0,0,0,0,0,16,45,64,94,73,40,0,18,21,0,12,54,7,80,482,75,822,39,32,11,0
UCL521040,32,40,11,3,31,25,4,13,28,3,26,366,22,524,6,6,0,0,0,3,0,0,0,0,4,15,0,26,3,0,0,0,0,5,0,0,0,0,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,5,3,0,4,9,8,5,0,4,6,0,0,4,0,12,75,3,114,0,0,0,0,0,0,0,0,0,0,0,10,166,168,42,44,19,3,36,26,4,13,38,3,40,448,192,813,20,22,10,0
UCL521041,11,37,9,0,6,4,0,3,34,0,14,446,10,548,0,0,0,0,0,0,0,0,0,0,0,21,0,28,0,0,0,0,4,0,0,0,0,0,0,23,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,6,0,0,3,3,0,3,3,0,3,80,0,100,0,0,0,0,5,0,0,0,0,0,0,9,24,32,16,45,10,0,18,7,0,8,43,0,20,535,31,685,9,21,10,0
UCL521042,49,40,13,3,36,20,0,10,53,6,41,275,13,447,0,0,0,0,0,0,0,0,0,0,0,26,0,26,11,4,4,0,0,0,0,0,0,0,0,24,0,43,0,0,0,0,0,0,0,0,0,0,0,4,0,10,3,0,0,0,3,0,0,0,0,0,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,5,16,4,5,0,7,3,0,0,6,0,7,87,3,125,0,0,0,0,0,0,0,0,0,0,0,0,42,48,65,43,20,6,41,27,0,10,54,9,47,365,57,617,22,17,0,0
UCL521043,39,26,16,4,5,11,4,7,19,0,19,263,18,375,6,4,4,0,3,0,0,0,9,0,3,3,0,22,8,7,3,0,0,0,0,0,4,0,4,28,0,48,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,7,9,9,0,0,0,0,0,12,0,11,48,0,103,0,0,0,0,0,0,0,0,0,0,0,5,32,44,54,38,21,6,9,12,4,6,33,5,29,318,48,518,22,21,7,0
UCL521044,66,51,19,5,54,46,9,17,76,8,53,256,22,530,7,4,0,0,0,0,0,4,10,0,0,14,0,35,16,8,3,0,9,7,0,5,0,3,6,17,0,60,0,0,5,0,0,0,0,0,4,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,12,0,11,10,0,10,14,4,13,54,3,141,4,0,0,0,0,0,0,0,5,0,0,3,45,55,97,64,32,7,63,54,9,26,95,8,70,312,72,722,12,15,4,0
UCL521045,63,23,17,7,27,29,16,9,43,6,34,177,24,372,0,0,0,0,0,0,0,0,0,0,0,10,0,11,12,6,0,0,0,4,0,9,10,0,0,7,0,23,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,5,12,5,7,0,9,9,6,7,10,0,6,38,0,67,0,0,0,0,0,3,0,0,0,0,0,0,133,137,73,34,23,4,37,45,21,18,56,4,34,213,154,582,10,13,6,0
UCL521046,28,40,10,9,87,29,16,11,33,10,46,373,10,592,0,0,0,0,0,4,6,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,7,5,0,0,5,23,0,40,0,3,0,3,6,0,0,0,0,0,0,7,46,66,41,51,8,12,95,35,25,20,37,14,50,407,53,700,20,17,0,0
UCL521047,46,30,19,4,30,26,9,13,44,3,26,210,23,378,5,3,0,0,0,0,0,0,3,0,3,16,5,29,9,0,0,0,4,0,0,0,0,0,0,7,0,17,0,0,0,0,3,0,0,0,0,0,4,3,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,15,0,0,0,6,5,0,0,8,0,8,61,4,91,6,0,0,0,0,0,0,0,0,0,0,6,38,49,70,36,22,4,36,30,5,15,49,3,32,274,61,523,20,15,5,0
UCL521048,102,66,34,0,38,56,10,19,88,5,66,334,40,660,3,0,0,0,0,3,0,5,0,0,0,15,0,28,27,5,7,6,18,10,0,10,17,0,22,42,8,118,3,0,0,0,0,3,0,0,0,0,0,8,0,15,4,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,11,40,8,11,6,25,21,5,14,23,4,24,81,8,197,0,0,0,0,0,3,0,0,0,0,0,3,80,88,138,70,53,6,66,71,15,32,112,17,87,421,130,953,33,29,6,0
UCL521049,4,22,0,0,25,20,5,3,8,0,18,346,43,470,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,18,0,0,0,0,0,0,0,0,0,0,0,6,18,27,4,25,0,0,25,26,5,3,11,0,19,367,58,511,0,8,0,0
UCL521050,60,65,24,0,45,30,10,20,58,14,37,322,23,560,6,6,0,0,0,0,0,0,0,0,3,20,0,33,7,6,7,0,3,0,0,4,8,0,0,18,0,37,0,0,0,0,0,0,0,0,0,0,0,9,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,10,8,9,0,9,3,0,3,3,0,8,66,0,114,4,3,0,0,0,0,0,0,5,0,0,4,41,58,76,73,30,0,52,36,12,24,70,16,47,394,66,725,26,34,6,0
UCL521051,61,71,17,0,37,27,11,19,79,4,49,360,32,630,0,0,0,0,0,0,0,0,0,0,0,22,0,24,26,15,4,0,9,8,0,5,9,4,3,32,0,73,3,4,0,0,4,3,0,3,3,0,3,3,0,17,4,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,5,22,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,6,33,19,10,0,16,15,0,7,13,4,15,75,5,159,8,4,5,0,0,3,0,0,5,5,0,5,61,85,107,92,30,0,58,41,5,26,95,13,61,443,93,868,34,42,12,0
UCL521052,29,43,10,0,55,20,14,11,21,4,28,381,53,590,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,31,0,41,0,0,0,0,0,0,0,0,0,0,0,0,119,121,28,42,10,0,62,20,14,10,26,4,33,415,168,745,15,20,7,0
UCL522001,8,15,5,0,29,18,0,4,17,0,27,250,106,445,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,12,8,15,5,0,29,18,0,4,16,0,27,266,125,472,3,4,0,0
