UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL522032,..,0,0,0,0,0,0,0,0,0,..,0,0,4,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,5,51,37,22,23,23,15,7,0,0,181,..,0,0,0,6,3,0,0,0,18,..,27,17,31,9,9,0,0,0,86,..,0,3,9,8,5,0,0,0,37,98,..,..,..,..,..,..,..,..,98,..,11,..,..,..,..,..,..,..,11,..,25,4,4,0,0,0,0,0,37,..,10,9,6,9,9,0,0,0,33,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,4,4,8,3,0,0,15,0,0,0,4,0,0,0,0,0,6,99,79,45,54,43,29,9,0,0,355
UCL522033,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,9,14,3,0,34,6,0,0,3,0,4,0,0,0,6,26,12,10,16,29,34,40,19,0,185,..,0,4,12,26,41,45,21,0,151,..,9,11,3,0,0,8,5,0,31,..,0,0,0,6,0,0,0,0,10,46,..,..,..,..,..,..,..,..,46,..,8,..,..,..,..,..,..,..,8,..,11,0,0,0,0,0,0,0,16,..,0,0,0,4,0,0,3,0,7,..,0,0,0,0,0,0,0,0,4,..,3,0,0,3,0,5,0,0,8,..,0,4,0,13,18,29,15,8,87,7,0,0,3,0,0,3,0,0,13,52,27,27,20,50,67,87,41,4,381
UCL522034,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,20,13,20,3,9,4,4,0,94,..,5,13,16,10,6,4,0,0,48,..,0,8,3,0,4,0,0,0,16,..,0,0,3,0,0,0,0,0,7,35,..,..,..,..,..,..,..,..,35,..,0,..,..,..,..,..,..,..,0,..,14,8,5,0,0,0,0,0,27,..,12,0,0,4,6,5,0,0,23,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,35,35,38,29,8,20,10,4,0,177
UCL522035,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,5,0,0,0,15,0,0,0,0,0,0,0,0,0,3,18,5,11,9,21,12,12,4,0,94,..,0,8,9,12,15,10,0,0,58,..,0,7,5,7,5,0,0,0,23,..,0,3,0,6,0,0,0,0,8,31,..,..,..,..,..,..,..,..,31,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,6,0,0,0,7,..,5,0,0,8,11,7,4,0,42,0,0,5,0,0,0,0,0,0,5,31,9,17,16,39,35,22,10,0,188
UCL522036,..,0,0,0,0,0,0,0,0,0,..,3,3,0,6,5,5,0,0,17,0,0,0,0,0,0,0,0,0,0,8,7,8,8,9,22,21,6,0,85,..,0,5,14,7,16,28,10,3,78,..,3,0,0,3,7,5,3,0,22,..,0,0,0,3,0,0,0,0,9,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,4,0,13,9,11,5,0,44,0,0,0,0,0,0,0,0,0,9,27,13,9,18,29,34,40,14,0,192
UCL522037,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,4,0,0,5,39,3,14,16,14,15,16,10,0,126,..,0,11,20,11,10,21,14,4,93,..,5,9,6,13,0,0,0,0,29,..,0,0,4,4,3,0,0,0,5,48,..,..,..,..,..,..,..,..,48,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,..,0,0,0,8,15,0,9,5,40,0,0,5,0,0,0,0,0,0,14,53,10,26,33,34,31,38,20,9,248
UCL522038,..,3,0,0,0,0,0,0,0,9,..,0,0,0,4,0,6,4,4,24,0,0,0,0,0,3,0,0,0,6,44,19,25,35,16,21,21,15,5,201,..,4,29,34,19,29,25,15,6,164,..,9,11,9,4,6,0,0,0,44,..,0,0,3,0,0,0,0,0,9,95,..,..,..,..,..,..,..,..,95,..,9,..,..,..,..,..,..,..,9,..,4,5,0,0,0,0,0,0,11,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,8,..,7,8,3,7,8,13,5,4,62,5,0,5,0,0,4,0,4,0,21,96,46,63,61,43,45,38,30,5,429
UCL522039,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,6,5,0,0,21,0,0,0,0,0,4,0,0,0,6,23,14,19,21,26,33,9,3,0,151,..,0,5,8,9,24,6,3,5,64,..,3,12,5,15,9,0,0,0,47,..,0,4,0,5,7,0,0,0,15,53,..,..,..,..,..,..,..,..,53,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,13,..,9,0,13,5,7,4,0,0,44,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,7,8,9,5,14,8,5,0,47,0,0,0,3,0,0,0,0,0,16,53,38,38,33,40,56,25,4,5,294
UCL522040,..,0,0,0,0,0,3,0,0,0,..,0,0,0,0,3,4,6,0,15,0,0,0,0,0,0,0,0,0,5,3,0,5,3,13,27,21,13,0,88,..,0,0,0,16,22,30,10,0,76,..,0,6,0,10,8,3,0,0,26,..,0,0,0,3,0,0,0,0,10,3,..,..,..,..,..,..,..,..,3,..,4,..,..,..,..,..,..,..,4,..,0,7,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,..,0,0,4,4,8,8,8,0,34,3,0,0,0,0,6,0,0,0,5,8,7,10,5,29,43,54,22,3,173
UCL522041,..,0,0,0,0,3,0,0,0,4,..,0,0,0,3,0,4,0,0,11,4,0,4,0,0,3,0,0,0,17,18,7,13,8,15,28,30,4,5,128,..,0,5,7,13,23,41,5,0,89,..,0,6,9,10,9,11,0,5,52,..,0,0,0,0,0,0,0,0,3,36,..,..,..,..,..,..,..,..,36,..,8,..,..,..,..,..,..,..,8,..,6,5,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,7,0,0,0,6,..,0,3,3,7,13,18,4,3,42,6,0,4,0,0,5,10,6,0,26,43,15,22,24,29,61,70,12,3,287
UCL522042,..,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,9,46,14,33,19,16,12,4,0,0,152,..,0,21,20,15,19,3,0,0,75,..,12,24,10,3,3,0,0,0,57,..,0,0,3,0,0,0,0,0,12,85,..,..,..,..,..,..,..,..,85,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,0,0,0,5,..,0,3,0,3,0,0,0,0,16,0,3,0,0,5,4,0,0,0,19,88,30,59,42,36,23,4,0,0,279
UCL522043,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,49,40,28,21,21,12,9,0,0,186,..,6,6,10,11,7,7,0,0,30,..,7,26,16,20,8,4,0,0,81,..,6,20,8,5,0,0,0,0,38,109,..,..,..,..,..,..,..,..,109,..,7,..,..,..,..,..,..,..,7,..,22,8,3,0,0,0,0,0,36,..,17,9,9,7,6,0,0,0,50,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,4,6,4,0,0,0,17,0,4,0,0,0,0,0,0,0,6,113,67,68,53,43,27,12,0,0,380
UCL522044,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,14,11,7,9,4,10,3,5,0,58,..,0,0,7,4,4,0,6,0,23,..,0,5,3,0,4,3,0,0,18,..,0,0,5,0,0,0,0,0,9,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,10,0,0,0,0,0,0,0,12,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,11,11,3,0,31,0,3,0,0,0,0,0,0,0,9,25,19,12,20,12,19,15,7,0,132
UCL522045,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,32,25,20,14,7,9,0,0,0,108,..,0,7,3,3,9,0,0,0,30,..,8,20,12,6,0,0,0,0,42,..,0,4,0,4,0,0,0,0,10,63,..,..,..,..,..,..,..,..,63,..,6,..,..,..,..,..,..,..,6,..,4,0,0,0,0,0,0,0,8,..,11,3,6,4,0,0,0,0,28,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,5,0,0,11,0,0,3,0,0,0,0,0,0,4,62,35,38,23,24,11,4,0,0,199
UCL522046,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,5,0,3,20,5,3,14,10,14,11,14,0,88,..,0,4,15,13,16,15,14,0,78,..,0,9,5,5,6,4,0,0,33,..,0,0,0,0,0,0,0,0,4,32,..,..,..,..,..,..,..,..,32,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,14,15,3,0,27,0,0,0,0,0,0,0,5,4,4,32,11,16,22,24,31,29,24,4,197
UCL522047,..,0,0,0,0,0,0,0,0,3,..,6,0,0,3,6,6,5,4,31,0,0,0,0,6,0,3,0,0,3,28,19,15,15,14,21,27,13,6,153,..,0,9,9,9,22,23,4,7,90,..,8,5,16,0,7,7,4,0,45,..,0,3,4,4,0,4,0,0,13,51,..,..,..,..,..,..,..,..,51,..,9,..,..,..,..,..,..,..,9,..,9,0,0,5,0,0,0,0,14,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,6,0,0,9,..,6,5,4,9,16,13,11,10,63,0,0,0,0,6,0,3,0,0,5,57,30,32,29,34,38,51,18,15,302
UCL522048,..,0,0,0,0,0,0,0,0,3,..,0,3,0,3,7,4,14,0,28,0,0,0,0,0,0,0,0,0,0,15,4,14,14,15,16,18,20,0,110,..,0,3,19,17,18,15,20,4,97,..,4,8,0,0,3,0,0,0,16,..,0,0,3,3,5,0,0,0,9,41,..,..,..,..,..,..,..,..,41,..,4,..,..,..,..,..,..,..,4,..,4,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,4,..,0,9,8,8,9,5,14,0,52,0,0,0,0,3,0,0,0,0,3,41,20,22,32,30,35,27,29,11,252
UCL522049,..,0,0,0,0,0,0,0,0,7,..,0,0,0,3,5,3,0,0,16,0,0,0,0,0,0,0,0,0,5,22,6,11,11,14,17,15,9,5,100,..,0,0,4,8,11,7,10,5,50,..,0,5,0,7,7,5,0,0,22,..,0,5,3,3,4,5,0,0,18,35,..,..,..,..,..,..,..,..,35,..,0,..,..,..,..,..,..,..,0,..,3,3,3,0,0,0,0,0,12,..,0,0,0,0,5,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,0,0,0,15,..,0,3,0,6,9,17,5,0,51,3,0,0,0,0,3,0,0,0,10,37,11,26,20,25,42,33,20,3,220
UCL522050,..,0,0,0,0,0,0,0,0,0,..,4,4,0,0,4,3,7,4,22,0,0,0,0,0,4,3,0,0,8,27,9,20,20,17,23,18,17,13,166,..,0,11,22,16,25,24,23,12,136,..,4,10,11,6,6,7,3,0,35,..,0,0,3,0,0,0,3,0,11,62,..,..,..,..,..,..,..,..,62,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,5,6,0,0,0,0,6,..,3,7,0,0,9,15,10,3,49,0,0,0,0,0,3,7,0,0,10,62,18,36,32,34,51,47,35,17,328
UCL522051,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,0,0,3,12,17,15,8,18,24,14,7,0,121,..,3,8,15,22,19,20,13,0,99,..,0,7,0,8,3,0,4,0,32,..,0,0,0,5,0,0,0,0,5,32,..,..,..,..,..,..,..,..,32,..,11,..,..,..,..,..,..,..,11,..,7,4,0,0,0,0,0,0,19,..,0,0,0,0,0,0,5,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,4,3,0,3,0,17,0,0,5,0,0,0,0,0,0,3,30,22,26,14,44,38,24,13,0,222
UCL522052,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,7,7,9,9,4,7,4,0,0,61,..,0,6,0,0,3,0,3,0,15,..,0,11,5,4,4,0,0,0,30,..,0,0,3,0,0,0,0,3,9,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,6,0,0,5,0,0,0,0,10,..,9,3,7,3,0,0,0,0,25,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,6,9,0,0,16,0,0,0,0,0,0,0,4,0,5,21,18,24,14,12,13,8,4,0,122
UCL522053,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,0,0,0,5,0,0,4,0,0,0,0,0,0,3,22,16,14,9,15,6,4,0,0,87,..,0,8,9,8,5,7,0,0,36,..,3,10,0,0,0,0,0,0,7,..,0,4,8,0,4,0,0,0,14,38,..,..,..,..,..,..,..,..,38,..,0,..,..,..,..,..,..,..,0,..,14,3,3,0,0,0,0,0,19,..,8,3,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,0,0,0,5,0,0,6,0,0,0,0,0,0,3,38,30,23,17,21,11,6,0,0,151
UCL522054,..,0,0,0,0,0,0,0,0,0,..,6,0,0,0,4,0,0,3,9,0,0,0,0,0,0,0,0,0,5,21,10,8,10,11,12,4,5,4,75,..,0,3,3,17,7,8,0,0,39,..,0,3,0,4,0,0,0,0,20,..,0,0,3,0,0,0,0,0,9,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,8,0,0,0,0,0,0,0,9,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,6,6,0,4,4,0,5,5,27,0,0,0,0,0,0,0,0,0,5,27,14,13,13,29,18,6,8,4,140
UCL522055,..,0,5,0,0,0,0,0,0,4,..,0,6,0,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,12,6,20,17,19,16,4,4,0,101,..,0,5,14,20,12,13,8,0,74,..,0,8,13,9,4,0,0,0,29,..,0,0,0,0,0,0,0,0,0,33,..,..,..,..,..,..,..,..,33,..,8,..,..,..,..,..,..,..,8,..,0,0,0,0,0,0,0,0,6,..,0,0,0,3,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,7,0,0,0,0,0,0,8,..,0,5,0,3,10,4,0,0,30,0,0,0,0,0,3,0,0,0,4,33,10,27,25,42,38,15,8,0,205
UCL522056,..,0,0,0,0,0,0,0,0,8,..,0,5,0,7,3,0,0,0,17,0,3,0,0,0,0,0,0,0,4,43,15,26,16,16,25,11,6,3,154,..,0,11,21,9,25,17,10,0,95,..,3,5,6,3,0,4,0,0,32,..,0,0,6,6,5,0,0,0,20,62,..,..,..,..,..,..,..,..,62,..,9,..,..,..,..,..,..,..,9,..,7,5,3,0,0,0,0,0,15,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,3,5,3,0,0,0,0,0,9,..,0,6,5,15,6,4,0,0,37,0,3,0,0,0,5,0,0,0,9,62,29,35,40,36,43,25,10,3,287
UCL522057,..,8,0,0,0,0,0,0,0,10,..,3,4,0,0,3,0,0,0,12,0,3,0,0,0,0,0,0,0,8,0,13,13,9,5,5,0,0,0,52,..,0,3,4,8,11,0,0,0,32,..,5,4,3,4,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,8,9,0,0,0,0,0,0,15,..,3,13,6,0,6,0,0,0,26,0,3,6,3,5,0,0,0,0,13,17,14,32,15,20,18,3,0,0,112
UCL522058,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,7,3,3,15,0,0,0,0,0,0,0,0,0,0,36,22,16,15,11,15,8,13,4,133,..,0,5,3,8,15,9,10,5,57,..,8,10,7,3,3,3,0,0,35,..,0,7,5,4,0,0,0,0,14,52,..,..,..,..,..,..,..,..,52,..,9,..,..,..,..,..,..,..,9,..,8,4,0,0,0,0,0,0,11,..,0,0,0,0,7,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,12,12,7,3,34,0,4,0,0,0,0,0,0,0,13,51,43,20,23,24,39,23,23,5,257
UCL522059,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,5,0,18,0,0,0,0,0,0,0,0,0,4,25,8,14,14,18,21,16,16,3,137,..,5,11,11,14,14,28,19,0,99,..,9,9,8,7,0,3,0,3,38,..,0,4,7,3,5,0,0,0,13,46,..,..,..,..,..,..,..,..,46,..,9,..,..,..,..,..,..,..,9,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,4,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,8,5,9,11,8,0,49,0,0,0,0,0,0,0,0,0,6,54,15,25,30,31,36,40,32,4,272
UCL522060,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,3,5,10,0,0,0,28,..,0,0,0,0,3,0,0,0,7,..,0,0,0,10,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,3,0,0,0,7,3,0,5,0,0,0,0,0,0,8,10,4,8,5,9,11,0,0,0,44
UCL522061,..,0,0,0,0,3,0,0,0,9,..,0,0,0,4,3,10,13,3,32,0,0,0,0,0,0,3,0,0,7,12,4,7,16,13,37,28,22,3,144,..,0,0,9,10,37,28,23,0,111,..,0,14,0,8,3,0,0,0,25,..,0,0,8,0,3,5,0,0,9,24,..,..,..,..,..,..,..,..,24,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,7,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,6,0,0,0,12,..,0,0,3,13,13,24,21,3,68,0,0,0,5,5,3,5,0,0,13,24,10,16,23,30,65,56,45,3,282
UCL522062,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,20,17,21,17,7,0,0,0,109,..,6,24,18,19,0,0,0,0,69,..,0,0,0,3,0,0,0,0,4,..,0,3,6,4,0,0,0,0,13,63,..,..,..,..,..,..,..,..,63,..,4,..,..,..,..,..,..,..,4,..,16,0,4,0,0,0,0,0,21,..,5,9,4,3,5,4,0,0,28,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,4,6,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,71,34,42,33,33,10,6,4,0,226
UCL522063,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,3,19,13,10,12,11,17,7,0,0,92,..,9,11,18,6,10,0,0,0,44,..,0,0,0,0,0,0,0,0,0,..,0,6,6,0,3,0,0,0,25,40,..,..,..,..,..,..,..,..,40,..,7,..,..,..,..,..,..,..,7,..,5,5,4,3,0,0,0,0,17,..,4,3,6,0,4,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,4,0,0,0,6,0,0,0,0,3,0,0,0,0,4,40,33,22,32,12,15,3,3,0,171
UCL522064,..,0,0,0,0,0,0,0,0,0,..,3,0,4,0,0,0,0,0,15,5,0,0,3,0,0,0,0,0,8,56,48,37,23,23,10,5,3,0,205,..,17,23,18,16,6,0,3,0,88,..,7,9,0,0,0,0,0,0,14,..,9,6,11,7,4,6,0,0,49,104,..,..,..,..,..,..,..,..,104,..,11,..,..,..,..,..,..,..,11,..,30,19,6,0,0,0,0,0,52,..,21,13,6,5,0,0,0,0,50,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,4,3,4,4,5,0,0,0,21,3,0,0,5,0,3,0,0,0,13,108,91,71,55,42,20,13,5,0,415
UCL522065,..,0,0,0,0,3,0,0,0,0,..,0,0,0,0,6,0,5,0,16,0,0,0,0,0,0,0,0,0,7,14,6,11,12,4,19,12,11,4,97,..,0,10,7,8,19,14,13,0,59,..,0,5,3,5,3,0,0,0,16,..,0,0,4,0,0,0,0,0,10,35,..,..,..,..,..,..,..,..,35,..,4,..,..,..,..,..,..,..,4,..,7,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,3,0,0,6,10,7,0,32,0,4,3,0,3,0,0,0,0,10,35,17,23,16,14,37,25,23,3,201
UCL522066,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,4,5,6,3,38,0,0,0,0,0,0,0,0,0,7,49,9,25,28,22,27,18,16,3,196,..,0,16,24,21,17,14,11,0,108,..,3,24,13,5,6,0,0,0,52,..,0,0,3,4,0,0,0,0,11,91,..,..,..,..,..,..,..,..,91,..,9,..,..,..,..,..,..,..,9,..,4,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,9,..,0,6,5,8,12,9,13,5,54,0,0,0,0,0,4,0,0,0,14,97,27,53,57,36,37,31,25,6,363
UCL522067,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,18,6,5,8,9,7,3,0,0,73,..,0,6,3,4,0,0,0,0,15,..,4,8,9,6,0,7,0,0,23,..,0,6,6,5,0,0,0,0,14,34,..,..,..,..,..,..,..,..,34,..,0,..,..,..,..,..,..,..,0,..,5,3,0,0,0,0,0,0,11,..,7,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,7,3,3,0,0,27,0,0,0,0,5,0,0,0,0,12,34,17,14,16,28,8,20,0,0,144
