UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL515014,..,0,10,3,0,0,0,0,0,11,..,3,11,8,13,17,7,0,0,62,0,3,4,3,0,5,3,0,0,24,90,54,89,60,66,59,24,0,0,442,..,6,25,19,23,25,10,4,0,116,..,18,50,31,34,33,5,0,0,169,..,4,18,8,17,9,7,0,0,60,176,..,..,..,..,..,..,..,..,176,..,8,..,..,..,..,..,..,..,8,..,35,17,14,3,0,0,0,0,72,..,17,18,10,8,14,5,0,0,75,..,0,0,0,0,0,0,0,0,4,..,3,12,7,0,4,4,0,0,29,..,3,21,21,24,27,15,3,0,109,0,7,7,0,7,5,3,0,0,32,175,108,160,124,118,110,47,10,3,854
UCL515015,..,0,9,0,6,7,0,0,0,26,..,3,3,4,14,19,62,57,30,196,0,4,3,4,7,0,0,0,6,27,226,108,178,140,154,155,168,124,47,1297,..,7,143,172,155,159,172,126,30,963,..,19,76,41,32,34,12,7,0,218,..,12,19,22,32,15,7,5,8,121,459,..,..,..,..,..,..,..,..,459,..,73,..,..,..,..,..,..,..,73,..,82,35,22,14,13,0,0,0,162,..,11,17,8,7,6,17,3,0,67,..,7,40,5,4,0,0,0,0,57,..,5,18,12,14,9,3,0,0,56,..,7,13,23,46,45,80,73,43,333,0,8,4,4,6,4,7,0,0,52,461,229,364,301,316,289,289,223,82,2561
UCL515016,..,7,4,0,0,0,0,5,0,14,..,3,12,9,8,15,22,17,13,90,6,0,0,0,3,11,9,9,0,34,96,34,81,83,76,131,118,43,27,687,..,0,31,73,65,146,155,54,11,545,..,8,50,31,30,28,21,3,0,174,..,6,12,15,10,6,0,0,0,52,213,..,..,..,..,..,..,..,..,213,..,26,..,..,..,..,..,..,..,26,..,20,12,9,0,0,0,0,0,44,..,6,7,0,3,4,4,0,0,25,..,5,0,3,0,0,0,0,0,8,..,7,14,3,0,0,0,0,0,25,..,5,14,9,25,36,46,34,16,194,5,3,0,4,15,16,13,13,0,65,220,78,144,146,152,232,249,109,33,1364
UCL515017,..,0,0,0,0,0,0,0,0,6,..,0,0,0,7,23,15,10,4,62,3,3,4,0,0,5,4,0,0,27,71,30,46,52,61,100,86,34,10,486,..,0,14,42,59,98,101,54,12,382,..,13,42,30,20,38,15,0,0,163,..,0,5,3,5,3,7,6,0,29,134,..,..,..,..,..,..,..,..,134,..,16,..,..,..,..,..,..,..,16,..,18,8,4,11,0,0,0,0,42,..,0,3,0,0,0,5,3,0,17,..,6,3,0,0,0,0,0,0,11,..,4,0,0,0,0,4,0,0,14,..,0,3,3,34,53,42,16,8,161,6,8,7,0,5,13,10,0,0,47,138,67,89,91,136,200,180,83,20,1012
UCL515018,..,0,0,0,7,0,3,0,0,15,..,3,3,13,5,10,13,3,0,56,0,3,0,0,0,5,7,0,0,20,160,87,82,105,100,88,45,10,3,689,..,4,50,94,105,112,52,13,0,434,..,23,71,46,36,19,4,0,0,196,..,7,10,17,22,5,4,0,0,68,311,..,..,..,..,..,..,..,..,311,..,44,..,..,..,..,..,..,..,44,..,45,11,7,4,0,0,0,0,61,..,15,5,0,3,6,0,0,0,30,..,0,0,5,0,0,0,0,0,7,..,9,3,0,8,4,0,0,0,31,..,11,21,20,28,46,23,16,3,160,11,3,3,5,0,3,6,0,0,35,324,168,171,185,208,198,98,30,8,1391
UCL515019,..,0,8,0,5,3,3,0,0,23,..,17,20,12,22,28,29,31,21,186,5,3,5,0,6,0,3,3,0,33,303,200,200,174,186,195,169,93,40,1571,..,15,133,186,186,256,215,106,20,1121,..,67,90,54,41,26,12,7,0,298,..,14,36,30,37,14,18,0,4,147,630,..,..,..,..,..,..,..,..,630,..,110,..,..,..,..,..,..,..,110,..,109,39,26,10,4,0,0,0,181,..,36,24,6,5,13,10,10,8,116,..,12,7,4,3,0,0,0,0,29,..,9,49,24,21,16,10,5,0,126,..,38,45,33,63,74,56,48,30,391,10,13,12,4,14,4,7,8,0,69,634,419,424,365,379,417,338,185,69,3221
UCL515020,..,11,41,6,0,6,3,0,0,71,..,20,47,33,41,28,23,11,0,195,5,13,9,7,10,15,4,0,0,51,415,207,378,284,250,187,77,20,0,1816,..,10,134,197,189,174,65,19,0,783,..,68,228,130,82,50,20,0,0,579,..,14,58,56,58,19,5,5,0,214,855,..,..,..,..,..,..,..,..,855,..,76,..,..,..,..,..,..,..,76,..,115,35,17,10,0,0,0,0,178,..,46,37,12,23,27,9,6,3,167,..,3,16,4,7,6,0,0,0,37,..,27,72,17,13,20,5,0,0,154,..,26,82,46,71,60,48,16,0,355,13,16,23,14,13,18,9,0,0,101,865,392,679,499,462,369,173,43,3,3486
UCL515021,..,0,0,0,0,0,0,0,0,3,..,5,0,7,15,29,22,17,7,96,0,3,5,0,0,3,8,3,0,18,127,59,60,84,101,135,110,68,15,757,..,3,57,106,119,155,159,80,16,689,..,16,25,25,27,32,16,0,0,136,..,0,3,13,15,5,8,3,0,46,266,..,..,..,..,..,..,..,..,266,..,68,..,..,..,..,..,..,..,68,..,50,21,3,8,0,0,0,0,81,..,3,0,0,3,4,4,0,0,19,..,5,4,0,0,3,0,0,0,9,..,3,0,0,0,0,0,0,0,6,..,6,3,11,27,43,40,25,13,175,0,0,6,4,4,8,9,4,0,35,269,160,116,156,202,251,234,119,30,1538
UCL515022,..,5,3,0,3,5,9,4,0,29,..,16,21,20,30,70,64,55,28,297,3,13,10,0,7,7,11,7,0,56,342,205,230,215,225,263,230,139,39,1887,..,10,127,211,221,265,238,133,26,1230,..,81,155,66,60,55,20,6,0,447,..,10,28,48,43,24,15,8,3,178,722,..,..,..,..,..,..,..,..,722,..,129,..,..,..,..,..,..,..,129,..,113,39,18,10,5,4,0,0,184,..,30,7,0,3,15,13,4,0,70,..,10,8,7,4,0,0,0,0,30,..,19,5,5,5,17,13,9,0,71,..,36,76,41,77,125,118,95,31,597,9,20,19,9,13,16,15,11,0,115,729,450,460,408,436,523,432,263,68,3771
UCL515023,..,5,8,0,0,0,3,0,0,15,..,6,22,10,16,27,27,21,19,137,8,7,0,0,3,8,9,6,0,37,192,103,124,126,118,149,110,52,27,999,..,3,86,110,117,168,131,52,11,677,..,52,63,47,38,19,12,3,3,236,..,0,19,19,25,21,0,4,7,99,376,..,..,..,..,..,..,..,..,376,..,42,..,..,..,..,..,..,..,42,..,51,32,8,9,5,0,0,0,107,..,11,3,4,3,5,0,0,0,30,..,5,0,3,0,0,0,0,0,11,..,9,17,4,3,9,3,0,0,53,..,26,36,30,45,54,69,38,21,312,10,9,6,3,15,16,10,8,0,76,385,225,262,232,259,274,233,101,44,2020
UCL515024,..,10,3,0,0,3,0,0,0,14,..,3,11,12,5,11,20,24,10,90,4,3,5,0,4,5,6,0,4,24,135,65,85,76,76,82,79,43,20,667,..,0,26,54,66,106,86,40,8,393,..,26,45,32,27,16,8,0,0,157,..,3,14,14,20,9,6,0,6,72,264,..,..,..,..,..,..,..,..,264,..,29,..,..,..,..,..,..,..,29,..,27,16,0,3,0,0,0,0,56,..,12,3,3,5,0,5,3,0,41,..,6,5,0,0,0,0,0,0,9,..,11,12,3,6,3,0,0,0,34,..,12,24,22,22,29,40,39,17,200,5,10,5,4,7,10,6,0,5,50,266,129,157,138,143,178,159,85,30,1294
UCL515025,..,0,0,0,0,0,0,3,0,15,..,6,5,10,7,36,31,28,15,134,0,5,4,4,4,3,4,3,4,30,132,91,87,88,109,129,106,60,28,829,..,11,56,70,104,110,111,57,21,541,..,16,54,26,24,21,14,3,0,166,..,3,13,28,24,5,3,0,3,87,292,..,..,..,..,..,..,..,..,292,..,68,..,..,..,..,..,..,..,68,..,52,22,5,4,5,0,0,0,82,..,7,0,0,6,6,9,0,0,23,..,5,0,5,8,0,0,0,0,19,..,3,0,4,7,12,3,7,0,40,..,11,7,20,22,62,58,41,18,235,4,10,5,5,10,3,0,4,4,52,299,185,159,161,204,231,203,110,55,1600
UCL515026,..,4,0,0,0,0,0,0,0,7,..,5,9,3,6,12,3,4,4,49,3,8,8,0,0,0,3,3,0,24,260,144,208,128,132,111,68,27,10,1080,..,18,163,145,146,152,90,36,12,763,..,39,121,37,37,22,9,0,0,267,..,5,19,28,23,12,5,3,0,101,519,..,..,..,..,..,..,..,..,519,..,83,..,..,..,..,..,..,..,83,..,89,39,9,9,0,0,0,0,135,..,19,0,0,0,6,8,0,3,43,..,3,4,0,0,4,0,0,0,19,..,0,0,0,4,0,3,0,0,18,..,7,25,15,25,17,15,6,5,118,5,11,12,0,0,0,0,3,0,46,530,285,384,240,247,220,141,54,23,2118
UCL515027,..,7,9,4,12,5,0,0,0,31,..,11,22,15,41,50,62,66,37,302,9,9,3,0,4,8,3,5,0,37,292,174,188,201,197,229,184,117,48,1629,..,7,108,162,174,215,200,87,18,989,..,52,98,53,44,39,14,3,0,308,..,3,30,53,43,26,10,9,7,189,564,..,..,..,..,..,..,..,..,564,..,96,..,..,..,..,..,..,..,96,..,103,28,19,16,10,3,0,0,179,..,21,15,0,3,13,10,10,0,66,..,21,5,6,3,0,0,0,0,33,..,19,30,11,15,11,4,5,0,103,..,29,64,36,75,103,116,86,50,561,8,18,9,6,9,8,7,0,6,74,569,373,391,347,395,419,376,201,87,3150
UCL515028,..,9,15,6,3,4,0,0,0,35,..,17,37,22,23,21,3,3,0,116,19,14,17,15,12,7,0,0,0,80,495,182,367,332,202,113,26,5,0,1730,..,8,221,384,245,144,36,0,0,1032,..,84,270,123,64,45,3,0,0,593,..,3,18,39,32,9,0,0,0,97,989,..,..,..,..,..,..,..,..,989,..,87,..,..,..,..,..,..,..,87,..,81,22,0,0,0,0,0,0,101,..,21,13,0,4,11,3,4,0,57,..,6,14,3,0,0,0,0,0,27,..,17,38,11,8,13,6,0,0,84,..,29,79,58,76,56,20,6,0,322,35,19,34,34,26,23,7,0,0,167,1024,358,700,649,451,290,70,6,0,3558
UCL515029,..,0,0,0,3,0,0,0,0,4,..,4,7,5,0,9,0,0,0,23,11,0,4,9,4,0,0,0,0,37,110,41,73,82,47,35,10,0,0,394,..,3,51,86,44,50,0,0,0,228,..,19,53,46,23,10,5,0,0,153,..,0,3,8,11,4,0,0,0,32,200,..,..,..,..,..,..,..,..,200,..,18,..,..,..,..,..,..,..,18,..,17,0,0,0,0,0,0,0,27,..,0,0,0,0,0,0,0,0,9,..,4,0,0,0,0,0,0,0,8,..,3,3,8,4,0,0,0,0,18,..,3,13,31,17,20,10,0,0,98,19,0,13,14,7,0,0,0,0,59,215,78,141,179,109,90,15,3,0,842
UCL515030,..,5,3,4,4,12,3,0,0,32,..,3,3,4,20,27,60,65,20,212,5,6,6,0,6,3,6,4,6,37,328,213,160,210,222,227,252,150,41,1796,..,11,107,171,225,264,278,155,34,1246,..,40,64,85,44,40,21,11,4,318,..,0,31,57,52,23,14,7,5,187,635,..,..,..,..,..,..,..,..,635,..,152,..,..,..,..,..,..,..,152,..,136,53,26,15,3,0,0,0,236,..,13,9,6,7,8,11,10,3,71,..,11,7,8,0,7,0,0,0,29,..,8,10,9,12,20,9,0,4,64,..,6,19,21,44,61,108,94,34,388,10,10,9,7,6,7,14,9,6,78,650,387,304,383,402,439,458,287,84,3390
UCL515031,..,3,0,0,0,3,3,0,0,16,..,4,0,5,14,41,66,50,19,202,3,6,0,3,4,6,10,4,4,40,185,84,85,136,153,212,244,139,33,1272,..,0,45,107,150,224,252,156,20,954,..,18,45,45,47,49,43,10,0,264,..,0,18,30,28,12,3,5,3,111,362,..,..,..,..,..,..,..,..,362,..,65,..,..,..,..,..,..,..,65,..,68,30,8,7,3,3,0,0,126,..,9,8,3,0,4,3,10,3,38,..,4,0,5,0,0,3,0,0,11,..,0,0,4,0,7,12,4,0,31,..,9,11,16,39,80,121,70,32,384,7,5,10,5,8,10,21,6,4,77,372,188,159,225,281,394,466,263,63,2418
UCL515032,..,0,0,0,0,5,0,0,0,3,..,0,4,4,3,5,9,3,0,30,4,6,0,0,0,3,0,0,0,11,125,89,73,96,108,94,53,16,8,662,..,7,67,117,157,129,69,19,6,577,..,3,36,29,35,24,9,0,4,130,..,0,6,4,6,3,6,0,0,43,299,..,..,..,..,..,..,..,..,299,..,83,..,..,..,..,..,..,..,83,..,72,21,5,5,3,0,0,0,108,..,4,0,0,0,0,6,3,0,19,..,10,0,0,0,0,0,0,0,11,..,0,5,0,5,5,0,0,0,7,..,0,7,8,11,14,18,9,0,63,4,6,4,0,0,3,0,0,0,18,302,177,151,169,229,178,104,34,11,1349
UCL515033,..,4,5,0,5,0,0,0,0,14,..,3,14,4,8,12,12,0,0,55,9,3,11,0,0,0,0,0,0,36,375,91,216,224,132,71,15,8,0,1129,..,3,170,305,197,86,10,4,0,781,..,44,118,104,33,26,0,0,0,330,..,0,4,17,6,8,0,0,0,48,757,..,..,..,..,..,..,..,..,757,..,68,..,..,..,..,..,..,..,68,..,43,3,4,0,0,0,0,0,56,..,8,0,6,4,10,0,6,0,30,..,4,0,0,3,0,0,0,0,12,..,4,10,6,6,3,0,0,0,26,..,9,40,34,27,31,19,5,0,164,21,12,27,16,8,4,0,0,0,88,779,196,377,482,297,178,36,13,0,2345
UCL515034,..,3,5,0,3,4,0,0,0,21,..,5,8,7,13,31,25,21,6,114,3,7,9,0,0,10,0,0,0,28,277,118,162,171,174,157,133,71,15,1276,..,5,99,141,170,165,156,87,13,831,..,23,99,79,61,41,25,7,0,335,..,0,25,31,30,23,10,3,0,120,595,..,..,..,..,..,..,..,..,595,..,81,..,..,..,..,..,..,..,81,..,100,33,10,18,0,0,0,0,155,..,4,3,3,10,4,11,5,0,39,..,8,3,3,3,0,0,0,0,16,..,6,12,5,9,6,12,0,0,48,..,4,31,26,61,72,62,40,12,307,9,12,15,0,3,14,0,0,0,54,606,243,318,297,346,321,271,147,28,2583
UCL515035,..,0,0,0,0,6,3,0,0,13,..,6,4,7,7,28,21,18,16,104,0,0,4,0,6,4,0,4,0,11,79,43,59,46,64,101,96,50,15,554,..,0,24,51,35,95,104,53,8,372,..,20,48,15,13,23,6,0,0,125,..,4,10,16,16,9,5,6,0,57,158,..,..,..,..,..,..,..,..,158,..,25,..,..,..,..,..,..,..,25,..,19,8,3,9,3,0,0,0,45,..,4,4,4,0,5,0,0,0,17,..,0,0,0,0,0,0,0,0,7,..,3,3,4,9,6,7,0,0,36,..,3,17,14,27,53,46,38,18,217,0,0,4,3,7,13,5,4,0,30,158,83,111,106,115,197,183,114,28,1097
UCL515036,..,0,0,4,3,7,9,0,0,19,..,3,3,3,12,22,37,39,25,138,0,3,3,0,0,0,3,5,0,25,219,91,111,124,141,157,151,86,36,1114,..,4,60,108,139,188,184,97,22,803,..,11,67,50,33,26,16,6,0,209,..,0,12,30,25,13,5,4,0,96,398,..,..,..,..,..,..,..,..,398,..,65,..,..,..,..,..,..,..,65,..,78,29,5,10,0,0,0,0,126,..,3,3,3,7,5,4,6,0,36,..,3,3,4,0,0,0,0,0,14,..,0,8,3,3,11,18,5,0,46,..,9,9,13,37,60,68,52,33,278,11,13,0,3,0,4,6,3,0,44,406,195,204,220,255,313,291,168,60,2114
UCL515037,..,3,0,4,0,0,0,0,0,6,..,5,13,0,4,3,0,0,0,25,5,0,5,6,0,0,0,0,0,23,208,79,126,143,86,36,7,0,0,687,..,0,80,195,121,54,6,0,0,457,..,28,105,58,40,14,0,0,0,251,..,0,15,14,4,0,4,0,0,36,454,..,..,..,..,..,..,..,..,454,..,59,..,..,..,..,..,..,..,59,..,44,13,3,0,0,0,0,0,54,..,7,4,0,0,0,5,0,0,22,..,6,0,0,0,0,0,0,0,10,..,3,3,6,0,0,0,0,0,11,..,12,30,23,19,19,6,0,0,109,13,3,10,8,5,6,0,0,0,44,466,162,250,307,187,97,26,10,0,1509
UCL515038,..,0,9,0,0,9,5,0,0,20,..,4,3,11,14,40,53,58,15,187,4,0,4,0,0,5,4,7,0,19,156,55,75,100,122,178,225,121,30,1072,..,0,48,91,116,173,264,114,30,847,..,8,38,35,30,34,26,15,0,180,..,3,12,22,23,16,10,8,10,107,288,..,..,..,..,..,..,..,..,288,..,44,..,..,..,..,..,..,..,44,..,64,24,15,12,9,4,0,0,126,..,3,3,3,0,9,12,6,4,41,..,3,7,0,3,4,4,0,0,19,..,5,6,0,4,16,21,7,0,44,..,4,13,16,33,81,94,93,20,349,8,0,6,0,0,9,5,7,0,44,295,138,157,179,223,347,439,241,64,2083
UCL521001,..,0,0,0,0,3,0,0,0,6,..,0,0,0,3,3,3,4,0,19,0,0,0,0,0,0,0,0,0,5,42,33,12,33,44,47,26,6,0,241,..,0,13,30,48,62,36,3,0,195,..,0,8,13,16,9,0,0,0,40,..,0,0,5,5,0,0,0,0,18,87,..,..,..,..,..,..,..,..,87,..,25,..,..,..,..,..,..,..,25,..,27,4,0,0,0,0,0,0,35,..,0,0,0,0,0,0,3,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,9,0,3,0,0,0,18,..,0,0,5,8,13,11,9,0,43,0,0,0,3,0,3,0,0,0,12,87,68,27,57,83,90,50,14,3,489
UCL521002,..,0,0,0,0,0,0,0,0,3,..,0,0,0,9,11,9,3,0,27,0,0,0,0,0,0,0,0,0,0,44,36,29,36,58,50,68,23,6,349,..,0,20,27,46,46,109,33,0,280,..,6,14,22,22,18,3,0,0,88,..,0,4,10,17,7,4,0,0,40,113,..,..,..,..,..,..,..,..,113,..,18,..,..,..,..,..,..,..,18,..,33,11,12,7,0,0,0,0,61,..,0,0,0,0,3,9,6,6,17,..,0,5,3,4,4,0,0,0,10,..,0,0,0,0,3,3,0,0,10,..,0,4,0,8,17,15,6,0,52,0,3,0,0,0,0,0,0,0,6,114,65,59,74,101,90,138,45,9,694
UCL521003,..,0,0,0,0,0,4,0,0,5,..,0,0,0,4,17,25,20,6,79,0,0,0,0,0,5,0,0,0,7,47,22,18,38,41,66,86,48,17,384,..,0,13,38,34,52,76,52,13,284,..,0,11,5,4,14,22,6,0,64,..,0,0,6,8,3,8,0,4,34,85,..,..,..,..,..,..,..,..,85,..,21,..,..,..,..,..,..,..,21,..,19,10,3,7,8,0,0,0,43,..,0,6,3,0,3,0,0,3,21,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,3,4,0,17,..,4,6,3,12,35,53,37,15,157,4,3,0,3,4,5,6,0,0,23,86,50,46,72,73,123,173,105,29,758
UCL521004,..,0,3,0,0,0,0,0,0,3,..,0,3,0,6,8,0,0,0,18,3,0,0,3,0,0,0,0,0,10,79,50,62,35,39,27,8,3,0,307,..,10,21,19,24,9,3,3,0,87,..,12,32,20,9,4,0,0,0,86,..,3,12,18,16,7,3,0,0,60,160,..,..,..,..,..,..,..,..,160,..,16,..,..,..,..,..,..,..,16,..,37,14,6,0,0,0,0,0,55,..,23,11,8,9,9,5,0,0,66,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,3,0,10,5,0,0,0,28,4,0,0,5,0,0,0,0,0,7,168,105,107,70,61,46,16,0,0,577
UCL521005,..,0,4,0,0,0,0,0,0,6,..,6,8,0,5,18,11,8,3,51,0,0,0,0,4,0,0,0,0,8,116,35,63,69,51,70,54,20,3,487,..,0,32,76,62,68,67,26,4,327,..,8,41,23,22,23,12,0,0,132,..,0,10,13,6,5,3,0,0,44,240,..,..,..,..,..,..,..,..,240,..,22,..,..,..,..,..,..,..,22,..,21,13,4,5,3,0,0,0,39,..,5,3,3,0,3,3,3,0,24,..,0,0,0,0,0,0,0,0,4,..,6,3,0,4,0,5,0,0,16,..,7,11,4,14,32,28,16,8,117,4,0,4,0,0,0,0,0,0,18,242,68,119,128,114,141,110,48,6,987
UCL521006,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,6,10,13,0,44,0,0,0,0,0,0,0,0,0,4,87,37,38,54,51,77,50,33,4,435,..,0,16,64,51,94,63,37,4,337,..,10,18,11,18,13,10,0,0,88,..,0,7,12,8,5,3,5,0,33,160,..,..,..,..,..,..,..,..,160,..,19,..,..,..,..,..,..,..,19,..,29,13,4,0,0,0,0,0,44,..,5,0,0,0,4,4,0,0,16,..,3,0,4,0,4,0,0,0,7,..,0,0,0,0,3,3,3,0,9,..,0,5,4,10,16,16,15,0,74,5,0,0,0,0,0,0,0,0,8,167,68,63,100,96,141,103,62,5,802
UCL521007,..,0,0,0,0,0,0,0,0,5,..,0,5,0,7,9,6,13,5,46,0,0,0,0,0,0,0,0,0,3,37,29,22,29,24,38,28,26,6,246,..,5,3,19,21,40,33,18,3,140,..,14,13,7,3,5,0,5,0,55,..,0,7,17,0,5,0,7,3,31,71,..,..,..,..,..,..,..,..,71,..,15,..,..,..,..,..,..,..,15,..,6,0,4,0,6,0,0,0,20,..,0,0,0,0,4,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,9,0,0,13,..,4,9,4,13,18,20,19,5,82,3,5,4,0,4,0,0,0,0,17,67,51,41,45,44,76,61,40,12,448
UCL521008,..,6,0,0,0,0,0,0,0,0,..,0,4,0,4,11,9,15,4,39,3,0,0,0,0,4,0,0,0,7,30,22,21,16,32,22,26,28,6,211,..,0,12,18,22,23,28,25,4,134,..,6,8,11,8,8,3,5,0,45,..,0,0,4,9,0,0,5,0,19,66,..,..,..,..,..,..,..,..,66,..,11,..,..,..,..,..,..,..,11,..,14,0,0,9,3,0,0,0,24,..,3,0,0,0,5,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,0,0,0,8,..,3,4,5,9,17,17,16,6,82,4,4,0,0,0,0,0,0,0,13,68,40,35,37,55,57,59,47,13,409
UCL521009,..,0,0,0,0,0,0,0,0,3,..,0,3,0,3,4,16,14,8,42,0,0,0,0,0,0,0,0,0,0,48,10,23,26,25,22,40,22,10,223,..,0,19,32,23,32,51,24,3,181,..,3,11,10,3,0,3,0,0,23,..,0,0,0,5,0,0,0,0,18,92,..,..,..,..,..,..,..,..,92,..,11,..,..,..,..,..,..,..,11,..,9,7,0,0,0,0,0,0,15,..,0,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,4,14,..,4,7,4,10,11,25,18,8,80,0,0,0,0,0,4,0,0,0,14,92,38,43,48,47,50,80,44,11,456
UCL521010,..,0,3,0,0,0,0,0,0,6,..,0,4,5,4,12,12,8,3,45,0,0,0,0,0,7,0,0,0,8,64,42,43,32,54,55,45,24,6,368,..,0,25,25,51,54,55,35,4,245,..,15,28,9,18,8,5,0,0,77,..,3,7,8,9,6,4,3,0,43,128,..,..,..,..,..,..,..,..,128,..,18,..,..,..,..,..,..,..,18,..,37,8,3,9,0,0,0,0,60,..,14,6,0,0,0,4,0,0,23,..,0,0,0,0,0,0,0,0,7,..,6,4,0,4,0,6,0,0,9,..,9,3,8,10,15,15,9,3,78,0,6,3,0,0,7,0,0,0,18,132,90,89,64,100,89,89,55,12,712
UCL521011,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,9,3,0,0,13,0,0,0,0,0,0,0,0,0,3,79,32,33,53,38,35,13,9,0,295,..,0,31,74,49,41,24,8,0,226,..,3,22,20,13,5,0,0,0,58,..,0,4,3,9,0,0,0,0,15,161,..,..,..,..,..,..,..,..,161,..,21,..,..,..,..,..,..,..,21,..,24,4,0,4,0,0,0,0,29,..,0,0,0,0,0,0,0,0,0,..,5,0,0,4,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,5,9,11,0,0,32,0,0,0,0,0,0,0,0,0,3,161,56,62,96,75,58,30,14,0,563
