UCL_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
UCL515025,0,0,55,57,3,4,25,30,22,29,20,64,34,12,26,69,48,12,29,83,49,14,40,100,60,3,35,95,34,3,15,49,15,0,10,23,263,77,249,590,0,0,55,56,8,12,15,30,32,26,21,86,35,16,34,82,52,13,42,111,66,8,51,126,52,8,42,104,23,0,33,55,11,0,16,26,277,87,305,670,0,0,110,114,11,10,37,60,56,54,39,152,70,26,60,155,104,24,65,193,110,21,91,227,111,14,74,201,57,3,45,106,21,0,26,53,541,166,553,1256
UCL515026,0,0,53,58,7,16,54,76,65,53,43,165,72,21,25,113,69,19,26,114,74,12,22,105,50,10,21,76,23,0,0,23,7,0,0,11,369,127,257,746,0,3,70,74,12,21,34,66,92,65,39,199,82,21,27,128,77,13,33,132,74,9,26,112,38,5,12,63,13,0,12,24,4,0,6,10,397,137,260,803,0,5,127,128,18,35,90,140,163,121,92,370,145,37,55,240,146,37,61,249,152,22,46,217,90,9,37,138,36,0,11,49,12,0,6,23,763,267,522,1550
UCL515027,0,4,91,95,3,25,70,98,50,43,99,193,69,26,55,146,93,28,78,193,101,12,74,189,108,11,65,184,51,0,32,85,14,3,15,31,485,149,582,1214,0,4,75,81,4,27,55,82,58,53,69,186,96,27,74,195,87,19,85,190,113,22,80,217,94,5,78,178,35,0,79,113,6,0,44,47,497,157,642,1297,0,4,169,175,7,51,124,183,108,98,170,379,162,53,121,338,174,44,164,384,215,39,155,408,200,14,146,361,87,3,112,196,18,0,63,87,989,308,1219,2516
UCL515028,0,3,79,81,3,26,57,88,95,127,93,317,182,63,57,298,128,33,76,240,85,25,56,168,17,0,19,43,0,0,0,0,0,0,0,0,509,286,433,1235,0,9,67,75,3,48,45,97,130,139,90,351,204,64,51,313,120,31,43,192,53,22,34,106,13,0,12,23,0,0,5,5,0,0,0,0,524,303,340,1172,0,7,148,156,8,74,99,185,221,270,181,667,384,123,110,615,245,64,120,430,144,45,87,274,36,3,25,67,0,0,5,6,0,0,0,0,1032,593,774,2401
UCL515029,0,0,18,18,0,3,13,20,21,30,13,62,38,21,31,91,22,12,28,56,27,6,18,54,0,0,8,9,0,0,0,0,0,0,0,0,111,75,125,316,0,0,25,23,3,14,4,18,28,27,9,63,44,22,7,75,24,6,14,41,19,5,8,32,0,5,0,6,0,0,0,0,0,0,0,0,119,75,69,263,0,0,38,40,3,13,22,39,51,53,25,128,86,46,41,172,44,23,38,98,50,10,29,84,0,5,6,15,0,0,0,3,0,0,0,0,228,153,195,578
UCL515030,0,0,101,107,7,16,52,71,44,28,74,143,78,39,48,166,111,27,45,186,124,24,59,207,130,9,60,198,86,9,29,127,25,4,16,50,608,150,495,1244,0,3,128,133,3,20,43,69,61,42,48,153,101,48,73,213,119,18,83,215,136,20,66,224,145,15,88,242,64,7,76,146,8,0,28,37,638,166,627,1430,0,3,232,240,11,34,92,142,107,64,125,299,171,85,117,379,225,44,125,400,264,40,126,431,278,21,146,445,155,11,106,275,34,4,40,81,1246,318,1120,2683
UCL515031,0,0,65,72,0,0,32,31,19,22,33,68,39,20,30,90,63,19,43,125,99,27,49,178,131,19,64,215,86,8,25,125,16,0,15,30,456,122,356,932,0,0,45,44,0,10,25,36,23,24,34,85,68,27,39,128,89,20,36,145,126,22,63,209,119,20,86,230,70,6,58,132,8,0,24,31,496,140,409,1041,0,6,109,114,0,14,51,69,45,45,67,152,107,45,66,222,150,47,81,275,224,49,112,382,252,43,154,450,156,10,85,259,20,0,42,64,954,264,762,1975
UCL515032,0,0,54,54,4,7,31,36,32,14,25,69,48,12,8,74,82,15,17,116,60,9,17,82,36,8,11,56,13,0,0,18,5,0,0,6,275,68,172,507,0,0,47,47,6,0,24,33,34,17,14,69,70,15,12,95,81,16,9,108,71,9,12,94,36,0,17,53,7,0,6,15,4,0,4,8,301,65,156,523,0,0,106,106,7,3,56,73,67,36,46,144,117,29,19,168,157,35,32,224,129,24,30,179,69,9,31,104,19,0,12,30,6,4,5,11,577,130,326,1034
UCL515033,0,0,56,56,0,14,24,43,66,55,32,157,147,55,37,244,106,22,30,157,48,12,33,101,5,5,7,19,0,0,5,5,0,0,0,0,388,160,231,771,0,0,45,47,4,23,14,39,101,69,26,199,153,41,26,221,92,19,25,131,34,12,21,73,3,0,12,15,5,0,3,8,0,0,0,0,398,167,164,734,0,0,100,101,3,39,40,84,170,118,60,352,305,104,64,464,197,33,54,288,86,26,54,170,10,0,25,32,4,0,5,13,0,0,0,0,781,330,396,1506
UCL515034,0,0,64,67,0,12,50,58,40,49,57,149,50,36,37,125,74,25,73,176,86,20,57,165,81,11,47,142,47,8,22,75,10,0,3,15,390,157,415,962,0,0,57,61,5,15,34,50,57,52,45,154,86,46,35,169,95,37,45,174,80,22,50,147,77,11,48,136,36,3,33,71,4,0,8,15,444,179,349,974,0,0,122,125,5,20,81,109,99,99,104,302,141,79,76,294,170,61,112,346,165,41,103,310,156,25,95,274,87,7,53,145,13,0,14,28,831,335,762,1937
UCL515035,0,0,21,22,0,9,12,19,9,19,25,53,25,5,20,54,10,3,29,48,50,20,25,93,48,6,28,82,30,0,23,61,9,0,3,12,182,65,193,441,0,3,21,18,0,10,13,21,14,28,16,58,25,7,18,46,25,12,27,59,51,5,44,98,55,3,32,95,14,0,28,48,0,0,14,15,190,65,208,466,0,4,39,40,0,15,21,43,24,48,34,111,51,15,37,105,35,13,58,109,95,23,67,187,104,6,63,182,53,0,53,107,8,0,25,32,372,125,403,901
UCL515036,0,0,53,55,3,3,39,41,21,30,42,94,47,25,22,96,60,19,39,117,97,9,48,152,89,7,45,144,57,3,19,80,16,0,10,27,384,92,319,800,0,0,50,54,0,9,24,35,38,45,33,108,62,24,37,121,77,15,45,141,95,16,43,151,93,4,49,147,41,0,44,90,9,0,29,30,416,117,347,881,0,3,105,104,4,13,62,74,60,67,71,197,108,50,58,215,139,33,82,252,188,26,97,304,184,16,93,289,97,6,65,170,22,0,34,61,803,209,666,1676
UCL515037,0,0,54,54,0,9,24,31,28,56,34,121,93,37,36,163,65,16,20,100,33,12,20,59,8,0,8,13,0,0,3,3,0,0,0,0,226,122,197,545,0,0,34,34,0,20,14,45,46,50,25,122,102,23,11,139,56,21,8,86,21,9,3,32,3,0,5,8,0,0,0,0,0,0,0,0,235,121,103,463,0,0,87,87,0,28,42,74,80,105,60,241,195,58,48,301,121,40,27,184,54,14,20,86,6,0,14,29,0,0,9,10,0,0,0,0,457,251,303,1007
UCL515038,0,0,47,49,0,5,25,24,21,15,39,78,44,18,20,78,53,16,33,100,78,11,63,159,130,17,67,211,69,3,39,120,21,0,12,32,410,95,347,853,0,0,30,35,0,3,17,21,28,15,26,71,51,15,35,100,68,14,42,125,92,21,65,177,134,5,78,220,46,3,65,117,9,0,18,30,430,86,382,899,0,3,80,86,0,10,40,47,48,38,69,145,91,35,54,179,116,30,71,222,173,34,123,336,264,26,143,436,114,15,108,238,30,0,32,64,847,180,724,1754
UCL521001,0,0,21,21,0,0,6,6,3,0,11,17,16,0,7,24,24,5,5,39,29,3,11,36,24,0,3,30,5,0,8,7,0,0,0,3,100,17,77,192,0,0,18,18,0,4,6,10,4,5,4,12,20,7,5,31,27,7,13,44,34,5,10,42,14,0,3,19,0,0,3,6,0,0,0,0,101,25,75,196,0,0,44,44,0,0,17,21,13,8,11,32,30,13,17,60,48,16,21,83,62,9,19,88,36,0,8,49,3,0,8,14,0,0,0,3,195,40,144,389
UCL521002,0,0,16,14,0,0,6,11,9,9,14,28,13,6,21,37,23,8,13,48,19,6,14,42,54,0,12,68,16,0,11,29,0,0,0,3,136,35,105,278,0,3,23,23,0,3,10,10,13,4,10,29,18,9,7,36,24,12,21,58,25,9,16,50,53,4,14,68,14,0,8,23,0,0,6,6,146,45,108,299,0,4,35,41,0,4,15,22,20,14,21,56,27,22,27,74,46,22,35,101,46,18,29,90,109,3,27,138,33,0,15,45,0,0,5,9,280,88,215,574
UCL521003,0,0,15,15,0,0,10,10,4,3,22,30,20,3,10,34,16,3,11,32,25,6,23,49,37,6,31,75,29,7,17,52,11,0,3,11,134,30,144,310,0,0,13,13,0,0,3,8,7,6,3,19,21,4,8,38,17,3,16,37,32,9,25,69,42,10,34,89,24,0,28,48,3,0,11,19,143,35,150,333,0,0,27,27,0,0,14,17,13,11,26,47,38,5,18,72,34,4,26,68,52,14,53,119,76,22,68,163,52,6,44,105,13,0,17,34,284,64,297,643
UCL521004,0,0,26,22,5,3,17,30,10,17,21,43,12,13,11,29,10,4,10,25,6,6,7,18,3,0,3,7,0,0,0,0,0,0,0,0,45,43,94,178,0,0,24,24,3,5,18,25,15,18,30,62,7,12,18,36,12,4,21,39,4,3,15,27,0,0,8,8,0,0,0,3,0,0,0,0,45,46,137,221,0,0,47,55,7,13,29,55,21,32,49,105,19,20,26,67,24,9,30,61,9,4,27,46,3,0,12,16,3,0,0,0,0,0,0,0,87,86,231,400
UCL521005,0,0,14,14,0,0,14,20,10,21,23,49,36,8,14,59,35,8,22,60,35,10,25,75,36,9,22,61,17,0,7,32,4,0,0,4,163,58,142,361,0,0,19,19,0,3,9,19,21,23,26,66,40,11,11,69,28,14,10,51,35,14,19,69,33,5,16,53,15,0,9,20,0,0,8,3,164,66,132,366,0,0,33,33,0,8,24,33,32,41,48,116,76,23,26,125,62,22,32,112,68,23,43,140,67,12,38,115,26,0,16,48,4,0,3,6,327,132,268,727
UCL521006,0,0,14,16,0,5,13,17,6,7,13,26,30,10,9,42,21,9,6,42,49,8,14,68,36,9,8,47,26,0,3,25,4,0,0,5,160,44,82,289,0,0,20,22,0,0,5,14,11,14,16,38,41,8,12,54,31,10,11,51,47,6,19,77,34,5,16,50,11,0,19,38,4,0,0,4,178,44,120,338,0,3,36,32,0,3,24,29,16,18,25,64,64,11,18,95,51,18,24,88,94,13,29,141,63,10,28,103,37,0,21,62,4,0,4,5,337,88,206,626
UCL521007,0,0,8,8,0,5,5,13,0,13,5,14,4,3,0,15,9,0,14,25,20,0,10,35,13,0,13,33,5,0,8,17,5,0,0,10,71,29,70,168,0,0,9,9,6,9,4,13,5,5,11,17,15,6,14,29,14,0,7,20,19,3,21,38,13,0,12,30,6,3,15,24,0,0,5,6,75,30,102,204,0,0,19,19,5,14,12,27,3,13,13,36,19,7,20,46,21,3,16,41,40,5,29,74,33,0,28,64,18,5,20,42,3,0,5,12,140,55,169,363
UCL521008,0,0,6,6,0,4,7,8,3,3,6,14,8,3,9,20,8,3,13,28,12,6,17,31,12,6,10,32,15,0,0,17,7,0,4,6,65,25,75,161,0,0,13,13,0,3,9,9,7,5,3,21,7,8,0,16,16,0,16,32,12,4,5,22,16,0,5,27,4,0,14,24,6,0,4,6,66,24,77,167,0,0,14,14,0,6,15,18,12,8,9,35,18,11,13,36,22,8,28,55,23,8,22,54,28,3,27,61,25,5,21,43,4,0,6,13,134,45,150,335
UCL521009,0,0,15,15,0,0,9,12,9,3,10,16,13,4,4,20,12,6,14,23,16,0,11,29,28,0,13,42,12,0,8,17,6,0,3,5,93,13,78,181,0,0,7,7,0,0,4,8,9,6,3,23,14,5,3,22,13,0,7,23,19,0,8,22,22,0,11,40,10,0,9,24,0,0,3,10,90,18,71,175,0,0,21,21,0,3,11,18,19,11,19,43,32,10,11,43,23,3,19,42,32,0,18,55,51,3,26,80,24,0,22,45,3,0,11,11,181,23,152,352
UCL521010,0,0,26,26,0,3,14,23,13,16,12,38,9,4,14,28,19,7,21,46,22,4,8,36,29,0,12,43,17,0,7,27,4,0,0,5,123,38,112,269,0,0,17,19,0,5,12,20,16,16,17,43,17,9,15,32,27,10,20,54,32,0,17,51,29,4,23,45,16,0,9,24,0,0,6,6,125,43,126,300,0,6,44,47,0,12,25,38,25,28,24,83,25,9,28,61,51,18,34,100,54,8,24,84,55,5,32,89,35,0,19,50,4,0,7,10,245,77,243,571
UCL521011,0,0,13,13,0,0,13,15,12,12,10,25,33,6,0,40,20,3,9,37,23,0,6,25,12,0,4,17,3,0,0,11,0,0,0,0,111,26,50,186,0,0,17,17,0,4,10,13,14,12,5,33,36,9,6,53,30,9,3,38,22,5,7,35,8,0,5,13,4,0,0,9,0,0,0,0,117,39,57,210,0,0,30,30,0,3,21,22,31,22,13,63,74,20,6,100,49,13,14,75,41,5,14,58,24,0,8,30,8,0,0,14,0,0,0,0,226,58,110,391
UCL521012,0,0,15,15,0,0,4,4,8,7,8,21,8,5,9,26,13,3,13,36,18,8,12,42,24,0,8,39,7,4,8,19,0,0,0,7,84,36,85,207,0,0,15,15,0,5,0,5,10,6,8,28,13,5,4,21,18,8,10,38,32,7,14,46,19,3,20,45,4,0,0,10,0,0,0,5,96,41,69,208,0,0,27,27,0,5,4,7,16,17,13,53,27,10,15,46,35,15,22,73,46,18,27,91,49,11,27,86,9,5,8,23,0,0,5,9,184,73,159,413
UCL521013,0,0,44,44,0,0,14,20,14,17,15,46,16,0,10,31,35,10,18,61,44,3,14,67,25,0,13,37,7,0,6,17,0,0,0,4,153,32,133,317,0,0,28,28,0,4,6,10,22,15,15,45,27,11,12,48,45,6,22,72,30,6,19,53,29,0,11,44,3,0,7,12,0,0,4,4,156,40,136,332,0,0,73,73,0,7,23,34,33,35,27,93,44,12,31,85,79,12,39,129,76,14,35,122,56,3,27,82,13,0,13,22,0,0,6,4,305,74,270,651
UCL521014,0,0,10,10,0,0,11,13,4,6,14,25,10,0,5,21,16,10,22,52,27,13,28,68,30,7,24,57,6,5,13,17,0,0,3,4,100,32,135,268,0,0,11,17,0,0,3,8,11,9,9,25,17,5,15,33,23,14,15,49,26,9,10,47,20,0,9,36,5,0,9,7,0,0,0,0,104,35,86,218,0,0,21,27,0,4,16,24,17,13,21,51,19,9,22,53,44,18,37,98,58,16,41,115,47,7,39,95,5,5,20,27,0,0,3,4,200,67,216,484
UCL521015,0,4,8,12,0,5,11,13,9,8,9,26,16,7,6,20,11,5,14,24,18,0,15,35,27,3,16,45,19,0,4,25,9,0,3,12,106,29,83,221,0,4,6,3,0,8,4,8,17,9,6,29,14,3,11,27,12,3,8,26,15,0,16,34,27,0,15,39,15,0,14,34,5,0,5,9,104,31,77,218,0,5,9,20,0,12,11,25,22,19,12,56,25,10,13,48,26,4,20,53,37,6,25,67,50,4,31,89,32,0,18,53,14,0,7,21,214,58,160,434
UCL521016,0,0,17,17,4,3,16,17,17,10,21,49,17,5,10,28,19,0,14,31,20,0,13,35,19,0,12,32,11,0,9,21,0,0,3,9,115,16,112,237,0,0,22,22,9,3,9,18,19,11,12,41,19,0,5,30,25,5,10,37,22,5,5,26,22,0,5,29,5,0,4,11,0,0,7,6,122,19,88,225,0,0,39,39,6,8,21,32,43,16,34,91,33,6,15,56,42,5,21,68,40,5,20,67,39,0,24,61,19,0,17,37,3,0,13,13,232,39,192,458
UCL521017,0,0,19,19,6,6,6,20,21,7,16,43,27,0,17,53,16,4,16,33,17,4,14,35,21,3,4,21,8,0,6,11,0,0,0,0,117,24,91,237,0,0,6,6,8,3,11,22,22,7,6,40,29,8,4,42,20,5,7,29,16,0,10,25,15,0,3,25,10,0,7,13,0,0,3,7,126,20,60,208,0,0,23,23,10,8,22,37,43,19,17,86,63,10,22,90,32,7,21,62,41,3,21,60,33,3,11,44,16,0,9,27,3,0,3,10,245,49,153,447
UCL521018,0,0,20,20,0,0,10,13,16,4,14,34,13,10,5,27,21,8,7,32,14,0,8,23,18,6,3,26,13,0,4,14,4,0,0,9,98,25,74,197,0,0,17,17,5,4,9,12,19,4,5,27,15,10,7,30,19,0,8,32,20,0,12,29,8,0,6,22,10,0,12,23,0,0,3,4,102,25,78,202,0,0,33,33,3,10,14,26,35,11,20,63,29,14,10,63,41,6,20,65,34,0,15,56,31,3,12,48,21,0,12,32,8,0,3,11,202,51,145,398
UCL521019,0,0,5,5,0,0,11,6,3,8,5,15,16,4,11,37,7,7,14,26,20,8,15,47,33,4,22,59,14,0,13,21,0,0,0,0,94,46,92,227,0,0,6,10,0,3,11,14,6,13,15,31,12,14,5,32,9,8,19,34,27,7,23,53,26,3,15,48,4,0,10,20,0,0,0,3,88,50,101,241,0,0,13,10,0,0,19,18,7,26,17,51,29,18,18,67,20,14,30,60,44,18,35,102,58,10,37,103,23,4,20,43,0,0,4,8,183,96,191,467
UCL521020,0,0,24,24,0,0,12,10,0,10,5,18,14,5,5,22,28,6,17,53,33,4,20,54,36,7,15,65,24,5,3,25,4,0,0,4,141,40,103,283,0,0,12,12,0,6,11,11,7,11,16,31,21,7,5,33,34,4,9,48,44,0,5,47,40,8,11,62,10,0,5,15,0,0,0,0,160,37,78,269,0,0,39,39,0,6,18,24,7,21,22,45,36,12,9,53,61,14,23,100,77,4,21,109,80,17,29,126,36,5,7,44,0,0,0,3,296,74,178,549
UCL521021,0,0,16,18,0,4,9,16,3,11,14,24,30,5,14,49,21,10,15,43,35,3,11,47,28,0,11,43,33,0,3,37,4,0,0,5,158,34,84,271,0,0,21,22,0,3,9,13,11,15,16,43,42,11,13,63,22,6,12,46,35,4,11,51,36,0,10,49,15,0,7,21,3,0,7,5,167,39,108,318,0,4,42,44,0,8,14,28,17,28,26,66,72,13,25,109,46,10,30,82,68,7,21,98,72,0,27,98,44,3,12,60,4,0,9,15,325,72,193,590
UCL521022,0,0,18,18,0,0,8,8,8,14,14,28,5,14,9,32,37,5,10,50,23,8,13,41,17,7,13,27,0,0,0,0,0,0,0,0,86,40,80,211,0,0,17,17,0,6,5,6,4,19,8,34,22,14,8,44,32,10,10,57,23,10,23,49,12,0,9,21,0,0,3,3,0,0,6,6,100,50,85,230,0,0,37,37,0,6,13,10,13,27,19,59,27,23,17,75,68,17,17,107,48,11,31,92,29,3,20,50,0,0,0,6,0,0,6,6,188,88,160,443
UCL521023,0,0,13,13,4,0,8,9,11,4,7,31,18,7,5,32,22,0,11,25,20,5,16,39,21,0,14,38,7,0,4,10,0,0,0,3,98,21,80,197,0,0,13,13,4,0,4,5,22,9,10,41,27,3,6,40,14,4,3,24,20,5,9,27,19,0,11,24,4,0,0,10,0,0,0,0,103,20,58,183,0,0,23,23,10,4,10,17,30,16,17,70,47,9,14,73,33,8,7,49,30,9,29,65,38,4,21,58,11,0,3,16,0,0,0,3,206,41,135,380
UCL521024,0,3,56,59,0,7,36,43,27,17,51,92,20,24,43,79,18,13,33,63,10,7,29,45,12,3,16,32,6,3,3,14,0,0,0,0,89,80,265,428,0,3,54,61,6,7,37,50,26,25,70,123,28,24,69,115,10,17,58,85,10,4,48,62,13,5,24,41,0,0,4,9,0,0,0,0,94,82,364,540,0,5,112,122,9,12,70,91,49,42,122,219,45,41,111,195,28,32,86,145,22,15,72,106,21,5,45,71,9,3,15,21,0,0,0,0,180,160,632,968
UCL521025,0,0,3,3,0,0,6,7,17,18,13,44,18,10,8,37,24,5,24,50,13,9,24,49,18,4,9,34,11,0,5,15,4,0,5,9,106,50,93,251,0,0,5,8,0,7,10,16,17,22,12,53,21,7,12,41,13,12,17,39,20,6,14,35,20,5,10,34,8,0,18,33,4,0,5,9,107,57,103,264,0,0,8,11,0,3,20,23,35,42,25,104,46,19,18,78,34,13,37,87,36,12,36,86,34,11,23,63,21,4,23,47,7,0,6,15,214,103,199,518
UCL521026,0,0,17,17,0,6,10,14,13,4,7,23,27,9,4,33,43,9,12,64,25,10,10,50,22,5,6,32,11,0,5,17,3,0,0,3,137,41,76,257,0,0,25,25,0,6,14,20,16,8,4,35,35,11,11,55,49,12,15,81,34,6,16,49,9,0,6,21,11,5,9,24,0,0,0,0,155,41,106,305,0,0,42,42,0,10,23,38,30,14,18,63,60,14,15,91,91,20,30,145,55,14,21,97,31,5,17,53,16,3,19,36,3,0,0,3,293,76,185,556
UCL521027,0,3,17,15,0,8,3,12,11,15,11,39,12,12,12,31,17,7,9,35,22,0,14,38,12,0,11,23,3,0,0,5,0,0,0,0,69,40,90,199,0,5,18,19,0,9,9,18,13,15,8,34,14,9,10,32,19,3,6,36,14,5,8,22,9,0,12,15,0,0,6,9,0,0,0,0,73,41,71,179,0,4,31,36,0,13,15,34,24,28,21,73,24,16,21,64,35,13,25,72,34,9,19,59,19,0,22,34,5,0,10,6,0,0,0,0,138,86,161,381
UCL521028,0,0,18,18,0,3,8,7,8,11,22,33,12,8,17,35,10,3,20,35,23,17,19,63,27,4,20,50,11,4,9,25,3,0,4,5,99,44,128,269,0,0,22,22,0,4,6,6,11,10,8,31,15,8,12,37,15,14,24,43,24,14,13,54,29,0,17,44,11,0,25,33,0,0,11,16,103,44,134,279,0,0,38,38,0,3,9,18,16,19,25,62,24,14,34,70,23,17,37,78,51,22,31,109,55,7,36,98,24,4,32,58,3,0,17,24,205,91,253,551
UCL521029,0,0,12,13,0,0,17,15,15,12,22,44,24,3,25,53,16,10,13,44,27,13,32,72,26,5,13,45,13,0,5,22,8,0,3,8,129,43,133,311,0,0,15,12,0,3,6,13,8,13,9,34,26,7,8,40,15,15,21,43,35,10,15,57,22,0,17,49,12,0,26,39,0,0,15,17,128,47,135,313,0,0,19,24,0,7,27,30,22,24,30,77,42,14,32,90,34,22,31,85,59,27,46,128,50,4,32,89,33,0,29,60,9,0,16,29,257,90,268,615
UCL521030,0,0,9,9,0,0,10,10,5,13,19,30,6,7,5,23,18,8,14,36,23,3,19,49,27,5,22,53,21,0,14,33,4,0,6,9,103,33,113,247,0,0,4,4,0,4,4,9,5,16,32,55,10,6,7,25,15,4,4,26,25,10,17,49,28,0,15,46,14,3,14,33,4,0,9,12,103,38,109,250,0,0,14,14,0,7,11,19,14,21,50,85,14,17,17,48,35,9,17,61,43,15,37,96,54,5,41,98,33,3,28,64,4,0,12,17,202,70,218,494
UCL521031,0,0,7,7,0,4,3,8,5,3,9,22,4,3,6,13,9,10,9,28,12,3,19,32,13,0,8,23,4,0,3,9,0,0,0,3,54,26,64,143,0,0,10,10,0,6,4,7,13,10,9,33,7,5,15,28,10,5,10,24,13,4,13,29,13,0,10,18,6,0,8,9,0,0,0,0,56,27,78,161,0,0,17,17,0,7,10,15,17,10,28,55,16,7,21,42,19,13,19,54,23,10,25,65,23,0,15,38,6,0,6,13,0,0,0,5,107,50,143,299
UCL521032,0,0,18,18,0,4,6,15,4,18,17,44,8,4,13,21,11,3,20,30,14,9,21,39,6,3,18,26,4,3,5,11,0,0,0,0,42,52,111,199,0,0,18,16,0,9,21,28,10,22,21,48,3,12,14,28,11,5,14,26,5,9,23,33,3,3,0,7,0,0,3,6,0,0,0,0,38,53,116,206,0,0,32,35,4,12,30,40,16,39,36,91,8,16,27,49,21,9,29,60,20,16,42,77,8,8,19,32,3,0,11,14,0,0,0,0,75,106,219,403
UCL521033,0,0,0,0,0,0,0,0,0,0,5,10,4,0,0,8,8,3,10,19,7,8,10,19,4,3,10,20,3,0,6,7,0,0,0,0,26,18,42,95,0,0,0,3,0,0,0,0,0,4,6,8,13,7,11,29,3,6,6,16,12,5,14,27,0,0,12,16,3,0,0,6,0,0,0,0,31,18,49,102,0,0,7,3,0,0,0,0,0,4,14,15,14,9,14,36,10,10,17,36,15,13,23,51,11,3,19,34,5,0,6,14,0,0,3,7,61,37,95,199
UCL521034,0,0,23,24,0,3,21,22,7,4,15,24,25,6,9,36,35,3,15,52,40,11,11,63,25,4,10,39,9,0,3,12,3,0,3,10,147,32,108,293,0,0,23,18,0,3,7,10,12,10,14,34,31,4,5,36,37,3,16,62,41,3,12,55,27,0,10,41,6,0,15,21,0,0,5,5,155,33,102,290,0,0,42,41,0,5,32,37,19,15,25,63,56,8,18,77,74,7,33,112,78,16,26,120,52,6,19,78,16,0,17,38,3,0,4,11,302,68,213,577
UCL521035,0,0,11,11,0,0,4,4,3,9,6,16,9,8,8,21,12,3,11,26,16,7,19,42,28,8,11,47,19,0,4,25,3,0,0,3,82,29,76,190,0,0,17,17,0,0,0,0,5,3,0,10,6,8,7,23,14,3,12,26,18,8,23,48,21,3,17,36,13,4,11,32,6,0,5,6,83,27,96,210,0,0,29,29,0,0,3,3,7,6,7,27,21,11,17,47,24,12,22,58,36,12,43,87,45,10,30,80,33,4,18,51,4,0,4,14,170,55,171,399
