UCL_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
UCL515007,0,0,0,0,0,11,0,3,0,24,16,0,4,0,0,5,5,56,0,89,5,0,3,4,8,28,8,5,3,66,0,0,0,0,0,0,0,0,0,5,9,0,11,8,15,25,10,30,3,98,0,0,0,0,7,0,0,0,0,9,0,4,4,5,0,3,0,3,0,17,0,4,9,4,12,8,3,4,0,34,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,5,5,13,0,6,0,16,0,0,5,3,4,3,0,0,0,18,0,3,0,0,12,3,8,5,0,27,0,8,8,0,0,0,4,4,0,21,0,5,7,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,9,0,4,0,14,0,0,0,0,0,0,0,3,0,24
UCL515008,0,0,0,0,0,0,0,0,0,3,23,3,3,0,4,33,31,64,5,170,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,3,0,8,4,0,0,0,8,11,6,20,0,48,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,4,0,6,0,7,0,7,4,0,4,3,0,6,0,27,9,3,3,5,4,9,0,27,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,9,0,0,0,0,0,0,0,6,0,5,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,4,0,4,0,13
UCL515009,0,3,4,0,4,7,0,0,0,15,3,0,3,0,5,0,0,20,0,33,0,3,3,0,5,9,0,13,0,41,0,0,0,0,3,0,0,0,0,4,6,14,10,10,9,15,7,19,4,86,0,0,0,0,0,4,0,4,0,12,0,13,7,0,9,13,0,6,0,51,0,15,0,0,4,4,4,10,0,40,0,3,6,0,3,3,0,3,0,25,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,8,0,3,0,0,0,0,0,0,0,5,0,7,9,5,0,8,0,9,0,30,0,3,3,3,0,0,6,0,0,17,6,3,0,0,8,11,3,5,0,34,0,5,0,8,6,13,4,4,0,46,3,5,6,3,4,9,4,5,0,31,0,0,3,0,0,0,0,0,0,9,0,5,4,0,0,4,0,4,0,17,0,0,0,0,6,0,0,3,3,21
UCL515010,0,0,0,0,0,0,0,3,0,8,3,0,0,0,3,0,0,13,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,3,0,6,8,5,8,3,19,15,6,15,0,67,0,0,0,0,0,0,0,0,0,3,0,9,3,0,4,8,0,0,0,29,0,3,4,0,3,10,0,8,0,26,0,3,0,5,5,5,14,14,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,17,8,0,0,0,13,45,9,21,0,88,0,0,3,3,13,5,7,6,0,41,0,3,5,6,28,13,3,9,0,71,0,0,0,0,3,6,0,3,0,18,3,0,0,5,0,9,0,8,0,32,0,0,4,0,0,3,0,5,4,21
UCL515011,0,8,5,4,8,8,5,20,0,63,10,0,3,0,3,14,17,52,3,101,0,3,4,3,10,12,8,9,0,41,5,3,0,0,0,3,0,0,0,15,4,3,8,6,9,13,16,31,4,94,4,5,0,0,0,4,0,0,0,11,0,14,0,6,10,11,3,3,0,41,0,3,0,0,5,7,0,5,0,16,0,0,3,0,9,3,4,24,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,7,0,3,0,0,5,8,0,0,0,24,0,0,3,0,9,9,4,0,0,33,0,0,0,4,0,0,0,0,0,14,0,3,0,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,5,0,0,20,3,0,0,3,4,8,6,3,7,36
UCL515012,0,0,0,0,0,8,0,8,0,18,10,4,0,0,6,7,13,63,0,107,0,0,0,0,0,7,3,3,0,11,0,0,0,0,0,4,0,0,0,3,0,3,0,6,8,30,10,42,0,100,0,0,0,0,0,3,0,11,0,16,0,12,0,3,9,12,0,8,0,41,0,6,4,0,7,4,0,0,0,23,3,0,4,0,3,11,0,13,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,6,0,7,0,21,0,0,0,0,3,0,0,0,0,9,4,0,0,0,13,34,10,12,0,77,0,4,0,0,8,6,4,5,0,26,0,3,0,0,9,6,4,0,0,21,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,4,6,0,24,0,4,0,0,0,3,0,5,0,22
UCL515013,5,0,0,0,3,6,4,6,0,26,9,0,0,0,0,0,3,38,0,53,4,0,0,6,4,5,0,5,0,23,3,0,0,0,0,6,0,0,0,16,10,3,3,3,22,45,11,29,4,129,0,0,0,0,0,0,0,3,0,11,4,21,4,3,3,14,3,3,0,64,0,8,9,12,14,10,5,19,0,66,4,7,9,8,11,17,5,28,0,82,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,4,0,11,7,4,0,0,18,50,9,14,0,108,0,3,0,5,3,8,0,11,0,28,4,0,3,0,16,30,5,7,0,75,0,4,0,0,3,6,0,5,0,25,0,0,0,0,4,8,0,0,0,10,4,0,0,0,0,0,0,5,5,10,0,4,0,0,3,8,0,6,0,30,3,5,3,6,0,5,0,17,8,53
UCL515014,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,8,0,0,0,0,0,6,4,4,0,11,0,3,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,4,12,3,0,0,22,0,6,5,0,22,10,4,3,0,45,0,0,0,0,12,10,0,4,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
UCL515015,3,10,4,0,9,8,5,23,0,55,3,0,0,0,11,4,5,23,3,54,4,23,4,9,83,61,30,47,0,260,0,0,0,0,0,3,0,0,0,6,0,0,4,0,5,15,13,27,3,76,0,0,0,0,3,5,0,5,0,13,0,9,0,0,0,9,0,7,0,29,0,6,0,0,0,5,0,0,0,12,0,3,0,0,0,5,5,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,0,8,0,5,0,0,4,0,0,0,0,13,4,4,4,0,12,15,3,0,0,40,0,0,5,0,5,9,0,0,0,16,0,0,0,0,4,0,0,0,0,8,0,4,0,0,0,3,0,0,0,3,0,0,3,0,0,6,0,3,3,23,0,3,0,0,5,4,3,5,7,35
UCL515016,0,0,7,3,4,0,0,4,0,19,3,4,0,0,0,0,10,42,3,61,0,0,3,0,3,6,4,5,0,23,0,0,0,0,0,4,0,4,0,11,0,9,3,0,8,8,6,30,0,64,0,0,0,5,0,0,0,0,0,3,0,7,0,3,3,3,0,7,0,25,0,3,7,0,0,8,4,3,0,22,0,0,0,0,0,0,5,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,7,0,0,4,0,11,13,3,0,0,35,0,0,0,0,0,4,0,0,0,12,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,10,3,0,0,0,8,0,0,0,18
UCL515017,4,3,4,3,5,4,0,6,5,37,10,0,0,0,0,4,3,19,0,38,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,12,0,18,0,55,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,16,0,4,3,3,3,9,4,9,0,53,0,0,0,3,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,5,0,3,0,14,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,8,0,4,3,0,0,0,0,0,7,21
UCL515018,0,0,0,0,0,0,0,0,0,0,21,6,8,8,14,20,38,152,10,267,0,0,0,0,0,3,5,6,0,23,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,7,9,0,18,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,3,14
UCL515019,4,17,9,4,9,45,3,16,6,103,4,0,0,0,0,0,0,9,0,15,12,6,13,10,85,40,3,20,11,202,0,4,0,0,6,6,4,0,0,23,0,5,4,0,9,19,4,20,0,63,0,4,0,0,3,25,12,13,0,55,3,8,11,3,12,20,7,6,0,64,0,8,8,0,3,0,3,6,0,28,3,0,3,0,9,11,0,10,3,37,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,3,5,0,15,0,0,3,3,8,0,7,0,0,22,0,7,0,0,13,17,7,6,0,49,0,4,0,3,3,8,0,4,0,28,0,8,0,4,14,10,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,8,0,3,6,16,0,15,0,51,4,9,5,7,8,8,0,10,10,49
UCL515020,3,3,0,7,10,18,6,42,0,95,3,3,0,0,0,0,4,21,0,30,0,0,0,0,0,0,0,3,0,9,0,0,0,0,10,7,3,9,0,33,3,4,3,5,19,32,14,47,6,130,0,0,0,0,0,3,0,0,0,14,0,6,0,3,3,13,7,13,5,55,3,4,9,0,13,13,4,8,0,54,0,8,3,0,16,15,6,20,0,78,0,0,0,0,4,0,0,0,0,8,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,5,0,6,0,0,4,0,7,7,5,0,0,18,0,3,5,0,9,11,0,10,0,36,14,4,6,3,27,38,9,27,0,134,4,7,4,0,26,14,5,6,0,65,0,0,0,4,33,32,5,13,0,90,0,0,0,0,0,3,0,0,0,7,0,6,0,0,7,13,9,16,0,51,0,11,0,0,19,11,4,10,13,73
UCL515021,0,3,0,0,0,3,0,4,0,20,3,0,0,0,0,0,3,7,0,21,3,3,0,3,0,10,0,3,0,31,3,0,0,0,8,0,0,0,0,15,0,5,0,14,12,21,10,12,0,76,0,0,0,0,0,0,3,6,0,15,3,11,0,3,5,6,0,3,0,32,0,12,0,3,4,0,0,0,0,27,0,0,0,0,4,5,0,5,0,17,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,5,0,11,4,6,6,0,0,3,0,0,0,15,13,0,0,0,6,13,5,5,0,44,0,0,0,4,3,10,0,4,0,28,3,0,6,3,10,3,4,4,0,23,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,8,0,3,0,18,0,0,0,0,3,9,0,0,0,16
UCL515022,12,8,5,12,35,36,18,67,5,183,7,0,5,0,0,0,5,22,0,39,0,6,0,0,32,15,12,15,0,86,0,3,0,0,0,8,0,0,0,18,5,3,5,0,19,39,17,27,6,117,0,4,0,0,6,12,3,4,0,30,4,10,9,8,10,28,9,10,0,95,0,7,7,3,6,4,0,9,0,34,4,0,6,9,9,7,8,27,0,79,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,4,4,3,4,3,0,22,3,3,0,3,28,35,10,0,0,85,0,6,0,6,4,7,6,8,0,36,0,6,3,3,7,7,0,4,0,33,0,5,0,0,0,3,0,0,0,7,3,3,0,3,11,12,3,11,0,50,0,3,5,0,12,14,3,9,10,62
UCL515023,0,7,0,0,4,14,6,19,0,54,4,5,0,0,0,0,4,18,0,35,0,0,0,0,3,0,0,8,0,22,5,4,0,0,10,4,7,9,0,39,0,0,0,0,7,11,4,13,0,40,0,3,0,0,3,21,9,21,0,61,0,15,9,6,9,6,0,6,0,47,0,0,3,0,0,6,0,6,0,14,0,7,4,5,4,15,0,24,3,73,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,4,0,3,0,0,0,4,0,12,5,0,0,0,19,14,3,6,0,47,0,0,5,4,3,5,5,7,0,23,0,3,6,0,5,5,0,4,0,23,0,0,0,0,0,0,0,0,0,6,5,4,5,0,7,9,0,15,0,37,0,0,0,0,5,9,5,5,4,26
UCL515024,0,6,0,5,3,9,13,13,0,49,4,0,0,0,0,0,5,8,0,20,0,0,0,0,0,0,0,5,0,9,0,0,0,0,3,3,0,0,0,12,3,0,0,0,4,11,0,17,0,43,0,0,0,0,0,16,7,10,0,33,4,7,0,0,0,3,0,12,0,29,0,10,0,0,0,0,0,0,0,9,3,4,0,0,0,3,0,15,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,0,3,3,3,0,0,5,12,0,4,0,30,0,0,4,0,4,4,4,0,0,16,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,10,0,7,4,30,0,0,0,0,0,3,0,3,0,14
UCL515025,0,14,3,6,11,21,5,4,0,73,3,0,0,0,0,0,0,5,0,14,0,3,6,3,10,24,4,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,13,9,0,43,0,5,0,0,0,0,3,0,0,9,0,4,5,0,10,9,0,3,0,32,0,0,0,0,0,0,0,7,0,15,3,0,3,0,0,3,0,13,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,6,4,0,0,11,14,4,4,0,30,0,0,0,0,0,8,0,0,0,13,0,0,5,0,0,4,0,4,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,4,0,20,0,0,0,0,0,0,0,0,6,22
UCL515026,0,0,3,0,0,9,0,3,0,15,6,0,0,0,0,11,5,45,0,69,3,0,0,4,14,18,4,16,0,62,0,0,0,0,0,0,6,7,0,12,3,8,10,7,14,41,12,38,0,137,0,0,0,0,3,4,0,8,0,25,0,5,0,0,3,6,0,6,0,25,0,6,0,0,0,0,0,3,0,13,3,0,5,0,8,14,3,20,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,4,0,0,0,9,5,0,0,0,5,6,0,8,0,27,0,0,0,0,0,7,0,0,0,20,0,4,0,0,10,10,5,4,0,36,0,0,0,0,0,5,0,0,0,13,0,4,0,0,0,7,0,3,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,6,5,3,0,38,0,0,0,3,6,9,0,15,9,42
UCL515027,7,8,5,9,10,27,9,33,5,95,9,0,0,0,0,0,0,21,0,21,0,3,13,6,8,12,4,8,0,67,0,0,0,0,0,8,4,9,0,27,10,0,0,5,9,40,4,23,3,102,0,0,0,0,0,9,0,16,0,28,6,17,4,5,11,22,6,8,0,72,0,0,3,3,3,5,4,0,0,25,0,5,6,4,4,13,3,13,0,51,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,7,3,7,0,18,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,4,0,5,0,3,4,0,0,4,0,16,0,3,0,0,14,26,9,7,0,61,0,4,0,8,10,8,3,8,0,45,0,3,6,3,13,13,3,8,0,58,0,3,0,0,4,0,0,3,0,12,0,5,0,0,8,22,7,9,0,58,0,4,0,0,0,14,10,3,7,39
UCL515028,0,0,0,0,0,0,0,3,0,3,67,11,17,4,37,66,96,344,8,653,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,3,0,25,0,33,3,0,0,0,5,18,9,65,0,98,5,3,0,0,3,0,5,33,0,57,3,11,0,3,12,9,3,14,0,59,0,7,5,5,11,4,3,0,0,31,0,0,3,0,8,4,0,29,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,20,0,33,0,0,0,0,0,0,9,11,0,23,6,0,0,0,8,4,0,11,0,30,8,0,0,0,5,11,7,9,0,47,0,0,5,0,6,7,3,6,0,26,0,0,0,0,7,5,0,3,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,12,3,17,0,50,0,3,0,3,6,6,3,20,7,47
UCL515029,0,0,0,0,0,0,0,0,0,0,40,6,0,0,8,13,22,206,13,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,4,17,0,26,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,5,0,4,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,3,0,0,0,0,8
UCL515030,0,5,6,6,0,8,0,4,0,24,16,9,3,0,19,5,12,58,3,130,0,8,4,7,54,27,15,30,6,143,0,4,0,0,6,0,3,6,0,21,4,3,5,3,14,22,12,45,5,117,0,3,0,0,0,0,4,4,0,14,6,8,6,6,9,8,4,0,5,41,0,10,3,4,3,0,0,3,0,30,0,0,0,3,0,3,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,3,0,3,5,0,16,0,6,0,0,3,0,0,8,0,18,3,4,6,0,15,13,0,5,0,41,0,0,3,0,0,5,0,0,0,17,0,3,0,0,9,5,0,0,0,21,0,4,0,0,0,5,0,0,0,14,0,4,0,0,3,4,8,11,0,32,0,8,4,0,0,7,4,4,3,25
UCL515031,3,6,4,6,3,13,3,23,0,68,12,9,0,0,5,9,10,50,3,97,0,0,3,3,6,10,4,7,0,34,0,0,0,0,0,5,0,5,0,13,5,0,8,9,13,14,9,27,3,88,0,0,0,0,4,7,0,4,0,16,0,12,3,0,6,3,0,7,3,33,0,6,0,4,0,8,3,8,4,35,8,10,3,0,0,6,5,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,10,0,0,0,0,0,4,0,0,0,13,3,4,0,0,0,0,0,0,0,7,0,0,0,0,7,6,3,0,0,19,0,0,0,0,4,0,3,4,0,12,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,8,5,7,4,12,8,45
UCL515032,0,0,3,0,0,5,0,4,0,11,14,0,0,0,7,4,6,42,0,78,4,0,5,0,7,9,3,12,0,38,0,0,0,0,0,5,4,4,0,9,3,0,0,4,10,26,9,33,4,87,0,0,0,0,0,0,0,4,0,8,0,3,0,5,0,8,0,0,0,25,0,3,0,0,0,0,0,3,0,6,0,3,0,0,0,5,3,10,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,4,5,0,0,16,0,0,4,0,3,0,0,0,0,11,0,0,0,0,4,13,0,5,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,5,0,7,0,15,0,0,0,0,4,7,0,9,4,34
UCL515033,0,0,0,0,0,0,0,0,0,3,69,20,17,3,21,65,55,297,5,550,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,28,0,35,0,0,0,0,3,3,3,16,0,26,0,8,4,0,0,0,3,8,0,26,0,0,0,0,9,7,0,4,0,23,0,3,0,0,0,5,0,16,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,18,6,10,0,34,0,0,0,5,0,8,0,5,0,20,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,3,0,16,0,3,0,0,0,8,0,10,7,21
UCL515034,3,3,8,3,6,6,5,4,0,34,17,0,10,0,3,4,5,98,0,145,0,3,0,0,5,9,0,3,0,26,0,0,0,0,3,0,0,0,0,14,7,10,6,10,16,51,12,29,4,144,0,0,0,0,4,4,3,0,0,15,0,7,3,4,6,7,3,10,0,40,4,3,0,0,4,0,0,5,0,15,0,0,0,0,9,3,4,9,0,29,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,3,6,0,4,0,23,0,8,6,5,5,3,0,0,0,24,0,5,0,0,8,12,0,0,0,22,0,0,0,4,8,5,0,5,0,27,0,0,0,0,6,4,0,0,0,24,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,3,0,9,0,17,0,0,3,0,0,3,0,10,6,27
