UCL_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
UCL515013,47,0,0,0,0,0,0,9,62,71,0,0,0,0,0,0,8,88,103,5,0,6,0,0,0,10,137,77,22,21,12,0,0,0,10,141,25,26,32,12,0,0,0,16,122,17,10,49,17,4,0,0,5,101,16,10,32,12,4,0,0,4,83,20,12,22,13,4,0,0,8,84,13,11,28,14,5,0,0,6,76,9,6,25,10,7,4,0,6,64,5,3,21,9,6,0,0,12,53,0,0,20,16,0,3,0,4,46,4,5,7,11,5,0,0,3,33,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,417,112,272,131,42,10,4,110,1101
UCL515014,16,0,0,0,0,0,0,5,23,21,12,3,0,0,0,0,6,48,20,11,5,8,0,0,0,8,55,21,9,13,8,8,0,0,12,60,14,5,6,8,3,8,0,7,47,6,0,4,4,8,4,0,5,27,4,7,4,6,6,4,0,0,28,15,0,7,0,9,0,8,4,42,12,4,4,0,5,5,4,7,41,7,0,7,3,6,0,0,6,32,3,0,4,3,0,5,0,0,21,0,0,0,0,3,0,0,0,7,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,54,48,51,41,22,17,52,431
UCL515015,56,0,0,0,0,0,0,9,67,33,10,0,0,0,0,0,7,52,43,24,16,3,0,0,0,4,92,28,23,23,11,0,0,0,4,96,7,18,15,16,3,0,0,4,68,12,12,25,21,12,0,0,0,76,13,13,25,16,5,9,0,8,81,6,7,28,24,6,6,0,7,83,7,10,35,24,6,7,0,4,91,5,9,20,24,9,5,0,8,79,6,3,31,26,11,0,0,9,93,0,4,26,35,5,0,0,16,91,3,5,18,25,11,6,0,4,78,4,0,14,21,11,7,5,6,66,0,8,6,10,17,10,11,9,75,236,139,281,245,93,48,30,93,1172
UCL515016,20,0,0,0,0,0,0,3,24,17,0,0,0,0,0,0,4,24,29,4,9,5,0,0,0,0,42,17,8,11,4,0,0,0,6,42,7,6,14,11,0,0,0,0,46,8,4,16,4,3,0,0,13,48,10,5,8,6,8,0,0,4,46,11,5,12,11,3,0,0,4,42,12,8,25,10,4,5,0,4,64,4,7,38,15,9,0,0,7,81,10,5,31,20,18,0,0,13,92,0,0,20,20,3,0,0,4,53,0,0,11,9,3,0,0,6,37,0,4,7,3,4,0,0,0,27,0,0,8,4,3,0,3,3,23,128,55,202,129,69,15,3,85,689
UCL515017,12,0,0,0,0,0,0,9,15,16,3,0,0,0,0,0,4,26,9,0,5,0,0,0,0,3,22,15,8,13,4,0,0,0,3,40,5,0,7,10,0,0,0,5,30,8,4,8,5,6,0,0,5,35,3,7,11,3,0,0,0,4,34,0,5,21,6,0,0,0,3,40,6,7,16,18,0,0,3,5,55,9,5,19,21,10,0,0,7,63,4,3,15,9,8,0,0,9,52,0,0,16,14,5,0,4,10,56,3,0,9,7,4,0,0,4,31,0,0,6,8,0,0,0,5,15,0,0,0,4,0,0,0,4,11,101,47,142,98,32,7,9,85,521
UCL515018,33,0,0,0,0,0,0,20,52,31,9,6,0,0,0,0,18,68,18,12,8,5,0,0,0,13,57,9,7,13,5,3,0,0,3,42,11,10,18,11,3,6,0,18,75,9,5,12,14,4,3,4,10,63,3,12,13,13,11,0,0,11,58,4,8,10,18,9,0,0,6,55,4,3,13,12,11,5,4,6,55,0,3,16,17,9,0,0,7,49,0,4,7,4,9,3,0,10,36,0,0,3,4,4,0,0,5,20,0,0,3,4,3,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,127,72,127,100,57,14,13,123,636
UCL515019,84,5,0,0,0,0,0,21,116,65,17,11,0,0,0,0,11,110,51,10,23,11,4,0,0,10,112,31,16,24,17,7,0,0,18,124,11,9,32,11,10,0,4,12,96,14,18,22,18,9,0,6,13,105,8,16,19,19,10,3,6,17,104,12,13,25,27,7,7,4,4,99,6,9,32,26,16,9,5,10,114,8,12,36,18,17,0,4,10,96,8,3,40,23,19,4,3,11,110,7,0,18,21,12,7,3,10,79,3,0,8,19,9,3,5,5,54,3,0,9,12,11,0,11,4,54,4,0,8,9,9,4,4,8,59,322,140,323,239,143,39,54,171,1429
UCL515020,73,6,3,0,0,0,0,36,116,95,17,8,6,0,0,0,31,156,127,26,21,9,0,0,0,38,229,103,49,29,23,10,4,3,55,270,43,24,45,27,16,5,8,34,201,22,19,38,22,13,0,5,28,160,17,25,33,32,16,12,6,30,165,14,15,36,25,9,10,10,29,151,22,16,31,15,10,3,9,18,126,13,11,31,27,9,4,6,10,115,3,3,11,5,6,3,8,17,56,3,7,4,4,4,0,0,9,41,5,0,3,0,8,0,6,4,21,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,12,12,546,220,297,184,106,49,60,368,1820
UCL515021,36,0,0,0,0,0,0,4,32,25,0,0,0,0,0,0,3,25,13,6,0,0,0,0,0,0,28,10,8,13,5,0,0,0,0,37,3,5,14,11,3,0,0,5,43,3,3,18,14,3,0,0,0,49,0,4,24,9,0,0,0,0,46,6,7,25,11,8,0,4,3,66,10,5,29,12,3,0,0,6,69,14,6,29,26,5,0,0,0,76,9,7,20,13,4,4,9,3,62,6,3,28,16,9,0,0,0,57,3,3,18,14,0,0,0,4,47,0,0,11,7,5,0,0,3,24,5,0,3,9,0,0,0,0,15,147,63,231,145,37,10,15,31,670
UCL515022,102,4,0,0,0,0,0,23,123,79,13,5,0,0,0,0,10,107,57,24,17,14,4,0,0,0,113,41,14,35,18,5,3,0,7,120,20,16,39,23,13,3,0,11,125,17,20,28,28,11,5,0,5,110,18,9,45,21,12,3,4,8,118,8,16,43,36,12,5,4,7,127,8,21,50,44,16,3,3,13,156,12,13,54,21,17,8,4,6,127,14,14,45,29,17,11,3,9,141,8,6,35,27,21,8,0,11,110,3,0,20,25,6,5,3,3,79,4,4,14,21,11,9,5,7,72,0,3,15,19,14,8,6,6,70,388,181,438,329,146,63,37,116,1705
UCL515023,58,0,0,0,0,0,0,14,73,48,10,5,0,0,0,0,6,64,35,18,14,3,0,0,0,11,88,23,3,16,10,0,0,0,9,65,9,10,20,20,5,0,4,10,75,8,6,14,17,11,6,0,3,63,8,3,15,16,8,7,3,6,56,11,8,18,13,6,0,3,15,74,4,9,22,20,6,3,0,8,81,3,5,28,18,9,4,4,7,86,10,5,26,13,3,3,0,6,67,0,0,12,14,15,0,0,8,55,0,3,5,10,5,3,0,7,25,0,0,5,12,9,5,0,6,35,3,8,0,16,3,3,7,5,38,214,89,201,172,86,27,24,125,944
UCL515024,30,0,0,0,0,0,0,6,35,26,6,4,4,0,0,0,3,42,22,11,6,4,0,0,0,4,45,14,12,16,7,0,0,0,3,53,3,9,13,0,0,0,0,5,39,11,3,15,5,3,0,0,5,50,3,5,13,0,6,0,3,11,41,4,7,14,16,0,0,0,3,49,3,3,20,11,7,4,0,8,49,0,9,14,15,10,0,0,4,50,7,0,12,14,6,0,4,10,57,0,4,15,4,0,0,0,10,47,0,0,7,12,7,0,0,5,39,0,0,0,0,5,0,0,4,19,5,0,5,6,4,5,0,10,30,132,67,160,105,57,18,11,96,643
UCL515025,55,0,0,0,0,0,0,12,70,24,6,3,0,0,0,0,5,35,15,14,11,5,0,0,0,9,57,5,8,11,5,0,4,0,9,43,5,5,9,9,3,0,0,7,45,4,6,19,12,7,6,0,3,53,4,12,16,11,3,4,3,3,60,7,11,11,17,9,0,4,14,67,12,10,20,10,5,0,4,16,74,8,3,28,22,9,0,0,5,76,3,5,18,12,4,3,0,11,55,8,9,19,22,3,0,0,9,66,0,3,11,9,4,4,4,6,32,0,0,10,8,0,3,0,13,41,0,0,4,3,12,0,3,19,50,162,87,192,155,60,23,22,123,820
UCL515026,69,0,0,0,0,0,0,9,76,47,14,9,0,0,0,0,6,79,41,32,15,12,4,0,0,5,111,29,15,33,14,4,3,0,7,110,15,10,15,20,7,3,0,0,66,4,6,21,13,15,4,3,5,68,8,5,27,22,0,0,0,4,71,3,13,31,20,3,0,0,3,75,7,4,21,15,4,0,0,0,59,3,6,19,16,4,3,0,10,62,8,3,11,3,6,4,0,0,39,0,0,13,12,6,0,0,4,31,0,0,0,4,0,0,0,3,20,0,0,3,3,7,0,6,0,10,0,0,0,4,4,3,0,0,10,238,116,211,159,66,15,13,58,877
UCL515027,89,0,0,0,0,0,0,16,106,81,5,5,0,0,0,0,17,113,58,22,16,3,7,0,0,17,124,23,15,24,9,6,0,0,16,98,14,17,39,14,5,4,0,13,111,16,19,38,16,3,8,4,17,113,16,5,31,28,11,0,3,15,107,13,10,40,30,8,4,0,12,116,18,11,27,28,12,4,0,7,110,9,13,43,43,15,9,3,17,144,11,5,26,36,17,5,0,8,113,0,3,36,30,13,0,5,15,104,0,4,18,20,12,3,0,9,69,7,4,19,15,17,0,0,6,62,0,0,16,21,17,11,12,11,96,364,130,392,294,139,42,31,199,1585
UCL515028,78,4,0,0,0,0,0,18,98,83,6,13,0,0,0,0,15,122,118,31,28,11,0,0,0,29,218,57,41,55,26,6,6,0,36,233,42,27,66,41,14,9,0,23,220,20,13,55,24,18,3,6,22,158,13,17,31,25,9,0,0,17,112,5,22,35,24,8,0,4,16,119,14,8,23,14,8,5,0,10,77,7,7,9,20,15,3,0,3,60,0,4,6,3,6,0,0,3,24,0,0,4,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,447,184,322,197,87,34,15,192,1465
UCL515029,19,0,0,0,0,0,0,6,24,19,0,0,0,0,0,0,4,25,21,4,7,5,3,0,0,11,48,16,14,7,11,0,0,0,8,55,15,9,18,12,0,3,0,13,70,7,8,10,13,0,0,0,11,47,5,4,13,5,0,4,0,9,41,0,0,9,5,4,0,0,5,30,4,4,13,8,0,3,0,7,41,0,0,4,4,0,0,0,0,12,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,51,83,59,19,10,5,78,409
UCL515030,133,0,0,0,0,0,0,17,151,68,5,3,0,0,0,0,10,87,40,15,14,12,0,0,0,6,84,18,11,28,13,3,0,0,13,95,13,17,33,27,12,3,0,13,107,11,15,38,31,13,4,7,11,125,9,8,44,14,10,5,0,14,106,14,15,40,32,16,12,0,6,137,13,11,36,43,13,0,0,6,127,6,9,46,37,16,4,0,7,128,10,12,42,30,13,12,3,13,128,11,7,58,33,16,7,6,13,157,4,3,28,22,12,8,0,8,91,0,0,12,19,14,7,0,20,80,0,3,6,9,8,4,7,30,66,346,143,437,317,151,58,31,178,1663
UCL515031,43,0,0,0,0,0,0,12,51,31,3,0,3,0,0,0,7,45,22,11,3,0,0,0,0,5,48,7,15,20,4,0,0,0,8,57,9,12,17,22,9,0,0,8,78,8,4,31,16,0,0,0,3,70,10,7,31,16,0,0,0,5,78,10,14,39,16,7,3,3,15,106,10,10,46,30,8,0,0,12,113,12,10,48,28,12,4,0,6,133,8,12,49,42,20,0,0,12,148,10,14,52,32,19,0,0,15,130,0,7,32,27,14,4,3,17,102,0,0,13,7,15,3,3,8,52,0,0,5,6,8,3,4,6,39,182,122,386,243,128,30,16,139,1238
UCL515032,45,0,0,0,0,0,0,3,49,31,4,4,0,0,0,0,4,40,18,7,8,3,0,0,0,5,40,5,6,19,0,0,0,0,0,37,10,6,18,10,5,3,0,4,59,6,6,28,5,0,0,0,6,54,6,3,21,17,6,0,0,0,60,4,3,22,11,3,0,0,4,52,8,3,17,18,7,0,0,4,54,3,4,13,13,7,5,0,7,46,6,3,12,8,0,0,0,0,27,5,6,5,14,3,0,0,4,28,0,0,0,6,0,0,0,0,12,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,8,149,53,172,105,48,10,3,35,576
UCL515033,54,0,0,0,0,0,0,10,59,32,10,4,0,0,0,0,6,54,40,16,16,11,0,0,0,12,100,39,20,41,34,13,0,0,14,160,15,15,62,35,10,0,7,29,168,12,19,38,19,10,3,0,14,119,6,13,32,9,12,0,0,16,89,15,4,24,8,7,3,0,9,72,3,3,19,10,0,0,0,3,49,3,0,7,7,6,3,0,9,46,0,4,3,5,4,0,0,0,19,3,0,6,0,0,0,0,0,9,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,97,264,143,60,12,12,134,935
UCL515034,59,0,0,0,0,0,0,11,69,39,7,4,0,0,0,0,12,59,25,16,21,8,0,0,0,9,74,25,9,32,21,3,0,0,3,100,12,14,32,22,7,0,0,8,98,8,15,26,21,8,0,0,3,85,18,13,26,14,3,0,0,4,78,23,9,32,27,3,4,0,4,105,9,10,27,17,12,0,4,8,91,9,6,25,23,12,3,0,4,86,11,7,34,13,0,0,0,5,77,3,13,25,10,10,0,0,6,67,0,0,17,8,9,0,3,4,37,0,3,11,13,4,0,0,3,34,0,3,6,5,3,0,0,0,17,238,132,316,200,78,15,12,91,1083
UCL515035,22,0,0,0,0,0,0,3,25,16,4,0,0,0,0,0,4,33,16,9,0,3,0,3,0,8,42,11,8,7,3,0,0,0,8,31,4,3,3,0,8,0,0,3,27,4,6,10,3,4,0,0,8,33,0,6,5,7,5,3,0,0,33,9,3,19,6,5,0,0,5,41,12,5,19,11,4,3,0,3,52,10,3,18,14,4,6,0,5,64,0,3,22,18,13,0,0,5,59,0,3,20,15,6,5,0,3,51,0,3,11,8,3,4,0,6,29,0,0,7,6,9,0,0,4,30,5,0,5,4,10,0,0,3,30,107,59,134,106,62,20,7,75,573
UCL515036,52,0,0,0,0,0,0,6,62,32,0,3,0,0,0,0,0,37,23,13,12,3,3,0,0,3,56,17,11,22,8,4,0,0,9,69,9,13,24,10,6,0,4,5,65,10,9,19,15,3,0,3,0,62,10,6,21,13,5,5,4,7,67,10,14,24,19,3,4,4,3,91,3,4,36,19,9,0,5,6,86,3,7,32,28,8,6,0,3,89,8,4,37,29,11,0,0,5,90,0,3,22,20,17,0,3,3,80,0,0,8,19,7,0,0,8,53,0,3,11,12,6,11,0,9,53,0,0,3,19,5,5,0,17,49,179,93,269,214,92,33,32,87,999
UCL515037,37,0,0,0,0,0,0,5,43,36,3,4,0,0,0,0,9,51,23,9,21,7,0,0,0,14,76,21,12,25,13,4,0,0,19,94,14,12,35,25,4,0,0,15,106,4,10,24,14,5,3,0,13,67,11,4,19,12,12,3,0,9,60,9,3,7,9,7,0,0,8,39,0,0,5,10,3,0,0,12,31,0,0,3,5,7,3,0,10,24,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,66,148,92,34,12,10,111,609
UCL515038,35,0,0,0,0,0,0,7,36,22,0,0,0,0,0,0,0,25,23,11,3,3,0,0,0,6,45,19,6,7,4,0,0,0,3,44,7,10,25,11,3,6,0,0,63,9,4,18,9,8,0,0,3,47,13,3,22,13,0,0,0,3,55,15,14,25,11,7,0,0,5,79,11,9,26,19,12,5,0,8,95,12,6,38,28,10,8,0,5,105,9,11,46,27,15,4,0,8,123,10,8,43,35,12,5,3,9,130,6,5,24,19,11,6,0,16,83,4,0,8,19,13,5,4,9,61,7,0,11,12,11,6,0,7,50,197,92,296,208,100,37,19,96,1051
UCL521001,21,0,0,0,0,0,0,0,18,3,0,4,0,0,0,0,0,10,5,0,0,0,0,0,0,0,9,0,4,0,4,0,0,0,0,12,9,0,13,7,0,0,0,0,18,0,3,4,8,5,0,0,0,17,0,4,7,3,4,0,0,0,16,4,5,10,6,0,0,0,0,30,0,0,16,3,0,0,0,0,22,0,0,3,18,8,0,0,0,30,0,0,8,7,0,0,0,0,12,0,0,0,3,0,0,0,7,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,43,18,62,61,20,5,4,5,206
UCL521002,19,0,0,0,0,0,0,9,25,9,0,0,0,0,0,0,0,12,3,0,0,0,5,0,0,0,8,6,0,3,7,0,0,0,0,22,3,4,10,0,0,0,0,4,24,3,3,8,0,0,0,0,3,20,11,0,15,5,0,0,0,3,31,0,8,11,4,8,0,6,4,32,0,3,10,9,3,0,0,0,22,5,0,7,3,5,0,0,4,35,3,3,16,10,4,0,0,4,45,4,3,14,10,3,0,0,5,37,0,4,5,6,0,0,0,0,12,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,9,71,30,103,60,29,7,5,39,338
UCL521003,9,0,0,0,0,0,0,3,12,4,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,3,8,7,0,0,0,0,0,0,19,5,3,11,7,0,0,0,4,20,3,5,6,5,0,0,0,0,20,0,3,10,4,0,0,0,6,21,3,4,4,6,0,0,0,5,29,4,0,6,9,0,0,0,0,27,8,3,16,9,10,0,0,0,48,3,5,19,14,0,3,0,5,53,5,4,16,6,4,4,0,4,46,6,3,8,6,3,0,0,3,29,4,3,7,9,5,0,0,0,28,0,0,5,9,0,0,0,6,26,67,34,111,83,30,15,6,34,387
UCL521004,25,0,0,0,0,0,0,5,24,10,8,0,3,0,0,0,0,24,15,8,5,5,0,0,0,3,31,9,5,6,5,3,0,0,0,27,5,5,10,10,0,0,0,0,22,6,0,0,3,0,0,0,0,16,3,3,3,4,0,0,5,4,18,7,4,5,5,0,4,6,4,29,0,0,0,3,0,0,3,0,11,0,0,0,5,8,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,35,30,38,20,12,12,16,234
UCL521005,19,0,0,0,0,0,0,3,29,17,0,0,0,0,0,0,0,21,8,5,8,9,0,0,0,0,34,5,7,11,8,3,3,0,4,44,0,8,17,9,0,0,0,0,43,6,0,12,4,3,0,0,5,33,3,4,8,3,0,0,0,3,22,3,8,11,8,5,0,0,9,40,7,6,8,8,8,0,3,10,52,5,7,10,8,9,0,0,0,29,8,4,22,0,0,0,0,5,35,0,3,9,6,4,0,0,0,26,0,0,4,5,7,0,0,3,18,0,0,0,4,0,0,0,4,6,0,0,0,3,0,0,0,0,3,81,49,113,79,38,4,6,50,425
UCL521006,21,0,0,0,0,0,0,0,24,10,0,0,0,0,0,0,0,11,6,4,3,0,0,0,0,6,20,3,3,7,4,0,0,0,0,20,0,5,10,9,0,0,0,0,30,0,0,12,6,6,0,0,0,26,0,5,14,0,0,0,0,0,25,4,0,13,7,8,0,0,5,32,8,4,14,5,3,0,0,0,41,4,3,15,10,6,0,0,0,44,0,3,7,10,3,3,0,3,31,0,0,14,5,0,0,0,0,28,4,0,10,0,0,0,0,4,20,0,0,0,6,5,0,0,0,19,0,0,0,0,0,0,0,0,4,70,39,118,73,34,6,5,28,372
UCL521007,8,0,0,0,0,0,0,0,9,13,0,3,0,0,0,0,0,23,6,3,0,0,0,0,0,5,11,0,4,4,0,0,0,0,3,13,5,9,3,0,5,0,0,0,20,5,0,5,5,0,0,0,4,15,0,0,3,0,0,0,0,0,10,0,0,4,3,4,0,0,4,15,5,0,5,3,0,3,5,0,17,0,0,12,5,0,0,0,6,25,0,0,4,8,0,0,0,4,15,0,0,7,4,3,0,0,0,22,0,3,4,8,4,0,0,6,22,3,0,4,0,0,0,0,0,13,0,0,0,8,4,0,0,0,13,46,21,58,41,26,11,5,42,248
UCL521008,11,0,0,0,0,0,0,0,14,4,0,3,0,0,0,0,0,10,7,0,0,0,0,0,0,0,12,0,0,6,0,0,3,0,0,14,0,0,5,0,0,0,0,3,16,3,0,0,6,0,0,0,0,11,0,3,5,0,0,0,0,0,14,4,0,5,5,3,4,0,3,23,0,0,7,4,5,0,0,6,23,0,0,3,0,0,0,0,0,11,0,0,0,7,0,0,0,0,8,0,0,4,6,11,0,0,0,23,0,0,8,4,4,6,0,0,19,0,5,4,3,4,0,0,0,21,0,0,7,4,0,5,0,0,23,46,24,56,32,28,13,5,30,231
UCL521009,7,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,8,3,3,3,0,0,0,0,0,8,0,0,3,4,3,0,0,0,13,0,3,3,3,0,0,0,0,12,7,0,3,3,0,0,0,0,12,0,0,4,7,0,3,0,0,16,0,0,10,6,0,0,0,0,19,0,0,10,3,0,3,0,3,21,0,0,3,3,0,0,0,0,14,0,0,4,12,4,0,0,5,24,3,0,9,10,4,0,0,3,25,5,0,6,3,0,0,0,4,25,0,0,0,3,4,0,0,5,15,0,0,5,3,3,0,0,5,12,33,15,52,55,26,12,6,29,226
UCL521010,12,0,0,0,0,0,0,11,24,15,3,0,0,0,0,0,0,24,5,5,3,4,0,0,0,0,24,3,4,10,3,0,0,0,0,29,3,5,8,5,0,0,0,0,20,0,0,6,6,3,0,0,0,16,7,5,14,3,3,0,0,0,31,5,7,14,3,0,0,4,0,31,3,0,12,11,4,0,0,3,33,0,0,10,10,9,0,0,0,27,0,0,4,9,3,0,3,6,28,0,0,6,7,4,0,0,4,27,0,4,0,7,4,0,0,4,18,0,0,3,0,0,0,0,0,11,0,0,0,0,4,0,0,0,6,67,41,87,64,32,4,11,36,337
UCL521011,24,0,0,0,0,0,0,3,19,13,0,0,0,0,0,0,0,9,6,8,3,0,0,0,0,0,18,0,5,8,5,0,0,0,0,12,4,3,16,7,0,0,0,0,33,0,0,11,3,0,0,0,0,22,4,0,5,7,0,0,0,0,18,5,0,12,5,4,0,0,0,27,4,0,7,5,0,0,0,0,13,0,0,8,3,0,0,0,0,14,0,0,4,3,0,0,0,0,11,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,20,80,36,17,3,4,7,225
