UCL_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL515013,39,71,225,181,151,92,28,3,0,785,12,7,35,30,10,34,60,35,6,230,3,7,18,17,12,13,9,5,0,88,62,88,277,226,174,145,95,43,6,1101,33,83,258,244,215,130,21,0,0,978,53,38,110,98,78,75,18,4,0,470,3,5,30,16,20,16,9,0,0,94,3,9,10,10,4,0,0,0,0,43,96,138,413,367,320,218,49,6,0,1596,0,0,0,0,5,9,0,0,0,16,4,0,9,3,9,3,0,0,0,21,3,0,6,5,9,9,0,0,0,38,100,138,419,374,333,223,53,6,0,1634,20,9,46,40,18,78,141,79,13,455,14,16,38,37,37,24,30,6,3,201,135,164,500,453,384,329,219,96,17,2291
UCL515014,9,18,72,41,39,33,12,0,0,216,10,17,32,26,34,31,17,3,0,173,0,6,15,8,0,6,0,0,0,39,23,48,114,73,67,74,28,3,0,431,0,15,95,57,53,49,11,0,0,281,9,10,23,16,12,9,5,0,0,82,0,0,3,6,4,8,0,0,0,18,0,0,0,3,0,0,0,0,0,12,12,28,123,72,69,57,22,0,0,393,4,3,7,4,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,5,4,3,7,4,3,5,0,0,0,27,16,29,131,79,73,64,22,0,0,422,27,37,52,55,60,61,27,11,3,329,7,16,24,14,9,16,5,0,0,77,50,83,208,148,138,133,53,13,3,828
UCL515015,34,37,144,107,118,88,23,0,0,547,28,9,38,37,41,67,145,132,64,558,0,9,9,3,8,12,8,8,10,69,67,52,189,145,165,169,180,140,75,1172,30,65,218,157,165,110,30,4,0,779,32,16,70,70,70,65,24,3,0,360,0,4,7,3,8,12,4,0,0,37,0,0,9,3,6,3,0,0,0,26,63,88,305,238,254,187,58,10,0,1199,5,0,3,3,3,3,0,0,0,29,9,0,3,6,0,3,0,0,0,25,14,4,10,12,10,11,0,0,0,49,74,94,313,251,262,190,60,10,0,1248,53,15,54,51,66,101,241,239,109,925,8,11,11,8,29,26,17,24,17,148,131,116,381,315,354,319,311,264,124,2320
UCL515016,14,9,69,66,73,90,27,3,0,361,13,0,13,15,3,49,108,45,19,272,0,5,5,8,11,12,11,6,4,61,24,24,85,93,86,147,149,58,23,689,4,13,83,80,88,81,20,0,0,370,17,10,37,39,44,68,38,7,0,262,0,0,12,6,12,19,3,0,0,53,0,4,7,0,0,4,0,0,0,19,27,29,131,127,145,170,58,6,0,695,0,0,0,3,7,9,0,0,0,21,3,0,4,0,5,4,0,0,0,15,3,0,3,3,11,10,0,0,0,37,31,31,134,132,153,177,60,6,0,734,19,9,17,20,12,74,217,107,29,498,0,8,13,18,20,22,27,14,7,131,48,43,163,172,189,274,300,133,36,1364
UCL515017,9,17,35,36,57,67,22,0,0,249,6,3,14,19,8,39,65,40,13,193,8,4,9,9,12,14,17,4,0,78,15,26,59,63,77,116,109,47,11,521,5,15,36,40,66,68,8,5,0,252,14,13,24,35,35,67,28,3,0,216,0,3,3,12,16,3,6,0,0,45,0,0,4,6,9,3,0,0,0,19,24,32,75,79,120,138,53,4,0,529,3,0,3,0,4,3,0,0,0,8,0,0,5,0,0,0,0,0,0,11,3,0,7,0,3,4,3,0,0,21,25,32,76,86,125,143,52,4,0,547,10,3,22,23,23,69,137,75,25,387,6,8,19,23,30,33,36,16,4,171,46,42,112,122,172,248,222,101,27,1106
UCL515018,17,42,53,78,77,62,12,0,0,341,20,13,27,27,18,34,34,9,3,191,14,15,17,25,14,7,9,3,0,105,52,68,99,135,114,101,53,10,3,636,16,45,87,101,116,94,14,0,0,484,13,10,22,29,37,29,9,0,0,158,0,5,10,11,9,15,0,0,0,49,4,4,6,4,3,8,0,0,0,32,35,63,134,145,172,145,24,4,0,719,0,5,0,8,9,6,0,0,0,31,0,0,3,0,0,3,0,0,0,8,0,3,6,6,9,12,0,0,0,41,37,72,136,156,176,153,29,4,0,757,49,17,36,35,34,57,70,22,7,316,19,22,38,47,35,23,18,9,0,211,105,106,213,242,244,230,118,33,11,1290
UCL515019,57,74,140,139,146,142,38,6,0,741,50,23,65,38,44,52,131,93,47,542,17,13,24,23,17,16,14,10,8,151,116,110,230,196,204,212,194,109,59,1429,35,102,207,174,190,188,38,11,0,949,58,44,82,86,78,99,49,9,0,505,0,5,20,11,15,11,5,0,0,73,5,0,13,10,3,5,0,0,0,38,103,156,317,287,286,309,97,15,0,1563,4,4,11,10,12,10,0,0,0,55,4,0,7,7,6,4,0,0,0,36,7,8,22,20,17,17,0,0,0,92,107,161,337,308,304,321,96,15,0,1658,101,44,86,62,72,96,245,175,77,956,31,22,54,58,42,35,31,18,19,308,240,227,481,429,423,455,378,214,89,2929
UCL515020,42,86,334,254,194,154,34,0,0,1103,52,37,81,44,61,59,42,19,4,406,20,30,81,62,58,25,17,5,6,310,116,156,497,362,318,243,95,25,12,1820,26,117,439,330,278,235,58,7,0,1492,44,28,107,84,70,56,29,3,0,420,4,3,34,20,11,19,3,0,0,97,4,0,16,14,16,8,6,0,0,51,82,158,601,449,376,312,87,11,0,2064,0,4,19,10,9,3,0,0,0,46,5,3,9,8,7,5,0,0,0,31,7,9,32,12,11,10,0,0,0,78,90,167,627,464,387,320,87,8,0,2141,96,63,115,78,98,98,99,51,11,704,44,61,163,107,109,70,43,10,9,607,224,289,903,643,593,490,222,68,16,3452
UCL515021,32,21,50,77,92,88,23,4,0,380,8,3,8,10,13,50,95,64,17,261,0,0,0,4,3,5,3,0,0,27,32,25,65,92,105,143,123,69,15,670,19,27,63,85,100,95,22,0,0,410,43,18,32,56,65,64,25,3,0,315,7,5,4,8,8,20,9,0,0,58,3,0,0,0,3,0,0,0,0,14,66,50,102,145,188,183,53,11,0,801,0,0,5,4,0,7,0,0,0,11,8,0,0,0,0,0,3,0,0,20,9,0,4,4,3,9,3,0,0,28,79,50,104,147,186,191,54,8,0,826,31,4,13,12,23,67,190,117,30,496,4,4,4,12,11,11,13,4,6,57,114,59,122,174,221,269,257,136,36,1383
UCL515022,72,70,168,172,192,185,46,6,0,906,45,33,63,43,42,86,197,130,66,701,13,5,6,12,12,13,13,13,4,93,123,107,236,232,246,286,255,147,70,1705,47,112,217,209,229,227,51,11,0,1105,67,35,105,108,111,113,50,9,0,608,0,13,29,15,12,24,10,0,0,100,7,13,8,3,4,3,3,4,0,41,123,168,363,337,360,364,111,25,0,1847,9,9,18,8,15,8,0,0,0,57,10,3,4,4,3,3,0,0,0,39,20,13,22,11,20,9,4,0,0,94,140,182,381,348,373,380,117,25,0,1942,99,38,92,70,69,160,340,254,102,1222,27,20,15,27,40,17,26,23,12,205,259,233,493,442,489,559,477,301,112,3366
UCL515023,42,50,101,93,97,97,26,0,0,509,19,14,32,25,25,45,86,51,30,327,11,3,21,16,12,21,11,3,0,100,73,64,152,139,132,164,120,59,38,944,23,73,139,122,140,113,38,3,0,651,43,25,57,52,50,63,26,7,0,328,0,4,11,9,15,10,4,0,0,55,3,0,4,4,5,4,0,3,0,28,71,105,219,191,205,194,68,13,0,1057,0,7,14,9,3,3,0,0,0,37,0,6,3,0,6,0,0,0,0,18,0,12,13,5,12,8,0,0,0,54,77,116,231,192,216,202,67,13,6,1115,49,21,40,38,50,83,171,102,50,604,17,14,47,36,28,40,29,15,7,226,144,144,319,273,291,322,274,122,61,1946
UCL515024,17,29,65,63,65,71,21,3,0,329,20,12,21,9,16,25,65,41,27,234,0,6,6,17,10,12,14,6,6,81,35,42,97,87,91,102,97,56,30,643,13,37,85,71,78,102,20,3,0,418,18,8,23,31,32,45,23,3,0,190,0,6,8,6,0,11,4,0,0,37,0,0,5,0,0,0,4,0,0,6,35,52,118,117,116,152,58,11,0,648,0,4,11,0,4,0,0,0,0,30,3,0,6,4,0,4,0,0,0,22,5,6,17,9,7,4,5,0,0,47,42,60,137,114,124,154,56,11,0,701,43,16,32,25,31,40,105,80,34,407,4,12,25,21,26,23,26,11,10,166,88,87,192,163,175,224,194,103,47,1269
UCL515025,25,19,64,65,80,74,13,0,0,341,37,9,24,19,25,62,99,56,31,363,10,3,8,11,16,16,17,16,21,113,70,35,100,99,127,153,120,74,50,820,16,37,64,73,93,81,18,4,0,380,31,7,42,41,48,49,31,4,0,254,0,5,8,7,7,8,3,0,0,42,3,0,3,3,4,3,3,0,0,23,50,47,123,127,153,143,50,8,0,700,0,3,0,0,8,4,0,0,0,20,3,4,0,4,0,4,0,0,0,11,0,6,0,4,7,8,0,0,0,35,55,56,123,130,163,149,50,8,0,734,67,9,34,34,38,91,164,106,47,595,19,11,15,22,27,30,27,28,36,211,138,74,177,183,230,271,242,140,82,1541
UCL515026,41,55,167,101,114,70,3,0,0,552,32,13,44,31,20,43,56,29,10,287,0,5,11,0,4,9,4,5,0,41,76,79,222,129,140,118,69,34,10,877,24,82,216,127,147,82,15,0,0,697,36,38,82,64,61,48,12,0,0,342,0,8,23,12,18,11,4,0,0,78,7,0,8,0,0,0,0,0,0,13,67,125,326,204,229,148,27,6,0,1126,0,4,11,3,3,8,0,0,0,33,6,5,0,4,3,4,3,0,0,24,12,9,13,7,7,7,7,0,0,51,79,135,331,212,230,157,35,6,0,1182,60,20,54,37,22,73,113,56,18,451,3,7,30,14,17,22,8,7,0,102,143,163,419,255,276,247,153,63,23,1739
UCL515027,51,79,157,165,162,160,51,5,0,828,46,20,40,34,38,81,148,103,63,571,10,13,29,28,20,15,21,26,30,187,106,113,220,230,220,256,215,134,96,1585,34,102,213,165,208,189,53,6,0,973,41,44,93,97,90,97,51,7,0,522,5,3,11,12,8,19,7,0,0,67,5,3,7,9,11,0,0,0,0,38,82,156,325,288,308,308,115,20,0,1603,8,17,17,18,13,8,0,0,0,72,12,0,4,4,3,9,0,0,0,29,14,17,24,20,17,13,0,0,0,104,98,167,350,309,330,324,115,20,0,1709,97,33,58,49,72,125,294,191,98,1017,24,26,55,46,50,36,39,36,44,358,221,231,460,408,451,488,450,246,143,3090
UCL515028,49,93,336,297,184,90,18,0,0,1066,32,13,50,44,25,28,12,8,0,216,15,15,65,43,25,18,0,0,0,182,98,122,453,381,235,140,32,4,0,1465,37,135,497,457,350,212,34,0,0,1723,57,23,110,91,58,28,13,0,0,384,0,14,49,44,31,25,0,0,0,175,0,10,7,12,0,3,0,0,0,37,95,177,667,607,441,269,47,0,0,2314,9,3,5,12,7,4,0,0,0,41,9,0,5,5,0,0,4,0,0,17,11,9,13,16,12,4,4,0,0,63,105,190,679,622,454,276,54,0,0,2374,66,18,65,56,28,43,28,9,0,305,33,25,119,90,65,40,12,3,0,379,205,228,864,766,543,360,87,7,0,3060
UCL515029,5,15,70,83,56,35,3,0,0,268,19,4,18,14,4,3,4,0,0,67,0,0,19,27,16,10,0,0,0,77,24,25,104,117,68,56,7,0,0,409,9,23,114,139,104,79,7,0,0,475,4,5,22,28,11,17,0,0,0,93,5,3,15,27,21,8,0,0,0,75,0,0,4,9,10,0,0,0,0,20,20,32,156,200,139,108,8,0,0,662,0,9,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,11,6,0,6,0,0,0,0,15,19,43,156,202,144,108,8,0,0,677,27,11,19,21,9,4,5,0,0,99,13,13,48,76,49,33,5,4,0,229,55,66,220,292,200,142,16,6,0,1009
UCL515030,94,70,113,149,173,147,24,0,0,769,42,8,47,66,50,93,239,146,37,725,17,10,16,21,18,12,20,22,28,167,151,87,178,237,244,255,287,166,66,1663,27,71,128,170,205,155,31,4,0,788,89,45,77,94,82,116,35,5,0,546,6,10,16,10,12,17,0,0,0,78,3,7,4,3,7,9,0,0,0,31,126,126,230,280,312,295,69,10,0,1445,11,16,13,17,13,8,0,0,0,79,16,0,6,12,4,8,6,0,0,47,26,13,17,26,20,18,6,0,0,126,150,139,248,312,330,311,68,10,0,1567,94,15,65,85,90,163,404,271,78,1278,27,12,36,41,36,31,40,45,50,316,270,164,355,442,453,506,512,327,126,3160
UCL515031,32,37,65,108,133,135,43,9,0,558,17,5,29,27,26,87,213,123,29,559,6,4,14,11,18,16,22,16,8,115,51,45,113,143,184,238,277,156,39,1238,18,35,71,111,157,139,44,7,0,589,45,21,42,66,73,92,43,14,0,394,5,9,13,5,5,10,7,5,0,58,3,4,4,6,3,4,4,8,0,36,65,70,123,193,246,253,103,26,0,1077,0,4,5,9,7,10,0,0,0,21,8,0,0,0,3,8,0,0,0,22,8,3,3,7,7,16,0,0,0,43,74,68,131,200,250,269,103,26,0,1126,47,12,39,34,50,161,397,243,57,1040,12,8,33,33,38,46,46,37,11,262,131,93,206,268,336,476,541,309,71,2429
UCL515032,29,32,63,87,95,65,5,0,0,376,21,4,8,11,16,30,47,16,8,168,0,3,3,12,6,4,6,0,0,31,49,40,78,108,114,109,59,15,8,576,15,38,82,94,133,83,10,0,0,454,32,21,39,47,64,41,11,0,0,248,0,0,15,6,14,11,0,0,0,56,4,4,4,4,0,5,0,0,0,21,50,68,133,152,212,135,23,0,0,775,0,3,0,0,3,0,0,0,0,16,7,0,0,0,0,0,0,0,0,13,7,3,0,3,6,4,0,0,0,23,56,65,133,153,220,144,23,0,0,801,49,6,18,19,19,47,89,33,13,290,4,10,11,14,17,17,8,0,0,83,111,82,169,185,260,202,119,32,11,1174
UCL515033,34,34,176,213,123,72,13,0,0,665,16,10,49,26,17,14,4,8,0,142,11,11,32,38,28,13,3,0,0,130,59,54,261,283,165,97,20,8,0,935,19,46,232,312,219,133,23,3,0,983,47,19,73,108,31,23,3,0,0,311,6,3,37,46,26,12,4,0,0,132,0,5,8,15,8,0,0,0,0,38,68,72,352,479,285,176,33,3,0,1466,0,3,6,5,0,3,0,0,0,13,3,4,0,5,0,0,0,0,0,11,7,0,6,5,4,3,0,0,0,25,75,75,360,485,286,177,29,3,0,1491,39,15,54,30,23,20,10,5,0,190,27,13,56,83,52,31,7,0,0,279,145,106,471,605,363,221,47,10,0,1960
UCL515034,34,44,114,133,130,86,16,0,0,561,27,7,51,43,44,76,112,66,13,449,5,12,9,14,7,13,9,4,0,76,69,59,178,188,187,180,144,72,17,1083,11,46,149,143,184,125,14,4,0,668,30,28,79,86,72,64,27,8,0,386,0,4,18,9,16,13,4,0,0,57,0,4,3,7,4,5,0,0,0,23,46,77,245,242,275,202,44,8,0,1137,11,7,13,9,10,11,0,0,0,52,11,3,4,9,7,11,0,0,0,52,22,13,18,20,13,16,0,0,0,103,64,89,265,261,286,220,49,8,0,1238,65,22,61,54,76,127,232,137,27,799,13,13,25,41,27,31,19,6,3,176,137,121,349,353,391,377,292,148,31,2213
UCL515035,17,15,47,41,60,65,23,4,0,274,10,4,12,11,8,48,77,49,29,237,8,3,9,7,12,8,9,12,0,59,25,33,70,53,72,117,112,65,30,573,7,17,49,56,52,76,15,0,0,270,15,9,33,24,30,41,26,3,0,191,0,4,5,4,5,15,10,0,0,42,0,0,0,0,0,0,0,0,0,11,25,29,98,87,92,136,54,8,0,521,0,7,0,3,3,6,0,0,0,16,6,3,3,3,3,3,0,0,0,17,6,7,3,4,6,8,0,0,0,34,33,40,98,88,99,141,54,8,0,552,13,11,12,19,23,74,146,107,39,451,13,10,22,15,15,18,17,16,0,124,53,56,136,125,135,231,215,129,44,1128
UCL515036,31,33,73,90,101,88,25,3,0,447,25,8,44,28,37,70,139,85,34,471,6,0,8,6,15,10,8,16,18,85,62,37,124,129,156,167,167,105,49,999,19,43,89,101,126,105,13,3,0,497,32,17,45,45,73,73,22,5,0,310,0,0,8,14,7,17,6,0,0,63,0,4,3,3,3,4,0,0,0,22,49,69,146,161,209,199,55,10,0,894,9,8,13,7,7,5,0,0,0,44,9,0,7,13,7,4,0,0,0,33,13,7,19,19,12,12,0,0,0,79,58,77,167,183,218,211,55,13,0,973,52,13,48,40,48,112,259,160,61,798,11,9,19,19,29,17,20,29,27,173,120,97,234,242,296,345,335,194,85,1945
UCL515037,23,35,118,126,75,30,5,0,0,414,11,8,17,20,13,6,7,0,0,89,3,11,31,30,15,16,0,0,0,105,43,51,164,177,106,51,6,0,0,609,14,52,177,225,141,77,7,0,0,688,40,13,55,55,31,14,0,0,0,201,0,3,32,19,9,9,4,0,0,70,3,0,5,5,0,0,0,0,0,18,52,63,271,307,184,99,18,0,0,981,3,5,0,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,3,0,0,0,17,59,67,270,312,182,102,18,0,0,1000,37,14,24,30,23,15,10,10,0,153,20,23,78,72,41,36,9,0,0,282,114,103,369,412,247,150,38,9,0,1437
UCL515038,24,19,65,81,101,120,43,5,0,464,11,0,9,17,23,63,199,120,50,500,0,0,9,7,12,16,15,20,0,84,36,25,88,111,138,203,256,145,50,1051,10,22,86,85,121,121,33,0,0,487,37,12,34,48,46,80,50,7,0,315,3,0,3,4,4,21,4,0,0,52,0,5,4,0,6,3,3,0,0,30,46,45,133,142,179,231,92,14,0,875,0,7,10,3,8,4,3,0,0,39,0,0,6,4,6,7,6,0,0,30,3,10,14,11,14,13,10,3,0,70,52,51,143,150,190,240,103,15,0,947,32,7,21,34,48,105,369,240,83,945,7,4,18,20,28,39,30,32,8,186,93,62,183,201,269,391,505,290,92,2075
UCL521001,17,7,9,30,40,28,3,0,0,131,7,4,0,5,8,21,19,6,0,76,0,0,0,0,0,0,0,0,0,3,18,10,15,34,49,50,28,6,0,206,9,12,19,33,48,28,8,0,0,160,16,3,4,20,19,21,5,0,0,86,3,3,0,4,4,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,28,18,25,55,68,60,15,0,0,264,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,4,6,0,0,0,4,0,0,0,0,14,30,16,32,53,69,60,12,0,0,277,14,4,0,6,19,36,42,14,3,135,0,0,0,4,0,5,3,0,0,6,44,25,37,64,86,100,57,14,3,428
UCL521002,11,9,19,28,47,29,21,3,0,168,12,0,8,11,14,17,54,16,6,142,3,0,3,9,7,3,3,0,0,34,25,12,32,49,65,58,76,20,9,338,14,13,30,34,48,32,17,0,0,188,9,5,12,18,34,22,12,0,0,107,0,0,4,3,10,0,5,0,0,19,0,0,4,0,0,4,0,0,0,6,16,18,44,57,84,59,36,3,0,322,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,3,3,0,0,8,0,0,4,0,4,3,0,0,0,15,20,23,53,59,88,63,36,3,0,337,20,0,15,18,20,34,111,41,5,261,6,0,3,20,8,7,10,0,0,64,41,22,65,90,119,106,155,50,6,660
UCL521003,8,6,14,29,26,35,14,0,0,133,8,0,7,12,13,37,79,47,20,218,0,0,0,3,8,5,9,7,8,37,12,14,21,45,50,77,97,57,26,387,8,6,20,36,27,34,15,0,0,139,3,4,9,13,16,30,11,8,0,99,0,0,0,4,4,4,6,0,0,17,0,0,0,0,0,0,0,0,0,0,9,12,27,47,55,67,31,8,0,257,0,4,4,0,6,0,0,0,0,14,0,0,0,6,0,0,3,0,0,12,4,3,7,7,6,0,3,0,0,34,13,17,33,57,55,67,38,8,0,286,20,4,14,21,22,57,143,96,42,415,3,3,6,7,10,9,11,14,10,79,34,23,48,82,90,132,193,118,49,770
UCL521004,0,3,23,14,18,7,0,0,0,63,24,22,38,22,27,24,8,3,0,159,0,0,0,0,3,0,0,0,0,7,24,24,62,35,46,27,8,3,0,234,0,7,26,10,17,16,0,0,0,74,0,4,6,7,3,3,0,0,0,19,0,0,3,4,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,6,5,38,23,24,15,0,0,0,112,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,8,0,4,0,0,0,0,8,6,9,42,26,26,15,0,0,0,118,49,41,62,44,42,28,11,0,0,283,0,0,9,3,9,3,0,0,0,18,55,53,109,73,76,45,16,0,0,423
UCL521005,8,19,39,48,46,56,8,0,0,223,18,3,28,16,10,20,45,17,3,158,3,0,9,9,9,5,5,3,0,42,29,21,71,72,59,81,58,20,3,425,6,22,50,66,71,67,14,0,0,295,5,9,20,26,26,36,11,0,0,131,3,0,11,4,8,10,3,0,0,39,0,0,0,0,0,5,0,0,0,13,12,32,81,98,103,121,28,3,0,484,0,4,5,4,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,4,5,3,0,8,0,0,0,19,12,31,89,106,101,129,28,3,0,503,26,3,37,23,18,31,88,39,3,269,7,3,15,11,16,19,7,10,3,95,41,45,140,138,142,176,125,52,10,867
UCL521006,17,6,23,49,43,61,10,3,0,208,4,0,12,11,8,18,50,30,4,143,0,0,8,0,5,0,4,0,0,22,24,11,41,56,52,82,60,34,4,372,9,17,34,48,51,60,3,0,0,214,15,7,10,28,22,34,10,0,0,135,0,0,0,5,5,13,0,0,0,35,3,4,0,0,6,5,0,0,0,24,24,27,52,84,86,114,16,5,0,404,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,30,27,49,90,86,113,16,5,0,415,8,4,13,14,8,42,85,60,5,245,0,0,9,5,4,7,9,3,0,39,40,29,67,102,103,163,120,70,5,703
UCL521007,3,17,18,25,21,22,3,4,0,113,9,5,5,4,3,21,32,25,13,109,0,0,4,0,5,6,9,8,0,29,9,23,26,35,29,49,42,31,13,248,5,14,17,20,15,28,6,0,0,106,4,10,8,16,15,12,3,0,0,61,0,3,5,0,5,0,6,0,0,21,0,0,0,0,0,0,0,0,0,6,13,25,34,32,33,42,13,3,0,194,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,4,3,0,0,6,0,3,0,0,0,13,16,27,30,37,39,42,13,3,0,207,12,4,10,12,8,35,58,48,21,203,0,0,6,6,10,7,11,9,0,49,23,34,47,54,59,89,80,56,21,458
UCL521008,3,3,17,14,21,17,10,0,0,91,7,4,3,4,11,10,22,37,22,116,0,0,4,3,5,5,0,4,0,28,14,10,27,26,31,34,32,38,23,231,0,7,19,10,16,26,3,3,0,86,3,4,9,15,13,11,13,6,0,69,0,0,4,0,3,3,0,0,0,12,0,0,3,3,0,0,0,0,0,7,5,14,26,29,39,43,20,8,0,170,0,3,3,5,0,5,0,0,0,9,0,0,0,0,4,3,0,0,0,6,0,3,3,5,8,0,0,0,0,13,4,15,30,32,40,43,20,8,0,187,11,4,3,11,20,16,43,57,38,203,3,5,6,11,12,15,3,3,0,56,16,27,41,55,61,73,70,68,39,442
UCL521009,0,6,14,20,22,18,3,4,0,91,8,3,7,6,7,9,38,24,8,106,0,0,0,0,0,5,7,7,6,31,7,8,22,26,32,31,55,34,12,226,3,9,22,29,31,26,8,0,0,136,0,0,11,14,11,10,10,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,11,32,47,37,45,17,9,0,196,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,11,4,16,28,45,39,44,18,9,0,207,14,7,8,6,7,15,76,44,15,189,5,4,4,5,8,9,18,14,9,71,26,19,44,51,57,72,110,65,25,469
