UCL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL521010,0,3,3,4,0,0,0,0,0,16,0,3,0,9,0,0,0,0,0,17,0,0,0,0,5,3,0,0,0,14,0,6,0,14,0,4,0,3,0,24,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,18,7,29,11,3,4,4,0,86,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,28,0,0,0,4,4,0,40,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,5,3,7,0,0,0,0,0,17,0,5,0,13,0,0,0,0,0,16,0,0,0,0,9,3,0,4,0,18,0,6,0,16,0,4,0,8,0,35,0,0,0,3,0,0,0,0,0,0
UCL521011,0,9,0,9,3,0,0,0,0,19,0,6,0,9,0,0,0,0,0,18,0,0,0,5,18,0,0,0,0,20,0,0,0,4,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,5,24,23,6,0,5,0,96,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,4,32,0,0,0,3,5,0,49,0,0,8,0,0,3,0,3,0,11,0,4,4,0,0,0,0,0,0,6,0,11,0,9,3,0,0,0,0,23,4,10,0,10,0,0,0,0,0,22,0,3,3,5,15,0,0,0,0,32,0,0,0,7,0,6,0,4,0,20,0,0,0,0,0,0,0,0,0,0
UCL521012,0,15,0,0,0,0,0,0,0,17,3,7,0,7,0,0,0,0,0,14,0,3,0,0,10,0,0,0,0,22,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,9,16,16,5,0,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,7,0,0,37,0,0,4,0,0,0,0,4,0,11,4,0,0,0,0,0,7,0,0,13,3,15,0,0,0,0,0,0,0,21,0,7,0,5,0,0,0,0,0,24,4,7,0,5,10,0,0,0,0,25,4,4,3,8,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,3
UCL521013,4,10,0,4,0,0,0,0,0,24,0,0,0,7,7,0,0,0,0,19,4,6,0,7,11,3,0,0,0,26,0,10,0,18,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,16,28,3,36,29,10,4,3,0,140,0,3,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,7,3,40,5,6,0,3,4,3,68,0,0,9,0,0,0,4,6,0,17,3,0,0,0,0,0,4,7,3,15,4,10,0,4,0,0,3,0,0,26,0,0,0,8,7,0,0,0,0,26,5,6,0,7,12,5,0,0,0,38,0,10,0,20,3,0,0,0,0,40,0,3,0,0,0,0,0,0,0,6
UCL521014,0,0,0,0,0,3,0,0,0,14,0,5,0,3,0,0,0,0,0,13,0,0,0,0,4,4,0,0,0,11,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,10,10,0,20,15,8,5,7,0,68,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,13,6,0,0,12,0,0,39,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,17,0,8,0,3,0,0,5,0,0,21,4,0,0,0,7,4,0,0,0,15,0,0,0,9,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
UCL521015,3,0,0,4,4,0,0,0,0,14,4,7,0,0,0,0,0,0,0,18,3,0,0,3,7,0,0,3,0,20,0,0,0,6,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,18,16,3,0,6,0,79,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,26,0,3,0,6,6,0,44,0,0,0,0,0,0,0,0,3,4,3,0,5,0,0,0,0,3,0,13,3,7,0,4,4,0,0,0,0,13,4,7,0,0,0,0,0,0,0,18,9,5,0,3,7,3,0,3,0,32,0,0,0,9,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4
UCL521016,0,6,0,3,0,0,0,4,0,8,0,6,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,3,0,17,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,12,6,4,0,6,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,27,0,0,3,0,3,4,52,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,3,6,0,16,0,7,0,8,0,0,0,4,0,12,0,10,0,0,0,0,0,0,0,13,13,0,0,5,10,5,0,3,0,30,3,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
UCL521017,0,10,0,3,0,0,0,0,0,11,0,11,0,3,0,0,0,0,0,11,6,0,0,0,6,4,0,0,0,18,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,10,24,0,7,13,4,0,5,0,75,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,13,4,23,0,0,0,0,0,6,45,4,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,9,0,8,0,3,0,0,0,0,0,20,0,13,0,3,0,0,0,0,0,19,8,4,0,0,4,3,0,0,0,27,0,4,0,11,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,3
UCL521018,0,13,0,0,0,0,0,0,0,16,0,9,0,5,3,0,0,0,0,17,4,5,0,0,8,0,0,0,0,15,4,0,0,10,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,22,3,13,14,6,0,0,0,81,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,22,0,4,0,19,3,0,52,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,3,0,13,0,9,4,5,3,0,0,0,0,21,8,5,0,0,8,0,0,3,0,24,4,3,0,10,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3
UCL521019,0,3,0,0,0,0,0,0,0,6,4,3,0,6,0,0,0,0,0,11,3,3,0,0,9,0,0,0,0,20,0,0,0,6,0,3,0,0,0,19,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,3,20,20,7,0,3,3,91,0,4,0,3,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,9,8,0,40,3,0,4,0,0,0,0,0,0,13,7,3,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,8,4,5,0,6,3,0,0,0,0,17,3,5,0,0,9,4,0,0,0,28,3,0,0,12,4,3,0,3,0,26,0,0,0,0,4,0,0,0,0,4
UCL521020,0,0,0,4,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,14,0,0,0,0,11,4,0,0,0,19,3,4,0,3,6,0,0,0,0,18,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,20,0,11,17,7,0,5,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,25,0,0,0,3,5,0,41,0,0,9,0,0,0,6,5,0,13,0,0,0,0,0,0,0,4,0,7,0,9,0,4,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,14,0,0,3,0,11,4,0,0,0,22,3,4,0,3,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4
UCL521021,6,6,5,0,0,0,3,4,0,16,0,9,0,9,0,0,0,0,0,17,4,3,0,0,10,3,0,6,0,27,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,8,16,27,6,13,27,7,3,26,0,125,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,4,0,22,0,3,0,4,3,0,46,3,3,11,0,0,0,0,0,0,19,12,0,0,0,0,0,6,11,0,29,0,5,5,3,0,0,3,4,0,20,0,9,4,9,0,0,0,0,0,26,4,9,0,0,13,3,0,3,0,44,0,0,0,8,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,3
UCL521022,0,22,0,4,4,4,0,0,0,43,0,20,0,6,0,0,0,0,0,35,5,3,0,5,4,6,0,0,0,23,3,4,3,4,0,5,0,0,0,23,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,16,66,8,24,15,22,0,7,4,156,0,7,4,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,0,7,0,26,10,4,17,0,0,3,0,0,0,37,4,0,5,0,0,0,0,0,0,16,0,39,0,4,4,4,0,0,0,60,7,26,0,5,0,0,0,0,0,45,6,4,0,6,4,10,0,4,0,42,7,10,3,3,0,5,0,4,0,29,4,4,0,0,0,6,0,0,0,19
UCL521023,0,4,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,9,3,0,0,0,6,0,0,0,0,8,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,7,8,0,3,0,0,47,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,4,0,30,0,0,0,0,0,0,3,0,0,10,5,0,7,0,0,0,3,0,0,12,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,10,9,0,0,0,6,0,0,0,0,15,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
UCL521024,0,13,0,4,0,0,0,0,0,21,4,15,0,12,0,0,0,0,0,35,0,0,0,0,12,0,0,5,0,21,7,3,0,12,3,0,0,0,0,28,0,4,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,23,45,4,33,16,3,3,7,10,132,0,3,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,3,0,5,27,0,0,3,4,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,5,0,23,0,5,0,0,0,0,0,38,4,28,0,12,0,0,0,0,0,42,9,0,0,3,11,0,0,5,0,32,10,10,0,19,3,0,0,0,0,43,0,3,0,5,0,0,0,0,0,5
UCL521025,0,5,0,4,3,0,0,0,0,16,0,8,0,3,0,0,0,0,0,14,0,4,0,0,3,0,3,0,0,16,4,3,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,8,32,9,15,18,7,3,0,0,94,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,8,6,43,0,0,0,10,0,3,69,0,0,7,0,0,0,6,4,0,15,3,3,0,0,6,0,0,0,0,15,5,11,0,5,3,0,6,0,0,24,0,14,0,3,0,0,0,0,0,17,10,7,5,0,3,0,4,0,0,32,4,4,0,6,3,0,4,0,0,21,0,0,0,0,4,0,0,0,0,3
UCL521026,3,10,0,5,0,0,0,0,0,21,0,14,0,7,0,0,0,0,0,22,10,0,0,3,14,0,0,0,0,32,3,9,0,4,5,5,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,32,10,21,29,10,8,9,0,132,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,6,7,34,6,0,0,10,6,0,63,0,0,11,0,0,0,3,7,0,19,4,0,5,0,5,0,0,0,0,10,3,17,3,8,0,0,0,0,0,26,0,17,0,7,5,0,5,0,0,34,6,3,0,3,14,5,0,0,0,36,3,6,4,8,5,5,0,0,0,34,0,0,0,0,8,0,0,0,0,5
UCL521027,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,0,0,0,10,0,4,0,0,14,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,3,6,12,0,10,7,0,44,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,5,33,0,4,0,9,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,0,3,0,10,0,3,0,0,20,0,0,0,6,0,4,4,3,0,13,0,0,0,0,0,0,0,0,0,0
UCL521028,0,9,0,3,0,0,0,0,0,13,0,5,0,4,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,11,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,17,5,18,9,0,0,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,8,11,0,33,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,7,0,12,0,4,0,0,0,0,0,17,0,6,0,4,0,0,0,0,0,12,4,0,0,5,6,0,0,0,0,15,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6
UCL521029,6,10,0,5,0,0,0,0,0,21,6,12,0,3,0,0,0,0,0,23,4,0,0,0,0,3,0,4,0,14,0,6,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,7,15,13,7,6,6,0,88,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,19,0,0,0,0,8,0,38,0,0,4,0,0,0,0,3,0,7,6,0,7,4,3,0,0,7,0,42,6,11,0,5,0,0,0,4,0,20,4,9,0,3,0,0,4,0,0,28,0,0,0,0,0,3,0,0,0,22,4,6,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,3
UCL521030,0,0,0,0,0,0,0,0,0,9,0,9,0,0,3,0,0,0,0,10,3,3,0,5,5,5,0,7,0,23,0,6,0,0,0,5,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,7,12,15,0,8,9,9,4,26,8,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,0,0,0,4,14,0,42,3,0,10,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,13,3,3,0,0,0,0,0,0,0,11,0,10,0,0,3,0,3,0,0,17,7,3,0,5,5,5,0,12,0,35,0,5,0,6,0,5,0,10,0,21,0,0,0,0,0,0,0,0,0,4
UCL521031,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,12,5,0,0,7,3,0,0,0,0,12,0,0,0,0,5,0,0,0,0,7,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,0,13,11,0,3,6,0,56,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,18,0,0,0,3,3,0,31,0,0,6,0,0,0,4,0,0,7,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,0,0,0,0,11,8,6,4,0,0,0,0,0,0,15,5,0,0,5,3,0,3,0,0,18,0,0,0,0,5,0,0,0,0,13,0,0,0,0,4,0,6,0,0,4
UCL521032,5,5,0,0,0,0,0,0,0,13,0,9,0,5,0,0,0,0,0,11,6,0,0,0,3,4,0,4,0,12,0,0,0,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,17,0,9,11,5,0,3,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,3,3,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,8,0,0,0,0,0,0,0,13,5,10,0,5,0,0,0,0,0,13,8,0,0,0,3,3,0,5,0,21,0,3,0,6,3,0,0,0,3,19,0,0,0,0,0,0,0,0,0,6
UCL521033,0,4,0,0,0,0,0,0,0,5,4,8,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,6,7,3,0,5,3,43,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,13,4,9,0,0,0,0,0,5,0,16,5,0,0,0,0,0,3,0,3,16,0,0,0,4,4,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0
UCL521034,0,6,0,4,0,0,0,0,0,15,0,12,0,6,0,0,0,0,0,16,4,0,0,0,15,0,5,0,0,24,0,0,0,7,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,14,18,12,19,20,5,6,4,3,100,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,9,3,25,6,4,0,9,4,0,57,0,0,3,0,0,0,0,8,5,13,3,6,3,6,0,0,0,0,0,16,0,6,0,4,0,0,0,0,0,23,3,12,0,6,0,0,0,0,0,19,3,5,0,0,15,3,4,0,0,26,0,0,0,11,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4
UCL521035,0,5,0,0,0,0,0,0,0,12,0,3,0,3,0,0,0,0,0,8,9,0,0,0,5,0,0,4,0,14,3,3,0,5,0,0,0,0,0,17,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,18,0,14,9,0,0,11,0,64,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,3,3,0,24,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,19,0,9,0,3,0,0,0,0,0,16,9,0,0,0,5,0,0,3,0,14,3,3,0,6,0,0,0,0,0,15,0,0,0,3,5,0,0,0,0,8
