UCL_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
UCL515006,35,57,157,141,184,168,60,5,0,817,0,0,9,0,9,16,3,0,0,44,0,0,6,7,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,9,0,0,3,0,3,3,0,0,0,9,0,0,3,7,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,15,7,20,22,12,30,7,0,0,111,0,8,9,12,9,20,3,0,0,58,0,6,3,10,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,4,0,0,0,0,0,0,0,6,0,5,7,3,6,3,4,0,0,19,0,0,11,12,11,3,4,0,0,38,0,7,17,19,18,16,5,0,0,84,5,9,26,32,32,22,6,0,0,126,7,11,37,23,38,51,19,0,0,176,0,0,0,6,0,0,0,0,0,8,0,0,4,3,10,8,0,0,0,25
UCL515007,23,20,59,176,134,76,14,8,0,513,0,0,3,4,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,11,7,0,9,21,11,4,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,14,0,0,0,4,0,0,5,0,0,7,13,4,8,25,10,15,0,0,0,67,13,3,4,20,15,0,0,0,0,52,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,6,0,0,4,16,3,0,0,0,0,24,0,0,5,8,8,3,0,0,0,23,0,0,4,5,7,6,0,0,0,21,0,0,10,31,30,10,0,0,0,82,0,0,15,28,31,10,0,0,0,90,0,0,0,3,0,0,0,0,0,3,0,0,6,3,5,0,0,0,0,16
UCL515008,25,24,55,102,95,70,8,0,0,388,0,0,0,0,0,0,0,0,0,6,3,0,11,18,24,4,0,0,0,54,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,9,5,0,3,0,0,0,14,7,0,9,5,3,7,0,0,0,37,0,0,3,8,11,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,6,0,0,4,0,0,6,0,0,0,9,0,0,6,5,3,0,0,0,0,19,0,0,9,15,20,18,0,0,0,57,0,3,3,7,10,5,0,0,0,34,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,12
UCL515009,47,18,64,114,122,98,52,15,0,530,0,0,0,0,0,0,0,3,0,7,0,0,0,0,4,0,0,0,0,3,6,0,5,13,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,4,13,0,7,12,15,14,0,0,0,62,11,8,11,13,7,6,6,0,0,67,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,4,5,11,5,6,0,0,0,29,0,0,0,5,9,3,3,0,0,23,0,0,4,13,4,8,0,0,0,30,0,0,13,27,31,20,0,3,0,101,0,0,16,26,43,24,9,0,0,116,0,0,0,3,3,4,0,0,0,12,0,0,7,7,6,0,0,0,0,23
UCL515010,16,40,111,83,89,105,56,5,0,508,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,12,3,0,0,33,0,0,0,5,5,8,0,0,0,23,3,0,3,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,3,4,4,0,0,0,0,12,0,0,19,16,22,23,4,0,0,79,6,17,25,19,13,13,8,0,0,100,4,10,42,33,40,34,7,0,0,163,0,0,6,3,0,0,0,0,0,11,0,0,0,5,4,3,0,0,0,16
UCL515011,46,38,95,129,134,107,37,6,0,579,0,5,13,3,0,9,3,0,0,36,0,6,4,6,3,0,0,0,0,18,4,3,8,3,0,0,0,0,0,15,0,0,0,5,6,0,0,0,0,10,0,0,4,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,11,8,12,14,18,11,3,0,0,76,14,0,5,4,4,11,0,0,0,45,0,3,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,4,0,0,0,7,5,0,0,0,0,12,0,3,11,5,0,6,0,0,0,30,0,0,9,4,14,7,4,0,0,37,0,4,4,10,15,18,5,0,0,57,4,5,16,29,32,37,4,0,0,122,0,0,0,8,0,0,0,0,0,7,0,0,4,3,0,0,0,0,0,18
UCL515012,42,38,141,122,124,79,17,0,0,578,0,0,0,0,3,0,3,0,0,7,0,4,6,0,5,0,0,0,0,20,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,0,0,0,23,0,0,0,4,3,0,0,0,0,10,12,8,14,10,15,7,4,0,0,69,11,0,6,3,0,0,0,0,0,33,0,4,4,6,4,0,0,0,0,17,0,0,6,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,12,0,0,3,5,0,0,0,0,0,10,0,0,8,10,0,0,0,0,0,26,0,3,3,0,3,0,0,0,0,8,0,0,0,4,16,10,3,0,0,37,0,4,14,26,36,15,0,0,0,95,8,8,57,31,26,24,7,0,0,162,0,0,0,3,3,0,0,0,0,8,4,0,7,5,3,0,0,0,0,26
UCL515013,57,63,185,189,174,124,26,5,0,825,0,0,0,0,0,0,0,0,0,8,0,0,4,3,0,0,0,0,0,5,0,4,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,5,6,7,0,0,0,17,3,0,0,0,4,0,0,0,0,7,9,8,17,17,24,12,5,0,0,86,18,28,49,25,18,9,0,0,0,138,0,10,29,15,6,6,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,4,10,6,0,3,0,0,25,0,4,10,10,4,6,5,0,0,32,0,3,21,18,3,3,0,0,0,49,0,3,9,13,23,7,0,0,0,65,0,0,18,27,21,13,4,0,0,83,0,0,20,18,22,23,6,0,0,88,0,0,0,0,3,3,0,0,0,7,0,0,10,7,8,0,0,0,0,23
UCL515014,5,11,56,32,38,26,16,0,0,184,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,3,0,0,0,0,0,15,0,4,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,20,0,3,17,11,13,12,0,0,0,63,0,3,21,12,8,16,8,0,0,66,5,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3
UCL515015,32,48,170,142,140,98,35,8,0,678,0,0,5,6,7,4,0,0,0,25,0,0,5,6,0,0,0,0,0,14,9,14,54,27,17,11,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,8,5,7,9,9,6,3,0,0,54,11,0,3,0,10,5,3,0,0,30,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,8,0,0,0,0,4,5,0,0,0,15,0,0,6,4,0,9,0,0,0,24,0,0,7,11,20,18,8,0,0,65,3,4,24,21,24,18,0,0,0,93,0,0,0,0,0,0,0,0,0,8,0,0,7,0,4,3,0,0,0,13
UCL515016,10,16,64,62,79,84,33,5,0,349,0,0,0,0,0,0,4,0,0,6,0,0,0,0,4,7,0,0,0,15,0,3,0,0,0,6,3,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,8,6,9,6,3,0,0,31,3,0,12,7,7,14,4,0,0,49,0,0,0,0,0,7,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,4,6,3,0,0,0,19,0,0,7,3,8,3,0,0,0,23,0,0,13,16,9,13,4,0,0,46,0,3,15,8,12,11,0,3,0,51,0,0,0,0,3,4,0,0,0,6,0,0,6,0,7,3,0,0,0,13
UCL515017,21,12,34,51,68,75,29,4,0,289,0,0,0,4,0,0,3,0,0,11,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,13,0,0,0,37,6,7,9,3,13,15,8,0,0,68,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,16,0,0,5,0,3,0,0,0,0,10,0,0,4,5,11,7,0,0,0,28,0,0,3,3,11,8,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,13
UCL515018,18,27,82,77,93,88,16,4,0,399,0,0,0,0,0,0,0,0,0,0,3,10,13,19,17,16,0,0,0,75,0,5,0,5,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,6,4,0,12,13,9,3,0,0,45,4,6,8,7,0,4,0,0,0,21,0,0,0,0,4,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,6,0,6,5,6,5,4,0,0,0,11,0,5,12,10,13,13,0,0,0,50,0,7,6,7,6,7,3,0,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
UCL515019,49,89,185,158,154,171,54,9,0,867,0,4,11,4,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,5,10,12,22,9,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,7,3,0,0,4,3,0,0,23,12,6,11,23,14,17,8,0,0,90,12,6,6,12,17,7,0,0,0,60,0,0,0,5,4,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,14,0,0,6,0,0,0,0,0,0,5,0,0,0,4,3,5,4,0,0,12,0,3,3,4,0,4,0,0,0,19,3,0,9,7,9,3,6,0,0,40,5,7,27,21,22,22,6,0,0,111,3,16,24,28,26,30,12,0,0,139,0,5,0,0,0,0,0,0,0,5,5,0,6,0,3,9,0,0,0,29
UCL515020,40,74,274,205,182,159,55,4,0,998,0,9,26,9,3,4,0,0,0,46,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,3,10,6,15,21,13,15,7,0,0,88,12,6,28,14,10,8,5,0,0,80,0,4,14,3,14,4,4,0,0,31,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,3,0,0,0,9,0,0,6,0,4,0,0,0,0,7,0,3,13,15,8,5,0,0,0,41,4,0,9,9,6,5,0,0,0,38,4,4,28,36,24,10,0,0,0,109,0,15,49,34,45,27,0,0,0,170,9,21,92,79,33,50,10,0,0,291,0,0,0,5,0,0,0,0,0,12,0,0,5,12,6,0,0,0,0,34
UCL515021,42,28,55,71,96,100,37,0,0,429,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,5,0,0,0,3,15,3,3,6,10,5,3,0,0,44,10,6,5,7,0,3,0,3,0,34,0,0,0,0,7,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,3,3,10,6,0,0,0,22,0,0,0,0,3,5,0,0,0,9,0,0,3,9,10,5,0,0,0,30,0,5,6,11,11,18,3,0,0,60,0,4,10,21,28,21,6,6,0,88,0,0,0,5,0,0,0,0,0,6,0,0,0,0,3,4,0,0,0,8
UCL515022,60,100,202,174,179,185,70,17,0,987,0,7,14,11,11,8,0,0,0,50,0,0,8,0,0,0,0,0,0,7,0,0,0,0,6,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,16,0,0,0,0,6,3,0,0,0,21,22,11,16,22,26,20,8,0,0,129,22,12,21,14,9,13,3,0,0,85,0,4,0,0,10,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,6,0,0,0,12,0,0,4,3,0,0,0,0,0,6,0,9,3,3,5,0,0,0,0,20,3,3,6,7,7,7,5,0,0,38,0,0,9,11,21,12,0,0,0,52,0,0,20,31,33,29,7,0,0,128,3,11,38,26,37,45,19,0,0,180,0,0,0,6,0,0,0,0,0,13,3,10,12,3,9,7,0,0,0,37
UCL515023,25,62,125,94,109,96,44,9,0,571,0,0,3,5,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,11,0,4,0,0,0,0,23,11,9,7,9,7,17,4,0,0,75,14,0,7,9,7,3,3,0,0,47,0,0,0,0,3,3,0,0,0,13,4,0,0,4,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,9,9,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,10,0,0,6,4,7,0,0,0,0,17,6,3,19,19,14,17,0,0,0,85,0,7,17,18,17,30,11,0,0,100,0,0,0,0,0,0,0,0,0,7,3,3,4,10,3,0,0,0,0,21
UCL515024,24,32,64,51,59,80,33,3,0,343,0,8,5,0,6,0,0,5,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,4,0,0,0,7,0,7,6,7,10,6,6,0,0,40,0,0,3,0,3,6,4,0,0,20,0,0,0,4,0,4,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,7,0,0,0,0,3,3,0,0,0,9,0,4,7,5,5,8,0,0,0,19,0,3,19,19,15,10,0,0,0,66,0,3,10,14,13,16,7,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8
UCL515025,28,31,60,65,80,71,36,8,0,373,0,0,6,5,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,3,9,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,9,5,4,9,7,8,13,0,0,0,42,8,3,3,3,9,4,0,0,0,27,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,6,0,0,0,0,5,0,0,0,0,4,0,4,3,0,0,0,0,0,0,14,0,0,0,0,5,0,0,0,0,6,0,4,11,3,10,7,4,0,0,28,0,0,7,14,16,14,0,0,0,52,0,0,9,11,17,19,6,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
UCL515026,34,68,169,110,115,83,24,6,0,602,0,0,0,0,0,0,0,0,0,4,0,0,13,3,0,3,0,0,0,23,0,0,8,0,3,3,0,0,0,22,0,0,3,0,3,0,0,0,0,6,0,0,10,4,3,5,0,0,0,20,0,0,5,0,0,0,0,0,0,4,9,11,18,10,18,5,0,0,0,70,11,4,3,0,4,0,0,0,0,28,0,0,8,3,9,3,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,8,4,3,0,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,5,6,6,0,0,0,0,14,0,4,3,6,6,5,0,0,0,26,0,0,8,8,6,8,0,0,0,26,0,11,23,10,16,9,8,0,0,61,4,14,38,25,25,18,0,0,0,118,0,0,0,3,0,0,0,0,0,5,0,0,5,3,0,4,0,0,0,20
UCL515027,45,76,177,130,152,157,63,9,0,819,0,3,0,3,0,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,4,0,0,11,0,3,0,4,8,7,0,0,0,13,14,15,15,21,15,15,11,0,0,93,10,4,6,6,13,4,3,0,0,45,0,0,0,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,8,0,5,4,0,0,0,27,0,0,4,0,0,4,0,0,0,7,0,3,3,3,5,4,3,0,0,20,0,0,3,0,6,5,0,0,0,20,3,5,9,14,11,9,3,0,0,50,0,13,17,28,34,33,9,0,0,145,5,17,50,36,45,50,13,3,0,226,0,0,4,0,0,0,0,0,0,9,0,8,4,11,7,6,0,0,0,32
UCL515028,49,89,335,320,266,177,36,0,0,1278,0,0,0,0,0,0,0,0,0,3,4,18,107,91,45,16,0,0,0,284,0,0,5,0,0,0,0,0,0,8,0,0,4,6,0,0,0,0,0,12,0,3,10,0,3,0,0,0,0,18,0,0,0,5,0,0,0,0,0,3,3,7,25,26,14,6,0,0,0,97,15,3,17,10,5,5,0,0,0,58,0,5,4,9,13,3,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,4,0,11,10,3,0,0,0,0,34,0,4,5,10,3,0,0,0,0,20,0,6,19,18,14,4,4,0,0,70,0,8,18,22,10,7,0,0,0,68,0,11,42,29,36,15,0,0,0,128,9,8,48,33,22,14,0,0,0,129,0,3,5,3,0,0,0,0,0,12,4,3,15,9,5,3,0,0,0,37
UCL515029,11,16,87,124,91,70,6,0,0,401,0,0,0,0,0,0,0,0,0,0,0,9,28,30,22,14,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,16,0,0,3,3,3,0,0,0,0,12,0,5,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,7,7,5,6,0,0,0,25,0,0,0,7,0,0,0,0,0,11,0,4,16,8,9,3,0,0,0,35,0,0,10,8,7,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
UCL515030,48,57,123,143,145,151,42,10,0,722,0,3,0,4,6,4,0,0,0,17,0,8,7,7,8,5,0,0,0,34,6,3,7,11,7,11,0,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,3,3,5,9,0,0,0,25,3,0,0,0,3,0,0,0,0,8,21,14,20,7,23,12,0,0,0,95,30,10,6,10,10,10,0,0,0,64,0,0,0,0,5,7,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,6,4,0,0,0,0,0,13,0,0,5,7,6,0,0,0,0,19,4,7,3,0,10,4,0,0,0,29,0,5,0,4,14,10,0,0,0,35,4,3,14,17,25,23,3,0,0,93,8,11,24,31,28,34,8,0,0,146,4,0,11,7,4,7,0,0,0,25,0,0,3,4,4,5,0,0,0,25
UCL515031,37,35,59,97,113,129,59,15,0,544,0,0,0,6,0,5,15,9,0,28,0,3,3,4,8,8,0,0,0,22,0,0,0,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,15,0,0,3,0,0,0,0,0,0,3,14,0,13,13,17,18,8,0,0,89,9,5,8,15,11,13,0,0,0,65,0,0,0,4,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,4,5,0,0,11,0,0,3,3,7,4,3,0,0,25,0,0,4,6,6,7,0,0,0,22,0,0,3,5,12,5,0,0,0,25,0,3,6,15,18,23,7,0,0,72,0,7,10,16,39,19,6,0,0,90,0,0,0,3,0,0,0,0,0,3,0,6,6,7,7,0,0,0,0,19
UCL515032,26,33,70,68,124,71,9,0,0,411,0,0,0,5,0,0,0,0,0,10,0,0,7,6,3,3,0,0,0,11,0,0,6,4,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,17,0,0,0,3,0,0,0,0,0,6,9,12,8,3,9,10,0,0,0,49,10,0,0,0,6,5,0,0,0,20,0,5,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,3,0,0,0,0,0,9,0,3,8,7,8,4,0,0,0,23,0,0,0,3,0,0,0,0,0,11,0,0,4,3,5,4,0,0,0,22,0,0,3,14,15,17,3,0,0,59,0,5,16,10,13,9,4,0,0,58,0,0,0,0,0,0,0,0,0,5,0,3,3,5,6,4,0,0,0,22
