UCL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
UCL515006,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,9,9,11,24,10,7,73,0,5,4,12,11,24,10,7,78,168,189,174,235,253,191,89,21,1316,64,72,48,56,42,31,15,5,338,235,271,233,303,309,244,112,29,1726,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,14,0,7,5,4,7,0,0,0,17,164,224,194,237,246,167,84,22,1343,56,52,47,42,37,21,15,9,283,219,281,251,278,291,188,102,37,1638,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,6,11,18,24,13,7,85,0,10,10,15,18,24,13,7,91,334,413,370,471,500,355,171,41,2653,120,123,100,100,80,56,29,11,622,452,547,482,579,598,433,208,67,3366
UCL515007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,5,0,0,22,0,0,0,8,4,5,0,0,22,62,60,183,133,93,55,27,12,616,6,13,24,21,6,0,3,0,80,70,80,206,163,97,62,30,9,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,58,96,224,141,108,67,21,10,721,9,12,26,18,9,7,0,0,74,66,106,244,160,116,74,20,10,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,4,5,0,0,30,0,0,0,13,4,5,0,0,29,118,157,405,275,198,118,42,18,1336,11,23,51,36,18,11,4,0,151,131,185,450,319,220,141,51,20,1512
UCL515008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,7,0,0,0,0,25,0,4,8,7,0,0,0,0,25,53,57,100,89,76,17,4,0,401,9,10,13,15,7,3,0,0,56,62,70,126,111,90,21,9,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,3,0,0,0,0,10,36,73,99,96,59,15,9,0,381,10,19,14,16,9,0,0,0,60,45,91,110,109,67,15,6,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,12,7,0,0,0,0,34,0,4,12,9,0,0,0,0,31,90,129,199,188,133,33,12,0,778,14,27,26,23,13,3,0,0,115,108,163,235,223,156,35,13,0,928
UCL515009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,10,29,10,3,64,0,3,0,9,10,29,10,3,68,132,70,133,143,150,188,112,31,965,18,12,17,18,12,14,11,3,106,154,87,150,166,177,227,129,40,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,0,0,0,3,4,0,0,8,129,101,163,176,202,227,142,63,1196,13,15,20,26,10,15,15,0,110,141,110,182,197,218,251,156,67,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,15,30,13,10,78,0,3,4,9,15,30,13,10,82,264,174,299,317,355,410,253,87,2160,33,24,33,44,26,30,22,9,218,295,201,329,366,397,480,285,102,2457
UCL515010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,14,13,4,0,46,3,3,0,8,14,13,4,0,46,118,160,125,130,140,92,24,8,816,47,49,43,39,54,39,10,0,277,165,210,167,181,212,148,38,7,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,5,0,0,0,8,126,187,139,148,149,92,34,11,882,57,74,57,57,37,23,13,4,333,189,262,197,215,189,118,46,16,1224,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,6,6,15,20,4,0,53,3,3,6,6,15,20,4,0,56,249,345,268,284,293,183,59,22,1697,100,124,97,100,91,63,24,8,609,352,475,369,392,400,264,87,24,2362
UCL515011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,21,15,9,72,0,0,0,12,6,21,15,9,69,127,101,141,137,144,144,97,27,924,11,8,16,14,13,15,10,0,79,139,117,152,160,166,178,117,36,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,3,3,14,0,0,4,5,0,3,3,3,15,120,142,169,152,189,190,121,48,1125,4,4,10,6,10,16,4,3,58,125,143,177,165,201,204,130,56,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,15,23,15,14,88,0,0,6,13,11,23,15,14,90,251,245,310,294,336,337,217,72,2048,14,17,25,17,23,29,12,4,134,266,256,332,326,368,384,249,88,2273
UCL515012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,7,9,7,0,42,0,7,10,5,6,9,7,0,44,122,148,120,137,87,63,23,7,693,3,15,13,8,9,4,3,0,57,127,163,141,152,107,75,29,8,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,120,193,151,152,88,73,20,6,808,6,12,6,8,0,8,0,0,39,133,204,157,162,89,77,22,7,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,5,7,9,7,0,44,0,7,12,6,6,9,7,0,44,243,335,273,288,175,136,39,7,1503,15,28,20,20,12,9,0,0,100,254,367,305,309,196,151,50,14,1644
UCL515013,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,9,10,6,22,25,5,0,84,0,11,15,13,22,25,5,0,95,133,191,194,178,147,91,43,5,977,23,21,24,20,16,14,4,0,120,154,226,229,211,184,124,54,8,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,13,0,5,0,5,0,4,0,0,7,126,253,200,155,129,86,36,6,1008,18,18,17,12,10,11,4,0,90,144,277,226,174,145,95,43,6,1101,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,10,14,9,22,26,5,0,90,0,15,20,15,22,26,5,0,100,264,445,392,334,275,168,77,13,1981,36,39,37,37,23,22,8,0,210,300,500,453,384,329,219,96,17,2291
UCL515014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,0,16,0,9,0,4,3,4,0,0,18,49,83,68,61,50,18,8,0,338,13,12,3,4,7,0,0,0,37,63,93,72,64,62,26,8,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,100,68,69,63,25,3,0,385,14,14,8,0,6,0,0,0,41,66,114,73,67,74,28,3,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,0,14,0,9,0,4,3,4,0,0,20,111,177,137,127,116,46,13,3,724,24,22,14,6,13,5,0,0,84,131,208,148,138,133,53,13,3,828
UCL515015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,13,20,13,55,0,0,6,10,4,13,20,13,55,123,185,163,160,138,117,89,31,1007,9,15,7,19,14,4,10,6,77,132,191,170,186,148,133,122,54,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,108,177,135,151,153,167,135,69,1093,6,7,5,13,8,12,9,9,69,117,189,145,165,169,180,140,75,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,15,23,13,68,0,0,3,10,5,15,23,13,65,232,364,296,311,289,282,221,99,2102,19,18,13,34,23,16,20,12,145,248,381,315,354,319,311,264,124,2320
UCL515016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,18,4,0,45,0,0,0,7,13,18,4,0,45,45,68,67,79,109,125,59,9,564,4,8,12,16,10,16,10,0,70,48,74,84,102,132,157,73,8,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,43,81,82,72,139,133,48,20,617,3,7,8,5,12,13,10,7,68,44,85,93,86,147,149,58,23,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,19,5,0,53,0,0,0,9,15,19,5,0,53,80,153,152,156,242,261,107,27,1180,12,14,18,26,22,30,17,3,139,96,163,172,189,274,300,133,36,1364
UCL515017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,5,0,30,0,0,0,6,4,16,5,0,34,45,44,53,80,105,86,41,7,457,6,11,14,22,21,23,11,3,96,50,55,62,99,131,119,56,14,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,51,52,63,106,83,36,13,431,11,9,8,12,14,19,4,0,81,45,59,63,77,116,109,47,11,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,5,0,31,0,0,0,6,4,13,5,0,38,77,95,107,145,211,170,75,15,894,21,18,20,29,35,41,19,4,176,97,112,122,172,248,222,101,27,1106
UCL515018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,4,0,0,35,0,0,4,10,11,4,0,0,35,79,95,77,99,101,44,18,0,516,14,19,23,28,10,10,3,0,113,90,119,105,133,122,64,25,5,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,0,0,3,0,4,0,0,0,12,85,79,104,97,91,46,10,3,521,31,17,28,14,7,6,3,0,104,116,99,135,114,101,53,10,3,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,7,0,0,44,0,4,4,10,14,7,0,0,42,163,176,186,201,194,89,23,5,1040,44,38,50,37,23,14,4,0,215,209,213,242,244,230,118,33,11,1290
UCL515019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,26,14,3,56,0,8,0,0,11,26,14,3,59,207,221,197,188,219,141,79,22,1272,29,25,32,25,18,16,8,7,166,241,251,228,215,241,184,102,30,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,5,0,0,0,0,8,195,208,174,187,195,176,97,41,1275,29,24,18,20,14,17,13,16,150,227,230,196,204,212,194,109,59,1429,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,9,12,30,14,3,63,0,8,5,9,12,30,14,3,71,404,429,370,376,409,317,182,68,2548,61,51,51,45,37,33,22,21,311,465,481,429,423,455,378,214,89,2929
UCL515020,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,3,12,8,12,4,4,0,48,0,8,12,13,12,4,4,0,59,200,322,228,211,192,95,34,4,1290,49,74,44,49,42,23,7,0,294,243,405,288,277,248,127,42,7,1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,9,0,3,3,3,0,0,0,0,12,217,410,298,263,208,79,22,4,1497,55,77,63,54,26,14,6,6,309,276,497,362,318,243,95,25,12,1820,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,9,0,6,14,12,14,5,4,0,55,0,9,18,16,14,5,4,0,68,409,736,522,478,403,178,50,9,2785,106,160,103,102,73,32,13,9,602,514,903,643,593,490,222,68,16,3452
UCL515021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,21,9,3,48,0,0,0,6,4,21,9,3,51,102,58,77,102,124,114,48,13,633,5,0,3,7,5,3,0,0,29,106,63,84,115,133,138,65,20,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,58,60,85,105,138,119,70,14,640,0,0,4,3,5,3,3,0,23,60,65,92,105,143,123,69,15,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,21,14,9,51,0,0,0,6,7,21,14,9,55,164,120,162,208,258,228,114,27,1274,4,4,12,11,11,11,4,0,56,169,122,174,221,269,257,136,36,1383
UCL515022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,17,29,14,7,79,0,5,9,4,20,29,14,7,85,250,240,197,205,249,181,129,28,1473,15,11,13,29,9,10,7,5,99,268,251,214,236,277,222,152,40,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,5,0,0,0,9,217,236,219,231,266,243,140,68,1610,21,5,13,18,11,8,13,7,91,235,236,232,246,286,255,147,70,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18,30,14,10,92,0,5,8,8,24,30,14,10,92,467,474,416,432,519,423,267,94,3088,37,15,23,44,21,22,21,7,193,498,493,442,489,559,477,301,112,3366
UCL515023,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,18,17,7,8,61,0,0,0,11,18,17,7,8,60,130,141,115,138,126,113,50,16,818,19,25,17,13,18,15,15,0,121,151,167,132,160,158,149,64,20,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,7,0,0,0,3,7,0,0,0,7,125,130,121,118,142,114,54,34,836,17,18,18,9,17,12,0,4,101,139,152,139,132,164,120,59,38,944,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,11,24,20,7,9,70,0,0,0,12,24,20,7,9,71,254,273,233,257,265,220,101,47,1653,31,47,38,21,36,28,11,4,224,291,319,273,291,322,274,122,61,1946
UCL515024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,6,3,33,0,0,0,5,4,14,6,3,33,84,77,67,67,96,73,34,11,506,19,20,9,11,14,13,11,0,90,97,100,75,88,119,94,49,12,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,4,0,0,0,0,8,75,88,76,76,91,83,49,21,553,7,6,10,13,12,14,8,8,91,77,97,87,91,102,97,56,30,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,17,6,0,42,0,0,0,6,9,17,6,0,42,157,167,138,146,187,154,83,30,1055,21,26,21,25,27,22,15,16,174,174,192,163,175,224,194,103,47,1269
UCL515025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,9,11,32,0,0,0,0,6,14,9,11,33,93,72,75,91,108,95,49,20,598,23,7,9,15,11,13,12,15,91,117,71,88,109,118,116,68,34,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,4,0,0,10,88,90,82,111,130,106,59,28,695,12,8,10,16,19,12,18,18,119,99,100,99,127,153,120,74,50,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,18,9,4,41,0,0,5,0,3,18,9,4,47,184,161,161,206,240,196,103,41,1289,31,15,23,31,29,25,29,33,210,218,177,183,230,271,242,140,82,1541
UCL515026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,8,12,4,0,32,0,0,3,8,6,12,4,0,37,140,179,112,120,110,69,22,15,767,8,20,7,6,9,6,4,0,59,144,198,123,131,127,86,31,11,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,13,0,0,0,0,6,5,0,0,14,141,210,125,127,111,62,25,10,816,9,15,4,4,5,4,5,0,48,149,222,129,140,118,69,34,10,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,11,14,9,3,43,0,6,7,8,12,14,9,3,47,283,384,241,250,218,133,52,20,1579,19,30,11,17,14,11,7,0,106,300,419,255,276,247,153,63,23,1739
UCL515027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,9,29,12,5,52,0,4,0,5,9,29,12,5,61,201,210,162,199,203,187,89,27,1264,32,27,21,25,22,19,16,14,180,228,239,184,232,229,231,110,56,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,10,0,0,0,3,7,4,0,0,10,197,193,200,197,241,197,116,58,1391,25,27,22,20,15,17,20,34,187,218,220,230,220,256,215,134,96,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,7,32,11,7,69,0,4,0,12,7,32,11,7,71,392,401,359,397,441,379,198,89,2661,57,54,52,43,36,36,36,49,366,448,460,408,451,488,450,246,143,3090
UCL515028,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,22,14,16,5,0,0,59,4,6,22,16,16,5,0,0,66,185,350,310,262,174,46,0,0,1327,26,55,51,29,28,8,0,0,200,208,413,386,310,216,58,3,0,1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,11,0,0,3,6,0,0,0,0,11,188,391,336,204,124,31,4,0,1285,30,62,42,25,18,0,0,0,175,221,453,381,235,140,32,4,0,1465,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,4,23,16,19,5,0,0,64,4,4,24,19,19,5,0,0,74,367,744,651,465,299,75,8,0,2609,62,111,94,57,45,12,0,0,379,429,864,766,543,360,87,7,0,3060
UCL515029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,0,0,0,15,0,0,5,8,6,0,0,0,23,51,91,123,88,64,6,0,0,416,19,28,53,33,16,0,4,0,160,65,121,177,128,91,10,7,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,44,83,95,56,42,8,0,0,334,12,17,22,16,10,0,0,0,79,53,104,117,68,56,7,0,0,409,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,8,7,0,0,0,18,0,0,9,9,7,0,0,0,22,95,178,213,146,104,15,3,0,746,32,49,78,46,31,3,4,0,234,125,220,292,200,142,16,6,0,1009
UCL515030,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,16,15,18,26,20,18,113,3,4,16,17,18,26,20,18,120,179,153,171,182,212,181,117,32,1236,19,20,23,14,18,15,19,13,149,201,175,209,214,249,227,158,60,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,4,19,0,0,3,0,0,4,5,4,19,213,162,209,225,241,264,143,32,1484,27,14,21,18,12,19,22,34,161,235,178,237,244,255,287,166,66,1663,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,15,18,21,40,25,18,131,3,3,15,18,21,40,25,18,138,389,311,384,405,451,446,260,61,2716,46,34,42,35,38,32,44,44,311,433,355,442,453,506,512,327,126,3160
UCL515031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,16,24,31,5,80,0,0,0,9,16,24,31,5,81,108,76,101,131,191,213,105,25,947,19,15,16,20,30,27,21,6,154,128,92,122,153,233,269,157,40,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,18,0,0,0,3,3,4,3,0,18,84,96,133,160,218,251,132,29,1104,9,14,9,22,17,18,17,3,116,97,113,143,184,238,277,156,39,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,20,32,30,5,99,0,0,7,10,20,32,30,5,107,192,173,233,292,408,470,237,55,2055,25,36,30,34,51,41,42,8,272,217,206,268,336,476,541,309,71,2429
UCL515032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,6,4,0,42,0,0,0,7,21,6,4,0,43,87,76,69,120,72,52,18,4,498,14,7,3,16,10,3,0,0,54,99,89,74,149,97,62,16,6,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,4,0,0,0,5,0,3,0,0,10,83,72,94,106,100,55,16,6,534,7,3,9,6,4,6,0,0,34,94,78,108,114,109,59,15,8,576,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,5,12,21,8,4,0,47,0,0,0,12,26,8,4,0,56,173,153,166,224,169,103,29,12,1028,16,14,15,23,9,8,0,3,90,191,169,185,260,202,119,32,11,1174
UCL515033,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,3,10,12,14,3,0,0,51,0,3,16,17,16,3,0,0,55,105,174,255,163,96,20,4,0,819,21,30,45,26,17,4,0,0,147,131,212,319,197,131,27,8,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,3,3,0,0,0,0,11,101,220,241,134,79,19,8,0,799,20,30,38,22,13,0,0,0,129,115,261,283,165,97,20,8,0,935,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,6,0,7,15,17,18,3,0,0,61,0,7,17,18,17,3,0,0,65,203,399,497,295,176,36,9,0,1617,41,61,85,52,31,7,0,0,277,249,471,605,363,221,47,10,0,1960
