UCL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
UCL522002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,5,0,0,6,9,9,11,13,12,21,7,3,93,0,6,0,0,6,0,0,0,11,10,15,14,14,18,29,13,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,5,13,10,23,24,33,20,3,131,0,0,0,5,0,3,0,0,7,10,13,10,23,24,36,18,3,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,9,0,0,10,23,20,22,34,39,54,29,9,220,4,6,0,6,6,4,0,0,19,22,30,23,38,41,64,29,9,248
UCL522003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,21,26,13,12,11,5,0,0,89,3,0,4,3,0,0,0,0,13,31,27,16,18,11,6,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,20,18,7,3,3,3,96,0,0,7,0,0,0,0,0,10,22,27,26,17,4,3,3,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,47,51,31,31,16,10,6,0,187,3,6,11,3,0,0,0,0,21,51,53,38,37,14,11,6,4,218
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,49,17,15,14,6,0,0,0,102,0,0,0,0,0,0,0,0,0,49,17,22,9,6,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,21,16,9,7,3,0,117,4,0,0,0,0,0,0,0,0,35,28,21,16,9,7,3,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,79,45,35,23,25,9,3,0,221,4,0,4,0,0,0,0,0,4,82,45,38,26,25,9,3,0,228
UCL522005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,21,14,5,3,4,0,84,3,6,0,0,0,0,0,0,14,15,25,23,14,5,3,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,29,9,8,4,4,0,106,0,7,0,0,0,0,0,0,6,22,23,29,13,15,4,3,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,44,52,23,19,9,9,0,189,5,8,0,0,0,0,0,0,18,41,55,55,24,22,9,9,0,214
UCL522006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,5,0,0,8,35,14,15,35,29,20,10,7,159,0,0,5,3,3,0,0,0,13,36,18,20,34,30,32,7,7,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,26,25,38,24,13,3,177,4,0,0,5,0,0,0,0,10,30,19,22,31,41,24,13,3,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,5,0,0,6,61,30,39,63,69,46,22,9,338,3,4,3,7,7,0,0,0,21,63,33,46,70,69,52,21,8,369
UCL522007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,0,0,0,0,0,6,3,0,6,10,3,13,5,19,25,11,0,84,0,0,0,0,0,0,0,0,4,10,3,13,5,19,28,15,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,10,6,21,24,4,0,85,0,0,0,3,0,0,0,0,5,7,12,10,4,19,27,6,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,8,0,0,0,0,0,6,4,0,8,16,22,17,13,36,50,15,0,170,0,0,0,3,4,4,4,3,10,16,22,17,17,42,58,21,9,191
UCL522008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,5,10,5,7,16,16,5,0,68,0,0,4,0,0,0,0,0,3,5,10,9,11,20,20,8,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,7,13,11,11,17,16,5,4,72,0,0,0,3,3,4,6,0,8,4,11,11,18,19,16,7,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,7,15,24,15,20,38,27,11,4,143,0,0,4,0,3,4,6,0,15,15,22,19,21,40,37,14,4,166
UCL522009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,3,0,3,0,0,8,25,13,22,40,22,11,6,0,132,0,4,4,0,6,0,0,0,15,22,21,22,46,28,13,6,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,31,15,26,35,21,6,6,0,138,3,4,0,3,0,0,0,0,16,37,22,26,33,21,12,6,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,3,0,5,0,0,11,55,32,46,70,41,15,10,0,278,5,7,0,7,6,0,0,0,28,60,42,49,79,49,25,10,0,313
UCL522010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,37,17,16,20,20,13,3,0,126,0,0,0,3,10,15,6,8,43,36,17,17,24,30,32,16,10,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,25,22,23,21,3,0,122,0,0,0,0,3,6,6,0,20,22,16,25,26,25,21,12,4,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,54,31,39,36,42,32,7,3,246,0,0,0,4,11,24,16,8,61,52,31,40,43,52,58,26,10,313
UCL522011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,13,0,0,0,0,0,4,3,0,13,8,15,24,11,18,20,12,5,108,5,0,11,4,0,3,0,0,27,16,16,33,15,23,28,12,5,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,12,10,20,15,7,0,95,4,6,10,0,0,4,0,0,21,12,19,21,14,24,20,7,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,13,0,0,0,0,0,4,3,0,13,22,30,38,24,40,34,20,9,209,6,3,17,3,4,8,0,0,44,31,36,54,26,41,52,20,9,265
UCL522012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,17,0,0,0,0,0,3,6,3,17,14,27,18,18,43,41,17,5,181,0,6,0,3,0,8,0,0,20,18,32,19,26,47,49,24,5,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,7,28,14,20,40,36,25,6,178,0,3,0,3,4,0,8,0,15,7,27,21,24,42,44,29,8,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,19,0,0,0,0,0,9,6,3,19,21,51,38,35,82,77,45,10,360,0,5,4,5,6,8,4,4,40,23,55,36,49,92,92,53,16,416
UCL522013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,4,0,0,9,22,15,20,29,35,26,3,5,157,0,0,0,0,0,5,0,0,8,24,13,23,30,39,30,6,5,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,20,41,36,21,10,5,170,6,0,0,0,3,0,0,0,13,28,19,20,41,37,21,10,5,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,4,0,0,8,47,29,45,70,72,42,13,9,327,13,0,0,0,9,5,3,0,21,57,35,49,74,79,44,19,8,359
UCL522014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,10,14,11,18,6,6,0,74,0,0,4,0,0,3,0,0,5,6,10,15,14,18,11,6,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,10,12,19,9,3,0,79,0,0,0,0,3,0,0,0,0,11,9,10,16,19,9,5,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,20,25,26,21,35,13,9,0,154,0,0,4,3,3,3,0,0,9,20,25,29,26,36,19,9,0,167
UCL522015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,11,30,21,15,11,14,0,0,90,0,0,6,0,0,0,0,0,11,11,34,21,11,15,14,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,23,27,18,6,12,8,0,0,98,0,8,0,0,4,0,0,0,8,23,36,18,10,15,13,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,33,59,36,18,21,24,0,0,190,0,4,6,0,4,0,0,0,18,33,63,39,24,31,23,3,0,217
UCL522016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,8,9,5,12,20,20,12,0,93,0,0,4,0,4,0,0,0,17,8,15,12,14,26,20,18,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,8,16,12,17,13,15,0,94,0,0,3,0,5,3,0,3,20,9,15,21,16,23,14,13,5,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,14,19,23,24,38,31,28,0,184,4,6,7,5,8,3,3,3,31,19,21,30,29,46,33,29,5,221
UCL522017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,15,0,0,0,0,4,4,3,0,15,13,14,21,22,31,31,12,0,135,0,0,0,0,3,0,3,0,14,16,18,20,23,39,35,20,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,16,19,12,26,37,32,6,0,145,7,0,0,0,3,0,0,0,11,19,20,12,25,39,36,6,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,19,0,0,0,0,3,8,3,0,19,22,35,26,45,64,62,21,3,282,3,0,0,3,10,4,5,0,26,25,35,36,49,75,76,27,5,323
UCL522018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,9,0,0,8,3,10,0,5,4,15,4,0,45,0,4,0,3,0,5,0,0,16,3,6,0,11,9,29,12,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,8,6,14,5,0,45,4,0,3,0,0,4,0,0,12,9,4,10,8,10,23,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,0,0,0,0,0,8,0,0,14,6,11,10,16,16,33,13,0,92,4,3,3,3,7,7,0,0,26,11,9,5,16,22,52,11,0,130
UCL522019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,4,6,9,3,20,11,4,8,61,0,0,10,0,3,0,0,0,15,4,0,17,3,27,16,4,9,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,12,15,15,4,3,61,0,3,5,3,3,0,0,0,18,3,10,12,16,18,15,4,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,10,7,16,15,31,23,9,11,119,0,5,13,3,3,0,0,3,27,15,10,25,22,38,26,9,8,155
UCL522020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,13,10,15,8,0,0,86,0,0,0,0,4,0,0,0,10,19,20,14,12,23,7,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,10,15,19,5,0,0,78,0,0,4,0,3,0,0,0,8,19,19,18,15,19,5,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,39,21,21,35,8,0,0,167,0,0,4,0,9,0,0,0,18,40,39,26,26,43,15,0,0,184
UCL522021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,10,0,0,0,0,3,0,4,0,9,15,13,17,16,15,36,7,0,125,0,0,5,3,0,0,4,0,10,15,9,20,17,21,38,17,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,34,17,15,29,13,3,133,3,0,0,0,0,0,0,0,5,12,11,34,17,15,34,17,4,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,9,0,0,0,0,3,0,5,0,11,30,21,51,36,31,68,22,3,259,3,0,5,3,0,3,0,0,17,29,22,49,35,38,71,30,4,289
UCL522022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,19,0,0,0,4,4,3,3,0,19,5,6,12,11,15,9,11,0,66,0,0,0,3,3,4,5,0,15,5,10,14,18,18,20,14,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,6,17,14,20,6,0,84,4,0,3,7,0,3,0,0,16,13,17,6,20,21,19,7,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,0,19,0,0,0,4,4,7,3,0,19,10,24,15,26,25,25,20,0,149,4,3,5,8,3,11,4,0,35,11,30,24,37,36,39,26,0,205
UCL522023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,7,0,0,16,6,12,14,17,29,14,11,7,110,0,0,3,0,6,3,0,0,18,6,15,19,26,35,32,11,9,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,3,13,13,12,25,26,22,8,5,120,0,0,0,0,3,3,0,0,8,13,20,14,25,32,26,9,5,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,0,14,0,0,0,0,3,12,5,0,20,17,29,29,38,52,39,15,13,228,0,0,3,0,14,10,0,0,27,17,33,33,47,64,57,21,9,279
UCL522024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,8,0,0,0,5,4,5,0,0,7,7,0,3,8,23,34,19,0,97,0,0,0,0,0,4,0,0,0,7,0,3,9,24,37,17,4,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,10,34,37,16,0,124,0,0,0,0,4,0,0,4,6,4,4,5,13,38,37,16,4,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,9,0,0,0,0,4,5,0,0,8,14,11,12,15,55,68,33,6,218,0,0,0,0,4,4,0,4,9,14,11,12,23,62,74,37,10,232
UCL522025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,16,0,0,0,0,3,0,3,4,16,14,19,23,13,27,36,16,8,156,4,0,4,4,4,7,3,3,32,23,17,25,19,37,46,24,8,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,22,18,30,31,19,10,162,0,3,3,6,9,6,4,0,28,15,15,30,19,41,43,20,13,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,12,0,0,0,0,3,0,3,4,12,32,31,41,33,61,75,29,12,314,4,5,5,9,12,14,11,6,61,34,34,49,43,75,91,49,20,391
UCL522026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,9,0,0,0,0,0,7,3,0,8,0,10,3,11,30,44,30,0,123,0,0,0,0,0,5,3,0,11,4,7,3,11,31,52,32,5,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,15,18,35,22,5,119,0,0,0,0,0,4,0,0,5,3,6,10,15,18,39,24,6,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,3,3,0,14,7,14,12,25,48,77,49,5,249,0,0,0,0,0,6,4,0,10,10,19,12,24,49,93,58,10,276
UCL522027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,14,0,0,0,3,4,9,0,0,14,6,12,16,17,28,21,18,3,132,0,0,3,0,0,0,0,0,10,6,21,24,24,30,24,19,10,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,21,11,17,7,30,27,13,0,129,0,0,3,0,0,4,0,0,10,21,11,22,13,31,32,17,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,19,0,0,0,3,0,9,0,0,19,28,23,35,30,59,48,33,8,261,0,0,5,0,3,3,3,0,21,32,28,42,35,64,51,37,7,304
UCL522028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,11,0,3,19,18,11,0,60,0,0,0,0,0,5,0,0,5,0,7,0,3,24,24,12,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,14,11,14,0,59,0,0,0,0,0,5,0,0,10,0,6,3,4,18,16,17,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,6,17,6,6,34,28,25,5,121,0,0,0,0,5,4,0,0,9,4,18,6,6,38,33,24,5,137
UCL522029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,22,23,26,16,16,19,10,0,132,0,0,0,4,3,0,0,0,11,22,27,27,18,19,24,11,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,25,23,20,21,10,3,137,0,0,0,3,0,0,0,0,5,14,25,28,30,21,21,10,3,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,3,0,0,0,0,0,11,33,46,51,42,36,41,15,3,275,0,3,0,5,4,0,0,0,14,33,49,55,43,42,44,16,3,298
UCL522030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,8,11,18,12,22,6,4,0,83,3,3,4,3,3,0,0,0,18,10,18,17,16,25,11,7,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,13,12,12,14,3,0,79,5,0,4,5,0,0,0,0,15,12,21,14,14,14,12,3,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,20,34,24,21,35,17,6,0,162,11,3,6,5,4,3,0,0,36,27,37,33,27,42,22,8,0,198
