UCL_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
UCL521043,5,3,5,0,0,0,0,3,3,0,0,0,4,6,11,0,4,3,4,0,11,3,4,8,10,0,10,17,4,21,5,0,6,9,3,8,17,3,22,13,0,13,18,0,20,3,0,3,21,4,26,16,0,18,0,0,3,149,47,188
UCL521044,4,3,12,0,0,5,3,3,3,0,19,19,8,32,41,3,18,23,29,5,36,24,11,31,11,11,25,20,3,20,3,8,13,5,0,13,14,6,19,9,0,9,12,0,15,0,0,0,13,0,14,18,0,18,7,8,13,188,134,315
UCL521045,4,7,8,0,0,0,0,7,7,4,7,11,0,13,16,8,11,17,14,3,23,10,11,21,13,5,18,14,5,14,5,4,11,8,0,10,7,4,12,6,0,6,6,0,3,0,0,0,6,0,6,13,0,13,0,3,3,122,77,200
UCL521046,0,6,0,0,0,0,3,4,7,9,5,8,6,4,10,11,3,14,11,5,18,16,3,25,12,4,14,6,4,12,6,0,7,7,0,9,18,3,16,9,0,9,7,0,10,9,0,6,5,0,5,6,0,10,0,0,0,152,46,202
UCL521047,0,3,3,0,3,3,0,7,7,0,6,6,0,21,21,0,14,14,9,0,10,10,9,15,14,5,23,9,7,13,4,8,10,5,5,11,18,13,27,20,3,19,8,0,6,6,0,6,11,5,9,12,0,13,3,3,8,122,112,232
UCL521048,3,4,6,5,0,10,0,6,8,3,15,15,5,52,53,14,21,35,31,10,42,32,13,44,20,8,26,23,7,30,8,3,17,9,5,19,20,8,27,13,4,15,8,0,7,3,0,3,13,7,16,31,0,30,4,10,14,245,178,418
UCL521049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,9,0,9,10,0,11,9,0,9,6,0,13,13,7,22,9,4,13,8,0,12,0,0,0,4,3,10,3,0,3,0,0,0,12,0,12,3,0,3,99,36,129
UCL521050,0,0,0,4,0,3,3,5,7,5,3,4,3,21,26,9,14,20,19,13,34,14,13,27,20,19,33,4,5,14,8,12,18,9,0,13,20,12,31,7,0,11,17,3,20,7,0,7,12,3,16,23,0,20,0,4,4,172,132,307
UCL521051,0,0,0,0,0,0,0,3,3,0,5,6,4,21,26,7,13,19,13,10,22,22,7,34,17,6,20,21,5,23,15,12,26,14,7,21,19,9,26,26,0,21,22,0,20,4,0,4,14,0,14,16,0,18,4,3,8,223,106,329
UCL521052,0,3,9,0,0,0,3,0,9,0,13,16,8,11,11,11,8,14,17,0,21,10,7,14,13,7,13,8,9,12,5,3,10,6,3,7,17,7,24,5,0,5,6,0,11,6,0,6,6,0,9,25,0,25,6,7,11,148,75,226
UCL522001,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,4,18,0,17,5,0,6,9,0,10,6,8,16,6,3,10,3,6,3,0,3,4,9,0,9,0,0,3,0,0,0,0,0,0,6,0,8,5,0,5,81,21,100
UCL522002,0,4,3,0,9,9,0,0,0,0,9,9,3,14,19,0,3,12,10,4,12,5,3,9,3,3,14,5,6,9,5,0,4,0,0,0,9,4,12,6,0,6,3,0,3,3,0,3,7,0,7,6,0,6,0,0,3,76,58,134
UCL522003,0,0,0,0,0,0,0,3,3,4,4,6,3,0,6,8,0,8,4,0,4,6,0,6,5,0,5,3,0,3,3,0,8,3,3,3,9,0,15,0,0,4,0,0,0,0,0,0,0,0,0,14,0,14,13,10,16,73,28,95
UCL522004,0,0,0,0,0,0,0,5,7,0,4,5,12,0,13,10,0,8,17,0,19,0,0,0,4,0,4,5,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,8,72
UCL522005,0,0,0,0,0,0,5,3,6,0,7,7,4,3,3,0,3,3,8,0,8,8,0,8,7,3,9,7,4,11,4,0,3,3,0,5,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,11,0,11,0,9,9,65,32,96
UCL522006,0,0,0,3,0,3,0,3,3,0,0,0,3,0,3,0,0,0,7,0,11,9,3,7,3,3,5,3,4,9,6,0,8,8,0,8,20,4,27,4,0,4,7,0,7,10,0,10,26,0,26,13,0,13,0,0,0,128,21,142
UCL522007,0,4,0,0,0,0,0,0,4,0,13,13,0,4,4,0,11,11,6,5,5,7,0,9,3,8,15,3,0,4,3,0,5,0,0,5,7,0,7,3,0,3,3,0,3,0,0,0,5,0,7,4,0,4,0,3,3,47,48,94
UCL522008,0,0,0,0,0,0,0,6,6,0,8,9,0,6,8,3,0,7,10,3,11,7,0,5,0,5,3,11,3,12,0,0,3,0,0,0,4,0,4,8,0,8,4,0,4,0,0,0,4,0,4,3,0,3,0,0,0,58,30,83
UCL522009,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,8,0,8,5,3,12,5,6,16,0,3,3,4,3,4,12,3,13,4,0,4,9,0,9,4,0,4,11,0,14,16,0,18,7,0,7,97,30,123
UCL522010,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,5,3,0,10,5,0,12,3,0,3,0,0,6,5,0,10,6,0,9,9,0,9,7,0,7,10,0,13,20,0,20,0,0,0,0,0,0,90,18,108
UCL522011,0,4,4,0,0,0,0,0,0,0,4,6,0,19,19,3,0,5,4,7,10,0,3,3,11,3,15,8,0,12,4,5,4,7,0,15,8,4,12,5,0,5,0,0,6,3,0,3,3,0,5,4,0,4,0,0,0,73,59,132
UCL522012,0,0,6,0,4,4,0,5,5,3,8,11,3,16,20,0,8,8,16,5,16,4,7,15,4,5,12,16,3,18,3,3,7,9,3,13,12,3,14,4,0,4,0,0,4,7,0,7,11,0,11,10,0,10,0,0,3,118,76,195
UCL522013,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,0,0,3,12,6,16,6,4,11,8,0,10,9,3,12,7,0,7,12,0,11,13,0,17,12,0,12,9,0,9,8,0,8,9,0,7,10,0,10,0,4,3,123,29,154
UCL522014,0,0,0,0,0,0,0,0,0,0,6,6,0,4,4,0,0,0,0,0,0,0,0,0,3,0,3,6,0,10,0,0,0,0,0,0,3,0,8,3,0,3,4,0,4,0,0,0,8,0,8,18,0,18,0,0,0,64,9,74
UCL522015,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,4,4,0,8,7,0,5,5,0,4,10,0,3,0,0,4,3,4,0,3,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,27,36,64
UCL522016,0,0,0,0,0,0,0,0,5,0,0,5,4,13,19,0,6,7,9,0,16,5,4,4,8,3,12,6,6,8,5,3,5,6,0,9,7,0,7,0,0,0,4,0,4,0,0,0,3,0,3,5,0,6,0,5,7,72,38,107
UCL522017,0,0,0,0,0,0,4,0,5,0,4,8,4,15,15,3,3,3,8,0,10,10,0,11,13,0,12,7,0,8,5,3,9,6,0,8,11,0,14,12,0,12,6,0,8,0,0,0,3,0,3,18,5,16,0,0,0,111,42,151
UCL522018,0,0,0,0,0,0,0,0,0,0,4,4,4,13,13,0,9,9,6,0,3,0,0,0,0,0,0,3,0,5,3,3,3,0,0,5,0,0,5,0,0,0,0,5,5,4,0,4,0,0,0,4,5,3,0,0,0,19,44,70
UCL522019,0,0,0,0,0,0,0,3,3,0,0,0,0,10,9,0,4,5,3,0,3,3,0,7,3,4,7,3,9,8,0,0,0,3,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,38,36,74
UCL522020,0,0,0,0,0,0,0,0,0,3,4,6,4,4,4,6,0,6,6,0,6,0,0,3,10,3,11,9,0,9,3,0,7,4,0,4,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,54,11,73
UCL522021,0,0,0,0,0,0,0,0,0,0,3,3,4,24,23,4,3,12,9,7,18,8,9,11,13,4,11,8,6,11,0,7,9,0,0,4,12,4,17,7,0,7,0,0,4,4,0,4,5,0,3,10,0,8,6,5,12,89,70,162
UCL522022,0,0,0,0,0,0,0,0,6,0,3,3,0,10,13,0,3,8,4,3,4,8,3,10,10,5,10,4,0,4,8,0,11,8,0,8,6,5,10,6,0,6,0,0,0,0,0,0,6,0,6,6,0,10,0,3,3,53,47,100
UCL522023,0,0,3,0,4,4,0,0,0,0,0,4,0,7,12,0,7,8,10,0,11,13,0,8,5,5,5,4,4,12,4,0,7,5,0,8,15,3,14,8,0,8,5,0,5,0,0,0,5,0,4,13,0,11,5,0,8,83,47,133
UCL522024,0,0,0,0,5,5,0,0,3,0,0,0,6,10,12,0,0,3,4,3,3,16,0,24,4,5,8,4,3,7,0,0,3,9,0,6,7,0,10,10,0,10,0,0,0,5,0,5,6,0,6,6,5,6,0,0,0,83,35,118
UCL522025,0,5,5,0,0,0,0,6,6,0,7,8,3,22,24,0,14,18,16,6,24,7,14,23,6,9,12,9,3,15,10,0,14,9,0,9,12,3,13,0,0,0,3,0,7,0,0,0,8,0,11,8,0,11,4,5,10,104,96,200
UCL522026,0,3,3,0,0,0,0,0,0,0,6,12,6,10,19,0,8,8,14,3,14,21,0,18,8,0,9,7,3,13,0,0,0,3,5,4,3,0,5,0,0,0,4,0,4,0,0,0,5,0,9,9,0,9,4,0,4,91,52,145
UCL522027,0,5,5,0,0,0,0,0,0,0,5,3,6,21,28,0,9,9,7,5,15,12,4,15,3,9,9,5,3,10,3,3,8,3,5,7,13,6,12,5,0,5,5,0,5,0,0,0,4,0,10,8,0,8,4,0,3,89,73,158
UCL522028,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,9,9,3,4,7,8,0,7,4,0,4,5,0,9,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,39,25,62
UCL522029,0,0,4,3,0,3,0,5,8,0,0,0,3,11,9,0,0,4,7,0,13,4,5,13,7,5,11,7,4,9,4,0,4,11,0,11,17,0,17,7,0,7,4,0,4,0,0,0,3,0,7,11,3,15,3,0,3,99,35,141
UCL522030,0,0,0,0,0,0,0,4,4,0,3,3,0,0,3,0,3,3,5,0,3,0,5,3,5,4,10,5,0,8,3,4,10,8,3,7,6,0,8,6,0,6,8,0,8,0,0,0,3,0,9,10,0,12,0,6,6,62,36,94
UCL522031,0,0,0,0,0,0,0,0,0,4,4,7,7,0,7,5,0,5,13,0,13,5,0,5,4,0,4,3,0,0,0,0,5,6,0,0,0,9,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,14,58
UCL522032,0,0,0,0,0,0,4,5,7,3,0,10,3,0,0,5,4,6,7,0,7,13,0,13,11,0,16,5,0,5,8,0,8,3,0,3,3,3,6,3,0,3,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,68,16,85
UCL522033,0,5,0,0,0,0,0,7,7,0,7,15,3,33,36,7,3,15,13,4,19,14,7,24,9,8,10,13,3,16,3,0,3,3,0,6,9,0,16,4,0,4,0,0,0,0,0,0,3,0,3,15,0,9,0,5,8,107,93,200
UCL522034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,3,8,4,0,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,28,6,33
UCL522035,0,0,0,0,4,4,0,7,3,0,5,5,5,11,10,0,3,4,7,6,11,5,5,8,4,0,3,4,0,3,4,0,4,0,0,7,5,4,6,0,0,0,3,0,6,0,0,0,3,0,3,11,0,11,0,4,4,55,48,96
UCL522036,0,0,0,0,0,0,0,3,3,0,4,4,0,9,5,0,3,9,6,0,10,9,4,12,3,7,8,7,4,13,3,0,5,0,3,5,6,3,8,4,0,4,0,0,4,0,0,0,0,0,0,10,0,10,4,3,5,52,43,99
UCL522037,0,0,4,0,0,0,0,0,3,0,0,0,0,8,16,0,5,10,6,3,8,3,0,3,3,0,9,0,3,11,4,3,10,0,0,4,10,0,14,4,0,4,5,0,9,3,0,3,4,0,4,11,0,11,0,3,3,67,45,110
UCL522038,3,0,3,0,0,0,0,0,0,0,4,4,3,10,7,0,3,4,3,5,11,6,8,11,6,10,14,6,7,15,4,8,12,6,5,9,15,4,22,14,0,14,12,0,11,7,0,7,15,5,16,9,3,8,0,9,9,115,66,185
UCL522039,0,3,3,0,0,0,0,5,9,0,0,3,3,6,12,0,0,0,5,0,5,4,0,8,0,4,6,4,3,5,6,3,8,4,0,8,3,0,13,4,0,4,4,0,9,5,0,5,7,3,10,6,0,6,0,0,3,78,45,120
UCL522040,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,3,0,0,0,0,3,0,0,0,6,0,7,5,4,7,0,0,0,8,0,9,5,0,7,0,0,0,0,0,0,0,0,3,4,0,4,10,0,10,0,3,4,63,41,103
UCL522041,3,3,7,0,0,4,0,5,5,0,6,3,5,10,15,0,6,8,3,0,8,8,0,8,8,0,9,3,0,6,3,4,8,0,0,0,8,8,16,3,0,3,3,0,3,0,0,0,3,3,8,10,0,10,0,0,3,75,46,123
UCL522042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,3,4,8,0,0,3,12,4,21,7,0,7,12,0,12,8,0,8,18,0,18,8,0,10,0,0,0,81,22,99
UCL522043,0,0,0,0,0,0,0,4,9,0,0,4,8,0,8,0,0,5,3,0,3,10,0,12,10,0,10,4,0,4,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,21,0,21,85,16,101
UCL522044,0,4,4,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,3,0,5,0,3,3,0,3,10,4,0,5,3,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,7,0,0,0,3,4,3,23,33,61
UCL522045,0,0,0,0,0,0,0,3,3,4,3,3,3,0,3,8,0,8,5,0,3,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,48,12,55
UCL522046,0,3,3,0,0,0,0,0,0,0,0,4,0,9,12,0,0,4,9,0,9,8,0,10,6,5,3,3,0,3,0,0,3,0,0,4,8,0,10,4,0,4,3,3,8,0,0,0,4,0,3,11,0,11,0,4,7,62,30,96
UCL522047,0,0,0,0,0,0,3,5,6,0,4,4,0,14,17,0,3,3,3,4,8,7,11,16,4,8,11,7,5,11,6,8,8,3,0,12,16,8,19,7,0,3,9,0,9,3,0,3,3,0,3,10,0,10,3,5,5,80,65,143
UCL522048,0,0,0,0,0,0,0,0,5,0,4,5,3,12,15,0,6,7,4,6,7,6,6,10,0,8,10,0,5,5,4,3,4,6,4,9,8,5,11,5,0,5,4,0,4,6,0,6,3,3,9,8,0,8,0,0,5,72,52,123
UCL522049,0,0,0,0,0,0,0,3,3,0,8,11,0,17,17,0,8,9,10,0,10,5,4,7,0,0,3,5,6,10,0,0,0,0,0,3,0,0,0,8,0,8,6,0,12,0,0,0,0,3,3,5,0,5,3,0,3,52,57,107
UCL522050,0,0,4,3,0,5,0,0,0,0,4,4,0,4,4,0,3,9,11,3,12,6,6,8,12,6,15,11,7,19,4,0,10,3,0,5,18,9,22,9,0,9,3,4,5,3,0,3,5,0,5,13,0,13,0,0,0,100,55,159
UCL522051,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,4,4,0,10,4,4,12,3,0,3,0,0,0,9,0,12,9,0,12,7,0,7,3,0,3,0,0,0,4,0,4,13,0,13,3,0,3,73,11,89
UCL522052,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,22,13,35
UCL522053,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,3,0,3,5,0,5,3,0,3,4,0,4,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,36,7,37
UCL522054,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,4,0,4,3,3,7,0,0,0,3,4,5,4,0,6,0,4,3,8,0,8,5,6,8,5,0,5,0,0,3,0,0,0,4,0,5,4,0,4,0,4,4,44,27,63
UCL522055,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,0,9,9,0,0,0,0,8,14,5,0,5,5,0,9,6,0,9,26,0,26,7,0,11,5,0,5,60,30,93
UCL522056,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,3,4,9,6,0,10,0,0,8,3,5,10,5,0,4,5,5,8,8,8,10,12,3,13,6,0,6,8,0,9,6,0,6,9,0,10,13,0,15,3,0,0,87,39,126
UCL522057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,3,3,0,6,6,0,0,0,4,3,4,13,0,11,5,0,5,3,5,3,0,0,3,0,0,0,0,9,6,0,5,5,24,32,61
UCL522058,0,4,0,0,0,0,0,3,0,0,0,3,5,10,13,0,3,3,7,4,8,3,0,9,10,0,11,3,6,5,3,4,6,4,0,4,5,0,3,0,0,0,5,0,5,0,0,0,3,0,3,7,0,7,12,3,13,61,39,104
UCL522059,0,4,5,0,0,0,0,0,0,3,4,7,4,9,17,3,7,8,0,0,5,9,3,9,10,3,10,4,3,13,4,3,4,4,0,4,9,6,14,7,0,7,3,0,3,3,0,3,9,0,9,9,0,9,0,4,4,75,43,122
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,7,16
UCL522061,0,4,4,0,0,4,0,0,6,0,0,3,7,29,29,3,12,17,15,7,22,11,6,13,5,10,13,7,0,7,0,3,8,5,0,5,6,0,6,6,0,6,0,0,3,0,0,0,0,0,5,10,0,10,4,3,6,81,76,161
UCL522062,0,0,0,0,0,0,0,7,3,0,0,3,7,0,7,3,0,6,10,0,10,3,0,3,0,0,0,3,0,3,4,0,4,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,0,8,0,0,0,47,10,59
UCL522063,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,7,8,0,8,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,12,0,0,0,30,9,41
UCL522064,0,6,6,0,0,0,0,4,4,0,0,4,0,0,0,4,0,10,3,0,3,5,0,7,10,4,13,5,0,6,3,3,7,3,3,3,7,4,13,4,0,4,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,70,20,94
UCL522065,0,0,0,0,0,0,0,0,0,0,4,4,0,11,11,3,0,5,4,7,13,5,3,8,6,4,10,7,7,14,3,0,4,6,0,6,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,3,0,3,0,0,6,54,39,89
UCL522066,0,0,0,0,0,0,0,0,0,0,6,6,0,18,18,0,4,11,6,8,17,0,7,12,6,4,6,9,5,18,4,0,7,12,4,13,15,3,18,10,0,13,4,0,7,7,0,7,5,0,5,6,0,6,0,7,10,94,64,156
UCL522067,0,0,0,0,0,0,3,0,5,0,0,0,0,4,8,5,0,5,6,0,6,3,5,0,0,6,3,0,3,3,4,3,5,0,0,0,3,3,4,0,0,0,0,0,3,0,0,0,0,0,0,5,0,5,0,0,3,26,25,55
UCL522068,0,0,3,4,0,4,0,3,3,0,0,3,3,8,12,4,0,4,9,0,9,3,5,10,6,0,4,9,0,7,3,0,7,7,0,9,20,0,19,11,0,11,3,0,3,8,0,8,0,0,4,25,0,25,3,0,3,118,35,150
UCL522069,0,0,0,0,0,5,0,7,7,4,6,7,0,18,22,9,6,16,12,7,20,0,4,10,5,7,10,3,10,14,0,3,6,0,0,0,4,6,18,5,0,5,0,0,6,0,0,0,5,0,5,5,0,5,0,3,3,60,83,141
UCL522070,0,0,0,0,0,0,0,3,0,4,10,12,3,8,13,5,3,6,13,0,12,5,5,17,11,0,10,6,0,4,9,4,6,7,0,6,6,0,14,8,0,8,0,0,0,0,0,0,5,0,5,8,0,9,0,6,6,97,43,139
UCL522071,0,0,0,0,0,0,0,8,7,6,0,3,5,0,5,9,0,9,4,0,10,6,0,13,13,0,13,9,4,10,4,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,78,16,96
UCL531001,515,493,1013,252,181,434,232,439,668,214,747,967,829,1705,2537,653,1008,1661,2126,749,2877,1875,1019,2893,2323,1071,3391,2571,741,3317,1809,657,2468,2052,497,2549,4249,775,5022,3432,54,3486,2812,187,3000,1897,32,1928,5425,320,5748,5472,199,5666,659,466,1129,39395,11339,50741
UCL579997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL599994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
